actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
257,PT03M41.00S,2021-11-27T03:56:31.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,85.3646517739816,49.754901960784316,1610612744,40,38,2021-11-27T03:56:35Z,2480000,-1.0,85.0,1,right,MISS A. Wiggins 8' turnaround Shot,[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,8.51,Missed,,,,,,,,,,,,,,,,,,,
258,PT03M39.00S,2021-11-27T03:56:33.9Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,40,38,2021-11-27T03:58:09Z,2490000,,,0,,K. Looney REBOUND (Off:1 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,257.0,4.0,3.0,1.0,,,,,,,
259,PT03M36.00S,2021-11-27T03:56:36.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,94.40999984741211,50.0,1610612744,42,38,2021-11-27T03:56:36Z,2500000,0.0,0.0,1,right,K. Looney putback Layup (4 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
260,PT03M17.00S,2021-11-27T03:57:05.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,9.937582128777924,39.21568627450981,1610612757,42,40,2021-11-27T03:57:08Z,2510000,54.0,41.0,1,left,N. Powell 6' driving finger roll Layup (7 PTS),[1626181],1610612757.0,POR,driving finger roll,,,Powell,N. Powell,,,,,6.77,Made,7.0,,,,,,,,,,,,,,,,,,
261,PT03M09.00S,2021-11-27T03:57:16.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612744,42,40,2021-11-27T03:57:16Z,2520000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT03M09.00S,2021-11-27T03:58:27.6Z,2,REGULAR,substitution,out,[],1626172,,,1610612744,42,40,2021-11-27T03:58:47Z,2530000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT03M09.00S,2021-11-27T03:58:27.6Z,2,REGULAR,substitution,in,[],201939,,,1610612744,42,40,2021-11-27T03:58:47Z,2540000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT03M04.00S,2021-11-27T03:59:02.1Z,2,REGULAR,foul,offensive,[],203110,,,1610612744,42,40,2021-11-27T03:59:09Z,2550000,,,0,,D. Green offensive FOUL (2 PF),"[203110, 203081]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,1201.0,,,,,,,,,,,,,2.0,0.0,Lillard,203081.0,
266,PT03M04.00S,2021-11-27T03:59:02.1Z,2,REGULAR,turnover,offensive foul,[],203110,,,1610612744,42,40,2021-11-27T03:59:02Z,2570000,,,0,,D. Green offensive foul TURNOVER (5 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,1201.0,5.0,,,,,,,,,,,,,,,,
267,PT02M49.00S,2021-11-27T03:59:32.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203994,8.886333771353483,48.77450980392157,1610612757,42,42,2021-11-27T03:59:35Z,2580000,6.0,31.0,1,left,J. Nurkic DUNK (9 PTS) (D. Lillard 3 AST),"[203994, 203081]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,3.16,Made,9.0,,,,,D. Lillard,203081.0,3.0,,,,,,,,,,,
269,PT02M32.00S,2021-11-27T03:59:49.5Z,2,REGULAR,3pt,Jump Shot,[],1629673,73.53810775295663,15.686274509803921,1610612744,45,42,2021-11-27T03:59:52Z,2600000,-172.0,196.0,1,right,J. Poole 26' 3PT  (7 PTS) (A. Wiggins 1 AST),"[1629673, 203952]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.07,Made,7.0,,,,,A. Wiggins,203952.0,1.0,,,,,,,,,,,
271,PT02M14.00S,2021-11-27T04:00:08.1Z,2,REGULAR,turnover,bad pass,[],203081,,,1610612757,45,42,2021-11-27T04:00:09Z,2620000,,,0,,D. Lillard bad pass TURNOVER (2 TO),"[203081, 201939]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,2.0,Curry,201939.0,,,,,,,,,,,,,,
272,PT02M14.00S,2021-11-27T04:00:08.1Z,2,REGULAR,steal,,[],201939,,,1610612744,45,42,2021-11-27T04:01:08Z,2630000,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT02M09.00S,2021-11-27T04:00:12.8Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201939,73.01248357424441,11.76470588235294,1610612744,48,42,2021-11-27T04:01:14Z,2640000,-191.0,201.0,1,right,S. Curry 27' 3PT running (14 PTS) (J. Poole 1 AST),"[201939, 1629673]",1610612744.0,GSW,running,,,Curry,S. Curry,,,,,27.76,Made,14.0,,,,,J. Poole,1629673.0,1.0,,,,,,,,,,,
275,PT02M07.00S,2021-11-27T04:00:21.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612757,48,42,2021-11-27T04:00:21Z,2660000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT01M49.00S,2021-11-27T04:02:09.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203496,7.440867279894875,44.6078431372549,1610612757,48,44,2021-11-27T04:02:12Z,2670000,27.0,17.0,1,left,R. Covington DUNK (7 PTS),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,3.21,Made,7.0,,,,,,,,,,,,,,,,,,
277,PT01M31.00S,2021-11-27T04:02:26.9Z,2,REGULAR,3pt,Jump Shot,[],1629673,94.30026281208936,95.34313725490196,1610612744,51,44,2021-11-27T04:02:30Z,2680000,227.0,1.0,1,right,J. Poole 3PT step back (10 PTS) (S. Curry 3 AST),"[1629673, 201939]",1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,22.67,Made,10.0,,,,,S. Curry,201939.0,3.0,,,,,,,,,,,
279,PT01M20.00S,2021-11-27T04:02:38.0Z,2,REGULAR,3pt,Jump Shot,[],203496,33.98488830486202,49.26470588235294,1610612757,51,44,2021-11-27T04:02:40Z,2700000,4.0,267.0,1,left,MISS R. Covington 26' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,,
280,PT01M18.00S,2021-11-27T04:02:41.3Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,51,44,2021-11-27T04:02:41Z,2710000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,279.0,2.0,2.0,0.0,,,,,,,
281,PT01M16.00S,2021-11-27T04:02:42.6Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,51,44,2021-11-27T04:02:44Z,2720000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 203496]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,1.0,Covington,203496.0,,,,,,,,,,,,,,
282,PT01M16.00S,2021-11-27T04:02:42.6Z,2,REGULAR,steal,,[],203496,,,1610612757,51,44,2021-11-27T04:02:44Z,2730000,,,0,,R. Covington STEAL (1 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT01M06.00S,2021-11-27T04:02:51.7Z,2,REGULAR,turnover,bad pass,[],203081,,,1610612757,51,44,2021-11-27T04:02:53Z,2740000,,,0,,D. Lillard bad pass TURNOVER (3 TO),"[203081, 203490]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,3.0,Porter Jr.,203490.0,,,,,,,,,,,,,,
284,PT01M06.00S,2021-11-27T04:02:51.7Z,2,REGULAR,steal,,[],203490,,,1610612744,51,44,2021-11-27T04:02:53Z,2750000,,,0,,O. Porter Jr. STEAL (1 STL),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT01M06.00S,2021-11-27T04:02:55.1Z,2,REGULAR,foul,personal,[],203496,,,1610612744,51,44,2021-11-27T04:03:37Z,2760000,,,0,,R. Covington take personal FOUL (1 PF),"[203496, 203490]",1610612757.0,POR,take,,,Covington,R. Covington,,,,,,,,1201.0,,,,,,,,,,,,,1.0,0.0,Porter Jr.,203490.0,
287,PT01M01.00S,2021-11-27T04:03:15.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203110,92.59198423127464,58.82352941176471,1610612744,53,44,2021-11-27T04:03:42Z,2780000,44.0,17.0,1,right,D. Green running Layup (4 PTS),[203110],1610612744.0,GSW,running,,,Green,D. Green,,,,,4.73,Made,4.0,,,,,,,,,,,,,,,,,,
288,PT01M01.00S,2021-11-27T04:03:20.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203081,,,1610612744,53,44,2021-11-27T04:03:27Z,2790000,,,0,,D. Lillard shooting personal FOUL (1 PF) (Green 1 FT),"[203081, 203110]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,,,,1627534.0,,,,,,,,,,,,,1.0,0.0,Green,203110.0,
290,PT01M01.00S,2021-11-27T04:03:37.8Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203110,,,1610612744,54,44,2021-11-27T04:03:37Z,2810000,,,0,,D. Green Free Throw 1 of 1 (5 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
291,PT00M51.60S,2021-11-27T04:03:51.8Z,2,REGULAR,violation,kicked ball,[],203952,,,1610612757,54,44,2021-11-27T04:03:54Z,2820000,,,0,,A. Wiggins kicked ball VIOLATION,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,2534.0,,,,,,,,,,,,,,,,,
292,PT00M46.60S,2021-11-27T04:04:11.4Z,2,REGULAR,3pt,Jump Shot,[],203468,28.86005256241787,16.666666666666664,1610612757,54,44,2021-11-27T04:04:14Z,2830000,167.0,219.0,1,left,MISS C. McCollum 27' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,27.51,Missed,,,,,,,,,,,,,,,,,,,
293,PT00M44.70S,2021-11-27T04:04:13.3Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,54,44,2021-11-27T04:05:15Z,2840000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,292.0,3.0,3.0,0.0,,,,,,,
294,PT00M39.00S,2021-11-27T04:04:18.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201939,68.54467805519053,14.705882352941178,1610612744,54,44,2021-11-27T04:04:23Z,2850000,-176.0,243.0,1,right,MISS S. Curry 30' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,30.05,Missed,,,,,,,,,,,,,,,,,,,
295,PT00M37.90S,2021-11-27T04:04:20.0Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612757,54,44,2021-11-27T04:05:11Z,2860000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,294.0,1.0,1.0,0.0,,,,,,,
296,PT00M27.20S,2021-11-27T04:04:30.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,9.411957950065702,39.21568627450981,1610612757,54,44,2021-11-27T04:04:33Z,2870000,54.0,36.0,1,left,MISS D. Lillard 6' running Layup,[203081],1610612757.0,POR,running,,,Lillard,D. Lillard,,,,,6.48,Missed,,,,,,,,,,,,,,,,,,,
297,PT00M24.80S,2021-11-27T04:04:36.5Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,54,44,2021-11-27T04:04:36Z,2880000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,296.0,3.0,3.0,0.0,,,,,,,
298,PT00M24.80S,2021-11-27T04:04:39.6Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203081,,,1610612744,54,44,2021-11-27T04:04:43Z,2890000,,,0,,D. Lillard technical FOUL (1 Tech),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,1627534.0,,,,,,,,,,,,,1.0,1.0,,,
299,PT00M24.80S,2021-11-27T04:04:58.4Z,2,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,55,44,2021-11-27T04:04:58Z,2900000,,,0,,S. Curry technical Free Throw 1 of 1 (15 PTS),[201939],1610612744.0,GSW,technical,,,Curry,S. Curry,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
300,PT00M08.00S,2021-11-27T04:05:32.7Z,2,REGULAR,3pt,Jump Shot,[],201939,64.60249671484888,31.372549019607842,1610612744,58,44,2021-11-27T04:06:09Z,2910000,-93.0,280.0,1,right,S. Curry 29' 3PT pullup (18 PTS) (D. Green 5 AST),"[201939, 203110]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,29.53,Made,18.0,,,,,D. Green,203110.0,5.0,,,,,,,,,,,
302,PT00M00.70S,2021-11-27T04:05:42.8Z,2,REGULAR,3pt,Jump Shot,[],203081,35.29894875164258,11.519607843137255,1610612757,58,44,2021-11-27T04:06:33Z,2930000,192.0,279.0,1,left,MISS D. Lillard 33' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,33.92,Missed,,,,,,,,,,,,,,,,,,,
303,PT00M00.10S,2021-11-27T04:05:43.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,58,44,2021-11-27T04:06:33Z,2940000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,,,
304,PT00M00.00S,2021-11-27T04:05:50.2Z,2,REGULAR,period,end,[],0,,,1610612757,58,44,2021-11-27T04:05:50Z,2950000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2021-11-27T04:20:39.8Z,3,REGULAR,substitution,out,['startperiod'],203490,,,1610612757,58,44,2021-11-27T04:20:52Z,3010000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2021-11-27T04:20:39.8Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612757,58,44,2021-11-27T04:20:52Z,3020000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2021-11-27T04:20:53.2Z,3,REGULAR,foul,technical,['1freethrow'],2623,,,1610612757,58,44,2021-11-27T04:57:52Z,3027500,,,0,,TEAM foul technical,[2623],1610612757.0,POR,,,,,,,,,,,,,2534.0,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-11-27T04:20:53.2Z,3,REGULAR,foul,technical,['1freethrow'],2623,,,1610612757,58,44,2021-11-27T05:01:15Z,3035000,,,0,,TEAM foul technical,[2623],1610612757.0,POR,,,,,,,,,,,,,1201.0,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-11-27T04:21:12.6Z,3,REGULAR,ejection,other,[],2623,,,1610612757,58,44,2021-11-27T04:25:12Z,3037500,,,0,,Ejection,[2623],1610612757.0,POR,,,,,,,,,,,,,1201.0,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2021-11-27T04:21:18.6Z,3,REGULAR,freethrow,1 of 1,[],201939,,,1610612757,58,44,2021-11-27T04:29:57Z,3040000,,,0,,MISS S. Curry technical Free Throw 1 of 1,[201939],1610612744.0,GSW,technical,,,Curry,S. Curry,,,,,,Missed,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2021-11-27T04:21:18.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,58,44,2021-11-27T04:29:57Z,3060000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,313.0,,,,,,,,,,
360,PT12M00.00S,2021-11-27T04:21:47.8Z,3,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,59,44,2021-11-27T04:30:55Z,3070000,,,0,,S. Curry technical Free Throw 1 of 1 (19 PTS),[201939],1610612744.0,GSW,technical,,,Curry,S. Curry,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-11-27T04:21:49.6Z,3,REGULAR,period,start,[],0,,,1610612744,59,44,2021-11-27T04:21:49Z,3080000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-11-27T04:21:31.1Z,3,REGULAR,memo,,[],0,,,1610612744,59,44,2021-11-27T04:33:41Z,3090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POR: Assistant coach Scott Brooks ejected with two technical fouls at the end of the 2nd quarter
319,PT11M45.00S,2021-11-27T04:22:04.5Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,59,44,2021-11-27T04:22:06Z,3100000,,,0,,D. Green bad pass TURNOVER (6 TO),"[203110, 203994]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,6.0,Nurkic,203994.0,,,,,,,,,,,,,,
320,PT11M45.00S,2021-11-27T04:22:04.5Z,3,REGULAR,steal,,[],203994,,,1610612757,59,44,2021-11-27T04:22:07Z,3110000,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M36.00S,2021-11-27T04:22:12.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626181,83.65637319316689,52.69607843137255,1610612757,59,46,2021-11-27T04:22:16Z,3120000,13.0,101.0,1,right,N. Powell 10' driving floating Jump Shot (9 PTS),[1626181],1610612757.0,POR,driving floating,,,Powell,N. Powell,,,,,10.2,Made,9.0,,,,,,,,,,,,,,,,,,
322,PT11M25.00S,2021-11-27T04:22:25.4Z,3,REGULAR,foul,personal,['2freethrow'],203994,,,1610612744,59,46,2021-11-27T04:22:36Z,3130000,,,0,,J. Nurkic shooting personal FOUL (2 PF) (Wiggins 2 FT),"[203994, 203952]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,1627534.0,,,,,,,,,,,,,2.0,0.0,Wiggins,203952.0,
325,PT11M25.00S,2021-11-27T04:22:55.5Z,3,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,60,46,2021-11-27T04:31:19Z,3155000,,,0,,A. Wiggins Free Throw 1 of 2 (12 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
326,PT11M25.00S,2021-11-27T04:22:55.5Z,3,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,61,46,2021-11-27T04:31:19Z,3162500,,,0,,A. Wiggins Free Throw 2 of 2 (13 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
328,PT11M08.00S,2021-11-27T04:23:27.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,90.75229960578186,45.09803921568628,1610612757,61,48,2021-11-27T04:23:33Z,3170000,-25.0,34.0,1,right,N. Powell Layup (11 PTS) (J. Nurkic 2 AST),"[1626181, 203994]",1610612757.0,POR,,,,Powell,N. Powell,,,,,4.22,Made,11.0,,,,,J. Nurkic,203994.0,2.0,,,,,,,,,,,
330,PT10M59.00S,2021-11-27T04:23:36.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,9.280551905387648,42.15686274509804,1610612744,61,48,2021-11-27T04:23:39Z,3190000,39.0,35.0,1,left,MISS D. Green driving Layup,[203110],1610612744.0,GSW,driving,,,Green,D. Green,,,,,5.24,Missed,,,,,,,,,,,,,,,,,,,
331,PT10M57.00S,2021-11-27T04:23:38.1Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,61,48,2021-11-27T04:34:32Z,3200000,,,0,,K. Looney REBOUND (Off:2 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,330.0,5.0,3.0,2.0,,,,,,,
332,PT10M54.00S,2021-11-27T04:23:40.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,5.590000152587891,50.0,1610612744,63,48,2021-11-27T04:23:40Z,3210000,0.0,0.0,1,left,K. Looney tip Layup (6 PTS),[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
333,PT10M46.00S,2021-11-27T04:23:49.2Z,3,REGULAR,3pt,Jump Shot,[],203081,66.83639947437582,73.52941176470588,1610612757,63,48,2021-11-27T04:23:51Z,3220000,118.0,259.0,1,right,MISS D. Lillard 28' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,28.46,Missed,,,,,,,,,,,,,,,,,,,
334,PT10M44.00S,2021-11-27T04:23:51.2Z,3,REGULAR,rebound,offensive,[],203468,,,1610612757,63,48,2021-11-27T04:34:20Z,3230000,,,0,,C. McCollum REBOUND (Off:1 Def:2),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,333.0,3.0,2.0,1.0,,,,,,,
340,PT10M42.00S,2021-11-27T04:23:54.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203468,90.3580814717477,47.05882352941176,1610612757,63,48,2021-11-27T04:34:26Z,3235000,-15.0,38.0,1,right,MISS C. McCollum pullup Shot,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,4.08,Missed,,,,,,,,,,,,,,,,,,,
341,PT10M41.00S,2021-11-27T04:23:55.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,63,48,2021-11-27T04:34:26Z,3237500,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,340.0,,,,,,,,,,
348,PT10M41.00S,2021-11-27T04:23:57.3Z,3,REGULAR,foul,personal,[],203994,,,1610612744,63,48,2021-11-27T04:25:26Z,3238750,,,0,,J. Nurkic loose ball personal FOUL (3 PF),"[203994, 203110]",1610612757.0,POR,loose ball,,,Nurkic,J. Nurkic,,,,,,,,1627534.0,,,,,,,,,,,,,3.0,0.0,Green,203110.0,
338,PT10M30.00S,2021-11-27T04:24:31.2Z,3,REGULAR,3pt,Jump Shot,[],201939,30.042706964520367,20.34313725490196,1610612744,66,48,2021-11-27T04:25:34Z,3270000,148.0,230.0,1,left,S. Curry 27' 3PT  (22 PTS) (D. Green 6 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,27.36,Made,22.0,,,,,D. Green,203110.0,6.0,,,,,,,,,,,
342,PT10M17.00S,2021-11-27T04:24:44.4Z,3,REGULAR,3pt,Jump Shot,[],203496,96.66557161629436,3.9215686274509802,1610612757,66,48,2021-11-27T04:24:46Z,3290000,-230.0,-21.0,1,right,MISS R. Covington 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,23.14,Missed,,,,,,,,,,,,,,,,,,,
343,PT10M14.00S,2021-11-27T04:24:48.4Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,66,48,2021-11-27T04:24:48Z,3300000,,,0,,A. Wiggins REBOUND (Off:2 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,342.0,4.0,2.0,2.0,,,,,,,
344,PT09M52.00S,2021-11-27T04:25:08.8Z,3,REGULAR,3pt,Jump Shot,[],1629673,5.075558475689881,95.34313725490196,1610612744,66,48,2021-11-27T04:25:12Z,3310000,-227.0,-5.0,1,left,MISS J. Poole step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,,
346,PT09M50.00S,2021-11-27T04:25:10.8Z,3,REGULAR,rebound,defensive,[],203468,,,1610612757,66,48,2021-11-27T04:34:11Z,3320000,,,0,,C. McCollum REBOUND (Off:1 Def:3),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,344.0,4.0,3.0,1.0,,,,,,,
347,PT09M48.00S,2021-11-27T04:25:16.4Z,3,REGULAR,violation,kicked ball,[],201939,,,1610612757,66,48,2021-11-27T04:25:18Z,3330000,,,0,,S. Curry kicked ball VIOLATION,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,1201.0,,,,,,,,,,,,,,,,,
351,PT09M33.00S,2021-11-27T04:25:50.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203496,93.24901445466492,52.450980392156865,1610612757,66,50,2021-11-27T04:25:53Z,3340000,12.0,11.0,1,right,R. Covington cutting DUNK (9 PTS) (J. Nurkic 3 AST),"[203496, 203994]",1610612757.0,POR,cutting,,,Covington,R. Covington,,,,,1.65,Made,9.0,,,,,J. Nurkic,203994.0,3.0,,,,,,,,,,,
353,PT09M26.00S,2021-11-27T04:25:56.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203110,5.995400788436268,58.57843137254902,1610612744,68,50,2021-11-27T04:26:00Z,3360000,-43.0,4.0,1,left,D. Green running Layup (7 PTS) (S. Curry 4 AST),"[203110, 201939]",1610612744.0,GSW,running,,,Green,D. Green,,,,,4.31,Made,7.0,,,,,S. Curry,201939.0,4.0,,,,,,,,,,,
355,PT09M14.00S,2021-11-27T04:26:08.4Z,3,REGULAR,2pt,Jump Shot,[],203081,80.89684625492772,75.24509803921569,1610612757,68,50,2021-11-27T04:26:11Z,3380000,126.0,127.0,1,right,MISS D. Lillard 17' step back Shot,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,17.91,Missed,,,,,,,,,,,,,,,,,,,
356,PT09M11.00S,2021-11-27T04:26:12.3Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,68,50,2021-11-27T04:26:12Z,3390000,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,355.0,4.0,4.0,0.0,,,,,,,
357,PT09M02.00S,2021-11-27T04:26:20.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,7.5722733245729295,47.794117647058826,1610612744,70,50,2021-11-27T04:26:22Z,3400000,11.0,19.0,1,left,K. Looney DUNK (8 PTS) (D. Green 7 AST),"[1626172, 203110]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,2.17,Made,8.0,,,,,D. Green,203110.0,7.0,,,,,,,,,,,
