actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
93,PT05M17.00S,2021-12-09T03:29:15.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203994,6.783837056504599,34.31372549019608,1610612757,16,11,2021-12-09T03:29:19Z,920000,78.0,11.0,1,left,MISS J. Nurkic 7' driving Hook,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,7.92,Missed,,,,,,,,,,,,,,,,,,,
94,PT05M15.00S,2021-12-09T03:29:17.8Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,16,11,2021-12-09T03:30:28Z,930000,,,0,,J. Nurkic REBOUND (Off:1 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,93.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
95,PT05M12.00S,2021-12-09T03:29:20.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",203994,5.590000152587891,50.0,1610612757,16,11,2021-12-09T03:29:41Z,940000,0.0,0.0,1,left,MISS J. Nurkic putback Layup,[203994],1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
96,PT05M11.00S,2021-12-09T03:29:21.6Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,16,11,2021-12-09T03:29:41Z,950000,,,0,,D. Green REBOUND (Off:1 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,95.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
97,PT04M59.00S,2021-12-09T03:29:33.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,90.09526938239159,36.76470588235294,1610612744,18,11,2021-12-09T03:29:36Z,960000,-66.0,41.0,1,right,J. Poole 7' driving finger roll Layup (5 PTS) (D. Green 2 AST),"[1629673, 203110]",1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,7.77,Made,,,,,,,,,,,5.0,,,D. Green,203110.0,2.0,,,
99,PT04M59.00S,2021-12-09T03:29:38.0Z,1,REGULAR,foul,personal,['1freethrow'],1629642,,,1610612744,18,11,2021-12-09T03:29:45Z,980000,,,0,,N. Little shooting personal FOUL (1 PF) (Poole 1 FT),"[1629642, 1629673]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,,,,,,,200832.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,
101,PT04M59.00S,2021-12-09T03:29:53.1Z,1,REGULAR,substitution,out,[],201939,,,1610612744,18,11,2021-12-09T03:30:28Z,1000000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M59.00S,2021-12-09T03:29:53.1Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,18,11,2021-12-09T03:30:28Z,1010000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M59.00S,2021-12-09T03:29:53.1Z,1,REGULAR,substitution,out,[],203496,,,1610612744,18,11,2021-12-09T03:30:28Z,1020000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M59.00S,2021-12-09T03:29:53.1Z,1,REGULAR,substitution,out,[],1628372,,,1610612744,18,11,2021-12-09T03:30:28Z,1030000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M59.00S,2021-12-09T03:29:53.1Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,18,11,2021-12-09T03:30:28Z,1040000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M59.00S,2021-12-09T03:29:53.1Z,1,REGULAR,substitution,in,[],202357,,,1610612744,18,11,2021-12-09T03:30:28Z,1050000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M59.00S,2021-12-09T03:29:53.1Z,1,REGULAR,substitution,in,[],1626204,,,1610612744,18,11,2021-12-09T03:30:28Z,1060000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M59.00S,2021-12-09T03:29:53.1Z,1,REGULAR,substitution,in,[],1629604,,,1610612744,18,11,2021-12-09T03:30:28Z,1070000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M59.00S,2021-12-09T03:30:24.3Z,1,REGULAR,freethrow,1 of 1,[],1629673,,,1610612744,19,11,2021-12-09T03:30:24Z,1080000,,,0,,J. Poole Free Throw 1 of 1 (6 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
110,PT04M50.00S,2021-12-09T03:30:36.0Z,1,REGULAR,3pt,Jump Shot,[],1629604,26.231931668856767,11.76470588235294,1610612757,19,14,2021-12-09T03:30:38Z,1090000,191.0,194.0,1,left,C. Elleby 27' 3PT  (3 PTS) (L. Nance Jr. 1 AST),"[1629604, 1626204]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,27.25,Made,,,,,,,,,,,3.0,,,L. Nance Jr.,1626204.0,1.0,,,
112,PT04M39.00S,2021-12-09T03:30:46.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,64.33968462549278,49.754901960784316,1610612744,19,14,2021-12-09T03:31:54Z,1110000,-1.0,283.0,1,right,MISS J. Poole 28' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,28.27,Missed,,,,,,,,,,,,,,,,,,,
113,PT04M37.00S,2021-12-09T03:30:48.4Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,19,14,2021-12-09T03:31:43Z,1120000,,,0,,C. Elleby REBOUND (Off:0 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
114,PT04M33.00S,2021-12-09T03:30:55.6Z,1,REGULAR,turnover,out-of-bounds,[],1626181,,,1610612757,19,14,2021-12-09T03:30:58Z,1130000,,,0,,N. Powell lost ball out-of-bounds TURNOVER (2 TO),[1626181],1610612757.0,POR,lost ball,,,Powell,N. Powell,,,,,,,,,,,200832.0,,,,,2.0,,,,,,,,,
115,PT04M19.00S,2021-12-09T03:31:11.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,94.30026281208936,3.9215686274509802,1610612744,19,14,2021-12-09T03:31:14Z,1140000,-230.0,1.0,1,right,MISS J. Poole 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
116,PT04M17.00S,2021-12-09T03:31:13.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,19,14,2021-12-09T03:31:39Z,1150000,,,0,,J. Nurkic REBOUND (Off:1 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,115.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
117,PT04M07.00S,2021-12-09T03:31:23.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,9.806176084099869,48.77450980392157,1610612757,19,14,2021-12-09T03:31:25Z,1160000,6.0,40.0,1,left,MISS J. Nurkic cutting Layup,[203994],1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,4.02,Missed,,,,,,,,,,,,,,,,,,,
118,PT04M05.00S,2021-12-09T03:31:29.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,19,14,2021-12-09T03:31:29Z,1170000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,117.0,,,,,,,,,,,,,,,,,,
119,PT04M05.00S,2021-12-09T03:31:30.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,19,14,2021-12-09T03:31:30Z,1180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M57.00S,2021-12-09T03:31:54.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626181,24.26084099868594,47.794117647058826,1610612757,19,16,2021-12-09T03:31:57Z,1190000,11.0,176.0,1,left,N. Powell 17' pullup Jump Shot (6 PTS) (J. Nurkic 3 AST),"[1626181, 203994]",1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,17.59,Made,,,,,,,,,,,6.0,,,J. Nurkic,203994.0,3.0,,,
122,PT03M34.00S,2021-12-09T03:32:16.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,85.3646517739816,61.029411764705884,1610612744,19,16,2021-12-09T03:32:20Z,1210000,55.0,85.0,1,right,MISS D. Green 10' driving floating Shot,[203110],1610612744.0,GSW,driving floating,,,Green,D. Green,,,,,10.14,Missed,,,,,,,,,,,,,,,,,,,
123,PT03M32.00S,2021-12-09T03:32:18.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,19,16,2021-12-09T03:32:50Z,1220000,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,122.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
124,PT03M26.00S,2021-12-09T03:32:27.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,8.754927726675426,57.35294117647059,1610612757,19,18,2021-12-09T03:32:30Z,1230000,-37.0,30.0,1,left,N. Little driving Layup (5 PTS),[1629642],1610612757.0,POR,driving,,,Little,N. Little,,,,,4.74,Made,,,,,,,,,,,5.0,,,,,,,,
125,PT03M26.00S,2021-12-09T03:32:32.1Z,1,REGULAR,foul,personal,['1freethrow'],203952,,,1610612757,19,18,2021-12-09T03:32:39Z,1240000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Little 1 FT),"[203952, 1629642]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,200832.0,1.0,0.0,Little,1629642.0,,,,,,,,,,
127,PT03M26.00S,2021-12-09T03:32:40.8Z,1,REGULAR,substitution,out,[],203952,,,1610612757,19,18,2021-12-09T03:32:50Z,1260000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M26.00S,2021-12-09T03:32:40.8Z,1,REGULAR,substitution,in,[],1629308,,,1610612757,19,18,2021-12-09T03:32:50Z,1270000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M26.00S,2021-12-09T03:33:09.0Z,1,REGULAR,freethrow,1 of 1,[],1629642,,,1610612757,19,18,2021-12-09T03:33:09Z,1280000,,,0,,MISS N. Little Free Throw 1 of 1,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Missed,,,,,,,,,,,,,,,,,,,
130,PT03M24.00S,2021-12-09T03:33:10.0Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,19,18,2021-12-09T03:33:10Z,1290000,,,0,,D. Green REBOUND (Off:1 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,129.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
131,PT03M10.00S,2021-12-09T03:33:24.4Z,1,REGULAR,3pt,Jump Shot,[],202357,73.01248357424441,81.37254901960785,1610612744,19,18,2021-12-09T03:33:27Z,1300000,157.0,201.0,1,right,MISS N. Bjelica 25' pullup 3PT,[202357],1610612744.0,GSW,pullup,,,Bjelica,N. Bjelica,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,,
132,PT03M08.00S,2021-12-09T03:33:26.4Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,19,18,2021-12-09T03:34:05Z,1310000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
133,PT02M56.00S,2021-12-09T03:33:38.4Z,1,REGULAR,3pt,Jump Shot,[],203994,31.750985545335087,65.19607843137256,1610612757,19,18,2021-12-09T03:33:41Z,1320000,-76.0,246.0,1,left,MISS J. Nurkic 25' pullup 3PT,[203994],1610612757.0,POR,pullup,,,Nurkic,J. Nurkic,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
134,PT02M55.00S,2021-12-09T03:33:43.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,19,18,2021-12-09T03:33:43Z,1330000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,,
135,PT02M55.00S,2021-12-09T03:33:44.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629673,,,1610612757,19,18,2021-12-09T03:33:57Z,1340000,,,0,,J. Poole loose ball personal FOUL (1 PF) (Little 2 FT),"[1629673, 1629642]",1610612744.0,GSW,loose ball,,,Poole,J. Poole,,,,,,,,,,,203593.0,1.0,0.0,Little,1629642.0,,,,,,,,,,
137,PT02M55.00S,2021-12-09T03:33:56.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,19,18,2021-12-09T03:33:56Z,1360000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M55.00S,2021-12-09T03:36:39.1Z,1,REGULAR,substitution,out,[],203994,,,1610612757,19,18,2021-12-09T03:37:12Z,1370000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M55.00S,2021-12-09T03:36:39.1Z,1,REGULAR,substitution,in,[],203503,,,1610612757,19,18,2021-12-09T03:37:12Z,1380000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M55.00S,2021-12-09T03:37:21.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629642,,,1610612757,19,18,2021-12-09T03:37:21Z,1390000,,,0,,MISS N. Little Free Throw 1 of 2,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Missed,,,,,,,,,,,,,,,,,,,
141,PT02M55.00S,2021-12-09T03:37:21.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,19,18,2021-12-09T03:37:21Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,,
142,PT02M55.00S,2021-12-09T03:37:37.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629642,,,1610612757,19,18,2021-12-09T03:37:37Z,1410000,,,0,,MISS N. Little Free Throw 2 of 2,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Missed,,,,,,,,,,,,,,,,,,,
143,PT02M53.00S,2021-12-09T03:37:38.5Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,19,18,2021-12-09T03:37:38Z,1420000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
144,PT02M39.00S,2021-12-09T03:37:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629308,91.40932982917214,45.588235294117645,1610612744,19,18,2021-12-09T03:37:57Z,1430000,-22.0,28.0,1,right,MISS J. Toscano-Anderson reverse Layup,[1629308],1610612744.0,GSW,reverse,,,Toscano-Anderson,J. Toscano-Anderson,,,,,3.59,Missed,,,,,,,,,,,,,,,,,,,
145,PT02M37.00S,2021-12-09T03:37:54.8Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,19,18,2021-12-09T03:39:38Z,1440000,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,144.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
146,PT02M18.00S,2021-12-09T03:38:13.1Z,1,REGULAR,3pt,Jump Shot,[],1626181,33.590670170827856,51.9607843137255,1610612757,19,18,2021-12-09T03:38:16Z,1450000,-10.0,263.0,1,left,MISS N. Powell 26' step back 3PT,[1626181],1610612757.0,POR,step back,,,Powell,N. Powell,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
147,PT02M16.00S,2021-12-09T03:38:15.1Z,1,REGULAR,rebound,offensive,[],1629604,,,1610612757,19,18,2021-12-09T03:39:33Z,1460000,,,0,,C. Elleby REBOUND (Off:1 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,146.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
148,PT02M09.00S,2021-12-09T03:38:22.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,28.597240473061763,79.65686274509804,1610612757,19,18,2021-12-09T03:38:25Z,1470000,-148.0,216.0,1,left,MISS N. Powell 26' 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,,
149,PT02M07.00S,2021-12-09T03:38:24.8Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,19,18,2021-12-09T03:38:29Z,1480000,,,0,,N. Bjelica REBOUND (Off:0 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
150,PT01M57.00S,2021-12-09T03:38:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629308,91.93495400788436,54.65686274509803,1610612744,21,18,2021-12-09T03:38:36Z,1490000,23.0,23.0,1,right,J. Toscano-Anderson cutting Layup (2 PTS) (D. Green 3 AST),"[1629308, 203110]",1610612744.0,GSW,cutting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,3.3,Made,,,,,,,,,,,2.0,,,D. Green,203110.0,3.0,,,
152,PT01M43.00S,2021-12-09T03:38:48.0Z,1,REGULAR,3pt,Jump Shot,[],203503,30.831143232588698,21.568627450980394,1610612757,21,18,2021-12-09T03:38:50Z,1510000,142.0,237.0,1,left,MISS T. Snell 27' 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,27.66,Missed,,,,,,,,,,,,,,,,,,,
153,PT01M41.00S,2021-12-09T03:38:51.2Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,21,18,2021-12-09T03:38:51Z,1520000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
154,PT01M31.00S,2021-12-09T03:39:01.1Z,1,REGULAR,3pt,Jump Shot,[],202357,70.25295663600527,14.705882352941178,1610612744,21,18,2021-12-09T03:39:04Z,1530000,-176.0,227.0,1,right,MISS N. Bjelica 28' 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,28.76,Missed,,,,,,,,,,,,,,,,,,,
155,PT01M29.00S,2021-12-09T03:39:03.1Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,21,18,2021-12-09T03:39:27Z,1540000,,,0,,N. Little REBOUND (Off:0 Def:3),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,154.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
156,PT01M20.00S,2021-12-09T03:39:13.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629673,,,1610612757,21,18,2021-12-09T03:39:21Z,1550000,,,0,,J. Poole shooting personal FOUL (2 PF) (Little 2 FT),"[1629673, 1629642]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,203593.0,2.0,0.0,Little,1629642.0,,,,,,,,,,
158,PT01M20.00S,2021-12-09T03:39:40.6Z,1,REGULAR,freethrow,1 of 2,[],1629642,,,1610612757,21,19,2021-12-09T03:39:40Z,1570000,,,0,,N. Little Free Throw 1 of 2 (6 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
159,PT01M20.00S,2021-12-09T03:39:41.2Z,1,REGULAR,substitution,out,[],1629673,,,1610612757,21,19,2021-12-09T03:39:50Z,1580000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M20.00S,2021-12-09T03:39:41.2Z,1,REGULAR,substitution,out,[],203110,,,1610612757,21,19,2021-12-09T03:39:50Z,1590000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M20.00S,2021-12-09T03:39:41.2Z,1,REGULAR,substitution,out,[],1629604,,,1610612757,21,19,2021-12-09T03:39:50Z,1600000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M20.00S,2021-12-09T03:39:41.2Z,1,REGULAR,substitution,in,[],203490,,,1610612757,21,19,2021-12-09T03:39:50Z,1610000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT01M20.00S,2021-12-09T03:39:41.2Z,1,REGULAR,substitution,in,[],201939,,,1610612757,21,19,2021-12-09T03:39:50Z,1620000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M20.00S,2021-12-09T03:39:41.2Z,1,REGULAR,substitution,in,[],1628372,,,1610612757,21,19,2021-12-09T03:39:50Z,1630000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT01M20.00S,2021-12-09T03:39:58.8Z,1,REGULAR,freethrow,2 of 2,[],1629642,,,1610612757,21,20,2021-12-09T03:39:58Z,1640000,,,0,,N. Little Free Throw 2 of 2 (7 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
166,PT01M01.00S,2021-12-09T03:40:19.8Z,1,REGULAR,3pt,Jump Shot,[],201939,77.08607095926413,9.313725490196079,1610612744,24,20,2021-12-09T03:40:23Z,1650000,-203.0,163.0,1,right,S. Curry 26' 3PT step back (6 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,26.06,Made,,,,,,,,,,,6.0,,,,,,,,
167,PT00M42.60S,2021-12-09T03:40:45.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,11.514454664914586,47.549019607843135,1610612757,24,20,2021-12-09T03:40:48Z,1660000,12.0,56.0,1,left,MISS N. Powell driving floating Shot,[1626181],1610612757.0,POR,driving floating,,,Powell,N. Powell,,,,,5.7,Missed,,,,,,,,,,,,,,,,,,,
168,PT00M39.10S,2021-12-09T03:40:49.0Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,24,20,2021-12-09T03:40:49Z,1670000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
169,PT00M31.00S,2021-12-09T03:40:57.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201939,87.59855453350855,41.17647058823529,1610612744,26,20,2021-12-09T03:41:00Z,1680000,-44.0,64.0,1,right,S. Curry 7' driving floating bank Jump Shot (8 PTS),[201939],1610612744.0,GSW,driving floating bank,,,Curry,S. Curry,,,,,7.78,Made,,,,,,,,,,,8.0,,,,,,,,
170,PT00M16.90S,2021-12-09T03:41:15.2Z,1,REGULAR,3pt,Jump Shot,[],1629642,23.866622864651774,89.2156862745098,1610612757,26,23,2021-12-09T03:41:18Z,1690000,-196.0,172.0,1,left,N. Little 26' 3PT step back (10 PTS),[1629642],1610612757.0,POR,step back,,,Little,N. Little,,,,,26.07,Made,,,,,,,,,,,10.0,,,,,,,,
171,PT00M01.30S,2021-12-09T03:41:33.8Z,1,REGULAR,3pt,Jump Shot,[],203490,95.0886990801577,4.166666666666666,1610612744,26,23,2021-12-09T03:42:23Z,1700000,-229.0,-6.0,1,right,MISS O. Porter Jr. 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,,
172,PT00M00.10S,2021-12-09T03:41:35.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,26,23,2021-12-09T03:42:23Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,,
173,PT00M00.00S,2021-12-09T03:41:44.4Z,1,REGULAR,period,end,[],0,,,1610612744,26,23,2021-12-09T03:41:44Z,1720000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-12-09T03:44:49.4Z,2,REGULAR,substitution,out,['startperiod'],1626181,,,1610612744,26,23,2021-12-09T03:45:09Z,1730000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-12-09T03:44:49.4Z,2,REGULAR,substitution,in,['startperiod'],203463,,,1610612744,26,23,2021-12-09T03:45:09Z,1740000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2021-12-09T03:45:20.4Z,2,REGULAR,period,start,[],0,,,1610612757,26,23,2021-12-09T03:45:20Z,1750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M48.00S,2021-12-09T03:45:31.4Z,2,REGULAR,turnover,lost ball,[],1629642,,,1610612757,26,23,2021-12-09T03:45:33Z,1760000,,,0,,N. Little lost ball TURNOVER (1 TO),"[1629642, 202357]",1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,1.0,,,,,,,Bjelica,202357.0,
178,PT11M48.00S,2021-12-09T03:45:31.4Z,2,REGULAR,steal,,[],202357,,,1610612744,26,23,2021-12-09T03:45:33Z,1770000,,,0,,N. Bjelica STEAL (1 STL),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
