actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
355,PT09M35.00S,2021-12-09T04:31:11.0Z,3,REGULAR,2pt,Jump Shot,[],1626172,3.630091984231275,19.852941176470587,1610612744,50,45,2021-12-09T04:31:13Z,3540000,151.0,-18.0,1,left,MISS K. Looney 15' Jump Shot,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,15.18,Missed,,,,,,,,,,,,,,,,,,,
356,PT09M32.00S,2021-12-09T04:31:13.9Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,50,45,2021-12-09T04:31:13Z,3550000,,,0,,J. Nurkic REBOUND (Off:2 Def:8),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,355.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
357,PT09M28.00S,2021-12-09T04:31:17.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628372,91.80354796320631,55.392156862745104,1610612757,50,47,2021-12-09T04:32:00Z,3560000,27.0,25.0,1,right,D. Smith Jr. running Layup (8 PTS) (J. Nurkic 5 AST),"[1628372, 203994]",1610612757.0,POR,running,,,Smith Jr.,D. Smith Jr.,,,,,3.65,Made,,,,,,,,,,,8.0,,,J. Nurkic,203994.0,5.0,,,
359,PT09M17.00S,2021-12-09T04:31:29.4Z,3,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,50,47,2021-12-09T04:31:31Z,3580000,,,0,,S. Curry bad pass out-of-bounds TURNOVER (2 TO),[201939],1610612744.0,GSW,bad pass,,,Curry,S. Curry,,,,,,,,,,,203593.0,,,,,2.0,,,,,,,,,
360,PT08M56.00S,2021-12-09T04:32:01.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629642,82.60512483574244,40.19607843137255,1610612757,50,47,2021-12-09T04:32:05Z,3590000,-49.0,111.0,1,right,MISS N. Little 12' driving floating Shot,[1629642],1610612757.0,POR,driving floating,,,Little,N. Little,,,,,12.13,Missed,,,,,,,,,,,,,,,,,,,
361,PT08M54.00S,2021-12-09T04:32:03.8Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,50,47,2021-12-09T04:32:31Z,3600000,,,0,,D. Green REBOUND (Off:1 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,360.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
362,PT08M50.00S,2021-12-09T04:32:07.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,30.56833114323259,15.441176470588236,1610612744,50,47,2021-12-09T04:32:11Z,3610000,173.0,235.0,1,left,MISS S. Curry 29' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,29.15,Missed,,,,,,,,,,,,,,,,,,,
363,PT08M47.00S,2021-12-09T04:32:10.7Z,3,REGULAR,rebound,offensive,[],203952,,,1610612744,50,47,2021-12-09T04:32:27Z,3620000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,362.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
364,PT08M43.00S,2021-12-09T04:32:14.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201939,32.14520367936925,25.245098039215684,1610612744,53,47,2021-12-09T04:32:18Z,3630000,124.0,250.0,1,left,S. Curry 27' 3PT step back (17 PTS) (K. Looney 2 AST),"[201939, 1626172]",1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,27.87,Made,,,,,,,,,,,17.0,,,K. Looney,1626172.0,2.0,,,
366,PT08M41.00S,2021-12-09T04:32:23.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,53,47,2021-12-09T04:32:23Z,3650000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT08M41.00S,2021-12-09T04:32:54.5Z,3,REGULAR,substitution,out,[],1629642,,,1610612757,53,47,2021-12-09T04:35:48Z,3660000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT08M41.00S,2021-12-09T04:32:54.5Z,3,REGULAR,substitution,in,[],203463,,,1610612757,53,47,2021-12-09T04:35:48Z,3670000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT08M29.00S,2021-12-09T04:35:58.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,92.19776609724047,58.08823529411765,1610612757,53,49,2021-12-09T04:36:01Z,3680000,40.0,21.0,1,right,D. Smith Jr. driving Layup (10 PTS) (J. Nurkic 6 AST),"[1628372, 203994]",1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,4.54,Made,,,,,,,,,,,10.0,,,J. Nurkic,203994.0,6.0,,,
371,PT08M13.00S,2021-12-09T04:36:13.3Z,3,REGULAR,turnover,bad pass,[],201939,,,1610612744,53,49,2021-12-09T04:36:15Z,3700000,,,0,,S. Curry bad pass TURNOVER (3 TO),"[201939, 1626181]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,3.0,,,,,,,Powell,1626181.0,
372,PT08M13.00S,2021-12-09T04:36:13.3Z,3,REGULAR,steal,,[],1626181,,,1610612757,53,49,2021-12-09T04:36:16Z,3710000,,,0,,N. Powell STEAL (1 STL),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT08M07.00S,2021-12-09T04:36:20.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626181,90.62089356110381,40.68627450980392,1610612757,53,49,2021-12-09T04:36:23Z,3720000,-47.0,36.0,1,right,MISS N. Powell running Layup,[1626181],1610612757.0,POR,running,,,Powell,N. Powell,,,,,5.87,Missed,,,,,,,,,,,,,,,,,,,
374,PT08M05.00S,2021-12-09T04:36:22.1Z,3,REGULAR,rebound,offensive,[],203496,,,1610612757,53,49,2021-12-09T04:40:22Z,3730000,,,0,,R. Covington REBOUND (Off:1 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,373.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
381,PT08M05.00S,2021-12-09T04:36:25.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203496,92.72339027595268,53.67647058823529,1610612757,53,49,2021-12-09T04:41:03Z,3735000,18.0,16.0,1,right,MISS R. Covington putback Layup - blocked,"[203496, 1629673]",1610612757.0,POR,putback,,,Covington,R. Covington,,,,,2.43,Missed,,,,,,,,,,,,Poole,1629673.0,,,,,,
382,PT08M05.00S,2021-12-09T04:36:25.4Z,3,REGULAR,block,,[],1629673,,,1610612757,53,49,2021-12-09T04:41:03Z,3737500,,,0,,J. Poole BLOCK (1 BLK),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT08M05.00S,2021-12-09T04:36:25.4Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,53,49,2021-12-09T04:41:03Z,3738750,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,381.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
375,PT07M56.00S,2021-12-09T04:36:30.8Z,3,REGULAR,turnover,bad pass,[],1629673,,,1610612744,53,49,2021-12-09T04:36:32Z,3740000,,,0,,J. Poole bad pass TURNOVER (1 TO),"[1629673, 1628372]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,1.0,,,,,,,Smith Jr.,1628372.0,
376,PT07M56.00S,2021-12-09T04:36:30.8Z,3,REGULAR,steal,,[],1628372,,,1610612757,53,49,2021-12-09T04:36:32Z,3750000,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT07M34.00S,2021-12-09T04:36:54.4Z,3,REGULAR,foul,personal,['2freethrow'],201939,,,1610612757,53,49,2021-12-09T04:37:02Z,3760000,,,0,,S. Curry shooting personal FOUL (3 PF) (McLemore 2 FT),"[201939, 203463]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,,,,1162.0,3.0,0.0,McLemore,203463.0,,,,,,,,,,
379,PT07M34.00S,2021-12-09T04:37:23.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203463,,,1610612757,53,50,2021-12-09T04:37:23Z,3780000,,,0,,B. McLemore Free Throw 1 of 2 (1 PTS),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,Made,,,,,,,,,,,1.0,,,,,,,,
380,PT07M34.00S,2021-12-09T04:37:28.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,53,50,2021-12-09T04:37:28Z,3790000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT07M34.00S,2021-12-09T04:41:03.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203463,,,1610612757,53,50,2021-12-09T04:41:03Z,3800000,,,0,,MISS B. McLemore Free Throw 2 of 2,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,Missed,,,,,,,,,,,,,,,,,,,
385,PT07M32.00S,2021-12-09T04:41:06.2Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,53,50,2021-12-09T04:41:06Z,3810000,,,0,,D. Green REBOUND (Off:1 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,384.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
386,PT07M20.00S,2021-12-09T04:41:17.5Z,3,REGULAR,3pt,Jump Shot,[],201939,24.26084099868594,5.637254901960785,1610612744,56,50,2021-12-09T04:41:20Z,3820000,222.0,176.0,1,left,S. Curry 28' 3PT  (20 PTS) (D. Green 6 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,28.29,Made,,,,,,,,,,,20.0,,,D. Green,203110.0,6.0,,,
388,PT06M58.00S,2021-12-09T04:41:39.1Z,3,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612757,56,50,2021-12-09T04:41:50Z,3840000,,,0,,K. Looney shooting personal FOUL (3 PF) (Powell 2 FT),"[1626172, 1626181]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,200832.0,3.0,0.0,Powell,1626181.0,,,,,,,,,,
390,PT06M58.00S,2021-12-09T04:42:14.1Z,3,REGULAR,freethrow,1 of 2,[],1626181,,,1610612757,56,51,2021-12-09T04:42:14Z,3860000,,,0,,N. Powell Free Throw 1 of 2 (11 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,,,,,,,,,,,11.0,,,,,,,,
391,PT06M58.00S,2021-12-09T04:42:29.7Z,3,REGULAR,freethrow,2 of 2,[],1626181,,,1610612757,56,52,2021-12-09T04:42:29Z,3870000,,,0,,N. Powell Free Throw 2 of 2 (12 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,,,,,,,,,,,12.0,,,,,,,,
392,PT06M43.00S,2021-12-09T04:42:45.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,7.966491458607096,51.225490196078425,1610612744,58,52,2021-12-09T04:42:48Z,3880000,-6.0,22.0,1,left,K. Looney cutting DUNK (11 PTS) (D. Green 7 AST),"[1626172, 203110]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,2.32,Made,,,,,,,,,,,11.0,,,D. Green,203110.0,7.0,,,
394,PT06M32.00S,2021-12-09T04:42:56.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203463,69.85873850197109,77.94117647058823,1610612757,58,52,2021-12-09T04:43:01Z,3900000,140.0,231.0,1,right,MISS B. McLemore 26' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,26.98,Missed,,,,,,,,,,,,,,,,,,,
395,PT06M31.00S,2021-12-09T04:43:01.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,58,52,2021-12-09T04:43:01Z,3910000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,394.0,,,,,,,,,,,,,,,,,,
396,PT06M31.00S,2021-12-09T04:43:03.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,58,52,2021-12-09T04:43:03Z,3920000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT06M17.00S,2021-12-09T04:43:22.9Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,58,52,2021-12-09T04:43:24Z,3930000,,,0,,D. Green bad pass TURNOVER (3 TO),"[203110, 203496]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,3.0,,,,,,,Covington,203496.0,
398,PT06M17.00S,2021-12-09T04:43:22.9Z,3,REGULAR,steal,,[],203496,,,1610612757,58,52,2021-12-09T04:44:05Z,3940000,,,0,,R. Covington STEAL (1 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M12.00S,2021-12-09T04:43:29.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203994,89.96386333771353,53.67647058823529,1610612757,58,52,2021-12-09T04:43:32Z,3950000,18.0,42.0,1,right,MISS J. Nurkic Layup,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,4.57,Missed,,,,,,,,,,,,,,,,,,,
400,PT06M10.00S,2021-12-09T04:43:31.1Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,58,52,2021-12-09T04:44:45Z,3960000,,,0,,D. Green REBOUND (Off:1 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,399.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
401,PT05M57.00S,2021-12-09T04:43:44.4Z,3,REGULAR,foul,personal,['2freethrow'],203994,,,1610612744,58,52,2021-12-09T04:43:59Z,3970000,,,0,,J. Nurkic shooting personal FOUL (3 PF) (Poole 2 FT),"[203994, 1629673]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,200832.0,3.0,0.0,Poole,1629673.0,,,,,,,,,,
403,PT05M57.00S,2021-12-09T04:44:12.0Z,3,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,59,52,2021-12-09T04:44:12Z,3990000,,,0,,J. Poole Free Throw 1 of 2 (7 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,,,,,,,7.0,,,,,,,,
404,PT05M57.00S,2021-12-09T04:44:13.1Z,3,REGULAR,substitution,out,[],1626172,,,1610612744,59,52,2021-12-09T04:44:19Z,4000000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M57.00S,2021-12-09T04:44:13.1Z,3,REGULAR,substitution,out,[],201939,,,1610612744,59,52,2021-12-09T04:44:19Z,4010000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M57.00S,2021-12-09T04:44:13.1Z,3,REGULAR,substitution,in,[],1627780,,,1610612744,59,52,2021-12-09T04:44:19Z,4020000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M57.00S,2021-12-09T04:44:13.1Z,3,REGULAR,substitution,in,[],203490,,,1610612744,59,52,2021-12-09T04:44:19Z,4030000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M57.00S,2021-12-09T04:44:34.8Z,3,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,60,52,2021-12-09T04:44:34Z,4040000,,,0,,J. Poole Free Throw 2 of 2 (8 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,,,,,,,8.0,,,,,,,,
409,PT05M39.00S,2021-12-09T04:44:55.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,87.86136662286465,52.20588235294118,1610612757,60,54,2021-12-09T04:44:58Z,4050000,11.0,62.0,1,right,N. Powell 6' driving finger roll Layup (14 PTS),[1626181],1610612757.0,POR,driving finger roll,,,Powell,N. Powell,,,,,6.26,Made,,,,,,,,,,,14.0,,,,,,,,
410,PT05M24.00S,2021-12-09T04:45:09.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,7.703679369250986,50.73529411764706,1610612744,62,54,2021-12-09T04:45:13Z,4060000,-4.0,20.0,1,left,J. Poole driving reverse Layup (10 PTS),[1629673],1610612744.0,GSW,driving reverse,,,Poole,J. Poole,,,,,2.02,Made,,,,,,,,,,,10.0,,,,,,,,
412,PT05M07.00S,2021-12-09T04:45:26.7Z,3,REGULAR,3pt,Jump Shot,[],1626181,73.53810775295663,16.42156862745098,1610612757,62,54,2021-12-09T04:45:30Z,4080000,-168.0,196.0,1,right,MISS N. Powell 25' 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,,
413,PT05M05.00S,2021-12-09T04:45:28.7Z,3,REGULAR,rebound,defensive,[],203490,,,1610612744,62,54,2021-12-09T04:45:36Z,4090000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,412.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
414,PT04M57.00S,2021-12-09T04:45:39.2Z,3,REGULAR,foul,personal,['2freethrow'],1628372,,,1610612744,62,54,2021-12-09T04:45:57Z,4100000,,,0,,D. Smith Jr. shooting personal FOUL (2 PF) (Poole 2 FT),"[1628372, 1629673]",1610612757.0,POR,shooting,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,1162.0,2.0,0.0,Poole,1629673.0,,,,,,,,,,
416,PT04M57.00S,2021-12-09T04:46:09.7Z,3,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,62,54,2021-12-09T04:46:09Z,4120000,,,0,,MISS J. Poole Free Throw 1 of 2,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Missed,,,,,,,,,,,,,,,,,,,
417,PT04M57.00S,2021-12-09T04:46:09.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,62,54,2021-12-09T04:46:09Z,4130000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,416.0,,,,,,,,,,,,,,,,,,
418,PT04M57.00S,2021-12-09T04:46:11.1Z,3,REGULAR,substitution,out,[],1628372,,,1610612744,62,54,2021-12-09T04:46:22Z,4140000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M57.00S,2021-12-09T04:46:11.1Z,3,REGULAR,substitution,out,[],203994,,,1610612744,62,54,2021-12-09T04:46:22Z,4150000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M57.00S,2021-12-09T04:46:11.1Z,3,REGULAR,substitution,in,[],1626204,,,1610612744,62,54,2021-12-09T04:46:22Z,4160000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M57.00S,2021-12-09T04:46:11.1Z,3,REGULAR,substitution,in,[],1629604,,,1610612744,62,54,2021-12-09T04:46:22Z,4170000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M57.00S,2021-12-09T04:46:36.8Z,3,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,63,54,2021-12-09T04:46:36Z,4180000,,,0,,J. Poole Free Throw 2 of 2 (11 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,,,,,,,11.0,,,,,,,,
423,PT04M44.00S,2021-12-09T04:46:53.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203496,94.95729303547962,56.86274509803921,1610612757,63,56,2021-12-09T04:46:56Z,4190000,34.0,-5.0,1,right,R. Covington cutting Layup (2 PTS) (B. McLemore 1 AST),"[203496, 203463]",1610612757.0,POR,cutting,,,Covington,R. Covington,,,,,3.47,Made,,,,,,,,,,,2.0,,,B. McLemore,203463.0,1.0,,,
425,PT04M34.00S,2021-12-09T04:47:03.4Z,3,REGULAR,3pt,Jump Shot,[],1629673,33.85348226018397,48.529411764705884,1610612744,66,56,2021-12-09T04:47:07Z,4210000,7.0,266.0,1,left,J. Poole 26' 3PT pullup (14 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,26.58,Made,,,,,,,,,,,14.0,,,,,,,,
426,PT04M19.00S,2021-12-09T04:47:18.5Z,3,REGULAR,3pt,Jump Shot,[],203463,75.90341655716163,12.009803921568627,1610612757,66,59,2021-12-09T04:47:21Z,4220000,-190.0,174.0,1,right,B. McLemore 25' 3PT  (4 PTS) (L. Nance Jr. 2 AST),"[203463, 1626204]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,25.76,Made,,,,,,,,,,,4.0,,,L. Nance Jr.,1626204.0,2.0,,,
428,PT04M05.00S,2021-12-09T04:47:32.0Z,3,REGULAR,3pt,Jump Shot,[],1629673,33.722076215505915,51.71568627450981,1610612744,66,59,2021-12-09T04:47:35Z,4240000,-9.0,264.0,1,left,MISS J. Poole 26' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,,
429,PT04M03.00S,2021-12-09T04:47:34.0Z,3,REGULAR,rebound,defensive,[],203463,,,1610612757,66,59,2021-12-09T04:48:22Z,4250000,,,0,,B. McLemore REBOUND (Off:0 Def:1),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,428.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
430,PT03M43.00S,2021-12-09T04:47:54.8Z,3,REGULAR,3pt,Jump Shot,[],1626204,73.27529566360053,83.33333333333334,1610612757,66,59,2021-12-09T04:47:58Z,4260000,167.0,199.0,1,right,MISS L. Nance Jr. 25' 3PT,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
431,PT03M41.00S,2021-12-09T04:47:56.8Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,66,59,2021-12-09T04:48:18Z,4270000,,,0,,D. Green REBOUND (Off:1 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,430.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
432,PT03M36.00S,2021-12-09T04:48:03.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203463,,,1610612744,66,59,2021-12-09T04:48:11Z,4280000,,,0,,B. McLemore personal FOUL (1 PF) (Porter Jr. 2 FT),"[203463, 203490]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,200832.0,1.0,0.0,Porter Jr.,203490.0,,,,,,,,,,
434,PT03M36.00S,2021-12-09T04:48:31.8Z,3,REGULAR,freethrow,1 of 2,[],203490,,,1610612744,67,59,2021-12-09T04:48:31Z,4300000,,,0,,O. Porter Jr. Free Throw 1 of 2 (4 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,Made,,,,,,,,,,,4.0,,,,,,,,
435,PT03M36.00S,2021-12-09T04:48:49.0Z,3,REGULAR,freethrow,2 of 2,[],203490,,,1610612744,68,59,2021-12-09T04:48:49Z,4310000,,,0,,O. Porter Jr. Free Throw 2 of 2 (5 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,Made,,,,,,,,,,,5.0,,,,,,,,
437,PT03M13.00S,2021-12-09T04:49:13.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,87.72996057818659,39.705882352941174,1610612757,68,59,2021-12-09T04:49:16Z,4330000,-51.0,63.0,1,right,MISS N. Powell 8' driving floating bank Shot,[1626181],1610612757.0,POR,driving floating bank,,,Powell,N. Powell,,,,,8.12,Missed,,,,,,,,,,,,,,,,,,,
438,PT03M11.00S,2021-12-09T04:49:15.1Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,68,59,2021-12-09T04:49:38Z,4340000,,,0,,D. Green REBOUND (Off:1 Def:8),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,437.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
439,PT03M05.00S,2021-12-09T04:49:25.0Z,3,REGULAR,turnover,traveling,[],203490,,,1610612744,68,59,2021-12-09T04:49:27Z,4350000,,,0,,O. Porter Jr. traveling TURNOVER (1 TO),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,1162.0,,,,,1.0,,,,,,,,,
440,PT03M05.00S,2021-12-09T04:49:30.2Z,3,REGULAR,substitution,out,[],203952,,,1610612757,68,59,2021-12-09T04:49:33Z,4360000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M05.00S,2021-12-09T04:49:30.2Z,3,REGULAR,substitution,in,[],1627814,,,1610612757,68,59,2021-12-09T04:49:33Z,4370000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT02M54.00S,2021-12-09T04:49:54.8Z,3,REGULAR,foul,personal,[],1627780,,,1610612757,68,59,2021-12-09T04:49:59Z,4380000,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 1626181]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,1162.0,1.0,0.0,Powell,1626181.0,,,,,,,,,,
444,PT02M50.00S,2021-12-09T04:50:26.5Z,3,REGULAR,foul,offensive,['inpenalty'],1626204,,,1610612757,68,59,2021-12-09T04:50:30Z,4400000,,,0,,L. Nance Jr. offensive FOUL (2 PF),"[1626204, 1627780]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,200832.0,2.0,0.0,Payton II,1627780.0,,,,,,,,,,
446,PT02M50.00S,2021-12-09T04:50:26.5Z,3,REGULAR,turnover,offensive foul,[],1626204,,,1610612757,68,59,2021-12-09T04:50:26Z,4420000,,,0,,L. Nance Jr. offensive foul TURNOVER (1 TO),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,200832.0,,,,,1.0,,,,,,,,,
