actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
88,PT05M37.00S,2022-03-15T02:23:41.7Z,1,REGULAR,substitution,in,[],1629655,,,1610612744,17,14,2022-03-15T02:24:08Z,880000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M25.00S,2022-03-15T02:24:47.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,17,14,2022-03-15T02:24:47Z,890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M16.00S,2022-03-15T02:25:13.5Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,17,14,2022-03-15T02:25:15Z,900000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 203526]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,1.0,Neto,203526.0,,,,,,,,,,
91,PT05M16.00S,2022-03-15T02:25:13.5Z,1,REGULAR,steal,,[],203526,,,1610612764,17,14,2022-03-15T02:25:15Z,910000,,,0,,R. Neto STEAL (2 STL),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M12.00S,2022-03-15T02:25:18.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203526,6.783837056504599,55.392156862745104,1610612764,17,16,2022-03-15T02:25:44Z,920000,-27.0,11.0,1,left,R. Neto running Layup (4 PTS),[203526],1610612764.0,WAS,running,,,Neto,R. Neto,,,,,2.93,Made,,,,,,,,,,4.0,,,,,,,,,
93,PT05M01.00S,2022-03-15T02:25:28.4Z,1,REGULAR,2pt,Jump Shot,[],201939,75.90341655716163,23.03921568627451,1610612744,17,16,2022-03-15T02:25:31Z,930000,-135.0,174.0,1,right,MISS S. Curry 22' step back Shot,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,22.01,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M59.00S,2022-03-15T02:25:30.4Z,1,REGULAR,rebound,defensive,[],203526,,,1610612764,17,16,2022-03-15T02:26:42Z,940000,,,0,,R. Neto REBOUND (Off:1 Def:2),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,93.0,3.0,2.0,1.0,,,,,,,,,,,,,
95,PT04M50.00S,2022-03-15T02:25:42.3Z,1,REGULAR,foul,personal,['2freethrow'],201939,,,1610612764,17,16,2022-03-15T02:26:05Z,950000,,,0,,S. Curry shooting personal FOUL (1 PF) (Avdija 2 FT),"[201939, 1630166]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Avdija,1630166.0,
97,PT04M50.00S,2022-03-15T02:26:05.6Z,1,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,17,17,2022-03-15T02:26:05Z,970000,,,0,,D. Avdija Free Throw 1 of 2 (3 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
98,PT04M50.00S,2022-03-15T02:26:07.6Z,1,REGULAR,substitution,out,[],1630557,,,1610612764,17,17,2022-03-15T02:26:14Z,980000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M50.00S,2022-03-15T02:26:07.6Z,1,REGULAR,substitution,in,[],1629060,,,1610612764,17,17,2022-03-15T02:26:14Z,990000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M50.00S,2022-03-15T02:26:22.0Z,1,REGULAR,substitution,out,[],1630228,,,1610612764,17,17,2022-03-15T02:26:37Z,1000000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M50.00S,2022-03-15T02:26:22.0Z,1,REGULAR,substitution,in,[],203110,,,1610612764,17,17,2022-03-15T02:26:37Z,1010000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M50.00S,2022-03-15T02:26:50.0Z,1,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,17,18,2022-03-15T02:26:50Z,1020000,,,0,,D. Avdija Free Throw 2 of 2 (4 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
103,PT04M39.00S,2022-03-15T02:27:03.1Z,1,REGULAR,3pt,Jump Shot,[],201939,74.85216819973719,85.7843137254902,1610612744,20,18,2022-03-15T02:27:06Z,1030000,179.0,184.0,1,right,S. Curry 25' 3PT  (5 PTS) (D. Green 1 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,25.66,Made,,,,,,,,,,5.0,D. Green,203110.0,1.0,,,,,,
105,PT04M21.00S,2022-03-15T02:27:19.5Z,1,REGULAR,2pt,Jump Shot,[],203526,5.075558475689881,67.40196078431373,1610612764,20,20,2022-03-15T02:27:23Z,1050000,-87.0,-5.0,1,left,R. Neto 8' fadeaway Jump Shot (6 PTS),[203526],1610612764.0,WAS,fadeaway,,,Neto,R. Neto,,,,,8.71,Made,,,,,,,,,,6.0,,,,,,,,,
106,PT04M07.00S,2022-03-15T02:27:35.9Z,1,REGULAR,foul,personal,[],1629655,,,1610612744,20,20,2022-03-15T02:27:40Z,1060000,,,0,,D. Gafford personal FOUL (1 PF),"[1629655, 1626172]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Looney,1626172.0,
108,PT04M07.00S,2022-03-15T02:27:42.1Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,20,20,2022-03-15T02:27:49Z,1080000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M07.00S,2022-03-15T02:27:42.1Z,1,REGULAR,substitution,out,[],203526,,,1610612744,20,20,2022-03-15T02:27:49Z,1090000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M07.00S,2022-03-15T02:27:42.1Z,1,REGULAR,substitution,in,[],202357,,,1610612744,20,20,2022-03-15T02:27:49Z,1100000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M07.00S,2022-03-15T02:27:42.1Z,1,REGULAR,substitution,in,[],202397,,,1610612744,20,20,2022-03-15T02:27:49Z,1110000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M59.00S,2022-03-15T02:28:13.0Z,1,REGULAR,3pt,Jump Shot,[],203490,86.81011826544021,93.87254901960785,1610612744,23,20,2022-03-15T02:28:16Z,1120000,219.0,71.0,1,right,O. Porter Jr. 3PT pullup (3 PTS) (S. Curry 3 AST),"[203490, 201939]",1610612744.0,GSW,pullup,,,Porter Jr.,O. Porter Jr.,,,,,23.08,Made,,,,,,,,,,3.0,S. Curry,201939.0,3.0,,,,,,
114,PT03M42.00S,2022-03-15T02:28:30.3Z,1,REGULAR,3pt,Jump Shot,[],1629060,9.543363994743759,3.431372549019608,1610612764,23,23,2022-03-15T02:28:33Z,1140000,233.0,37.0,1,left,R. Hachimura 3PT  (3 PTS) (I. Smith 1 AST),"[1629060, 202397]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,23.58,Made,,,,,,,,,,3.0,I. Smith,202397.0,1.0,,,,,,
116,PT03M26.00S,2022-03-15T02:28:46.0Z,1,REGULAR,3pt,Jump Shot,[],201939,80.6340341655716,94.6078431372549,1610612744,26,23,2022-03-15T02:28:48Z,1160000,223.0,130.0,1,right,S. Curry 25' 3PT  (8 PTS) (D. Green 2 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,25.79,Made,,,,,,,,,,8.0,D. Green,203110.0,2.0,,,,,,
118,PT03M10.00S,2022-03-15T02:29:04.3Z,1,REGULAR,foul,personal,[],203490,,,1610612764,26,23,2022-03-15T02:29:07Z,1180000,,,0,,O. Porter Jr. personal FOUL (1 PF),"[203490, 1630166]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Avdija,1630166.0,
120,PT03M00.00S,2022-03-15T02:29:32.0Z,1,REGULAR,2pt,Jump Shot,[],1629060,16.245072273324574,69.85294117647058,1610612764,26,23,2022-03-15T02:29:34Z,1200000,-99.0,100.0,1,left,MISS R. Hachimura 14' Jump Shot,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,14.11,Missed,,,,,,,,,,,,,,,,,,,
121,PT02M57.00S,2022-03-15T02:29:35.1Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,26,23,2022-03-15T02:29:35Z,1210000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,
122,PT02M42.00S,2022-03-15T02:29:50.2Z,1,REGULAR,3pt,Jump Shot,[],203110,67.36202365308804,72.30392156862744,1610612744,29,23,2022-03-15T02:29:52Z,1220000,112.0,254.0,1,right,D. Green 27' 3PT  (3 PTS) (N. Bjelica 1 AST),"[203110, 202357]",1610612744.0,GSW,,,,Green,D. Green,,,,,27.77,Made,,,,,,,,,,3.0,N. Bjelica,202357.0,1.0,,,,,,
124,PT02M24.00S,2022-03-15T02:30:07.7Z,1,REGULAR,3pt,Jump Shot,[],1630166,22.815374507227332,8.823529411764707,1610612764,29,26,2022-03-15T02:30:10Z,1240000,206.0,162.0,1,left,D. Avdija 26' 3PT  (7 PTS) (I. Smith 2 AST),"[1630166, 202397]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,26.2,Made,,,,,,,,,,7.0,I. Smith,202397.0,2.0,,,,,,
126,PT02M12.00S,2022-03-15T02:30:27.9Z,1,REGULAR,3pt,Jump Shot,[],201939,65.1281208935611,48.03921568627451,1610612744,29,26,2022-03-15T02:30:30Z,1260000,-10.0,275.0,1,right,MISS S. Curry 27' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,27.55,Missed,,,,,,,,,,,,,,,,,,,
127,PT02M09.00S,2022-03-15T02:30:31.6Z,1,REGULAR,rebound,defensive,[],202397,,,1610612764,29,26,2022-03-15T02:30:31Z,1270000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,
128,PT01M57.00S,2022-03-15T02:30:46.8Z,1,REGULAR,foul,personal,[],1630541,,,1610612764,29,26,2022-03-15T02:30:49Z,1280000,,,0,,M. Moody personal FOUL (1 PF),"[1630541, 1629060]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Hachimura,1629060.0,
130,PT01M57.00S,2022-03-15T02:30:51.4Z,1,REGULAR,substitution,out,[],1630541,,,1610612764,29,26,2022-03-15T02:31:07Z,1300000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M57.00S,2022-03-15T02:30:51.4Z,1,REGULAR,substitution,out,[],201939,,,1610612764,29,26,2022-03-15T02:31:07Z,1310000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M57.00S,2022-03-15T02:30:51.4Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,29,26,2022-03-15T02:31:07Z,1320000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M57.00S,2022-03-15T02:30:51.4Z,1,REGULAR,substitution,in,[],202691,,,1610612764,29,26,2022-03-15T02:31:07Z,1330000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M57.00S,2022-03-15T02:30:51.4Z,1,REGULAR,substitution,in,[],1629673,,,1610612764,29,26,2022-03-15T02:31:07Z,1340000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M57.00S,2022-03-15T02:30:51.4Z,1,REGULAR,substitution,in,[],203484,,,1610612764,29,26,2022-03-15T02:31:07Z,1350000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M49.00S,2022-03-15T02:31:29.2Z,1,REGULAR,turnover,out-of-bounds,[],1629655,,,1610612764,29,26,2022-03-15T02:31:33Z,1360000,,,0,,D. Gafford lost ball out-of-bounds TURNOVER (1 TO),[1629655],1610612764.0,WAS,lost ball,,,Gafford,D. Gafford,,,,,,,,,,,,,1.0,,,,,,,1201.0,,,,,
137,PT01M39.00S,2022-03-15T02:31:39.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202691,80.76544021024968,47.30392156862745,1610612744,31,26,2022-03-15T02:31:43Z,1370000,-13.0,128.0,1,right,K. Thompson 12' pullup Jump Shot (10 PTS) (J. Poole 1 AST),"[202691, 1629673]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,12.9,Made,,,,,,,,,,10.0,J. Poole,1629673.0,1.0,,,,,,
139,PT01M15.00S,2022-03-15T02:32:03.6Z,1,REGULAR,2pt,Jump Shot,[],202397,24.392247043363994,59.31372549019608,1610612764,31,26,2022-03-15T02:32:06Z,1390000,-47.0,177.0,1,left,MISS I. Smith 18' pullup Shot,[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,18.28,Missed,,,,,,,,,,,,,,,,,,,
140,PT01M13.00S,2022-03-15T02:32:05.6Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,31,26,2022-03-15T02:32:26Z,1400000,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,139.0,1.0,0.0,1.0,,,,,,,,,,,,,
141,PT01M11.00S,2022-03-15T02:32:11.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202357,,,1610612764,31,26,2022-03-15T02:32:20Z,1410000,,,0,,N. Bjelica shooting personal FOUL (1 PF) (Gafford 2 FT),"[202357, 1629655]",1610612744.0,GSW,shooting,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Gafford,1629655.0,
143,PT01M11.00S,2022-03-15T02:32:39.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629655,,,1610612764,31,26,2022-03-15T02:32:39Z,1430000,,,0,,MISS D. Gafford Free Throw 1 of 2,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Missed,,,,,,,,,,,,,,,,,,,
144,PT01M11.00S,2022-03-15T02:32:39.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,31,26,2022-03-15T02:32:39Z,1440000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,
145,PT01M11.00S,2022-03-15T02:32:59.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629655,,,1610612764,31,27,2022-03-15T02:32:59Z,1450000,,,0,,D. Gafford Free Throw 2 of 2 (1 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
146,PT00M56.00S,2022-03-15T02:33:18.0Z,1,REGULAR,3pt,Jump Shot,[],203490,95.3515111695138,4.411764705882353,1610612744,31,27,2022-03-15T02:33:20Z,1460000,-228.0,-9.0,1,right,MISS O. Porter Jr. 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,,
147,PT00M54.60S,2022-03-15T02:33:19.4Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612764,31,27,2022-03-15T02:33:54Z,1470000,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,146.0,2.0,1.0,1.0,,,,,,,,,,,,,
148,PT00M40.20S,2022-03-15T02:33:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,11.514454664914586,49.26470588235294,1610612764,31,27,2022-03-15T02:33:36Z,1480000,4.0,56.0,1,left,MISS D. Avdija driving floating Shot,[1630166],1610612764.0,WAS,driving floating,,,Avdija,D. Avdija,,,,,5.58,Missed,,,,,,,,,,,,,,,,,,,
149,PT00M38.50S,2022-03-15T02:33:35.5Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,31,27,2022-03-15T02:34:13Z,1490000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,
150,PT00M31.50S,2022-03-15T02:33:43.5Z,1,REGULAR,turnover,out-of-bounds,[],203110,,,1610612744,31,27,2022-03-15T02:33:45Z,1500000,,,0,,D. Green bad pass out-of-bounds TURNOVER (1 TO),[203110],1610612744.0,GSW,bad pass,,,Green,D. Green,,,,,,,,,,,,,1.0,,,,,,,1199.0,,,,,
151,PT00M16.50S,2022-03-15T02:34:06.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,31,27,2022-03-15T02:34:06Z,1510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M08.80S,2022-03-15T02:34:28.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202397,15.850854139290407,51.71568627450981,1610612764,31,27,2022-03-15T02:34:30Z,1520000,-9.0,96.0,1,left,MISS I. Smith 9' driving floating Shot - blocked,"[202397, 1629673]",1610612764.0,WAS,driving floating,,,Smith,I. Smith,,,,,9.69,Missed,Poole,1629673.0,,,,,,,,,,,,,,,,,
153,PT00M08.80S,2022-03-15T02:34:28.1Z,1,REGULAR,block,,[],1629673,,,1610612764,31,27,2022-03-15T02:34:32Z,1530000,,,0,,J. Poole BLOCK (1 BLK),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M06.50S,2022-03-15T02:34:30.4Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,31,27,2022-03-15T02:35:21Z,1540000,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,152.0,3.0,3.0,0.0,,,,,,,,,,,,,
155,PT00M03.90S,2022-03-15T02:34:33.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202357,91.5407358738502,53.92156862745098,1610612744,33,27,2022-03-15T02:34:37Z,1550000,20.0,27.0,1,right,N. Bjelica running DUNK (2 PTS) (D. Green 3 AST),"[202357, 203110]",1610612744.0,GSW,running,,,Bjelica,N. Bjelica,,,,,3.34,Made,,,,,,,,,,2.0,D. Green,203110.0,3.0,,,,,,
157,PT00M02.00S,2022-03-15T02:34:40.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202397,28.07161629434954,16.666666666666664,1610612764,33,30,2022-03-15T02:35:15Z,1570000,167.0,211.0,1,left,I. Smith 26' 3PT running pullup (3 PTS) (D. Avdija 1 AST),"[202397, 1630166]",1610612764.0,WAS,running pullup,,,Smith,I. Smith,,,,,26.92,Made,,,,,,,,,,3.0,D. Avdija,1630166.0,1.0,,,,,,
158,PT00M00.00S,2022-03-15T02:34:52.6Z,1,REGULAR,period,end,[],0,,,1610612744,33,30,2022-03-15T02:34:52Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-03-15T02:37:14.8Z,2,REGULAR,substitution,out,['startperiod'],1630166,,,1610612744,33,30,2022-03-15T02:37:33Z,1590000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-03-15T02:37:14.8Z,2,REGULAR,substitution,out,['startperiod'],1629655,,,1610612744,33,30,2022-03-15T02:37:33Z,1600000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-03-15T02:37:14.8Z,2,REGULAR,substitution,in,['startperiod'],204001,,,1610612744,33,30,2022-03-15T02:37:33Z,1610000,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-03-15T02:37:14.8Z,2,REGULAR,substitution,in,['startperiod'],203107,,,1610612744,33,30,2022-03-15T02:37:33Z,1620000,,,0,,SUB in: T. Satoransky,[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-03-15T02:37:39.1Z,2,REGULAR,period,start,[],0,,,1610612744,33,30,2022-03-15T02:37:39Z,1630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M46.00S,2022-03-15T02:37:52.6Z,2,REGULAR,2pt,Jump Shot,[],1629673,81.68528252299606,73.2843137254902,1610612744,33,30,2022-03-15T02:37:55Z,1640000,116.0,120.0,1,right,MISS J. Poole 16' step back Shot,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,16.7,Missed,,,,,,,,,,,,,,,,,,,
166,PT11M44.00S,2022-03-15T02:37:54.6Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612764,33,30,2022-03-15T02:38:29Z,1650000,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,,,,
167,PT11M29.00S,2022-03-15T02:38:09.1Z,2,REGULAR,2pt,Jump Shot,[],204001,10.5946123521682,73.0392156862745,1610612764,33,32,2022-03-15T02:38:13Z,1660000,-115.0,47.0,1,left,K. Porzingis 12' pullup bank Jump Shot (4 PTS) (I. Smith 3 AST),"[204001, 202397]",1610612764.0,WAS,pullup bank,,,Porzingis,K. Porzingis,,,,,12.45,Made,,,,,,,,,,4.0,I. Smith,202397.0,3.0,,,,,,
169,PT11M20.00S,2022-03-15T02:38:18.1Z,2,REGULAR,3pt,Jump Shot,[],202691,63.81406044678055,36.27450980392157,1610612744,33,32,2022-03-15T02:38:21Z,1680000,-69.0,288.0,1,right,MISS K. Thompson 29' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,29.57,Missed,,,,,,,,,,,,,,,,,,,
170,PT11M18.00S,2022-03-15T02:38:22.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,33,32,2022-03-15T02:38:22Z,1690000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,
171,PT11M18.00S,2022-03-15T02:38:24.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,33,32,2022-03-15T02:38:24Z,1700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M02.00S,2022-03-15T02:38:44.4Z,2,REGULAR,2pt,Jump Shot,[],203484,12.565703022339028,16.911764705882355,1610612764,33,32,2022-03-15T02:39:16Z,1710000,165.0,66.0,1,left,MISS K. Caldwell-Pope 17' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,17.79,Missed,,,,,,,,,,,,,,,,,,,
173,PT11M00.00S,2022-03-15T02:38:46.4Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,33,32,2022-03-15T02:39:08Z,1720000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,
174,PT10M45.00S,2022-03-15T02:39:00.9Z,2,REGULAR,2pt,Jump Shot,[],203490,86.46517739816032,84.58180147058823,1610612744,35,32,2022-03-15T02:39:14Z,1730000,173.0,75.0,1,right,O. Porter Jr. 18' Jump Shot (5 PTS) (N. Bjelica 2 AST),"[203490, 202357]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,18.83,Made,,,,,,,,,,5.0,N. Bjelica,202357.0,2.0,,,,,,
176,PT10M22.00S,2022-03-15T02:39:24.8Z,2,REGULAR,3pt,Jump Shot,[],203484,29.38567674113009,73.0392156862745,1610612764,35,32,2022-03-15T02:39:27Z,1750000,-115.0,224.0,1,left,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,25.16,Missed,,,,,,,,,,,,,,,,,,,
177,PT10M19.00S,2022-03-15T02:39:27.8Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,35,32,2022-03-15T02:41:01Z,1760000,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,176.0,1.0,1.0,0.0,,,,,,,,,,,,,
178,PT10M13.00S,2022-03-15T02:39:36.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629673,89.04402102496715,57.84313725490197,1610612744,37,32,2022-03-15T02:39:56Z,1770000,39.0,50.0,1,right,J. Poole 6' running finger roll Layup (5 PTS),[1629673],1610612744.0,GSW,running finger roll,,,Poole,J. Poole,,,,,6.39,Made,,,,,,,,,,5.0,,,,,,,,,
179,PT10M13.00S,2022-03-15T02:39:44.4Z,2,REGULAR,foul,personal,['1freethrow'],203484,,,1610612744,37,32,2022-03-15T02:39:52Z,1780000,,,0,,K. Caldwell-Pope shooting personal FOUL (1 PF) (Poole 1 FT),"[203484, 1629673]",1610612764.0,WAS,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Poole,1629673.0,
