actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
364,PT08M05.00S,2022-03-15T03:26:02.1Z,3,REGULAR,turnover,out-of-bounds,[],1630557,,,1610612764,80,65,2022-03-15T03:26:06Z,3620000,,,0,,C. Kispert step out-of-bounds TURNOVER (2 TO),[1630557],1610612764.0,WAS,step,,,Kispert,C. Kispert,,,,,,,,,,,,,2.0,,,,,,,1201.0,,,,,
366,PT07M55.00S,2022-03-15T03:26:36.6Z,3,REGULAR,foul,offensive,[],1630228,,,1610612744,80,65,2022-03-15T03:26:46Z,3640000,,,0,,J. Kuminga offensive FOUL (2 PF),"[1630228, 204001]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,1199.0,2.0,0.0,Porzingis,204001.0,
368,PT07M55.00S,2022-03-15T03:26:36.6Z,3,REGULAR,turnover,offensive foul,[],1630228,,,1610612744,80,65,2022-03-15T03:26:36Z,3660000,,,0,,J. Kuminga offensive foul TURNOVER (1 TO),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,1.0,,,,,,,1199.0,,,,,
369,PT07M42.00S,2022-03-15T03:27:15.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203484,92.19776609724047,15.686274509803921,1610612764,80,67,2022-03-15T03:27:17Z,3670000,-172.0,21.0,1,right,K. Caldwell-Pope 17' pullup Jump Shot (15 PTS) (R. Neto 6 AST),"[203484, 203526]",1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,17.29,Made,,,,,,,,,,15.0,R. Neto,203526.0,6.0,,,,,,
370,PT07M24.00S,2022-03-15T03:27:32.4Z,3,REGULAR,3pt,Jump Shot,[],201939,28.86005256241787,9.068627450980392,1610612744,80,67,2022-03-15T03:27:35Z,3680000,205.0,219.0,1,left,MISS S. Curry 29' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,29.96,Missed,,,,,,,,,,,,,,,,,,,
371,PT07M22.00S,2022-03-15T03:27:34.4Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,80,67,2022-03-15T03:28:07Z,3690000,,,0,,C. Kispert REBOUND (Off:0 Def:3),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,370.0,3.0,3.0,0.0,,,,,,,,,,,,,
372,PT07M16.00S,2022-03-15T03:27:44.3Z,3,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612764,80,67,2022-03-15T03:27:50Z,3700000,,,0,,K. Looney shooting personal FOUL (2 PF) (Porzingis 2 FT),"[1626172, 204001]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,1201.0,2.0,0.0,Porzingis,204001.0,
374,PT07M16.00S,2022-03-15T03:28:11.8Z,3,REGULAR,freethrow,1 of 2,[],204001,,,1610612764,80,68,2022-03-15T03:28:11Z,3720000,,,0,,K. Porzingis Free Throw 1 of 2 (11 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
375,PT07M16.00S,2022-03-15T03:28:27.5Z,3,REGULAR,freethrow,2 of 2,[],204001,,,1610612764,80,69,2022-03-15T03:28:27Z,3730000,,,0,,K. Porzingis Free Throw 2 of 2 (12 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
376,PT07M05.00S,2022-03-15T03:28:41.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,7.835085413929041,53.92156862745098,1610612744,82,69,2022-03-15T03:28:44Z,3740000,-20.0,21.0,1,left,K. Looney cutting DUNK (4 PTS) (J. Poole 2 AST),"[1626172, 1629673]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,2.88,Made,,,,,,,,,,4.0,J. Poole,1629673.0,2.0,,,,,,
378,PT06M47.00S,2022-03-15T03:28:59.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],204001,82.7365308804205,50.73529411764706,1610612764,82,69,2022-03-15T03:29:01Z,3760000,4.0,110.0,1,right,MISS K. Porzingis 10' turnaround Hook,[204001],1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,10.99,Missed,,,,,,,,,,,,,,,,,,,
379,PT06M44.00S,2022-03-15T03:29:02.2Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,82,69,2022-03-15T03:29:02Z,3770000,,,0,,K. Looney REBOUND (Off:3 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,378.0,6.0,3.0,3.0,,,,,,,,,,,,,
380,PT06M38.00S,2022-03-15T03:29:08.4Z,3,REGULAR,3pt,Jump Shot,[],202691,12.959921156373195,3.9215686274509802,1610612744,82,69,2022-03-15T03:29:10Z,3780000,230.0,69.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,24.06,Missed,,,,,,,,,,,,,,,,,,,
381,PT06M35.00S,2022-03-15T03:29:11.8Z,3,REGULAR,rebound,defensive,[],204001,,,1610612764,82,69,2022-03-15T03:29:11Z,3790000,,,0,,K. Porzingis REBOUND (Off:1 Def:5),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,380.0,6.0,5.0,1.0,,,,,,,,,,,,,
382,PT06M27.00S,2022-03-15T03:29:22.0Z,3,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612764,82,69,2022-03-15T03:29:48Z,3800000,,,0,,J. Kuminga shooting personal FOUL (3 PF) (Kuzma 2 FT),"[1630228, 1628398]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,2003.0,3.0,0.0,Kuzma,1628398.0,
384,PT06M27.00S,2022-03-15T03:29:32.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,82,69,2022-03-15T03:29:32Z,3820000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M27.00S,2022-03-15T03:29:59.7Z,3,REGULAR,substitution,out,[],1629673,,,1610612764,82,69,2022-03-15T03:32:22Z,3830000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M27.00S,2022-03-15T03:29:59.7Z,3,REGULAR,substitution,out,[],202691,,,1610612764,82,69,2022-03-15T03:32:22Z,3840000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M27.00S,2022-03-15T03:29:59.7Z,3,REGULAR,substitution,out,[],203484,,,1610612764,82,69,2022-03-15T03:32:22Z,3850000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M27.00S,2022-03-15T03:29:59.7Z,3,REGULAR,substitution,in,[],203490,,,1610612764,82,69,2022-03-15T03:32:22Z,3860000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M27.00S,2022-03-15T03:29:59.7Z,3,REGULAR,substitution,in,[],1630541,,,1610612764,82,69,2022-03-15T03:32:22Z,3870000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M27.00S,2022-03-15T03:29:59.7Z,3,REGULAR,substitution,in,[],1630166,,,1610612764,82,69,2022-03-15T03:32:22Z,3880000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M27.00S,2022-03-15T03:32:47.0Z,3,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,82,70,2022-03-15T03:32:47Z,3890000,,,0,,K. Kuzma Free Throw 1 of 2 (10 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
393,PT06M27.00S,2022-03-15T03:33:01.2Z,3,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,82,71,2022-03-15T03:33:01Z,3900000,,,0,,K. Kuzma Free Throw 2 of 2 (11 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
394,PT06M07.00S,2022-03-15T03:33:22.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630228,12.040078843626807,44.11764705882353,1610612744,84,71,2022-03-15T03:33:26Z,3910000,29.0,61.0,1,left,J. Kuminga 6' turnaround Jump Shot (9 PTS),[1630228],1610612744.0,GSW,turnaround,,,Kuminga,J. Kuminga,,,,,6.74,Made,,,,,,,,,,9.0,,,,,,,,,
395,PT05M50.00S,2022-03-15T03:33:40.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,92.72339027595268,46.32352941176471,1610612764,84,73,2022-03-15T03:33:43Z,3920000,-18.0,16.0,1,right,K. Porzingis cutting DUNK (14 PTS) (D. Avdija 2 AST),"[204001, 1630166]",1610612764.0,WAS,cutting,,,Porzingis,K. Porzingis,,,,,2.43,Made,,,,,,,,,,14.0,D. Avdija,1630166.0,2.0,,,,,,
397,PT05M28.00S,2022-03-15T03:34:01.3Z,3,REGULAR,2pt,Jump Shot,[],1626172,11.383048620236531,15.441176470588236,1610612744,84,73,2022-03-15T03:34:04Z,3940000,173.0,55.0,1,left,MISS K. Looney 18' Jump Shot,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,18.12,Missed,,,,,,,,,,,,,,,,,,,
398,PT05M26.00S,2022-03-15T03:34:03.3Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,84,73,2022-03-15T03:34:11Z,3950000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,397.0,1.0,1.0,0.0,,,,,,,,,,,,,
399,PT05M04.00S,2022-03-15T03:34:26.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,87.07293035479631,40.44117647058824,1610612764,84,75,2022-03-15T03:34:30Z,3960000,-48.0,69.0,1,right,K. Porzingis 8' turnaround bank Jump Shot (16 PTS) (R. Neto 7 AST),"[204001, 203526]",1610612764.0,WAS,turnaround bank,,,Porzingis,K. Porzingis,,,,,8.39,Made,,,,,,,,,,16.0,R. Neto,203526.0,7.0,,,,,,
401,PT04M57.00S,2022-03-15T03:34:40.8Z,3,REGULAR,foul,personal,[],1630166,,,1610612744,84,75,2022-03-15T03:34:43Z,3980000,,,0,,D. Avdija personal FOUL (2 PF),"[1630166, 1630541]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Moody,1630541.0,
403,PT04M57.00S,2022-03-15T03:34:45.5Z,3,REGULAR,substitution,out,[],1630228,,,1610612744,84,75,2022-03-15T03:34:49Z,4000000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M57.00S,2022-03-15T03:34:45.5Z,3,REGULAR,substitution,in,[],203110,,,1610612744,84,75,2022-03-15T03:34:49Z,4010000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT04M57.00S,2022-03-15T03:34:45.5Z,3,REGULAR,substitution,out,[],204001,,,1610612744,84,75,2022-03-15T03:40:15Z,4015000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M57.00S,2022-03-15T03:34:45.5Z,3,REGULAR,substitution,in,[],1629655,,,1610612744,84,75,2022-03-15T03:40:15Z,4017500,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M52.00S,2022-03-15T03:35:11.0Z,3,REGULAR,2pt,Jump Shot,[],201939,24.26084099868594,36.51960784313725,1610612744,84,75,2022-03-15T03:35:13Z,4020000,67.0,176.0,1,left,MISS S. Curry 18' Jump Shot,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,18.81,Missed,,,,,,,,,,,,,,,,,,,
406,PT04M49.00S,2022-03-15T03:35:14.1Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,84,75,2022-03-15T03:35:14Z,4030000,,,0,,K. Kuzma REBOUND (Off:1 Def:7),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,405.0,8.0,7.0,1.0,,,,,,,,,,,,,
407,PT04M43.00S,2022-03-15T03:35:20.0Z,3,REGULAR,2pt,Jump Shot,[],1630557,87.99277266754271,20.098039215686274,1610612764,84,75,2022-03-15T03:35:24Z,4040000,-150.0,60.0,1,right,MISS C. Kispert 16' Jump Shot,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,16.12,Missed,,,,,,,,,,,,,,,,,,,
408,PT04M41.00S,2022-03-15T03:35:22.0Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,84,75,2022-03-15T03:35:39Z,4050000,,,0,,K. Looney REBOUND (Off:3 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,407.0,7.0,4.0,3.0,,,,,,,,,,,,,
409,PT04M33.00S,2022-03-15T03:35:30.4Z,3,REGULAR,2pt,Jump Shot,[],201939,25.312089356110377,57.84313725490197,1610612744,86,75,2022-03-15T03:35:34Z,4060000,-39.0,185.0,1,left,S. Curry 18' Jump Shot (22 PTS) (K. Looney 3 AST),"[201939, 1626172]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,18.95,Made,,,,,,,,,,22.0,K. Looney,1626172.0,3.0,,,,,,
411,PT04M17.00S,2022-03-15T03:35:48.7Z,3,REGULAR,foul,personal,[],203110,,,1610612764,86,75,2022-03-15T03:35:52Z,4080000,,,0,,D. Green personal FOUL (1 PF),"[203110, 1628398]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Kuzma,1628398.0,
413,PT04M17.00S,2022-03-15T03:35:53.7Z,3,REGULAR,substitution,out,[],1626172,,,1610612764,86,75,2022-03-15T03:36:02Z,4100000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M17.00S,2022-03-15T03:35:53.7Z,3,REGULAR,substitution,out,[],203526,,,1610612764,86,75,2022-03-15T03:36:02Z,4110000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M17.00S,2022-03-15T03:35:53.7Z,3,REGULAR,substitution,out,[],1630557,,,1610612764,86,75,2022-03-15T03:36:02Z,4120000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M17.00S,2022-03-15T03:35:53.7Z,3,REGULAR,substitution,in,[],202357,,,1610612764,86,75,2022-03-15T03:36:02Z,4130000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M17.00S,2022-03-15T03:35:53.7Z,3,REGULAR,substitution,in,[],1629060,,,1610612764,86,75,2022-03-15T03:36:02Z,4140000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M17.00S,2022-03-15T03:35:53.7Z,3,REGULAR,substitution,in,[],202397,,,1610612764,86,75,2022-03-15T03:36:02Z,4150000,,,0,,SUB in: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M07.00S,2022-03-15T03:36:23.6Z,3,REGULAR,2pt,Jump Shot,[],202397,84.83902759526939,75.24509803921569,1610612764,86,75,2022-03-15T03:36:27Z,4160000,126.0,90.0,1,right,MISS I. Smith 15' step back Shot,[202397],1610612764.0,WAS,step back,,,Smith,I. Smith,,,,,15.5,Missed,,,,,,,,,,,,,,,,,,,
420,PT04M05.00S,2022-03-15T03:36:25.6Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,86,75,2022-03-15T03:37:02Z,4170000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,419.0,3.0,3.0,0.0,,,,,,,,,,,,,
421,PT03M44.00S,2022-03-15T03:36:47.3Z,3,REGULAR,foul,personal,['3freethrow'],1628398,,,1610612744,86,75,2022-03-15T03:36:55Z,4180000,,,0,,K. Kuzma shooting personal FOUL (2 PF) (Porter Jr. 3 FT),"[1628398, 203490]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,1201.0,2.0,0.0,Porter Jr.,203490.0,
423,PT03M44.00S,2022-03-15T03:37:17.1Z,3,REGULAR,freethrow,1 of 3,[],203490,,,1610612744,87,75,2022-03-15T03:37:17Z,4200000,,,0,,O. Porter Jr. Free Throw 1 of 3 (6 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
424,PT03M44.00S,2022-03-15T03:37:32.0Z,3,REGULAR,freethrow,2 of 3,[],203490,,,1610612744,87,75,2022-03-15T03:37:32Z,4210000,,,0,,MISS O. Porter Jr. Free Throw 2 of 3,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
425,PT03M44.00S,2022-03-15T03:37:32.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,87,75,2022-03-15T03:37:32Z,4220000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,424.0,,,,,,,,,,,,,,,,
426,PT03M44.00S,2022-03-15T03:37:48.8Z,3,REGULAR,freethrow,3 of 3,[],203490,,,1610612744,88,75,2022-03-15T03:37:48Z,4230000,,,0,,O. Porter Jr. Free Throw 3 of 3 (7 PTS),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
427,PT03M29.00S,2022-03-15T03:38:05.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,88.12417871222075,53.67647058823529,1610612764,88,77,2022-03-15T03:38:08Z,4240000,18.0,59.0,1,right,D. Gafford 6' alley-oop DUNK (7 PTS) (K. Kuzma 3 AST),"[1629655, 1628398]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,6.19,Made,,,,,,,,,,7.0,K. Kuzma,1628398.0,3.0,,,,,,
429,PT03M20.00S,2022-03-15T03:38:13.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.966491458607096,43.627450980392155,1610612744,90,77,2022-03-15T03:38:17Z,4260000,32.0,22.0,1,left,S. Curry driving Layup (24 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,3.9,Made,,,,,,,,,,24.0,,,,,,,,,
430,PT03M08.00S,2022-03-15T03:38:26.1Z,3,REGULAR,2pt,Jump Shot,[],1628398,77.4802890932983,31.372549019607842,1610612764,90,77,2022-03-15T03:38:29Z,4270000,-93.0,159.0,1,right,MISS K. Kuzma 18' step back Shot,[1628398],1610612764.0,WAS,step back,,,Kuzma,K. Kuzma,,,,,18.44,Missed,,,,,,,,,,,,,,,,,,,
431,PT03M06.00S,2022-03-15T03:38:28.1Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,90,77,2022-03-15T03:39:20Z,4280000,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,430.0,4.0,4.0,0.0,,,,,,,,,,,,,
432,PT02M55.00S,2022-03-15T03:38:38.8Z,3,REGULAR,2pt,Jump Shot,[],201939,13.485545335085414,17.15686274509804,1610612744,92,77,2022-03-15T03:38:42Z,4290000,164.0,74.0,1,left,S. Curry 18' step back Jump Shot (26 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,18.02,Made,,,,,,,,,,26.0,,,,,,,,,
433,PT02M54.00S,2022-03-15T03:38:47.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,92,77,2022-03-15T04:00:11Z,4300000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M54.00S,2022-03-15T03:41:02.6Z,3,REGULAR,substitution,out,[],1628398,,,1610612764,92,77,2022-03-15T03:41:26Z,4310000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M54.00S,2022-03-15T03:41:02.6Z,3,REGULAR,substitution,in,[],203484,,,1610612764,92,77,2022-03-15T03:41:26Z,4320000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M39.00S,2022-03-15T03:41:52.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,84.57621550591328,56.127450980392155,1610612764,92,77,2022-03-15T03:41:54Z,4330000,31.0,92.0,1,right,MISS D. Avdija 9' driving floating Shot,[1630166],1610612764.0,WAS,driving floating,,,Avdija,D. Avdija,,,,,9.74,Missed,,,,,,,,,,,,,,,,,,,
441,PT02M36.00S,2022-03-15T03:41:55.6Z,3,REGULAR,rebound,defensive,[],203490,,,1610612744,92,77,2022-03-15T03:41:55Z,4340000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,440.0,2.0,2.0,0.0,,,,,,,,,,,,,
442,PT02M29.00S,2022-03-15T03:42:03.1Z,3,REGULAR,3pt,Jump Shot,[],201939,27.414586070959263,87.74509803921569,1610612744,95,77,2022-03-15T03:42:06Z,4350000,-189.0,205.0,1,left,S. Curry 27' 3PT step back (29 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,27.88,Made,,,,,,,,,,29.0,,,,,,,,,
443,PT02M04.00S,2022-03-15T03:42:27.4Z,3,REGULAR,3pt,Jump Shot,[],1630166,72.35545335085413,82.59803921568627,1610612764,95,80,2022-03-15T03:42:30Z,4360000,163.0,207.0,1,right,D. Avdija 26' 3PT  (10 PTS) (R. Hachimura 1 AST),"[1630166, 1629060]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,26.38,Made,,,,,,,,,,10.0,R. Hachimura,1629060.0,1.0,,,,,,
445,PT01M48.00S,2022-03-15T03:42:43.4Z,3,REGULAR,3pt,Jump Shot,[],201939,33.459264126149804,70.83333333333334,1610612744,98,80,2022-03-15T03:42:47Z,4380000,-104.0,262.0,1,left,S. Curry 28' 3PT pullup (32 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,28.2,Made,,,,,,,,,,32.0,,,,,,,,,
446,PT01M36.00S,2022-03-15T03:42:55.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,91.27792378449409,53.67647058823529,1610612764,98,82,2022-03-15T03:42:58Z,4390000,18.0,29.0,1,right,D. Gafford alley-oop DUNK (9 PTS) (I. Smith 4 AST),"[1629655, 202397]",1610612764.0,WAS,alley-oop,,,Gafford,D. Gafford,,,,,3.48,Made,,,,,,,,,,9.0,I. Smith,202397.0,4.0,,,,,,
448,PT01M22.00S,2022-03-15T03:43:11.2Z,3,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612744,98,82,2022-03-15T03:43:23Z,4410000,,,0,,D. Gafford shooting personal FOUL (2 PF) (Green 2 FT),"[1629655, 203110]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,2003.0,2.0,0.0,Green,203110.0,
450,PT01M22.00S,2022-03-15T03:43:44.6Z,3,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,99,82,2022-03-15T03:43:44Z,4430000,,,0,,D. Green Free Throw 1 of 2 (6 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
451,PT01M22.00S,2022-03-15T03:43:45.6Z,3,REGULAR,substitution,out,[],1630541,,,1610612744,99,82,2022-03-15T03:43:51Z,4440000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT01M22.00S,2022-03-15T03:43:45.6Z,3,REGULAR,substitution,in,[],202691,,,1610612744,99,82,2022-03-15T03:43:51Z,4450000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT01M22.00S,2022-03-15T03:44:04.4Z,3,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,99,82,2022-03-15T03:44:04Z,4460000,,,0,,MISS D. Green Free Throw 2 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,,
454,PT01M20.00S,2022-03-15T03:44:05.3Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612764,99,82,2022-03-15T03:44:05Z,4470000,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,453.0,2.0,2.0,0.0,,,,,,,,,,,,,
455,PT01M00.00S,2022-03-15T03:44:25.9Z,3,REGULAR,2pt,Jump Shot,[],202397,92.85479632063075,79.90196078431373,1610612764,99,82,2022-03-15T03:44:29Z,4480000,150.0,15.0,1,right,MISS I. Smith 15' pullup Shot,[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,15.02,Missed,,,,,,,,,,,,,,,,,,,
456,PT00M58.60S,2022-03-15T03:44:27.3Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,99,82,2022-03-15T03:44:43Z,4490000,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,455.0,5.0,5.0,0.0,,,,,,,,,,,,,
