actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
92,PT04M06.00S,2022-02-28T01:01:03.8Z,1,REGULAR,3pt,Jump Shot,[],1627780,87.59855453350855,94.85294117647058,1610612744,27,12,2022-02-28T01:01:15Z,910000,224.0,64.0,1,right,G. Payton II 3PT  (7 PTS) (S. Curry 4 AST),"[1627780, 201939]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,23.33,Made,,,,,7.0,S. Curry,201939.0,4.0,,,
94,PT04M04.00S,2022-02-28T01:01:17.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,27,12,2022-02-28T01:01:17Z,930000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M04.00S,2022-02-28T01:03:25.4Z,1,REGULAR,substitution,out,[],1627780,,,1610612742,27,12,2022-02-28T01:04:19Z,940000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M04.00S,2022-02-28T01:03:25.4Z,1,REGULAR,substitution,in,[],1630228,,,1610612742,27,12,2022-02-28T01:04:19Z,950000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M54.00S,2022-02-28T01:04:42.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628467,6.521024967148489,53.431372549019606,1610612742,27,12,2022-02-28T01:04:53Z,960000,-17.0,9.0,1,left,MISS M. Kleber cutting Layup - blocked,"[1628467, 1630228]",1610612742.0,DAL,cutting,,,Kleber,M. Kleber,,,,,,,,,,,,,1.93,Missed,,,,,,,,,Kuminga,1630228.0,
98,PT03M54.00S,2022-02-28T01:04:42.0Z,1,REGULAR,block,,[],1630228,,,1610612742,27,12,2022-02-28T01:04:47Z,970000,,,0,,J. Kuminga BLOCK (1 BLK),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M45.00S,2022-02-28T01:04:51.0Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,27,12,2022-02-28T01:04:53Z,980000,,,0,,K. Looney REBOUND (Off:0 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,97.0,2.0,2.0,0.0,,,,,,,
100,PT03M41.00S,2022-02-28T01:04:54.7Z,1,REGULAR,3pt,Jump Shot,[],203952,90.22667542706965,95.83333333333334,1610612744,30,12,2022-02-28T01:05:35Z,990000,229.0,39.0,1,right,A. Wiggins 3PT  (11 PTS) (K. Looney 2 AST),"[203952, 1626172]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,23.26,Made,,,,,11.0,K. Looney,1626172.0,2.0,,,
102,PT03M29.00S,2022-02-28T01:05:07.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203915,7.440867279894875,50.98039215686274,1610612742,30,14,2022-02-28T01:11:21Z,1010000,-5.0,17.0,1,left,S. Dinwiddie driving finger roll Layup (2 PTS),[203915],1610612742.0,DAL,driving finger roll,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,1.81,Made,,,,,2.0,,,,,,
103,PT03M16.00S,2022-02-28T01:05:19.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,88.51839684625493,48.28431372549019,1610612744,30,14,2022-02-28T01:11:38Z,1020000,-9.0,55.0,1,right,MISS J. Poole driving floating Shot,[1629673],1610612744.0,GSW,driving floating,,,Poole,J. Poole,,,,,,,,,,,,,5.61,Missed,,,,,,,,,,,
104,PT03M12.00S,2022-02-28T01:05:23.8Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,30,14,2022-02-28T01:05:27Z,1030000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,
105,PT03M05.00S,2022-02-28T01:05:38.6Z,1,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612742,30,14,2022-02-28T01:14:20Z,1040000,,,0,,J. Poole personal FOUL (1 PF) (Doncic 2 FT),"[1629673, 1629029]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,202049.0,1.0,0.0,Doncic,1629029.0,,,,,,,,,,,,,,,,
107,PT03M05.00S,2022-02-28T01:06:01.8Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,30,15,2022-02-28T01:06:01Z,1060000,,,0,,L. Doncic Free Throw 1 of 2 (6 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,Made,,,,,6.0,,,,,,
108,PT03M05.00S,2022-02-28T01:06:03.2Z,1,REGULAR,substitution,out,[],1626172,,,1610612742,30,15,2022-02-28T01:06:28Z,1070000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M05.00S,2022-02-28T01:06:03.2Z,1,REGULAR,substitution,out,[],201939,,,1610612742,30,15,2022-02-28T01:06:28Z,1080000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M05.00S,2022-02-28T01:06:03.2Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,30,15,2022-02-28T01:06:28Z,1090000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M05.00S,2022-02-28T01:06:03.2Z,1,REGULAR,substitution,in,[],202357,,,1610612742,30,15,2022-02-28T01:06:28Z,1100000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M05.00S,2022-02-28T01:06:03.2Z,1,REGULAR,substitution,in,[],1630541,,,1610612742,30,15,2022-02-28T01:06:28Z,1110000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M05.00S,2022-02-28T01:06:03.2Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,30,15,2022-02-28T01:06:28Z,1120000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M05.00S,2022-02-28T01:06:31.0Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,30,16,2022-02-28T01:06:31Z,1130000,,,0,,L. Doncic Free Throw 2 of 2 (7 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,Made,,,,,7.0,,,,,,
115,PT02M50.00S,2022-02-28T01:06:47.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,94.43166885676742,48.03921568627451,1610612744,32,16,2022-02-28T01:06:54Z,1140000,-10.0,0.0,1,right,J. Kuminga driving DUNK (2 PTS),[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,,,,,,,,,0.98,Made,,,,,2.0,,,,,,
116,PT02M34.00S,2022-02-28T01:07:02.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,32.670827858081466,51.9607843137255,1610612742,32,19,2022-02-28T01:07:13Z,1150000,-10.0,255.0,1,left,L. Doncic 25' 3PT pullup (10 PTS),[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,,,,,,,,,25.48,Made,,,,,10.0,,,,,,
117,PT02M21.00S,2022-02-28T01:07:18.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630182,,,1610612744,32,19,2022-02-28T01:07:33Z,1160000,,,0,,J. Green personal FOUL (1 PF) (Poole 2 FT),"[1630182, 1629673]",1610612742.0,DAL,,,,Green,J. Green,,,,,202049.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,,
119,PT02M21.00S,2022-02-28T01:07:43.3Z,1,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,33,19,2022-02-28T01:07:43Z,1180000,,,0,,J. Poole Free Throw 1 of 2 (1 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,
120,PT02M21.00S,2022-02-28T01:07:44.8Z,1,REGULAR,substitution,out,[],203493,,,1610612744,33,19,2022-02-28T01:07:48Z,1190000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M21.00S,2022-02-28T01:07:44.8Z,1,REGULAR,substitution,in,[],202722,,,1610612744,33,19,2022-02-28T01:07:48Z,1200000,,,0,,SUB in: D. Bertans,[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M21.00S,2022-02-28T01:08:01.7Z,1,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,34,19,2022-02-28T01:08:01Z,1210000,,,0,,J. Poole Free Throw 2 of 2 (2 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,Made,,,,,2.0,,,,,,
123,PT02M09.00S,2022-02-28T01:08:21.5Z,1,REGULAR,3pt,Jump Shot,[],202722,3.4986859395532193,94.11764705882352,1610612742,34,22,2022-02-28T01:08:28Z,1220000,-221.0,-20.0,1,left,D. Bertans 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[202722, 203915]",1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,22.15,Made,,,,,3.0,S. Dinwiddie,203915.0,1.0,,,
125,PT01M46.00S,2022-02-28T01:08:44.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,83.65637319316689,44.6078431372549,1610612744,34,22,2022-02-28T01:08:51Z,1240000,-27.0,101.0,1,right,MISS J. Kuminga 10' Layup - blocked,"[1630228, 202722]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,10.46,Missed,,,,,,,,,Bertans,202722.0,
126,PT01M46.00S,2022-02-28T01:08:44.9Z,1,REGULAR,block,,[],202722,,,1610612744,34,22,2022-02-28T01:08:47Z,1250000,,,0,,D. Bertans BLOCK (1 BLK),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M41.00S,2022-02-28T01:08:49.9Z,1,REGULAR,rebound,defensive,[],202722,,,1610612742,34,22,2022-02-28T02:04:59Z,1260000,,,0,,D. Bertans REBOUND (Off:0 Def:1),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,
128,PT01M39.00S,2022-02-28T01:08:52.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628467,9.674770039421814,49.50980392156863,1610612742,34,22,2022-02-28T01:14:52Z,1270000,2.0,38.0,1,left,MISS M. Kleber turnaround Hook,[1628467],1610612742.0,DAL,turnaround,,,Kleber,M. Kleber,,,,,,,,,,,,,3.85,Missed,,,,,,,,,,,
129,PT01M39.00S,2022-02-28T01:08:52.3Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,34,22,2022-02-28T01:09:01Z,1280000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,128.0,2.0,2.0,0.0,,,,,,,
130,PT01M29.00S,2022-02-28T01:09:02.1Z,1,REGULAR,3pt,Jump Shot,[],1630228,92.32917214191852,4.411764705882353,1610612744,34,22,2022-02-28T01:09:08Z,1290000,-228.0,20.0,1,right,MISS J. Kuminga 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,22.87,Missed,,,,,,,,,,,
131,PT01M25.00S,2022-02-28T01:09:06.1Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,34,22,2022-02-28T01:09:08Z,1300000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,
132,PT01M18.00S,2022-02-28T01:09:12.5Z,1,REGULAR,3pt,Jump Shot,[],1628467,29.77989487516426,67.8921568627451,1610612742,34,22,2022-02-28T01:09:17Z,1310000,-89.0,227.0,1,left,MISS M. Kleber 24' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,24.44,Missed,,,,,,,,,,,
133,PT01M15.00S,2022-02-28T01:09:15.5Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,34,22,2022-02-28T01:09:17Z,1320000,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,
134,PT01M05.00S,2022-02-28T01:09:25.6Z,1,REGULAR,turnover,bad pass,[],1630228,,,1610612744,34,22,2022-02-28T01:09:31Z,1330000,,,0,,J. Kuminga bad pass TURNOVER (1 TO),"[1630228, 1629029]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,1.0,Doncic,1629029.0,,,,,,,,,,,,,
135,PT01M05.00S,2022-02-28T01:09:25.6Z,1,REGULAR,steal,,[],1629029,,,1610612742,34,22,2022-02-28T01:09:27Z,1340000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M52.10S,2022-02-28T01:09:39.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203915,6.521024967148489,48.28431372549019,1610612742,34,22,2022-02-28T01:16:18Z,1350000,9.0,9.0,1,left,MISS S. Dinwiddie driving reverse Layup - blocked,"[203915, 202357]",1610612742.0,DAL,driving reverse,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,1.23,Missed,,,,,,,,,Bjelica,202357.0,
162,PT00M52.10S,2022-02-28T01:09:39.9Z,1,REGULAR,block,,[],202357,,,1610612742,34,22,2022-02-28T01:14:37Z,1355000,,,0,,N. Bjelica BLOCK (1 BLK),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M48.60S,2022-02-28T01:09:43.4Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,34,22,2022-02-28T01:14:37Z,1360000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,,
138,PT00M41.20S,2022-02-28T01:09:50.8Z,1,REGULAR,3pt,Jump Shot,[],1629673,67.88764783180025,40.931372549019606,1610612744,34,22,2022-02-28T01:10:00Z,1370000,-45.0,249.0,1,right,MISS J. Poole 25' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,,,,,,,,,25.35,Missed,,,,,,,,,,,
139,PT00M37.30S,2022-02-28T01:09:54.7Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,34,22,2022-02-28T01:10:00Z,1380000,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,138.0,2.0,2.0,0.0,,,,,,,
140,PT00M32.80S,2022-02-28T01:09:59.2Z,1,REGULAR,3pt,Jump Shot,[],1629029,34.510512483574246,55.63725490196079,1610612742,34,22,2022-02-28T01:16:58Z,1390000,-28.0,272.0,1,left,MISS L. Doncic 27' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,,,,,,,,27.34,Missed,,,,,,,,,,,
141,PT00M28.60S,2022-02-28T01:10:03.4Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,34,22,2022-02-28T01:10:10Z,1400000,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,140.0,3.0,3.0,0.0,,,,,,,
142,PT00M14.50S,2022-02-28T01:10:17.4Z,1,REGULAR,3pt,Jump Shot,[],202357,89.04402102496715,95.09803921568627,1610612744,37,22,2022-02-28T01:10:23Z,1410000,225.0,50.0,1,right,N. Bjelica 3PT  (3 PTS) (J. Poole 1 AST),"[202357, 1629673]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,23.11,Made,,,,,3.0,J. Poole,1629673.0,1.0,,,
144,PT00M07.60S,2022-02-28T01:10:30.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,37,22,2022-02-28T01:10:30Z,1430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M07.60S,2022-02-28T01:10:34.6Z,1,REGULAR,substitution,out,[],1629673,,,1610612742,37,22,2022-02-28T01:10:41Z,1440000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M07.60S,2022-02-28T01:10:34.6Z,1,REGULAR,substitution,in,[],1629308,,,1610612742,37,22,2022-02-28T01:10:41Z,1450000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M07.60S,2022-02-28T01:10:42.5Z,1,REGULAR,substitution,out,[],202357,,,1610612742,37,22,2022-02-28T01:10:46Z,1460000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M07.60S,2022-02-28T01:10:42.5Z,1,REGULAR,substitution,in,[],1627780,,,1610612742,37,22,2022-02-28T01:10:46Z,1470000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M07.60S,2022-02-28T01:10:58.6Z,1,REGULAR,stoppage,other,[],0,,,1610612742,37,22,2022-02-28T01:10:58Z,1480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M02.40S,2022-02-28T01:11:15.5Z,1,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612742,37,22,2022-02-28T01:11:24Z,1490000,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[1630228, 203915]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,1162.0,1.0,0.0,Dinwiddie,203915.0,,,,,,,,,,,,,,,,
152,PT00M02.40S,2022-02-28T01:11:35.3Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,37,23,2022-02-28T01:11:35Z,1510000,,,0,,S. Dinwiddie Free Throw 1 of 2 (3 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,Made,,,,,3.0,,,,,,
154,PT00M02.40S,2022-02-28T01:11:39.3Z,1,REGULAR,substitution,out,[],1629308,,,1610612742,37,23,2022-02-28T01:11:53Z,1530000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M02.40S,2022-02-28T01:11:39.3Z,1,REGULAR,substitution,in,[],201939,,,1610612742,37,23,2022-02-28T01:11:53Z,1540000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M02.40S,2022-02-28T01:11:39.3Z,1,REGULAR,substitution,in,[],1629673,,,1610612742,37,23,2022-02-28T01:11:53Z,1550000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M02.40S,2022-02-28T01:11:39.3Z,1,REGULAR,substitution,out,[],1627780,,,1610612742,37,23,2022-02-28T01:12:44Z,1555000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M02.40S,2022-02-28T01:12:03.1Z,1,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,37,24,2022-02-28T01:12:03Z,1560000,,,0,,S. Dinwiddie Free Throw 2 of 2 (4 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,
161,PT00M00.00S,2022-02-28T01:13:05.4Z,1,REGULAR,period,end,[],0,,,1610612744,37,24,2022-02-28T01:13:05Z,1590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-02-28T01:15:32.0Z,2,REGULAR,substitution,out,['startperiod'],1630541,,,1610612744,37,24,2022-02-28T01:15:59Z,1600000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-02-28T01:15:32.0Z,2,REGULAR,substitution,out,['startperiod'],203952,,,1610612744,37,24,2022-02-28T01:15:59Z,1610000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-02-28T01:15:32.0Z,2,REGULAR,substitution,out,['startperiod'],1629673,,,1610612744,37,24,2022-02-28T01:15:59Z,1620000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-02-28T01:15:32.0Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612744,37,24,2022-02-28T01:15:59Z,1630000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-02-28T01:15:32.0Z,2,REGULAR,substitution,in,['startperiod'],1627814,,,1610612744,37,24,2022-02-28T01:15:59Z,1640000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-02-28T01:15:32.0Z,2,REGULAR,substitution,in,['startperiod'],202357,,,1610612744,37,24,2022-02-28T01:15:59Z,1650000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-02-28T01:15:32.0Z,2,REGULAR,substitution,in,['startperiod'],203490,,,1610612744,37,24,2022-02-28T01:15:59Z,1660000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-02-28T01:15:32.0Z,2,REGULAR,substitution,in,['startperiod'],1628973,,,1610612744,37,24,2022-02-28T01:15:59Z,1670000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-02-28T01:15:53.0Z,2,REGULAR,period,start,[],0,,,1610612744,37,24,2022-02-28T01:16:00Z,1680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M45.00S,2022-02-28T01:16:07.4Z,2,REGULAR,3pt,Jump Shot,[],202357,94.1688567674113,3.9215686274509802,1610612744,37,24,2022-02-28T01:16:13Z,1690000,-230.0,2.0,1,right,MISS N. Bjelica 3PT,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,23.04,Missed,,,,,,,,,,,
173,PT11M40.00S,2022-02-28T01:16:12.4Z,2,REGULAR,rebound,defensive,[],1630182,,,1610612742,37,24,2022-02-28T01:16:13Z,1700000,,,0,,J. Green REBOUND (Off:0 Def:2),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,172.0,2.0,2.0,0.0,,,,,,,
174,PT11M30.00S,2022-02-28T01:16:21.8Z,2,REGULAR,turnover,bad pass,[],1630182,,,1610612742,37,24,2022-02-28T01:16:25Z,1710000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630182, 1627814]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,1.0,Lee,1627814.0,,,,,,,,,,,,,
175,PT11M30.00S,2022-02-28T01:16:21.8Z,2,REGULAR,steal,,[],1627814,,,1610612744,37,24,2022-02-28T01:16:23Z,1720000,,,0,,D. Lee STEAL (1 STL),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M27.00S,2022-02-28T01:16:25.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630228,92.9862023653088,49.26470588235294,1610612744,39,24,2022-02-28T01:20:50Z,1730000,-4.0,13.0,1,right,J. Kuminga running DUNK (4 PTS) (D. Lee 1 AST),"[1630228, 1627814]",1610612744.0,GSW,running,,,Kuminga,J. Kuminga,,,,,,,,,,,,,1.39,Made,,,,,4.0,D. Lee,1627814.0,1.0,,,
178,PT11M09.00S,2022-02-28T01:16:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.30946123521682,51.225490196078425,1610612742,39,24,2022-02-28T01:21:09Z,1750000,-6.0,16.0,1,left,MISS J. Brunson driving Layup,[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,,,,,,,,,1.73,Missed,,,,,,,,,,,
179,PT11M09.00S,2022-02-28T01:16:43.0Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,39,24,2022-02-28T01:16:51Z,1760000,,,0,,N. Bjelica REBOUND (Off:0 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,178.0,2.0,2.0,0.0,,,,,,,
180,PT11M00.00S,2022-02-28T01:16:51.4Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,39,24,2022-02-28T01:16:59Z,1770000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 203915]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,1.0,Dinwiddie,203915.0,,,,,,,,,,,,,
181,PT11M00.00S,2022-02-28T01:16:51.4Z,2,REGULAR,steal,,[],203915,,,1610612742,39,24,2022-02-28T01:16:59Z,1780000,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
