actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
366,PT09M45.00S,2022-02-28T02:03:32.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,93.11760840998686,51.9607843137255,1610612742,68,50,2022-02-28T02:03:41Z,3630000,10.0,12.0,1,right,L. Doncic driving Layup (14 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,,,,,,,,,1.56,Made,,,,,14.0,,,,,,
367,PT09M37.00S,2022-02-28T02:03:43.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,6.652431011826544,44.36274509803921,1610612744,68,50,2022-02-28T02:08:14Z,3640000,28.0,10.0,1,left,MISS S. Curry driving Layup - blocked,"[201939, 203939]",1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,,,,,,2.99,Missed,,,,,,,,,Powell,203939.0,
368,PT09M37.00S,2022-02-28T02:03:43.8Z,3,REGULAR,block,,[],203939,,,1610612744,68,50,2022-02-28T02:03:46Z,3650000,,,0,,D. Powell BLOCK (1 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT09M35.00S,2022-02-28T02:03:45.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,68,50,2022-02-28T02:08:02Z,3660000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,367.0,,,,,,,,,,
370,PT09M35.00S,2022-02-28T02:03:48.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,68,50,2022-02-28T02:03:48Z,3670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT09M33.00S,2022-02-28T02:03:57.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630541,10.988830486202366,74.26470588235294,1610612744,70,50,2022-02-28T02:04:03Z,3680000,-121.0,51.0,1,left,M. Moody 13' Jump Shot (5 PTS) (G. Payton II 2 AST),"[1630541, 1627780]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,13.15,Made,,,,,5.0,G. Payton II,1627780.0,2.0,,,
373,PT09M18.00S,2022-02-28T02:04:12.2Z,3,REGULAR,2pt,Jump Shot,[],1628973,78.0059132720105,44.36274509803921,1610612742,70,52,2022-02-28T02:04:17Z,3700000,-28.0,154.0,1,right,J. Brunson 15' pullup Jump Shot (8 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,,,,,,,,15.68,Made,,,,,8.0,,,,,,
374,PT09M07.00S,2022-02-28T02:04:25.4Z,3,REGULAR,foul,personal,[],203939,,,1610612744,70,52,2022-02-28T02:04:28Z,3710000,,,0,,D. Powell personal FOUL (3 PF),"[203939, 1626172]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,202049.0,3.0,0.0,Looney,1626172.0,,,,,,,,,,,,,,,,
376,PT09M02.00S,2022-02-28T02:04:53.8Z,3,REGULAR,foul,personal,['2freethrow'],203939,,,1610612744,70,52,2022-02-28T02:05:02Z,3730000,,,0,,D. Powell shooting personal FOUL (4 PF) (Looney 2 FT),"[203939, 1626172]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,1162.0,4.0,0.0,Looney,1626172.0,,,,,,,,,,,,,,,,
378,PT09M02.00S,2022-02-28T02:05:19.3Z,3,REGULAR,freethrow,1 of 2,[],1626172,,,1610612744,70,52,2022-02-28T02:05:19Z,3750000,,,0,,MISS K. Looney Free Throw 1 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,Missed,,,,,,,,,,,
379,PT09M02.00S,2022-02-28T02:05:19.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,70,52,2022-02-28T02:05:19Z,3760000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,378.0,,,,,,,,,,
380,PT09M02.00S,2022-02-28T02:05:37.2Z,3,REGULAR,freethrow,2 of 2,[],1626172,,,1610612744,70,52,2022-02-28T02:05:37Z,3770000,,,0,,MISS K. Looney Free Throw 2 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,Missed,,,,,,,,,,,
381,PT09M00.00S,2022-02-28T02:05:42.3Z,3,REGULAR,rebound,offensive,[],1630541,,,1610612744,70,52,2022-02-28T02:05:42Z,3780000,,,0,,M. Moody REBOUND (Off:2 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,380.0,3.0,1.0,2.0,,,,,,,
382,PT09M00.00S,2022-02-28T02:05:43.3Z,3,REGULAR,violation,kicked ball,[],203939,,,1610612744,70,52,2022-02-28T02:06:06Z,3790000,,,0,,D. Powell kicked ball VIOLATION,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,202049.0,,,,,,,,,,,,,,,,,,,,
385,PT08M54.00S,2022-02-28T02:06:41.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,70,52,2022-02-28T02:06:41Z,3820000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT08M54.00S,2022-02-28T02:08:30.6Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612744,70,52,2022-02-28T02:11:18Z,3830000,,,0,,,[],1610612742.0,DAL,overturned,,,,,,,,,202049.0,,,,,,,,,,,,,,,,,,,,No Foul on D. Powell
387,PT08M49.00S,2022-02-28T02:10:21.8Z,3,REGULAR,jumpball,recovered,[],201939,,,1610612744,70,52,2022-02-28T02:10:21Z,3840000,,,0,,Jump Ball K. Looney vs. D. Powell: Tip to S. Curry,"[201939, 1626172, 203939]",1610612744.0,GSW,challenge,S. Curry,201939.0,Curry,S. Curry,Looney,1626172.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,
390,PT08M32.00S,2022-02-28T02:10:39.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201939,21.50131406044678,8.57843137254902,1610612744,70,52,2022-02-28T02:10:59Z,3870000,207.0,150.0,1,left,MISS S. Curry 25' 3PT - blocked,"[201939, 203493]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,25.55,Missed,,,,,,,,,Bullock,203493.0,
391,PT08M32.00S,2022-02-28T02:10:39.3Z,3,REGULAR,block,,[],203493,,,1610612744,70,52,2022-02-28T02:10:45Z,3880000,,,0,,R. Bullock BLOCK (1 BLK),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT08M25.00S,2022-02-28T02:10:46.3Z,3,REGULAR,rebound,offensive,[],1627780,,,1610612744,70,52,2022-02-28T02:10:59Z,3890000,,,0,,G. Payton II REBOUND (Off:1 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,390.0,1.0,0.0,1.0,,,,,,,
393,PT08M25.00S,2022-02-28T02:10:46.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201939,27.94021024967148,20.34313725490196,1610612744,73,52,2022-02-28T02:12:57Z,3900000,148.0,210.0,1,left,S. Curry 25' 3PT pullup (16 PTS) (G. Payton II 3 AST),"[201939, 1627780]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,,,,25.72,Made,,,,,16.0,G. Payton II,1627780.0,3.0,,,
395,PT08M07.00S,2022-02-28T02:11:04.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203939,92.06636005256242,46.81372549019608,1610612742,73,52,2022-02-28T02:14:46Z,3920000,-16.0,22.0,1,right,MISS D. Powell alley-oop DUNK,[203939],1610612742.0,DAL,alley-oop,,,Powell,D. Powell,,,,,,,,,,,,,2.72,Missed,,,,,,,,,,,
396,PT08M04.00S,2022-02-28T02:11:07.1Z,3,REGULAR,rebound,offensive,[],1627827,,,1610612742,73,52,2022-02-28T02:11:09Z,3930000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,395.0,4.0,2.0,2.0,,,,,,,
398,PT08M01.00S,2022-02-28T02:11:09.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627827,93.51182654402102,50.0,1610612742,73,54,2022-02-28T02:16:30Z,3950000,0.0,8.0,1,right,D. Finney-Smith Layup (5 PTS),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,0.85,Made,,,,,5.0,,,,,,
399,PT07M53.00S,2022-02-28T02:11:21.4Z,3,REGULAR,foul,personal,[],203493,,,1610612744,73,54,2022-02-28T02:11:36Z,3960000,,,0,,R. Bullock personal FOUL (3 PF),"[203493, 201939]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,1162.0,3.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,,
401,PT07M45.00S,2022-02-28T02:11:52.2Z,3,REGULAR,3pt,Jump Shot,[],203952,30.17411300919842,32.59803921568628,1610612744,73,54,2022-02-28T02:11:59Z,3980000,87.0,231.0,1,left,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,24.69,Missed,,,,,,,,,,,
402,PT07M41.00S,2022-02-28T02:11:56.2Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,73,54,2022-02-28T02:12:04Z,3990000,,,0,,K. Looney REBOUND (Off:3 Def:6),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,401.0,9.0,6.0,3.0,,,,,,,
403,PT07M40.00S,2022-02-28T02:11:57.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,7.178055190538765,46.32352941176471,1610612744,75,54,2022-02-28T02:12:07Z,4000000,18.0,15.0,1,left,G. Payton II Layup (13 PTS) (K. Looney 5 AST),"[1627780, 1626172]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,2.37,Made,,,,,13.0,K. Looney,1626172.0,5.0,,,
405,PT07M19.00S,2022-02-28T02:12:18.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,87.46714848883047,58.57843137254902,1610612742,75,54,2022-02-28T02:20:10Z,4020000,43.0,65.0,1,right,MISS L. Doncic 7' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,,,,,,,,7.81,Missed,,,,,,,,,,,
406,PT07M15.00S,2022-02-28T02:12:22.5Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,75,54,2022-02-28T02:12:25Z,4030000,,,0,,K. Looney REBOUND (Off:3 Def:7),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,405.0,10.0,7.0,3.0,,,,,,,
407,PT07M08.00S,2022-02-28T02:12:29.5Z,3,REGULAR,2pt,Jump Shot,[],201939,26.888961892247043,54.166666666666664,1610612744,75,54,2022-02-28T02:20:38Z,4040000,-21.0,200.0,1,left,MISS S. Curry 20' step back Shot,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,,,,,,,20.14,Missed,,,,,,,,,,,
408,PT07M05.00S,2022-02-28T02:12:32.5Z,3,REGULAR,rebound,offensive,[],1630541,,,1610612744,75,54,2022-02-28T02:20:38Z,4050000,,,0,,M. Moody REBOUND (Off:3 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,407.0,4.0,1.0,3.0,,,,,,,
409,PT07M02.00S,2022-02-28T02:12:35.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,5.995400788436268,48.77450980392157,1610612744,75,54,2022-02-28T02:12:42Z,4060000,6.0,4.0,1,left,MISS K. Looney Layup,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,0.72,Missed,,,,,,,,,,,
410,PT07M00.00S,2022-02-28T02:12:37.5Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,75,54,2022-02-28T02:12:42Z,4070000,,,0,,D. Finney-Smith REBOUND (Off:2 Def:3),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,409.0,5.0,3.0,2.0,,,,,,,
412,PT06M49.00S,2022-02-28T02:12:47.8Z,3,REGULAR,3pt,Jump Shot,[],203493,89.70105124835742,94.85294117647058,1610612742,75,57,2022-02-28T02:12:51Z,4080000,224.0,44.0,1,right,R. Bullock 3PT  (12 PTS) (J. Brunson 2 AST),"[203493, 1628973]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,22.86,Made,,,,,12.0,J. Brunson,1628973.0,2.0,,,
414,PT06M29.00S,2022-02-28T02:13:15.4Z,3,REGULAR,foul,technical,['1freethrow'],202722,,,1610612744,75,57,2022-02-28T02:19:32Z,4100000,,,0,,D. Bertans technical FOUL (1 Tech),[202722],1610612742.0,DAL,,,,Bertans,D. Bertans,,,,,1162.0,0.0,1.0,,,,,,,,,,,,,,,,,,
415,PT06M29.00S,2022-02-28T02:13:37.2Z,3,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,76,57,2022-02-28T02:13:37Z,4110000,,,0,,S. Curry technical Free Throw 1 of 1 (17 PTS),[201939],1610612744.0,GSW,technical,,,Curry,S. Curry,,,,,,,,,,,,,,Made,,,,,17.0,,,,,,
416,PT06M29.00S,2022-02-28T02:13:39.2Z,3,REGULAR,substitution,out,[],203939,,,1610612744,76,57,2022-02-28T02:13:46Z,4120000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M29.00S,2022-02-28T02:13:39.2Z,3,REGULAR,substitution,in,[],1628467,,,1610612744,76,57,2022-02-28T02:13:46Z,4130000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M22.00S,2022-02-28T02:14:00.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,12.302890932982917,48.77450980392157,1610612744,76,57,2022-02-28T02:22:25Z,4140000,6.0,63.0,1,left,MISS S. Curry 6' cutting Layup - blocked,"[201939, 203493]",1610612744.0,GSW,cutting,,,Curry,S. Curry,,,,,,,,,,,,,6.34,Missed,,,,,,,,,Bullock,203493.0,
443,PT06M22.00S,2022-02-28T02:14:00.6Z,3,REGULAR,block,,[],203493,,,1610612744,76,57,2022-02-28T02:17:28Z,4145000,,,0,,R. Bullock BLOCK (2 BLK),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M17.00S,2022-02-28T02:14:05.6Z,3,REGULAR,rebound,offensive,[],201939,,,1610612744,76,57,2022-02-28T02:17:28Z,4150000,,,0,,S. Curry REBOUND (Off:1 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,418.0,3.0,2.0,1.0,,,,,,,
420,PT06M16.00S,2022-02-28T02:14:06.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630541,26.10052562417871,79.65686274509804,1610612744,76,57,2022-02-28T02:14:31Z,4160000,-148.0,193.0,1,left,MISS M. Moody 24' 3PT - blocked,"[1630541, 1629029]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,24.32,Missed,,,,,,,,,Doncic,1629029.0,
444,PT06M16.00S,2022-02-28T02:14:06.9Z,3,REGULAR,block,,[],1629029,,,1610612744,76,57,2022-02-28T02:17:45Z,4165000,,,0,,L. Doncic BLOCK (1 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M14.00S,2022-02-28T02:14:08.9Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612742,76,57,2022-02-28T02:17:45Z,4170000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,420.0,1.0,1.0,0.0,,,,,,,
422,PT06M12.00S,2022-02-28T02:14:11.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,71.69842312746385,79.65686274509804,1610612742,76,57,2022-02-28T02:23:10Z,4180000,148.0,214.0,1,right,MISS L. Doncic 26' running 3PT,[1629029],1610612742.0,DAL,running,,,Doncic,L. Doncic,,,,,,,,,,,,,26.0,Missed,,,,,,,,,,,
423,PT06M09.00S,2022-02-28T02:14:14.3Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,76,57,2022-02-28T02:14:38Z,4190000,,,0,,S. Curry REBOUND (Off:1 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,422.0,4.0,3.0,1.0,,,,,,,
424,PT06M05.00S,2022-02-28T02:14:17.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201939,7.835085413929041,49.01960784313725,1610612744,78,57,2022-02-28T02:23:41Z,4200000,5.0,21.0,1,left,S. Curry running finger roll Layup (19 PTS),[201939],1610612744.0,GSW,running finger roll,,,Curry,S. Curry,,,,,,,,,,,,,2.17,Made,,,,,19.0,,,,,,
425,PT05M49.00S,2022-02-28T02:14:33.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,84.57621550591328,57.84313725490197,1610612742,78,57,2022-02-28T02:24:01Z,4210000,39.0,92.0,1,right,MISS J. Brunson 10' driving floating Shot,[1628973],1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,,,,,,,,,10.05,Missed,,,,,,,,,,,
426,PT05M49.00S,2022-02-28T02:14:33.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,78,57,2022-02-28T02:15:44Z,4220000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,425.0,,,,,,,,,,
427,PT05M48.00S,2022-02-28T02:14:43.1Z,3,REGULAR,foul,personal,[],1626172,,,1610612742,78,57,2022-02-28T02:14:55Z,4230000,,,0,,K. Looney loose ball personal FOUL (1 PF),"[1626172, 1628467]",1610612744.0,GSW,loose ball,,,Looney,K. Looney,,,,,1162.0,1.0,0.0,Kleber,1628467.0,,,,,,,,,,,,,,,,
429,PT05M48.00S,2022-02-28T02:14:57.1Z,3,REGULAR,substitution,out,[],1627780,,,1610612742,78,57,2022-02-28T02:15:08Z,4250000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M48.00S,2022-02-28T02:14:57.1Z,3,REGULAR,substitution,in,[],1629673,,,1610612742,78,57,2022-02-28T02:15:08Z,4260000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M40.00S,2022-02-28T02:15:20.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628467,92.9862023653088,50.245098039215684,1610612742,78,59,2022-02-28T02:15:29Z,4270000,1.0,13.0,1,right,M. Kleber Layup (2 PTS) (D. Finney-Smith 2 AST),"[1628467, 1627827]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,1.35,Made,,,,,2.0,D. Finney-Smith,1627827.0,2.0,,,
433,PT05M40.00S,2022-02-28T02:15:32.4Z,3,REGULAR,foul,personal,['1freethrow'],203952,,,1610612742,78,59,2022-02-28T02:15:38Z,4290000,,,0,,A. Wiggins shooting personal FOUL (3 PF) (Kleber 1 FT),"[203952, 1628467]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,1162.0,3.0,0.0,Kleber,1628467.0,,,,,,,,,,,,,,,,
435,PT05M40.00S,2022-02-28T02:15:46.7Z,3,REGULAR,freethrow,1 of 1,[],1628467,,,1610612742,78,59,2022-02-28T02:15:51Z,4310000,,,0,,MISS M. Kleber Free Throw 1 of 1,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,Missed,,,,,,,,,,,
436,PT05M38.00S,2022-02-28T02:15:48.7Z,3,REGULAR,rebound,defensive,[],1630541,,,1610612744,78,59,2022-02-28T02:15:51Z,4320000,,,0,,M. Moody REBOUND (Off:3 Def:2),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,435.0,5.0,2.0,3.0,,,,,,,
437,PT05M23.00S,2022-02-28T02:16:02.0Z,3,REGULAR,turnover,lost ball,[],1629673,,,1610612744,78,59,2022-02-28T02:16:08Z,4330000,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1628973]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,1.0,Brunson,1628973.0,,,,,,,,,,,,,
438,PT05M23.00S,2022-02-28T02:16:02.0Z,3,REGULAR,steal,,[],1628973,,,1610612742,78,59,2022-02-28T02:16:05Z,4340000,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M17.00S,2022-02-28T02:16:07.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628973,91.5407358738502,43.627450980392155,1610612742,78,59,2022-02-28T02:26:12Z,4350000,-32.0,27.0,1,right,MISS J. Brunson running Layup,[1628973],1610612742.0,DAL,running,,,Brunson,J. Brunson,,,,,,,,,,,,,4.18,Missed,,,,,,,,,,,
440,PT05M13.00S,2022-02-28T02:16:12.3Z,3,REGULAR,rebound,offensive,[],1629029,,,1610612742,78,59,2022-02-28T02:16:12Z,4360000,,,0,,L. Doncic REBOUND (Off:1 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,439.0,5.0,4.0,1.0,,,,,,,
441,PT05M13.00S,2022-02-28T02:16:12.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629029,94.40999984741211,50.0,1610612742,78,61,2022-02-28T02:16:29Z,4370000,0.0,0.0,1,right,L. Doncic putback Layup (16 PTS),[1629029],1610612742.0,DAL,putback,,,Doncic,L. Doncic,,,,,,,,,,,,,0.0,Made,,,,,16.0,,,,,,
442,PT05M06.00S,2022-02-28T02:16:22.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612744,78,61,2022-02-28T02:16:22Z,4380000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M06.00S,2022-02-28T02:17:48.6Z,3,REGULAR,substitution,out,[],1630541,,,1610612744,78,61,2022-02-28T02:18:10Z,4390000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M06.00S,2022-02-28T02:17:48.6Z,3,REGULAR,substitution,out,[],1626172,,,1610612744,78,61,2022-02-28T02:18:10Z,4400000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M06.00S,2022-02-28T02:17:48.6Z,3,REGULAR,substitution,out,[],1628973,,,1610612744,78,61,2022-02-28T02:18:10Z,4410000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT05M06.00S,2022-02-28T02:17:48.6Z,3,REGULAR,substitution,in,[],202357,,,1610612744,78,61,2022-02-28T02:18:10Z,4420000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M06.00S,2022-02-28T02:17:48.6Z,3,REGULAR,substitution,in,[],1630228,,,1610612744,78,61,2022-02-28T02:18:10Z,4430000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT05M06.00S,2022-02-28T02:17:48.6Z,3,REGULAR,substitution,in,[],203915,,,1610612744,78,61,2022-02-28T02:18:10Z,4440000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT05M01.00S,2022-02-28T02:18:14.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629029,,,1610612744,78,61,2022-02-28T02:18:21Z,4450000,,,0,,L. Doncic personal FOUL (1 PF) (Curry 2 FT),"[1629029, 201939]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,202049.0,1.0,1.0,Curry,201939.0,,,,,,,,,,,,,,,,
453,PT05M01.00S,2022-02-28T02:18:41.2Z,3,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,78,61,2022-02-28T02:18:41Z,4470000,,,0,,MISS S. Curry Free Throw 1 of 2,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,Missed,,,,,,,,,,,
454,PT05M01.00S,2022-02-28T02:18:41.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,78,61,2022-02-28T02:18:41Z,4480000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,453.0,,,,,,,,,,
455,PT05M01.00S,2022-02-28T02:18:56.2Z,3,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,79,61,2022-02-28T02:18:56Z,4490000,,,0,,S. Curry Free Throw 2 of 2 (20 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,Made,,,,,20.0,,,,,,
456,PT04M54.00S,2022-02-28T02:19:09.5Z,3,REGULAR,3pt,Jump Shot,[],1629029,66.3107752956636,61.029411764705884,1610612742,79,64,2022-02-28T02:27:12Z,4500000,55.0,264.0,1,right,L. Doncic 26' 3PT pullup (19 PTS) (M. Kleber 1 AST),"[1629029, 1628467]",1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,,,,,,,,,26.99,Made,,,,,19.0,M. Kleber,1628467.0,1.0,,,
458,PT04M40.00S,2022-02-28T02:19:22.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,5.206964520367937,48.03921568627451,1610612744,79,64,2022-02-28T02:19:27Z,4520000,10.0,-4.0,1,left,MISS J. Kuminga DUNK,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,1.04,Missed,,,,,,,,,,,
459,PT04M37.00S,2022-02-28T02:19:25.6Z,3,REGULAR,rebound,defensive,[],203915,,,1610612742,79,64,2022-02-28T02:19:27Z,4530000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:3),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,458.0,3.0,3.0,0.0,,,,,,,
