actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
631,PT02M34.00S,2021-11-04T04:20:11.8Z,4,REGULAR,block,,[],1627780,,,1610612766,107,92,2021-11-04T04:20:16Z,6210000,,,0,,G. Payton II BLOCK (1 BLK),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT02M32.00S,2021-11-04T04:20:13.8Z,4,REGULAR,rebound,offensive,[],1628970,,,1610612766,107,92,2021-11-04T04:22:15Z,6220000,,,0,,M. Bridges REBOUND (Off:1 Def:8),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,630.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
633,PT02M25.00S,2021-11-04T04:20:19.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,65.52233902759527,40.44117647058824,1610612766,107,92,2021-11-04T04:20:21Z,6230000,-48.0,272.0,1,right,MISS L. Ball 27' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,27.58,Missed,,,,,,,,,,,,,,,,,,,
634,PT02M23.00S,2021-11-04T04:20:22.6Z,4,REGULAR,rebound,defensive,[],1629673,,,1610612744,107,92,2021-11-04T04:20:22Z,6240000,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,633.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
635,PT02M23.00S,2021-11-04T04:20:23.9Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203110,8.09789750328515,52.94117647058824,1610612744,109,92,2021-11-04T04:20:44Z,6250000,-15.0,24.0,1,left,D. Green running Layup (5 PTS) (S. Curry 9 AST),"[203110, 201939]",1610612744.0,GSW,running,,,Green,D. Green,,,,,2.78,Made,,,,,5.0,S. Curry,201939.0,9.0,,,,,,,,,,,
637,PT02M23.00S,2021-11-04T04:20:30.0Z,4,REGULAR,foul,personal,['1freethrow'],1630163,,,1610612744,109,92,2021-11-04T04:20:37Z,6270000,,,0,,L. Ball shooting personal FOUL (4 PF) (Green 1 FT),"[1630163, 203110]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,,,,,,,,,,,202041.0,,,,4.0,0.0,Green,203110.0,,,
639,PT02M23.00S,2021-11-04T04:21:00.3Z,4,REGULAR,substitution,out,[],1627780,,,1610612744,109,92,2021-11-04T04:21:23Z,6290000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT02M23.00S,2021-11-04T04:21:00.3Z,4,REGULAR,substitution,out,[],1628970,,,1610612744,109,92,2021-11-04T04:21:23Z,6300000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT02M23.00S,2021-11-04T04:21:00.3Z,4,REGULAR,substitution,out,[],1630163,,,1610612744,109,92,2021-11-04T04:21:23Z,6310000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT02M23.00S,2021-11-04T04:21:00.3Z,4,REGULAR,substitution,in,[],1629308,,,1610612744,109,92,2021-11-04T04:21:23Z,6320000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT02M23.00S,2021-11-04T04:21:00.3Z,4,REGULAR,substitution,in,[],1629667,,,1610612744,109,92,2021-11-04T04:21:23Z,6330000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT02M23.00S,2021-11-04T04:21:00.3Z,4,REGULAR,substitution,in,[],202397,,,1610612744,109,92,2021-11-04T04:21:23Z,6340000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT02M23.00S,2021-11-04T04:21:32.9Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],203110,,,1610612744,109,92,2021-11-04T04:21:32Z,6350000,,,0,,MISS D. Green Free Throw 1 of 1,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,,
646,PT02M21.00S,2021-11-04T04:21:34.2Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,109,92,2021-11-04T04:21:34Z,6360000,,,0,,C. Martin REBOUND (Off:3 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,645.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
647,PT02M02.00S,2021-11-04T04:21:53.3Z,4,REGULAR,3pt,Jump Shot,[],1629667,83.65637319316689,94.11764705882352,1610612766,109,92,2021-11-04T04:21:55Z,6370000,221.0,101.0,1,right,MISS J. McDaniels 24' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,24.27,Missed,,,,,,,,,,,,,,,,,,,
648,PT02M00.00S,2021-11-04T04:21:55.3Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,109,92,2021-11-04T04:22:03Z,6380000,,,0,,D. Green REBOUND (Off:1 Def:9),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,647.0,10.0,9.0,1.0,,,,,,,,,,,,,,,
649,PT01M51.00S,2021-11-04T04:22:07.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,109,92,2021-11-04T04:22:07Z,6390000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT01M51.00S,2021-11-04T04:22:40.8Z,4,REGULAR,substitution,out,[],1629673,,,1610612744,109,92,2021-11-04T04:23:54Z,6400000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT01M51.00S,2021-11-04T04:22:40.8Z,4,REGULAR,substitution,out,[],203952,,,1610612744,109,92,2021-11-04T04:23:54Z,6410000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT01M51.00S,2021-11-04T04:22:40.8Z,4,REGULAR,substitution,out,[],203110,,,1610612744,109,92,2021-11-04T04:23:54Z,6420000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT01M51.00S,2021-11-04T04:22:40.8Z,4,REGULAR,substitution,out,[],201939,,,1610612744,109,92,2021-11-04T04:23:54Z,6430000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT01M51.00S,2021-11-04T04:22:40.8Z,4,REGULAR,substitution,out,[],1626179,,,1610612744,109,92,2021-11-04T04:23:54Z,6440000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT01M51.00S,2021-11-04T04:22:40.8Z,4,REGULAR,substitution,out,[],202330,,,1610612744,109,92,2021-11-04T04:23:54Z,6450000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT01M51.00S,2021-11-04T04:22:40.8Z,4,REGULAR,substitution,in,[],1630541,,,1610612744,109,92,2021-11-04T04:23:54Z,6460000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT01M51.00S,2021-11-04T04:22:40.8Z,4,REGULAR,substitution,in,[],1630228,,,1610612744,109,92,2021-11-04T04:23:54Z,6470000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT01M51.00S,2021-11-04T04:22:40.8Z,4,REGULAR,substitution,in,[],1627814,,,1610612744,109,92,2021-11-04T04:23:54Z,6480000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT01M51.00S,2021-11-04T04:22:40.8Z,4,REGULAR,substitution,in,[],1630288,,,1610612744,109,92,2021-11-04T04:23:54Z,6490000,,,0,,SUB in: J. Dowtin,[1630288],1610612744.0,GSW,,,,Dowtin,J. Dowtin,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT01M51.00S,2021-11-04T04:22:40.8Z,4,REGULAR,substitution,in,[],1630208,,,1610612744,109,92,2021-11-04T04:23:54Z,6500000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M51.00S,2021-11-04T04:22:40.8Z,4,REGULAR,substitution,in,[],1630547,,,1610612744,109,92,2021-11-04T04:23:54Z,6510000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT01M51.00S,2021-11-04T04:23:55.6Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612744,109,92,2021-11-04T04:24:25Z,6520000,,,0,,TEAM delay-of-game VIOLATION,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,1204.0,,,,,,,,,,
665,PT01M43.00S,2021-11-04T04:23:59.6Z,4,REGULAR,3pt,Jump Shot,[],1630541,28.991458607095925,81.12745098039215,1610612744,109,92,2021-11-04T04:24:01Z,6530000,-156.0,220.0,1,left,MISS M. Moody 26' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,,
666,PT01M40.00S,2021-11-04T04:24:03.0Z,4,REGULAR,rebound,defensive,[],202397,,,1610612766,109,92,2021-11-04T04:24:03Z,6540000,,,0,,I. Smith REBOUND (Off:0 Def:2),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,665.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
667,PT01M28.00S,2021-11-04T04:24:15.1Z,4,REGULAR,3pt,Jump Shot,[],1628998,70.90998685939553,77.94117647058823,1610612766,109,92,2021-11-04T04:24:17Z,6550000,140.0,221.0,1,right,MISS C. Martin 26' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
668,PT01M26.00S,2021-11-04T04:24:17.1Z,4,REGULAR,rebound,defensive,[],1630288,,,1610612744,109,92,2021-11-04T04:25:33Z,6560000,,,0,,J. Dowtin REBOUND (Off:0 Def:1),[1630288],1610612744.0,GSW,,,,Dowtin,J. Dowtin,,,,,,,667.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
669,PT01M16.00S,2021-11-04T04:24:26.5Z,4,REGULAR,3pt,Jump Shot,[],1630228,30.56833114323259,13.725490196078432,1610612744,109,92,2021-11-04T04:24:29Z,6570000,181.0,235.0,1,left,MISS J. Kuminga 29' 3PT,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,29.67,Missed,,,,,,,,,,,,,,,,,,,
670,PT01M14.00S,2021-11-04T04:24:28.5Z,4,REGULAR,rebound,defensive,[],1629667,,,1610612766,109,92,2021-11-04T04:25:13Z,6580000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,669.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
682,PT01M05.00S,2021-11-04T04:24:33.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,87.20433639947439,47.549019607843135,1610612766,109,92,2021-11-04T04:28:07Z,6585000,-12.0,68.0,1,right,MISS J. Bouknight 6' driving Layup - blocked,"[1630547, 1630541]",1610612766.0,CHA,driving,,,Bouknight,J. Bouknight,,,,,6.89,Missed,,,,,,,,,,,,,,,,,,Moody,1630541.0
683,PT01M05.00S,2021-11-04T04:24:33.8Z,4,REGULAR,block,,[],1630541,,,1610612766,109,92,2021-11-04T04:28:07Z,6587500,,,0,,M. Moody BLOCK (1 BLK),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT01M04.00S,2021-11-04T04:24:34.8Z,4,REGULAR,rebound,defensive,[],1630541,,,1610612744,109,92,2021-11-04T04:28:07Z,6588750,,,0,,M. Moody REBOUND (Off:0 Def:1),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,682.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
673,PT00M56.70S,2021-11-04T04:24:46.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627814,31.61957950065703,22.30392156862745,1610612744,112,92,2021-11-04T04:28:14Z,6610000,138.0,245.0,1,left,D. Lee 28' 3PT  (13 PTS) (M. Moody 1 AST),"[1627814, 1630541]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,28.12,Made,,,,,13.0,M. Moody,1630541.0,1.0,,,,,,,,,,,
675,PT00M41.20S,2021-11-04T04:25:05.7Z,4,REGULAR,3pt,Jump Shot,[],1629667,73.9323258869908,10.049019607843137,1610612766,112,92,2021-11-04T04:25:08Z,6630000,-200.0,193.0,1,right,MISS J. McDaniels 27' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,27.74,Missed,,,,,,,,,,,,,,,,,,,
676,PT00M37.70S,2021-11-04T04:25:09.3Z,4,REGULAR,rebound,defensive,[],1629308,,,1610612744,112,92,2021-11-04T04:25:09Z,6640000,,,0,,J. Toscano-Anderson REBOUND (Off:1 Def:2),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,675.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
677,PT00M22.40S,2021-11-04T04:25:24.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627814,6.652431011826544,52.69607843137255,1610612744,114,92,2021-11-04T04:25:27Z,6650000,-13.0,10.0,1,left,D. Lee driving Layup (15 PTS),[1627814],1610612744.0,GSW,driving,,,Lee,D. Lee,,,,,1.68,Made,,,,,15.0,,,,,,,,,,,,,,
678,PT00M11.80S,2021-11-04T04:25:37.8Z,4,REGULAR,turnover,lost ball,[],1629667,,,1610612766,114,92,2021-11-04T04:25:39Z,6660000,,,0,,J. McDaniels lost ball TURNOVER (1 TO),"[1629667, 1627814]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,1.0,Lee,1627814.0,,,,,,,
679,PT00M11.80S,2021-11-04T04:25:37.8Z,4,REGULAR,steal,,[],1627814,,,1610612744,114,92,2021-11-04T04:25:40Z,6670000,,,0,,D. Lee STEAL (1 STL),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M00.00S,2021-11-04T04:25:53.4Z,4,REGULAR,period,end,[],0,,,1610612744,114,92,2021-11-04T04:25:53Z,6680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M00.00S,2021-11-04T04:27:00.6Z,4,REGULAR,game,end,[],0,,,0,114,92,2021-11-04T04:27:00Z,6690000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
