actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
208,PT11M10.00S,2022-01-21T03:38:05.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203087,,,1610612754,32,25,2022-01-21T03:38:05Z,2050000,,,0,,J. Lamb Free Throw 2 of 2 (2 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Made,,2.0,,,,,,,,,,,,,,,,,
209,PT10M53.00S,2022-01-21T03:38:23.3Z,2,REGULAR,3pt,Jump Shot,[],201939,76.69185282522996,8.088235294117647,1610612744,32,25,2022-01-21T03:38:25Z,2060000,-210.0,167.0,1,right,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.77,Missed,,,,,,,,,,,,,,,,,,,
210,PT10M50.00S,2022-01-21T03:38:26.4Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,32,25,2022-01-21T03:38:26Z,2070000,,,0,,N. Bjelica REBOUND (Off:1 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,209.0,,,,,2.0,1.0,1.0,,,,,,,,,,,
211,PT10M49.00S,2022-01-21T03:38:27.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202357,90.62089356110381,48.77450980392157,1610612744,34,25,2022-01-21T03:38:29Z,2080000,-6.0,36.0,1,right,N. Bjelica putback Layup (4 PTS),[202357],1610612744.0,GSW,putback,,,Bjelica,N. Bjelica,,,,,3.62,Made,,4.0,,,,,,,,,,,,,,,,,
212,PT10M37.00S,2022-01-21T03:38:39.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,8.09789750328515,58.08823529411765,1610612754,34,25,2022-01-21T03:38:42Z,2090000,-40.0,24.0,1,left,MISS O. Brissett driving Layup,[1629052],1610612754.0,IND,driving,,,Brissett,O. Brissett,,,,,4.68,Missed,,,,,,,,,,,,,,,,,,,
213,PT10M35.00S,2022-01-21T03:38:41.7Z,2,REGULAR,rebound,offensive,[],1630543,,,1610612754,34,25,2022-01-21T03:45:51Z,2100000,,,0,,I. Jackson REBOUND (Off:1 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,212.0,,,,,3.0,2.0,1.0,,,,,,,,,,,
260,PT10M34.00S,2022-01-21T03:38:42.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630543,10.11826544021025,45.12101715686275,1610612754,34,25,2022-01-21T03:46:35Z,2105000,24.0,43.0,1,left,MISS I. Jackson tip Layup,[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,4.91,Missed,,,,,,,,,,,,,,,,,,,
261,PT10M33.00S,2022-01-21T03:38:43.3Z,2,REGULAR,rebound,offensive,[],1630543,,,1610612754,34,25,2022-01-21T03:46:35Z,2107500,,,0,,I. Jackson REBOUND (Off:2 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,260.0,,,,,4.0,2.0,2.0,,,,,,,,,,,
214,PT10M31.00S,2022-01-21T03:38:45.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630543,5.590000152587891,50.0,1610612754,34,27,2022-01-21T03:46:26Z,2110000,0.0,0.0,1,left,I. Jackson tip Layup (4 PTS),[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,0.0,Made,,4.0,,,,,,,,,,,,,,,,,
216,PT10M29.00S,2022-01-21T03:38:53.5Z,2,REGULAR,turnover,lost ball,[],202357,,,1610612744,34,27,2022-01-21T03:47:37Z,2130000,,,0,,N. Bjelica lost ball TURNOVER (1 TO),"[202357, 203087]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,1.0,Lamb,203087.0,,,
217,PT10M29.00S,2022-01-21T03:38:53.5Z,2,REGULAR,steal,,[],203087,,,1610612754,34,27,2022-01-21T04:39:47Z,2140000,,,0,,J. Lamb STEAL (1 STL),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT10M19.00S,2022-01-21T03:38:57.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630543,8.229303547963205,54.41176470588235,1610612754,34,29,2022-01-21T03:40:47Z,2150000,-22.0,25.0,1,left,I. Jackson alley-oop DUNK (6 PTS) (J. Lamb 2 AST),"[1630543, 203087]",1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,3.33,Made,,6.0,J. Lamb,203087.0,2.0,,,,,,,,,,,,,,
220,PT10M06.00S,2022-01-21T03:39:18.1Z,2,REGULAR,turnover,lost ball,[],1627814,,,1610612744,34,29,2022-01-21T03:45:14Z,2170000,,,0,,D. Lee lost ball TURNOVER (1 TO),"[1627814, 203087]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,1.0,Lamb,203087.0,,,
221,PT10M06.00S,2022-01-21T03:39:18.1Z,2,REGULAR,steal,,[],203087,,,1610612754,34,29,2022-01-21T03:39:19Z,2180000,,,0,,J. Lamb STEAL (2 STL),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT10M04.00S,2022-01-21T03:39:23.9Z,2,REGULAR,foul,personal,[],1627814,,,1610612754,34,29,2022-01-21T04:22:21Z,2185000,,,0,,D. Lee take personal FOUL (1 PF),"[1627814, 1629052]",1610612744.0,GSW,take,,,Lee,D. Lee,,,,,,,,,,,,,,,2714.0,1.0,0.0,Brissett,1629052.0,,,,,,
222,PT10M04.00S,2022-01-21T03:39:29.8Z,2,REGULAR,substitution,out,[],1630543,,,1610612754,34,29,2022-01-21T03:39:36Z,2190000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT10M04.00S,2022-01-21T03:39:29.8Z,2,REGULAR,substitution,in,[],1629048,,,1610612754,34,29,2022-01-21T03:39:36Z,2200000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M52.00S,2022-01-21T03:39:49.5Z,2,REGULAR,turnover,lost ball,[],1629052,,,1610612754,34,29,2022-01-21T03:52:41Z,2210000,,,0,,O. Brissett lost ball TURNOVER (1 TO),"[1629052, 1627814]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,1.0,Lee,1627814.0,,,
225,PT09M52.00S,2022-01-21T03:39:49.5Z,2,REGULAR,steal,,[],1627814,,,1610612744,34,29,2022-01-21T03:39:52Z,2220000,,,0,,D. Lee STEAL (1 STL),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M46.00S,2022-01-21T03:39:55.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202357,85.75886990801577,55.392156862745104,1610612744,36,29,2022-01-21T03:39:59Z,2230000,27.0,81.0,1,right,N. Bjelica 8' driving Hook (6 PTS) (S. Curry 4 AST),"[202357, 201939]",1610612744.0,GSW,driving,,,Bjelica,N. Bjelica,,,,,8.58,Made,,6.0,S. Curry,201939.0,4.0,,,,,,,,,,,,,,
228,PT09M28.00S,2022-01-21T03:40:17.8Z,2,REGULAR,foul,personal,[],201939,,,1610612754,36,29,2022-01-21T03:40:38Z,2250000,,,0,,S. Curry personal FOUL (2 PF),"[201939, 203087]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Lamb,203087.0,,,,,,
230,PT09M16.00S,2022-01-21T03:40:48.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629048,14.14257555847569,41.66666666666667,1610612754,36,29,2022-01-21T03:40:51Z,2270000,42.0,80.0,1,left,MISS G. Bitadze 9' turnaround Hook,[1629048],1610612754.0,IND,turnaround,,,Bitadze,G. Bitadze,,,,,9.06,Missed,,,,,,,,,,,,,,,,,,,
231,PT09M10.00S,2022-01-21T03:40:54.7Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,36,29,2022-01-21T03:40:56Z,2280000,,,0,,N. Bjelica REBOUND (Off:1 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,230.0,,,,,3.0,2.0,1.0,,,,,,,,,,,
233,PT08M57.00S,2022-01-21T03:41:07.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627814,87.59855453350855,35.049019607843135,1610612744,38,29,2022-01-21T03:41:10Z,2300000,-75.0,64.0,1,right,D. Lee 9' driving floating bank Jump Shot (4 PTS) (N. Bjelica 2 AST),"[1627814, 202357]",1610612744.0,GSW,driving floating bank,,,Lee,D. Lee,,,,,9.85,Made,,4.0,N. Bjelica,202357.0,2.0,,,,,,,,,,,,,,
234,PT08M47.00S,2022-01-21T03:41:17.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202362,8.229303547963205,41.42156862745098,1610612754,38,31,2022-01-21T03:41:20Z,2310000,43.0,25.0,1,left,L. Stephenson driving Layup (4 PTS) (G. Bitadze 2 AST),"[202362, 1629048]",1610612754.0,IND,driving,,,Stephenson,L. Stephenson,,,,,4.96,Made,,4.0,G. Bitadze,1629048.0,2.0,,,,,,,,,,,,,,
236,PT08M40.00S,2022-01-21T03:41:23.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201939,66.96780551905388,76.9607843137255,1610612744,38,31,2022-01-21T03:41:28Z,2330000,135.0,258.0,1,right,MISS S. Curry 29' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,29.11,Missed,,,,,,,,,,,,,,,,,,,
237,PT08M38.00S,2022-01-21T03:41:29.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,38,31,2022-01-21T03:41:29Z,2340000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,
238,PT08M38.00S,2022-01-21T03:41:31.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,38,31,2022-01-21T03:41:31Z,2350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M38.00S,2022-01-21T03:41:35.1Z,2,REGULAR,substitution,out,[],2738,,,1610612754,38,31,2022-01-21T03:41:38Z,2360000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M38.00S,2022-01-21T03:41:35.1Z,2,REGULAR,substitution,in,[],1630228,,,1610612754,38,31,2022-01-21T03:41:38Z,2370000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT08M23.00S,2022-01-21T03:41:55.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,9.806176084099869,39.46078431372549,1610612754,38,31,2022-01-21T03:41:58Z,2380000,53.0,40.0,1,left,MISS D. Washington Jr. 6' driving Layup,[1630613],1610612754.0,IND,driving,,,Washington Jr.,D. Washington Jr.,,,,,6.6,Missed,,,,,,,,,,,,,,,,,,,
243,PT08M19.00S,2022-01-21T03:41:59.4Z,2,REGULAR,rebound,offensive,[],1629048,,,1610612754,38,31,2022-01-21T03:41:59Z,2390000,,,0,,G. Bitadze REBOUND (Off:2 Def:3),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,242.0,,,,,5.0,3.0,2.0,,,,,,,,,,,
244,PT08M19.00S,2022-01-21T03:41:59.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629048,5.590000152587891,50.0,1610612754,38,33,2022-01-21T03:41:59Z,2400000,0.0,0.0,1,left,G. Bitadze putback DUNK (12 PTS),[1629048],1610612754.0,IND,putback,,,Bitadze,G. Bitadze,,,,,0.0,Made,,12.0,,,,,,,,,,,,,,,,,
245,PT08M19.00S,2022-01-21T03:42:03.6Z,2,REGULAR,stoppage,other,[],0,,,1610612744,38,33,2022-01-21T03:42:03Z,2410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M02.00S,2022-01-21T03:42:28.5Z,2,REGULAR,foul,technical,['1freethrow'],1629048,,,1610612744,38,33,2022-01-21T03:42:36Z,2420000,,,0,,G. Bitadze defensive-3-second technical FOUL (1 Tech),[1629048],1610612754.0,IND,defensive-3-second,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,2714.0,1.0,1.0,,,,,,,,
247,PT08M02.00S,2022-01-21T03:42:44.3Z,2,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,39,33,2022-01-21T03:42:44Z,2430000,,,0,,S. Curry technical Free Throw 1 of 1 (8 PTS),[201939],1610612744.0,GSW,technical,,,Curry,S. Curry,,,,,,Made,,8.0,,,,,,,,,,,,,,,,,
248,PT07M53.00S,2022-01-21T03:43:08.2Z,2,REGULAR,turnover,traveling,[],1630228,,,1610612744,39,33,2022-01-21T03:43:09Z,2440000,,,0,,J. Kuminga traveling TURNOVER (1 TO),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,1628171.0,,,,,1.0,,,,,
250,PT07M53.00S,2022-01-21T03:43:47.3Z,2,REGULAR,foul,technical,['1freethrow'],1630228,,,1610612754,39,33,2022-01-21T03:44:01Z,2460000,,,0,,J. Kuminga technical FOUL (1 Tech),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,2714.0,1.0,1.0,,,,,,,,
251,PT07M53.00S,2022-01-21T03:44:02.2Z,2,REGULAR,freethrow,1 of 1,[],203087,,,1610612754,39,33,2022-01-21T03:44:02Z,2470000,,,0,,MISS J. Lamb technical Free Throw 1 of 1,[203087],1610612754.0,IND,technical,,,Lamb,J. Lamb,,,,,,Missed,,,,,,,,,,,,,,,,,,,
252,PT07M53.00S,2022-01-21T03:44:02.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,39,33,2022-01-21T03:44:02Z,2480000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,,
253,PT07M53.00S,2022-01-21T03:44:07.9Z,2,REGULAR,substitution,out,[],1627814,,,1610612754,39,33,2022-01-21T03:44:11Z,2490000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M53.00S,2022-01-21T03:44:07.9Z,2,REGULAR,substitution,in,[],203952,,,1610612754,39,33,2022-01-21T03:44:11Z,2500000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M40.00S,2022-01-21T03:44:34.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630613,8.09789750328515,55.63725490196079,1610612754,39,35,2022-01-21T03:44:37Z,2510000,-28.0,24.0,1,left,D. Washington Jr. driving Layup (2 PTS),[1630613],1610612754.0,IND,driving,,,Washington Jr.,D. Washington Jr.,,,,,3.68,Made,,2.0,,,,,,,,,,,,,,,,,
256,PT07M32.00S,2022-01-21T03:44:47.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,39,35,2022-01-21T03:44:47Z,2520000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M32.00S,2022-01-21T03:47:40.1Z,2,REGULAR,substitution,out,[],202357,,,1610612744,39,35,2022-01-21T03:47:56Z,2540000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT07M32.00S,2022-01-21T03:47:40.1Z,2,REGULAR,substitution,in,[],1626172,,,1610612744,39,35,2022-01-21T03:47:56Z,2550000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT07M23.00S,2022-01-21T03:48:16.6Z,2,REGULAR,3pt,Jump Shot,[],201939,66.3107752956636,63.725490196078425,1610612744,42,35,2022-01-21T03:48:19Z,2570000,69.0,264.0,1,right,S. Curry 27' 3PT step back (11 PTS) (A. Wiggins 1 AST),"[201939, 203952]",1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,27.3,Made,,11.0,A. Wiggins,203952.0,1.0,,,,,,,,,,,,,,
268,PT07M04.00S,2022-01-21T03:48:41.6Z,2,REGULAR,foul,personal,[],1630228,,,1610612754,42,35,2022-01-21T03:48:50Z,2590000,,,0,,J. Kuminga personal FOUL (2 PF),"[1630228, 1629048]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,2714.0,2.0,1.0,Bitadze,1629048.0,,,,,,
270,PT07M02.00S,2022-01-21T03:48:53.2Z,2,REGULAR,3pt,Jump Shot,[],1630613,32.013797634691194,45.09803921568628,1610612754,42,38,2022-01-21T03:48:57Z,2610000,25.0,248.0,1,left,D. Washington Jr. 24' 3PT  (5 PTS) (L. Stephenson 1 AST),"[1630613, 202362]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,24.96,Made,,5.0,L. Stephenson,202362.0,1.0,,,,,,,,,,,,,,
272,PT06M45.00S,2022-01-21T03:49:10.4Z,2,REGULAR,foul,personal,[],202362,,,1610612744,42,38,2022-01-21T03:49:17Z,2630000,,,0,,L. Stephenson personal FOUL (1 PF),"[202362, 1626172]",1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,2714.0,1.0,0.0,Looney,1626172.0,,,,,,
274,PT06M38.00S,2022-01-21T03:49:33.0Z,2,REGULAR,3pt,Jump Shot,[],201939,66.17936925098554,43.872549019607845,1610612744,42,38,2022-01-21T03:49:36Z,2650000,-31.0,265.0,1,right,MISS S. Curry 26' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
275,PT06M37.00S,2022-01-21T03:49:37.2Z,2,REGULAR,rebound,offensive,[],1626172,,,1610612744,42,38,2022-01-21T03:49:37Z,2660000,,,0,,K. Looney REBOUND (Off:2 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,274.0,,,,,5.0,3.0,2.0,,,,,,,,,,,
276,PT06M37.00S,2022-01-21T03:49:37.7Z,2,REGULAR,foul,personal,['2freethrow'],203087,,,1610612744,42,38,2022-01-21T03:49:44Z,2670000,,,0,,J. Lamb shooting personal FOUL (2 PF) (Looney 2 FT),"[203087, 1626172]",1610612754.0,IND,shooting,,,Lamb,J. Lamb,,,,,,,,,,,,,,,201246.0,2.0,0.0,Looney,1626172.0,,,,,,
278,PT06M37.00S,2022-01-21T03:50:06.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626172,,,1610612744,43,38,2022-01-21T03:50:06Z,2690000,,,0,,K. Looney Free Throw 1 of 2 (4 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Made,,4.0,,,,,,,,,,,,,,,,,
279,PT06M37.00S,2022-01-21T03:50:10.0Z,2,REGULAR,substitution,out,[],201939,,,1610612744,43,38,2022-01-21T03:50:22Z,2700000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT06M37.00S,2022-01-21T03:50:10.0Z,2,REGULAR,substitution,out,[],1629052,,,1610612744,43,38,2022-01-21T03:50:22Z,2710000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT06M37.00S,2022-01-21T03:50:10.0Z,2,REGULAR,substitution,out,[],203087,,,1610612744,43,38,2022-01-21T03:50:22Z,2720000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT06M37.00S,2022-01-21T03:50:10.0Z,2,REGULAR,substitution,in,[],202691,,,1610612744,43,38,2022-01-21T03:50:22Z,2730000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT06M37.00S,2022-01-21T03:50:10.0Z,2,REGULAR,substitution,in,[],203200,,,1610612744,43,38,2022-01-21T03:50:22Z,2740000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT06M37.00S,2022-01-21T03:50:10.0Z,2,REGULAR,substitution,in,[],1628470,,,1610612744,43,38,2022-01-21T03:50:22Z,2750000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT06M37.00S,2022-01-21T03:50:31.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626172,,,1610612744,44,38,2022-01-21T03:50:31Z,2760000,,,0,,K. Looney Free Throw 2 of 2 (5 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Made,,5.0,,,,,,,,,,,,,,,,,
286,PT06M26.00S,2022-01-21T03:50:46.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,44,38,2022-01-21T03:50:46Z,2770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT06M15.00S,2022-01-21T03:51:07.2Z,2,REGULAR,3pt,Jump Shot,[],1630613,32.53942181340342,23.284313725490197,1610612754,44,41,2022-01-21T03:51:10Z,2780000,134.0,253.0,1,left,D. Washington Jr. 28' 3PT  (8 PTS) (G. Bitadze 3 AST),"[1630613, 1629048]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,28.65,Made,,8.0,G. Bitadze,1629048.0,3.0,,,,,,,,,,,,,,
289,PT05M59.00S,2022-01-21T03:51:23.0Z,2,REGULAR,3pt,Jump Shot,[],203952,65.1281208935611,57.84313725490197,1610612744,44,41,2022-01-21T03:51:25Z,2800000,39.0,275.0,1,right,MISS A. Wiggins 27' pullup 3PT,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,27.81,Missed,,,,,,,,,,,,,,,,,,,
290,PT05M57.00S,2022-01-21T03:51:25.0Z,2,REGULAR,rebound,defensive,[],203200,,,1610612754,44,41,2022-01-21T03:51:54Z,2810000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,289.0,,,,,2.0,2.0,0.0,,,,,,,,,,,
291,PT05M50.00S,2022-01-21T03:51:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,9.543363994743759,42.40196078431372,1610612754,44,41,2022-01-21T03:51:34Z,2820000,38.0,37.0,1,left,MISS G. Bitadze Layup - blocked,"[1629048, 203952]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,5.32,Missed,,,,,,,,,,,,,,,,,Wiggins,203952.0,
292,PT05M50.00S,2022-01-21T03:51:32.0Z,2,REGULAR,block,,[],203952,,,1610612754,44,41,2022-01-21T03:51:35Z,2830000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT05M48.00S,2022-01-21T03:51:34.0Z,2,REGULAR,rebound,defensive,[],202691,,,1610612744,44,41,2022-01-21T03:51:50Z,2840000,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,291.0,,,,,1.0,1.0,0.0,,,,,,,,,,,
294,PT05M44.00S,2022-01-21T03:51:38.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202691,92.19776609724047,45.588235294117645,1610612744,46,41,2022-01-21T03:51:41Z,2850000,-22.0,21.0,1,right,K. Thompson Layup (6 PTS) (J. Kuminga 3 AST),"[202691, 1630228]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,3.03,Made,,6.0,J. Kuminga,1630228.0,3.0,,,,,,,,,,,,,,
296,PT05M43.00S,2022-01-21T03:51:45.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,46,41,2022-01-21T03:51:45Z,2870000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT05M43.00S,2022-01-21T03:54:30.5Z,2,REGULAR,substitution,out,[],1630613,,,1610612754,46,41,2022-01-21T03:54:41Z,2880000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT05M43.00S,2022-01-21T03:54:30.5Z,2,REGULAR,substitution,in,[],1630537,,,1610612754,46,41,2022-01-21T03:54:41Z,2900000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT05M32.00S,2022-01-21T03:55:15.3Z,2,REGULAR,3pt,Jump Shot,[],203200,30.436925098554536,30.14705882352941,1610612754,46,41,2022-01-21T03:55:18Z,2920000,99.0,234.0,1,left,MISS J. Holiday 25' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,,
302,PT05M29.00S,2022-01-21T03:55:18.9Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,46,41,2022-01-21T03:55:18Z,2930000,,,0,,J. Kuminga REBOUND (Off:1 Def:4),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,301.0,,,,,5.0,4.0,1.0,,,,,,,,,,,
303,PT05M20.00S,2022-01-21T03:55:28.2Z,2,REGULAR,3pt,Jump Shot,[],202691,69.33311432325887,25.98039215686275,1610612744,46,41,2022-01-21T03:55:30Z,2940000,-120.0,236.0,1,right,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,,
304,PT05M18.00S,2022-01-21T03:55:30.2Z,2,REGULAR,rebound,offensive,[],202691,,,1610612744,46,41,2022-01-21T03:55:57Z,2950000,,,0,,K. Thompson REBOUND (Off:1 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,303.0,,,,,2.0,1.0,1.0,,,,,,,,,,,
