actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
267,PT04M12.00S,2021-10-29T02:53:51.8Z,2,REGULAR,2pt,Jump Shot,[],1629001,69.46452036793693,44.11764705882353,1610612763,47,36,2021-10-29T02:53:56Z,2630000,-29.0,235.0,1,right,MISS D. Melton 23' step back Shot,[1629001],1610612763.0,MEM,step back,,,Melton,D. Melton,,,,,23.63,Missed,,,,,,,,,,,,,,,,,,,
268,PT04M10.00S,2021-10-29T02:53:53.8Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,47,36,2021-10-29T02:54:18Z,2640000,,,0,,D. Green REBOUND (Off:1 Def:8),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,267.0,,,,,,,,,,9.0,8.0,1.0,,,,,,
269,PT04M03.00S,2021-10-29T02:54:00.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,8.229303547963205,41.42156862745098,1610612744,49,36,2021-10-29T02:54:05Z,2650000,43.0,25.0,1,left,S. Curry Layup (16 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,4.96,Made,,,,,16.0,,,,,,,,,,,,,,
270,PT04M01.00S,2021-10-29T02:54:08.7Z,2,REGULAR,timeout,full,['team'],0,,,1610612763,49,36,2021-10-29T02:54:08Z,2660000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M01.00S,2021-10-29T02:55:25.6Z,2,REGULAR,substitution,out,[],1630217,,,1610612763,49,36,2021-10-29T02:57:02Z,2670000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M01.00S,2021-10-29T02:55:25.6Z,2,REGULAR,substitution,in,[],1630533,,,1610612763,49,36,2021-10-29T02:57:02Z,2680000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M42.00S,2021-10-29T02:57:23.2Z,2,REGULAR,2pt,Hook,[],203937,91.67214191852825,68.62745098039215,1610612763,49,38,2021-10-29T02:57:26Z,2690000,93.0,26.0,1,right,K. Anderson 9' turnaround Hook (4 PTS),[203937],1610612763.0,MEM,turnaround,,,Anderson,K. Anderson,,,,,9.66,Made,,,,,4.0,,,,,,,,,,,,,,
274,PT03M25.00S,2021-10-29T02:57:40.3Z,2,REGULAR,3pt,Jump Shot,[],201939,33.98488830486202,63.48039215686274,1610612744,49,38,2021-10-29T02:57:43Z,2700000,-67.0,267.0,1,left,MISS S. Curry 27' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,27.54,Missed,,,,,,,,,,,,,,,,,,,
275,PT03M23.00S,2021-10-29T02:57:49.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,49,38,2021-10-29T02:57:49Z,2710000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,274.0,,,,,,,,,,,,,,,,,,
276,PT03M23.00S,2021-10-29T02:57:49.8Z,2,REGULAR,foul,personal,[],1629001,,,1610612744,49,38,2021-10-29T02:57:54Z,2720000,,,0,,D. Melton loose ball personal FOUL (2 PF),"[1629001, 203952]",1610612763.0,MEM,loose ball,,,Melton,D. Melton,,,,,,,,,,,,1627964.0,2.0,0.0,Wiggins,203952.0,,,,,,,,,
278,PT03M14.00S,2021-10-29T02:58:11.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627814,28.86005256241787,17.401960784313726,1610612744,49,38,2021-10-29T02:58:13Z,2740000,163.0,219.0,1,left,MISS D. Lee 27' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,27.28,Missed,,,,,,,,,,,,,,,,,,,
279,PT03M11.00S,2021-10-29T02:58:14.4Z,2,REGULAR,rebound,defensive,[],203937,,,1610612763,49,38,2021-10-29T02:58:14Z,2750000,,,0,,K. Anderson REBOUND (Off:1 Def:3),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,278.0,,,,,,,,,,4.0,3.0,1.0,,,,,,
280,PT02M55.00S,2021-10-29T02:58:30.0Z,2,REGULAR,3pt,Jump Shot,[],1629630,63.6826544021025,42.8921568627451,1610612763,49,41,2021-10-29T02:58:32Z,2760000,-36.0,289.0,1,right,J. Morant 29' 3PT  (5 PTS) (D. Melton 1 AST),"[1629630, 1629001]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,29.11,Made,,,,,5.0,,,,,,,,,D. Melton,1629001.0,1.0,,,
282,PT02M50.00S,2021-10-29T02:58:41.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612744,49,41,2021-10-29T02:58:41Z,2780000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M50.00S,2021-10-29T03:00:25.0Z,2,REGULAR,substitution,out,[],203937,,,1610612744,49,41,2021-10-29T03:00:40Z,2800000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M50.00S,2021-10-29T03:00:25.0Z,2,REGULAR,substitution,out,[],1630533,,,1610612744,49,41,2021-10-29T03:00:40Z,2810000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M50.00S,2021-10-29T03:00:25.0Z,2,REGULAR,substitution,in,[],2738,,,1610612744,49,41,2021-10-29T03:00:40Z,2820000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M50.00S,2021-10-29T03:00:25.0Z,2,REGULAR,substitution,in,[],1628991,,,1610612744,49,41,2021-10-29T03:00:40Z,2830000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M50.00S,2021-10-29T03:00:25.0Z,2,REGULAR,substitution,in,[],1626145,,,1610612744,49,41,2021-10-29T03:00:40Z,2840000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M50.00S,2021-10-29T03:00:25.0Z,2,REGULAR,substitution,out,[],1629308,,,1610612744,49,41,2021-10-29T03:01:14Z,2845000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M35.00S,2021-10-29T03:00:51.4Z,2,REGULAR,3pt,Jump Shot,[],201939,26.62614980289093,9.803921568627452,1610612744,52,41,2021-10-29T03:00:54Z,2850000,201.0,198.0,1,left,S. Curry 28' 3PT  (19 PTS) (A. Iguodala 1 AST),"[201939, 2738]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,28.2,Made,,,,,19.0,,,,,,,,,A. Iguodala,2738.0,1.0,,,
291,PT02M17.00S,2021-10-29T03:01:09.3Z,2,REGULAR,turnover,bad pass,[],1629001,,,1610612763,52,41,2021-10-29T03:01:12Z,2870000,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 203110]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,1.0,Green,203110.0,,,,,,,,,,,,,,,
293,PT02M17.00S,2021-10-29T03:01:09.3Z,2,REGULAR,steal,,[],203110,,,1610612744,52,41,2021-10-29T03:07:03Z,2880000,,,0,,D. Green STEAL (2 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M09.00S,2021-10-29T03:01:17.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201939,6.783837056504599,54.65686274509803,1610612744,52,41,2021-10-29T03:01:20Z,2890000,-23.0,11.0,1,left,MISS S. Curry driving Layup - blocked,"[201939, 1629001]",1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,2.59,Missed,,,,,,,,,,,,,,,,,Melton,1629001.0,
295,PT02M09.00S,2021-10-29T03:01:17.0Z,2,REGULAR,block,,[],1629001,,,1610612744,52,41,2021-10-29T03:01:21Z,2900000,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M07.00S,2021-10-29T03:01:19.0Z,2,REGULAR,rebound,defensive,[],1626145,,,1610612763,52,41,2021-10-29T03:06:44Z,2910000,,,0,,T. Jones REBOUND (Off:0 Def:3),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,294.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
297,PT02M02.00S,2021-10-29T03:01:24.5Z,2,REGULAR,3pt,Jump Shot,[],1629630,90.88370565045992,96.56862745098039,1610612763,52,41,2021-10-29T03:01:28Z,2920000,233.0,33.0,1,right,MISS J. Morant 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,23.52,Missed,,,,,,,,,,,,,,,,,,,
298,PT02M00.00S,2021-10-29T03:01:26.5Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,52,41,2021-10-29T03:06:37Z,2930000,,,0,,S. Adams REBOUND (Off:2 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,297.0,,,,,,,,,,5.0,3.0,2.0,,,,,,
299,PT01M49.00S,2021-10-29T03:01:37.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626145,88.78120893561103,2.2058823529411766,1610612763,52,41,2021-10-29T03:01:41Z,2940000,-239.0,53.0,1,right,MISS T. Jones 24' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,24.48,Missed,,,,,,,,,,,,,,,,,,,
300,PT01M47.00S,2021-10-29T03:01:39.9Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,52,41,2021-10-29T03:06:31Z,2950000,,,0,,S. Adams REBOUND (Off:3 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,299.0,,,,,,,,,,6.0,3.0,3.0,,,,,,
301,PT01M43.00S,2021-10-29T03:01:42.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,92.85479632063075,47.30392156862745,1610612763,52,43,2021-10-29T03:01:51Z,2960000,-13.0,15.0,1,right,S. Adams putback Layup (12 PTS),[203500],1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,2.0,Made,,,,,12.0,,,,,,,,,,,,,,
302,PT01M24.00S,2021-10-29T03:02:02.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203110,9.017739816031538,38.23529411764706,1610612744,52,43,2021-10-29T03:02:05Z,2970000,59.0,32.0,1,left,MISS D. Green 6' turnaround Hook,[203110],1610612744.0,GSW,turnaround,,,Green,D. Green,,,,,6.71,Missed,,,,,,,,,,,,,,,,,,,
303,PT01M22.00S,2021-10-29T03:02:04.2Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,52,43,2021-10-29T03:06:23Z,2980000,,,0,,J. Morant REBOUND (Off:0 Def:4),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,302.0,,,,,,,,,,4.0,4.0,0.0,,,,,,
304,PT01M16.00S,2021-10-29T03:02:13.8Z,2,REGULAR,turnover,bad pass,[],1629630,,,1610612763,52,43,2021-10-29T03:02:16Z,2990000,,,0,,J. Morant bad pass TURNOVER (2 TO),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,2.0,,,,,,,,,,,,,,,,,
306,PT01M16.00S,2021-10-29T03:02:17.8Z,2,REGULAR,foul,personal,[],1628991,,,1610612744,52,43,2021-10-29T03:02:30Z,3010000,,,0,,J. Jackson Jr. loose ball personal FOUL (3 PF),"[1628991, 203952]",1610612763.0,MEM,loose ball,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,1627964.0,3.0,0.0,Wiggins,203952.0,,,,,,,,,
308,PT01M16.00S,2021-10-29T03:02:35.5Z,2,REGULAR,substitution,out,[],1628991,,,1610612744,52,43,2021-10-29T03:02:39Z,3030000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M16.00S,2021-10-29T03:02:35.5Z,2,REGULAR,substitution,in,[],1630217,,,1610612744,52,43,2021-10-29T03:02:39Z,3040000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M07.00S,2021-10-29T03:02:50.5Z,2,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,52,43,2021-10-29T03:02:56Z,3050000,,,0,,S. Curry step out-of-bounds TURNOVER (2 TO),[201939],1610612744.0,GSW,step,,,Curry,S. Curry,,,,,,,,2.0,,,,1627964.0,,,,,,,,,,,,,
311,PT00M54.40S,2021-10-29T03:03:15.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629630,82.7365308804205,47.05882352941176,1610612763,52,45,2021-10-29T03:03:19Z,3060000,-15.0,110.0,1,right,J. Morant 11' pullup Jump Shot (7 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,11.08,Made,,,,,7.0,,,,,,,,,,,,,,
312,PT00M45.40S,2021-10-29T03:03:27.8Z,2,REGULAR,turnover,lost ball,[],201939,,,1610612744,52,45,2021-10-29T03:03:29Z,3070000,,,0,,S. Curry lost ball TURNOVER (3 TO),"[201939, 1629001]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,3.0,Melton,1629001.0,,,,,,,,,,,,,,,
313,PT00M45.40S,2021-10-29T03:03:27.8Z,2,REGULAR,steal,,[],1629001,,,1610612763,52,45,2021-10-29T03:03:30Z,3080000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M41.10S,2021-10-29T03:03:32.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629001,69.72733245729303,19.362745098039216,1610612763,52,45,2021-10-29T03:03:36Z,3090000,-153.0,232.0,1,right,MISS D. Melton 27' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,27.81,Missed,,,,,,,,,,,,,,,,,,,
315,PT00M39.70S,2021-10-29T03:03:33.6Z,2,REGULAR,rebound,defensive,[],2738,,,1610612744,52,45,2021-10-29T03:06:14Z,3100000,,,0,,A. Iguodala REBOUND (Off:0 Def:2),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,314.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
316,PT00M31.10S,2021-10-29T03:03:42.1Z,2,REGULAR,3pt,Jump Shot,[],201939,26.363337713534822,84.55882352941177,1610612744,55,45,2021-10-29T03:03:46Z,3110000,-173.0,195.0,1,left,S. Curry 26' 3PT pullup (22 PTS) (A. Iguodala 2 AST),"[201939, 2738]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,26.08,Made,,,,,22.0,,,,,,,,,A. Iguodala,2738.0,2.0,,,
318,PT00M10.60S,2021-10-29T03:04:12.9Z,2,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,55,45,2021-10-29T03:04:16Z,3130000,,,0,,J. Morant step out-of-bounds TURNOVER (3 TO),[1629630],1610612763.0,MEM,step,,,Morant,J. Morant,,,,,,,,3.0,,,,1662.0,,,,,,,,,,,,,
319,PT00M10.60S,2021-10-29T03:04:20.4Z,2,REGULAR,substitution,out,[],2738,,,1610612744,55,45,2021-10-29T03:04:30Z,3140000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M10.60S,2021-10-29T03:04:20.4Z,2,REGULAR,substitution,in,[],203490,,,1610612744,55,45,2021-10-29T03:04:30Z,3150000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M10.60S,2021-10-29T03:04:31.6Z,2,REGULAR,substitution,out,[],203500,,,1610612744,55,45,2021-10-29T03:04:34Z,3160000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M10.60S,2021-10-29T03:04:31.6Z,2,REGULAR,substitution,in,[],203937,,,1610612744,55,45,2021-10-29T03:04:34Z,3170000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M03.00S,2021-10-29T03:04:48.1Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,55,45,2021-10-29T03:05:17Z,3180000,,,0,,S. Curry bad pass TURNOVER (4 TO),"[201939, 1629630]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,4.0,Morant,1629630.0,,,,,,,,,,,,,,,
324,PT00M03.00S,2021-10-29T03:04:48.1Z,2,REGULAR,steal,,[],1629630,,,1610612763,55,45,2021-10-29T03:04:51Z,3190000,,,0,,J. Morant STEAL (1 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M00.00S,2021-10-29T03:05:54.9Z,2,REGULAR,period,end,[],0,,,1610612763,55,45,2021-10-29T03:05:54Z,3200000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-10-29T03:20:02.4Z,3,REGULAR,substitution,out,['startperiod'],1627814,,,1610612763,55,45,2021-10-29T03:20:17Z,3210000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-10-29T03:20:02.4Z,3,REGULAR,substitution,out,['startperiod'],203490,,,1610612763,55,45,2021-10-29T03:20:17Z,3220000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-10-29T03:20:02.4Z,3,REGULAR,substitution,out,['startperiod'],1626145,,,1610612763,55,45,2021-10-29T03:20:17Z,3230000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2021-10-29T03:20:02.4Z,3,REGULAR,substitution,out,['startperiod'],203937,,,1610612763,55,45,2021-10-29T03:20:17Z,3240000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2021-10-29T03:20:02.4Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612763,55,45,2021-10-29T03:20:17Z,3250000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2021-10-29T03:20:02.4Z,3,REGULAR,substitution,in,['startperiod'],1629673,,,1610612763,55,45,2021-10-29T03:20:17Z,3260000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2021-10-29T03:20:02.4Z,3,REGULAR,substitution,in,['startperiod'],203500,,,1610612763,55,45,2021-10-29T03:20:17Z,3270000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2021-10-29T03:20:02.4Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,55,45,2021-10-29T03:20:17Z,3280000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2021-10-29T03:20:16.8Z,3,REGULAR,period,start,[],0,,,1610612744,55,45,2021-10-29T03:20:17Z,3290000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT11M44.00S,2021-10-29T03:20:31.9Z,3,REGULAR,2pt,Jump Shot,[],1626172,83.65637319316689,76.7156862745098,1610612744,55,45,2021-10-29T03:20:34Z,3300000,134.0,101.0,1,right,MISS K. Looney 16' Jump Shot,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,16.75,Missed,,,,,,,,,,,,,,,,,,,
336,PT11M42.00S,2021-10-29T03:20:33.9Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,55,45,2021-10-29T03:22:34Z,3310000,,,0,,S. Adams REBOUND (Off:3 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,335.0,,,,,,,,,,7.0,4.0,3.0,,,,,,
337,PT11M31.00S,2021-10-29T03:20:44.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,17.427726675427067,46.568627450980394,1610612763,55,47,2021-10-29T03:20:48Z,3320000,17.0,111.0,1,left,J. Morant 11' pullup Jump Shot (9 PTS),[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,11.26,Made,,,,,9.0,,,,,,,,,,,,,,
338,PT11M12.00S,2021-10-29T03:21:03.9Z,3,REGULAR,turnover,bad pass,[],1629673,,,1610612744,55,47,2021-10-29T03:21:05Z,3330000,,,0,,J. Poole bad pass TURNOVER (4 TO),"[1629673, 203500]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,4.0,Adams,203500.0,,,,,,,,,,,,,,,
339,PT11M12.00S,2021-10-29T03:21:03.9Z,3,REGULAR,steal,,[],203500,,,1610612763,55,47,2021-10-29T03:27:52Z,3340000,,,0,,S. Adams STEAL (1 STL),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M09.00S,2021-10-29T03:21:09.5Z,3,REGULAR,foul,personal,[],201939,,,1610612763,55,47,2021-10-29T03:21:17Z,3350000,,,0,,S. Curry personal FOUL (2 PF),"[201939, 1629630]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,200833.0,2.0,0.0,Morant,1629630.0,,,,,,,,,
342,PT10M53.00S,2021-10-29T03:21:44.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628991,5.338370565045992,93.38235294117648,1610612763,55,47,2021-10-29T03:21:47Z,3370000,-217.0,-2.0,1,left,MISS J. Jackson Jr. 21' Jump Shot - blocked,"[1628991, 203110]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,21.69,Missed,,,,,,,,,,,,,,,,,Green,203110.0,
343,PT10M53.00S,2021-10-29T03:21:44.7Z,3,REGULAR,block,,[],203110,,,1610612763,55,47,2021-10-29T03:22:17Z,3380000,,,0,,D. Green BLOCK (2 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT10M51.00S,2021-10-29T03:21:46.7Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,55,47,2021-10-29T03:22:09Z,3390000,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,342.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
345,PT10M46.00S,2021-10-29T03:21:54.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,55,47,2021-10-29T03:21:54Z,3400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT10M40.00S,2021-10-29T03:22:17.9Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,55,47,2021-10-29T03:22:19Z,3410000,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 1629630]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,2.0,Morant,1629630.0,,,,,,,,,,,,,,,
347,PT10M40.00S,2021-10-29T03:22:17.9Z,3,REGULAR,steal,,[],1629630,,,1610612763,55,47,2021-10-29T03:22:20Z,3420000,,,0,,J. Morant STEAL (2 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT10M39.00S,2021-10-29T03:22:22.1Z,3,REGULAR,foul,personal,[],1629673,,,1610612763,55,47,2021-10-29T03:22:26Z,3430000,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 1629630]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,1627964.0,1.0,0.0,Morant,1629630.0,,,,,,,,,
350,PT10M22.00S,2021-10-29T03:22:58.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629630,14.536793692509855,49.50980392156863,1610612763,55,49,2021-10-29T03:23:02Z,3450000,2.0,84.0,1,left,J. Morant 8' driving floating Jump Shot (11 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,8.41,Made,,,,,11.0,,,,,,,,,,,,,,
351,PT10M09.00S,2021-10-29T03:23:11.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203952,89.17542706964521,55.14705882352941,1610612744,57,49,2021-10-29T03:23:14Z,3460000,26.0,49.0,1,right,A. Wiggins cutting DUNK (10 PTS) (D. Green 5 AST),"[203952, 203110]",1610612744.0,GSW,cutting,,,Wiggins,A. Wiggins,,,,,5.56,Made,,,,,10.0,,,,,,,,,D. Green,203110.0,5.0,,,
353,PT09M50.00S,2021-10-29T03:23:30.4Z,3,REGULAR,3pt,Jump Shot,[],1628991,29.911300919842315,13.970588235294118,1610612763,57,49,2021-10-29T03:23:33Z,3480000,180.0,229.0,1,left,MISS J. Jackson Jr. 29' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,29.11,Missed,,,,,,,,,,,,,,,,,,,
354,PT09M47.00S,2021-10-29T03:23:34.2Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,57,49,2021-10-29T03:23:34Z,3490000,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,353.0,,,,,,,,,,3.0,2.0,1.0,,,,,,
355,PT09M37.00S,2021-10-29T03:23:43.9Z,3,REGULAR,turnover,bad pass,[],201939,,,1610612744,57,49,2021-10-29T03:23:45Z,3500000,,,0,,S. Curry bad pass TURNOVER (5 TO),"[201939, 203500]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,5.0,Adams,203500.0,,,,,,,,,,,,,,,
