actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
90,PT05M26.00S,2021-10-29T02:25:15.2Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,20,12,2021-10-29T02:25:15Z,900000,,,0,,D. Green REBOUND (Off:1 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,89.0,,,,,,,,,,4.0,3.0,1.0,,,,,,
91,PT05M22.00S,2021-10-29T02:25:18.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203952,9.149145860709593,58.82352941176471,1610612744,22,12,2021-10-29T02:25:23Z,910000,-44.0,34.0,1,left,A. Wiggins Layup (7 PTS) (D. Green 4 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,5.54,Made,,,,,7.0,,,,,,,,,D. Green,203110.0,4.0,,,
93,PT05M04.00S,2021-10-29T02:25:36.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,86.15308804204993,58.333333333333336,1610612763,22,12,2021-10-29T02:25:40Z,930000,42.0,78.0,1,right,MISS K. Anderson 8' driving floating Shot,[203937],1610612763.0,MEM,driving floating,,,Anderson,K. Anderson,,,,,8.82,Missed,,,,,,,,,,,,,,,,,,,
94,PT05M02.00S,2021-10-29T02:25:38.4Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,22,12,2021-10-29T02:27:09Z,940000,,,0,,S. Adams REBOUND (Off:1 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,93.0,,,,,,,,,,2.0,1.0,1.0,,,,,,
95,PT04M59.00S,2021-10-29T02:25:42.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,92.9862023653088,48.03921568627451,1610612763,22,12,2021-10-29T02:25:45Z,950000,-10.0,13.0,1,right,MISS S. Adams putback Layup - blocked,"[203500, 203110]",1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,1.66,Missed,,,,,,,,,,,,,,,,,Green,203110.0,
96,PT04M59.00S,2021-10-29T02:25:42.0Z,1,REGULAR,block,,[],203110,,,1610612763,22,12,2021-10-29T02:46:14Z,960000,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M57.00S,2021-10-29T02:25:44.0Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,22,12,2021-10-29T02:27:03Z,970000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,95.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
98,PT04M51.00S,2021-10-29T02:25:49.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203952,11.514454664914586,51.225490196078425,1610612744,22,12,2021-10-29T02:29:12Z,980000,-6.0,56.0,1,left,MISS A. Wiggins driving floating Shot,[203952],1610612744.0,GSW,driving floating,,,Wiggins,A. Wiggins,,,,,5.6,Missed,,,,,,,,,,,,,,,,,,,
99,PT04M49.00S,2021-10-29T02:25:51.7Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,22,12,2021-10-29T02:26:55Z,990000,,,0,,J. Morant REBOUND (Off:0 Def:2),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,98.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
100,PT04M40.00S,2021-10-29T02:26:01.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203500,84.83902759526939,50.245098039215684,1610612763,22,14,2021-10-29T02:26:06Z,1000000,1.0,90.0,1,right,S. Adams 9' Jump Shot (10 PTS) (J. Morant 2 AST),"[203500, 1629630]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,9.0,Made,,,,,10.0,,,,,,,,,J. Morant,1629630.0,2.0,,,
102,PT04M24.00S,2021-10-29T02:26:16.9Z,1,REGULAR,2pt,Jump Shot,[],201939,14.4053876478318,31.372549019607842,1610612744,22,14,2021-10-29T02:27:20Z,1020000,93.0,83.0,1,left,MISS S. Curry 12' floating Shot,[201939],1610612744.0,GSW,floating,,,Curry,S. Curry,,,,,12.47,Missed,,,,,,,,,,,,,,,,,,,
103,PT04M22.00S,2021-10-29T02:26:18.9Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612763,22,14,2021-10-29T02:26:49Z,1030000,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,102.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
104,PT04M17.00S,2021-10-29T02:26:24.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630533,91.01511169513797,52.450980392156865,1610612763,22,16,2021-10-29T02:26:41Z,1040000,12.0,32.0,1,right,Z. Williams running alley-oop DUNK (2 PTS) (J. Morant 3 AST),"[1630533, 1629630]",1610612763.0,MEM,running alley-oop,,,Williams,Z. Williams,,,,,3.43,Made,,,,,2.0,,,,,,,,,J. Morant,1629630.0,3.0,,,
106,PT04M17.00S,2021-10-29T02:26:44.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,22,16,2021-10-29T02:26:44Z,1060000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M17.00S,2021-10-29T02:28:27.2Z,1,REGULAR,substitution,out,[],203952,,,1610612744,22,16,2021-10-29T02:29:13Z,1070000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M17.00S,2021-10-29T02:28:27.2Z,1,REGULAR,substitution,out,[],1629001,,,1610612744,22,16,2021-10-29T02:29:13Z,1080000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M17.00S,2021-10-29T02:28:27.2Z,1,REGULAR,substitution,out,[],203500,,,1610612744,22,16,2021-10-29T02:29:13Z,1090000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M17.00S,2021-10-29T02:28:27.2Z,1,REGULAR,substitution,in,[],203490,,,1610612744,22,16,2021-10-29T02:29:13Z,1100000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M17.00S,2021-10-29T02:28:27.2Z,1,REGULAR,substitution,in,[],1630214,,,1610612744,22,16,2021-10-29T02:29:13Z,1110000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M17.00S,2021-10-29T02:28:27.2Z,1,REGULAR,substitution,in,[],1629723,,,1610612744,22,16,2021-10-29T02:29:13Z,1120000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M58.00S,2021-10-29T02:29:41.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203110,7.5722733245729295,44.85294117647059,1610612744,24,16,2021-10-29T02:29:43Z,1130000,26.0,19.0,1,left,D. Green cutting Layup (2 PTS) (S. Curry 2 AST),"[203110, 201939]",1610612744.0,GSW,cutting,,,Green,D. Green,,,,,3.18,Made,,,,,2.0,,,,,,,,,S. Curry,201939.0,2.0,,,
115,PT03M42.00S,2021-10-29T02:29:56.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,89.30683311432325,56.86274509803921,1610612763,24,16,2021-10-29T02:30:00Z,1150000,34.0,48.0,1,right,MISS J. Morant driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,5.9,Missed,,,,,,,,,,,,,,,,,,,
116,PT03M38.00S,2021-10-29T02:30:00.7Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,24,16,2021-10-29T02:30:00Z,1160000,,,0,,D. Green REBOUND (Off:1 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,115.0,,,,,,,,,,5.0,4.0,1.0,,,,,,
117,PT03M28.00S,2021-10-29T02:30:10.9Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,24,16,2021-10-29T02:30:12Z,1170000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1630533]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,1.0,Williams,1630533.0,,,,,,,,,,,,,,,
119,PT03M28.00S,2021-10-29T02:30:10.9Z,1,REGULAR,steal,,[],1630533,,,1610612763,24,16,2021-10-29T02:30:13Z,1180000,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M15.00S,2021-10-29T02:30:24.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630214,83.39356110381078,52.94117647058824,1610612763,24,18,2021-10-29T02:30:29Z,1190000,15.0,104.0,1,right,X. Tillman 10' floating Jump Shot (2 PTS) (J. Morant 4 AST),"[1630214, 1629630]",1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,10.46,Made,,,,,2.0,,,,,,,,,J. Morant,1629630.0,4.0,,,
122,PT03M01.00S,2021-10-29T02:30:38.5Z,1,REGULAR,3pt,Jump Shot,[],201939,14.931011826544022,4.411764705882353,1610612744,24,18,2021-10-29T02:30:41Z,1210000,228.0,88.0,1,left,MISS S. Curry 24' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,24.43,Missed,,,,,,,,,,,,,,,,,,,
123,PT02M57.00S,2021-10-29T02:30:41.8Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,24,18,2021-10-29T02:30:41Z,1220000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,122.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
124,PT02M43.00S,2021-10-29T02:30:56.4Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,24,18,2021-10-29T02:30:58Z,1230000,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 202357]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,1.0,Bjelica,202357.0,,,,,,,,,,,,,,,
125,PT02M43.00S,2021-10-29T02:30:56.4Z,1,REGULAR,steal,,[],202357,,,1610612744,24,18,2021-10-29T02:30:59Z,1240000,,,0,,N. Bjelica STEAL (1 STL),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M35.00S,2021-10-29T02:31:04.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,24.392247043363994,87.25490196078431,1610612744,27,18,2021-10-29T02:31:07Z,1250000,-186.0,177.0,1,left,S. Curry 25' 3PT  (12 PTS) (N. Bjelica 1 AST),"[201939, 202357]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,25.68,Made,,,,,12.0,,,,,,,,,N. Bjelica,202357.0,1.0,,,
128,PT02M17.00S,2021-10-29T02:31:21.7Z,1,REGULAR,2pt,Jump Shot,[],1629630,75.90341655716163,49.01960784313725,1610612763,27,18,2021-10-29T02:31:26Z,1270000,-5.0,174.0,1,right,MISS J. Morant 17' pullup Shot,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,17.41,Missed,,,,,,,,,,,,,,,,,,,
129,PT02M16.00S,2021-10-29T02:31:22.7Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,27,18,2021-10-29T02:38:34Z,1280000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,128.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
130,PT02M08.00S,2021-10-29T02:31:31.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202357,7.966491458607096,38.23529411764706,1610612744,27,18,2021-10-29T02:49:43Z,1290000,59.0,22.0,1,left,MISS N. Bjelica 6' Jump Shot,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,6.29,Missed,,,,,,,,,,,,,,,,,,,
131,PT02M06.00S,2021-10-29T02:31:33.2Z,1,REGULAR,rebound,defensive,[],1629630,,,1610612763,27,18,2021-10-29T02:38:28Z,1300000,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,130.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
132,PT02M01.00S,2021-10-29T02:31:38.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630533,90.75229960578186,96.81372549019608,1610612763,27,18,2021-10-29T02:31:41Z,1310000,234.0,34.0,1,right,MISS Z. Williams 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,23.66,Missed,,,,,,,,,,,,,,,,,,,
133,PT01M59.00S,2021-10-29T02:31:40.7Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,27,18,2021-10-29T02:38:20Z,1320000,,,0,,D. Green REBOUND (Off:1 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,132.0,,,,,,,,,,6.0,5.0,1.0,,,,,,
134,PT01M46.00S,2021-10-29T02:31:53.0Z,1,REGULAR,3pt,Jump Shot,[],203490,28.203022339027594,16.42156862745098,1610612744,30,18,2021-10-29T02:31:57Z,1330000,168.0,213.0,1,left,O. Porter Jr. 27' 3PT step back (3 PTS) (S. Curry 3 AST),"[203490, 201939]",1610612744.0,GSW,step back,,,Porter Jr.,O. Porter Jr.,,,,,27.09,Made,,,,,3.0,,,,,,,,,S. Curry,201939.0,3.0,,,
136,PT01M40.00S,2021-10-29T02:32:02.6Z,1,REGULAR,foul,personal,[],1627780,,,1610612763,30,18,2021-10-29T02:32:06Z,1350000,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 1629630]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,1627964.0,1.0,0.0,Morant,1629630.0,,,,,,,,,
138,PT01M40.00S,2021-10-29T02:32:10.0Z,1,REGULAR,substitution,out,[],1627780,,,1610612763,30,18,2021-10-29T02:32:33Z,1370000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M40.00S,2021-10-29T02:32:10.0Z,1,REGULAR,substitution,out,[],203110,,,1610612763,30,18,2021-10-29T02:32:33Z,1380000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M40.00S,2021-10-29T02:32:10.0Z,1,REGULAR,substitution,out,[],1630533,,,1610612763,30,18,2021-10-29T02:32:33Z,1390000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M40.00S,2021-10-29T02:32:10.0Z,1,REGULAR,substitution,out,[],1629630,,,1610612763,30,18,2021-10-29T02:32:33Z,1400000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M40.00S,2021-10-29T02:32:10.0Z,1,REGULAR,substitution,in,[],1627814,,,1610612763,30,18,2021-10-29T02:32:33Z,1410000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M40.00S,2021-10-29T02:32:10.0Z,1,REGULAR,substitution,in,[],2738,,,1610612763,30,18,2021-10-29T02:32:33Z,1420000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M40.00S,2021-10-29T02:32:10.0Z,1,REGULAR,substitution,in,[],1626145,,,1610612763,30,18,2021-10-29T02:32:33Z,1430000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M40.00S,2021-10-29T02:32:10.0Z,1,REGULAR,substitution,in,[],1630217,,,1610612763,30,18,2021-10-29T02:32:33Z,1440000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M24.00S,2021-10-29T02:32:51.9Z,1,REGULAR,3pt,Jump Shot,[],1630217,66.5735873850197,56.127450980392155,1610612763,30,18,2021-10-29T02:32:55Z,1450000,31.0,262.0,1,right,MISS D. Bane 26' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
147,PT01M22.00S,2021-10-29T02:32:53.9Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,30,18,2021-10-29T02:38:08Z,1460000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,146.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
148,PT01M13.00S,2021-10-29T02:33:01.7Z,1,REGULAR,3pt,Jump Shot,[],203490,24.392247043363994,92.15686274509804,1610612744,33,18,2021-10-29T02:33:05Z,1470000,-211.0,177.0,1,left,O. Porter Jr. 27' 3PT  (6 PTS) (S. Curry 4 AST),"[203490, 201939]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,27.51,Made,,,,,6.0,,,,,,,,,S. Curry,201939.0,4.0,,,
150,PT01M02.00S,2021-10-29T02:33:13.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,66.44218134034165,44.6078431372549,1610612763,33,18,2021-10-29T02:34:03Z,1490000,-27.0,263.0,1,right,MISS D. Bane 26' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
151,PT01M00.00S,2021-10-29T02:33:15.0Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,33,18,2021-10-29T02:34:03Z,1500000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,150.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
152,PT00M55.90S,2021-10-29T02:33:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,6.652431011826544,54.41176470588235,1610612744,35,18,2021-10-29T02:33:44Z,1510000,-22.0,10.0,1,left,S. Curry running Layup (14 PTS) (N. Bjelica 2 AST),"[201939, 202357]",1610612744.0,GSW,running,,,Curry,S. Curry,,,,,2.43,Made,,,,,14.0,,,,,,,,,N. Bjelica,202357.0,2.0,,,
154,PT00M55.90S,2021-10-29T02:33:29.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612763,35,18,2021-10-29T02:33:32Z,1530000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M32.70S,2021-10-29T02:35:27.4Z,1,REGULAR,3pt,Jump Shot,[],203937,69.72733245729303,26.225490196078432,1610612763,35,18,2021-10-29T02:35:30Z,1540000,-119.0,232.0,1,right,MISS K. Anderson 26' 3PT,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,26.08,Missed,,,,,,,,,,,,,,,,,,,
157,PT00M30.50S,2021-10-29T02:35:29.6Z,1,REGULAR,rebound,offensive,[],203937,,,1610612763,35,18,2021-10-29T02:37:53Z,1550000,,,0,,K. Anderson REBOUND (Off:1 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,156.0,,,,,,,,,,2.0,1.0,1.0,,,,,,
158,PT00M28.00S,2021-10-29T02:35:32.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203937,92.19776609724047,44.36274509803921,1610612763,35,18,2021-10-29T02:35:34Z,1560000,-28.0,21.0,1,right,MISS K. Anderson Layup,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,3.5,Missed,,,,,,,,,,,,,,,,,,,
159,PT00M26.20S,2021-10-29T02:35:33.9Z,1,REGULAR,rebound,defensive,[],2738,,,1610612744,35,18,2021-10-29T02:37:46Z,1570000,,,0,,A. Iguodala REBOUND (Off:0 Def:1),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,158.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
160,PT00M15.50S,2021-10-29T02:35:44.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203490,7.835085413929041,54.41176470588235,1610612744,37,18,2021-10-29T02:35:47Z,1580000,-22.0,21.0,1,left,O. Porter Jr. cutting Layup (8 PTS) (N. Bjelica 3 AST),"[203490, 202357]",1610612744.0,GSW,cutting,,,Porter Jr.,O. Porter Jr.,,,,,3.06,Made,,,,,8.0,,,,,,,,,N. Bjelica,202357.0,3.0,,,
162,PT00M03.10S,2021-10-29T02:35:58.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626145,93.77463863337714,56.61764705882353,1610612763,37,20,2021-10-29T02:36:04Z,1600000,33.0,6.0,1,right,T. Jones driving reverse Layup (2 PTS),[1626145],1610612763.0,MEM,driving reverse,,,Jones,T. Jones,,,,,3.36,Made,,,,,2.0,,,,,,,,,,,,,,
163,PT00M01.00S,2021-10-29T02:36:06.4Z,1,REGULAR,turnover,bad pass,[],2738,,,1610612744,37,20,2021-10-29T02:36:08Z,1610000,,,0,,A. Iguodala bad pass TURNOVER (1 TO),"[2738, 1629723]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,1.0,Konchar,1629723.0,,,,,,,,,,,,,,,
164,PT00M01.00S,2021-10-29T02:36:06.4Z,1,REGULAR,steal,,[],1629723,,,1610612763,37,20,2021-10-29T02:36:18Z,1620000,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M00.50S,2021-10-29T02:36:13.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629723,87.72996057818659,54.166666666666664,1610612763,37,20,2021-10-29T02:37:22Z,1625000,21.0,63.0,1,right,MISS J. Konchar 6' floating Shot,[1629723],1610612763.0,MEM,floating,,,Konchar,J. Konchar,,,,,6.62,Missed,,,,,,,,,,,,,,,,,,,
167,PT00M00.10S,2021-10-29T02:36:13.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,37,20,2021-10-29T02:37:22Z,1627500,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2021-10-29T02:36:20.1Z,1,REGULAR,period,end,[],0,,,1610612763,37,20,2021-10-29T02:36:20Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-10-29T02:38:36.8Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612763,37,20,2021-10-29T02:39:00Z,1640000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-10-29T02:38:36.8Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612763,37,20,2021-10-29T02:39:00Z,1650000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-10-29T02:38:36.8Z,2,REGULAR,substitution,in,['startperiod'],1629673,,,1610612763,37,20,2021-10-29T02:39:00Z,1660000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-10-29T02:38:36.8Z,2,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,37,20,2021-10-29T02:39:00Z,1670000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-10-29T02:38:54.1Z,2,REGULAR,period,start,[],0,,,1610612744,37,20,2021-10-29T02:39:00Z,1680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M35.00S,2021-10-29T02:39:18.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2738,8.492115637319317,48.28431372549019,1610612744,37,20,2021-10-29T02:39:22Z,1690000,9.0,27.0,1,left,MISS A. Iguodala driving Layup,[2738],1610612744.0,GSW,driving,,,Iguodala,A. Iguodala,,,,,2.86,Missed,,,,,,,,,,,,,,,,,,,
174,PT11M33.00S,2021-10-29T02:39:20.3Z,2,REGULAR,rebound,offensive,[],202357,,,1610612744,37,20,2021-10-29T02:39:53Z,1700000,,,0,,N. Bjelica REBOUND (Off:1 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,173.0,,,,,,,,,,2.0,1.0,1.0,,,,,,
175,PT11M29.00S,2021-10-29T02:39:23.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202357,5.590000152587891,50.0,1610612744,39,20,2021-10-29T02:39:23Z,1710000,0.0,0.0,1,left,N. Bjelica tip Layup (2 PTS),[202357],1610612744.0,GSW,tip,,,Bjelica,N. Bjelica,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
176,PT11M09.00S,2021-10-29T02:39:43.7Z,2,REGULAR,2pt,Jump Shot,[],1628991,77.34888304862024,44.6078431372549,1610612763,39,22,2021-10-29T02:39:47Z,1720000,-27.0,160.0,1,right,J. Jackson Jr. 16' Jump Shot (2 PTS) (D. Bane 1 AST),"[1628991, 1630217]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,16.27,Made,,,,,2.0,,,,,,,,,D. Bane,1630217.0,1.0,,,
178,PT10M44.00S,2021-10-29T02:40:08.8Z,2,REGULAR,turnover,bad pass,[],1629673,,,1610612744,39,22,2021-10-29T02:40:11Z,1740000,,,0,,J. Poole bad pass TURNOVER (2 TO),"[1629673, 1626145]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,2.0,Jones,1626145.0,,,,,,,,,,,,,,,
179,PT10M44.00S,2021-10-29T02:40:08.8Z,2,REGULAR,steal,,[],1626145,,,1610612763,39,22,2021-10-29T02:40:11Z,1750000,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
