actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
87,PT04M43.00S,2022-01-26T03:15:59.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201939,78.9257555847569,72.79411764705883,1610612744,16,13,2022-01-26T03:16:02Z,850000,114.0,146.0,1,right,S. Curry 18' pullup Jump Shot (7 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,18.49,Made,,,,,,,,,7.0,,,,,,,,,,
88,PT04M34.00S,2022-01-26T03:16:12.7Z,1,REGULAR,foul,personal,[],1626172,,,1610612742,16,13,2022-01-26T03:16:42Z,860000,,,0,,K. Looney personal FOUL (1 PF),"[1626172, 203501]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Hardaway Jr.,203501.0,
90,PT04M18.00S,2022-01-26T03:16:41.8Z,1,REGULAR,3pt,Jump Shot,[],1629029,31.09395532194481,77.94117647058823,1610612742,16,16,2022-01-26T03:16:44Z,880000,-140.0,240.0,1,left,L. Doncic 27' 3PT step back (13 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,27.75,Made,,,,,,,,,13.0,,,,,,,,,,
91,PT04M07.00S,2022-01-26T03:16:52.6Z,1,REGULAR,2pt,Jump Shot,[],201939,74.19513797634691,60.78431372549019,1610612744,18,16,2022-01-26T03:16:55Z,890000,54.0,190.0,1,right,S. Curry 19' step back Jump Shot (9 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,19.76,Made,,,,,,,,,9.0,,,,,,,,,,
92,PT03M54.00S,2022-01-26T03:17:05.3Z,1,REGULAR,2pt,Jump Shot,[],1629029,23.603810775295663,57.59803921568627,1610612742,18,16,2022-01-26T03:17:07Z,900000,-38.0,169.0,1,left,MISS L. Doncic 17' driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,17.36,Missed,,,,,,,,,,,,,,,,,,,
93,PT03M51.00S,2022-01-26T03:17:09.4Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,18,16,2022-01-26T03:17:09Z,910000,,,0,,K. Looney REBOUND (Off:0 Def:3),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,92.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
94,PT03M48.00S,2022-01-26T03:17:11.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,72.61826544021025,15.441176470588236,1610612744,18,16,2022-01-26T03:17:14Z,920000,-173.0,205.0,1,right,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,,
95,PT03M45.00S,2022-01-26T03:17:15.2Z,1,REGULAR,rebound,offensive,[],203952,,,1610612744,18,16,2022-01-26T03:17:15Z,930000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,94.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
96,PT03M43.00S,2022-01-26T03:17:17.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201939,94.03745072273325,1.715686274509804,1610612744,18,16,2022-01-26T03:17:20Z,940000,-241.0,4.0,1,right,MISS S. Curry 24' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,24.14,Missed,,,,,,,,,,,,,,,,,,,
97,PT03M41.00S,2022-01-26T03:17:19.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,18,16,2022-01-26T03:17:42Z,950000,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,96.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
98,PT03M35.00S,2022-01-26T03:17:25.1Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,18,16,2022-01-26T03:17:27Z,960000,,,0,,L. Doncic bad pass TURNOVER (1 TO),"[1629029, 1629673]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,1.0,,,,,,,Poole,1629673.0,,,,,
99,PT03M35.00S,2022-01-26T03:17:25.1Z,1,REGULAR,steal,,[],1629673,,,1610612744,18,16,2022-01-26T03:17:28Z,970000,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M26.00S,2022-01-26T03:17:33.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627780,92.85479632063075,56.86274509803921,1610612744,20,16,2022-01-26T03:17:36Z,980000,34.0,15.0,1,right,G. Payton II cutting DUNK (2 PTS) (S. Curry 1 AST),"[1627780, 201939]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,3.73,Made,,,,,,,,,2.0,S. Curry,201939.0,1.0,,,,,,,
102,PT03M16.00S,2022-01-26T03:17:56.9Z,1,REGULAR,violation,kicked ball,[],1627780,,,1610612742,20,16,2022-01-26T03:17:59Z,1000000,,,0,,G. Payton II kicked ball VIOLATION,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,202027.0,,,,,,,,,,,,,,
103,PT03M16.00S,2022-01-26T03:18:03.3Z,1,REGULAR,substitution,out,[],1626172,,,1610612742,20,16,2022-01-26T03:18:12Z,1010000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M16.00S,2022-01-26T03:18:03.3Z,1,REGULAR,substitution,out,[],201939,,,1610612742,20,16,2022-01-26T03:18:12Z,1020000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M16.00S,2022-01-26T03:18:03.3Z,1,REGULAR,substitution,out,[],1629029,,,1610612742,20,16,2022-01-26T03:18:12Z,1030000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M16.00S,2022-01-26T03:18:03.3Z,1,REGULAR,substitution,in,[],202357,,,1610612742,20,16,2022-01-26T03:18:12Z,1040000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M16.00S,2022-01-26T03:18:03.3Z,1,REGULAR,substitution,in,[],1627814,,,1610612742,20,16,2022-01-26T03:18:12Z,1050000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M16.00S,2022-01-26T03:18:03.3Z,1,REGULAR,substitution,in,[],1628973,,,1610612742,20,16,2022-01-26T03:18:12Z,1060000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M10.00S,2022-01-26T03:18:32.9Z,1,REGULAR,foul,personal,[],1627780,,,1610612742,20,16,2022-01-26T03:18:36Z,1070000,,,0,,G. Payton II personal FOUL (1 PF),"[1627780, 203939]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Powell,203939.0,
111,PT03M10.00S,2022-01-26T03:18:40.3Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,20,16,2022-01-26T03:18:46Z,1090000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M10.00S,2022-01-26T03:18:40.3Z,1,REGULAR,substitution,in,[],1630182,,,1610612742,20,16,2022-01-26T03:18:46Z,1100000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M01.00S,2022-01-26T03:19:04.8Z,1,REGULAR,2pt,Jump Shot,[],203501,15.588042049934298,80.3921568627451,1610612742,20,16,2022-01-26T03:19:07Z,1110000,-152.0,94.0,1,left,MISS T. Hardaway Jr. 17' step back Shot,[203501],1610612742.0,DAL,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,17.87,Missed,,,,,,,,,,,,,,,,,,,
114,PT02M58.00S,2022-01-26T03:19:08.1Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,20,16,2022-01-26T03:19:08Z,1120000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
115,PT02M49.00S,2022-01-26T03:19:17.6Z,1,REGULAR,2pt,Jump Shot,[],203952,75.64060446780552,68.87254901960785,1610612744,22,16,2022-01-26T03:19:21Z,1130000,94.0,176.0,1,right,A. Wiggins 20' step back Jump Shot (9 PTS) (J. Poole 1 AST),"[203952, 1629673]",1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,20.02,Made,,,,,,,,,9.0,J. Poole,1629673.0,1.0,,,,,,,
117,PT02M31.00S,2022-01-26T03:19:35.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,17.69053876478318,48.77450980392157,1610612742,22,18,2022-01-26T03:19:39Z,1150000,6.0,114.0,1,left,J. Brunson 11' pullup Jump Shot (2 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,11.4,Made,,,,,,,,,2.0,,,,,,,,,,
118,PT02M25.00S,2022-01-26T03:19:47.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,22,18,2022-01-26T03:19:47Z,1160000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M24.00S,2022-01-26T03:23:19.3Z,1,REGULAR,foul,personal,[],1630182,,,1610612744,22,18,2022-01-26T03:23:22Z,1170000,,,0,,J. Green personal FOUL (1 PF),"[1630182, 202357]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Bjelica,202357.0,
121,PT02M14.00S,2022-01-26T03:23:47.8Z,1,REGULAR,foul,offensive,[],202357,,,1610612744,22,18,2022-01-26T03:24:10Z,1190000,,,0,,N. Bjelica offensive FOUL (1 PF),"[202357, 203501]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Hardaway Jr.,203501.0,
123,PT02M14.00S,2022-01-26T03:23:47.8Z,1,REGULAR,turnover,offensive foul,[],202357,,,1610612744,22,18,2022-01-26T03:23:47Z,1210000,,,0,,N. Bjelica offensive foul TURNOVER (1 TO),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,1627964.0,1.0,,,,,,,,,,,,,
124,PT01M59.00S,2022-01-26T03:24:09.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203501,6.652431011826544,96.32352941176471,1610612742,22,18,2022-01-26T03:24:12Z,1220000,-232.0,10.0,1,left,MISS T. Hardaway Jr. 3PT - blocked,"[203501, 1627780]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,23.18,Missed,,,,,,,Payton II,1627780.0,,,,,,,,,,,
125,PT01M59.00S,2022-01-26T03:24:09.7Z,1,REGULAR,block,,[],1627780,,,1610612742,22,18,2022-01-26T03:24:15Z,1230000,,,0,,G. Payton II BLOCK (2 BLK),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M57.00S,2022-01-26T03:24:11.7Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,22,18,2022-01-26T03:24:57Z,1240000,,,0,,A. Wiggins REBOUND (Off:1 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,124.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
127,PT01M39.00S,2022-01-26T03:24:30.8Z,1,REGULAR,3pt,Jump Shot,[],203952,64.20827858081472,45.588235294117645,1610612744,22,18,2022-01-26T03:24:33Z,1250000,-22.0,284.0,1,right,MISS A. Wiggins 28' pullup 3PT,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,28.48,Missed,,,,,,,,,,,,,,,,,,,
128,PT01M37.00S,2022-01-26T03:24:32.8Z,1,REGULAR,rebound,offensive,[],1627814,,,1610612744,22,18,2022-01-26T03:24:53Z,1260000,,,0,,D. Lee REBOUND (Off:1 Def:0),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,127.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
129,PT01M23.00S,2022-01-26T03:24:45.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627814,88.51839684625493,52.20588235294118,1610612744,24,18,2022-01-26T03:24:48Z,1270000,11.0,55.0,1,right,D. Lee driving Layup (2 PTS),[1627814],1610612744.0,GSW,driving,,,Lee,D. Lee,,,,,5.65,Made,,,,,,,,,2.0,,,,,,,,,,
131,PT01M09.00S,2022-01-26T03:25:00.0Z,1,REGULAR,turnover,bad pass,[],203939,,,1610612742,24,18,2022-01-26T03:25:02Z,1290000,,,0,,D. Powell bad pass TURNOVER (1 TO),"[203939, 1627814]",1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,1.0,,,,,,,Lee,1627814.0,,,,,
132,PT01M09.00S,2022-01-26T03:25:00.0Z,1,REGULAR,steal,,[],1627814,,,1610612744,24,18,2022-01-26T03:25:02Z,1300000,,,0,,D. Lee STEAL (1 STL),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M03.00S,2022-01-26T03:25:08.2Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612744,24,18,2022-01-26T03:25:17Z,1310000,,,0,,D. Powell shooting personal FOUL (1 PF) (Bjelica 2 FT),"[203939, 202357]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,,,,,,,202027.0,,,,,,,,,,1.0,0.0,Bjelica,202357.0,
135,PT01M03.00S,2022-01-26T03:25:39.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202357,,,1610612744,25,18,2022-01-26T03:25:39Z,1330000,,,0,,N. Bjelica Free Throw 1 of 2 (1 PTS),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
136,PT01M03.00S,2022-01-26T03:25:40.6Z,1,REGULAR,substitution,out,[],203952,,,1610612744,25,18,2022-01-26T03:25:46Z,1340000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M03.00S,2022-01-26T03:25:40.6Z,1,REGULAR,substitution,out,[],203939,,,1610612744,25,18,2022-01-26T03:25:46Z,1350000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M03.00S,2022-01-26T03:25:40.6Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,25,18,2022-01-26T03:25:46Z,1360000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M03.00S,2022-01-26T03:25:40.6Z,1,REGULAR,substitution,in,[],204001,,,1610612744,25,18,2022-01-26T03:25:46Z,1370000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M03.00S,2022-01-26T03:26:10.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202357,,,1610612744,26,18,2022-01-26T03:26:10Z,1380000,,,0,,N. Bjelica Free Throw 2 of 2 (2 PTS),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,Made,,,,,,,,,2.0,,,,,,,,,,
141,PT00M45.30S,2022-01-26T03:26:28.6Z,1,REGULAR,turnover,bad pass,[],203493,,,1610612742,26,18,2022-01-26T03:26:30Z,1390000,,,0,,R. Bullock bad pass TURNOVER (1 TO),"[203493, 202357]",1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,1.0,,,,,,,Bjelica,202357.0,,,,,
142,PT00M45.30S,2022-01-26T03:26:28.6Z,1,REGULAR,steal,,[],202357,,,1610612744,26,18,2022-01-26T03:26:30Z,1400000,,,0,,N. Bjelica STEAL (1 STL),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M36.90S,2022-01-26T03:26:37.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630228,73.27529566360053,81.12745098039215,1610612744,29,18,2022-01-26T03:26:39Z,1410000,156.0,199.0,1,right,J. Kuminga 25' 3PT  (3 PTS) (J. Poole 2 AST),"[1630228, 1629673]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,25.24,Made,,,,,,,,,3.0,J. Poole,1629673.0,2.0,,,,,,,
145,PT00M22.60S,2022-01-26T03:26:54.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,9.149145860709593,57.59803921568627,1610612742,29,20,2022-01-26T03:26:57Z,1430000,-38.0,34.0,1,left,J. Brunson driving Layup (4 PTS),[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,5.07,Made,,,,,,,,,4.0,,,,,,,,,,
146,PT00M03.70S,2022-01-26T03:27:18.2Z,1,REGULAR,turnover,out-of-bounds,[],1627814,,,1610612744,29,20,2022-01-26T03:27:19Z,1440000,,,0,,D. Lee bad pass out-of-bounds TURNOVER (1 TO),[1627814],1610612744.0,GSW,bad pass,,,Lee,D. Lee,,,,,,,,,,,2715.0,1.0,,,,,,,,,,,,,
147,PT00M03.70S,2022-01-26T03:27:23.7Z,1,REGULAR,substitution,out,[],1629673,,,1610612742,29,20,2022-01-26T03:27:37Z,1450000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M03.70S,2022-01-26T03:27:23.7Z,1,REGULAR,substitution,out,[],202357,,,1610612742,29,20,2022-01-26T03:27:37Z,1460000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M03.70S,2022-01-26T03:27:23.7Z,1,REGULAR,substitution,in,[],1629308,,,1610612742,29,20,2022-01-26T03:27:37Z,1470000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M03.70S,2022-01-26T03:27:23.7Z,1,REGULAR,substitution,in,[],1626172,,,1610612742,29,20,2022-01-26T03:27:37Z,1480000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M00.70S,2022-01-26T03:27:44.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630182,60.13469119579501,44.11764705882353,1610612742,29,20,2022-01-26T03:28:35Z,1490000,29.0,513.0,1,left,MISS J. Green 51' pullup 3PT,[1630182],1610612742.0,DAL,pullup,,,Green,J. Green,,,,,51.36,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M00.10S,2022-01-26T03:27:45.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,29,20,2022-01-26T03:28:35Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,
153,PT00M00.00S,2022-01-26T03:27:50.9Z,1,REGULAR,period,end,[],0,,,1610612742,29,20,2022-01-26T03:27:50Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-01-26T03:28:37.3Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612742,29,20,2022-01-26T03:31:18Z,1520000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-01-26T03:28:37.3Z,2,REGULAR,substitution,out,['startperiod'],1627814,,,1610612742,29,20,2022-01-26T03:31:18Z,1530000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-01-26T03:28:37.3Z,2,REGULAR,substitution,out,['startperiod'],1629308,,,1610612742,29,20,2022-01-26T03:31:18Z,1540000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-01-26T03:28:37.3Z,2,REGULAR,substitution,out,['startperiod'],1626172,,,1610612742,29,20,2022-01-26T03:31:18Z,1550000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-01-26T03:28:37.3Z,2,REGULAR,substitution,in,['startperiod'],1629673,,,1610612742,29,20,2022-01-26T03:31:18Z,1560000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-01-26T03:28:37.3Z,2,REGULAR,substitution,in,['startperiod'],201939,,,1610612742,29,20,2022-01-26T03:31:18Z,1570000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-01-26T03:28:37.3Z,2,REGULAR,substitution,in,['startperiod'],202357,,,1610612742,29,20,2022-01-26T03:31:18Z,1580000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-26T03:28:37.3Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612742,29,20,2022-01-26T03:31:18Z,1590000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-26T03:31:26.4Z,2,REGULAR,period,start,[],0,,,1610612744,29,20,2022-01-26T03:31:26Z,1600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M42.00S,2022-01-26T03:31:44.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202357,86.41590013140605,41.911764705882355,1610612744,31,20,2022-01-26T03:31:47Z,1610000,-40.0,75.0,1,right,N. Bjelica 8' driving floating Jump Shot (4 PTS),[202357],1610612744.0,GSW,driving floating,,,Bjelica,N. Bjelica,,,,,8.54,Made,,,,,,,,,4.0,,,,,,,,,,
164,PT11M17.00S,2022-01-26T03:32:08.6Z,2,REGULAR,3pt,Jump Shot,[],203501,30.962549277266753,68.13725490196079,1610612742,31,23,2022-01-26T03:32:11Z,1620000,-91.0,239.0,1,left,T. Hardaway Jr. 25' 3PT  (3 PTS) (J. Green 1 AST),"[203501, 1630182]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.52,Made,,,,,,,,,3.0,J. Green,1630182.0,1.0,,,,,,,
166,PT11M03.00S,2022-01-26T03:32:22.3Z,2,REGULAR,turnover,bad pass,[],202691,,,1610612744,31,23,2022-01-26T03:32:23Z,1640000,,,0,,K. Thompson bad pass TURNOVER (1 TO),"[202691, 203493]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,1.0,,,,,,,Bullock,203493.0,,,,,
167,PT11M03.00S,2022-01-26T03:32:22.3Z,2,REGULAR,steal,,[],203493,,,1610612742,31,23,2022-01-26T03:32:24Z,1650000,,,0,,R. Bullock STEAL (1 STL),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M00.00S,2022-01-26T03:32:27.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203501,9.937582128777924,50.98039215686274,1610612742,31,25,2022-01-26T03:33:43Z,1660000,-5.0,41.0,1,left,T. Hardaway Jr. running Layup (5 PTS),[203501],1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,4.12,Made,,,,,,,,,5.0,,,,,,,,,,
170,PT11M00.00S,2022-01-26T03:32:31.8Z,2,REGULAR,foul,personal,['1freethrow'],201939,,,1610612742,31,25,2022-01-26T03:32:40Z,1680000,,,0,,S. Curry shooting personal FOUL (1 PF) (Hardaway Jr. 1 FT),"[201939, 203501]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Hardaway Jr.,203501.0,
172,PT11M00.00S,2022-01-26T03:32:51.4Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203501,,,1610612742,31,26,2022-01-26T03:32:51Z,1700000,,,0,,T. Hardaway Jr. Free Throw 1 of 1 (6 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Made,,,,,,,,,6.0,,,,,,,,,,
173,PT10M50.00S,2022-01-26T03:33:03.8Z,2,REGULAR,turnover,bad pass,[],1630228,,,1610612744,31,26,2022-01-26T03:33:05Z,1710000,,,0,,J. Kuminga bad pass TURNOVER (1 TO),"[1630228, 204001]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,1.0,,,,,,,Porzingis,204001.0,,,,,
174,PT10M50.00S,2022-01-26T03:33:03.8Z,2,REGULAR,steal,,[],204001,,,1610612742,31,26,2022-01-26T03:36:27Z,1720000,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M42.00S,2022-01-26T03:33:11.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,32.670827858081466,61.76470588235294,1610612742,31,29,2022-01-26T03:33:18Z,1730000,-59.0,255.0,1,left,J. Brunson 26' 3PT step back (7 PTS),[1628973],1610612742.0,DAL,step back,,,Brunson,J. Brunson,,,,,26.13,Made,,,,,,,,,7.0,,,,,,,,,,
