actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
356,PT10M46.00S,2022-04-08T03:25:19.1Z,3,REGULAR,3pt,Jump Shot,[],1628370,71.56701708278581,14.705882352941178,1610612747,65,67,2022-04-08T03:25:21Z,3550000,-176.0,215.0,1,right,M. Monk 27' 3PT  (16 PTS) (T. Horton-Tucker 1 AST),"[1628370, 1629659]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,27.8,Made,,,,,,,,,,16.0,T. Horton-Tucker,1629659.0,1.0,,,,,,
358,PT10M44.00S,2022-04-08T03:25:24.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,65,67,2022-04-08T03:25:24Z,3570000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT10M30.00S,2022-04-08T03:28:58.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,7.30946123521682,65.19607843137256,1610612744,65,67,2022-04-08T03:29:02Z,3580000,-76.0,16.0,1,left,MISS D. Green 7' floating Shot,[203110],1610612744.0,GSW,floating,,,Green,D. Green,,,,,7.77,Missed,,,,,,,,,,,,,,,,,,,
360,PT10M28.00S,2022-04-08T03:29:00.8Z,3,REGULAR,rebound,defensive,[],1628370,,,1610612747,65,67,2022-04-08T03:29:24Z,3590000,,,0,,M. Monk REBOUND (Off:0 Def:3),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,359.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
361,PT10M13.00S,2022-04-08T03:29:15.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,91.27792378449409,56.61764705882353,1610612747,65,69,2022-04-08T03:29:18Z,3600000,33.0,29.0,1,right,T. Horton-Tucker driving Layup (21 PTS),[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,4.43,Made,,,,,,,,,,21.0,,,,,,,,,
362,PT10M03.00S,2022-04-08T03:29:26.1Z,3,REGULAR,turnover,lost ball,[],1629673,,,1610612744,65,69,2022-04-08T03:29:27Z,3610000,,,0,,J. Poole lost ball TURNOVER (3 TO),"[1629673, 1629659]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,3.0,Horton-Tucker,1629659.0,,,
363,PT10M03.00S,2022-04-08T03:29:26.1Z,3,REGULAR,steal,,[],1629659,,,1610612747,65,69,2022-04-08T03:29:28Z,3620000,,,0,,T. Horton-Tucker STEAL (3 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT10M00.00S,2022-04-08T03:29:32.4Z,3,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612747,65,69,2022-04-08T03:29:48Z,3630000,,,0,,J. Poole shooting personal FOUL (3 PF) (Monk 2 FT),"[1629673, 1628370]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,1193.0,3.0,0.0,Monk,1628370.0,,,,,,,,,,
366,PT10M00.00S,2022-04-08T03:29:52.8Z,3,REGULAR,memo,,[],0,,,1610612747,65,69,2022-04-08T03:29:52Z,3650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSW: 418th consecutive sellout,,
367,PT10M00.00S,2022-04-08T03:30:00.0Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628370,,,1610612747,65,69,2022-04-08T03:30:00Z,3660000,,,0,,MISS M. Monk Free Throw 1 of 2,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,Missed,,,,,,,,,,,,,,,,,,,
368,PT10M00.00S,2022-04-08T03:30:00.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,65,69,2022-04-08T03:30:00Z,3670000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,367.0,,,,,,,,,,,,,,,,,,
369,PT10M00.00S,2022-04-08T03:30:07.1Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628370,,,1610612747,65,70,2022-04-08T03:30:07Z,3680000,,,0,,M. Monk Free Throw 2 of 2 (17 PTS),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,Made,,,,,,,,,,17.0,,,,,,,,,
370,PT09M48.00S,2022-04-08T03:30:21.9Z,3,REGULAR,2pt,Jump Shot,[],202691,9.806176084099869,79.65686274509804,1610612744,67,70,2022-04-08T03:30:25Z,3690000,-148.0,40.0,1,left,K. Thompson 15' fadeaway Jump Shot (25 PTS),[202691],1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,15.35,Made,,,,,,,,,,25.0,,,,,,,,,
371,PT09M28.00S,2022-04-08T03:30:41.3Z,3,REGULAR,2pt,Jump Shot,[],1629659,92.9862023653088,16.911764705882355,1610612747,67,70,2022-04-08T03:30:44Z,3700000,-165.0,13.0,1,right,MISS T. Horton-Tucker 16' step back Shot,[1629659],1610612747.0,LAL,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,16.59,Missed,,,,,,,,,,,,,,,,,,,
372,PT09M26.00S,2022-04-08T03:30:43.3Z,3,REGULAR,rebound,offensive,[],2730,,,1610612747,67,70,2022-04-08T03:31:26Z,3710000,,,0,,D. Howard REBOUND (Off:2 Def:5),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,371.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
373,PT09M24.00S,2022-04-08T03:30:48.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",2730,94.40999984741211,50.0,1610612747,67,72,2022-04-08T03:31:31Z,3720000,0.0,0.0,1,right,D. Howard putback Layup (8 PTS),[2730],1610612747.0,LAL,putback,,,Howard,D. Howard,,,,,0.0,Made,,,,,,,,,,8.0,,,,,,,,,
374,PT09M15.00S,2022-04-08T03:30:54.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,7.966491458607096,59.55882352941176,1610612744,69,72,2022-04-08T03:31:20Z,3730000,-48.0,22.0,1,left,J. Poole driving Layup (6 PTS),[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,5.28,Made,,,,,,,,,,6.0,,,,,,,,,
375,PT09M06.00S,2022-04-08T03:31:03.8Z,3,REGULAR,3pt,Jump Shot,[],1630559,75.50919842312747,11.76470588235294,1610612747,69,72,2022-04-08T03:31:07Z,3740000,-191.0,178.0,1,right,MISS A. Reaves 26' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
376,PT09M03.00S,2022-04-08T03:31:07.8Z,3,REGULAR,rebound,offensive,[],2730,,,1610612747,69,72,2022-04-08T03:31:07Z,3750000,,,0,,D. Howard REBOUND (Off:3 Def:5),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,375.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
377,PT09M03.00S,2022-04-08T03:31:09.4Z,3,REGULAR,foul,personal,['2freethrow'],203110,,,1610612747,69,72,2022-04-08T03:31:19Z,3760000,,,0,,D. Green shooting personal FOUL (4 PF) (Howard 2 FT),"[203110, 2730]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,,,,,,,201640.0,4.0,0.0,Howard,2730.0,,,,,,,,,,
379,PT09M03.00S,2022-04-08T03:31:35.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],2730,,,1610612747,69,72,2022-04-08T03:31:35Z,3780000,,,0,,MISS D. Howard Free Throw 1 of 2,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Missed,,,,,,,,,,,,,,,,,,,
380,PT09M03.00S,2022-04-08T03:31:35.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,69,72,2022-04-08T03:31:35Z,3790000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,379.0,,,,,,,,,,,,,,,,,,
381,PT09M03.00S,2022-04-08T03:31:57.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],2730,,,1610612747,69,73,2022-04-08T03:31:57Z,3800000,,,0,,D. Howard Free Throw 2 of 2 (9 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
382,PT08M52.00S,2022-04-08T03:32:10.5Z,3,REGULAR,2pt,Jump Shot,[],203952,18.610381077529567,20.588235294117645,1610612744,69,73,2022-04-08T03:32:13Z,3810000,147.0,122.0,1,left,MISS A. Wiggins 19' pullup Shot,[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,19.14,Missed,,,,,,,,,,,,,,,,,,,
383,PT08M49.00S,2022-04-08T03:32:13.9Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,69,73,2022-04-08T03:32:13Z,3820000,,,0,,A. Reaves REBOUND (Off:0 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,382.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
384,PT08M45.00S,2022-04-08T03:32:17.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2730,91.14651773981603,43.627450980392155,1610612747,69,73,2022-04-08T03:32:20Z,3830000,-32.0,31.0,1,right,MISS D. Howard Layup,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,4.43,Missed,,,,,,,,,,,,,,,,,,,
385,PT08M42.00S,2022-04-08T03:32:20.9Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,69,73,2022-04-08T03:32:20Z,3840000,,,0,,K. Looney REBOUND (Off:1 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,384.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
386,PT08M31.00S,2022-04-08T03:32:31.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,10.33180026281209,49.50980392156863,1610612744,71,73,2022-04-08T03:32:35Z,3850000,2.0,45.0,1,left,D. Green driving Layup (6 PTS) (J. Poole 8 AST),"[203110, 1629673]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,4.47,Made,,,,,,,,,,6.0,J. Poole,1629673.0,8.0,,,,,,
388,PT08M09.00S,2022-04-08T03:32:52.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,84.57621550591328,53.67647058823529,1610612747,71,75,2022-04-08T03:32:57Z,3870000,18.0,92.0,1,right,M. Monk 9' fadeaway Jump Shot (19 PTS),[1628370],1610612747.0,LAL,fadeaway,,,Monk,M. Monk,,,,,9.43,Made,,,,,,,,,,19.0,,,,,,,,,
389,PT07M51.00S,2022-04-08T03:33:11.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,17.69053876478318,47.549019607843135,1610612744,73,75,2022-04-08T03:33:14Z,3880000,12.0,114.0,1,left,K. Thompson 11' pullup Jump Shot (27 PTS) (J. Poole 9 AST),"[202691, 1629673]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,11.45,Made,,,,,,,,,,27.0,J. Poole,1629673.0,9.0,,,,,,
391,PT07M38.00S,2022-04-08T03:33:24.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],2730,90.62089356110381,49.26470588235294,1610612747,73,77,2022-04-08T03:33:51Z,3900000,-4.0,36.0,1,right,D. Howard alley-oop DUNK (11 PTS) (M. Monk 3 AST),"[2730, 1628370]",1610612747.0,LAL,alley-oop,,,Howard,D. Howard,,,,,3.59,Made,,,,,,,,,,11.0,M. Monk,1628370.0,3.0,,,,,,
393,PT07M17.00S,2022-04-08T03:33:45.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626172,10.5946123521682,41.911764705882355,1610612744,75,77,2022-04-08T03:33:49Z,3920000,40.0,47.0,1,left,K. Looney 6' turnaround bank Jump Shot (4 PTS) (K. Thompson 2 AST),"[1626172, 202691]",1610612744.0,GSW,turnaround bank,,,Looney,K. Looney,,,,,6.21,Made,,,,,,,,,,4.0,K. Thompson,202691.0,2.0,,,,,,
395,PT07M00.00S,2022-04-08T03:34:06.2Z,3,REGULAR,foul,personal,[],203952,,,1610612747,75,77,2022-04-08T03:34:09Z,3940000,,,0,,A. Wiggins personal FOUL (3 PF),"[203952, 1629659]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,201640.0,3.0,0.0,Horton-Tucker,1629659.0,,,,,,,,,,
397,PT06M55.00S,2022-04-08T03:34:25.4Z,3,REGULAR,2pt,Jump Shot,[],1628370,73.40670170827858,50.0,1610612747,75,77,2022-04-08T03:34:28Z,3960000,0.0,197.0,1,right,MISS M. Monk 19' step back Shot,[1628370],1610612747.0,LAL,step back,,,Monk,M. Monk,,,,,19.75,Missed,,,,,,,,,,,,,,,,,,,
398,PT06M53.00S,2022-04-08T03:34:27.4Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,75,77,2022-04-08T03:34:58Z,3970000,,,0,,D. Green REBOUND (Off:0 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,397.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
399,PT06M41.00S,2022-04-08T03:34:38.8Z,3,REGULAR,2pt,Jump Shot,[],202691,14.011169513797633,22.794117647058822,1610612744,75,77,2022-04-08T03:34:41Z,3980000,136.0,79.0,1,left,MISS K. Thompson 15' driving floating bank Shot,[202691],1610612744.0,GSW,driving floating bank,,,Thompson,K. Thompson,,,,,15.74,Missed,,,,,,,,,,,,,,,,,,,
400,PT06M38.00S,2022-04-08T03:34:42.3Z,3,REGULAR,rebound,defensive,[],2730,,,1610612747,75,77,2022-04-08T03:34:42Z,3990000,,,0,,D. Howard REBOUND (Off:3 Def:6),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,399.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
401,PT06M34.00S,2022-04-08T03:34:45.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628370,90.75229960578186,60.29411764705882,1610612747,75,79,2022-04-08T03:34:50Z,4000000,51.0,34.0,1,right,M. Monk 6' Layup (21 PTS) (T. Horton-Tucker 2 AST),"[1628370, 1629659]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,6.19,Made,,,,,,,,,,21.0,T. Horton-Tucker,1629659.0,2.0,,,,,,
403,PT06M34.00S,2022-04-08T03:34:53.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,75,79,2022-04-08T03:34:53Z,4020000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M34.00S,2022-04-08T03:37:51.0Z,3,REGULAR,substitution,out,[],1626172,,,1610612744,75,79,2022-04-08T03:38:05Z,4030000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M34.00S,2022-04-08T03:37:51.0Z,3,REGULAR,substitution,out,[],202691,,,1610612744,75,79,2022-04-08T03:38:05Z,4040000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M34.00S,2022-04-08T03:37:51.0Z,3,REGULAR,substitution,in,[],203490,,,1610612744,75,79,2022-04-08T03:38:05Z,4050000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M34.00S,2022-04-08T03:37:51.0Z,3,REGULAR,substitution,in,[],1627780,,,1610612744,75,79,2022-04-08T03:38:05Z,4060000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M22.00S,2022-04-08T03:38:31.0Z,3,REGULAR,3pt,Jump Shot,[],1629673,21.23850197109067,8.333333333333332,1610612744,78,79,2022-04-08T03:38:33Z,4070000,208.0,147.0,1,left,J. Poole 25' 3PT  (9 PTS) (O. Porter Jr. 1 AST),"[1629673, 203490]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,25.5,Made,,,,,,,,,,9.0,O. Porter Jr.,203490.0,1.0,,,,,,
410,PT06M01.00S,2022-04-08T03:38:52.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,89.04402102496715,59.55882352941176,1610612747,78,79,2022-04-08T03:38:56Z,4090000,48.0,50.0,1,right,MISS T. Horton-Tucker 6' turnaround Shot,[1629659],1610612747.0,LAL,turnaround,,,Horton-Tucker,T. Horton-Tucker,,,,,6.95,Missed,,,,,,,,,,,,,,,,,,,
411,PT05M59.00S,2022-04-08T03:38:54.2Z,3,REGULAR,rebound,defensive,[],203490,,,1610612744,78,79,2022-04-08T03:39:20Z,4100000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:5),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,410.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
412,PT05M56.00S,2022-04-08T03:39:02.3Z,3,REGULAR,foul,offensive,[],1627780,,,1610612744,78,79,2022-04-08T03:39:06Z,4110000,,,0,,G. Payton II offensive FOUL (1 PF),"[1627780, 1630559]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,1193.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,
414,PT05M56.00S,2022-04-08T03:39:02.3Z,3,REGULAR,turnover,offensive foul,[],1627780,,,1610612744,78,79,2022-04-08T03:39:02Z,4130000,,,0,,G. Payton II offensive foul TURNOVER (1 TO),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,1193.0,,,,,,,,,1.0,,,,,
415,PT05M56.00S,2022-04-08T03:39:08.2Z,3,REGULAR,substitution,out,[],1629659,,,1610612747,78,79,2022-04-08T03:39:15Z,4140000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M56.00S,2022-04-08T03:39:08.2Z,3,REGULAR,substitution,in,[],201571,,,1610612747,78,79,2022-04-08T03:39:15Z,4150000,,,0,,SUB in: D. Augustin,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M43.00S,2022-04-08T03:39:31.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626169,70.90998685939553,24.509803921568626,1610612747,78,79,2022-04-08T03:39:33Z,4160000,-127.0,221.0,1,right,MISS S. Johnson 25' 3PT,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,,
418,PT05M41.00S,2022-04-08T03:39:33.3Z,3,REGULAR,rebound,offensive,[],2730,,,1610612747,78,79,2022-04-08T03:39:45Z,4170000,,,0,,D. Howard REBOUND (Off:4 Def:6),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,417.0,10.0,6.0,4.0,,,,,,,,,,,,,,,
419,PT05M39.00S,2022-04-08T03:39:36.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",2730,94.40999984741211,50.0,1610612747,78,79,2022-04-08T03:40:02Z,4180000,0.0,0.0,1,right,MISS D. Howard tip Layup,[2730],1610612747.0,LAL,tip,,,Howard,D. Howard,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
420,PT05M37.00S,2022-04-08T03:39:38.8Z,3,REGULAR,rebound,offensive,[],2730,,,1610612747,78,79,2022-04-08T03:40:02Z,4190000,,,0,,D. Howard REBOUND (Off:5 Def:6),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,419.0,11.0,6.0,5.0,,,,,,,,,,,,,,,
421,PT05M35.00S,2022-04-08T03:39:38.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",2730,94.40999984741211,50.0,1610612747,78,81,2022-04-08T03:39:38Z,4200000,0.0,0.0,1,right,D. Howard tip Layup (13 PTS),[2730],1610612747.0,LAL,tip,,,Howard,D. Howard,,,,,0.0,Made,,,,,,,,,,13.0,,,,,,,,,
422,PT05M29.00S,2022-04-08T03:39:48.3Z,3,REGULAR,foul,personal,[],201571,,,1610612744,78,81,2022-04-08T03:39:54Z,4210000,,,0,,D. Augustin personal FOUL (1 PF),"[201571, 1629673]",1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,,,,201640.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,
424,PT05M25.00S,2022-04-08T03:40:07.1Z,3,REGULAR,3pt,Jump Shot,[],203952,32.802233902759525,43.38235294117647,1610612744,81,81,2022-04-08T03:40:10Z,4230000,33.0,256.0,1,left,A. Wiggins 25' 3PT pullup (14 PTS) (J. Poole 10 AST),"[203952, 1629673]",1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,25.79,Made,,,,,,,,,,14.0,J. Poole,1629673.0,10.0,,,,,,
426,PT05M02.00S,2022-04-08T03:40:29.7Z,3,REGULAR,2pt,Jump Shot,[],2730,74.58935611038108,66.66666666666666,1610612747,81,81,2022-04-08T03:40:32Z,4250000,83.0,186.0,1,right,MISS D. Howard 20' Jump Shot,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,20.42,Missed,,,,,,,,,,,,,,,,,,,
427,PT05M00.00S,2022-04-08T03:40:31.7Z,3,REGULAR,rebound,defensive,[],1627780,,,1610612744,81,81,2022-04-08T03:41:02Z,4260000,,,0,,G. Payton II REBOUND (Off:0 Def:4),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,426.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
428,PT04M49.00S,2022-04-08T03:40:43.2Z,3,REGULAR,3pt,Jump Shot,[],1629673,9.149145860709593,94.85294117647058,1610612744,81,81,2022-04-08T03:40:45Z,4270000,-224.0,34.0,1,left,MISS J. Poole 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,,
429,PT04M47.00S,2022-04-08T03:40:45.2Z,3,REGULAR,rebound,offensive,[],203952,,,1610612744,81,81,2022-04-08T03:42:16Z,4280000,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,428.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
430,PT04M39.00S,2022-04-08T03:40:52.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203952,33.196452036793694,46.81372549019608,1610612744,81,81,2022-04-08T03:40:55Z,4290000,16.0,260.0,1,left,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,,
431,PT04M37.00S,2022-04-08T03:40:55.8Z,3,REGULAR,rebound,defensive,[],1628370,,,1610612747,81,81,2022-04-08T03:40:55Z,4300000,,,0,,M. Monk REBOUND (Off:0 Def:4),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,430.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
432,PT04M25.00S,2022-04-08T03:41:07.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2730,86.81011826544021,49.754901960784316,1610612747,81,81,2022-04-08T03:41:08Z,4310000,-1.0,71.0,1,right,MISS D. Howard 7' Layup - blocked,"[2730, 203110]",1610612747.0,LAL,,,,Howard,D. Howard,,,,,7.15,Missed,,,,,,,,,,,,,,,,,,Green,203110.0
433,PT04M25.00S,2022-04-08T03:41:07.1Z,3,REGULAR,block,,[],203110,,,1610612747,81,81,2022-04-08T03:41:09Z,4320000,,,0,,D. Green BLOCK (2 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M22.00S,2022-04-08T03:41:10.0Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,81,81,2022-04-08T03:41:10Z,4330000,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,432.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
435,PT04M20.00S,2022-04-08T03:41:13.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203490,6.783837056504599,57.84313725490197,1610612744,81,81,2022-04-08T03:42:29Z,4340000,-39.0,11.0,1,left,MISS O. Porter Jr. running reverse Layup,[203490],1610612744.0,GSW,running reverse,,,Porter Jr.,O. Porter Jr.,,,,,4.08,Missed,,,,,,,,,,,,,,,,,,,
436,PT04M18.00S,2022-04-08T03:41:15.2Z,3,REGULAR,rebound,defensive,[],1626169,,,1610612747,81,81,2022-04-08T03:42:23Z,4350000,,,0,,S. Johnson REBOUND (Off:1 Def:3),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,435.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
438,PT04M08.00S,2022-04-08T03:41:25.4Z,3,REGULAR,turnover,bad pass,[],1626169,,,1610612747,81,81,2022-04-08T03:41:57Z,4370000,,,0,,S. Johnson bad pass TURNOVER (4 TO),"[1626169, 1627780]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,4.0,Payton II,1627780.0,,,
439,PT04M08.00S,2022-04-08T03:41:25.4Z,3,REGULAR,steal,,[],1627780,,,1610612744,81,81,2022-04-08T03:41:29Z,4380000,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M02.00S,2022-04-08T03:41:30.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629673,10.85742444152431,47.05882352941176,1610612744,81,81,2022-04-08T03:41:32Z,4390000,15.0,50.0,1,left,MISS J. Poole Layup,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,5.17,Missed,,,,,,,,,,,,,,,,,,,
441,PT04M00.00S,2022-04-08T03:41:33.0Z,3,REGULAR,rebound,defensive,[],1626169,,,1610612747,81,81,2022-04-08T03:41:33Z,4400000,,,0,,S. Johnson REBOUND (Off:1 Def:4),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,440.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
442,PT03M47.00S,2022-04-08T03:41:45.5Z,3,REGULAR,3pt,Jump Shot,[],1628370,63.6826544021025,36.029411764705884,1610612747,81,81,2022-04-08T03:41:48Z,4410000,-70.0,289.0,1,right,MISS M. Monk 29' pullup 3PT,[1628370],1610612747.0,LAL,pullup,,,Monk,M. Monk,,,,,29.72,Missed,,,,,,,,,,,,,,,,,,,
