actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
95,PT05M44.00S,2022-04-08T02:23:00.1Z,1,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,18,24,2022-04-08T02:23:18Z,950000,,,0,,MISS A. Reaves flagrant Free Throw 2 of 2,[1630559],1610612747.0,LAL,flagrant,,,Reaves,A. Reaves,,,,,,Missed,,,,,,,,,,,,,,,,,,,
96,PT05M44.00S,2022-04-08T02:23:00.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,18,24,2022-04-08T02:23:18Z,960000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,
97,PT05M29.00S,2022-04-08T02:23:40.1Z,1,REGULAR,turnover,bad pass,[],1626169,,,1610612747,18,24,2022-04-08T02:23:41Z,970000,,,0,,S. Johnson bad pass TURNOVER (2 TO),"[1626169, 203490]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,2.0,Porter Jr.,203490.0,,,
98,PT05M29.00S,2022-04-08T02:23:40.1Z,1,REGULAR,steal,,[],203490,,,1610612744,18,24,2022-04-08T02:24:07Z,980000,,,0,,O. Porter Jr. STEAL (2 STL),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT05M17.00S,2022-04-08T02:23:52.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],2738,89.83245729303549,66.66666666666666,1610612744,18,24,2022-04-08T02:23:55Z,990000,83.0,43.0,1,right,MISS A. Iguodala 9' turnaround Shot,[2738],1610612744.0,GSW,turnaround,,,Iguodala,A. Iguodala,,,,,9.38,Missed,,,,,,,,,,,,,,,,,,,
100,PT05M15.00S,2022-04-08T02:23:54.7Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,18,24,2022-04-08T02:24:35Z,1000000,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
101,PT05M07.00S,2022-04-08T02:24:05.5Z,1,REGULAR,2pt,Jump Shot,[],1630559,5.732588699080158,69.36274509803921,1610612747,18,26,2022-04-08T02:24:08Z,1010000,-97.0,1.0,1,left,A. Reaves 9' driving floating Jump Shot (9 PTS) (D. Augustin 1 AST),"[1630559, 201571]",1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,9.68,Made,,,,,,,,,,9.0,D. Augustin,201571.0,1.0,,,,,,
103,PT05M07.00S,2022-04-08T02:24:11.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",2738,,,1610612747,18,26,2022-04-08T02:24:17Z,1030000,,,0,,A. Iguodala shooting personal FOUL (1 PF) (Reaves 1 FT),"[2738, 1630559]",1610612744.0,GSW,shooting,,,Iguodala,A. Iguodala,,,,,,,,,,,1193.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,
105,PT05M07.00S,2022-04-08T02:24:31.5Z,1,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,18,27,2022-04-08T02:24:31Z,1050000,,,0,,A. Reaves Free Throw 1 of 1 (10 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
106,PT04M55.00S,2022-04-08T02:24:45.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.59198423127464,58.82352941176471,1610612744,20,27,2022-04-08T02:24:47Z,1060000,44.0,17.0,1,right,J. Poole driving Layup (2 PTS),[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,4.73,Made,,,,,,,,,,2.0,,,,,,,,,
107,PT04M31.00S,2022-04-08T02:25:08.7Z,1,REGULAR,3pt,Jump Shot,[],1628370,26.757555847568987,14.705882352941178,1610612747,20,27,2022-04-08T02:25:11Z,1070000,176.0,199.0,1,left,MISS M. Monk 26' pullup 3PT,[1628370],1610612747.0,LAL,pullup,,,Monk,M. Monk,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,,
108,PT04M28.00S,2022-04-08T02:25:12.2Z,1,REGULAR,rebound,defensive,[],2738,,,1610612744,20,27,2022-04-08T02:25:12Z,1080000,,,0,,A. Iguodala REBOUND (Off:0 Def:1),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
109,PT04M09.00S,2022-04-08T02:25:31.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,87.07293035479631,96.56862745098039,1610612744,20,27,2022-04-08T02:25:33Z,1090000,233.0,69.0,1,right,MISS J. Poole 24' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,24.28,Missed,,,,,,,,,,,,,,,,,,,
110,PT04M06.00S,2022-04-08T02:25:34.4Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,20,27,2022-04-08T02:25:34Z,1100000,,,0,,D. Howard REBOUND (Off:1 Def:3),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,109.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
111,PT03M53.00S,2022-04-08T02:25:47.1Z,1,REGULAR,turnover,bad pass,[],1628370,,,1610612747,20,27,2022-04-08T02:25:48Z,1110000,,,0,,M. Monk bad pass TURNOVER (1 TO),"[1628370, 203110]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,1.0,Green,203110.0,,,
112,PT03M53.00S,2022-04-08T02:25:47.1Z,1,REGULAR,steal,,[],203110,,,1610612744,20,27,2022-04-08T02:25:49Z,1120000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M38.00S,2022-04-08T02:26:02.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2738,92.72339027595268,43.872549019607845,1610612744,20,27,2022-04-08T02:26:03Z,1130000,-31.0,16.0,1,right,MISS A. Iguodala Layup - blocked,"[2738, 1628370]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,3.45,Missed,,,,,,,,,,,,,,,,,,Monk,1628370.0
114,PT03M38.00S,2022-04-08T02:26:02.2Z,1,REGULAR,block,,[],1628370,,,1610612744,20,27,2022-04-08T02:26:04Z,1140000,,,0,,M. Monk BLOCK (1 BLK),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M35.00S,2022-04-08T02:26:05.3Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,20,27,2022-04-08T02:26:05Z,1150000,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,113.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
116,PT03M31.00S,2022-04-08T02:26:09.4Z,1,REGULAR,3pt,Jump Shot,[],1628370,3.235873850197109,95.09803921568627,1610612747,20,27,2022-04-08T02:26:12Z,1160000,-225.0,-22.0,1,left,MISS M. Monk 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,22.66,Missed,,,,,,,,,,,,,,,,,,,
117,PT03M29.00S,2022-04-08T02:26:11.4Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,20,27,2022-04-08T02:26:48Z,1170000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,116.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
118,PT03M06.00S,2022-04-08T02:26:34.5Z,1,REGULAR,3pt,Jump Shot,[],2738,95.74572930354796,4.166666666666666,1610612744,23,27,2022-04-08T02:26:37Z,1180000,-229.0,-13.0,1,right,A. Iguodala 3PT  (3 PTS) (J. Poole 2 AST),"[2738, 1629673]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,22.95,Made,,,,,,,,,,3.0,J. Poole,1629673.0,2.0,,,,,,
120,PT03M04.00S,2022-04-08T02:26:42.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,23,27,2022-04-08T02:26:42Z,1200000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M04.00S,2022-04-08T02:28:32.2Z,1,REGULAR,substitution,out,[],1629673,,,1610612747,23,27,2022-04-08T02:29:59Z,1210000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M04.00S,2022-04-08T02:28:32.2Z,1,REGULAR,substitution,out,[],203110,,,1610612747,23,27,2022-04-08T02:29:59Z,1220000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M04.00S,2022-04-08T02:28:32.2Z,1,REGULAR,substitution,out,[],1628370,,,1610612747,23,27,2022-04-08T02:29:59Z,1230000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M04.00S,2022-04-08T02:28:32.2Z,1,REGULAR,substitution,out,[],1626169,,,1610612747,23,27,2022-04-08T02:29:59Z,1240000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M04.00S,2022-04-08T02:28:32.2Z,1,REGULAR,substitution,out,[],1630559,,,1610612747,23,27,2022-04-08T02:29:59Z,1250000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M04.00S,2022-04-08T02:28:32.2Z,1,REGULAR,substitution,out,[],2730,,,1610612747,23,27,2022-04-08T02:29:59Z,1260000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M04.00S,2022-04-08T02:28:32.2Z,1,REGULAR,substitution,in,[],202357,,,1610612747,23,27,2022-04-08T02:29:59Z,1270000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M04.00S,2022-04-08T02:28:32.2Z,1,REGULAR,substitution,in,[],202691,,,1610612747,23,27,2022-04-08T02:29:59Z,1280000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M04.00S,2022-04-08T02:28:32.2Z,1,REGULAR,substitution,in,[],203145,,,1610612747,23,27,2022-04-08T02:29:59Z,1290000,,,0,,SUB in: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M04.00S,2022-04-08T02:28:32.2Z,1,REGULAR,substitution,in,[],1629659,,,1610612747,23,27,2022-04-08T02:29:59Z,1300000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M04.00S,2022-04-08T02:28:32.2Z,1,REGULAR,substitution,in,[],1629117,,,1610612747,23,27,2022-04-08T02:29:59Z,1310000,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M04.00S,2022-04-08T02:28:32.2Z,1,REGULAR,substitution,in,[],201961,,,1610612747,23,27,2022-04-08T02:29:59Z,1320000,,,0,,SUB in: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M49.00S,2022-04-08T02:30:19.5Z,1,REGULAR,3pt,Jump Shot,[],201571,26.62614980289093,14.950980392156863,1610612747,23,27,2022-04-08T02:30:21Z,1330000,175.0,198.0,1,left,MISS D. Augustin 26' 3PT,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,26.42,Missed,,,,,,,,,,,,,,,,,,,
134,PT02M46.00S,2022-04-08T02:30:22.5Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,23,27,2022-04-08T02:30:22Z,1340000,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
135,PT02M34.00S,2022-04-08T02:30:35.3Z,1,REGULAR,3pt,Jump Shot,[],202691,65.78515111695138,46.32352941176471,1610612744,23,27,2022-04-08T02:30:38Z,1350000,-18.0,269.0,1,right,MISS K. Thompson 26' pullup 3PT,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,,
136,PT02M32.00S,2022-04-08T02:30:37.3Z,1,REGULAR,rebound,defensive,[],201961,,,1610612747,23,27,2022-04-08T02:30:56Z,1360000,,,0,,W. Ellington REBOUND (Off:0 Def:1),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
137,PT02M20.00S,2022-04-08T02:30:49.3Z,1,REGULAR,2pt,Jump Shot,[],1629659,18.084756898817346,23.284313725490197,1610612747,23,29,2022-04-08T02:30:52Z,1370000,134.0,117.0,1,left,T. Horton-Tucker 17' step back Jump Shot (8 PTS),[1629659],1610612747.0,LAL,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,17.79,Made,,,,,,,,,,8.0,,,,,,,,,
138,PT02M04.00S,2022-04-08T02:31:04.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,89.30683311432325,50.245098039215684,1610612744,25,29,2022-04-08T02:31:06Z,1380000,1.0,48.0,1,right,G. Payton II cutting DUNK (2 PTS) (A. Iguodala 1 AST),"[1627780, 2738]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,4.8,Made,,,,,,,,,,2.0,A. Iguodala,2738.0,1.0,,,,,,
140,PT01M46.00S,2022-04-08T02:31:22.5Z,1,REGULAR,3pt,Jump Shot,[],1629659,25.312089356110377,85.04901960784314,1610612747,25,32,2022-04-08T02:31:25Z,1400000,-175.0,185.0,1,left,T. Horton-Tucker 25' 3PT step back (11 PTS),[1629659],1610612747.0,LAL,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,25.51,Made,,,,,,,,,,11.0,,,,,,,,,
141,PT01M22.00S,2022-04-08T02:31:47.5Z,1,REGULAR,3pt,Jump Shot,[],203490,73.53810775295663,14.215686274509803,1610612744,25,32,2022-04-08T02:31:49Z,1410000,-179.0,196.0,1,right,MISS O. Porter Jr. 26' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,,
142,PT01M20.00S,2022-04-08T02:31:49.5Z,1,REGULAR,rebound,defensive,[],203145,,,1610612747,25,32,2022-04-08T02:32:29Z,1420000,,,0,,K. Bazemore REBOUND (Off:0 Def:1),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
143,PT01M08.00S,2022-04-08T02:32:01.3Z,1,REGULAR,3pt,Jump Shot,[],201961,8.623521681997373,5.637254901960785,1610612747,25,32,2022-04-08T02:32:04Z,1430000,222.0,29.0,1,left,MISS W. Ellington 3PT,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,22.36,Missed,,,,,,,,,,,,,,,,,,,
144,PT01M05.00S,2022-04-08T02:32:04.8Z,1,REGULAR,rebound,offensive,[],1629117,,,1610612747,25,32,2022-04-08T02:32:04Z,1440000,,,0,,W. Gabriel REBOUND (Off:1 Def:0),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,143.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
145,PT00M59.80S,2022-04-08T02:32:10.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629659,32.802233902759525,53.92156862745098,1610612747,25,32,2022-04-08T02:32:13Z,1450000,-20.0,256.0,1,left,MISS T. Horton-Tucker 25' pullup 3PT,[1629659],1610612747.0,LAL,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M56.50S,2022-04-08T02:32:13.7Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,25,32,2022-04-08T02:32:13Z,1460000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
147,PT00M49.00S,2022-04-08T02:32:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,90.88370565045992,45.83333333333333,1610612744,27,32,2022-04-08T02:32:24Z,1470000,-21.0,33.0,1,right,G. Payton II cutting Layup (4 PTS) (A. Iguodala 2 AST),"[1627780, 2738]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,3.92,Made,,,,,,,,,,4.0,A. Iguodala,2738.0,2.0,,,,,,
149,PT00M35.70S,2022-04-08T02:32:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,13.091327201051248,40.68627450980392,1610612747,27,32,2022-04-08T02:32:41Z,1490000,47.0,71.0,1,left,MISS T. Horton-Tucker 8' driving Layup,[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,8.46,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M32.70S,2022-04-08T02:32:41.8Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,27,32,2022-04-08T02:32:41Z,1500000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
151,PT00M27.50S,2022-04-08T02:32:48.5Z,1,REGULAR,turnover,traveling,[],2738,,,1610612744,27,32,2022-04-08T02:32:50Z,1510000,,,0,,A. Iguodala traveling TURNOVER (1 TO),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,1627961.0,,,,,,,,,1.0,,,,,
152,PT00M27.50S,2022-04-08T02:33:04.4Z,1,REGULAR,substitution,out,[],202357,,,1610612747,27,32,2022-04-08T02:33:08Z,1520000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M27.50S,2022-04-08T02:33:04.4Z,1,REGULAR,substitution,in,[],1626172,,,1610612747,27,32,2022-04-08T02:33:08Z,1530000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M07.90S,2022-04-08T02:33:34.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201571,10.726018396846255,39.950980392156865,1610612747,27,32,2022-04-08T02:33:36Z,1540000,50.0,48.0,1,left,MISS D. Augustin 6' driving Layup,[201571],1610612747.0,LAL,driving,,,Augustin,D. Augustin,,,,,6.97,Missed,,,,,,,,,,,,,,,,,,,
155,PT00M05.10S,2022-04-08T02:33:36.8Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,27,32,2022-04-08T02:33:58Z,1550000,,,0,,G. Payton II REBOUND (Off:0 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,154.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
157,PT00M03.30S,2022-04-08T02:33:51.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,27,32,2022-04-08T02:33:51Z,1570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M03.30S,2022-04-08T02:33:51.9Z,1,REGULAR,substitution,out,[],1627780,,,1610612744,27,32,2022-04-08T02:34:05Z,1580000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M03.30S,2022-04-08T02:33:51.9Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,27,32,2022-04-08T02:34:05Z,1590000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M03.30S,2022-04-08T02:33:51.9Z,1,REGULAR,substitution,out,[],1629659,,,1610612744,27,32,2022-04-08T02:34:05Z,1600000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M03.30S,2022-04-08T02:33:51.9Z,1,REGULAR,substitution,in,[],1629673,,,1610612744,27,32,2022-04-08T02:34:05Z,1610000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M03.30S,2022-04-08T02:33:51.9Z,1,REGULAR,substitution,in,[],202357,,,1610612744,27,32,2022-04-08T02:34:05Z,1620000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M03.30S,2022-04-08T02:33:51.9Z,1,REGULAR,substitution,in,[],1630559,,,1610612744,27,32,2022-04-08T02:34:05Z,1630000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M01.10S,2022-04-08T02:34:22.7Z,1,REGULAR,3pt,Jump Shot,[],2738,92.72339027595268,96.81372549019608,1610612744,27,32,2022-04-08T02:35:21Z,1640000,234.0,16.0,1,right,MISS A. Iguodala 3PT,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,23.46,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M00.10S,2022-04-08T02:34:23.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,27,32,2022-04-08T02:35:21Z,1650000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2022-04-08T02:34:27.3Z,1,REGULAR,period,end,[],0,,,1610612744,27,32,2022-04-08T02:34:27Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-04-08T02:38:03.7Z,2,REGULAR,substitution,out,['startperiod'],1629673,,,1610612744,27,32,2022-04-08T02:38:19Z,1670000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-04-08T02:38:03.7Z,2,REGULAR,substitution,out,['startperiod'],1630559,,,1610612744,27,32,2022-04-08T02:38:19Z,1680000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-04-08T02:38:03.7Z,2,REGULAR,substitution,in,['startperiod'],1627780,,,1610612744,27,32,2022-04-08T02:38:19Z,1690000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-04-08T02:38:03.7Z,2,REGULAR,substitution,in,['startperiod'],1629659,,,1610612744,27,32,2022-04-08T02:38:19Z,1700000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-04-08T02:38:13.9Z,2,REGULAR,period,start,[],0,,,1610612747,27,32,2022-04-08T02:38:19Z,1710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M46.00S,2022-04-08T02:38:27.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,9.017739816031538,40.19607843137255,1610612747,27,32,2022-04-08T02:38:30Z,1720000,49.0,32.0,1,left,MISS T. Horton-Tucker driving Layup,[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,5.87,Missed,,,,,,,,,,,,,,,,,,,
173,PT11M44.00S,2022-04-08T02:38:29.1Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,27,32,2022-04-08T02:39:02Z,1730000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
174,PT11M33.00S,2022-04-08T02:38:39.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203490,90.3580814717477,56.61764705882353,1610612744,27,32,2022-04-08T02:38:42Z,1740000,33.0,38.0,1,right,MISS O. Porter Jr. cutting Layup,[203490],1610612744.0,GSW,cutting,,,Porter Jr.,O. Porter Jr.,,,,,5.05,Missed,,,,,,,,,,,,,,,,,,,
175,PT11M30.00S,2022-04-08T02:38:43.1Z,2,REGULAR,rebound,defensive,[],1629117,,,1610612747,27,32,2022-04-08T02:38:43Z,1750000,,,0,,W. Gabriel REBOUND (Off:1 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,174.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
176,PT11M21.00S,2022-04-08T02:38:52.5Z,2,REGULAR,3pt,Jump Shot,[],201961,20.45006570302234,4.411764705882353,1610612747,27,32,2022-04-08T02:38:54Z,1760000,228.0,140.0,1,left,MISS W. Ellington 26' step back 3PT,[201961],1610612747.0,LAL,step back,,,Ellington,W. Ellington,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,,
177,PT11M18.00S,2022-04-08T02:38:55.5Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,27,32,2022-04-08T02:38:55Z,1770000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:3),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,176.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
178,PT11M08.00S,2022-04-08T02:39:05.4Z,2,REGULAR,3pt,Jump Shot,[],202691,72.48685939553219,83.33333333333334,1610612744,30,32,2022-04-08T02:39:07Z,1780000,167.0,206.0,1,right,K. Thompson 26' 3PT  (11 PTS) (A. Iguodala 3 AST),"[202691, 2738]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,26.51,Made,,,,,,,,,,11.0,A. Iguodala,2738.0,3.0,,,,,,
