actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
93,PT04M36.00S,2022-03-31T02:30:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,6.258212877792378,57.59803921568627,1610612744,14,21,2022-03-31T02:30:46Z,930000,-38.0,6.0,1,left,J. Poole driving Layup (6 PTS) (D. Green 2 AST),"[1629673, 203110]",1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,,,,,,,3.85,Made,,,,,6.0,D. Green,203110.0,2.0,,,,,
95,PT04M17.00S,2022-03-31T02:31:03.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,81.94809461235218,57.107843137254896,1610612756,14,23,2022-03-31T02:31:05Z,950000,36.0,117.0,1,right,D. Ayton 12' Jump Shot (4 PTS) (C. Paul 6 AST),"[1629028, 101108]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,12.25,Made,,,,,4.0,C. Paul,101108.0,6.0,,,,,
97,PT04M06.00S,2022-03-31T02:31:15.1Z,1,REGULAR,3pt,Jump Shot,[],1629673,32.53942181340342,23.284313725490197,1610612744,17,23,2022-03-31T02:31:17Z,970000,134.0,253.0,1,left,J. Poole 28' 3PT  (9 PTS) (D. Green 3 AST),"[1629673, 203110]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,28.65,Made,,,,,9.0,D. Green,203110.0,3.0,,,,,
99,PT03M58.00S,2022-03-31T02:31:25.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629673,,,1610612756,17,23,2022-03-31T02:31:30Z,990000,,,0,,J. Poole personal FOUL (1 PF) (Booker 2 FT),"[1629673, 1626164]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,1201.0,,1.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,
101,PT03M58.00S,2022-03-31T02:31:48.0Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,17,24,2022-03-31T02:31:48Z,1010000,,,0,,D. Booker Free Throw 1 of 2 (8 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Made,,,,,8.0,,,,,,,,
102,PT03M58.00S,2022-03-31T02:31:48.6Z,1,REGULAR,substitution,out,[],203952,,,1610612756,17,24,2022-03-31T02:32:05Z,1020000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M58.00S,2022-03-31T02:31:48.6Z,1,REGULAR,substitution,out,[],203110,,,1610612756,17,24,2022-03-31T02:32:05Z,1030000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M58.00S,2022-03-31T02:31:48.6Z,1,REGULAR,substitution,out,[],101108,,,1610612756,17,24,2022-03-31T02:32:05Z,1040000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M58.00S,2022-03-31T02:31:48.6Z,1,REGULAR,substitution,out,[],203109,,,1610612756,17,24,2022-03-31T02:32:05Z,1050000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M58.00S,2022-03-31T02:31:48.6Z,1,REGULAR,substitution,in,[],202357,,,1610612756,17,24,2022-03-31T02:32:05Z,1060000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M58.00S,2022-03-31T02:31:48.6Z,1,REGULAR,substitution,in,[],2738,,,1610612756,17,24,2022-03-31T02:32:05Z,1070000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M58.00S,2022-03-31T02:31:48.6Z,1,REGULAR,substitution,in,[],1626166,,,1610612756,17,24,2022-03-31T02:32:05Z,1080000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M58.00S,2022-03-31T02:31:48.6Z,1,REGULAR,substitution,in,[],1628470,,,1610612756,17,24,2022-03-31T02:32:05Z,1090000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M58.00S,2022-03-31T02:32:11.2Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,17,25,2022-03-31T02:32:11Z,1100000,,,0,,D. Booker Free Throw 2 of 2 (9 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Made,,,,,9.0,,,,,,,,
111,PT03M45.00S,2022-03-31T02:32:26.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,29.122864651773984,10.049019607843137,1610612744,20,25,2022-03-31T02:32:39Z,1110000,200.0,221.0,1,left,J. Poole 29' 3PT  (12 PTS) (A. Iguodala 1 AST),"[1629673, 2738]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,29.82,Made,,,,,12.0,A. Iguodala,2738.0,1.0,,,,,
113,PT03M42.00S,2022-03-31T02:32:34.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,20,25,2022-03-31T02:32:34Z,1130000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M42.00S,2022-03-31T02:34:37.5Z,1,REGULAR,substitution,out,[],1629028,,,1610612756,20,25,2022-03-31T02:35:13Z,1140000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M42.00S,2022-03-31T02:34:37.5Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,20,25,2022-03-31T02:35:13Z,1150000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M42.00S,2022-03-31T02:34:37.5Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,20,25,2022-03-31T02:35:13Z,1160000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M42.00S,2022-03-31T02:34:37.5Z,1,REGULAR,substitution,in,[],202687,,,1610612756,20,25,2022-03-31T02:35:13Z,1170000,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M27.00S,2022-03-31T02:36:11.9Z,1,REGULAR,3pt,Jump Shot,[],1629013,78.79434954007884,6.61764705882353,1610612756,20,25,2022-03-31T02:36:14Z,1180000,-217.0,147.0,1,right,MISS L. Shamet 26' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,26.19,Missed,,,,,,,,,,,,,
119,PT03M23.00S,2022-03-31T02:36:15.9Z,1,REGULAR,rebound,defensive,[],1627780,,,1610612744,20,25,2022-03-31T02:36:15Z,1190000,,,0,,G. Payton II REBOUND (Off:0 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,
120,PT03M18.00S,2022-03-31T02:36:20.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,10.33180026281209,46.81372549019608,1610612744,20,25,2022-03-31T02:36:23Z,1200000,16.0,45.0,1,left,MISS G. Payton II Layup,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,4.73,Missed,,,,,,,,,,,,,
121,PT03M16.00S,2022-03-31T02:36:22.9Z,1,REGULAR,rebound,offensive,[],1627780,,,1610612744,20,25,2022-03-31T02:36:29Z,1210000,,,0,,G. Payton II REBOUND (Off:1 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,120.0,2.0,1.0,1.0,,,,,,,,,
122,PT03M15.00S,2022-03-31T02:36:24.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627780,5.590000152587891,50.0,1610612744,22,25,2022-03-31T02:36:24Z,1220000,0.0,0.0,1,left,G. Payton II putback Layup (2 PTS),[1627780],1610612744.0,GSW,putback,,,Payton II,G. Payton II,,,,,,,,,,,0.0,Made,,,,,2.0,,,,,,,,
123,PT03M01.00S,2022-03-31T02:36:38.2Z,1,REGULAR,2pt,Jump Shot,[],1626166,83.39356110381078,74.75490196078431,1610612756,22,25,2022-03-31T02:36:40Z,1230000,124.0,104.0,1,right,MISS C. Payne 16' pullup Shot,[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,,,,,,,16.14,Missed,,,,,,,,,,,,,
124,PT02M59.00S,2022-03-31T02:36:40.2Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,22,25,2022-03-31T02:36:57Z,1240000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,
125,PT02M50.00S,2022-03-31T02:36:49.0Z,1,REGULAR,3pt,Jump Shot,[],1629673,23.99802890932983,12.5,1610612744,25,25,2022-03-31T02:36:52Z,1250000,188.0,173.0,1,left,J. Poole 25' 3PT step back (15 PTS),[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,,,,,,,25.52,Made,,,,,15.0,,,,,,,,
126,PT02M27.00S,2022-03-31T02:37:11.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,89.83245729303549,36.51960784313725,1610612756,25,27,2022-03-31T02:37:15Z,1260000,-67.0,43.0,1,right,C. Payne 8' driving Layup (2 PTS),[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,,,,,,,8.0,Made,,,,,2.0,,,,,,,,
127,PT02M06.00S,2022-03-31T02:37:33.4Z,1,REGULAR,2pt,Jump Shot,[],203490,5.206964520367937,16.666666666666664,1610612744,27,27,2022-03-31T02:37:36Z,1270000,167.0,-4.0,1,left,O. Porter Jr. 16' pullup Jump Shot (2 PTS) (N. Bjelica 1 AST),"[203490, 202357]",1610612744.0,GSW,pullup,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,16.67,Made,,,,,2.0,N. Bjelica,202357.0,1.0,,,,,
129,PT01M50.00S,2022-03-31T02:37:48.1Z,1,REGULAR,3pt,Jump Shot,[],1628470,94.03745072273325,95.09803921568627,1610612756,27,27,2022-03-31T02:37:50Z,1290000,225.0,4.0,1,right,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,22.55,Missed,,,,,,,,,,,,,
130,PT01M47.00S,2022-03-31T02:37:51.6Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,27,27,2022-03-31T02:37:51Z,1300000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,
131,PT01M36.00S,2022-03-31T02:38:03.1Z,1,REGULAR,3pt,Jump Shot,[],2738,23.209592641261498,88.23529411764706,1610612744,30,27,2022-03-31T02:38:05Z,1310000,-191.0,166.0,1,left,A. Iguodala 25' 3PT  (3 PTS) (J. Poole 2 AST),"[2738, 1629673]",1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,25.3,Made,,,,,3.0,J. Poole,1629673.0,2.0,,,,,
133,PT01M24.00S,2022-03-31T02:38:18.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629673,,,1610612756,30,27,2022-03-31T02:38:34Z,1330000,,,0,,J. Poole personal FOUL (2 PF) (Booker 2 FT),"[1629673, 1626164]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,1627962.0,,2.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,
135,PT01M24.00S,2022-03-31T02:38:55.2Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,30,28,2022-03-31T02:38:55Z,1350000,,,0,,D. Booker Free Throw 1 of 2 (10 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Made,,,,,10.0,,,,,,,,
136,PT01M24.00S,2022-03-31T02:38:56.0Z,1,REGULAR,substitution,out,[],1629673,,,1610612756,30,28,2022-03-31T02:39:02Z,1360000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M24.00S,2022-03-31T02:38:56.0Z,1,REGULAR,substitution,in,[],202691,,,1610612756,30,28,2022-03-31T02:39:02Z,1370000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M24.00S,2022-03-31T02:39:13.7Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,30,29,2022-03-31T02:39:13Z,1380000,,,0,,D. Booker Free Throw 2 of 2 (11 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,Made,,,,,11.0,,,,,,,,
139,PT01M07.00S,2022-03-31T02:39:32.2Z,1,REGULAR,2pt,Jump Shot,[],202691,12.171484888304862,18.627450980392158,1610612744,32,29,2022-03-31T02:39:34Z,1390000,157.0,62.0,1,left,K. Thompson 16' step back Jump Shot (2 PTS),[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,,,,,,,16.87,Made,,,,,2.0,,,,,,,,
140,PT00M57.20S,2022-03-31T02:39:42.5Z,1,REGULAR,3pt,Jump Shot,[],1626166,71.96123521681997,16.176470588235293,1610612756,32,29,2022-03-31T02:39:45Z,1400000,-169.0,211.0,1,right,MISS C. Payne 27' step back 3PT,[1626166],1610612756.0,PHX,step back,,,Payne,C. Payne,,,,,,,,,,,27.05,Missed,,,,,,,,,,,,,
141,PT00M55.80S,2022-03-31T02:39:47.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,32,29,2022-03-31T02:39:47Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,
142,PT00M55.80S,2022-03-31T02:39:48.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202357,,,1610612756,32,29,2022-03-31T02:39:59Z,1420000,,,0,,N. Bjelica loose ball personal FOUL (1 PF) (Biyombo 2 FT),"[202357, 202687]",1610612744.0,GSW,loose ball,,,Bjelica,N. Bjelica,,,,,2715.0,,1.0,0.0,Biyombo,202687.0,,,,,,,,,,,,,,,
144,PT00M55.80S,2022-03-31T02:40:14.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202687,,,1610612756,32,29,2022-03-31T02:40:14Z,1440000,,,0,,MISS B. Biyombo Free Throw 1 of 2,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,Missed,,,,,,,,,,,,,
145,PT00M55.80S,2022-03-31T02:40:14.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,32,29,2022-03-31T02:40:14Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,144.0,,,,,,,,,,,,
146,PT00M55.80S,2022-03-31T02:40:31.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202687,,,1610612756,32,29,2022-03-31T02:40:31Z,1460000,,,0,,MISS B. Biyombo Free Throw 2 of 2,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,Missed,,,,,,,,,,,,,
147,PT00M54.80S,2022-03-31T02:40:32.3Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,32,29,2022-03-31T02:40:32Z,1470000,,,0,,N. Bjelica REBOUND (Off:0 Def:1),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,
148,PT00M33.80S,2022-03-31T02:40:53.4Z,1,REGULAR,3pt,Jump Shot,[],2738,5.469776609724048,95.58823529411765,1610612744,32,29,2022-03-31T02:40:56Z,1480000,-228.0,-1.0,1,left,MISS A. Iguodala 3PT,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,22.79,Missed,,,,,,,,,,,,,
149,PT00M31.40S,2022-03-31T02:40:55.8Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,32,29,2022-03-31T02:41:05Z,1490000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,
150,PT00M13.00S,2022-03-31T02:41:14.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,87.59855453350855,62.99019607843137,1610612756,32,29,2022-03-31T02:41:16Z,1500000,65.0,64.0,1,right,MISS D. Booker 9' driving floating bank Shot,[1626164],1610612756.0,PHX,driving floating bank,,,Booker,D. Booker,,,,,,,,,,,9.13,Missed,,,,,,,,,,,,,
151,PT00M11.90S,2022-03-31T02:41:15.3Z,1,REGULAR,rebound,offensive,[],202687,,,1610612756,32,29,2022-03-31T02:43:22Z,1510000,,,0,,B. Biyombo REBOUND (Off:1 Def:0),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,150.0,1.0,0.0,1.0,,,,,,,,,
152,PT00M10.90S,2022-03-31T02:41:18.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202687,94.40999984741211,50.0,1610612756,32,29,2022-03-31T02:43:31Z,1520000,0.0,0.0,1,right,MISS B. Biyombo tip Layup,[202687],1610612756.0,PHX,tip,,,Biyombo,B. Biyombo,,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,
153,PT00M09.40S,2022-03-31T02:41:19.8Z,1,REGULAR,rebound,offensive,[],202687,,,1610612756,32,29,2022-03-31T02:43:31Z,1530000,,,0,,B. Biyombo REBOUND (Off:2 Def:0),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,152.0,2.0,0.0,2.0,,,,,,,,,
154,PT00M08.60S,2022-03-31T02:41:24.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202687,92.59198423127464,60.29411764705882,1610612756,32,29,2022-03-31T02:43:40Z,1540000,51.0,17.0,1,right,MISS B. Biyombo Layup,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,5.43,Missed,,,,,,,,,,,,,
156,PT00M07.60S,2022-03-31T02:41:25.4Z,1,REGULAR,rebound,offensive,[],202687,,,1610612756,32,29,2022-03-31T02:43:40Z,1560000,,,0,,B. Biyombo REBOUND (Off:3 Def:0),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,154.0,3.0,0.0,3.0,,,,,,,,,
157,PT00M06.60S,2022-03-31T02:41:29.0Z,1,REGULAR,turnover,out-of-bounds,[],202687,,,1610612756,32,29,2022-03-31T02:42:19Z,1570000,,,0,,B. Biyombo bad pass out-of-bounds TURNOVER (1 TO),[202687],1610612756.0,PHX,bad pass,,,Biyombo,B. Biyombo,,,,,2715.0,1.0,,,,,,,,,,,,,,,,,,,
158,PT00M06.60S,2022-03-31T02:41:37.5Z,1,REGULAR,substitution,out,[],1627780,,,1610612744,32,29,2022-03-31T02:41:39Z,1580000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M06.60S,2022-03-31T02:41:37.5Z,1,REGULAR,substitution,in,[],1629673,,,1610612744,32,29,2022-03-31T02:41:39Z,1590000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M04.50S,2022-03-31T02:41:50.5Z,1,REGULAR,foul,personal,[],1628470,,,1610612744,32,29,2022-03-31T02:41:53Z,1600000,,,0,,T. Craig personal FOUL (1 PF),"[1628470, 1629673]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,2715.0,,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,
162,PT00M04.50S,2022-03-31T02:42:03.0Z,1,REGULAR,substitution,out,[],202687,,,1610612744,32,29,2022-03-31T02:42:06Z,1620000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M04.50S,2022-03-31T02:42:03.0Z,1,REGULAR,substitution,in,[],1628969,,,1610612744,32,29,2022-03-31T02:42:06Z,1630000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M03.90S,2022-03-31T02:42:21.6Z,1,REGULAR,turnover,out-of-bounds,[],2738,,,1610612744,32,29,2022-03-31T02:42:24Z,1640000,,,0,,A. Iguodala bad pass out-of-bounds TURNOVER (1 TO),[2738],1610612744.0,GSW,bad pass,,,Iguodala,A. Iguodala,,,,,1201.0,1.0,,,,,,,,,,,,,,,,,,,
165,PT00M03.90S,2022-03-31T02:42:29.8Z,1,REGULAR,substitution,out,[],1629673,,,1610612756,32,29,2022-03-31T02:42:36Z,1650000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M03.90S,2022-03-31T02:42:29.8Z,1,REGULAR,substitution,out,[],202357,,,1610612756,32,29,2022-03-31T02:42:36Z,1660000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M03.90S,2022-03-31T02:42:29.8Z,1,REGULAR,substitution,out,[],1628470,,,1610612756,32,29,2022-03-31T02:42:36Z,1670000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M03.90S,2022-03-31T02:42:29.8Z,1,REGULAR,substitution,in,[],203952,,,1610612756,32,29,2022-03-31T02:42:36Z,1680000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M03.90S,2022-03-31T02:42:29.8Z,1,REGULAR,substitution,in,[],203110,,,1610612756,32,29,2022-03-31T02:42:36Z,1690000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M03.90S,2022-03-31T02:42:29.8Z,1,REGULAR,substitution,in,[],101108,,,1610612756,32,29,2022-03-31T02:42:36Z,1700000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M03.90S,2022-03-31T02:42:42.9Z,1,REGULAR,substitution,out,[],202691,,,1610612756,32,29,2022-03-31T02:42:45Z,1710000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT00M03.90S,2022-03-31T02:42:42.9Z,1,REGULAR,substitution,in,[],1627780,,,1610612756,32,29,2022-03-31T02:42:45Z,1720000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT00M02.30S,2022-03-31T02:42:59.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,66.5735873850197,59.31372549019608,1610612756,32,29,2022-03-31T02:44:49Z,1730000,47.0,262.0,1,right,MISS L. Shamet 26' pullup 3PT - blocked,"[1629013, 203110]",1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,,,,,,,26.58,Missed,,,,,,,,,,,Green,203110.0,
174,PT00M02.30S,2022-03-31T02:42:59.9Z,1,REGULAR,block,,[],203110,,,1610612756,32,29,2022-03-31T02:43:04Z,1740000,,,0,,D. Green BLOCK (2 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT00M00.80S,2022-03-31T02:43:01.4Z,1,REGULAR,rebound,defensive,[],2738,,,1610612744,32,29,2022-03-31T02:44:49Z,1750000,,,0,,A. Iguodala REBOUND (Off:0 Def:1),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,
186,PT00M00.70S,2022-03-31T02:43:06.4Z,1,REGULAR,3pt,Jump Shot,[],2738,82.47371879106439,52.450980392156865,1610612744,32,29,2022-03-31T02:46:56Z,1755000,-12.0,723.0,1,left,MISS A. Iguodala 72' 3PT,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,72.29,Missed,,,,,,,,,,,,,
187,PT00M00.70S,2022-03-31T02:43:06.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,32,29,2022-03-31T02:46:57Z,1757500,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,186.0,,,,,,,,,,,,
176,PT00M00.00S,2022-03-31T02:43:12.9Z,1,REGULAR,period,end,[],0,,,1610612744,32,29,2022-03-31T02:43:12Z,1760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-03-31T02:46:11.1Z,2,REGULAR,substitution,out,['startperiod'],203952,,,1610612744,32,29,2022-03-31T02:46:25Z,1770000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-03-31T02:46:11.1Z,2,REGULAR,substitution,out,['startperiod'],203110,,,1610612744,32,29,2022-03-31T02:46:25Z,1780000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-03-31T02:46:11.1Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612744,32,29,2022-03-31T02:46:25Z,1790000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-03-31T02:46:11.1Z,2,REGULAR,substitution,out,['startperiod'],1626166,,,1610612744,32,29,2022-03-31T02:46:25Z,1800000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
