actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
361,PT12M00.00S,2022-03-31T03:30:32.1Z,3,REGULAR,substitution,in,['startperiod'],1629673,,,1610612756,48,50,2022-03-31T03:30:43Z,3560000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-03-31T03:30:32.1Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612756,48,50,2022-03-31T03:30:43Z,3570000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2022-03-31T03:30:46.9Z,3,REGULAR,period,start,[],0,,,1610612756,48,50,2022-03-31T03:30:46Z,3580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT11M47.00S,2022-03-31T03:30:59.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,16.507884362680684,44.36274509803921,1610612756,48,50,2022-03-31T03:31:02Z,3590000,28.0,103.0,1,left,MISS M. Bridges 10' driving floating Shot,[1628969],1610612756.0,PHX,driving floating,,,Bridges,M. Bridges,,,,,,,,,,,10.65,Missed,,,,,,,,,,,,,
365,PT11M45.00S,2022-03-31T03:31:01.2Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,48,50,2022-03-31T03:31:26Z,3600000,,,0,,K. Looney REBOUND (Off:0 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,364.0,4.0,4.0,0.0,,,,,,,,,
366,PT11M33.00S,2022-03-31T03:31:13.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,93.51182654402102,54.90196078431373,1610612744,48,50,2022-03-31T03:31:14Z,3610000,25.0,8.0,1,right,MISS A. Wiggins Layup,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,2.59,Missed,,,,,,,,,,,,,
367,PT11M31.00S,2022-03-31T03:31:15.1Z,3,REGULAR,rebound,offensive,[],203952,,,1610612744,48,50,2022-03-31T03:32:22Z,3620000,,,0,,A. Wiggins REBOUND (Off:3 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,366.0,5.0,2.0,3.0,,,,,,,,,
368,PT11M30.00S,2022-03-31T03:31:16.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,94.40999984741211,50.0,1610612744,48,50,2022-03-31T03:31:16Z,3630000,0.0,0.0,1,right,MISS A. Wiggins putback Layup,[203952],1610612744.0,GSW,putback,,,Wiggins,A. Wiggins,,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,
369,PT11M29.00S,2022-03-31T03:31:16.8Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,48,50,2022-03-31T03:31:16Z,3640000,,,0,,K. Looney REBOUND (Off:1 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,368.0,5.0,4.0,1.0,,,,,,,,,
370,PT11M28.00S,2022-03-31T03:31:17.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,90.75229960578186,49.50980392156863,1610612744,50,50,2022-03-31T03:31:19Z,3650000,-2.0,34.0,1,right,K. Looney Layup (2 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,3.45,Made,,,,,2.0,,,,,,,,
371,PT11M11.00S,2022-03-31T03:31:34.0Z,3,REGULAR,3pt,Jump Shot,[],203109,11.514454664914586,3.9215686274509802,1610612756,50,53,2022-03-31T03:31:36Z,3660000,230.0,56.0,1,left,J. Crowder 3PT  (6 PTS) (C. Paul 7 AST),"[203109, 101108]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,23.7,Made,,,,,6.0,C. Paul,101108.0,7.0,,,,,
373,PT11M02.00S,2022-03-31T03:31:43.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203110,92.9862023653088,58.57843137254902,1610612744,50,53,2022-03-31T03:31:46Z,3680000,43.0,13.0,1,right,MISS D. Green cutting Layup,[203110],1610612744.0,GSW,cutting,,,Green,D. Green,,,,,,,,,,,4.49,Missed,,,,,,,,,,,,,
374,PT11M00.00S,2022-03-31T03:31:45.7Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,50,53,2022-03-31T03:32:06Z,3690000,,,0,,D. Ayton REBOUND (Off:2 Def:7),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,373.0,9.0,7.0,2.0,,,,,,,,,
375,PT10M57.00S,2022-03-31T03:31:48.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,28.465834428383708,84.80392156862744,1610612756,50,53,2022-03-31T03:32:35Z,3700000,-174.0,215.0,1,left,MISS D. Booker 27' running pullup 3PT,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,,,,,,,27.67,Missed,,,,,,,,,,,,,
376,PT10M55.00S,2022-03-31T03:31:51.7Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,50,53,2022-03-31T03:31:51Z,3710000,,,0,,J. Poole REBOUND (Off:1 Def:6),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,375.0,7.0,6.0,1.0,,,,,,,,,
377,PT10M38.00S,2022-03-31T03:32:12.4Z,3,REGULAR,foul,personal,[],101108,,,1610612744,50,53,2022-03-31T03:32:15Z,3720000,,,0,,C. Paul personal FOUL (2 PF),"[101108, 1629673]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,2715.0,,2.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,
379,PT10M35.00S,2022-03-31T03:32:33.2Z,3,REGULAR,2pt,Jump Shot,[],202691,71.96123521681997,50.98039215686274,1610612744,52,53,2022-03-31T03:32:35Z,3740000,5.0,211.0,1,right,K. Thompson 21' pullup Jump Shot (6 PTS) (K. Looney 1 AST),"[202691, 1626172]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,,,,,,,21.12,Made,,,,,6.0,K. Looney,1626172.0,1.0,,,,,
381,PT10M21.00S,2022-03-31T03:32:47.0Z,3,REGULAR,2pt,Jump Shot,[],1626164,25.18068331143233,40.19607843137255,1610612756,52,53,2022-03-31T03:32:50Z,3760000,49.0,184.0,1,left,MISS D. Booker 19' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,,,,19.06,Missed,,,,,,,,,,,,,
382,PT10M19.00S,2022-03-31T03:32:49.0Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,52,53,2022-03-31T03:33:42Z,3770000,,,0,,D. Green REBOUND (Off:0 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,381.0,7.0,7.0,0.0,,,,,,,,,
383,PT10M05.00S,2022-03-31T03:33:03.0Z,3,REGULAR,2pt,Jump Shot,[],203952,83.78777923784494,21.813725490196077,1610612744,52,53,2022-03-31T03:33:05Z,3780000,-141.0,100.0,1,right,MISS A. Wiggins 17' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,,,,,,,17.27,Missed,,,,,,,,,,,,,
384,PT10M03.00S,2022-03-31T03:33:05.0Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,52,53,2022-03-31T03:33:11Z,3790000,,,0,,D. Ayton REBOUND (Off:2 Def:8),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,383.0,10.0,8.0,2.0,,,,,,,,,
385,PT09M56.00S,2022-03-31T03:33:14.0Z,3,REGULAR,foul,personal,['2freethrow'],202691,,,1610612756,52,53,2022-03-31T03:33:20Z,3800000,,,0,,K. Thompson shooting personal FOUL (3 PF) (Bridges 2 FT),"[202691, 1628969]",1610612744.0,GSW,shooting,,,Thompson,K. Thompson,,,,,2715.0,,3.0,0.0,Bridges,1628969.0,,,,,,,,,,,,,,,
387,PT09M56.00S,2022-03-31T03:33:44.1Z,3,REGULAR,freethrow,1 of 2,[],1628969,,,1610612756,52,54,2022-03-31T03:33:44Z,3820000,,,0,,M. Bridges Free Throw 1 of 2 (18 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,Made,,,,,18.0,,,,,,,,
388,PT09M56.00S,2022-03-31T03:33:57.1Z,3,REGULAR,freethrow,2 of 2,[],1628969,,,1610612756,52,55,2022-03-31T03:33:57Z,3830000,,,0,,M. Bridges Free Throw 2 of 2 (19 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,Made,,,,,19.0,,,,,,,,
389,PT09M36.00S,2022-03-31T03:34:18.9Z,3,REGULAR,3pt,Jump Shot,[],1629673,86.5473061760841,95.58823529411765,1610612744,55,55,2022-03-31T03:34:22Z,3840000,228.0,74.0,1,right,J. Poole 3PT step back (20 PTS) (K. Thompson 1 AST),"[1629673, 202691]",1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,,,,,,,23.96,Made,,,,,20.0,K. Thompson,202691.0,1.0,,,,,
391,PT09M10.00S,2022-03-31T03:34:44.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,12.565703022339028,47.794117647058826,1610612756,55,55,2022-03-31T03:34:47Z,3860000,11.0,66.0,1,left,MISS D. Ayton 6' cutting Layup,[1629028],1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,,,,,,,6.65,Missed,,,,,,,,,,,,,
392,PT09M08.00S,2022-03-31T03:34:46.4Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,55,55,2022-03-31T03:35:36Z,3870000,,,0,,A. Wiggins REBOUND (Off:3 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,391.0,6.0,3.0,3.0,,,,,,,,,
393,PT08M53.00S,2022-03-31T03:35:08.6Z,3,REGULAR,turnover,out-of-bounds,[],202691,,,1610612744,55,55,2022-03-31T03:35:13Z,3880000,,,0,,K. Thompson lost ball out-of-bounds TURNOVER (3 TO),[202691],1610612744.0,GSW,lost ball,,,Thompson,K. Thompson,,,,,2715.0,3.0,,,,,,,,,,,,,,,,,,,
394,PT08M42.00S,2022-03-31T03:35:26.2Z,3,REGULAR,foul,personal,['2freethrow'],203110,,,1610612756,55,55,2022-03-31T03:36:02Z,3890000,,,0,,D. Green shooting personal FOUL (3 PF) (Crowder 2 FT),"[203110, 203109]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,2715.0,,3.0,0.0,Crowder,203109.0,,,,,,,,,,,,,,,
396,PT08M42.00S,2022-03-31T03:35:56.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203109,,,1610612756,55,56,2022-03-31T03:35:56Z,3910000,,,0,,J. Crowder Free Throw 1 of 2 (7 PTS),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,Made,,,,,7.0,,,,,,,,
397,PT08M42.00S,2022-03-31T03:36:22.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203109,,,1610612756,55,57,2022-03-31T03:36:22Z,3920000,,,0,,J. Crowder Free Throw 2 of 2 (8 PTS),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,Made,,,,,8.0,,,,,,,,
398,PT08M31.00S,2022-03-31T03:36:36.1Z,3,REGULAR,3pt,Jump Shot,[],1629673,72.61826544021025,15.686274509803921,1610612744,55,57,2022-03-31T03:36:38Z,3930000,-172.0,205.0,1,right,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,26.73,Missed,,,,,,,,,,,,,
399,PT08M29.00S,2022-03-31T03:36:39.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,55,57,2022-03-31T03:36:39Z,3940000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,398.0,,,,,,,,,,,,
400,PT08M29.00S,2022-03-31T03:36:40.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,55,57,2022-03-31T03:36:40Z,3950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT08M19.00S,2022-03-31T03:37:08.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202691,73.53810775295663,12.5,1610612744,55,57,2022-03-31T03:37:10Z,3960000,-188.0,196.0,1,right,MISS K. Thompson 27' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,27.14,Missed,,,,,,,,,,,,,
402,PT08M17.00S,2022-03-31T03:37:11.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,55,57,2022-03-31T03:37:11Z,3970000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,401.0,,,,,,,,,,,,
403,PT08M17.00S,2022-03-31T03:37:13.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,55,57,2022-03-31T03:37:13Z,3980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT08M04.00S,2022-03-31T03:37:28.7Z,3,REGULAR,turnover,lost ball,[],101108,,,1610612756,55,57,2022-03-31T03:37:30Z,3990000,,,0,,C. Paul lost ball TURNOVER (2 TO),"[101108, 203110]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,,2.0,,,,,,,,,,,,,,,Green,203110.0,,,
405,PT08M04.00S,2022-03-31T03:37:28.7Z,3,REGULAR,steal,,[],203110,,,1610612744,55,57,2022-03-31T03:39:13Z,4000000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M59.00S,2022-03-31T03:37:34.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629673,71.56701708278581,77.69607843137256,1610612744,58,57,2022-03-31T03:37:40Z,4010000,138.0,215.0,1,right,J. Poole 25' 3PT  (23 PTS) (D. Green 6 AST),"[1629673, 203110]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,25.56,Made,,,,,23.0,D. Green,203110.0,6.0,,,,,
427,PT07M37.00S,2022-03-31T03:37:59.2Z,3,REGULAR,2pt,Jump Shot,[],1626164,9.067017082785808,29.434742647058826,1610612756,58,57,2022-03-31T03:43:04Z,4035000,103.0,33.0,1,left,MISS D. Booker 10' driving floating bank Shot,[1626164],1610612756.0,PHX,driving floating bank,,,Booker,D. Booker,,,,,,,,,,,10.79,Missed,,,,,,,,,,,,,
428,PT07M36.00S,2022-03-31T03:38:00.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,58,57,2022-03-31T03:43:04Z,4042500,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,427.0,,,,,,,,,,,,
410,PT07M36.00S,2022-03-31T03:38:24.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,58,57,2022-03-31T03:38:24Z,4050000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT07M36.00S,2022-03-31T03:38:26.5Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612756,58,57,2022-03-31T03:40:00Z,4060000,,,0,,,[],1610612744.0,GSW,overturned,,,,,,,,,1201.0,,,,,,,,,,,,,,,,,,,,No Foul on D. Green
412,PT07M36.00S,2022-03-31T03:41:15.7Z,3,REGULAR,memo,,[],0,,,1610612756,58,57,2022-03-31T03:41:15Z,4070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSW: 416th consecutive sellout
413,PT07M34.00S,2022-03-31T03:41:49.4Z,3,REGULAR,jumpball,recovered,[],101108,,,1610612756,58,57,2022-03-31T03:41:49Z,4080000,,,0,,Jump Ball D. Ayton vs. K. Looney: Tip to C. Paul,"[101108, 1629028, 1626172]",1610612756.0,PHX,challenge,C. Paul,101108.0,Paul,C. Paul,Ayton,1629028.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,
416,PT07M29.00S,2022-03-31T03:41:55.8Z,3,REGULAR,turnover,out-of-bounds,[],101108,,,1610612756,58,57,2022-03-31T03:41:57Z,4110000,,,0,,C. Paul bad pass out-of-bounds TURNOVER (3 TO),[101108],1610612756.0,PHX,bad pass,,,Paul,C. Paul,,,,,1627962.0,3.0,,,,,,,,,,,,,,,,,,,
417,PT07M18.00S,2022-03-31T03:42:11.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202691,82.47371879106439,53.92156862745098,1610612744,58,57,2022-03-31T03:42:13Z,4120000,20.0,112.0,1,right,MISS K. Thompson 11' Jump Shot,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,11.39,Missed,,,,,,,,,,,,,
418,PT07M15.00S,2022-03-31T03:42:14.8Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,58,57,2022-03-31T03:42:14Z,4130000,,,0,,D. Ayton REBOUND (Off:2 Def:9),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,417.0,11.0,9.0,2.0,,,,,,,,,
419,PT07M10.00S,2022-03-31T03:42:19.1Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],203109,9.329829172141928,91.88878676470588,1610612756,58,57,2022-03-31T03:43:24Z,4140000,-209.0,35.0,1,left,MISS J. Crowder 21' Jump Shot,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,21.23,Missed,,,,,,,,,,,,,
420,PT07M07.00S,2022-03-31T03:42:22.1Z,3,REGULAR,rebound,offensive,[],1628969,,,1610612756,58,57,2022-03-31T03:43:24Z,4150000,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,419.0,4.0,3.0,1.0,,,,,,,,,
421,PT07M05.00S,2022-03-31T03:42:23.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629028,7.703679369250986,49.50980392156863,1610612756,58,59,2022-03-31T03:42:26Z,4160000,2.0,20.0,1,left,D. Ayton cutting DUNK (8 PTS) (M. Bridges 1 AST),"[1629028, 1628969]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,,,,,,,2.01,Made,,,,,8.0,M. Bridges,1628969.0,1.0,,,,,
423,PT07M02.00S,2022-03-31T03:42:42.3Z,3,REGULAR,foul,technical,[],203110,,,1610612744,58,59,2022-03-31T03:42:45Z,4180000,,,0,,D. Green double technical FOUL (1 Tech),[203110],1610612744.0,GSW,double,,,Green,D. Green,,,,,1627962.0,,3.0,1.0,,,,,,,,,,,,,,,,,
424,PT07M02.00S,2022-03-31T03:42:42.3Z,3,REGULAR,foul,technical,[],203109,,,1610612744,58,59,2022-03-31T03:42:46Z,4190000,,,0,,J. Crowder double technical FOUL (1 Tech),[203109],1610612756.0,PHX,double,,,Crowder,J. Crowder,,,,,1627962.0,,0.0,1.0,,,,,,,,,,,,,,,,,
425,PT06M52.00S,2022-03-31T03:43:01.2Z,3,REGULAR,3pt,Jump Shot,[],202691,73.66951379763469,86.02941176470588,1610612744,61,59,2022-03-31T03:43:03Z,4200000,180.0,195.0,1,right,K. Thompson 26' 3PT  (9 PTS) (J. Poole 4 AST),"[202691, 1629673]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,26.54,Made,,,,,9.0,J. Poole,1629673.0,4.0,,,,,
429,PT06M36.00S,2022-03-31T03:43:19.1Z,3,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612756,61,59,2022-03-31T03:43:28Z,4220000,,,0,,K. Looney shooting personal FOUL (1 PF) (Ayton 2 FT),"[1626172, 1629028]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,1201.0,,1.0,0.0,Ayton,1629028.0,,,,,,,,,,,,,,,
431,PT06M36.00S,2022-03-31T03:43:55.7Z,3,REGULAR,freethrow,1 of 2,[],1629028,,,1610612756,61,60,2022-03-31T03:43:55Z,4240000,,,0,,D. Ayton Free Throw 1 of 2 (9 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,Made,,,,,9.0,,,,,,,,
432,PT06M36.00S,2022-03-31T03:44:10.4Z,3,REGULAR,freethrow,2 of 2,[],1629028,,,1610612756,61,61,2022-03-31T03:44:10Z,4250000,,,0,,D. Ayton Free Throw 2 of 2 (10 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,Made,,,,,10.0,,,,,,,,
433,PT06M24.00S,2022-03-31T03:44:24.2Z,3,REGULAR,2pt,Jump Shot,[],203952,74.98357424441524,46.07843137254902,1610612744,63,61,2022-03-31T03:44:27Z,4260000,-20.0,183.0,1,right,A. Wiggins 18' pullup Jump Shot (12 PTS) (K. Looney 2 AST),"[203952, 1626172]",1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,,,,,,,18.37,Made,,,,,12.0,K. Looney,1626172.0,2.0,,,,,
435,PT06M11.00S,2022-03-31T03:44:37.0Z,3,REGULAR,2pt,Jump Shot,[],101108,20.97568988173456,40.44117647058824,1610612756,63,61,2022-03-31T03:44:41Z,4280000,48.0,145.0,1,left,MISS C. Paul 15' driving floating Shot,[101108],1610612756.0,PHX,driving floating,,,Paul,C. Paul,,,,,,,,,,,15.24,Missed,,,,,,,,,,,,,
436,PT06M09.00S,2022-03-31T03:44:39.0Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,63,61,2022-03-31T03:44:50Z,4290000,,,0,,A. Wiggins REBOUND (Off:3 Def:4),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,435.0,7.0,4.0,3.0,,,,,,,,,
437,PT06M03.00S,2022-03-31T03:44:47.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,63,61,2022-03-31T03:44:47Z,4300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M59.00S,2022-03-31T03:45:05.1Z,3,REGULAR,2pt,Jump Shot,[],203952,88.64980289093299,77.69607843137256,1610612744,63,61,2022-03-31T03:45:10Z,4310000,138.0,54.0,1,right,MISS A. Wiggins 14' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,,,,,,,14.87,Missed,,,,,,,,,,,,,
439,PT05M54.00S,2022-03-31T03:45:16.2Z,3,REGULAR,rebound,offensive,[],203110,,,1610612744,63,61,2022-03-31T03:45:16Z,4320000,,,0,,D. Green REBOUND (Off:1 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,438.0,8.0,7.0,1.0,,,,,,,,,
440,PT05M54.00S,2022-03-31T03:45:16.7Z,3,REGULAR,foul,personal,[],203109,,,1610612744,63,61,2022-03-31T03:45:22Z,4330000,,,0,,J. Crowder personal FOUL (1 PF),"[203109, 203110]",1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,1201.0,,1.0,1.0,Green,203110.0,,,,,,,,,,,,,,,
442,PT05M47.00S,2022-03-31T03:45:45.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,64.47109067017082,40.19607843137255,1610612744,66,61,2022-03-31T03:45:48Z,4350000,-49.0,281.0,1,right,J. Poole 28' 3PT pullup (26 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,,,,,,,28.57,Made,,,,,26.0,,,,,,,,
443,PT05M37.00S,2022-03-31T03:45:59.0Z,3,REGULAR,turnover,traveling,[],1629028,,,1610612756,66,61,2022-03-31T03:46:01Z,4360000,,,0,,D. Ayton traveling TURNOVER (2 TO),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,2715.0,2.0,,,,,,,,,,,,,,,,,,,
444,PT05M30.00S,2022-03-31T03:46:21.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202691,92.46057818659659,60.78431372549019,1610612744,68,61,2022-03-31T03:46:25Z,4370000,54.0,18.0,1,right,K. Thompson driving reverse Layup (11 PTS) (J. Poole 5 AST),"[202691, 1629673]",1610612744.0,GSW,driving reverse,,,Thompson,K. Thompson,,,,,,,,,,,5.7,Made,,,,,11.0,J. Poole,1629673.0,5.0,,,,,
446,PT05M30.00S,2022-03-31T03:46:27.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,68,61,2022-03-31T03:46:27Z,4390000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT05M19.00S,2022-03-31T03:50:05.8Z,3,REGULAR,turnover,bad pass,[],1628969,,,1610612756,68,61,2022-03-31T03:52:38Z,4400000,,,0,,M. Bridges bad pass TURNOVER (2 TO),"[1628969, 203110]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,2.0,,,,,,,,,,,,,,,Green,203110.0,,,
448,PT05M19.00S,2022-03-31T03:50:05.8Z,3,REGULAR,steal,,[],203110,,,1610612744,68,61,2022-03-31T04:04:41Z,4410000,,,0,,D. Green STEAL (2 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT05M10.00S,2022-03-31T03:50:11.7Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",202691,66.3107752956636,32.1078431372549,1610612744,68,61,2022-03-31T03:50:18Z,4420000,-89.0,264.0,1,right,MISS K. Thompson 27' pullup 3PT,[202691],1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,,,,,,,27.89,Missed,,,,,,,,,,,,,
450,PT05M07.00S,2022-03-31T03:50:14.7Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,68,61,2022-03-31T03:50:18Z,4430000,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,449.0,2.0,2.0,0.0,,,,,,,,,
451,PT05M00.00S,2022-03-31T03:50:24.3Z,3,REGULAR,foul,personal,[],1626172,,,1610612756,68,61,2022-03-31T03:50:27Z,4440000,,,0,,K. Looney personal FOUL (2 PF),"[1626172, 1628969]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,1201.0,,2.0,0.0,Bridges,1628969.0,,,,,,,,,,,,,,,
453,PT05M00.00S,2022-03-31T03:50:28.7Z,3,REGULAR,substitution,out,[],202691,,,1610612756,68,61,2022-03-31T03:50:47Z,4460000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT05M00.00S,2022-03-31T03:50:28.7Z,3,REGULAR,substitution,out,[],1626172,,,1610612756,68,61,2022-03-31T03:50:47Z,4470000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
