actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
102,PT03M34.00S,2021-10-22T02:29:11.8Z,1,REGULAR,freethrow,1 of 2,[],202694,,,1610612746,28,24,2021-10-22T02:29:11Z,1020000,,,0,,M. Morris Sr. Free Throw 1 of 2 (6 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,
103,PT03M34.00S,2021-10-22T02:29:20.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,28,24,2021-10-22T02:29:20Z,1030000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M34.00S,2021-10-22T02:32:10.1Z,1,REGULAR,substitution,out,[],1629673,,,1610612746,28,24,2021-10-22T02:32:39Z,1040000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M34.00S,2021-10-22T02:32:10.1Z,1,REGULAR,substitution,out,[],203952,,,1610612746,28,24,2021-10-22T02:32:39Z,1050000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M34.00S,2021-10-22T02:32:10.1Z,1,REGULAR,substitution,out,[],203110,,,1610612746,28,24,2021-10-22T02:32:39Z,1060000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M34.00S,2021-10-22T02:32:10.1Z,1,REGULAR,substitution,out,[],202331,,,1610612746,28,24,2021-10-22T02:32:39Z,1070000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M34.00S,2021-10-22T02:32:10.1Z,1,REGULAR,substitution,in,[],203490,,,1610612746,28,24,2021-10-22T02:32:39Z,1080000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M34.00S,2021-10-22T02:32:10.1Z,1,REGULAR,substitution,in,[],2738,,,1610612746,28,24,2021-10-22T02:32:39Z,1090000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M34.00S,2021-10-22T02:32:10.1Z,1,REGULAR,substitution,in,[],1627814,,,1610612746,28,24,2021-10-22T02:32:39Z,1100000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M34.00S,2021-10-22T02:32:10.1Z,1,REGULAR,substitution,in,[],1626159,,,1610612746,28,24,2021-10-22T02:32:39Z,1110000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M34.00S,2021-10-22T02:33:09.9Z,1,REGULAR,freethrow,2 of 2,[],202694,,,1610612746,28,25,2021-10-22T02:33:09Z,1120000,,,0,,M. Morris Sr. Free Throw 2 of 2 (7 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,Made,,,,,,,7.0,,,,,,,
113,PT03M19.00S,2021-10-22T02:33:27.0Z,1,REGULAR,3pt,Jump Shot,[],201939,31.882391590013142,34.068627450980394,1610612744,31,25,2021-10-22T02:33:33Z,1130000,80.0,247.0,1,left,S. Curry 25' 3PT step back (13 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,,,,,,25.97,Made,,,,,,,13.0,,,,,,,
114,PT02M53.00S,2021-10-22T02:33:52.1Z,1,REGULAR,2pt,Jump Shot,[],202694,71.43561103810775,57.84313725490197,1610612746,31,25,2021-10-22T02:33:58Z,1140000,39.0,216.0,1,right,MISS M. Morris Sr. 21' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,21.95,Missed,,,,,,,,,,,,,,
115,PT02M49.00S,2021-10-22T02:33:56.1Z,1,REGULAR,rebound,defensive,[],2738,,,1610612744,31,25,2021-10-22T02:33:58Z,1150000,,,0,,A. Iguodala REBOUND (Off:0 Def:1),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,
116,PT02M47.00S,2021-10-22T02:33:58.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,30.831143232588698,69.6078431372549,1610612744,34,25,2021-10-22T02:34:03Z,1160000,-98.0,237.0,1,left,S. Curry 25' 3PT pullup (16 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,25.67,Made,,,,,,,16.0,,,,,,,
117,PT02M33.00S,2021-10-22T02:34:12.1Z,1,REGULAR,3pt,Jump Shot,[],1628379,66.96780551905388,51.470588235294116,1610612746,34,25,2021-10-22T02:34:19Z,1170000,7.0,258.0,1,right,MISS L. Kennard 25' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,25.81,Missed,,,,,,,,,,,,,,
118,PT02M30.00S,2021-10-22T02:34:15.1Z,1,REGULAR,rebound,defensive,[],203490,,,1610612744,34,25,2021-10-22T02:34:19Z,1180000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,
119,PT02M25.00S,2021-10-22T02:34:20.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],201939,25.443495400788436,49.754901960784316,1610612744,36,25,2021-10-22T02:34:27Z,1190000,1.0,187.0,1,left,S. Curry 18' pullup Jump Shot (18 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,18.67,Made,,,,,,,18.0,,,,,,,
120,PT02M23.00S,2021-10-22T02:34:27.0Z,1,REGULAR,timeout,full,['team'],0,,,1610612746,36,25,2021-10-22T02:34:27Z,1200000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M23.00S,2021-10-22T02:35:56.9Z,1,REGULAR,substitution,out,[],202704,,,1610612746,36,25,2021-10-22T02:36:04Z,1210000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M23.00S,2021-10-22T02:35:56.9Z,1,REGULAR,substitution,out,[],202694,,,1610612746,36,25,2021-10-22T02:36:04Z,1220000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M23.00S,2021-10-22T02:35:56.9Z,1,REGULAR,substitution,in,[],202331,,,1610612746,36,25,2021-10-22T02:36:04Z,1230000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M23.00S,2021-10-22T02:35:56.9Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,36,25,2021-10-22T02:36:04Z,1240000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M03.00S,2021-10-22T02:36:19.2Z,1,REGULAR,3pt,Jump Shot,[],202331,68.41327201051249,58.57843137254902,1610612746,36,25,2021-10-22T02:42:54Z,1250000,43.0,244.0,1,right,MISS P. George 24' pullup 3PT - blocked,"[202331, 201939]",1610612746.0,LAC,pullup,,,George,P. George,,,,,,,,,,24.81,Missed,,,,,Curry,201939.0,,,,,,,,
126,PT02M03.00S,2021-10-22T02:36:19.2Z,1,REGULAR,block,,[],201939,,,1610612746,36,25,2021-10-22T02:36:21Z,1260000,,,0,,S. Curry BLOCK (1 BLK),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M01.00S,2021-10-22T02:36:21.2Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,36,25,2021-10-22T02:36:26Z,1270000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,125.0,2.0,2.0,0.0,,,,,,,,,,
128,PT01M59.00S,2021-10-22T02:36:22.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201939,5.732588699080158,48.77450980392157,1610612744,38,25,2021-10-22T02:36:31Z,1280000,6.0,1.0,1,left,S. Curry running Layup (20 PTS),[201939],1610612744.0,GSW,running,,,Curry,S. Curry,,,,,,,,,,0.63,Made,,,,,,,20.0,,,,,,,
129,PT01M45.00S,2021-10-22T02:36:36.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,93.51182654402102,54.41176470588235,1610612746,38,25,2021-10-22T02:36:41Z,1290000,22.0,8.0,1,right,MISS P. George driving Layup,[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,,,,,,2.37,Missed,,,,,,,,,,,,,,
130,PT01M42.00S,2021-10-22T02:36:39.9Z,1,REGULAR,rebound,defensive,[],2738,,,1610612744,38,25,2021-10-22T02:36:41Z,1300000,,,0,,A. Iguodala REBOUND (Off:0 Def:2),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,129.0,2.0,2.0,0.0,,,,,,,,,,
131,PT01M36.00S,2021-10-22T02:36:51.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626159,,,1610612744,38,25,2021-10-22T02:36:56Z,1310000,,,0,,J. Winslow personal FOUL (1 PF) (Curry 2 FT),"[1626159, 201939]",1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,1199.0,1.0,0.0,Curry,201939.0,,,,,,,,,,,,,,,,
133,PT01M36.00S,2021-10-22T02:37:20.4Z,1,REGULAR,freethrow,1 of 2,[],201939,,,1610612744,39,25,2021-10-22T02:37:20Z,1330000,,,0,,S. Curry Free Throw 1 of 2 (21 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,,,,,,,21.0,,,,,,,
134,PT01M36.00S,2021-10-22T02:37:38.1Z,1,REGULAR,freethrow,2 of 2,[],201939,,,1610612744,40,25,2021-10-22T02:37:38Z,1340000,,,0,,S. Curry Free Throw 2 of 2 (22 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,Made,,,,,,,22.0,,,,,,,
135,PT01M24.00S,2021-10-22T02:37:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,93.51182654402102,52.69607843137255,1610612746,40,27,2021-10-22T02:38:04Z,1350000,13.0,8.0,1,right,J. Winslow driving reverse Layup (2 PTS) (P. George 2 AST),"[1626159, 202331]",1610612746.0,LAC,driving reverse,,,Winslow,J. Winslow,,,,,,,,,,1.6,Made,,,,,,,2.0,P. George,202331.0,2.0,,,,
137,PT01M03.00S,2021-10-22T02:38:15.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629599,,,1610612744,40,27,2021-10-22T02:38:21Z,1370000,,,0,,A. Coffey shooting personal FOUL (1 PF) (Lee 2 FT),"[1629599, 1627814]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,2534.0,1.0,0.0,Lee,1627814.0,,,,,,,,,,,,,,,,
139,PT01M03.00S,2021-10-22T02:38:48.1Z,1,REGULAR,freethrow,1 of 2,[],1627814,,,1610612744,40,27,2021-10-22T02:38:48Z,1390000,,,0,,MISS D. Lee Free Throw 1 of 2,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,Missed,,,,,,,,,,,,,,
140,PT01M03.00S,2021-10-22T02:38:48.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,40,27,2021-10-22T02:38:48Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,
141,PT01M03.00S,2021-10-22T02:39:14.2Z,1,REGULAR,freethrow,2 of 2,[],1627814,,,1610612744,41,27,2021-10-22T02:39:14Z,1410000,,,0,,D. Lee Free Throw 2 of 2 (1 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,
142,PT00M48.60S,2021-10-22T02:39:30.6Z,1,REGULAR,turnover,lost ball,[],202331,,,1610612746,41,27,2021-10-22T02:39:35Z,1420000,,,0,,P. George lost ball TURNOVER (1 TO),"[202331, 201939]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,1.0,Curry,201939.0,
143,PT00M48.60S,2021-10-22T02:39:30.6Z,1,REGULAR,steal,,[],201939,,,1610612744,41,27,2021-10-22T02:39:32Z,1430000,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M42.90S,2021-10-22T02:39:36.4Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203490,24.52365308804205,82.84313725490196,1610612744,41,27,2021-10-22T02:40:07Z,1440000,-164.0,178.0,1,left,MISS O. Porter Jr. 24' 3PT,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,24.22,Missed,,,,,,,,,,,,,,
145,PT00M39.60S,2021-10-22T02:39:39.7Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,41,27,2021-10-22T02:39:47Z,1450000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,
146,PT00M35.50S,2021-10-22T02:39:43.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,70.38436268068331,17.892156862745097,1610612746,41,27,2021-10-22T02:39:52Z,1460000,-161.0,226.0,1,right,MISS L. Kennard 27' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,27.71,Missed,,,,,,,,,,,,,,
147,PT00M35.50S,2021-10-22T02:39:43.8Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612746,41,27,2021-10-22T02:39:52Z,1470000,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,146.0,1.0,0.0,1.0,,,,,,,,,,
148,PT00M30.90S,2021-10-22T02:39:48.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629599,74.32654402102497,83.08823529411765,1610612746,41,27,2021-10-22T02:40:01Z,1480000,165.0,189.0,1,right,MISS A. Coffey 25' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,25.1,Missed,,,,,,,,,,,,,,
149,PT00M30.90S,2021-10-22T02:39:48.4Z,1,REGULAR,rebound,defensive,[],202357,,,1610612744,41,27,2021-10-22T02:40:01Z,1490000,,,0,,N. Bjelica REBOUND (Off:0 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,
150,PT00M09.20S,2021-10-22T02:40:10.0Z,1,REGULAR,3pt,Jump Shot,[],201939,19.793035479632064,7.352941176470589,1610612744,44,27,2021-10-22T02:40:16Z,1500000,213.0,134.0,1,left,S. Curry 25' 3PT  (25 PTS) (A. Iguodala 1 AST),"[201939, 2738]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,25.16,Made,,,,,,,25.0,A. Iguodala,2738.0,1.0,,,,
152,PT00M01.60S,2021-10-22T02:40:21.4Z,1,REGULAR,2pt,Jump Shot,[],1629611,87.33574244415243,92.64705882352942,1610612746,44,27,2021-10-22T02:40:37Z,1520000,213.0,67.0,1,right,MISS T. Mann 22' step back Shot,[1629611],1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,,,,,,22.33,Missed,,,,,,,,,,,,,,
153,PT00M01.60S,2021-10-22T02:40:21.4Z,1,REGULAR,rebound,offensive,[],1626159,,,1610612746,44,27,2021-10-22T02:40:33Z,1530000,,,0,,J. Winslow REBOUND (Off:1 Def:0),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,152.0,1.0,0.0,1.0,,,,,,,,,,
154,PT00M00.00S,2021-10-22T02:40:44.5Z,1,REGULAR,instantreplay,request,[],0,,,1610612746,44,27,2021-10-22T02:41:57Z,1540000,,,0,,,[],,,support,,,,,,,,,2534.0,,,,,,,,,,,,,,,,,,,,End Period - No Basket
155,PT00M00.00S,2021-10-22T02:41:59.2Z,1,REGULAR,period,end,[],0,,,1610612746,44,27,2021-10-22T02:41:59Z,1550000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-10-22T02:43:41.1Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612746,44,27,2021-10-22T02:44:03Z,1560000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-10-22T02:43:41.1Z,2,REGULAR,substitution,in,['startperiod'],1629673,,,1610612746,44,27,2021-10-22T02:44:03Z,1570000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-10-22T02:44:11.8Z,2,REGULAR,period,start,[],0,,,1610612746,44,27,2021-10-22T02:44:11Z,1580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M41.00S,2021-10-22T02:44:29.9Z,2,REGULAR,3pt,Jump Shot,[],202331,71.56701708278581,21.813725490196077,1610612746,44,30,2021-10-22T02:44:36Z,1590000,-141.0,215.0,1,right,P. George 25' 3PT  (9 PTS) (L. Kennard 3 AST),"[202331, 1628379]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,25.69,Made,,,,,,,9.0,L. Kennard,1628379.0,3.0,,,,
161,PT11M16.00S,2021-10-22T02:44:54.0Z,2,REGULAR,3pt,Jump Shot,[],1629673,10.726018396846255,95.83333333333334,1610612744,44,30,2021-10-22T02:44:58Z,1610000,-229.0,48.0,1,left,MISS J. Poole 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,23.42,Missed,,,,,,,,,,,,,,
162,PT11M14.00S,2021-10-22T02:44:56.0Z,2,REGULAR,rebound,defensive,[],1626159,,,1610612746,44,30,2021-10-22T02:44:58Z,1620000,,,0,,J. Winslow REBOUND (Off:1 Def:1),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,161.0,2.0,1.0,1.0,,,,,,,,,,
163,PT11M01.00S,2021-10-22T02:45:11.2Z,2,REGULAR,foul,personal,[],1629673,,,1610612746,44,30,2021-10-22T02:45:18Z,1630000,,,0,,J. Poole personal FOUL (1 PF),"[1629673, 202331]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,203593.0,1.0,0.0,George,202331.0,,,,,,,,,,,,,,,,
165,PT10M56.00S,2021-10-22T02:45:35.9Z,2,REGULAR,foul,offensive,[],1626159,,,1610612746,44,30,2021-10-22T02:45:50Z,1650000,,,0,,J. Winslow offensive FOUL (2 PF),"[1626159, 2738]",1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,203593.0,2.0,0.0,Iguodala,2738.0,,,,,,,,,,,,,,,,
167,PT10M56.00S,2021-10-22T02:45:35.9Z,2,REGULAR,turnover,offensive foul,[],1626159,,,1610612746,44,30,2021-10-22T02:45:35Z,1670000,,,0,,J. Winslow offensive foul TURNOVER (1 TO),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,203593.0,,,,,,,,,,,,,,,,,1.0,,,
168,PT10M41.00S,2021-10-22T02:46:03.4Z,2,REGULAR,turnover,bad pass,[],1629673,,,1610612744,44,30,2021-10-22T02:46:15Z,1680000,,,0,,J. Poole bad pass TURNOVER (4 TO),"[1629673, 1629611]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,4.0,Mann,1629611.0,
169,PT10M41.00S,2021-10-22T02:46:03.4Z,2,REGULAR,steal,,[],1629611,,,1610612746,44,30,2021-10-22T02:46:05Z,1690000,,,0,,T. Mann STEAL (1 STL),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M35.00S,2021-10-22T02:46:19.1Z,2,REGULAR,foul,personal,['2freethrow'],1627814,,,1610612746,44,30,2021-10-22T02:46:27Z,1720000,,,0,,D. Lee shooting personal FOUL (1 PF) (Coffey 2 FT),"[1627814, 1629599]",1610612744.0,GSW,shooting,,,Lee,D. Lee,,,,,2534.0,1.0,0.0,Coffey,1629599.0,,,,,,,,,,,,,,,,
174,PT10M35.00S,2021-10-22T02:46:36.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629599,,,1610612746,44,31,2021-10-22T02:46:36Z,1740000,,,0,,A. Coffey Free Throw 1 of 2 (1 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,
175,PT10M35.00S,2021-10-22T02:46:47.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,44,31,2021-10-22T02:47:28Z,1750000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M35.00S,2021-10-22T02:49:21.1Z,2,REGULAR,substitution,out,[],202357,,,1610612746,44,31,2021-10-22T02:49:38Z,1760000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M35.00S,2021-10-22T02:49:21.1Z,2,REGULAR,substitution,out,[],1628379,,,1610612746,44,31,2021-10-22T02:49:38Z,1770000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M35.00S,2021-10-22T02:49:21.1Z,2,REGULAR,substitution,out,[],202331,,,1610612746,44,31,2021-10-22T02:49:38Z,1780000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M35.00S,2021-10-22T02:49:21.1Z,2,REGULAR,substitution,out,[],1626159,,,1610612746,44,31,2021-10-22T02:49:38Z,1790000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M35.00S,2021-10-22T02:49:21.1Z,2,REGULAR,substitution,in,[],1629308,,,1610612746,44,31,2021-10-22T02:49:38Z,1800000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M35.00S,2021-10-22T02:49:21.1Z,2,REGULAR,substitution,in,[],202704,,,1610612746,44,31,2021-10-22T02:49:38Z,1810000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M35.00S,2021-10-22T02:49:21.1Z,2,REGULAR,substitution,in,[],202339,,,1610612746,44,31,2021-10-22T02:49:38Z,1820000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M35.00S,2021-10-22T02:49:21.1Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,44,31,2021-10-22T02:49:38Z,1830000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M35.00S,2021-10-22T02:50:16.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629599,,,1610612746,44,32,2021-10-22T02:50:16Z,1840000,,,0,,A. Coffey Free Throw 2 of 2 (2 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,
185,PT10M12.00S,2021-10-22T02:50:41.9Z,2,REGULAR,2pt,Jump Shot,[],203490,6.783837056504599,80.88235294117648,1610612744,46,32,2021-10-22T02:50:53Z,1850000,-154.0,11.0,1,left,O. Porter Jr. 15' driving floating Jump Shot (2 PTS) (J. Toscano-Anderson 1 AST),"[203490, 1629308]",1610612744.0,GSW,driving floating,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,15.48,Made,,,,,,,2.0,J. Toscano-Anderson,1629308.0,1.0,,,,
186,PT09M51.00S,2021-10-22T02:51:01.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,85.89027595269383,44.85294117647059,1610612746,46,32,2021-10-22T02:51:10Z,1860000,-26.0,80.0,1,right,MISS R. Jackson 8' floating Shot,[202704],1610612746.0,LAC,floating,,,Jackson,R. Jackson,,,,,,,,,,8.41,Missed,,,,,,,,,,,,,,
187,PT09M48.00S,2021-10-22T02:51:04.8Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,46,32,2021-10-22T02:51:10Z,1870000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,186.0,2.0,2.0,0.0,,,,,,,,,,
189,PT09M35.00S,2021-10-22T02:51:18.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,5.863994743758213,52.450980392156865,1610612744,48,32,2021-10-22T02:51:22Z,1880000,-12.0,3.0,1,left,J. Poole cutting Layup (5 PTS) (O. Porter Jr. 1 AST),"[1629673, 203490]",1610612744.0,GSW,cutting,,,Poole,J. Poole,,,,,,,,,,1.26,Made,,,,,,,5.0,O. Porter Jr.,203490.0,1.0,,,,
191,PT09M25.00S,2021-10-22T02:51:28.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202339,92.59198423127464,47.549019607843135,1610612746,48,34,2021-10-22T03:17:58Z,1900000,-12.0,17.0,1,right,E. Bledsoe driving reverse Layup (6 PTS),[202339],1610612746.0,LAC,driving reverse,,,Bledsoe,E. Bledsoe,,,,,,,,,,2.11,Made,,,,,,,6.0,,,,,,,
