actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
455,PT04M37.00S,2021-10-22T03:51:51.1Z,3,REGULAR,turnover,lost ball,[],201939,,,1610612744,84,80,2021-10-22T03:51:58Z,4520000,,,0,,S. Curry lost ball TURNOVER (6 TO),"[201939, 202339]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,6.0,Bledsoe,202339.0,
456,PT04M37.00S,2021-10-22T03:51:51.1Z,3,REGULAR,steal,,[],202339,,,1610612746,84,80,2021-10-22T04:22:03Z,4530000,,,0,,E. Bledsoe STEAL (3 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT04M33.00S,2021-10-22T03:51:55.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202331,5.732588699080158,50.73529411764706,1610612746,84,82,2021-10-22T03:52:07Z,4540000,-4.0,1.0,1,left,P. George running DUNK (26 PTS) (R. Jackson 4 AST),"[202331, 202704]",1610612746.0,LAC,running,,,George,P. George,,,,,,,,,,0.4,Made,,,,,,,26.0,R. Jackson,202704.0,4.0,,,,
459,PT04M10.00S,2021-10-22T03:52:17.1Z,3,REGULAR,2pt,Jump Shot,[],201939,86.81011826544021,74.75490196078431,1610612744,86,82,2021-10-22T03:52:24Z,4560000,124.0,71.0,1,right,S. Curry 14' driving floating bank Jump Shot (33 PTS),[201939],1610612744.0,GSW,driving floating bank,,,Curry,S. Curry,,,,,,,,,,14.3,Made,,,,,,,33.0,,,,,,,
460,PT04M08.00S,2021-10-22T03:52:24.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612746,86,82,2021-10-22T03:52:24Z,4570000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT04M08.00S,2021-10-22T03:53:50.1Z,3,REGULAR,substitution,out,[],1626172,,,1610612746,86,82,2021-10-22T03:54:05Z,4580000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT04M08.00S,2021-10-22T03:53:50.1Z,3,REGULAR,substitution,out,[],203952,,,1610612746,86,82,2021-10-22T03:54:05Z,4590000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT04M08.00S,2021-10-22T03:53:50.1Z,3,REGULAR,substitution,out,[],202704,,,1610612746,86,82,2021-10-22T03:54:05Z,4600000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT04M08.00S,2021-10-22T03:53:50.1Z,3,REGULAR,substitution,out,[],1627826,,,1610612746,86,82,2021-10-22T03:54:05Z,4610000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT04M08.00S,2021-10-22T03:53:50.1Z,3,REGULAR,substitution,in,[],202357,,,1610612746,86,82,2021-10-22T03:54:05Z,4620000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT04M08.00S,2021-10-22T03:53:50.1Z,3,REGULAR,substitution,in,[],2738,,,1610612746,86,82,2021-10-22T03:54:05Z,4630000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT04M08.00S,2021-10-22T03:53:50.1Z,3,REGULAR,substitution,in,[],1628379,,,1610612746,86,82,2021-10-22T03:54:05Z,4640000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT04M08.00S,2021-10-22T03:53:50.1Z,3,REGULAR,substitution,in,[],1626159,,,1610612746,86,82,2021-10-22T03:54:05Z,4650000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT03M59.00S,2021-10-22T03:54:23.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202339,7.703679369250986,45.588235294117645,1610612746,86,84,2021-10-22T03:54:30Z,4660000,22.0,20.0,1,left,E. Bledsoe Layup (20 PTS),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,2.97,Made,,,,,,,20.0,,,,,,,
470,PT03M30.00S,2021-10-22T03:54:52.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627814,94.1688567674113,55.392156862745104,1610612744,86,84,2021-10-22T03:54:56Z,4670000,27.0,2.0,1,right,MISS D. Lee Layup,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,2.71,Missed,,,,,,,,,,,,,,
471,PT03M28.00S,2021-10-22T03:54:54.2Z,3,REGULAR,rebound,defensive,[],1626159,,,1610612746,86,84,2021-10-22T03:54:56Z,4680000,,,0,,J. Winslow REBOUND (Off:1 Def:2),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,470.0,3.0,2.0,1.0,,,,,,,,,,
472,PT03M24.00S,2021-10-22T03:54:58.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202331,32.670827858081466,59.068627450980394,1610612746,86,84,2021-10-22T03:55:09Z,4690000,-45.0,255.0,1,left,MISS P. George 25' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,25.86,Missed,,,,,,,,,,,,,,
473,PT03M16.00S,2021-10-22T03:55:06.7Z,3,REGULAR,rebound,defensive,[],2738,,,1610612744,86,84,2021-10-22T03:55:09Z,4700000,,,0,,A. Iguodala REBOUND (Off:0 Def:4),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,472.0,4.0,4.0,0.0,,,,,,,,,,
474,PT03M12.00S,2021-10-22T03:55:09.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203110,94.43166885676742,52.69607843137255,1610612744,88,84,2021-10-22T03:55:15Z,4710000,13.0,0.0,1,right,D. Green Layup (7 PTS) (A. Iguodala 2 AST),"[203110, 2738]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,1.35,Made,,,,,,,7.0,A. Iguodala,2738.0,2.0,,,,
476,PT03M04.00S,2021-10-22T03:55:18.2Z,3,REGULAR,turnover,lost ball,[],1626159,,,1610612746,88,84,2021-10-22T03:55:23Z,4730000,,,0,,J. Winslow lost ball TURNOVER (2 TO),"[1626159, 203110]",1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,2.0,Green,203110.0,
477,PT03M04.00S,2021-10-22T03:55:18.2Z,3,REGULAR,steal,,[],203110,,,1610612744,88,84,2021-10-22T04:42:15Z,4740000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M00.00S,2021-10-22T03:55:23.8Z,3,REGULAR,turnover,out-of-bounds,[],202357,,,1610612744,88,84,2021-10-22T03:55:35Z,4750000,,,0,,N. Bjelica bad pass out-of-bounds TURNOVER (1 TO),[202357],1610612744.0,GSW,bad pass,,,Bjelica,N. Bjelica,,,,,2534.0,,,,,,,,,,,,,,,,,1.0,,,
479,PT03M00.00S,2021-10-22T03:55:41.7Z,3,REGULAR,substitution,out,[],202331,,,1610612746,88,84,2021-10-22T03:55:47Z,4760000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M00.00S,2021-10-22T03:55:41.7Z,3,REGULAR,substitution,in,[],1629599,,,1610612746,88,84,2021-10-22T03:55:47Z,4770000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M42.00S,2021-10-22T03:56:12.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629599,13.87976346911958,47.30392156862745,1610612746,88,84,2021-10-22T03:56:17Z,4780000,13.0,78.0,1,left,MISS A. Coffey 7' driving floating Shot,[1629599],1610612746.0,LAC,driving floating,,,Coffey,A. Coffey,,,,,,,,,,7.92,Missed,,,,,,,,,,,,,,
482,PT02M39.00S,2021-10-22T03:56:15.2Z,3,REGULAR,rebound,defensive,[],202357,,,1610612744,88,84,2021-10-22T03:56:17Z,4790000,,,0,,N. Bjelica REBOUND (Off:0 Def:4),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,481.0,4.0,4.0,0.0,,,,,,,,,,
483,PT02M29.00S,2021-10-22T03:56:26.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628379,,,1610612744,88,84,2021-10-22T04:02:52Z,4800000,,,0,,L. Kennard shooting personal FOUL (2 PF) (Green 2 FT),"[1628379, 203110]",1610612746.0,LAC,shooting,,,Kennard,L. Kennard,,,,,2534.0,2.0,0.0,Green,203110.0,,,,,,,,,,,,,,,,
485,PT02M29.00S,2021-10-22T03:56:55.2Z,3,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,88,84,2021-10-22T04:03:19Z,4812500,,,0,,MISS D. Green Free Throw 1 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,Missed,,,,,,,,,,,,,,
486,PT02M29.00S,2021-10-22T03:56:55.2Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,88,84,2021-10-22T04:03:19Z,4813750,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,485.0,,,,,,,,,,,,,
527,PT02M29.00S,2021-10-22T03:57:08.4Z,3,REGULAR,substitution,out,[],202339,,,1610612744,88,84,2021-10-22T04:04:03Z,4814062,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT02M29.00S,2021-10-22T03:57:08.4Z,3,REGULAR,substitution,in,[],202704,,,1610612744,88,84,2021-10-22T04:04:03Z,4814218,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT02M29.00S,2021-10-22T03:56:55.2Z,3,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,88,84,2021-10-22T04:03:19Z,4814375,,,0,,MISS D. Green Free Throw 2 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,Missed,,,,,,,,,,,,,,
490,PT02M25.00S,2021-10-22T03:56:59.2Z,3,REGULAR,rebound,defensive,[],1626159,,,1610612746,88,84,2021-10-22T04:03:19Z,4814687,,,0,,J. Winslow REBOUND (Off:1 Def:3),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,489.0,4.0,3.0,1.0,,,,,,,,,,
491,PT02M21.00S,2021-10-22T03:57:21.6Z,3,REGULAR,3pt,Jump Shot,[],1628379,28.07161629434954,17.15686274509804,1610612746,88,87,2021-10-22T03:57:57Z,4880000,164.0,211.0,1,left,L. Kennard 26' 3PT  (7 PTS) (R. Jackson 5 AST),"[1628379, 202704]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,26.77,Made,,,,,,,7.0,R. Jackson,202704.0,5.0,,,,
493,PT02M06.00S,2021-10-22T03:57:38.1Z,3,REGULAR,turnover,backcourt,[],203110,,,1610612744,88,87,2021-10-22T03:58:07Z,4900000,,,0,,D. Green backcourt TURNOVER (1 TO),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,1199.0,,,,,,,,,,,,,,,,,1.0,,,
494,PT02M06.00S,2021-10-22T03:57:47.0Z,3,REGULAR,substitution,out,[],203110,,,1610612746,88,87,2021-10-22T03:57:52Z,4910000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT02M06.00S,2021-10-22T03:57:47.0Z,3,REGULAR,substitution,in,[],203490,,,1610612746,88,87,2021-10-22T03:57:52Z,4920000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT01M58.00S,2021-10-22T03:58:18.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629599,8.360709592641262,3.6764705882352944,1610612746,88,87,2021-10-22T03:58:24Z,4930000,232.0,26.0,1,left,MISS A. Coffey 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,23.31,Missed,,,,,,,,,,,,,,
497,PT01M54.00S,2021-10-22T03:58:22.6Z,3,REGULAR,rebound,defensive,[],202357,,,1610612744,88,87,2021-10-22T03:58:24Z,4940000,,,0,,N. Bjelica REBOUND (Off:0 Def:5),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,496.0,5.0,5.0,0.0,,,,,,,,,,
498,PT01M36.00S,2021-10-22T03:58:41.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.77463863337714,46.32352941176471,1610612744,90,87,2021-10-22T03:58:46Z,4950000,-18.0,6.0,1,right,S. Curry driving Layup (35 PTS),[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,,,1.94,Made,,,,,,,35.0,,,,,,,
499,PT01M15.00S,2021-10-22T03:59:01.5Z,3,REGULAR,3pt,Jump Shot,[],1629611,7.966491458607096,94.85294117647058,1610612746,90,90,2021-10-22T03:59:11Z,4960000,-224.0,22.0,1,left,T. Mann 3PT pullup (8 PTS) (J. Winslow 1 AST),"[1629611, 1626159]",1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,,,,,,22.54,Made,,,,,,,8.0,J. Winslow,1626159.0,1.0,,,,
501,PT00M57.10S,2021-10-22T03:59:20.3Z,3,REGULAR,3pt,Jump Shot,[],201939,67.62483574244416,31.372549019607842,1610612744,90,90,2021-10-22T03:59:24Z,4980000,-93.0,252.0,1,right,MISS S. Curry 26' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,26.85,Missed,,,,,,,,,,,,,,
502,PT00M53.70S,2021-10-22T03:59:23.7Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,90,90,2021-10-22T03:59:24Z,4990000,,,0,,T. Mann REBOUND (Off:1 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,501.0,4.0,3.0,1.0,,,,,,,,,,
503,PT00M48.60S,2021-10-22T03:59:29.1Z,3,REGULAR,3pt,Jump Shot,[],202704,29.25427069645204,15.686274509803921,1610612746,90,93,2021-10-22T03:59:33Z,5000000,172.0,222.0,1,left,R. Jackson 28' 3PT  (5 PTS) (T. Mann 3 AST),"[202704, 1629611]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,28.1,Made,,,,,,,5.0,T. Mann,1629611.0,3.0,,,,
505,PT00M31.00S,2021-10-22T03:59:49.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202357,93.11760840998686,52.450980392156865,1610612744,90,93,2021-10-22T03:59:56Z,5020000,12.0,12.0,1,right,MISS N. Bjelica Layup,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,1.73,Missed,,,,,,,,,,,,,,
506,PT00M26.00S,2021-10-22T03:59:54.7Z,3,REGULAR,rebound,offensive,[],202357,,,1610612744,90,93,2021-10-22T03:59:54Z,5030000,,,0,,N. Bjelica REBOUND (Off:1 Def:5),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,505.0,6.0,5.0,1.0,,,,,,,,,,
507,PT00M26.00S,2021-10-22T03:59:54.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202357,94.40999984741211,50.0,1610612744,90,93,2021-10-22T03:59:54Z,5040000,0.0,0.0,1,right,MISS N. Bjelica tip Layup,[202357],1610612744.0,GSW,tip,,,Bjelica,N. Bjelica,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
508,PT00M25.40S,2021-10-22T03:59:55.2Z,3,REGULAR,rebound,defensive,[],202704,,,1610612746,90,93,2021-10-22T03:59:55Z,5050000,,,0,,R. Jackson REBOUND (Off:1 Def:4),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,507.0,5.0,4.0,1.0,,,,,,,,,,
509,PT00M07.40S,2021-10-22T04:00:13.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,6.389618922470433,47.30392156862745,1610612746,90,93,2021-10-22T04:00:34Z,5060000,13.0,8.0,1,left,MISS R. Jackson driving Layup,[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,,,,,,1.55,Missed,,,,,,,,,,,,,,
510,PT00M05.10S,2021-10-22T04:00:15.5Z,3,REGULAR,rebound,defensive,[],203490,,,1610612744,90,93,2021-10-22T04:00:34Z,5070000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:4),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,509.0,4.0,4.0,0.0,,,,,,,,,,
511,PT00M03.10S,2021-10-22T04:00:19.9Z,3,REGULAR,turnover,out-of-bounds,[],203490,,,1610612744,90,93,2021-10-22T04:00:38Z,5080000,,,0,,O. Porter Jr. bad pass out-of-bounds TURNOVER (2 TO),[203490],1610612744.0,GSW,bad pass,,,Porter Jr.,O. Porter Jr.,,,,,2534.0,,,,,,,,,,,,,,,,,2.0,,,
512,PT00M03.10S,2021-10-22T04:00:27.7Z,3,REGULAR,substitution,out,[],1627814,,,1610612746,90,93,2021-10-22T04:01:19Z,5090000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT00M03.10S,2021-10-22T04:00:27.7Z,3,REGULAR,substitution,out,[],202357,,,1610612746,90,93,2021-10-22T04:01:19Z,5100000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT00M03.10S,2021-10-22T04:00:27.7Z,3,REGULAR,substitution,out,[],201939,,,1610612746,90,93,2021-10-22T04:01:19Z,5110000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT00M03.10S,2021-10-22T04:00:27.7Z,3,REGULAR,substitution,out,[],203490,,,1610612746,90,93,2021-10-22T04:01:19Z,5120000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT00M03.10S,2021-10-22T04:00:27.7Z,3,REGULAR,substitution,out,[],1629599,,,1610612746,90,93,2021-10-22T04:01:19Z,5130000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT00M03.10S,2021-10-22T04:00:27.7Z,3,REGULAR,substitution,out,[],1626159,,,1610612746,90,93,2021-10-22T04:01:19Z,5140000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT00M03.10S,2021-10-22T04:00:27.7Z,3,REGULAR,substitution,in,[],1626172,,,1610612746,90,93,2021-10-22T04:01:19Z,5150000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT00M03.10S,2021-10-22T04:00:27.7Z,3,REGULAR,substitution,in,[],1629308,,,1610612746,90,93,2021-10-22T04:01:19Z,5160000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT00M03.10S,2021-10-22T04:00:27.7Z,3,REGULAR,substitution,in,[],203952,,,1610612746,90,93,2021-10-22T04:01:19Z,5170000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT00M03.10S,2021-10-22T04:00:27.7Z,3,REGULAR,substitution,in,[],1627780,,,1610612746,90,93,2021-10-22T04:01:19Z,5180000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT00M03.10S,2021-10-22T04:00:27.7Z,3,REGULAR,substitution,in,[],202331,,,1610612746,90,93,2021-10-22T04:01:19Z,5190000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT00M03.10S,2021-10-22T04:00:27.7Z,3,REGULAR,substitution,in,[],1627826,,,1610612746,90,93,2021-10-22T04:01:19Z,5200000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT00M00.00S,2021-10-22T04:01:31.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202704,27.283180026281208,83.08823529411765,1610612746,90,93,2021-10-22T04:01:41Z,5210000,-165.0,204.0,1,left,MISS R. Jackson 26' running 3PT,[202704],1610612746.0,LAC,running,,,Jackson,R. Jackson,,,,,,,,,,26.26,Missed,,,,,,,,,,,,,,
525,PT00M00.00S,2021-10-22T04:01:31.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,90,93,2021-10-22T04:01:41Z,5220000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,524.0,,,,,,,,,,,,,
526,PT00M00.00S,2021-10-22T04:01:47.5Z,3,REGULAR,period,end,[],0,,,1610612746,90,93,2021-10-22T04:01:47Z,5230000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2021-10-22T04:04:42.8Z,4,REGULAR,substitution,out,['startperiod'],1626172,,,1610612746,90,93,2021-10-22T04:05:11Z,5240000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2021-10-22T04:04:42.8Z,4,REGULAR,substitution,out,['startperiod'],203952,,,1610612746,90,93,2021-10-22T04:05:11Z,5250000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2021-10-22T04:04:42.8Z,4,REGULAR,substitution,out,['startperiod'],1627780,,,1610612746,90,93,2021-10-22T04:05:11Z,5260000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2021-10-22T04:04:42.8Z,4,REGULAR,substitution,out,['startperiod'],202331,,,1610612746,90,93,2021-10-22T04:05:11Z,5270000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2021-10-22T04:04:42.8Z,4,REGULAR,substitution,out,['startperiod'],1627826,,,1610612746,90,93,2021-10-22T04:05:11Z,5280000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT12M00.00S,2021-10-22T04:04:42.8Z,4,REGULAR,substitution,in,['startperiod'],203490,,,1610612746,90,93,2021-10-22T04:05:11Z,5290000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT12M00.00S,2021-10-22T04:04:42.8Z,4,REGULAR,substitution,in,['startperiod'],1629673,,,1610612746,90,93,2021-10-22T04:05:11Z,5300000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT12M00.00S,2021-10-22T04:04:42.8Z,4,REGULAR,substitution,in,['startperiod'],1627814,,,1610612746,90,93,2021-10-22T04:05:11Z,5310000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT12M00.00S,2021-10-22T04:04:42.8Z,4,REGULAR,substitution,in,['startperiod'],1629599,,,1610612746,90,93,2021-10-22T04:05:11Z,5320000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT12M00.00S,2021-10-22T04:04:42.8Z,4,REGULAR,substitution,in,['startperiod'],1626159,,,1610612746,90,93,2021-10-22T04:05:11Z,5330000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT12M00.00S,2021-10-22T04:05:10.1Z,4,REGULAR,period,start,[],0,,,1610612744,90,93,2021-10-22T04:05:12Z,5340000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT11M40.00S,2021-10-22T04:05:30.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629308,85.62746386333771,49.50980392156863,1610612744,90,93,2021-10-22T04:05:45Z,5350000,-2.0,83.0,1,right,MISS J. Toscano-Anderson 8' driving Hook,[1629308],1610612744.0,GSW,driving,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,8.26,Missed,,,,,,,,,,,,,,
541,PT11M36.00S,2021-10-22T04:05:34.0Z,4,REGULAR,rebound,defensive,[],1626159,,,1610612746,90,93,2021-10-22T04:05:45Z,5360000,,,0,,J. Winslow REBOUND (Off:1 Def:4),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,540.0,5.0,4.0,1.0,,,,,,,,,,
542,PT11M31.00S,2021-10-22T04:05:38.1Z,4,REGULAR,2pt,Jump Shot,[],1628379,5.732588699080158,18.38235294117647,1610612746,90,93,2021-10-22T04:06:08Z,5370000,158.0,1.0,1,left,MISS L. Kennard 15' pullup Shot,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,,,,,,15.81,Missed,,,,,,,,,,,,,,
