actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
330,PT08M25.00S,2022-12-05T00:21:18.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,62,2022-12-05T00:21:20Z,3270000,False,,,0,,J. Tatum REBOUND (Off:2 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,329.0,7.0,5.0,2.0,,,
331,PT08M20.00S,2022-12-05T00:21:28.3Z,3,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612738,58,62,2022-12-05T00:21:38Z,3280000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Brown 2 FT),"[1626220, 1627759]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Right,,,,1193.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,
333,PT08M20.00S,2022-12-05T00:21:52.5Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,58,63,2022-12-05T00:21:52Z,3300000,False,,,0,,J. Brown Free Throw 1 of 2 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
334,PT08M20.00S,2022-12-05T00:22:07.3Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,58,64,2022-12-05T00:22:07Z,3310000,False,,,0,,J. Brown Free Throw 2 of 2 (24 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
335,PT08M07.00S,2022-12-05T00:22:26.0Z,3,REGULAR,foul,personal,[],1628369,,,1610612751,58,64,2022-12-05T00:22:36Z,3320000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 201142]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,1627534.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,
337,PT07M53.00S,2022-12-05T00:22:59.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,9.543363994743759,41.66666666666667,1610612751,58,64,2022-12-05T00:23:03Z,3340000,False,42.0,37.0,1,left,MISS R. O'Neale driving Layup - blocked,"[1626220, 201143]",1610612751.0,BKN,driving,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,Horford,201143.0,,,,,,,
338,PT07M53.00S,2022-12-05T00:22:59.0Z,3,REGULAR,block,,[],201143,,,1610612751,58,64,2022-12-05T00:23:01Z,3350000,False,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
339,PT07M50.00S,2022-12-05T00:23:02.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,58,64,2022-12-05T00:23:03Z,3360000,False,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,337.0,6.0,5.0,1.0,,,
340,PT07M47.00S,2022-12-05T00:23:05.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,93.24901445466492,49.26470588235294,1610612738,58,66,2022-12-05T00:23:14Z,3370000,False,-4.0,11.0,1,right,J. Brown running Layup (26 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.16,Made,26.0,,,,,,,,,,,,,,,,,
341,PT07M18.00S,2022-12-05T00:23:36.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612751,58,66,2022-12-05T00:23:41Z,3380000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,8-16 Left,,,,1193.0,,,,,,,,,,,,,,,,
342,PT07M02.00S,2022-12-05T00:24:04.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,90.3580814717477,42.15686274509804,1610612738,58,66,2022-12-05T00:24:11Z,3390000,False,-39.0,38.0,1,right,MISS J. Tatum running finger roll Layup,[1628369],1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
343,PT06M57.00S,2022-12-05T00:24:09.3Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,58,66,2022-12-05T00:24:11Z,3400000,False,,,0,,N. Claxton REBOUND (Off:2 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,342.0,7.0,5.0,2.0,,,
344,PT06M55.00S,2022-12-05T00:24:14.8Z,3,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612751,58,66,2022-12-05T00:27:22Z,3410000,False,,,0,,G. Williams shooting personal FOUL (3 PF) (Claxton 2 FT),"[1629684, 1629651]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,1627534.0,3.0,0.0,Claxton,1629651.0,,,,,,,,,,,,
346,PT06M55.00S,2022-12-05T00:24:25.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,58,66,2022-12-05T00:24:25Z,3430000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT06M55.00S,2022-12-05T00:27:37.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629651,,,1610612751,58,66,2022-12-05T00:27:56Z,3440000,False,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
348,PT06M55.00S,2022-12-05T00:27:37.8Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,58,66,2022-12-05T00:27:56Z,3450000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,347.0,,,,,,
349,PT06M55.00S,2022-12-05T00:27:37.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629651,,,1610612751,58,66,2022-12-05T00:27:56Z,3460000,False,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
350,PT06M51.00S,2022-12-05T00:27:41.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,58,66,2022-12-05T00:27:56Z,3470000,False,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,349.0,7.0,6.0,1.0,,,
351,PT06M41.00S,2022-12-05T00:28:04.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.64323258869908,52.20588235294118,1610612738,58,66,2022-12-05T00:28:09Z,3480000,False,11.0,7.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 1629651]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,Claxton,1629651.0,,,,,,,
352,PT06M41.00S,2022-12-05T00:28:04.8Z,3,REGULAR,block,,[],1629651,,,1610612738,58,66,2022-12-05T00:28:06Z,3490000,False,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
353,PT06M38.00S,2022-12-05T00:28:07.8Z,3,REGULAR,rebound,defensive,[],203925,,,1610612751,58,66,2022-12-05T00:36:51Z,3500000,False,,,0,,J. Harris REBOUND (Off:1 Def:4),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,351.0,5.0,4.0,1.0,,,
354,PT06M34.00S,2022-12-05T00:28:12.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202681,5.338370565045992,51.71568627450981,1610612751,58,66,2022-12-05T00:28:20Z,3510000,False,-9.0,-2.0,1,left,MISS K. Irving running Layup - blocked,"[202681, 1627759]",1610612751.0,BKN,running,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,0.89,Missed,,,,,,,,,,Brown,1627759.0,,,,,,,
355,PT06M34.00S,2022-12-05T00:28:12.6Z,3,REGULAR,block,,[],1627759,,,1610612751,58,66,2022-12-05T00:28:36Z,3520000,False,,,0,,J. Brown BLOCK (3 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
356,PT06M30.00S,2022-12-05T00:28:16.6Z,3,REGULAR,rebound,offensive,[],202681,,,1610612751,58,66,2022-12-05T00:28:20Z,3530000,False,,,0,,K. Irving REBOUND (Off:3 Def:5),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,354.0,8.0,5.0,3.0,,,
357,PT06M26.00S,2022-12-05T00:28:19.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203925,3.235873850197109,95.09803921568627,1610612751,58,66,2022-12-05T00:28:24Z,3540000,False,-225.0,-22.0,1,left,MISS J. Harris 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Left Corner 3,24+ Left,22.66,Missed,,,,,,,,,,,,,,,,,,
358,PT06M23.00S,2022-12-05T00:28:22.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,58,66,2022-12-05T00:28:24Z,3550000,False,,,0,,J. Tatum REBOUND (Off:2 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,357.0,8.0,6.0,2.0,,,
359,PT06M13.00S,2022-12-05T00:28:36.2Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,58,66,2022-12-05T01:08:42Z,3560000,False,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (6 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,2534.0,,,,,,,,,,,,,,6.0,,
360,PT05M57.00S,2022-12-05T00:29:01.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626220,7.046649145860711,87.99019607843137,1610612751,58,66,2022-12-05T00:29:06Z,3570000,False,-190.0,14.0,1,left,MISS R. O'Neale 19' Jump Shot,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Left,19.05,Missed,,,,,,,,,,,,,,,,,,
361,PT05M54.00S,2022-12-05T00:29:04.6Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,58,66,2022-12-05T00:31:03Z,3580000,False,,,0,,J. Brown REBOUND (Off:1 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,360.0,8.0,7.0,1.0,,,
362,PT05M37.00S,2022-12-05T00:29:22.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,90.62089356110381,44.11764705882353,1610612738,58,66,2022-12-05T00:29:27Z,3590000,False,-29.0,36.0,1,right,MISS J. Tatum driving Layup - blocked,"[1628369, 201142]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.62,Missed,,,,,,,,,,Durant,201142.0,,,,,,,
363,PT05M37.00S,2022-12-05T00:29:22.4Z,3,REGULAR,block,,[],201142,,,1610612738,58,66,2022-12-05T00:29:25Z,3600000,False,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
364,PT05M37.00S,2022-12-05T00:29:22.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,58,66,2022-12-05T00:29:27Z,3610000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,362.0,,,,,,
366,PT05M37.00S,2022-12-05T00:29:28.4Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,58,66,2022-12-05T00:29:36Z,3630000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT05M37.00S,2022-12-05T00:29:28.4Z,3,REGULAR,substitution,in,[],1627763,,,1610612738,58,66,2022-12-05T00:29:36Z,3640000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT05M33.00S,2022-12-05T00:29:52.2Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612738,58,66,2022-12-05T00:29:58Z,3650000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,2534.0,,,,,,,,,,,,,,,,
369,PT05M21.00S,2022-12-05T00:30:19.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201142,8.229303547963205,63.23529411764706,1610612751,60,66,2022-12-05T00:30:27Z,3660000,False,-66.0,25.0,1,left,K. Durant 7' pullup bank Jump Shot (21 PTS) (K. Irving 3 AST),"[201142, 202681]",1610612751.0,BKN,pullup bank,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,7.07,Made,21.0,,,,,,K. Irving,202681.0,3.0,,,,,,,,,
371,PT05M00.00S,2022-12-05T00:30:40.4Z,3,REGULAR,3pt,Jump Shot,[],201143,93.9060446780552,95.83333333333334,1610612738,60,66,2022-12-05T00:30:44Z,3680000,False,229.0,5.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
372,PT04M57.00S,2022-12-05T00:30:43.4Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,60,66,2022-12-05T00:30:44Z,3690000,False,,,0,,K. Durant REBOUND (Off:0 Def:5),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,371.0,5.0,5.0,0.0,,,
373,PT04M52.00S,2022-12-05T00:30:48.8Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612751,60,66,2022-12-05T00:30:52Z,3700000,False,,,0,,K. Durant bad pass TURNOVER (3 TO),"[201142, 1629684]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,3.0,Williams,1629684.0
374,PT04M52.00S,2022-12-05T00:30:48.8Z,3,REGULAR,steal,,[],1629684,,,1610612738,60,66,2022-12-05T00:30:51Z,3710000,False,,,0,,G. Williams STEAL (2 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
375,PT04M48.00S,2022-12-05T00:30:52.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,93.24901445466492,53.92156862745098,1610612738,60,68,2022-12-05T00:30:58Z,3720000,False,20.0,11.0,1,right,J. Tatum running Layup (16 PTS) (A. Horford 2 AST),"[1628369, 201143]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.25,Made,16.0,,,,,,A. Horford,201143.0,2.0,,,,,,,,,
377,PT04M31.00S,2022-12-05T00:31:09.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,13.222733245729303,64.2156862745098,1610612751,60,68,2022-12-05T00:41:41Z,3740000,False,-71.0,72.0,1,left,MISS K. Irving 10' step back Shot,[202681],1610612751.0,BKN,step back,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Left,10.1,Missed,,,,,,,,,,,,,,,,,,
378,PT04M28.00S,2022-12-05T00:31:12.8Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,60,68,2022-12-05T00:31:14Z,3750000,False,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,377.0,5.0,5.0,0.0,,,
379,PT04M23.00S,2022-12-05T00:31:19.4Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,60,68,2022-12-05T00:31:33Z,3760000,False,,,0,,J. Tatum lost ball out-of-bounds TURNOVER (7 TO),[1628369],1610612738.0,BOS,lost ball,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,1627534.0,,,,,,,,,,,,,,7.0,,
380,PT04M03.00S,2022-12-05T00:31:49.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201142,7.178055190538765,69.6078431372549,1610612751,62,68,2022-12-05T00:31:53Z,3770000,False,-98.0,15.0,1,left,K. Durant 9' turnaround Jump Shot (23 PTS),[201142],1610612751.0,BKN,turnaround,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,9.91,Made,23.0,,,,,,,,,,,,,,,,,
381,PT03M48.00S,2022-12-05T00:32:08.9Z,3,REGULAR,foul,personal,[],1626220,,,1610612738,62,68,2022-12-05T00:32:28Z,3780000,False,,,0,,R. O'Neale personal FOUL (2 PF),"[1626220, 1627759]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,1193.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,
383,PT03M48.00S,2022-12-05T00:32:16.2Z,3,REGULAR,substitution,out,[],202681,,,1610612738,62,68,2022-12-05T00:32:27Z,3800000,False,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT03M48.00S,2022-12-05T00:32:16.2Z,3,REGULAR,substitution,out,[],203925,,,1610612738,62,68,2022-12-05T00:32:27Z,3810000,False,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT03M48.00S,2022-12-05T00:32:16.2Z,3,REGULAR,substitution,out,[],1629684,,,1610612738,62,68,2022-12-05T00:32:27Z,3820000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT03M48.00S,2022-12-05T00:32:16.2Z,3,REGULAR,substitution,in,[],203933,,,1610612738,62,68,2022-12-05T00:32:27Z,3830000,False,,,0,,SUB in: T. Warren,[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT03M48.00S,2022-12-05T00:32:16.2Z,3,REGULAR,substitution,in,[],203552,,,1610612738,62,68,2022-12-05T00:32:27Z,3840000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT03M48.00S,2022-12-05T00:32:16.2Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,62,68,2022-12-05T00:32:27Z,3850000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT03M36.00S,2022-12-05T00:32:47.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,89.96386333771353,44.11764705882353,1610612738,62,68,2022-12-05T00:33:26Z,3860000,False,-29.0,42.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 201142]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.11,Missed,,,,,,,,,,Durant,201142.0,,,,,,,
390,PT03M36.00S,2022-12-05T00:32:47.5Z,3,REGULAR,block,,[],201142,,,1610612738,62,68,2022-12-05T00:32:50Z,3870000,False,,,0,,K. Durant BLOCK (2 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
391,PT03M34.00S,2022-12-05T00:32:49.5Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,62,68,2022-12-05T00:33:26Z,3880000,False,,,0,,J. Brown REBOUND (Off:2 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,389.0,9.0,7.0,2.0,,,
394,PT03M34.00S,2022-12-05T00:32:54.6Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612738,62,68,2022-12-05T00:34:01Z,3885000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,8-16 Left,,,,2534.0,,,,,,,,,,,,,,,,
392,PT03M34.00S,2022-12-05T00:33:01.8Z,3,REGULAR,foul,technical,['1freethrow'],1626220,,,1610612751,62,68,2022-12-05T00:33:52Z,3890000,False,,,0,,R. O'Neale technical FOUL (1 Tech),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,2534.0,2.0,1.0,,,,,,,,,,,,,,
393,PT03M34.00S,2022-12-05T00:33:23.4Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612751,62,69,2022-12-05T00:33:52Z,3900000,False,,,0,,J. Tatum technical Free Throw 1 of 1 (17 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
395,PT03M13.00S,2022-12-05T00:33:57.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,28.991458607095925,25.49019607843137,1610612751,65,69,2022-12-05T00:34:03Z,3910000,False,123.0,220.0,1,left,R. O'Neale 25' 3PT  (6 PTS) (N. Claxton 1 AST),"[1626220, 1629651]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,25.18,Made,6.0,,,,,,N. Claxton,1629651.0,1.0,,,,,,,,,
397,PT02M49.00S,2022-12-05T00:34:21.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,87.59855453350855,47.794117647058826,1610612738,65,69,2022-12-05T00:34:26Z,3930000,False,-11.0,64.0,1,right,MISS M. Brogdon 6' driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,6.5,Missed,,,,,,,,,,,,,,,,,,
398,PT02M46.00S,2022-12-05T00:34:24.6Z,3,REGULAR,rebound,defensive,[],203933,,,1610612751,65,69,2022-12-05T00:34:26Z,3940000,False,,,0,,T. Warren REBOUND (Off:1 Def:1),[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,397.0,2.0,1.0,1.0,,,
399,PT02M39.00S,2022-12-05T00:34:32.3Z,3,REGULAR,2pt,Jump Shot,[],203933,23.603810775295663,65.19607843137256,1610612751,65,69,2022-12-05T00:34:37Z,3950000,False,-76.0,169.0,1,left,MISS T. Warren 18' pullup Shot,[203933],1610612751.0,BKN,pullup,,,Warren,T. Warren,,,,,Mid-Range,16-24 Left Center,18.57,Missed,,,,,,,,,,,,,,,,,,
400,PT02M34.00S,2022-12-05T00:34:37.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,65,69,2022-12-05T00:34:37Z,3960000,False,,,0,,J. Tatum REBOUND (Off:2 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,399.0,9.0,7.0,2.0,,,
408,PT02M26.00S,2022-12-05T00:34:50.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,88.25558475689881,50.245098039215684,1610612738,65,69,2022-12-05T00:36:06Z,3985000,False,1.0,58.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 1626220]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.79,Missed,,,,,,,,,,O'Neale,1626220.0,,,,,,,
409,PT02M26.00S,2022-12-05T00:34:50.8Z,3,REGULAR,block,,[],1626220,,,1610612738,65,69,2022-12-05T00:36:06Z,3987500,False,,,0,,R. O'Neale BLOCK (1 BLK),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
410,PT02M26.00S,2022-12-05T00:34:50.8Z,3,REGULAR,rebound,defensive,[],1626220,,,1610612751,65,69,2022-12-05T00:36:06Z,3988750,False,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,408.0,3.0,3.0,0.0,,,
403,PT02M15.00S,2022-12-05T00:34:56.1Z,3,REGULAR,2pt,Jump Shot,[],201142,25.837713534822605,34.80392156862745,1610612751,65,69,2022-12-05T00:36:06Z,3990000,False,76.0,190.0,1,left,MISS K. Durant 20' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,20.5,Missed,,,,,,,,,,,,,,,,,,
404,PT02M13.00S,2022-12-05T00:34:58.1Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,65,69,2022-12-05T00:34:59Z,4000000,False,,,0,,N. Claxton REBOUND (Off:3 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,403.0,8.0,5.0,3.0,,,
405,PT02M13.00S,2022-12-05T00:34:59.4Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629651,5.590000152587891,50.0,1610612751,65,69,2022-12-05T00:46:21Z,4010000,False,0.0,0.0,1,left,MISS N. Claxton tip DUNK,[1629651],1610612751.0,BKN,tip,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
406,PT02M13.00S,2022-12-05T00:34:59.4Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,65,69,2022-12-05T00:35:04Z,4020000,False,,,0,,A. Horford REBOUND (Off:0 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,405.0,6.0,6.0,0.0,,,
407,PT02M13.00S,2022-12-05T00:35:04.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,65,69,2022-12-05T00:35:04Z,4030000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
