actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
82,PT04M54.00S,2022-12-04T23:23:06.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630560,,,1610612751,14,16,2022-12-04T23:23:26Z,820000,False,,,0,,C. Thomas Free Throw 1 of 2 (1 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
83,PT04M54.00S,2022-12-04T23:23:06.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630560,,,1610612751,14,16,2022-12-04T23:23:26Z,830000,False,,,0,,MISS C. Thomas Free Throw 2 of 2,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
84,PT04M49.00S,2022-12-04T23:23:11.2Z,1,REGULAR,rebound,offensive,[],203925,,,1610612751,14,16,2022-12-04T23:23:26Z,840000,False,,,0,,J. Harris REBOUND (Off:1 Def:0),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,83.0,1.0,0.0,1.0,,,
85,PT04M49.00S,2022-12-04T23:23:23.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203925,94.40999984741211,50.0,1610612751,16,16,2022-12-04T23:23:30Z,850000,False,0.0,0.0,1,right,J. Harris tip Layup (2 PTS),[203925],1610612751.0,BKN,tip,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
86,PT04M35.00S,2022-12-04T23:23:41.8Z,1,REGULAR,foul,personal,['2freethrow'],203552,,,1610612738,16,16,2022-12-04T23:24:02Z,860000,False,,,0,,S. Curry shooting personal FOUL (2 PF) (Brown 2 FT),"[203552, 1627759]",1610612751.0,BKN,shooting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Left,,,,1627534.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,
88,PT04M35.00S,2022-12-04T23:24:06.1Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,16,17,2022-12-04T23:24:06Z,880000,False,,,0,,J. Brown Free Throw 1 of 2 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
89,PT04M35.00S,2022-12-04T23:24:22.0Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,16,18,2022-12-04T23:24:22Z,890000,False,,,0,,J. Brown Free Throw 2 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
90,PT04M18.00S,2022-12-04T23:24:41.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,84.1819973718791,46.81372549019608,1610612751,16,18,2022-12-04T23:24:45Z,900000,False,-16.0,96.0,1,right,MISS K. Durant 9' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,9.75,Missed,,,,,,,,,,,,,,,,,,
91,PT04M15.00S,2022-12-04T23:24:44.5Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,16,18,2022-12-04T23:24:44Z,910000,False,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,90.0,1.0,1.0,0.0,,,
92,PT04M06.00S,2022-12-04T23:24:53.6Z,1,REGULAR,3pt,Jump Shot,[],1628401,26.62614980289093,21.323529411764707,1610612738,16,18,2022-12-04T23:24:58Z,920000,False,143.0,198.0,1,left,MISS D. White 24' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,24.43,Missed,,,,,,,,,,,,,,,,,,
93,PT04M02.00S,2022-12-04T23:24:57.6Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,16,18,2022-12-04T23:24:58Z,930000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,92.0,2.0,2.0,0.0,,,
94,PT03M53.00S,2022-12-04T23:25:05.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,81.42247043363994,38.970588235294116,1610612751,16,18,2022-12-04T23:25:10Z,940000,False,-55.0,122.0,1,right,MISS C. Thomas 13' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,13.4,Missed,,,,,,,,,,,,,,,,,,
95,PT03M51.00S,2022-12-04T23:25:07.8Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,16,18,2022-12-04T23:25:10Z,950000,False,,,0,,A. Horford REBOUND (Off:0 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,94.0,4.0,4.0,0.0,,,
96,PT03M44.00S,2022-12-04T23:25:15.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,28.728646517739815,73.77450980392157,1610612738,16,21,2022-12-04T23:25:19Z,960000,False,-119.0,218.0,1,left,J. Brown 24' 3PT pullup (11 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,24.79,Made,11.0,,,,,,,,,,,,,,,,,
97,PT03M25.00S,2022-12-04T23:25:33.4Z,1,REGULAR,3pt,Jump Shot,[],1626220,86.81011826544021,96.07843137254902,1610612751,16,21,2022-12-04T23:25:39Z,970000,False,230.0,71.0,1,right,MISS R. O'Neale 24' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Right Corner 3,24+ Right,24.12,Missed,,,,,,,,,,,,,,,,,,
98,PT03M22.00S,2022-12-04T23:25:36.4Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,16,21,2022-12-04T23:25:39Z,980000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,97.0,2.0,2.0,0.0,,,
99,PT03M18.00S,2022-12-04T23:25:40.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,29.38567674113009,26.96078431372549,1610612738,16,24,2022-12-04T23:25:46Z,990000,False,115.0,224.0,1,left,J. Brown 25' 3PT running pullup (14 PTS),[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,25.16,Made,14.0,,,,,,,,,,,,,,,,,
100,PT02M58.00S,2022-12-04T23:26:01.3Z,1,REGULAR,3pt,Jump Shot,[],203925,70.25295663600527,73.0392156862745,1610612751,19,24,2022-12-04T23:26:07Z,1000000,False,115.0,227.0,1,right,J. Harris 25' 3PT  (5 PTS) (K. Durant 3 AST),"[203925, 201142]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right Center,25.46,Made,5.0,,,,,,K. Durant,201142.0,3.0,,,,,,,,,
102,PT02M44.00S,2022-12-04T23:26:19.0Z,1,REGULAR,foul,personal,[],203552,,,1610612738,19,24,2022-12-04T23:26:28Z,1020000,False,,,0,,S. Curry personal FOUL (3 PF),"[203552, 1628401]",1610612751.0,BKN,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,1193.0,3.0,0.0,White,1628401.0,,,,,,,,,,,,
104,PT02M44.00S,2022-12-04T23:26:29.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,19,24,2022-12-04T23:26:29Z,1040000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M44.00S,2022-12-04T23:26:29.7Z,1,REGULAR,substitution,out,[],1626220,,,1610612738,19,24,2022-12-04T23:28:56Z,1050000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M44.00S,2022-12-04T23:26:29.7Z,1,REGULAR,substitution,out,[],203925,,,1610612738,19,24,2022-12-04T23:28:56Z,1060000,False,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M44.00S,2022-12-04T23:26:29.7Z,1,REGULAR,substitution,out,[],203552,,,1610612738,19,24,2022-12-04T23:28:56Z,1070000,False,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M44.00S,2022-12-04T23:26:29.7Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,19,24,2022-12-04T23:28:56Z,1080000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M44.00S,2022-12-04T23:26:29.7Z,1,REGULAR,substitution,out,[],201143,,,1610612738,19,24,2022-12-04T23:28:56Z,1090000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M44.00S,2022-12-04T23:26:29.7Z,1,REGULAR,substitution,in,[],203933,,,1610612738,19,24,2022-12-04T23:28:56Z,1100000,False,,,0,,SUB in: T. Warren,[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M44.00S,2022-12-04T23:26:29.7Z,1,REGULAR,substitution,in,[],202681,,,1610612738,19,24,2022-12-04T23:28:56Z,1110000,False,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M44.00S,2022-12-04T23:26:29.7Z,1,REGULAR,substitution,in,[],1629651,,,1610612738,19,24,2022-12-04T23:28:56Z,1120000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M44.00S,2022-12-04T23:26:29.7Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,19,24,2022-12-04T23:28:56Z,1130000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M44.00S,2022-12-04T23:26:29.7Z,1,REGULAR,substitution,in,[],1629684,,,1610612738,19,24,2022-12-04T23:28:56Z,1140000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M37.00S,2022-12-04T23:29:28.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,5.732588699080158,46.81372549019608,1610612738,19,26,2022-12-04T23:29:33Z,1150000,False,16.0,1.0,1,left,J. Brown driving Layup (16 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.6,Made,16.0,,,,,,,,,,,,,,,,,
116,PT02M27.00S,2022-12-04T23:29:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,94.03745072273325,50.98039215686274,1610612751,19,26,2022-12-04T23:29:43Z,1160000,False,5.0,4.0,1,right,MISS K. Durant driving Layup,[201142],1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,0.6,Missed,,,,,,,,,,,,,,,,,,
117,PT02M25.00S,2022-12-04T23:29:41.4Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,19,26,2022-12-04T23:29:43Z,1170000,False,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,116.0,2.0,2.0,0.0,,,
119,PT02M18.00S,2022-12-04T23:29:55.3Z,1,REGULAR,foul,personal,['2freethrow'],202681,,,1610612738,19,26,2022-12-04T23:30:04Z,1190000,False,,,0,,K. Irving shooting personal FOUL (1 PF) (Brown 2 FT),"[202681, 1627759]",1610612751.0,BKN,shooting,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,1627534.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,,,
121,PT02M18.00S,2022-12-04T23:30:17.3Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,19,26,2022-12-04T23:30:17Z,1210000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
122,PT02M18.00S,2022-12-04T23:30:17.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,19,26,2022-12-04T23:30:17Z,1220000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,,,
123,PT02M18.00S,2022-12-04T23:30:33.5Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,19,27,2022-12-04T23:30:33Z,1230000,False,,,0,,J. Brown Free Throw 2 of 2 (17 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
124,PT02M00.00S,2022-12-04T23:30:52.4Z,1,REGULAR,3pt,Jump Shot,[],1630560,95.22010512483574,95.09803921568627,1610612751,22,27,2022-12-04T23:30:56Z,1240000,False,225.0,-8.0,1,right,C. Thomas 3PT  (4 PTS) (T. Warren 1 AST),"[1630560, 203933]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Right Corner 3,24+ Right,22.56,Made,4.0,,,,,,T. Warren,203933.0,1.0,,,,,,,,,
126,PT01M45.00S,2022-12-04T23:31:07.3Z,1,REGULAR,3pt,Jump Shot,[],1627763,29.38567674113009,30.88235294117647,1610612738,22,30,2022-12-04T23:31:12Z,1260000,False,96.0,224.0,1,left,M. Brogdon 24' 3PT  (3 PTS) (J. Brown 1 AST),"[1627763, 1627759]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,24.33,Made,3.0,,,,,,J. Brown,1627759.0,1.0,,,,,,,,,
128,PT01M28.00S,2022-12-04T23:31:25.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,92.85479632063075,50.245098039215684,1610612751,24,30,2022-12-04T23:31:30Z,1280000,False,1.0,15.0,1,right,N. Claxton reverse Layup (2 PTS) (K. Durant 4 AST),"[1629651, 201142]",1610612751.0,BKN,reverse,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.47,Made,2.0,,,,,,K. Durant,201142.0,4.0,,,,,,,,,
130,PT01M06.00S,2022-12-04T23:31:47.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630202,5.995400788436268,51.470588235294116,1610612738,24,32,2022-12-04T23:31:52Z,1300000,False,-7.0,4.0,1,left,P. Pritchard bank Hook (2 PTS) (M. Brogdon 1 AST),"[1630202, 1627763]",1610612738.0,BOS,bank,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,0.84,Made,2.0,,,,,,M. Brogdon,1627763.0,1.0,,,,,,,,,
132,PT00M49.30S,2022-12-04T23:32:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,94.95729303547962,53.431372549019606,1610612751,26,32,2022-12-04T23:32:10Z,1320000,False,17.0,-5.0,1,right,K. Durant driving Layup (8 PTS),[201142],1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,1.79,Made,8.0,,,,,,,,,,,,,,,,,
133,PT00M37.40S,2022-12-04T23:32:19.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,31.750985545335087,58.57843137254902,1610612738,26,35,2022-12-04T23:32:23Z,1330000,False,-43.0,246.0,1,left,J. Brown 24' 3PT  (20 PTS) (M. Brogdon 2 AST),"[1627759, 1627763]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,24.97,Made,20.0,,,,,,M. Brogdon,1627763.0,2.0,,,,,,,,,
135,PT00M28.70S,2022-12-04T23:32:36.3Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612751,26,35,2022-12-04T23:32:44Z,1350000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Durant 2 FT),"[1629684, 201142]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,2534.0,1.0,0.0,Durant,201142.0,,,,,,,,,,,,
137,PT00M28.70S,2022-12-04T23:33:08.4Z,1,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,26,35,2022-12-04T23:33:08Z,1370000,False,,,0,,MISS K. Durant Free Throw 1 of 2,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
138,PT00M28.70S,2022-12-04T23:33:08.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,26,35,2022-12-04T23:33:08Z,1380000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,
139,PT00M28.70S,2022-12-04T23:33:24.3Z,1,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,27,35,2022-12-04T23:33:24Z,1390000,False,,,0,,K. Durant Free Throw 2 of 2 (9 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
140,PT00M13.00S,2022-12-04T23:33:43.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,4.812746386333772,52.20588235294118,1610612738,27,35,2022-12-04T23:33:50Z,1400000,False,-11.0,-7.0,1,left,MISS M. Brogdon driving Layup - blocked,"[1627763, 202681]",1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,Irving,202681.0,,,,,,,
141,PT00M13.00S,2022-12-04T23:33:43.2Z,1,REGULAR,block,,[],202681,,,1610612738,27,35,2022-12-04T23:33:47Z,1410000,False,,,0,,K. Irving BLOCK (1 BLK),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
142,PT00M13.00S,2022-12-04T23:33:43.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,27,35,2022-12-04T23:33:50Z,1420000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,140.0,,,,,,
144,PT00M13.00S,2022-12-04T23:34:03.0Z,1,REGULAR,turnover,backcourt,[],1627763,,,1610612738,27,35,2022-12-05T01:05:37Z,1440000,False,,,0,,M. Brogdon backcourt TURNOVER (1 TO),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,,
145,PT00M13.00S,2022-12-04T23:34:21.1Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,27,35,2022-12-04T23:34:25Z,1450000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M13.00S,2022-12-04T23:34:21.1Z,1,REGULAR,substitution,in,[],203925,,,1610612751,27,35,2022-12-04T23:34:25Z,1460000,False,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M05.30S,2022-12-04T23:34:45.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630560,66.96780551905388,64.4607843137255,1610612751,27,35,2022-12-04T23:34:50Z,1470000,False,72.0,258.0,1,right,MISS C. Thomas 26' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Center,26.79,Missed,,,,,,,,,,,,,,,,,,
148,PT00M01.90S,2022-12-04T23:34:48.9Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,27,35,2022-12-04T23:34:48Z,1480000,False,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,147.0,3.0,3.0,0.0,,,
149,PT00M00.00S,2022-12-04T23:34:51.6Z,1,REGULAR,3pt,Jump Shot,[],1630202,33.85348226018397,19.607843137254903,1610612738,27,35,2022-12-04T23:35:03Z,1490000,False,152.0,266.0,1,left,MISS P. Pritchard 30' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,30.61,Missed,,,,,,,,,,,,,,,,,,
150,PT00M00.00S,2022-12-04T23:34:51.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,27,35,2022-12-04T23:35:03Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,149.0,,,,,,
151,PT00M00.00S,2022-12-04T23:34:55.7Z,1,REGULAR,period,end,[],0,,,1610612738,27,35,2022-12-04T23:34:55Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-12-04T23:35:03.0Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612738,27,35,2022-12-04T23:37:22Z,1520000,False,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-12-04T23:35:03.0Z,2,REGULAR,substitution,out,['startperiod'],1630560,,,1610612738,27,35,2022-12-04T23:37:22Z,1530000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-12-04T23:35:03.0Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,27,35,2022-12-04T23:37:22Z,1540000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-12-04T23:35:03.0Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612738,27,35,2022-12-04T23:37:22Z,1550000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-12-04T23:35:03.0Z,2,REGULAR,substitution,in,['startperiod'],1626220,,,1610612738,27,35,2022-12-04T23:37:22Z,1560000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-12-04T23:35:03.0Z,2,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,27,35,2022-12-04T23:37:22Z,1570000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-12-04T23:37:34.2Z,2,REGULAR,period,start,[],0,,,1610612738,27,35,2022-12-04T23:37:34Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M46.00S,2022-12-04T23:37:47.8Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,27,35,2022-12-04T23:38:01Z,1590000,False,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 203925]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,3.0,Harris,203925.0
160,PT11M46.00S,2022-12-04T23:37:47.8Z,2,REGULAR,steal,,[],203925,,,1610612751,27,35,2022-12-04T23:37:49Z,1600000,False,,,0,,J. Harris STEAL (1 STL),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
161,PT11M39.00S,2022-12-04T23:37:54.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202681,93.77463863337714,48.529411764705884,1610612751,29,35,2022-12-04T23:38:07Z,1610000,False,-7.0,6.0,1,right,K. Irving running Layup (6 PTS),[202681],1610612751.0,BKN,running,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,0.95,Made,6.0,,,,,,,,,,,,,,,,,
162,PT11M20.00S,2022-12-04T23:38:13.0Z,2,REGULAR,3pt,Jump Shot,[],1630202,26.888961892247043,19.607843137254903,1610612738,29,35,2022-12-04T23:38:21Z,1620000,False,152.0,200.0,1,left,MISS P. Pritchard 25' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
163,PT11M15.00S,2022-12-04T23:38:18.0Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,29,35,2022-12-04T23:38:21Z,1630000,False,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,162.0,3.0,3.0,0.0,,,
164,PT11M12.00S,2022-12-04T23:38:21.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202681,69.85873850197109,26.47058823529412,1610612751,32,35,2022-12-04T23:38:42Z,1640000,False,-118.0,231.0,1,right,K. Irving 25' 3PT running pullup (9 PTS),[202681],1610612751.0,BKN,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,25.9,Made,9.0,,,,,,,,,,,,,,,,,
165,PT10M44.00S,2022-12-04T23:38:49.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,18.74178712220762,62.254901960784316,1610612738,32,37,2022-12-04T23:38:55Z,1650000,False,-61.0,124.0,1,left,P. Pritchard 13' turnaround Jump Shot (4 PTS),[1630202],1610612738.0,BOS,turnaround,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,13.81,Made,4.0,,,,,,,,,,,,,,,,,
166,PT10M24.00S,2022-12-04T23:39:09.0Z,2,REGULAR,3pt,Jump Shot,[],202681,67.23061760840999,49.50980392156863,1610612751,32,37,2022-12-04T23:39:15Z,1660000,False,-2.0,256.0,1,right,MISS K. Irving 25' pullup 3PT,[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,25.55,Missed,,,,,,,,,,,,,,,,,,
