actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
88,PT03M22.00S,2022-10-21T23:57:10.9Z,1,REGULAR,3pt,Jump Shot,[],1627832,8.09789750328515,3.6764705882352944,1610612761,20,21,2022-10-21T23:57:16Z,880000,232.0,24.0,1,left,MISS F. VanVleet 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,,,23.28,Missed,,,,,,,,,,,,,,,,
89,PT03M17.00S,2022-10-21T23:57:15.9Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,20,21,2022-10-21T23:57:16Z,890000,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Right Corner 3,24+ Right,,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,
90,PT03M09.00S,2022-10-21T23:57:24.0Z,1,REGULAR,3pt,Jump Shot,[],201142,67.7562417871222,64.70588235294117,1610612751,20,21,2022-10-21T23:57:29Z,900000,74.0,251.0,1,right,MISS K. Durant 26' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,26.12,Missed,,,,,,,,,,,,,,,,
91,PT03M06.00S,2022-10-21T23:57:27.0Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,20,21,2022-10-21T23:57:29Z,910000,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,,,,,,,,,,,90.0,2.0,2.0,0.0,,,,,,
92,PT03M01.00S,2022-10-21T23:57:36.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,20,21,2022-10-21T23:57:36Z,920000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M01.00S,2022-10-21T23:57:58.1Z,1,REGULAR,substitution,out,[],1626220,,,1610612761,20,21,2022-10-22T00:00:19Z,930000,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M01.00S,2022-10-21T23:57:58.1Z,1,REGULAR,substitution,out,[],201142,,,1610612761,20,21,2022-10-22T00:00:19Z,940000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M01.00S,2022-10-21T23:57:58.1Z,1,REGULAR,substitution,out,[],1627732,,,1610612761,20,21,2022-10-22T00:00:19Z,950000,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M01.00S,2022-10-21T23:57:58.1Z,1,REGULAR,substitution,out,[],1628384,,,1610612761,20,21,2022-10-22T00:00:19Z,960000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M01.00S,2022-10-21T23:57:58.1Z,1,REGULAR,substitution,out,[],1627832,,,1610612761,20,21,2022-10-22T00:00:19Z,970000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M01.00S,2022-10-21T23:57:58.1Z,1,REGULAR,substitution,in,[],202681,,,1610612761,20,21,2022-10-22T00:00:19Z,980000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M01.00S,2022-10-21T23:57:58.1Z,1,REGULAR,substitution,in,[],201988,,,1610612761,20,21,2022-10-22T00:00:19Z,990000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M01.00S,2022-10-21T23:57:58.1Z,1,REGULAR,substitution,in,[],202693,,,1610612761,20,21,2022-10-22T00:00:19Z,1000000,,,0,,SUB in: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M01.00S,2022-10-21T23:57:58.1Z,1,REGULAR,substitution,in,[],1631132,,,1610612761,20,21,2022-10-22T00:00:19Z,1010000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M01.00S,2022-10-21T23:57:58.1Z,1,REGULAR,substitution,in,[],1630625,,,1610612761,20,21,2022-10-22T00:00:19Z,1020000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M51.00S,2022-10-22T00:00:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,12.171484888304862,45.588235294117645,1610612761,20,21,2022-10-22T00:00:53Z,1030000,22.0,62.0,1,left,MISS G. Trent Jr. 6' driving floating Shot,[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,6.57,Missed,,,,,,,,,,,,,,,,
104,PT02M51.00S,2022-10-22T00:00:44.9Z,1,REGULAR,rebound,offensive,[],1631132,,,1610612761,20,21,2022-10-22T00:00:44Z,1040000,,,0,,C. Koloko REBOUND (Off:1 Def:0),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,103.0,1.0,0.0,1.0,,,,,,
105,PT02M51.00S,2022-10-22T00:00:46.3Z,1,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612761,20,21,2022-10-22T00:01:02Z,1050000,,,0,,D. Sharpe shooting personal FOUL (1 PF) (Koloko 2 FT),"[1630549, 1631132]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,1151.0,,,,,,,,,,,,,,1.0,0.0,Koloko,1631132.0,,
107,PT02M51.00S,2022-10-22T00:01:12.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631132,,,1610612761,20,22,2022-10-22T00:01:32Z,1070000,,,0,,C. Koloko Free Throw 1 of 2 (1 PTS),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
108,PT02M51.00S,2022-10-22T00:01:12.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631132,,,1610612761,20,22,2022-10-22T00:01:32Z,1080000,,,0,,MISS C. Koloko Free Throw 2 of 2,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
109,PT02M48.00S,2022-10-22T00:01:15.5Z,1,REGULAR,rebound,defensive,[],202693,,,1610612751,20,22,2022-10-22T00:01:32Z,1090000,,,0,,M. Morris REBOUND (Off:0 Def:1),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,
110,PT02M39.00S,2022-10-22T00:01:39.2Z,1,REGULAR,3pt,Jump Shot,[],203925,66.5735873850197,45.34313725490196,1610612751,23,22,2022-10-22T00:01:43Z,1100000,-23.0,262.0,1,right,J. Harris 26' 3PT  (3 PTS) (K. Irving 1 AST),"[203925, 202681]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,,,26.27,Made,3.0,K. Irving,202681.0,1.0,,,,,,,,,,,,
112,PT02M17.00S,2022-10-22T00:02:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,5.995400788436268,40.44117647058824,1610612761,23,22,2022-10-22T00:02:05Z,1120000,48.0,4.0,1,left,MISS P. Achiuwa driving Layup - blocked,"[1630173, 1630549]",1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,4.8,Missed,,,,,,,,,,,,,,,Sharpe,1630549.0
113,PT02M17.00S,2022-10-22T00:02:00.6Z,1,REGULAR,block,,[],1630549,,,1610612761,23,22,2022-10-22T00:02:03Z,1130000,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
114,PT02M15.00S,2022-10-22T00:02:02.6Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,23,22,2022-10-22T00:02:37Z,1140000,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,112.0,2.0,1.0,1.0,,,,,,
115,PT02M15.00S,2022-10-22T00:02:07.4Z,1,REGULAR,turnover,out-of-bounds,[],1630625,,,1610612761,23,22,2022-10-22T00:02:31Z,1150000,,,0,,D. Banton lost ball out-of-bounds TURNOVER (1 TO),[1630625],1610612761.0,TOR,lost ball,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,1628484.0,1.0,,,,,,,,,,,,,,,,,,
117,PT01M58.00S,2022-10-22T00:02:47.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201988,93.11760840998686,54.166666666666664,1610612751,23,22,2022-10-22T00:02:55Z,1170000,21.0,12.0,1,right,MISS P. Mills driving Layup,[201988],1610612751.0,BKN,driving,,,Mills,P. Mills,,,,,Restricted Area,0-8 Center,,,2.41,Missed,,,,,,,,,,,,,,,,
118,PT01M56.00S,2022-10-22T00:02:49.8Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,23,22,2022-10-22T00:02:49Z,1180000,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,117.0,2.0,1.0,1.0,,,,,,
119,PT01M49.00S,2022-10-22T00:02:56.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202681,87.72996057818659,4.411764705882353,1610612751,26,22,2022-10-22T00:03:00Z,1190000,-228.0,63.0,1,right,K. Irving 3PT  (5 PTS),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Left Corner 3,24+ Left,,,23.64,Made,5.0,,,,,,,,,,,,,,,
120,PT01M26.00S,2022-10-22T00:03:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.389618922470433,55.392156862745104,1610612761,26,22,2022-10-22T00:03:23Z,1200000,-27.0,8.0,1,left,MISS S. Barnes driving Layup,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,2.8,Missed,,,,,,,,,,,,,,,,
121,PT01M25.00S,2022-10-22T00:03:19.9Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,26,22,2022-10-22T00:03:23Z,1210000,,,0,,D. Sharpe REBOUND (Off:1 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,120.0,3.0,2.0,1.0,,,,,,
122,PT01M21.00S,2022-10-22T00:03:24.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,72.88107752956637,80.14705882352942,1610612751,26,22,2022-10-22T00:03:32Z,1220000,151.0,202.0,1,right,MISS K. Irving 25' running 3PT,[202681],1610612751.0,BKN,running,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,25.23,Missed,,,,,,,,,,,,,,,,
123,PT01M17.00S,2022-10-22T00:03:28.9Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,26,22,2022-10-22T00:03:32Z,1230000,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,122.0,3.0,3.0,0.0,,,,,,
124,PT01M13.00S,2022-10-22T00:03:33.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202693,,,1610612761,26,22,2022-10-22T00:03:46Z,1240000,,,0,,M. Morris shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[202693, 1630173]",1610612751.0,BKN,shooting,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,1151.0,,,,,,,,,,,,,,1.0,0.0,Achiuwa,1630173.0,,
126,PT01M13.00S,2022-10-22T00:03:59.2Z,1,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,26,23,2022-10-22T00:03:59Z,1260000,,,0,,P. Achiuwa Free Throw 1 of 2 (3 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
127,PT01M13.00S,2022-10-22T00:04:00.0Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,26,23,2022-10-22T00:04:08Z,1270000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M13.00S,2022-10-22T00:04:00.0Z,1,REGULAR,substitution,in,[],1628384,,,1610612761,26,23,2022-10-22T00:04:08Z,1280000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M13.00S,2022-10-22T00:04:22.3Z,1,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,26,24,2022-10-22T00:04:22Z,1290000,,,0,,P. Achiuwa Free Throw 2 of 2 (4 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
130,PT01M01.00S,2022-10-22T00:04:40.8Z,1,REGULAR,foul,personal,['2freethrow'],1630625,,,1610612751,26,24,2022-10-22T00:04:46Z,1300000,,,0,,D. Banton shooting personal FOUL (1 PF) (Mills 2 FT),"[1630625, 201988]",1610612761.0,TOR,shooting,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Center,1628484.0,,,,,,,,,,,,,,1.0,0.0,Mills,201988.0,,
132,PT01M01.00S,2022-10-22T00:05:03.1Z,1,REGULAR,freethrow,1 of 2,[],201988,,,1610612751,27,24,2022-10-22T00:05:03Z,1320000,,,0,,P. Mills Free Throw 1 of 2 (1 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
133,PT01M01.00S,2022-10-22T00:05:15.1Z,1,REGULAR,freethrow,2 of 2,[],201988,,,1610612751,28,24,2022-10-22T00:05:15Z,1330000,,,0,,P. Mills Free Throw 2 of 2 (2 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
134,PT00M45.00S,2022-10-22T00:05:34.4Z,1,REGULAR,3pt,Jump Shot,[],1629018,30.699737187910642,63.48039215686274,1610612761,28,24,2022-10-22T00:05:41Z,1340000,-67.0,236.0,1,left,MISS G. Trent Jr. 24' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,24.55,Missed,,,,,,,,,,,,,,,,
135,PT00M39.00S,2022-10-22T00:05:40.4Z,1,REGULAR,rebound,defensive,[],202693,,,1610612751,28,24,2022-10-22T00:05:41Z,1350000,,,0,,M. Morris REBOUND (Off:0 Def:2),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,134.0,2.0,2.0,0.0,,,,,,
136,PT00M35.40S,2022-10-22T00:05:44.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202681,94.69448094612353,49.754901960784316,1610612751,28,24,2022-10-22T00:05:49Z,1360000,-1.0,-3.0,1,right,MISS K. Irving running Layup,[202681],1610612751.0,BKN,running,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,0.29,Missed,,,,,,,,,,,,,,,,
137,PT00M33.80S,2022-10-22T00:05:46.1Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,28,24,2022-10-22T00:05:46Z,1370000,,,0,,D. Sharpe REBOUND (Off:2 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,136.0,4.0,2.0,2.0,,,,,,
138,PT00M30.10S,2022-10-22T00:05:49.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201988,71.69842312746385,79.65686274509804,1610612751,28,24,2022-10-22T00:05:56Z,1380000,148.0,214.0,1,right,MISS P. Mills 26' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Right Center,,,26.0,Missed,,,,,,,,,,,,,,,,
139,PT00M28.20S,2022-10-22T00:05:51.7Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,28,24,2022-10-22T00:05:56Z,1390000,,,0,,P. Achiuwa REBOUND (Off:0 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,138.0,4.0,4.0,0.0,,,,,,
140,PT00M28.20S,2022-10-22T00:05:56.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630549,,,1610612761,28,24,2022-10-22T00:06:33Z,1400000,,,0,,D. Sharpe transition take personal FOUL (2 PF) (Achiuwa 1 FT),"[1630549, 1630173]",1610612751.0,BKN,transition take,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,1151.0,,,,,,,,,,,,,,2.0,0.0,Achiuwa,1630173.0,,
142,PT00M28.20S,2022-10-22T00:06:31.4Z,1,REGULAR,freethrow,1 of 1,[],1630173,,,1610612761,28,24,2022-10-22T00:07:09Z,1420000,,,0,,MISS P. Achiuwa transition take Free Throw 1 of 1,[1630173],1610612761.0,TOR,transition take,,,Achiuwa,P. Achiuwa,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
143,PT00M28.20S,2022-10-22T00:06:31.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,28,24,2022-10-22T00:06:49Z,1430000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,
144,PT00M28.20S,2022-10-22T00:06:46.7Z,1,REGULAR,substitution,out,[],201988,,,1610612761,28,24,2022-10-22T00:06:59Z,1440000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M28.20S,2022-10-22T00:06:46.7Z,1,REGULAR,substitution,out,[],1630625,,,1610612761,28,24,2022-10-22T00:06:59Z,1450000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M28.20S,2022-10-22T00:06:46.7Z,1,REGULAR,substitution,in,[],1626220,,,1610612761,28,24,2022-10-22T00:06:59Z,1460000,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M28.20S,2022-10-22T00:06:46.7Z,1,REGULAR,substitution,in,[],1627832,,,1610612761,28,24,2022-10-22T00:06:59Z,1470000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M16.90S,2022-10-22T00:07:11.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,31.09395532194481,66.91176470588235,1610612761,28,24,2022-10-22T00:07:16Z,1480000,-85.0,240.0,1,left,MISS F. VanVleet 25' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,25.43,Missed,,,,,,,,,,,,,,,,
149,PT00M13.00S,2022-10-22T00:07:15.0Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,28,24,2022-10-22T00:07:15Z,1490000,,,0,,D. Sharpe REBOUND (Off:2 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,148.0,5.0,3.0,2.0,,,,,,
150,PT00M01.50S,2022-10-22T00:07:26.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,87.33574244415243,49.50980392156863,1610612751,28,24,2022-10-22T00:07:33Z,1500000,-2.0,67.0,1,right,MISS R. O'Neale 6' driving floating Shot - blocked,"[1626220, 1631132]",1610612751.0,BKN,driving floating,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,6.65,Missed,,,,,,,,,,,,,,,Koloko,1631132.0
151,PT00M01.50S,2022-10-22T00:07:26.5Z,1,REGULAR,block,,[],1631132,,,1610612751,28,24,2022-10-22T00:07:28Z,1510000,,,0,,C. Koloko BLOCK (1 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
152,PT00M01.50S,2022-10-22T00:07:26.5Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,28,24,2022-10-22T00:07:33Z,1520000,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,150.0,2.0,2.0,0.0,,,,,,
153,PT00M00.00S,2022-10-22T00:07:32.7Z,1,REGULAR,period,end,[],0,,,1610612761,28,24,2022-10-22T00:07:32Z,1530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-10-22T00:08:26.9Z,2,REGULAR,substitution,out,['startperiod'],203925,,,1610612761,28,24,2022-10-22T00:09:54Z,1540000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-10-22T00:08:26.9Z,2,REGULAR,substitution,out,['startperiod'],1630549,,,1610612761,28,24,2022-10-22T00:09:54Z,1550000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-10-22T00:08:26.9Z,2,REGULAR,substitution,out,['startperiod'],1628384,,,1610612761,28,24,2022-10-22T00:09:54Z,1560000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-10-22T00:08:26.9Z,2,REGULAR,substitution,out,['startperiod'],1629018,,,1610612761,28,24,2022-10-22T00:09:54Z,1570000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-10-22T00:08:26.9Z,2,REGULAR,substitution,in,['startperiod'],1627732,,,1610612761,28,24,2022-10-22T00:09:54Z,1580000,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-10-22T00:08:26.9Z,2,REGULAR,substitution,in,['startperiod'],1629651,,,1610612761,28,24,2022-10-22T00:09:54Z,1590000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-10-22T00:08:26.9Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,28,24,2022-10-22T00:09:54Z,1600000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-10-22T00:08:26.9Z,2,REGULAR,substitution,in,['startperiod'],1630625,,,1610612761,28,24,2022-10-22T00:09:54Z,1610000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-10-22T00:10:05.3Z,2,REGULAR,period,start,[],0,,,1610612751,28,24,2022-10-22T00:10:05Z,1620000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M43.00S,2022-10-22T00:10:23.1Z,2,REGULAR,foul,personal,['2freethrow'],1631132,,,1610612751,28,24,2022-10-22T00:10:33Z,1630000,,,0,,C. Koloko shooting personal FOUL (1 PF) (Claxton 2 FT),"[1631132, 1629651]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,1151.0,,,,,,,,,,,,,,1.0,0.0,Claxton,1629651.0,,
165,PT11M43.00S,2022-10-22T00:10:49.3Z,2,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,28,24,2022-10-22T00:11:12Z,1650000,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
166,PT11M43.00S,2022-10-22T00:10:49.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,28,24,2022-10-22T00:11:12Z,1660000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,
167,PT11M43.00S,2022-10-22T00:10:49.3Z,2,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,28,24,2022-10-22T00:11:12Z,1670000,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
168,PT11M40.00S,2022-10-22T00:10:52.3Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,28,24,2022-10-22T00:11:12Z,1680000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,167.0,2.0,2.0,0.0,,,,,,
169,PT11M20.00S,2022-10-22T00:11:31.1Z,2,REGULAR,2pt,Jump Shot,[],1627783,20.844283837056505,69.85294117647058,1610612761,28,24,2022-10-22T00:11:38Z,1690000,-99.0,143.0,1,left,MISS P. Siakam 17' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,,,17.44,Missed,,,,,,,,,,,,,,,,
