actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
255,PT04M54.00S,2022-10-22T00:24:39.9Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,37,43,2022-10-22T00:24:41Z,2550000,,,0,,D. Sharpe REBOUND (Off:2 Def:4),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Left,,,,,,,,,,,254.0,6.0,4.0,2.0,,,,,,
256,PT04M46.00S,2022-10-22T00:24:48.5Z,2,REGULAR,2pt,Jump Shot,[],201142,94.30026281208936,70.58823529411765,1610612751,37,43,2022-10-22T00:24:53Z,2560000,103.0,1.0,1,right,MISS K. Durant 10' fadeaway Shot,[201142],1610612751.0,BKN,fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,10.29,Missed,,,,,,,,,,,,,,,,
257,PT04M45.00S,2022-10-22T00:24:49.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,37,43,2022-10-22T00:24:53Z,2570000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,256.0,,,,,,,,,
259,PT04M32.00S,2022-10-22T00:25:13.7Z,2,REGULAR,turnover,traveling,[],1627783,,,1610612761,37,43,2022-10-22T00:25:18Z,2590000,,,0,,P. Siakam traveling TURNOVER (1 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right,1151.0,1.0,,,,,,,,,,,,,,,,,,
260,PT04M20.00S,2022-10-22T00:25:34.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630549,89.30683311432325,41.66666666666667,1610612751,37,43,2022-10-22T00:44:03Z,2600000,-42.0,48.0,1,right,MISS D. Sharpe 6' driving Layup,[1630549],1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,6.36,Missed,,,,,,,,,,,,,,,,
261,PT04M17.00S,2022-10-22T00:25:37.8Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,37,43,2022-10-22T00:25:41Z,2610000,,,0,,P. Siakam REBOUND (Off:1 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,260.0,7.0,6.0,1.0,,,,,,
262,PT04M13.00S,2022-10-22T00:25:45.0Z,2,REGULAR,foul,personal,[],1630549,,,1610612761,37,43,2022-10-22T00:25:50Z,2620000,,,0,,D. Sharpe personal FOUL (3 PF),"[1630549, 201152]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,1148.0,,,,,,,,,,,,,,3.0,0.0,Young,201152.0,,
264,PT04M03.00S,2022-10-22T00:26:14.3Z,2,REGULAR,3pt,Jump Shot,[],1629018,33.722076215505915,42.15686274509804,1610612761,37,46,2022-10-22T00:26:19Z,2640000,39.0,264.0,1,left,G. Trent Jr. 26' 3PT  (12 PTS) (P. Siakam 4 AST),"[1629018, 1627783]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,26.74,Made,12.0,P. Siakam,1627783.0,4.0,,,,,,,,,,,,
266,PT03M47.00S,2022-10-22T00:26:31.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612751,37,46,2022-10-22T00:26:48Z,2660000,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Durant 2 FT),"[1628384, 201142]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1148.0,,,,,,,,,,,,,,1.0,0.0,Durant,201142.0,,
268,PT03M47.00S,2022-10-22T00:26:58.9Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,38,46,2022-10-22T00:27:17Z,2680000,,,0,,K. Durant Free Throw 1 of 2 (5 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
269,PT03M47.00S,2022-10-22T00:26:58.9Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,38,46,2022-10-22T00:27:17Z,2690000,,,0,,MISS K. Durant Free Throw 2 of 2,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
270,PT03M44.00S,2022-10-22T00:27:01.9Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,38,46,2022-10-22T00:27:17Z,2700000,,,0,,P. Siakam REBOUND (Off:1 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,269.0,8.0,7.0,1.0,,,,,,
271,PT03M38.00S,2022-10-22T00:27:22.5Z,2,REGULAR,3pt,Jump Shot,[],1627783,29.38567674113009,29.411764705882355,1610612761,38,46,2022-10-22T00:27:27Z,2710000,103.0,224.0,1,left,MISS P. Siakam 24' pullup 3PT,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,24.62,Missed,,,,,,,,,,,,,,,,
272,PT03M34.00S,2022-10-22T00:27:26.5Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,38,46,2022-10-22T00:27:27Z,2720000,,,0,,D. Sharpe REBOUND (Off:2 Def:5),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,271.0,7.0,5.0,2.0,,,,,,
273,PT03M28.00S,2022-10-22T00:27:31.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201142,93.9060446780552,50.73529411764706,1610612751,40,46,2022-10-22T00:27:36Z,2730000,4.0,5.0,1,right,K. Durant driving DUNK (7 PTS),[201142],1610612751.0,BKN,driving,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,0.61,Made,7.0,,,,,,,,,,,,,,,
274,PT03M17.00S,2022-10-22T00:27:44.3Z,2,REGULAR,foul,personal,['2freethrow'],203925,,,1610612761,40,46,2022-10-22T00:28:01Z,2740000,,,0,,J. Harris shooting personal FOUL (1 PF) (Anunoby 2 FT),"[203925, 1628384]",1610612751.0,BKN,shooting,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,1148.0,,,,,,,,,,,,,,1.0,0.0,Anunoby,1628384.0,,
276,PT03M17.00S,2022-10-22T00:28:15.0Z,2,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,40,47,2022-10-22T00:28:15Z,2760000,,,0,,O. Anunoby Free Throw 1 of 2 (1 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
277,PT03M17.00S,2022-10-22T00:28:15.6Z,2,REGULAR,substitution,out,[],203925,,,1610612761,40,47,2022-10-22T00:28:22Z,2770000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M17.00S,2022-10-22T00:28:15.6Z,2,REGULAR,substitution,out,[],1630549,,,1610612761,40,47,2022-10-22T00:28:22Z,2780000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M17.00S,2022-10-22T00:28:15.6Z,2,REGULAR,substitution,in,[],1627732,,,1610612761,40,47,2022-10-22T00:28:22Z,2790000,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M17.00S,2022-10-22T00:28:15.6Z,2,REGULAR,substitution,in,[],202681,,,1610612761,40,47,2022-10-22T00:28:22Z,2800000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M17.00S,2022-10-22T00:28:39.1Z,2,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,40,48,2022-10-22T00:28:39Z,2810000,,,0,,O. Anunoby Free Throw 2 of 2 (2 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
282,PT03M03.00S,2022-10-22T00:28:55.3Z,2,REGULAR,3pt,Jump Shot,[],201988,92.19776609724047,4.166666666666666,1610612751,43,48,2022-10-22T00:28:59Z,2820000,-229.0,21.0,1,right,P. Mills 3PT  (5 PTS) (B. Simmons 4 AST),"[201988, 1627732]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,Left Corner 3,24+ Left,,,23.01,Made,5.0,B. Simmons,1627732.0,4.0,,,,,,,,,,,,
284,PT02M56.00S,2022-10-22T00:29:07.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,43,48,2022-10-22T00:29:07Z,2840000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M56.00S,2022-10-22T00:29:08.0Z,2,REGULAR,substitution,out,[],201152,,,1610612761,43,48,2022-10-22T00:31:54Z,2850000,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M56.00S,2022-10-22T00:29:08.0Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,43,48,2022-10-22T00:31:54Z,2860000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M44.00S,2022-10-22T00:32:13.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.1268068331143235,46.81372549019608,1610612761,43,50,2022-10-22T00:32:18Z,2870000,16.0,5.0,1,left,S. Barnes driving Layup (4 PTS) (F. VanVleet 5 AST),"[1630567, 1627832]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,1.67,Made,4.0,F. VanVleet,1627832.0,5.0,,,,,,,,,,,,
289,PT02M30.00S,2022-10-22T00:32:36.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628384,,,1610612751,43,50,2022-10-22T00:32:50Z,2890000,,,0,,O. Anunoby personal FOUL (2 PF) (Durant 2 FT),"[1628384, 201142]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,1151.0,,,,,,,,,,,,,,2.0,0.0,Durant,201142.0,,
291,PT02M30.00S,2022-10-22T00:32:58.5Z,2,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,44,50,2022-10-22T00:32:58Z,2910000,,,0,,K. Durant Free Throw 1 of 2 (8 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
292,PT02M30.00S,2022-10-22T00:33:15.0Z,2,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,45,50,2022-10-22T00:33:15Z,2920000,,,0,,K. Durant Free Throw 2 of 2 (9 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
293,PT02M16.00S,2022-10-22T00:33:33.0Z,2,REGULAR,3pt,Jump Shot,[],1629018,3.4986859395532193,94.85294117647058,1610612761,45,50,2022-10-22T00:33:40Z,2930000,-224.0,-20.0,1,left,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,,,22.52,Missed,,,,,,,,,,,,,,,,
294,PT02M13.00S,2022-10-22T00:33:36.0Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,45,50,2022-10-22T00:33:40Z,2940000,,,0,,B. Simmons REBOUND (Off:0 Def:5),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Left Corner 3,24+ Left,,,,,,,,,,,293.0,5.0,5.0,0.0,,,,,,
295,PT02M09.00S,2022-10-22T00:33:42.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612751,45,50,2022-10-22T00:33:57Z,2950000,,,0,,P. Siakam shooting personal FOUL (3 PF) (Mills 2 FT),"[1627783, 201988]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1148.0,,,,,,,,,,,,,,3.0,0.0,Mills,201988.0,,
297,PT02M09.00S,2022-10-22T00:34:08.0Z,2,REGULAR,freethrow,1 of 2,[],201988,,,1610612751,46,50,2022-10-22T00:34:08Z,2970000,,,0,,P. Mills Free Throw 1 of 2 (6 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
298,PT02M09.00S,2022-10-22T00:34:08.7Z,2,REGULAR,substitution,out,[],1627783,,,1610612751,46,50,2022-10-22T00:34:16Z,2980000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M09.00S,2022-10-22T00:34:08.7Z,2,REGULAR,substitution,in,[],1630173,,,1610612751,46,50,2022-10-22T00:34:16Z,2990000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M09.00S,2022-10-22T00:34:28.3Z,2,REGULAR,freethrow,2 of 2,[],201988,,,1610612751,47,50,2022-10-22T00:34:28Z,3000000,,,0,,P. Mills Free Throw 2 of 2 (7 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
301,PT01M48.00S,2022-10-22T00:34:51.3Z,2,REGULAR,2pt,Jump Shot,[],1630567,20.97568988173456,29.411764705882355,1610612761,47,50,2022-10-22T00:34:57Z,3010000,103.0,145.0,1,left,MISS S. Barnes 17' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,17.76,Missed,,,,,,,,,,,,,,,,
302,PT01M46.00S,2022-10-22T00:34:53.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,47,50,2022-10-22T00:34:57Z,3020000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,301.0,,,,,,,,,
304,PT01M27.00S,2022-10-22T00:35:20.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,86.67871222076215,40.931372549019606,1610612751,47,50,2022-10-22T00:35:24Z,3040000,-45.0,73.0,1,right,MISS K. Durant 8' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,8.57,Missed,,,,,,,,,,,,,,,,
305,PT01M24.00S,2022-10-22T00:35:23.9Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,47,50,2022-10-22T00:35:24Z,3050000,,,0,,P. Achiuwa REBOUND (Off:0 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,304.0,5.0,5.0,0.0,,,,,,
306,PT01M13.00S,2022-10-22T00:35:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,6.389618922470433,47.794117647058826,1610612761,47,50,2022-10-22T00:35:59Z,3060000,11.0,8.0,1,left,MISS P. Achiuwa cutting Layup - blocked,"[1630173, 1627732]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,1.34,Missed,,,,,,,,,,,,,,,Simmons,1627732.0
307,PT01M13.00S,2022-10-22T00:35:37.2Z,2,REGULAR,block,,[],1627732,,,1610612761,47,50,2022-10-22T00:39:51Z,3070000,,,0,,B. Simmons BLOCK (2 BLK),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
308,PT01M13.00S,2022-10-22T00:35:37.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,47,50,2022-10-22T00:35:59Z,3080000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,306.0,,,,,,,,,
310,PT01M07.00S,2022-10-22T00:36:04.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626220,,,1610612761,47,50,2022-10-22T00:36:18Z,3100000,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Barnes 2 FT),"[1626220, 1630567]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,1148.0,,,,,,,,,,,,,,1.0,0.0,Barnes,1630567.0,,
312,PT01M07.00S,2022-10-22T00:36:27.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630567,,,1610612761,47,51,2022-10-22T00:36:27Z,3120000,,,0,,S. Barnes Free Throw 1 of 2 (5 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
313,PT01M07.00S,2022-10-22T00:36:33.0Z,2,REGULAR,substitution,out,[],1628384,,,1610612761,47,51,2022-10-22T00:36:38Z,3130000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M07.00S,2022-10-22T00:36:33.0Z,2,REGULAR,substitution,in,[],1630625,,,1610612761,47,51,2022-10-22T00:36:38Z,3140000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M07.00S,2022-10-22T00:36:51.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630567,,,1610612761,47,52,2022-10-22T00:36:51Z,3150000,,,0,,S. Barnes Free Throw 2 of 2 (6 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
316,PT00M56.10S,2022-10-22T00:37:07.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,86.67871222076215,41.66666666666667,1610612751,49,52,2022-10-22T00:37:12Z,3160000,-42.0,73.0,1,right,K. Durant 8' floating Jump Shot (11 PTS) (B. Simmons 5 AST),"[201142, 1627732]",1610612751.0,BKN,floating,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,8.38,Made,11.0,B. Simmons,1627732.0,5.0,,,,,,,,,,,,
327,PT00M34.50S,2022-10-22T00:37:49.6Z,2,REGULAR,turnover,basket-from-below,[],1630567,,,1610612761,49,52,2022-10-22T00:38:38Z,3200000,,,0,,S. Barnes basket-from-below TURNOVER (1 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1148.0,1.0,,,,,,,,,,,,,,,,,,
321,PT00M25.10S,2022-10-22T00:38:03.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202681,73.40670170827858,84.06862745098039,1610612751,49,52,2022-10-22T00:38:38Z,3210000,170.0,197.0,1,right,MISS K. Irving 26' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,26.08,Missed,,,,,,,,,,,,,,,,
322,PT00M21.70S,2022-10-22T00:38:06.9Z,2,REGULAR,rebound,offensive,[],201142,,,1610612751,49,52,2022-10-22T00:38:06Z,3220000,,,0,,K. Durant REBOUND (Off:1 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,321.0,2.0,1.0,1.0,,,,,,
323,PT00M19.80S,2022-10-22T00:38:08.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance', 'fromturnover']",1627732,94.43166885676742,49.26470588235294,1610612751,49,52,2022-10-22T00:38:38Z,3230000,-4.0,0.0,1,right,MISS B. Simmons alley-oop DUNK,[1627732],1610612751.0,BKN,alley-oop,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,0.37,Missed,,,,,,,,,,,,,,,,
324,PT00M17.30S,2022-10-22T00:38:11.2Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,49,52,2022-10-22T00:38:11Z,3240000,,,0,,P. Achiuwa REBOUND (Off:0 Def:6),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,323.0,6.0,6.0,0.0,,,,,,
326,PT00M15.60S,2022-10-22T00:38:30.5Z,2,REGULAR,turnover,out-of-bounds,[],1630173,,,1610612761,49,52,2022-10-22T00:38:45Z,3260000,,,0,,P. Achiuwa lost ball out-of-bounds TURNOVER (2 TO),[1630173],1610612761.0,TOR,lost ball,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,1148.0,2.0,,,,,,,,,,,,,,,,,,
328,PT00M01.20S,2022-10-22T00:38:59.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202681,92.72339027595268,43.38235294117647,1610612751,49,52,2022-10-22T00:39:05Z,3270000,-33.0,16.0,1,right,MISS K. Irving driving Layup,[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,3.67,Missed,,,,,,,,,,,,,,,,
329,PT00M01.20S,2022-10-22T00:38:59.3Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,49,52,2022-10-22T00:39:05Z,3280000,,,0,,F. VanVleet REBOUND (Off:0 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,328.0,3.0,3.0,0.0,,,,,,
330,PT00M00.00S,2022-10-22T00:39:08.4Z,2,REGULAR,period,end,[],0,,,1610612761,49,52,2022-10-22T00:39:08Z,3290000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2022-10-22T00:53:49.9Z,3,REGULAR,substitution,out,['startperiod'],201988,,,1610612761,49,52,2022-10-22T00:54:19Z,3300000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-10-22T00:53:49.9Z,3,REGULAR,substitution,out,['startperiod'],1630173,,,1610612761,49,52,2022-10-22T00:54:19Z,3310000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-10-22T00:53:49.9Z,3,REGULAR,substitution,out,['startperiod'],1630625,,,1610612761,49,52,2022-10-22T00:54:19Z,3320000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-10-22T00:53:49.9Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612761,49,52,2022-10-22T00:54:19Z,3330000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-10-22T00:53:49.9Z,3,REGULAR,substitution,in,['startperiod'],1628384,,,1610612761,49,52,2022-10-22T00:54:19Z,3340000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-10-22T00:53:49.9Z,3,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,49,52,2022-10-22T00:54:19Z,3350000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-10-22T00:54:23.2Z,3,REGULAR,period,start,[],0,,,1610612751,49,52,2022-10-22T00:54:23Z,3360000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT11M41.00S,2022-10-22T00:54:41.6Z,3,REGULAR,2pt,Jump Shot,[],201142,22.552562417871222,27.450980392156865,1610612751,51,52,2022-10-22T00:54:46Z,3370000,113.0,159.0,1,left,K. Durant 19' pullup Jump Shot (13 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,19.53,Made,13.0,,,,,,,,,,,,,,,
339,PT11M23.00S,2022-10-22T00:54:59.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,83.78777923784494,42.40196078431372,1610612761,51,52,2022-10-22T00:55:04Z,3380000,-38.0,100.0,1,right,MISS G. Trent Jr. 10' pullup Shot - blocked,"[1629018, 201142]",1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,10.69,Missed,,,,,,,,,,,,,,,Durant,201142.0
340,PT11M23.00S,2022-10-22T00:54:59.0Z,3,REGULAR,block,,[],201142,,,1610612761,51,52,2022-10-22T00:55:02Z,3390000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
341,PT11M19.00S,2022-10-22T00:55:03.0Z,3,REGULAR,rebound,defensive,[],1627732,,,1610612751,51,52,2022-10-22T00:55:04Z,3400000,,,0,,B. Simmons REBOUND (Off:0 Def:6),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,339.0,6.0,6.0,0.0,,,,,,
342,PT11M18.00S,2022-10-22T00:55:04.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202681,5.469776609724048,49.26470588235294,1610612751,53,52,2022-10-22T00:55:11Z,3410000,4.0,-1.0,1,left,K. Irving running Layup (12 PTS) (B. Simmons 6 AST),"[202681, 1627732]",1610612751.0,BKN,running,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,0.39,Made,12.0,B. Simmons,1627732.0,6.0,,,,,,,,,,,,
344,PT10M56.00S,2022-10-22T00:55:26.9Z,3,REGULAR,3pt,Jump Shot,[],1629018,73.14388961892247,19.11764705882353,1610612761,53,52,2022-10-22T00:55:32Z,3430000,-154.0,200.0,1,right,MISS G. Trent Jr. 25' 3PT - blocked,"[1629018, 201142]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,25.26,Missed,,,,,,,,,,,,,,,Durant,201142.0
383,PT10M56.00S,2022-10-22T00:55:26.9Z,3,REGULAR,block,,[],201142,,,1610612761,53,52,2022-10-22T01:01:20Z,3435000,,,0,,K. Durant BLOCK (2 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
