actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
265,PT06M27.00S,2022-10-30T00:23:08.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,43,42,2022-10-30T00:23:08Z,2630000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M12.00S,2022-10-30T00:26:15.3Z,2,REGULAR,3pt,Jump Shot,[],202681,75.24638633377135,86.76470588235294,1610612751,46,42,2022-10-30T00:27:02Z,2640000,184.0,180.0,1,right,K. Irving 25' 3PT  (10 PTS) (S. Curry 3 AST),"[202681, 203552]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,25.74,Made,10.0,S. Curry,203552.0,3.0,,,,,,,,,,,
268,PT05M58.00S,2022-10-30T00:26:29.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,5.863994743758213,50.0,1610612754,46,44,2022-10-30T00:26:42Z,2660000,0.0,3.0,1,left,B. Hield cutting Layup (8 PTS) (I. Jackson 2 AST),"[1627741, 1630543]",1610612754.0,IND,cutting,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,0.26,Made,8.0,I. Jackson,1630543.0,2.0,,,,,,,,,,,
271,PT05M40.00S,2022-10-30T00:26:47.0Z,2,REGULAR,3pt,Jump Shot,[],1626220,73.9323258869908,82.84313725490196,1610612751,46,44,2022-10-30T00:26:50Z,2690000,164.0,193.0,1,right,MISS R. O'Neale 25' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,,25.3,Missed,,,,,,,,,,,,,,,
272,PT05M38.00S,2022-10-30T00:26:49.0Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,46,44,2022-10-30T00:26:50Z,2700000,,,0,,I. Jackson REBOUND (Off:2 Def:4),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,271.0,6.0,4.0,2.0,,
273,PT05M28.00S,2022-10-30T00:26:59.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,8.623521681997373,51.225490196078425,1610612754,46,44,2022-10-30T00:28:16Z,2710000,-6.0,29.0,1,left,MISS I. Jackson cutting finger roll Layup,[1630543],1610612754.0,IND,cutting finger roll,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,2.92,Missed,,,,,,,,,,,,,,,
274,PT05M26.00S,2022-10-30T00:27:01.2Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,46,44,2022-10-30T00:27:13Z,2720000,,,0,,B. Simmons REBOUND (Off:0 Def:4),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,273.0,4.0,4.0,0.0,,
275,PT05M17.00S,2022-10-30T00:27:10.0Z,2,REGULAR,3pt,Jump Shot,[],203552,66.44218134034165,46.81372549019608,1610612751,46,44,2022-10-30T00:27:15Z,2730000,-16.0,263.0,1,right,MISS S. Curry 26' 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,26.34,Missed,,,,,,,,,,,,,,,
276,PT05M13.00S,2022-10-30T00:27:14.0Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,46,44,2022-10-30T00:27:15Z,2740000,,,0,,T. Haliburton REBOUND (Off:1 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,275.0,2.0,1.0,1.0,,
277,PT04M54.00S,2022-10-30T00:27:36.0Z,2,REGULAR,violation,kicked ball,[],201142,,,1610612754,46,44,2022-10-30T00:28:02Z,2750000,,,0,,K. Durant kicked ball VIOLATION,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,1629178.0,,,,,,,,,,
278,PT04M54.00S,2022-10-30T00:27:41.6Z,2,REGULAR,substitution,out,[],202681,,,1610612754,46,44,2022-10-30T00:27:46Z,2760000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M54.00S,2022-10-30T00:27:41.6Z,2,REGULAR,substitution,in,[],203925,,,1610612754,46,44,2022-10-30T00:27:46Z,2770000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M42.00S,2022-10-30T00:28:05.1Z,2,REGULAR,2pt,Jump Shot,[],1631097,5.995400788436268,82.59803921568627,1610612754,46,44,2022-10-30T00:28:09Z,2780000,-163.0,4.0,1,left,MISS B. Mathurin 16' pullup Shot,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Left,,,,16.3,Missed,,,,,,,,,,,,,,,
281,PT04M38.00S,2022-10-30T00:28:09.1Z,2,REGULAR,rebound,defensive,[],201142,,,1610612751,46,44,2022-10-30T00:28:09Z,2790000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,280.0,1.0,1.0,0.0,,
282,PT04M30.00S,2022-10-30T00:28:17.4Z,2,REGULAR,turnover,bad pass,[],201142,,,1610612751,46,44,2022-10-30T00:28:23Z,2800000,,,0,,K. Durant bad pass TURNOVER (2 TO),"[201142, 1627741]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,2.0,Hield,1627741.0,,,,,,,,,,,,,,,,,
283,PT04M30.00S,2022-10-30T00:28:17.4Z,2,REGULAR,steal,,[],1627741,,,1610612754,46,44,2022-10-30T00:28:18Z,2810000,,,0,,B. Hield STEAL (1 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
284,PT04M26.00S,2022-10-30T00:28:20.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627741,6.521024967148489,52.450980392156865,1610612754,46,44,2022-10-30T00:28:28Z,2820000,-12.0,9.0,1,left,MISS B. Hield running Layup - blocked,"[1627741, 201142]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,1.51,Missed,,,,,,,,,,,,,,Durant,201142.0
285,PT04M26.00S,2022-10-30T00:28:20.9Z,2,REGULAR,block,,[],201142,,,1610612754,46,44,2022-10-30T00:28:22Z,2830000,,,0,,K. Durant BLOCK (2 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
286,PT04M24.00S,2022-10-30T00:28:22.9Z,2,REGULAR,rebound,defensive,[],203925,,,1610612751,46,44,2022-10-30T00:28:28Z,2840000,,,0,,J. Harris REBOUND (Off:0 Def:3),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,284.0,3.0,3.0,0.0,,
287,PT04M20.00S,2022-10-30T00:28:26.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",201142,93.51182654402102,50.73529411764706,1610612751,48,44,2022-10-30T00:28:31Z,2850000,4.0,8.0,1,right,K. Durant running DUNK (4 PTS) (S. Curry 4 AST),"[201142, 203552]",1610612751.0,BKN,running,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,0.93,Made,4.0,S. Curry,203552.0,4.0,,,,,,,,,,,
289,PT04M03.00S,2022-10-30T00:28:43.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,6.1268068331143235,50.49019607843137,1610612754,48,46,2022-10-30T00:32:53Z,2870000,-2.0,5.0,1,left,I. Jackson driving DUNK (4 PTS) (B. Hield 4 AST),"[1630543, 1627741]",1610612754.0,IND,driving,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,0.57,Made,4.0,B. Hield,1627741.0,4.0,,,,,,,,,,,
291,PT03M37.00S,2022-10-30T00:29:09.9Z,2,REGULAR,3pt,Jump Shot,[],203925,74.58935611038108,9.068627450980392,1610612751,51,46,2022-10-30T00:29:13Z,2890000,-205.0,186.0,1,right,J. Harris 27' 3PT  (8 PTS) (S. Curry 5 AST),"[203925, 203552]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Left Center,,,,27.69,Made,8.0,S. Curry,203552.0,5.0,,,,,,,,,,,
293,PT03M21.00S,2022-10-30T00:29:26.2Z,2,REGULAR,3pt,Jump Shot,[],1631097,27.020367936925098,78.92156862745098,1610612754,51,49,2022-10-30T00:29:45Z,2910000,-145.0,201.0,1,left,B. Mathurin 24' 3PT  (19 PTS) (I. Jackson 3 AST),"[1631097, 1630543]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,24.8,Made,19.0,I. Jackson,1630543.0,3.0,,,,,,,,,,,
295,PT03M04.00S,2022-10-30T00:29:47.1Z,2,REGULAR,foul,personal,[],1630543,,,1610612751,51,49,2022-10-30T00:30:07Z,2930000,,,0,,I. Jackson personal FOUL (1 PF),"[1630543, 201142]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,,,1629178.0,1.0,0.0,Durant,201142.0,,,,,,
297,PT02M58.00S,2022-10-30T00:30:21.6Z,2,REGULAR,3pt,Jump Shot,[],203925,66.5735873850197,41.911764705882355,1610612751,51,49,2022-10-30T00:30:25Z,2950000,-40.0,262.0,1,right,MISS J. Harris 26' pullup 3PT,[203925],1610612751.0,BKN,pullup,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,,,,26.48,Missed,,,,,,,,,,,,,,,
298,PT02M55.00S,2022-10-30T00:30:24.6Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,51,49,2022-10-30T00:30:25Z,2960000,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,297.0,2.0,2.0,0.0,,
299,PT02M44.00S,2022-10-30T00:30:35.9Z,2,REGULAR,3pt,Jump Shot,[],1627741,6.521024967148489,96.56862745098039,1610612754,51,52,2022-10-30T00:33:03Z,2970000,-233.0,9.0,1,left,B. Hield 3PT  (11 PTS) (J. Smith 1 AST),"[1627741, 1630188]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Left Corner 3,24+ Left,,,,23.3,Made,11.0,J. Smith,1630188.0,1.0,,,,,,,,,,,
301,PT02M31.00S,2022-10-30T00:30:48.5Z,2,REGULAR,2pt,Jump Shot,[],201142,87.33574244415243,84.31372549019608,1610612751,51,52,2022-10-30T00:33:46Z,2990000,172.0,67.0,1,right,MISS K. Durant 18' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right,,,,18.4,Missed,,,,,,,,,,,,,,,
302,PT02M28.00S,2022-10-30T00:30:51.7Z,2,REGULAR,rebound,offensive,[],1627732,,,1610612751,51,52,2022-10-30T00:30:51Z,3000000,,,0,,B. Simmons REBOUND (Off:1 Def:4),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,301.0,5.0,4.0,1.0,,
303,PT02M26.00S,2022-10-30T00:30:53.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203552,83.13074901445466,94.85294117647058,1610612751,51,52,2022-10-30T00:31:01Z,3010000,224.0,106.0,1,right,MISS S. Curry 24' 3PT,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,24.81,Missed,,,,,,,,,,,,,,,
304,PT02M26.00S,2022-10-30T00:30:53.4Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,51,52,2022-10-30T00:31:01Z,3020000,,,0,,I. Jackson REBOUND (Off:2 Def:5),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,303.0,7.0,5.0,2.0,,
305,PT02M20.00S,2022-10-30T00:30:59.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,31.225361366622867,29.411764705882355,1610612754,51,55,2022-10-30T00:32:07Z,3030000,103.0,241.0,1,left,T. Haliburton 26' 3PT running pullup (12 PTS),[1630169],1610612754.0,IND,running pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,26.2,Made,12.0,,,,,,,,,,,,,,
306,PT01M58.00S,2022-10-30T00:31:21.9Z,2,REGULAR,turnover,bad pass,[],203925,,,1610612751,51,55,2022-10-30T00:31:25Z,3040000,,,0,,J. Harris bad pass TURNOVER (1 TO),"[203925, 1630169]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,In The Paint (Non-RA),0-8 Center,1.0,Haliburton,1630169.0,,,,,,,,,,,,,,,,,
307,PT01M58.00S,2022-10-30T00:31:21.9Z,2,REGULAR,steal,,[],1630169,,,1610612754,51,55,2022-10-30T00:31:23Z,3050000,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
309,PT01M54.00S,2022-10-30T00:31:27.1Z,2,REGULAR,foul,personal,['3freethrow'],203552,,,1610612754,51,55,2022-10-30T00:31:40Z,3070000,,,0,,S. Curry shooting personal FOUL (3 PF) (Haliburton 3 FT),"[203552, 1630169]",1610612751.0,BKN,shooting,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1146.0,3.0,0.0,Haliburton,1630169.0,,,,,,
311,PT01M54.00S,2022-10-30T00:31:53.5Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],1630169,,,1610612754,51,56,2022-10-30T00:31:53Z,3090000,,,0,,T. Haliburton Free Throw 1 of 3 (13 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
312,PT01M54.00S,2022-10-30T00:32:05.1Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],1630169,,,1610612754,51,57,2022-10-30T00:32:05Z,3100000,,,0,,T. Haliburton Free Throw 2 of 3 (14 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
313,PT01M54.00S,2022-10-30T00:32:05.7Z,2,REGULAR,substitution,out,[],203552,,,1610612754,51,57,2022-10-30T00:32:07Z,3110000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M54.00S,2022-10-30T00:32:05.7Z,2,REGULAR,substitution,in,[],202681,,,1610612754,51,57,2022-10-30T00:32:07Z,3120000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT01M54.00S,2022-10-30T00:32:20.6Z,2,REGULAR,substitution,out,[],1630543,,,1610612754,51,57,2022-10-30T00:32:28Z,3130000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M54.00S,2022-10-30T00:32:20.6Z,2,REGULAR,substitution,in,[],1629052,,,1610612754,51,57,2022-10-30T00:32:28Z,3140000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M54.00S,2022-10-30T00:32:39.7Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],1630169,,,1610612754,51,58,2022-10-30T00:32:39Z,3150000,,,0,,T. Haliburton Free Throw 3 of 3 (15 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
319,PT01M42.00S,2022-10-30T00:32:52.3Z,2,REGULAR,3pt,Jump Shot,[],203925,94.03745072273325,3.6764705882352944,1610612751,54,58,2022-10-30T00:33:00Z,3160000,-232.0,4.0,1,right,J. Harris 3PT  (11 PTS) (R. O'Neale 5 AST),"[203925, 1626220]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Left Corner 3,24+ Left,,,,23.16,Made,11.0,R. O'Neale,1626220.0,5.0,,,,,,,,,,,
321,PT01M17.00S,2022-10-30T00:33:18.6Z,2,REGULAR,3pt,Jump Shot,[],1630169,35.167542706964525,32.1078431372549,1610612754,54,58,2022-10-30T00:33:22Z,3180000,89.0,278.0,1,left,MISS T. Haliburton 29' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,29.21,Missed,,,,,,,,,,,,,,,
322,PT01M17.00S,2022-10-30T00:33:18.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,54,58,2022-10-30T00:33:23Z,3190000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,321.0,,,,,
324,PT01M06.00S,2022-10-30T00:33:36.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,94.03745072273325,51.225490196078425,1610612751,56,58,2022-10-30T00:33:40Z,3210000,6.0,4.0,1,right,K. Irving driving finger roll Layup (12 PTS),[202681],1610612751.0,BKN,driving finger roll,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,0.7,Made,12.0,,,,,,,,,,,,,,
325,PT00M54.10S,2022-10-30T00:33:49.8Z,2,REGULAR,turnover,bad pass,[],1630188,,,1610612754,56,58,2022-10-30T00:33:54Z,3220000,,,0,,J. Smith bad pass TURNOVER (1 TO),"[1630188, 201142]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.0,Durant,201142.0,,,,,,,,,,,,,,,,,
326,PT00M54.10S,2022-10-30T00:33:49.8Z,2,REGULAR,steal,,[],201142,,,1610612751,56,58,2022-10-30T00:33:52Z,3230000,,,0,,K. Durant STEAL (2 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
327,PT00M51.20S,2022-10-30T00:33:52.8Z,2,REGULAR,turnover,bad pass,[],201142,,,1610612751,56,58,2022-10-30T00:33:59Z,3240000,,,0,,K. Durant bad pass TURNOVER (3 TO),"[201142, 1630169]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,3.0,Haliburton,1630169.0,,,,,,,,,,,,,,,,,
328,PT00M51.20S,2022-10-30T00:33:52.8Z,2,REGULAR,steal,,[],1630169,,,1610612754,56,58,2022-10-30T00:33:54Z,3250000,,,0,,T. Haliburton STEAL (3 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
329,PT00M48.60S,2022-10-30T00:33:56.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631097,28.07161629434954,23.52941176470588,1610612754,56,61,2022-10-30T00:34:06Z,3260000,132.0,211.0,1,left,B. Mathurin 24' 3PT running (22 PTS) (T. Haliburton 3 AST),"[1631097, 1630169]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,24.94,Made,22.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,,
331,PT00M41.80S,2022-10-30T00:34:10.0Z,2,REGULAR,3pt,Jump Shot,[],1626220,64.47109067017082,46.81372549019608,1610612751,59,61,2022-10-30T00:37:39Z,3280000,-16.0,281.0,1,right,R. O'Neale 28' 3PT pullup (5 PTS) (B. Simmons 2 AST),"[1626220, 1627732]",1610612751.0,BKN,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,,28.19,Made,5.0,B. Simmons,1627732.0,2.0,,,,,,,,,,,
333,PT00M32.90S,2022-10-30T00:34:22.4Z,2,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612754,59,61,2022-10-30T00:34:27Z,3300000,,,0,,T. Haliburton bad pass out-of-bounds TURNOVER (2 TO),[1630169],1610612754.0,IND,bad pass,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,2.0,,,,,,,,,1626302.0,,,,,,,,,,
334,PT00M27.10S,2022-10-30T00:34:32.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202681,67.36202365308804,50.49019607843137,1610612751,62,61,2022-10-30T00:34:37Z,3310000,2.0,254.0,1,right,K. Irving 25' 3PT running pullup (15 PTS),[202681],1610612751.0,BKN,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,25.43,Made,15.0,,,,,,,,,,,,,,
335,PT00M10.00S,2022-10-30T00:34:53.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,5.863994743758213,44.6078431372549,1610612754,62,63,2022-10-30T00:35:00Z,3320000,27.0,3.0,1,left,T. Haliburton driving Layup (17 PTS),[1630169],1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,2.71,Made,17.0,,,,,,,,,,,,,,
336,PT00M00.50S,2022-10-30T00:35:09.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627732,89.83245729303549,40.19607843137255,1610612751,62,63,2022-10-30T00:38:38Z,3330000,-49.0,43.0,1,right,MISS B. Simmons 6' driving floating bank Shot,[1627732],1610612751.0,BKN,driving floating bank,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,6.53,Missed,,,,,,,,,,,,,,,
337,PT00M00.50S,2022-10-30T00:35:09.5Z,2,REGULAR,rebound,defensive,[],1627741,,,1610612754,62,63,2022-10-30T00:35:15Z,3340000,,,0,,B. Hield REBOUND (Off:0 Def:3),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,336.0,3.0,3.0,0.0,,
338,PT00M00.00S,2022-10-30T00:35:16.8Z,2,REGULAR,period,end,[],0,,,1610612754,62,63,2022-10-30T00:35:16Z,3350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-10-30T00:49:49.0Z,3,REGULAR,substitution,out,['startperiod'],203925,,,1610612754,62,63,2022-10-30T00:50:27Z,3360000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-10-30T00:49:49.0Z,3,REGULAR,substitution,out,['startperiod'],1629052,,,1610612754,62,63,2022-10-30T00:50:27Z,3370000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-10-30T00:49:49.0Z,3,REGULAR,substitution,in,['startperiod'],1629651,,,1610612754,62,63,2022-10-30T00:50:27Z,3380000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-10-30T00:49:49.0Z,3,REGULAR,substitution,in,['startperiod'],1630543,,,1610612754,62,63,2022-10-30T00:50:27Z,3390000,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-10-30T00:50:41.7Z,3,REGULAR,period,start,[],0,,,1610612751,62,63,2022-10-30T00:50:41Z,3400000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT11M46.00S,2022-10-30T00:50:55.1Z,3,REGULAR,3pt,Jump Shot,[],202681,7.966491458607096,4.166666666666666,1610612751,65,63,2022-10-30T00:50:59Z,3410000,229.0,22.0,1,left,K. Irving 3PT  (18 PTS) (B. Simmons 3 AST),"[202681, 1627732]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,,,,23.03,Made,18.0,B. Simmons,1627732.0,3.0,,,,,,,,,,,
346,PT11M21.00S,2022-10-30T00:51:19.4Z,3,REGULAR,3pt,Jump Shot,[],1631097,91.40932982917214,3.6764705882352944,1610612754,65,66,2022-10-30T00:51:24Z,3430000,-232.0,28.0,1,right,B. Mathurin 3PT  (25 PTS) (B. Hield 5 AST),"[1631097, 1627741]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Left Corner 3,24+ Left,,,,23.33,Made,25.0,B. Hield,1627741.0,5.0,,,,,,,,,,,
348,PT11M10.00S,2022-10-30T00:51:33.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,5.995400788436268,49.754901960784316,1610612751,67,66,2022-10-30T00:51:37Z,3450000,1.0,4.0,1,left,N. Claxton alley-oop Layup (6 PTS) (K. Irving 5 AST),"[1629651, 202681]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,0.41,Made,6.0,K. Irving,202681.0,5.0,,,,,,,,,,,
350,PT11M10.00S,2022-10-30T00:51:35.0Z,3,REGULAR,foul,personal,['1freethrow'],1627741,,,1610612751,67,66,2022-10-30T00:51:43Z,3470000,,,0,,B. Hield shooting personal FOUL (2 PF) (Claxton 1 FT),"[1627741, 1629651]",1610612754.0,IND,shooting,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,,,,1146.0,2.0,0.0,Claxton,1629651.0,,,,,,
353,PT11M10.00S,2022-10-30T00:52:02.9Z,3,REGULAR,freethrow,1 of 1,[],1629651,,,1610612751,67,66,2022-10-30T00:52:05Z,3490000,,,0,,MISS N. Claxton Free Throw 1 of 1,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
354,PT11M06.00S,2022-10-30T00:52:06.9Z,3,REGULAR,rebound,defensive,[],1630188,,,1610612754,67,66,2022-10-30T00:52:05Z,3500000,,,0,,J. Smith REBOUND (Off:1 Def:4),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,353.0,5.0,4.0,1.0,,
355,PT10M59.00S,2022-10-30T00:52:12.2Z,3,REGULAR,3pt,Jump Shot,[],1630188,82.21090670170827,91.66666666666666,1610612754,67,66,2022-10-30T00:52:16Z,3510000,208.0,115.0,1,right,MISS J. Smith 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,,23.78,Missed,,,,,,,,,,,,,,,
