actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
87,PT04M03.00S,2023-02-08T00:46:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,85.3646517739816,59.068627450980394,1610612756,17,21,2023-02-08T00:47:04Z,830000,False,45.0,85.0,1,right,D. Ayton 9' Jump Shot (6 PTS) (D. Lee 1 AST),"[1629028, 1627814]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,9.64,Made,,,,,,6.0,,,,D. Lee,1627814.0,1.0,,,,,,
88,PT03M50.00S,2023-02-08T00:47:01.0Z,1,REGULAR,foul,personal,['2freethrow'],101108,,,1610612751,17,21,2023-02-08T00:47:09Z,840000,False,,,0,,C. Paul shooting personal FOUL (1 PF) (Claxton 2 FT),"[101108, 1629651]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202056.0,,,,,,,,1.0,0.0,Claxton,1629651.0,,
90,PT03M50.00S,2023-02-08T00:47:32.7Z,1,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,17,21,2023-02-08T00:47:32Z,860000,False,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
91,PT03M50.00S,2023-02-08T00:47:32.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,17,21,2023-02-08T00:47:32Z,870000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,
92,PT03M50.00S,2023-02-08T00:47:33.5Z,1,REGULAR,substitution,out,[],1626220,,,1610612751,17,21,2023-02-08T00:47:39Z,880000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M50.00S,2023-02-08T00:47:33.5Z,1,REGULAR,substitution,out,[],101108,,,1610612751,17,21,2023-02-08T00:47:39Z,890000,False,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M50.00S,2023-02-08T00:47:33.5Z,1,REGULAR,substitution,in,[],1630561,,,1610612751,17,21,2023-02-08T00:47:39Z,900000,False,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M50.00S,2023-02-08T00:47:33.5Z,1,REGULAR,substitution,in,[],1630240,,,1610612751,17,21,2023-02-08T00:47:39Z,910000,False,,,0,,SUB in: S. Lee,[1630240],1610612756.0,PHX,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M50.00S,2023-02-08T00:48:01.5Z,1,REGULAR,violation,lane,[],1628969,,,1610612751,17,21,2023-02-08T00:48:01Z,920000,False,,,0,,M. Bridges lane VIOLATION,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M50.00S,2023-02-08T00:48:16.9Z,1,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,18,21,2023-02-08T00:48:16Z,930000,False,,,0,,N. Claxton Free Throw 2 of 2 (5 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,,
98,PT03M42.00S,2023-02-08T00:48:30.2Z,1,REGULAR,foul,offensive,[],1630240,,,1610612756,18,21,2023-02-08T00:48:52Z,940000,False,,,0,,S. Lee offensive FOUL (1 PF),"[1630240, 1628410]",1610612756.0,PHX,,,,Lee,S. Lee,,,,,Mid-Range,16-24 Right Center,,,,,,,202035.0,,,,,,,,1.0,0.0,Sumner,1628410.0,,
100,PT03M42.00S,2023-02-08T00:48:30.2Z,1,REGULAR,turnover,offensive foul,[],1630240,,,1610612756,18,21,2023-02-08T00:48:30Z,960000,False,,,0,,S. Lee offensive foul TURNOVER (1 TO),[1630240],1610612756.0,PHX,,,,Lee,S. Lee,,,,,Mid-Range,16-24 Right Center,,,,,,,202035.0,,1.0,,,,,,,,,,,
101,PT03M42.00S,2023-02-08T00:48:42.6Z,1,REGULAR,substitution,out,[],1630560,,,1610612751,18,21,2023-02-08T00:48:44Z,970000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M42.00S,2023-02-08T00:48:42.6Z,1,REGULAR,substitution,in,[],203933,,,1610612751,18,21,2023-02-08T00:48:44Z,980000,False,,,0,,SUB in: T. Warren,[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M28.00S,2023-02-08T00:49:01.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629651,8.229303547963205,41.911764705882355,1610612751,18,21,2023-02-08T00:49:05Z,990000,False,40.0,25.0,1,left,MISS N. Claxton driving Layup,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,4.75,Missed,,,,,,,,,,,,,,,,,,
104,PT03M26.00S,2023-02-08T00:49:03.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,18,21,2023-02-08T00:49:05Z,1000000,False,,,0,,D. Ayton REBOUND (Off:1 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,103.0,4.0,3.0,1.0,,,,,,,,,,,,,,
105,PT03M21.00S,2023-02-08T00:49:11.2Z,1,REGULAR,foul,personal,['2freethrow'],201988,,,1610612756,18,21,2023-02-08T00:49:25Z,1010000,False,,,0,,P. Mills shooting personal FOUL (1 PF) (Craig 2 FT),"[201988, 1628470]",1610612751.0,BKN,shooting,,,Mills,P. Mills,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,,,,,,,,1.0,0.0,Craig,1628470.0,,
107,PT03M21.00S,2023-02-08T00:49:37.9Z,1,REGULAR,freethrow,1 of 2,[],1628470,,,1610612756,18,21,2023-02-08T00:49:59Z,1030000,False,,,0,,MISS T. Craig Free Throw 1 of 2,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
108,PT03M21.00S,2023-02-08T00:49:37.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,18,21,2023-02-08T00:49:59Z,1040000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,
109,PT03M21.00S,2023-02-08T00:49:38.6Z,1,REGULAR,substitution,out,[],1629028,,,1610612756,18,21,2023-02-08T00:49:41Z,1050000,False,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M21.00S,2023-02-08T00:49:38.6Z,1,REGULAR,substitution,in,[],1629111,,,1610612756,18,21,2023-02-08T00:49:41Z,1060000,False,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M21.00S,2023-02-08T00:49:37.9Z,1,REGULAR,freethrow,2 of 2,[],1628470,,,1610612756,18,21,2023-02-08T00:49:59Z,1070000,False,,,0,,MISS T. Craig Free Throw 2 of 2,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
112,PT03M19.00S,2023-02-08T00:49:39.9Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,18,21,2023-02-08T00:49:59Z,1080000,False,,,0,,N. Claxton REBOUND (Off:0 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,111.0,3.0,3.0,0.0,,,,,,,,,,,,,,
113,PT03M07.00S,2023-02-08T00:50:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628410,7.5722733245729295,57.84313725490197,1610612751,18,21,2023-02-08T00:50:16Z,1090000,False,-39.0,19.0,1,left,MISS E. Sumner driving Layup,[1628410],1610612751.0,BKN,driving,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),0-8 Center,4.34,Missed,,,,,,,,,,,,,,,,,,
114,PT03M04.00S,2023-02-08T00:50:14.4Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,18,21,2023-02-08T00:50:16Z,1100000,False,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT02M59.00S,2023-02-08T00:50:18.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629111,94.1688567674113,50.245098039215684,1610612756,18,23,2023-02-08T00:58:41Z,1110000,False,1.0,2.0,1,right,J. Landale cutting DUNK (2 PTS) (M. Bridges 2 AST),"[1629111, 1628969]",1610612756.0,PHX,cutting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,2.0,,,,M. Bridges,1628969.0,2.0,,,,,,
117,PT02M58.00S,2023-02-08T00:50:25.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,18,23,2023-02-08T00:50:25Z,1130000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M58.00S,2023-02-08T00:50:44.1Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,18,23,2023-02-08T00:53:10Z,1140000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M58.00S,2023-02-08T00:50:44.1Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,18,23,2023-02-08T00:53:10Z,1160000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M44.00S,2023-02-08T00:54:01.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630549,6.389618922470433,49.01960784313725,1610612751,18,23,2023-02-08T00:54:06Z,1180000,False,5.0,8.0,1,left,MISS D. Sharpe cutting DUNK,[1630549],1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.9,Missed,,,,,,,,,,,,,,,,,,
124,PT02M42.00S,2023-02-08T00:54:03.6Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612756,18,23,2023-02-08T00:54:06Z,1190000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,
125,PT02M35.00S,2023-02-08T00:54:10.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,90.09526938239159,41.911764705882355,1610612756,18,23,2023-02-08T00:54:31Z,1200000,False,-40.0,41.0,1,right,MISS M. Bridges driving floating bank Shot,[1628969],1610612756.0,PHX,driving floating bank,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,5.73,Missed,,,,,,,,,,,,,,,,,,
126,PT02M33.00S,2023-02-08T00:54:12.2Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,18,23,2023-02-08T00:54:31Z,1210000,False,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,In The Paint (Non-RA),0-8 Center,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,,
127,PT02M31.00S,2023-02-08T00:54:16.4Z,1,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612751,18,23,2023-02-08T00:54:25Z,1220000,False,,,0,,T. Craig shooting personal FOUL (1 PF) (Sumner 2 FT),"[1628470, 1628410]",1610612756.0,PHX,shooting,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,,,,,,,,1.0,0.0,Sumner,1628410.0,,
129,PT02M31.00S,2023-02-08T00:54:55.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1628410,,,1610612751,19,23,2023-02-08T00:54:55Z,1240000,False,,,0,,E. Sumner Free Throw 1 of 2 (3 PTS),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
130,PT02M31.00S,2023-02-08T00:54:55.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1628410,,,1610612751,20,23,2023-02-08T00:54:55Z,1250000,False,,,0,,E. Sumner Free Throw 2 of 2 (4 PTS),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,Made,,,,,,4.0,,,,,,,,,,,,
131,PT02M19.00S,2023-02-08T00:55:09.2Z,1,REGULAR,3pt,Jump Shot,[],1628470,74.32654402102497,12.990196078431374,1610612756,20,23,2023-02-08T00:55:13Z,1260000,False,-185.0,189.0,1,right,MISS T. Craig 26' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,26.43,Missed,,,,,,,,,,,,,,,,,,
132,PT02M15.00S,2023-02-08T00:55:13.2Z,1,REGULAR,rebound,defensive,[],203933,,,1610612751,20,23,2023-02-08T00:55:13Z,1270000,False,,,0,,T. Warren REBOUND (Off:0 Def:1),[203933],1610612751.0,BKN,,,,Warren,T. Warren,,,,,Above the Break 3,24+ Left Center,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,,
133,PT02M09.00S,2023-02-08T00:55:18.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201988,31.488173455978973,23.774509803921568,1610612751,20,23,2023-02-08T00:55:23Z,1280000,False,131.0,243.0,1,left,MISS P. Mills 27' running pullup 3PT,[201988],1610612751.0,BKN,running pullup,,,Mills,P. Mills,,,,,Above the Break 3,24+ Right Center,27.65,Missed,,,,,,,,,,,,,,,,,,
134,PT02M06.00S,2023-02-08T00:55:21.6Z,1,REGULAR,rebound,defensive,[],1630240,,,1610612756,20,23,2023-02-08T00:55:23Z,1290000,False,,,0,,S. Lee REBOUND (Off:0 Def:1),[1630240],1610612756.0,PHX,,,,Lee,S. Lee,,,,,Above the Break 3,24+ Right Center,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT01M58.00S,2023-02-08T00:55:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630240,94.69448094612353,55.88235294117647,1610612756,20,23,2023-02-08T00:55:35Z,1300000,False,29.0,-3.0,1,right,MISS S. Lee driving Layup,[1630240],1610612756.0,PHX,driving,,,Lee,S. Lee,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
136,PT01M56.00S,2023-02-08T00:55:31.9Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612756,20,23,2023-02-08T00:55:31Z,1310000,False,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,135.0,2.0,1.0,1.0,,,,,,,,,,,,,,
137,PT01M52.00S,2023-02-08T00:55:36.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630240,79.84559789750328,6.61764705882353,1610612756,20,23,2023-02-08T00:55:40Z,1320000,False,-217.0,137.0,1,right,MISS S. Lee 25' 3PT,[1630240],1610612756.0,PHX,,,,Lee,S. Lee,,,,,Above the Break 3,24+ Left Center,25.65,Missed,,,,,,,,,,,,,,,,,,
138,PT01M48.00S,2023-02-08T00:55:40.2Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,20,23,2023-02-08T00:55:40Z,1330000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,,
139,PT01M29.00S,2023-02-08T00:55:58.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630549,6.389618922470433,48.77450980392157,1610612751,22,23,2023-02-08T00:56:04Z,1340000,False,6.0,8.0,1,left,D. Sharpe cutting DUNK (2 PTS) (P. Mills 1 AST),"[1630549, 201988]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,,2.0,,,,P. Mills,201988.0,1.0,,,,,,
141,PT01M13.00S,2023-02-08T00:56:16.6Z,1,REGULAR,foul,personal,['2freethrow'],203933,,,1610612756,22,23,2023-02-08T00:56:27Z,1360000,False,,,0,,T. Warren shooting personal FOUL (1 PF) (Landale 2 FT),"[203933, 1629111]",1610612751.0,BKN,shooting,,,Warren,T. Warren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202035.0,,,,,,,,1.0,0.0,Landale,1629111.0,,
144,PT01M13.00S,2023-02-08T00:56:41.7Z,1,REGULAR,freethrow,1 of 2,[],1629111,,,1610612756,22,23,2023-02-08T00:56:41Z,1380000,False,,,0,,MISS J. Landale Free Throw 1 of 2,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
145,PT01M13.00S,2023-02-08T00:56:41.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,22,23,2023-02-08T00:56:41Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,
146,PT01M13.00S,2023-02-08T00:56:43.1Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,22,23,2023-02-08T00:56:48Z,1400000,False,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M13.00S,2023-02-08T00:56:43.1Z,1,REGULAR,substitution,in,[],1630688,,,1610612756,22,23,2023-02-08T00:56:48Z,1410000,False,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M13.00S,2023-02-08T00:56:59.8Z,1,REGULAR,freethrow,2 of 2,[],1629111,,,1610612756,22,24,2023-02-08T00:56:59Z,1420000,False,,,0,,J. Landale Free Throw 2 of 2 (3 PTS),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,Made,,,,,,3.0,,,,,,,,,,,,
149,PT00M59.90S,2023-02-08T00:57:14.4Z,1,REGULAR,3pt,Jump Shot,[],1628410,33.85348226018397,48.529411764705884,1610612751,25,24,2023-02-08T00:57:19Z,1430000,False,7.0,266.0,1,left,E. Sumner 26' 3PT  (7 PTS) (P. Mills 2 AST),"[1628410, 201988]",1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,Above the Break 3,24+ Center,26.58,Made,,,,,,7.0,,,,P. Mills,201988.0,2.0,,,,,,
151,PT00M45.40S,2023-02-08T00:57:33.2Z,1,REGULAR,turnover,bad pass,[],1630688,,,1610612756,25,24,2023-02-08T00:57:38Z,1450000,False,,,0,,I. Wainright bad pass TURNOVER (1 TO),"[1630688, 1628410]",1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,1.0,Sumner,1628410.0,,,,,,,,,
152,PT00M45.40S,2023-02-08T00:57:33.2Z,1,REGULAR,steal,,[],1628410,,,1610612751,25,24,2023-02-08T00:57:36Z,1460000,False,,,0,,E. Sumner STEAL (1 STL),[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
153,PT00M42.00S,2023-02-08T00:57:37.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628410,6.1268068331143235,56.127450980392155,1610612751,25,24,2023-02-08T00:57:45Z,1470000,False,-31.0,5.0,1,left,MISS E. Sumner running Layup - blocked,"[1628410, 1628470]",1610612751.0,BKN,running,,,Sumner,E. Sumner,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,Craig,1628470.0
154,PT00M42.00S,2023-02-08T00:57:37.4Z,1,REGULAR,block,,[],1628470,,,1610612751,25,24,2023-02-08T00:57:41Z,1480000,False,,,0,,T. Craig BLOCK (1 BLK),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
155,PT00M42.00S,2023-02-08T00:57:37.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,25,24,2023-02-08T00:57:45Z,1490000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,153.0,,,,,,,,,,,,,,,,,
158,PT00M36.80S,2023-02-08T00:58:18.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203933,8.360709592641262,53.18627450980392,1610612751,25,24,2023-02-08T00:58:21Z,1520000,False,-16.0,26.0,1,left,MISS T. Warren alley-oop Layup,[203933],1610612751.0,BKN,alley-oop,,,Warren,T. Warren,,,,,Restricted Area,0-8 Center,3.06,Missed,,,,,,,,,,,,,,,,,,
159,PT00M35.40S,2023-02-08T00:58:19.5Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,25,24,2023-02-08T00:58:19Z,1530000,False,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,158.0,2.0,2.0,0.0,,,,,,,,,,,,,,
161,PT00M19.80S,2023-02-08T00:58:36.8Z,1,REGULAR,turnover,out-of-bounds,[],1629111,,,1610612756,25,24,2023-02-08T00:59:00Z,1550000,False,,,0,,J. Landale lost ball out-of-bounds TURNOVER (1 TO),[1629111],1610612756.0,PHX,lost ball,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,1.0,,,,,,,,,,,
162,PT00M19.80S,2023-02-08T00:58:42.3Z,1,REGULAR,substitution,out,[],1630549,,,1610612751,25,24,2023-02-08T00:58:49Z,1560000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M19.80S,2023-02-08T00:58:42.3Z,1,REGULAR,substitution,in,[],1630560,,,1610612751,25,24,2023-02-08T00:58:49Z,1570000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M01.40S,2023-02-08T00:59:13.8Z,1,REGULAR,turnover,bad pass,[],1628410,,,1610612751,25,24,2023-02-08T00:59:19Z,1580000,False,,,0,,E. Sumner bad pass TURNOVER (1 TO),"[1628410, 1630688]",1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Wainright,1630688.0,,,,,,,,,
165,PT00M01.40S,2023-02-08T00:59:13.8Z,1,REGULAR,steal,,[],1630688,,,1610612756,25,24,2023-02-08T00:59:15Z,1590000,False,,,0,,I. Wainright STEAL (1 STL),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
166,PT00M00.30S,2023-02-08T00:59:17.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630688,36.61300919842313,18.872549019607842,1610612756,25,24,2023-02-08T01:05:43Z,1600000,False,-156.0,543.0,1,right,MISS I. Wainright 56' pullup 3PT,[1630688],1610612756.0,PHX,pullup,,,Wainright,I. Wainright,,,,,Above the Break 3,24+ Right Center,56.51,Missed,,,,,,,,,,,,,,,,,,
167,PT00M00.10S,2023-02-08T00:59:17.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,25,24,2023-02-08T00:59:38Z,1610000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,166.0,,,,,,,,,,,,,,,,,
168,PT00M00.00S,2023-02-08T00:59:24.1Z,1,REGULAR,period,end,[],0,,,1610612756,25,24,2023-02-08T00:59:24Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-02-08T01:01:46.8Z,2,REGULAR,substitution,out,['startperiod'],1628410,,,1610612756,25,24,2023-02-08T01:02:19Z,1630000,False,,,0,,SUB out: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2023-02-08T01:01:46.8Z,2,REGULAR,substitution,out,['startperiod'],1630561,,,1610612756,25,24,2023-02-08T01:02:19Z,1640000,False,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2023-02-08T01:01:46.8Z,2,REGULAR,substitution,out,['startperiod'],1628470,,,1610612756,25,24,2023-02-08T01:02:19Z,1650000,False,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2023-02-08T01:01:46.8Z,2,REGULAR,substitution,out,['startperiod'],1630240,,,1610612756,25,24,2023-02-08T01:02:19Z,1660000,False,,,0,,SUB out: S. Lee,[1630240],1610612756.0,PHX,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2023-02-08T01:01:46.8Z,2,REGULAR,substitution,in,['startperiod'],1627732,,,1610612756,25,24,2023-02-08T01:02:19Z,1670000,False,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2023-02-08T01:01:46.8Z,2,REGULAR,substitution,in,['startperiod'],1630549,,,1610612756,25,24,2023-02-08T01:02:19Z,1680000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2023-02-08T01:01:46.8Z,2,REGULAR,substitution,in,['startperiod'],1629661,,,1610612756,25,24,2023-02-08T01:02:19Z,1690000,False,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
