actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
89,PT05M07.00S,2023-11-07T01:23:54.0Z,1,REGULAR,substitution,in,[],1628426,,,1610612758,15,13,2023-11-07T01:29:25Z,890000,False,,,0,,SUB in: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M07.00S,2023-11-07T01:23:54.0Z,1,REGULAR,substitution,in,[],1641732,,,1610612758,15,13,2023-11-07T01:29:25Z,900000,False,,,0,,SUB in: C. Jones,[1641732],1610612758.0,SAC,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M07.00S,2023-11-07T01:23:54.0Z,1,REGULAR,substitution,in,[],1628370,,,1610612758,15,13,2023-11-07T01:29:25Z,910000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT04M43.00S,2023-11-07T01:24:28.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612758,15,13,2023-11-07T01:34:51Z,920000,False,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Center,2003.0,,,,,,,,,,,,,,,,,,,
93,PT04M21.00S,2023-11-07T01:25:03.3Z,1,REGULAR,foul,personal,['2freethrow'],1628370,,,1610612745,15,13,2023-11-07T01:25:14Z,930000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (Sengun 2 FT),"[1628370, 1630578]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,1627524.0,,1.0,0.0,Sengun,1630578.0,,,,,,,,,,,,,,
95,PT04M21.00S,2023-11-07T01:25:30.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630578,,,1610612745,15,13,2023-11-07T01:33:49Z,950000,False,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
96,PT04M21.00S,2023-11-07T01:25:30.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,15,13,2023-11-07T01:25:30Z,960000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,
97,PT04M21.00S,2023-11-07T01:25:51.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630578,,,1610612745,16,13,2023-11-07T01:33:49Z,970000,False,,,0,,A. Sengun Free Throw 2 of 2 (1 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
98,PT04M00.00S,2023-11-07T01:26:13.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,8.360709592641262,44.36274509803921,1610612758,16,15,2023-11-07T01:26:17Z,980000,False,28.0,26.0,1,left,D. Sabonis DUNK (2 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,3.84,Made,,,,,2.0,,,,,,,
99,PT03M48.00S,2023-11-07T01:26:25.0Z,1,REGULAR,3pt,Jump Shot,[],1630256,71.56701708278581,17.892156862745097,1610612745,19,15,2023-11-07T01:26:29Z,990000,False,-161.0,215.0,1,right,J. Tate 26' 3PT  (3 PTS) (A. Sengun 5 AST),"[1630256, 1630578]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Left Center,,,,,,,26.81,Made,,,,,3.0,A. Sengun,1630578.0,5.0,,,,
101,PT03M45.00S,2023-11-07T01:26:36.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,19,15,2023-11-07T01:26:36Z,1010000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M45.00S,2023-11-07T01:28:56.0Z,1,REGULAR,substitution,out,[],1630578,,,1610612758,19,15,2023-11-07T01:29:35Z,1020000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M45.00S,2023-11-07T01:28:56.0Z,1,REGULAR,substitution,in,[],1629111,,,1610612758,19,15,2023-11-07T01:29:35Z,1030000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M25.00S,2023-11-07T01:29:54.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,5.338370565045992,56.127450980392155,1610612758,19,17,2023-11-07T01:30:05Z,1040000,False,-31.0,-2.0,1,left,M. Monk driving Layup (2 PTS),[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,,3.07,Made,,,,,2.0,,,,,,,
107,PT03M03.00S,2023-11-07T01:30:16.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,89.56964520367937,48.77450980392157,1610612745,19,17,2023-11-07T01:30:24Z,1050000,False,-6.0,46.0,1,right,MISS F. VanVleet floating Shot,[1627832],1610612745.0,HOU,floating,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.59,Missed,,,,,,,,,,,,
108,PT03M02.00S,2023-11-07T01:30:17.5Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,19,17,2023-11-07T01:30:24Z,1060000,False,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,107.0,1.0,0.0,1.0,,,,,,,,
109,PT02M58.00S,2023-11-07T01:30:21.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,93.24901445466492,47.30392156862745,1610612745,21,17,2023-11-07T01:30:27Z,1070000,False,-13.0,11.0,1,right,J. Tate driving Layup (5 PTS),[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,,,,,,,1.74,Made,,,,,5.0,,,,,,,
110,PT02M42.00S,2023-11-07T01:30:37.1Z,1,REGULAR,3pt,Jump Shot,[],203084,29.77989487516426,24.264705882352942,1610612758,21,17,2023-11-07T01:30:42Z,1080000,False,129.0,227.0,1,left,MISS H. Barnes 26' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,26.13,Missed,,,,,,,,,,,,
111,PT02M41.00S,2023-11-07T01:30:38.1Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,21,17,2023-11-07T01:30:42Z,1090000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,
112,PT02M38.00S,2023-11-07T01:30:43.1Z,1,REGULAR,foul,personal,['2freethrow'],1641732,,,1610612745,21,17,2023-11-07T01:30:51Z,1100000,False,,,0,,C. Jones shooting personal FOUL (1 PF) (VanVleet 2 FT),"[1641732, 1627832]",1610612758.0,SAC,shooting,,,Jones,C. Jones,,,,,In The Paint (Non-RA),0-8 Center,203593.0,,1.0,0.0,VanVleet,1627832.0,,,,,,,,,,,,,,
114,PT02M38.00S,2023-11-07T01:31:16.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627832,,,1610612745,22,17,2023-11-07T01:31:16Z,1120000,False,,,0,,F. VanVleet Free Throw 1 of 2 (1 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,
115,PT02M38.00S,2023-11-07T01:31:17.7Z,1,REGULAR,substitution,out,[],1627734,,,1610612745,22,17,2023-11-07T01:31:27Z,1130000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M38.00S,2023-11-07T01:31:17.7Z,1,REGULAR,substitution,out,[],203084,,,1610612745,22,17,2023-11-07T01:31:27Z,1140000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M38.00S,2023-11-07T01:31:17.7Z,1,REGULAR,substitution,in,[],201580,,,1610612745,22,17,2023-11-07T01:31:27Z,1150000,False,,,0,,SUB in: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M38.00S,2023-11-07T01:31:17.7Z,1,REGULAR,substitution,in,[],1631099,,,1610612745,22,17,2023-11-07T01:31:27Z,1160000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M38.00S,2023-11-07T01:31:39.4Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627832,,,1610612745,23,17,2023-11-07T01:31:39Z,1170000,False,,,0,,F. VanVleet Free Throw 2 of 2 (2 PTS),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,Made,,,,,2.0,,,,,,,
120,PT02M21.00S,2023-11-07T01:31:56.3Z,1,REGULAR,3pt,Jump Shot,[],1628426,33.196452036793694,49.754901960784316,1610612758,23,17,2023-11-07T01:32:11Z,1180000,False,1.0,260.0,1,left,MISS A. Vezenkov 25' 3PT,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Above the Break 3,24+ Center,,,,,,,25.95,Missed,,,,,,,,,,,,
121,PT02M20.00S,2023-11-07T01:31:57.3Z,1,REGULAR,rebound,offensive,[],201580,,,1610612758,23,17,2023-11-07T01:32:11Z,1190000,False,,,0,,J. McGee REBOUND (Off:1 Def:0),[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,Above the Break 3,24+ Center,,,,,,,,,120.0,1.0,0.0,1.0,,,,,,,,
122,PT02M12.00S,2023-11-07T01:32:04.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628370,10.5946123521682,74.01960784313727,1610612758,23,17,2023-11-07T01:32:19Z,1200000,False,-120.0,47.0,1,left,MISS M. Monk 12' pullup Shot,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Mid-Range,8-16 Left,,,,,,,12.9,Missed,,,,,,,,,,,,
123,PT02M10.00S,2023-11-07T01:32:06.4Z,1,REGULAR,rebound,defensive,[],1628988,,,1610612745,23,17,2023-11-07T01:32:19Z,1210000,False,,,0,,A. Holiday REBOUND (Off:0 Def:2),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,,122.0,2.0,2.0,0.0,,,,,,,,
124,PT01M59.00S,2023-11-07T01:32:21.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201580,,,1610612745,23,17,2023-11-07T01:32:28Z,1220000,False,,,0,,J. McGee shooting personal FOUL (1 PF) (Brooks 2 FT),"[201580, 1628415]",1610612758.0,SAC,shooting,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,2003.0,,1.0,0.0,Brooks,1628415.0,,,,,,,,,,,,,,
126,PT01M59.00S,2023-11-07T01:32:42.7Z,1,REGULAR,freethrow,1 of 2,[],1628415,,,1610612745,24,17,2023-11-07T01:32:42Z,1240000,False,,,0,,D. Brooks Free Throw 1 of 2 (3 PTS),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,
127,PT01M59.00S,2023-11-07T01:32:43.7Z,1,REGULAR,substitution,out,[],1627832,,,1610612745,24,17,2023-11-07T01:32:57Z,1250000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M59.00S,2023-11-07T01:32:43.7Z,1,REGULAR,substitution,out,[],1641732,,,1610612745,24,17,2023-11-07T01:32:57Z,1260000,False,,,0,,SUB out: C. Jones,[1641732],1610612758.0,SAC,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M59.00S,2023-11-07T01:32:43.7Z,1,REGULAR,substitution,in,[],1630224,,,1610612745,24,17,2023-11-07T01:32:57Z,1270000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M59.00S,2023-11-07T01:32:43.7Z,1,REGULAR,substitution,in,[],1630259,,,1610612745,24,17,2023-11-07T01:32:57Z,1280000,False,,,0,,SUB in: J. Ford,[1630259],1610612758.0,SAC,,,,Ford,J. Ford,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M59.00S,2023-11-07T01:33:07.0Z,1,REGULAR,freethrow,2 of 2,[],1628415,,,1610612745,25,17,2023-11-07T01:33:07Z,1290000,False,,,0,,D. Brooks Free Throw 2 of 2 (4 PTS),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,
132,PT01M48.00S,2023-11-07T01:33:24.3Z,1,REGULAR,foul,offensive,['inpenalty'],201580,,,1610612758,25,17,2023-11-07T01:34:42Z,1300000,False,,,0,,J. McGee offensive FOUL (2 PF),"[201580, 1630224]",1610612758.0,SAC,,,,McGee,J. McGee,,,,,Above the Break 3,24+ Center,2003.0,,2.0,0.0,Green,1630224.0,,,,,,,,,,,,,,
134,PT01M48.00S,2023-11-07T01:33:24.3Z,1,REGULAR,turnover,offensive foul,[],201580,,,1610612758,25,17,2023-11-07T01:33:24Z,1320000,False,,,0,,J. McGee offensive foul TURNOVER (1 TO),[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,Above the Break 3,24+ Center,2003.0,1.0,,,,,,,,,,,,,,,,,,
135,PT01M48.00S,2023-11-07T01:33:39.6Z,1,REGULAR,substitution,out,[],1628415,,,1610612745,25,17,2023-11-07T01:33:43Z,1330000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M48.00S,2023-11-07T01:33:39.6Z,1,REGULAR,substitution,in,[],1631095,,,1610612745,25,17,2023-11-07T01:33:43Z,1340000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M37.00S,2023-11-07T01:33:56.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628426,,,1610612745,25,17,2023-11-07T01:34:06Z,1350000,False,,,0,,A. Vezenkov personal FOUL (1 PF) (Green 2 FT),"[1628426, 1630224]",1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Mid-Range,16-24 Center,2003.0,,1.0,0.0,Green,1630224.0,,,,,,,,,,,,,,
140,PT01M37.00S,2023-11-07T01:34:28.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630224,,,1610612745,26,17,2023-11-07T01:34:28Z,1370000,False,,,0,,J. Green Free Throw 1 of 2 (4 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,
141,PT01M37.00S,2023-11-07T01:34:47.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630224,,,1610612745,27,17,2023-11-07T01:34:47Z,1380000,False,,,0,,J. Green Free Throw 2 of 2 (5 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,
142,PT01M21.00S,2023-11-07T01:35:04.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,8.492115637319317,45.588235294117645,1610612758,27,17,2023-11-07T01:35:15Z,1390000,False,22.0,27.0,1,left,MISS M. Monk driving Layup,[1628370],1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,,3.51,Missed,,,,,,,,,,,,
143,PT01M20.00S,2023-11-07T01:35:05.0Z,1,REGULAR,rebound,offensive,[],201580,,,1610612758,27,17,2023-11-07T01:35:15Z,1400000,False,,,0,,J. McGee REBOUND (Off:2 Def:0),[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,,,,,,,,,142.0,2.0,0.0,2.0,,,,,,,,
144,PT01M19.00S,2023-11-07T01:35:09.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201580,5.590000152587891,50.0,1610612758,27,19,2023-11-07T01:35:23Z,1410000,False,0.0,0.0,1,left,J. McGee putback Layup (2 PTS),[201580],1610612758.0,SAC,putback,,,McGee,J. McGee,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Made,,,,,2.0,,,,,,,
145,PT01M06.00S,2023-11-07T01:35:22.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628370,,,1610612745,27,19,2023-11-07T01:35:28Z,1420000,False,,,0,,M. Monk personal FOUL (2 PF) (Green 2 FT),"[1628370, 1630224]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,2003.0,,2.0,0.0,Green,1630224.0,,,,,,,,,,,,,,
147,PT01M06.00S,2023-11-07T01:35:50.3Z,1,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,28,19,2023-11-07T01:35:50Z,1440000,False,,,0,,J. Green Free Throw 1 of 2 (6 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,Made,,,,,6.0,,,,,,,
148,PT01M06.00S,2023-11-07T01:36:06.5Z,1,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,29,19,2023-11-07T01:36:06Z,1450000,False,,,0,,J. Green Free Throw 2 of 2 (7 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,Made,,,,,7.0,,,,,,,
149,PT00M44.70S,2023-11-07T01:36:29.0Z,1,REGULAR,3pt,Jump Shot,[],1628370,34.510512483574246,53.67647058823529,1610612758,29,22,2023-11-07T01:36:34Z,1460000,False,-18.0,272.0,1,left,M. Monk 27' 3PT  (5 PTS) (J. Ford 1 AST),"[1628370, 1630259]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,,,,,27.25,Made,,,,,5.0,J. Ford,1630259.0,1.0,,,,
151,PT00M31.70S,2023-11-07T01:36:46.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,66.3107752956636,45.09803921568628,1610612745,32,22,2023-11-07T01:36:52Z,1480000,False,-25.0,264.0,1,right,J. Green 26' 3PT step back (10 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,26.53,Made,,,,,10.0,,,,,,,
152,PT00M13.70S,2023-11-07T01:37:06.8Z,1,REGULAR,3pt,Jump Shot,[],1628426,6.521024967148489,2.696078431372549,1610612758,32,22,2023-11-07T01:37:16Z,1490000,False,237.0,9.0,1,left,MISS A. Vezenkov 3PT,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Right Corner 3,24+ Right,,,,,,,23.67,Missed,,,,,,,,,,,,
153,PT00M11.80S,2023-11-07T01:37:08.7Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,32,22,2023-11-07T01:37:16Z,1500000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,
154,PT00M02.00S,2023-11-07T01:37:18.4Z,1,REGULAR,2pt,Jump Shot,[],1631095,80.6340341655716,81.12745098039215,1610612745,32,22,2023-11-07T01:37:28Z,1510000,False,156.0,130.0,1,right,MISS J. Smith Jr. 20' turnaround Shot,[1631095],1610612745.0,HOU,turnaround,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,20.24,Missed,,,,,,,,,,,,
155,PT00M02.00S,2023-11-07T01:37:18.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,32,22,2023-11-07T01:37:28Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,154.0,,,,,,,,,,,
156,PT00M00.00S,2023-11-07T01:39:36.3Z,1,REGULAR,period,end,[],0,,,1610612745,32,22,2023-11-07T01:39:36Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-11-07T01:39:40.7Z,2,REGULAR,substitution,out,['startperiod'],1628426,,,1610612745,32,22,2023-11-07T01:40:14Z,1540000,False,,,0,,SUB out: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-11-07T01:39:40.7Z,2,REGULAR,substitution,out,['startperiod'],1630259,,,1610612745,32,22,2023-11-07T01:40:14Z,1550000,False,,,0,,SUB out: J. Ford,[1630259],1610612758.0,SAC,,,,Ford,J. Ford,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-11-07T01:39:40.7Z,2,REGULAR,substitution,in,['startperiod'],1630537,,,1610612745,32,22,2023-11-07T01:40:14Z,1560000,False,,,0,,SUB in: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-11-07T01:39:40.7Z,2,REGULAR,substitution,in,['startperiod'],1628989,,,1610612745,32,22,2023-11-07T01:40:14Z,1570000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-11-07T01:40:17.5Z,2,REGULAR,period,start,[],0,,,1610612758,32,22,2023-11-07T01:40:17Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M45.00S,2023-11-07T01:40:31.6Z,2,REGULAR,turnover,lost ball,[],1628370,,,1610612758,32,22,2023-11-07T01:40:35Z,1590000,False,,,0,,M. Monk lost ball TURNOVER (1 TO),"[1628370, 1630256]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,16-24 Left,,1.0,,,,,,,,,,,,,,,,,Tate,1630256.0
163,PT11M45.00S,2023-11-07T01:40:31.6Z,2,REGULAR,steal,,[],1630256,,,1610612745,32,22,2023-11-07T01:40:33Z,1600000,False,,,0,,J. Tate STEAL (2 STL),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
164,PT11M36.00S,2023-11-07T01:40:41.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630224,76.2976346911958,60.5392156862745,1610612745,32,22,2023-11-07T01:40:47Z,1610000,False,53.0,170.0,1,right,MISS J. Green 17' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,,,17.83,Missed,,,,,,,,,,,,
165,PT11M35.00S,2023-11-07T01:40:42.0Z,2,REGULAR,rebound,defensive,[],1630537,,,1610612758,32,22,2023-11-07T01:40:47Z,1620000,False,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,Mid-Range,16-24 Center,,,,,,,,,164.0,1.0,1.0,0.0,,,,,,,,
166,PT11M16.00S,2023-11-07T01:41:00.0Z,2,REGULAR,3pt,Jump Shot,[],1628989,23.866622864651774,89.4607843137255,1610612758,32,25,2023-11-07T01:41:06Z,1630000,False,-197.0,172.0,1,left,K. Huerter 26' 3PT step back (11 PTS),[1628989],1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,,,,,26.16,Made,,,,,11.0,,,,,,,
167,PT10M57.00S,2023-11-07T01:41:21.1Z,2,REGULAR,foul,personal,[],1628370,,,1610612745,32,25,2023-11-07T01:41:30Z,1640000,False,,,0,,M. Monk personal FOUL (3 PF),"[1628370, 1630256]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,16-24 Center,2003.0,,3.0,0.0,Tate,1630256.0,,,,,,,,,,,,,,
169,PT10M57.00S,2023-11-07T01:41:34.5Z,2,REGULAR,substitution,out,[],1628370,,,1610612745,32,25,2023-11-07T01:41:40Z,1660000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M57.00S,2023-11-07T01:41:34.5Z,2,REGULAR,substitution,in,[],1630558,,,1610612745,32,25,2023-11-07T01:41:40Z,1670000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M42.00S,2023-11-07T01:42:02.8Z,2,REGULAR,3pt,Jump Shot,[],1630224,87.46714848883047,96.07843137254902,1610612745,35,25,2023-11-07T01:42:09Z,1680000,False,230.0,65.0,1,right,J. Green 3PT  (13 PTS) (J. Tate 1 AST),"[1630224, 1630256]",1610612745.0,HOU,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,23.95,Made,,,,,13.0,J. Tate,1630256.0,1.0,,,,
173,PT10M27.00S,2023-11-07T01:42:18.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630537,17.69053876478318,54.41176470588235,1610612758,35,25,2023-11-07T01:42:26Z,1700000,False,-22.0,114.0,1,left,MISS C. Duarte 11' fadeaway Shot,[1630537],1610612758.0,SAC,fadeaway,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,11.59,Missed,,,,,,,,,,,,
174,PT10M26.00S,2023-11-07T01:42:19.3Z,2,REGULAR,rebound,offensive,[],201580,,,1610612758,35,25,2023-11-07T01:42:26Z,1710000,False,,,0,,J. McGee REBOUND (Off:3 Def:0),[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,173.0,3.0,0.0,3.0,,,,,,,,
175,PT10M12.00S,2023-11-07T01:42:33.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630558,7.046649145860711,43.627450980392155,1610612758,35,25,2023-11-07T01:42:42Z,1720000,False,32.0,14.0,1,left,MISS D. Mitchell floating Shot,[1630558],1610612758.0,SAC,floating,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,,,,,3.47,Missed,,,,,,,,,,,,
