actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
88,PT04M46.00S,2024-02-26T00:26:17.2Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,21,20,2024-02-26T00:26:23Z,870000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,,
89,PT04M33.00S,2024-02-26T00:26:29.9Z,1,REGULAR,turnover,lost ball,[],1631096,,,1610612760,21,20,2024-02-26T00:26:34Z,880000,False,,,0,,C. Holmgren lost ball TURNOVER (1 TO),"[1631096, 1630578]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,1.0,Sengun,1630578.0
90,PT04M33.00S,2024-02-26T00:26:29.9Z,1,REGULAR,steal,,[],1630578,,,1610612745,21,20,2024-02-26T00:26:32Z,890000,False,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
91,PT04M29.00S,2024-02-26T00:26:34.5Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627832,75.24638633377135,13.970588235294118,1610612745,24,20,2024-02-26T01:03:38Z,900000,False,-180.0,180.0,1,right,F. VanVleet 25' 3PT running pullup (6 PTS) (J. Smith Jr. 2 AST),"[1627832, 1631095]",1610612745.0,HOU,running pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,25.48,Made,,,,,,,,6.0,J. Smith Jr.,1631095.0,2.0,,,,,,,
92,PT04M28.00S,2024-02-26T00:26:42.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,24,20,2024-02-26T00:26:42Z,910000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M28.00S,2024-02-26T00:29:12.2Z,1,REGULAR,substitution,out,[],1631095,,,1610612760,24,20,2024-02-26T00:29:33Z,920000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M28.00S,2024-02-26T00:29:12.2Z,1,REGULAR,substitution,out,[],1631096,,,1610612760,24,20,2024-02-26T00:29:33Z,930000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M28.00S,2024-02-26T00:29:12.2Z,1,REGULAR,substitution,out,[],1631114,,,1610612760,24,20,2024-02-26T00:29:33Z,940000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M28.00S,2024-02-26T00:29:12.2Z,1,REGULAR,substitution,in,[],1641708,,,1610612760,24,20,2024-02-26T00:29:33Z,950000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M28.00S,2024-02-26T00:29:12.2Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,24,20,2024-02-26T00:29:33Z,960000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M28.00S,2024-02-26T00:29:12.2Z,1,REGULAR,substitution,in,[],1630598,,,1610612760,24,20,2024-02-26T00:29:33Z,970000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M13.00S,2024-02-26T00:29:49.3Z,1,REGULAR,2pt,Jump Shot,[],1628983,18.347568988173457,67.64705882352942,1610612760,24,22,2024-02-26T00:29:53Z,980000,False,-88.0,120.0,1,left,S. Gilgeous-Alexander 14' pullup Jump Shot (4 PTS) (J. Williams 1 AST),"[1628983, 1631119]",1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,14.89,Made,,,,,,,,4.0,J. Williams,1631119.0,1.0,,,,,,,
101,PT03M55.00S,2024-02-26T00:30:06.7Z,1,REGULAR,2pt,Jump Shot,[],1630224,80.50262812089356,72.05882352941177,1610612745,24,22,2024-02-26T00:30:14Z,990000,False,110.0,131.0,1,right,MISS J. Green 17' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,17.11,Missed,,,,,,,,,,,,,,,,,,
102,PT03M55.00S,2024-02-26T00:30:06.7Z,1,REGULAR,rebound,offensive,[],1630578,,,1610612745,24,22,2024-02-26T00:30:14Z,1000000,False,,,0,,A. Sengun REBOUND (Off:1 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,,,101.0,2.0,1.0,1.0,,,,,,,,,,,,,,
103,PT03M51.00S,2024-02-26T00:30:11.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,80.1084099868594,5.637254901960785,1610612745,24,22,2024-02-26T01:09:22Z,1010000,False,-222.0,134.0,1,right,MISS F. VanVleet 25' step back 3PT,[1627832],1610612745.0,HOU,step back,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,25.94,Missed,,,,,,,,,,,,,,,,,,
104,PT03M50.00S,2024-02-26T00:30:12.2Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,24,22,2024-02-26T00:30:19Z,1020000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,103.0,2.0,2.0,0.0,,,,,,,,,,,,,,
105,PT03M41.00S,2024-02-26T00:30:21.8Z,1,REGULAR,3pt,Jump Shot,[],1628983,33.327858081471746,46.07843137254902,1610612760,24,25,2024-02-26T00:30:27Z,1030000,False,20.0,261.0,1,left,S. Gilgeous-Alexander 26' 3PT step back (7 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,26.15,Made,,,,,,,,7.0,,,,,,,,,,
106,PT03M28.00S,2024-02-26T00:30:33.5Z,1,REGULAR,turnover,lost ball,[],1628415,,,1610612745,24,25,2024-02-26T00:30:37Z,1040000,False,,,0,,D. Brooks lost ball TURNOVER (1 TO),"[1628415, 1628983]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0
107,PT03M28.00S,2024-02-26T00:30:33.5Z,1,REGULAR,steal,,[],1628983,,,1610612760,24,25,2024-02-26T00:30:35Z,1050000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
108,PT03M22.00S,2024-02-26T00:30:40.5Z,1,REGULAR,turnover,bad pass,[],1628983,,,1610612760,24,25,2024-02-26T00:30:44Z,1060000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (2 TO),"[1628983, 1641708]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Thompson,1641708.0
109,PT03M22.00S,2024-02-26T00:30:40.5Z,1,REGULAR,steal,,[],1641708,,,1610612745,24,25,2024-02-26T00:34:25Z,1070000,False,,,0,,A. Thompson STEAL (1 STL),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
110,PT03M12.00S,2024-02-26T00:30:50.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630224,92.06636005256242,50.245098039215684,1610612745,26,25,2024-02-26T00:30:57Z,1080000,False,1.0,22.0,1,right,J. Green driving finger roll Layup (2 PTS),[1630224],1610612745.0,HOU,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,,2.0,,,,,,,,,,
111,PT02M57.00S,2024-02-26T00:31:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.601182654402102,52.450980392156865,1610612760,26,25,2024-02-26T00:31:11Z,1090000,False,-12.0,0.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.23,Missed,,,,,,,,,,,,,,,,,,
112,PT02M56.00S,2024-02-26T00:31:06.0Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,26,25,2024-02-26T00:31:11Z,1100000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,111.0,3.0,3.0,0.0,,,,,,,,,,,,,,
113,PT02M50.00S,2024-02-26T00:31:12.6Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612745,26,25,2024-02-26T00:31:16Z,1110000,False,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 1630198]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Joe,1630198.0
114,PT02M50.00S,2024-02-26T00:31:12.6Z,1,REGULAR,steal,,[],1630198,,,1610612760,26,25,2024-02-26T00:51:52Z,1120000,False,,,0,,I. Joe STEAL (1 STL),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
115,PT02M41.00S,2024-02-26T00:31:23.7Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612760,26,25,2024-02-26T00:31:31Z,1130000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1628415, 1628983]",1610612745.0,HOU,shooting,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202056.0,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,
117,PT02M41.00S,2024-02-26T00:31:56.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628983,,,1610612760,26,26,2024-02-26T00:31:56Z,1150000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (8 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
118,PT02M41.00S,2024-02-26T00:31:57.4Z,1,REGULAR,substitution,out,[],1630224,,,1610612760,26,26,2024-02-26T00:32:13Z,1160000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M41.00S,2024-02-26T00:31:57.4Z,1,REGULAR,substitution,out,[],1628415,,,1610612760,26,26,2024-02-26T00:32:13Z,1170000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M41.00S,2024-02-26T00:31:57.4Z,1,REGULAR,substitution,out,[],1630578,,,1610612760,26,26,2024-02-26T00:32:13Z,1180000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M41.00S,2024-02-26T00:31:57.4Z,1,REGULAR,substitution,in,[],1631095,,,1610612760,26,26,2024-02-26T00:32:13Z,1190000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M41.00S,2024-02-26T00:31:57.4Z,1,REGULAR,substitution,in,[],1641715,,,1610612760,26,26,2024-02-26T00:32:13Z,1200000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M41.00S,2024-02-26T00:31:57.4Z,1,REGULAR,substitution,in,[],201145,,,1610612760,26,26,2024-02-26T00:32:13Z,1210000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M41.00S,2024-02-26T00:32:22.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628983,,,1610612760,26,27,2024-02-26T00:32:22Z,1220000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (9 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
125,PT02M30.00S,2024-02-26T00:32:35.9Z,1,REGULAR,3pt,Jump Shot,[],1641715,81.94809461235218,92.40196078431373,1610612745,29,27,2024-02-26T00:32:40Z,1230000,False,212.0,117.0,1,right,C. Whitmore 24' 3PT  (3 PTS) (F. VanVleet 2 AST),"[1641715, 1627832]",1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,24.22,Made,,,,,,,,3.0,F. VanVleet,1627832.0,2.0,,,,,,,
127,PT02M17.00S,2024-02-26T00:32:48.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628983,9.674770039421814,49.754901960784316,1610612760,29,27,2024-02-26T00:32:55Z,1250000,False,1.0,38.0,1,left,MISS S. Gilgeous-Alexander driving DUNK - blocked,"[1628983, 1641708]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.84,Missed,,,,,,Thompson,1641708.0,,,,,,,,,,,
128,PT02M17.00S,2024-02-26T00:32:48.7Z,1,REGULAR,block,,[],1641708,,,1610612760,29,27,2024-02-26T00:32:51Z,1260000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
129,PT02M16.00S,2024-02-26T00:32:49.7Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,29,27,2024-02-26T00:32:55Z,1270000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,
130,PT02M12.00S,2024-02-26T00:32:54.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641715,93.51182654402102,47.30392156862745,1610612745,31,27,2024-02-26T00:33:04Z,1280000,False,-13.0,8.0,1,right,C. Whitmore running DUNK (5 PTS) (A. Thompson 1 AST),"[1641715, 1641708]",1610612745.0,HOU,running,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,,,,5.0,A. Thompson,1641708.0,1.0,,,,,,,
132,PT01M56.00S,2024-02-26T00:33:09.5Z,1,REGULAR,3pt,Jump Shot,[],1631119,9.280551905387648,96.32352941176471,1610612760,31,27,2024-02-26T00:33:15Z,1300000,False,-232.0,35.0,1,left,MISS J. Williams 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
133,PT01M56.00S,2024-02-26T00:33:09.5Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,31,27,2024-02-26T00:33:15Z,1310000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Left Corner 3,24+ Left,,,132.0,2.0,1.0,1.0,,,,,,,,,,,,,,
134,PT01M47.00S,2024-02-26T00:33:19.3Z,1,REGULAR,3pt,Jump Shot,[],1627832,77.4802890932983,91.91176470588235,1610612745,31,27,2024-02-26T00:33:25Z,1320000,False,210.0,159.0,1,right,MISS F. VanVleet 26' 3PT,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,26.32,Missed,,,,,,,,,,,,,,,,,,
135,PT01M45.00S,2024-02-26T00:33:21.3Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,31,27,2024-02-26T00:33:25Z,1330000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,134.0,3.0,3.0,0.0,,,,,,,,,,,,,,
136,PT01M33.00S,2024-02-26T00:33:32.7Z,1,REGULAR,2pt,Jump Shot,[],1628983,23.078186596583443,49.01960784313725,1610612760,31,27,2024-02-26T00:33:39Z,1340000,False,5.0,164.0,1,left,MISS S. Gilgeous-Alexander 16' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Center,16.45,Missed,,,,,,,,,,,,,,,,,,
137,PT01M32.00S,2024-02-26T00:33:33.7Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,31,27,2024-02-26T00:33:39Z,1350000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Center,,,136.0,2.0,2.0,0.0,,,,,,,,,,,,,,
138,PT01M12.00S,2024-02-26T00:33:54.3Z,1,REGULAR,3pt,Jump Shot,[],1641708,93.38042049934296,3.9215686274509802,1610612745,31,27,2024-02-26T00:34:01Z,1360000,False,-230.0,10.0,1,right,MISS A. Thompson 3PT,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,23.06,Missed,,,,,,,,,,,,,,,,,,
139,PT01M11.00S,2024-02-26T00:33:55.3Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,31,27,2024-02-26T00:34:01Z,1370000,False,,,0,,J. Williams REBOUND (Off:0 Def:4),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,138.0,4.0,4.0,0.0,,,,,,,,,,,,,,
140,PT01M00.00S,2024-02-26T00:34:08.9Z,1,REGULAR,foul,personal,['2freethrow'],1641715,,,1610612760,31,27,2024-02-26T00:34:17Z,1380000,False,,,0,,C. Whitmore shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1641715, 1628983]",1610612745.0,HOU,shooting,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,,,
142,PT01M00.00S,2024-02-26T00:34:38.3Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,31,28,2024-02-26T00:34:38Z,1400000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (10 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
143,PT01M00.00S,2024-02-26T00:34:39.0Z,1,REGULAR,substitution,out,[],1627832,,,1610612760,31,28,2024-02-26T00:34:50Z,1410000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M00.00S,2024-02-26T00:34:39.0Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,31,28,2024-02-26T00:34:50Z,1420000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M00.00S,2024-02-26T00:34:39.0Z,1,REGULAR,substitution,in,[],1628988,,,1610612760,31,28,2024-02-26T00:34:50Z,1430000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M00.00S,2024-02-26T00:34:39.0Z,1,REGULAR,substitution,in,[],1641717,,,1610612760,31,28,2024-02-26T00:34:50Z,1440000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M00.00S,2024-02-26T00:34:55.3Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,31,29,2024-02-26T00:34:55Z,1450000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (11 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
148,PT00M47.40S,2024-02-26T00:35:11.7Z,1,REGULAR,3pt,Jump Shot,[],1631095,67.88764783180025,63.725490196078425,1610612745,34,29,2024-02-26T00:35:21Z,1460000,False,69.0,249.0,1,right,J. Smith Jr. 25' 3PT  (12 PTS) (A. Holiday 1 AST),"[1631095, 1628988]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Center,25.87,Made,,,,,,,,12.0,A. Holiday,1628988.0,1.0,,,,,,,
150,PT00M28.70S,2024-02-26T00:35:34.6Z,1,REGULAR,3pt,Jump Shot,[],1630198,6.915243101182654,95.34313725490196,1610612760,34,29,2024-02-26T00:35:44Z,1480000,False,-227.0,13.0,1,left,MISS I. Joe 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,22.7,Missed,,,,,,,,,,,,,,,,,,
151,PT00M27.20S,2024-02-26T00:35:36.1Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,34,29,2024-02-26T00:35:44Z,1490000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Left Corner 3,24+ Left,,,150.0,4.0,3.0,1.0,,,,,,,,,,,,,,
152,PT00M10.70S,2024-02-26T00:35:52.7Z,1,REGULAR,3pt,Jump Shot,[],1641715,92.72339027595268,4.411764705882353,1610612745,34,29,2024-02-26T00:36:04Z,1500000,False,-228.0,16.0,1,right,MISS C. Whitmore 3PT,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Left Corner 3,24+ Left,22.85,Missed,,,,,,,,,,,,,,,,,,
153,PT00M09.20S,2024-02-26T00:35:54.2Z,1,REGULAR,rebound,defensive,[],1630198,,,1610612760,34,29,2024-02-26T00:36:04Z,1510000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,,,152.0,1.0,1.0,0.0,,,,,,,,,,,,,,
155,PT00M07.20S,2024-02-26T00:36:04.5Z,1,REGULAR,substitution,out,[],1631119,,,1610612760,34,29,2024-02-26T00:36:08Z,1530000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M07.20S,2024-02-26T00:36:04.5Z,1,REGULAR,substitution,in,[],1631114,,,1610612760,34,29,2024-02-26T00:36:08Z,1540000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M00.00S,2024-02-26T00:36:25.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,8.360709592641262,52.20588235294118,1610612760,34,31,2024-02-26T01:09:38Z,1550000,False,-11.0,26.0,1,left,J. Williams driving finger roll Layup (4 PTS),[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,,,,4.0,,,,,,,,,,
159,PT00M00.00S,2024-02-26T00:37:04.2Z,1,REGULAR,period,end,[],0,,,1610612745,34,31,2024-02-26T00:37:04Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-02-26T00:38:42.3Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612745,34,31,2024-02-26T00:39:01Z,1580000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-02-26T00:38:42.3Z,2,REGULAR,substitution,out,['startperiod'],1630198,,,1610612745,34,31,2024-02-26T00:39:01Z,1590000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-02-26T00:38:42.3Z,2,REGULAR,substitution,out,['startperiod'],1630598,,,1610612745,34,31,2024-02-26T00:39:01Z,1600000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-02-26T00:38:42.3Z,2,REGULAR,substitution,in,['startperiod'],1629026,,,1610612745,34,31,2024-02-26T00:39:01Z,1610000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-02-26T00:38:42.3Z,2,REGULAR,substitution,in,['startperiod'],202330,,,1610612745,34,31,2024-02-26T00:39:01Z,1620000,False,,,0,,SUB in: G. Hayward,[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-02-26T00:38:42.3Z,2,REGULAR,substitution,in,['startperiod'],1630581,,,1610612745,34,31,2024-02-26T00:39:01Z,1630000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-02-26T00:39:09.2Z,2,REGULAR,period,start,[],0,,,1610612745,34,31,2024-02-26T00:39:09Z,1640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M46.00S,2024-02-26T00:39:22.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,82.9993429697766,37.99019607843137,1610612745,36,31,2024-02-26T00:39:30Z,1650000,False,-60.0,107.0,1,right,A. Holiday 12' driving floating Jump Shot (2 PTS) (J. Green 1 AST),"[1628988, 201145]",1610612745.0,HOU,driving floating,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,12.29,Made,,,,,,,,2.0,J. Green,201145.0,1.0,,,,,,,
