actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
253,PT05M57.00S,2024-02-26T00:52:42.0Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1641715,,,1610612745,53,40,2024-02-26T00:52:42Z,2480000,False,,,0,,C. Whitmore Free Throw 2 of 2 (11 PTS),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
254,PT05M41.00S,2024-02-26T00:53:00.2Z,2,REGULAR,3pt,Jump Shot,[],1631096,5.995400788436268,95.34313725490196,1610612760,53,40,2024-02-26T00:53:07Z,2490000,False,-227.0,4.0,1,left,MISS C. Holmgren 3PT,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
255,PT05M40.00S,2024-02-26T00:53:01.2Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,53,40,2024-02-26T00:53:07Z,2500000,False,,,0,,A. Sengun REBOUND (Off:1 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Left Corner 3,24+ Left,,,254.0,3.0,2.0,1.0,,,,,,,,,,,,,,
256,PT05M29.00S,2024-02-26T00:53:12.5Z,2,REGULAR,2pt,Jump Shot,[],1627832,85.49605781865965,32.84313725490196,1610612745,53,40,2024-02-26T00:53:21Z,2510000,False,-86.0,84.0,1,right,MISS F. VanVleet 11' driving floating Shot,[1627832],1610612745.0,HOU,driving floating,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Left,11.99,Missed,,,,,,,,,,,,,,,,,,
257,PT05M27.00S,2024-02-26T00:53:14.5Z,2,REGULAR,rebound,defensive,[],1641717,,,1610612760,53,40,2024-02-26T00:53:21Z,2520000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Left,,,256.0,1.0,1.0,0.0,,,,,,,,,,,,,,
258,PT05M23.00S,2024-02-26T00:53:20.1Z,2,REGULAR,foul,personal,[],1630578,,,1610612760,53,40,2024-02-26T00:53:30Z,2530000,False,,,0,,A. Sengun personal FOUL (3 PF),"[1630578, 202330]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,,,,,1628953.0,,,,,,,3.0,0.0,Hayward,202330.0,,,
260,PT05M23.00S,2024-02-26T00:53:29.0Z,2,REGULAR,substitution,out,[],1641715,,,1610612760,53,40,2024-02-26T00:53:37Z,2550000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M23.00S,2024-02-26T00:53:29.0Z,2,REGULAR,substitution,in,[],1631095,,,1610612760,53,40,2024-02-26T00:53:37Z,2560000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M11.00S,2024-02-26T00:53:56.8Z,2,REGULAR,2pt,Jump Shot,[],1628983,21.76412614980289,27.205882352941174,1610612760,53,40,2024-02-26T00:54:16Z,2570000,False,114.0,152.0,1,left,MISS S. Gilgeous-Alexander 19' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,19.01,Missed,,,,,,,,,,,,,,,,,,
263,PT05M11.00S,2024-02-26T00:53:56.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,53,40,2024-02-26T00:54:16Z,2580000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Mid-Range,16-24 Right Center,,,262.0,,,,,,,,,,,,,,,,,
264,PT05M11.00S,2024-02-26T00:54:04.5Z,2,REGULAR,foul,personal,[],1628415,,,1610612760,53,40,2024-02-26T00:54:19Z,2590000,False,,,0,,D. Brooks loose ball personal FOUL (2 PF),"[1628415, 1631096]",1610612745.0,HOU,loose ball,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,,,,,,,2.0,0.0,Holmgren,1631096.0,,,
266,PT05M11.00S,2024-02-26T00:54:19.1Z,2,REGULAR,substitution,out,[],1630578,,,1610612760,53,40,2024-02-26T00:54:27Z,2610000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M11.00S,2024-02-26T00:54:19.1Z,2,REGULAR,substitution,out,[],1641717,,,1610612760,53,40,2024-02-26T00:54:27Z,2620000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M11.00S,2024-02-26T00:54:19.1Z,2,REGULAR,substitution,out,[],202330,,,1610612760,53,40,2024-02-26T00:54:27Z,2630000,False,,,0,,SUB out: G. Hayward,[202330],1610612760.0,OKC,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M11.00S,2024-02-26T00:54:19.1Z,2,REGULAR,substitution,in,[],1641708,,,1610612760,53,40,2024-02-26T00:54:27Z,2640000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M11.00S,2024-02-26T00:54:19.1Z,2,REGULAR,substitution,in,[],1630598,,,1610612760,53,40,2024-02-26T00:54:27Z,2650000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M11.00S,2024-02-26T00:54:19.1Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,53,40,2024-02-26T00:54:27Z,2660000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M04.00S,2024-02-26T00:54:51.4Z,2,REGULAR,turnover,bad pass,[],1628983,,,1610612760,53,40,2024-02-26T00:55:00Z,2670000,False,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (3 TO),"[1628983, 1631095]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,3.0,Smith Jr.,1631095.0
273,PT05M04.00S,2024-02-26T00:54:51.4Z,2,REGULAR,steal,,[],1631095,,,1610612745,53,40,2024-02-26T00:54:53Z,2680000,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
274,PT05M00.00S,2024-02-26T00:54:57.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641708,92.85479632063075,47.549019607843135,1610612745,55,40,2024-02-26T00:55:37Z,2690000,False,-12.0,15.0,1,right,A. Thompson running Layup (5 PTS),[1641708],1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.92,Made,,,,,,,,5.0,,,,,,,,,,
275,PT05M00.00S,2024-02-26T00:55:02.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630198,,,1610612745,55,40,2024-02-26T00:55:21Z,2700000,False,,,0,,I. Joe shooting personal FOUL (1 PF) (Thompson 1 FT),"[1630198, 1641708]",1610612760.0,OKC,shooting,,,Joe,I. Joe,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,,,,,,,1.0,0.0,Thompson,1641708.0,,,
277,PT05M00.00S,2024-02-26T00:55:25.5Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1641708,,,1610612745,56,40,2024-02-26T00:55:25Z,2720000,False,,,0,,A. Thompson Free Throw 1 of 1 (6 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
278,PT04M43.00S,2024-02-26T00:55:43.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,9.411957950065702,49.01960784313725,1610612760,56,42,2024-02-26T00:55:49Z,2730000,False,5.0,36.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (13 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.63,Made,,,,,,,,13.0,,,,,,,,,,
279,PT04M27.00S,2024-02-26T00:55:59.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,84.05059132720105,38.23529411764706,1610612745,56,42,2024-02-26T00:56:08Z,2740000,False,-59.0,97.0,1,right,MISS A. Thompson 11' turnaround fadeaway Shot,[1641708],1610612745.0,HOU,turnaround fadeaway,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,11.38,Missed,,,,,,,,,,,,,,,,,,
280,PT04M26.00S,2024-02-26T00:56:00.7Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612760,56,42,2024-02-26T00:56:08Z,2750000,False,,,0,,I. Joe REBOUND (Off:0 Def:2),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Center,,,279.0,2.0,2.0,0.0,,,,,,,,,,,,,,
281,PT04M17.00S,2024-02-26T00:56:10.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.046649145860711,53.431372549019606,1610612760,56,44,2024-02-26T00:56:17Z,2760000,False,-17.0,14.0,1,left,S. Gilgeous-Alexander driving Layup (15 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,,,,15.0,,,,,,,,,,
282,PT03M55.00S,2024-02-26T00:56:31.6Z,2,REGULAR,3pt,Jump Shot,[],1630224,67.7562417871222,36.51960784313725,1610612745,56,44,2024-02-26T00:56:40Z,2770000,False,-67.0,251.0,1,right,MISS J. Green 25' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Center,25.95,Missed,,,,,,,,,,,,,,,,,,
283,PT03M54.00S,2024-02-26T00:56:32.6Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,56,44,2024-02-26T00:56:40Z,2780000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Center,,,282.0,1.0,1.0,0.0,,,,,,,,,,,,,,
284,PT03M50.00S,2024-02-26T00:56:37.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630598,6.652431011826544,45.83333333333333,1610612760,56,44,2024-02-26T00:56:46Z,2790000,False,21.0,10.0,1,left,MISS A. Wiggins running Layup,[1630598],1610612760.0,OKC,running,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,,
285,PT03M49.00S,2024-02-26T00:56:38.2Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,56,44,2024-02-26T00:57:04Z,2800000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:6),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,284.0,8.0,6.0,2.0,,,,,,,,,,,,,,
286,PT03M40.00S,2024-02-26T00:57:18.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,56,44,2024-02-26T00:59:08Z,2802500,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M40.00S,2024-02-26T00:59:37.7Z,2,REGULAR,substitution,out,[],1630198,,,1610612745,56,44,2024-02-26T00:59:54Z,2830000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M40.00S,2024-02-26T00:59:37.7Z,2,REGULAR,substitution,in,[],1631114,,,1610612745,56,44,2024-02-26T00:59:54Z,2840000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M32.00S,2024-02-26T01:00:31.1Z,2,REGULAR,3pt,Jump Shot,[],1628415,74.06373193166885,13.480392156862745,1610612745,59,44,2024-02-26T01:00:36Z,2850000,False,-183.0,191.0,1,right,D. Brooks 26' 3PT step back (6 PTS),[1628415],1610612745.0,HOU,step back,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,26.45,Made,,,,,,,,6.0,,,,,,,,,,
292,PT03M18.00S,2024-02-26T01:00:44.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631114,15.325229960578188,42.64705882352941,1610612760,59,46,2024-02-26T01:00:50Z,2860000,False,37.0,92.0,1,left,J. Williams 9' driving floating Jump Shot (10 PTS),[1631114],1610612760.0,OKC,driving floating,,,Williams,J. Williams,,,,,In The Paint (Non-RA),8-16 Center,9.87,Made,,,,,,,,10.0,,,,,,,,,,
293,PT03M01.00S,2024-02-26T01:01:01.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641708,93.38042049934296,46.07843137254902,1610612745,59,46,2024-02-26T01:01:10Z,2870000,False,-20.0,10.0,1,right,MISS A. Thompson cutting Layup - blocked,"[1641708, 1631096]",1610612745.0,HOU,cutting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.19,Missed,,,,,,Holmgren,1631096.0,,,,,,,,,,,
294,PT03M01.00S,2024-02-26T01:01:01.2Z,2,REGULAR,block,,[],1631096,,,1610612745,59,46,2024-02-26T01:01:03Z,2880000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
295,PT03M00.00S,2024-02-26T01:01:02.2Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,59,46,2024-02-26T01:01:10Z,2890000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,293.0,3.0,3.0,0.0,,,,,,,,,,,,,,
296,PT02M55.00S,2024-02-26T01:01:09.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,7.046649145860711,53.92156862745098,1610612760,59,48,2024-02-26T01:21:45Z,2900000,False,-20.0,14.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (17 PTS) (C. Holmgren 4 AST),"[1628983, 1631096]",1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.39,Made,,,,,,,,17.0,C. Holmgren,1631096.0,4.0,,,,,,,
298,PT02M55.00S,2024-02-26T01:01:14.0Z,2,REGULAR,foul,personal,['1freethrow'],1641708,,,1610612760,59,48,2024-02-26T01:01:21Z,2920000,False,,,0,,A. Thompson shooting personal FOUL (2 PF) (Gilgeous-Alexander 1 FT),"[1641708, 1628983]",1610612745.0,HOU,shooting,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,202056.0,,,,,,,2.0,0.0,Gilgeous-Alexander,1628983.0,,,
300,PT02M55.00S,2024-02-26T01:01:38.1Z,2,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,59,49,2024-02-26T01:01:38Z,2940000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (18 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,18.0,,,,,,,,,,
301,PT02M46.00S,2024-02-26T01:01:49.2Z,2,REGULAR,3pt,Jump Shot,[],1630224,71.43561103810775,17.401960784313726,1610612745,59,49,2024-02-26T01:22:26Z,2950000,False,-163.0,216.0,1,right,MISS J. Green 27' step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,27.06,Missed,,,,,,,,,,,,,,,,,,
302,PT02M45.00S,2024-02-26T01:01:50.2Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,59,49,2024-02-26T01:02:04Z,2960000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,301.0,2.0,2.0,0.0,,,,,,,,,,,,,,
303,PT02M36.00S,2024-02-26T01:01:58.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,5.863994743758213,50.49019607843137,1610612760,59,51,2024-02-26T01:02:08Z,2970000,False,-2.0,3.0,1,left,C. Holmgren cutting Layup (5 PTS) (S. Gilgeous-Alexander 2 AST),"[1631096, 1628983]",1610612760.0,OKC,cutting,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,0.36,Made,,,,,,,,5.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,
305,PT02M36.00S,2024-02-26T01:02:03.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612745,59,51,2024-02-26T01:02:03Z,2990000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M36.00S,2024-02-26T01:02:54.8Z,2,REGULAR,substitution,out,[],1641708,,,1610612745,59,51,2024-02-26T01:03:36Z,3000000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M36.00S,2024-02-26T01:02:54.8Z,2,REGULAR,substitution,in,[],1630578,,,1610612745,59,51,2024-02-26T01:03:36Z,3010000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M23.00S,2024-02-26T01:03:51.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,88.91261498028909,46.32352941176471,1610612745,59,51,2024-02-26T01:04:00Z,3020000,False,-18.0,52.0,1,right,MISS A. Sengun Hook,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.49,Missed,,,,,,,,,,,,,,,,,,
309,PT02M22.00S,2024-02-26T01:03:52.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,59,51,2024-02-26T01:04:00Z,3030000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,308.0,,,,,,,,,,,,,,,,,
311,PT02M13.00S,2024-02-26T01:04:17.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631095,80.89684625492772,48.77450980392157,1610612745,59,51,2024-02-26T01:23:57Z,3050000,False,-6.0,127.0,1,right,MISS J. Smith Jr. 12' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,12.72,Missed,,,,,,,,,,,,,,,,,,
312,PT02M13.00S,2024-02-26T01:04:17.0Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,59,51,2024-02-26T01:04:24Z,3060000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:4),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,311.0,4.0,4.0,0.0,,,,,,,,,,,,,,
313,PT02M04.00S,2024-02-26T01:04:26.3Z,2,REGULAR,2pt,Jump Shot,[],1631096,25.57490144546649,29.65686274509804,1610612760,59,53,2024-02-26T01:04:33Z,3070000,False,102.0,188.0,1,left,C. Holmgren 21' Jump Shot (7 PTS) (S. Gilgeous-Alexander 3 AST),"[1631096, 1628983]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Mid-Range,16-24 Right Center,21.37,Made,,,,,,,,7.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,
315,PT01M50.00S,2024-02-26T01:04:40.2Z,2,REGULAR,2pt,Jump Shot,[],1627832,78.9257555847569,17.401960784313726,1610612745,61,53,2024-02-26T01:05:01Z,3090000,False,-163.0,146.0,1,right,F. VanVleet 21' pullup Jump Shot (8 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,21.86,Made,,,,,,,,8.0,,,,,,,,,,
316,PT01M37.00S,2024-02-26T01:04:58.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627832,,,1610612760,61,53,2024-02-26T01:05:11Z,3100000,False,,,0,,F. VanVleet personal FOUL (2 PF) (Williams 2 FT),"[1627832, 1631114]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,202056.0,,,,,,,2.0,0.0,Williams,1631114.0,,,
318,PT01M37.00S,2024-02-26T01:05:23.7Z,2,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,61,54,2024-02-26T01:05:23Z,3120000,False,,,0,,J. Williams Free Throw 1 of 2 (11 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
319,PT01M37.00S,2024-02-26T01:05:37.9Z,2,REGULAR,freethrow,2 of 2,[],1631114,,,1610612760,61,55,2024-02-26T01:05:37Z,3130000,False,,,0,,J. Williams Free Throw 2 of 2 (12 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
320,PT01M22.00S,2024-02-26T01:05:54.4Z,2,REGULAR,turnover,bad pass,[],1630578,,,1610612745,61,55,2024-02-26T01:05:58Z,3140000,False,,,0,,A. Sengun bad pass TURNOVER (3 TO),"[1630578, 1630598]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,3.0,Wiggins,1630598.0
321,PT01M22.00S,2024-02-26T01:05:54.4Z,2,REGULAR,steal,,[],1630598,,,1610612760,61,55,2024-02-26T01:05:56Z,3150000,False,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
322,PT01M08.00S,2024-02-26T01:06:07.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631114,8.492115637319317,63.725490196078425,1610612760,61,57,2024-02-26T01:06:12Z,3160000,False,-69.0,27.0,1,left,J. Williams 7' driving finger roll Layup (14 PTS),[1631114],1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,7.38,Made,,,,,,,,14.0,,,,,,,,,,
323,PT00M58.60S,2024-02-26T01:06:18.7Z,2,REGULAR,turnover,bad pass,[],1627832,,,1610612745,61,57,2024-02-26T01:06:22Z,3170000,False,,,0,,F. VanVleet bad pass TURNOVER (2 TO),"[1627832, 1631096]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Holmgren,1631096.0
324,PT00M58.60S,2024-02-26T01:06:18.7Z,2,REGULAR,steal,,[],1631096,,,1610612760,61,57,2024-02-26T01:06:20Z,3180000,False,,,0,,C. Holmgren STEAL (1 STL),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
325,PT00M53.70S,2024-02-26T01:06:23.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631114,7.046649145860711,45.588235294117645,1610612760,61,57,2024-02-26T01:06:36Z,3190000,False,22.0,14.0,1,left,MISS J. Williams running finger roll Layup,[1631114],1610612760.0,OKC,running finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
326,PT00M52.90S,2024-02-26T01:06:24.5Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,61,57,2024-02-26T01:06:36Z,3200000,False,,,0,,J. Smith Jr. REBOUND (Off:2 Def:7),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,325.0,9.0,7.0,2.0,,,,,,,,,,,,,,
327,PT00M43.80S,2024-02-26T01:06:33.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,93.11760840998686,54.41176470588235,1610612745,61,57,2024-02-26T01:06:42Z,3210000,False,22.0,12.0,1,right,MISS F. VanVleet driving reverse Layup,[1627832],1610612745.0,HOU,driving reverse,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
328,PT00M42.00S,2024-02-26T01:06:35.3Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,61,57,2024-02-26T01:06:42Z,3220000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,327.0,2.0,2.0,0.0,,,,,,,,,,,,,,
329,PT00M32.80S,2024-02-26T01:06:44.4Z,2,REGULAR,3pt,Jump Shot,[],1629652,10.5946123521682,95.58823529411765,1610612760,61,57,2024-02-26T01:06:53Z,3230000,False,-228.0,47.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.27,Missed,,,,,,,,,,,,,,,,,,
330,PT00M31.40S,2024-02-26T01:06:45.8Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612745,61,57,2024-02-26T01:06:53Z,3240000,False,,,0,,J. Green REBOUND (Off:0 Def:4),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,329.0,4.0,4.0,0.0,,,,,,,,,,,,,,
331,PT00M27.30S,2024-02-26T01:06:51.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631114,,,1610612745,61,57,2024-02-26T01:07:02Z,3250000,False,,,0,,J. Williams shooting personal FOUL (3 PF) (Brooks 2 FT),"[1631114, 1628415]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202056.0,,,,,,,3.0,0.0,Brooks,1628415.0,,,
333,PT00M27.30S,2024-02-26T01:07:28.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628415,,,1610612745,61,57,2024-02-26T01:07:28Z,3270000,False,,,0,,MISS D. Brooks Free Throw 1 of 2,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
