actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
194,PT10M12.00S,2024-01-21T01:39:34.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631095,9.411957950065702,51.71568627450981,1610612745,37,27,2024-01-21T01:39:40Z,1910000,False,-9.0,36.0,1,left,MISS J. Smith Jr. DUNK - blocked,"[1631095, 1630534]",1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,3.7,Missed,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,Agbaji,1630534.0,
195,PT10M12.00S,2024-01-21T01:39:34.6Z,2,REGULAR,block,,[],1630534,,,1610612745,37,27,2024-01-21T01:39:37Z,1920000,False,,,0,,O. Agbaji BLOCK (2 BLK),[1630534],1610612762.0,UTA,,,,,,,Restricted Area,0-8 Center,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,
196,PT10M12.00S,2024-01-21T01:39:34.6Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,37,27,2024-01-21T01:39:40Z,1930000,False,,,0,,W. Kessler REBOUND (Off:0 Def:2),[1631117],1610612762.0,UTA,,,,,,,Restricted Area,0-8 Center,,,Kessler,W. Kessler,194.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
197,PT10M03.00S,2024-01-21T01:39:43.5Z,2,REGULAR,3pt,Jump Shot,[],203903,68.54467805519053,23.52941176470588,1610612762,37,30,2024-01-21T01:39:53Z,1940000,False,-132.0,243.0,1,right,J. Clarkson 27' 3PT  (8 PTS) (K. George 1 AST),"[203903, 1641718]",1610612762.0,UTA,,,,,,,Above the Break 3,24+ Left Center,27.69,Made,Clarkson,J. Clarkson,,,,,8.0,K. George,1641718.0,1.0,,,,,,,,,,,
199,PT09M45.00S,2024-01-21T01:40:01.1Z,2,REGULAR,3pt,Jump Shot,[],1631095,35.167542706964525,48.77450980392157,1610612745,40,30,2024-01-21T01:40:06Z,1960000,False,6.0,278.0,1,left,J. Smith Jr. 27' 3PT  (9 PTS) (A. Thompson 2 AST),"[1631095, 1641708]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,27.82,Made,Smith Jr.,J. Smith Jr.,,,,,9.0,A. Thompson,1641708.0,2.0,,,,,,,,,,,
201,PT09M28.00S,2024-01-21T01:40:18.3Z,2,REGULAR,3pt,Jump Shot,[],1641718,74.19513797634691,84.80392156862744,1610612762,40,30,2024-01-21T01:40:26Z,1980000,False,174.0,190.0,1,right,MISS K. George 25' 3PT,[1641718],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Right Center,25.77,Missed,George,K. George,,,,,,,,,,,,,,,,,,,
202,PT09M27.00S,2024-01-21T01:40:19.3Z,2,REGULAR,rebound,defensive,[],201145,,,1610612745,40,30,2024-01-21T01:40:26Z,1990000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,Green,J. Green,201.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
203,PT09M12.00S,2024-01-21T01:40:35.0Z,2,REGULAR,3pt,Jump Shot,[],201145,6.521024967148489,96.07843137254902,1610612745,43,30,2024-01-21T01:40:39Z,2000000,False,-230.0,9.0,1,left,J. Green 3PT step back (3 PTS),[201145],1610612745.0,HOU,step back,,,,,,Left Corner 3,24+ Left,23.06,Made,Green,J. Green,,,,,3.0,,,,,,,,,,,,,,
204,PT09M01.00S,2024-01-21T01:40:50.6Z,2,REGULAR,foul,personal,[],1630256,,,1610612762,43,30,2024-01-21T01:40:59Z,2010000,False,,,0,,J. Tate personal FOUL (2 PF),"[1630256, 1630534]",1610612745.0,HOU,,,,,,,Mid-Range,8-16 Left,,,Tate,J. Tate,,,,,,,,,,,,1627962.0,2.0,0.0,Agbaji,1630534.0,,,
206,PT09M01.00S,2024-01-21T01:40:56.9Z,2,REGULAR,substitution,out,[],1630256,,,1610612762,43,30,2024-01-21T01:41:00Z,2030000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,
207,PT09M01.00S,2024-01-21T01:40:56.9Z,2,REGULAR,substitution,in,[],1628988,,,1610612762,43,30,2024-01-21T01:41:00Z,2040000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,,,,,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,
208,PT08M48.00S,2024-01-21T01:41:22.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,85.49605781865965,55.392156862745104,1610612762,43,30,2024-01-21T01:41:32Z,2050000,False,27.0,84.0,1,right,MISS J. Clarkson 8' turnaround Shot,[203903],1610612762.0,UTA,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,8.8,Missed,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,
209,PT08M46.00S,2024-01-21T01:41:24.0Z,2,REGULAR,rebound,offensive,[],203903,,,1610612762,43,30,2024-01-21T01:41:24Z,2060000,False,,,0,,J. Clarkson REBOUND (Off:1 Def:1),[203903],1610612762.0,UTA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Clarkson,J. Clarkson,208.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
210,PT08M45.00S,2024-01-21T01:41:25.6Z,2,REGULAR,2pt,Layup,['2ndchance'],203903,91.01511169513797,67.8921568627451,1610612762,43,32,2024-01-21T01:55:21Z,2070000,False,89.0,32.0,1,right,J. Clarkson 9' putback Layup (10 PTS),[203903],1610612762.0,UTA,putback,,,,,,Mid-Range,8-16 Right,9.5,Made,Clarkson,J. Clarkson,,,,,10.0,,,,,,,,,,,,,,
211,PT08M30.00S,2024-01-21T01:41:43.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,8.360709592641262,65.44117647058823,1610612745,45,32,2024-01-21T01:42:19Z,2080000,False,-77.0,26.0,1,left,A. Holiday 8' driving floating Jump Shot (2 PTS) (C. Whitmore 1 AST),"[1628988, 1641715]",1610612745.0,HOU,driving floating,,,,,,In The Paint (Non-RA),8-16 Left,8.15,Made,Holiday,A. Holiday,,,,,2.0,C. Whitmore,1641715.0,1.0,,,,,,,,,,,
213,PT08M22.00S,2024-01-21T01:41:48.8Z,2,REGULAR,turnover,bad pass,[],1641718,,,1610612762,45,32,2024-01-21T01:41:56Z,2100000,False,,,0,,K. George bad pass TURNOVER (2 TO),"[1641718, 1641708]",1610612762.0,UTA,,,,,,,Restricted Area,0-8 Center,,,George,K. George,,,,,,,,,2.0,Thompson,1641708.0,,,,,,,,
214,PT08M22.00S,2024-01-21T01:41:48.8Z,2,REGULAR,steal,,[],1641708,,,1610612745,45,32,2024-01-21T01:41:50Z,2110000,False,,,0,,A. Thompson STEAL (1 STL),[1641708],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,
215,PT08M10.00S,2024-01-21T01:42:02.5Z,2,REGULAR,turnover,out-of-bounds,[],201145,,,1610612745,45,32,2024-01-21T01:42:14Z,2120000,False,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[201145],1610612745.0,HOU,bad pass,,,,,,Mid-Range,8-16 Right,,,Green,J. Green,,,,,,,,,1.0,,,1627962.0,,,,,,,
216,PT07M52.00S,2024-01-21T01:42:26.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630534,91.40932982917214,2.450980392156863,1610612762,45,32,2024-01-21T01:42:34Z,2130000,False,-238.0,28.0,1,right,MISS O. Agbaji 3PT,[1630534],1610612762.0,UTA,,,,,,,Left Corner 3,24+ Left,23.94,Missed,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,
217,PT07M50.00S,2024-01-21T01:42:28.7Z,2,REGULAR,rebound,defensive,[],201145,,,1610612745,45,32,2024-01-21T01:44:35Z,2140000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,,,Green,J. Green,216.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
220,PT07M37.00S,2024-01-21T01:42:42.7Z,2,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612745,45,32,2024-01-21T01:42:51Z,2170000,False,,,0,,W. Kessler shooting personal FOUL (1 PF) (Holiday 2 FT),"[1631117, 1628988]",1610612762.0,UTA,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Kessler,W. Kessler,,,,,,,,,,,,201639.0,1.0,0.0,Holiday,1628988.0,,,
222,PT07M37.00S,2024-01-21T01:43:11.9Z,2,REGULAR,freethrow,1 of 2,[],1628988,,,1610612745,46,32,2024-01-21T01:43:11Z,2190000,False,,,0,,A. Holiday Free Throw 1 of 2 (3 PTS),[1628988],1610612745.0,HOU,,,,,,,,,,Made,Holiday,A. Holiday,,,,,3.0,,,,,,,,,,,,,,
223,PT07M37.00S,2024-01-21T01:43:12.7Z,2,REGULAR,substitution,out,[],1641715,,,1610612745,46,32,2024-01-21T01:43:26Z,2200000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612745.0,HOU,,,,,,,,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,
224,PT07M37.00S,2024-01-21T01:43:12.7Z,2,REGULAR,substitution,out,[],1630534,,,1610612745,46,32,2024-01-21T01:43:26Z,2210000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,
225,PT07M37.00S,2024-01-21T01:43:12.7Z,2,REGULAR,substitution,in,[],1630224,,,1610612745,46,32,2024-01-21T01:43:26Z,2220000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
226,PT07M37.00S,2024-01-21T01:43:12.7Z,2,REGULAR,substitution,in,[],1628374,,,1610612745,46,32,2024-01-21T01:43:26Z,2230000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,,,,,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
227,PT07M37.00S,2024-01-21T01:43:37.8Z,2,REGULAR,freethrow,2 of 2,[],1628988,,,1610612745,47,32,2024-01-21T01:43:37Z,2240000,False,,,0,,A. Holiday Free Throw 2 of 2 (4 PTS),[1628988],1610612745.0,HOU,,,,,,,,,,Made,Holiday,A. Holiday,,,,,4.0,,,,,,,,,,,,,,
228,PT07M33.00S,2024-01-21T01:43:43.5Z,2,REGULAR,turnover,lost ball,[],1641718,,,1610612762,47,32,2024-01-21T01:43:47Z,2250000,False,,,0,,K. George lost ball TURNOVER (3 TO),"[1641718, 1628988]",1610612762.0,UTA,,,,,,,In The Paint (Non-RA),0-8 Center,,,George,K. George,,,,,,,,,3.0,Holiday,1628988.0,,,,,,,,
229,PT07M33.00S,2024-01-21T01:43:43.5Z,2,REGULAR,steal,,[],1628988,,,1610612745,47,32,2024-01-21T01:43:45Z,2260000,False,,,0,,A. Holiday STEAL (1 STL),[1628988],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,
230,PT07M33.00S,2024-01-21T01:43:46.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628988,8.754927726675426,49.754901960784316,1610612745,49,32,2024-01-21T01:58:22Z,2270000,False,1.0,30.0,1,left,A. Holiday running Layup (6 PTS),[1628988],1610612745.0,HOU,running,,,,,,Restricted Area,0-8 Center,2.98,Made,Holiday,A. Holiday,,,,,6.0,,,,,,,,,,,,,,
231,PT07M33.00S,2024-01-21T01:44:00.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,49,32,2024-01-21T01:44:00Z,2280000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M33.00S,2024-01-21T01:44:24.9Z,2,REGULAR,foul,technical,['1freethrow'],1628988,,,1610612762,49,32,2024-01-21T01:46:58Z,2290000,False,,,0,,A. Holiday technical FOUL (1 Tech),[1628988],1610612745.0,HOU,,,,,,,,,,,Holiday,A. Holiday,,,,,,,,,,,,202901.0,0.0,1.0,,,,,
233,PT07M33.00S,2024-01-21T01:45:58.0Z,2,REGULAR,substitution,out,[],1631095,,,1610612762,49,32,2024-01-21T01:46:49Z,2300000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,
234,PT07M33.00S,2024-01-21T01:45:58.0Z,2,REGULAR,substitution,out,[],1631117,,,1610612762,49,32,2024-01-21T01:46:49Z,2310000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,,,,,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,
235,PT07M33.00S,2024-01-21T01:45:58.0Z,2,REGULAR,substitution,in,[],1630578,,,1610612762,49,32,2024-01-21T01:46:49Z,2320000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,
236,PT07M33.00S,2024-01-21T01:45:58.0Z,2,REGULAR,substitution,in,[],1628381,,,1610612762,49,32,2024-01-21T01:46:49Z,2330000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,,,,,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,
237,PT07M33.00S,2024-01-21T01:47:05.7Z,2,REGULAR,freethrow,1 of 1,[],1628374,,,1610612762,49,33,2024-01-21T01:47:05Z,2340000,False,,,0,,L. Markkanen technical Free Throw 1 of 1 (6 PTS),[1628374],1610612762.0,UTA,technical,,,,,,,,,Made,Markkanen,L. Markkanen,,,,,6.0,,,,,,,,,,,,,,
238,PT07M19.00S,2024-01-21T01:47:33.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203482,90.62089356110381,52.20588235294118,1610612762,49,35,2024-01-21T01:47:42Z,2350000,False,11.0,36.0,1,right,K. Olynyk driving finger roll Layup (2 PTS) (K. George 2 AST),"[203482, 1641718]",1610612762.0,UTA,driving finger roll,,,,,,Restricted Area,0-8 Center,3.74,Made,Olynyk,K. Olynyk,,,,,2.0,K. George,1641718.0,2.0,,,,,,,,,,,
239,PT07M02.00S,2024-01-21T01:47:50.2Z,2,REGULAR,3pt,Jump Shot,[],1630224,30.436925098554536,28.186274509803923,1610612745,49,35,2024-01-21T01:47:58Z,2360000,False,109.0,234.0,1,left,MISS J. Green 25' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Right Center,25.78,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,
240,PT07M01.00S,2024-01-21T01:47:51.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,49,35,2024-01-21T01:48:21Z,2370000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Right Center,,,,,239.0,,,,,,,,,,,,,,,,,,
241,PT07M01.00S,2024-01-21T01:47:56.7Z,2,REGULAR,foul,personal,[],1628988,,,1610612762,49,35,2024-01-21T02:00:00Z,2380000,False,,,0,,A. Holiday loose ball personal FOUL (1 PF),"[1628988, 1628374]",1610612745.0,HOU,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Holiday,A. Holiday,,,,,,,,,,,,1627962.0,1.0,1.0,Markkanen,1628374.0,,,
245,PT06M44.00S,2024-01-21T01:50:52.3Z,2,REGULAR,2pt,Jump Shot,[],203482,74.85216819973719,77.45098039215686,1610612762,49,35,2024-01-21T01:50:57Z,2410000,False,137.0,184.0,1,right,MISS K. Olynyk 22' Jump Shot,[203482],1610612762.0,UTA,,,,,,,Mid-Range,16-24 Right Center,22.95,Missed,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,
246,PT06M42.00S,2024-01-21T01:50:54.3Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,49,35,2024-01-21T01:50:57Z,2420000,False,,,0,,A. Sengun REBOUND (Off:4 Def:3),[1630578],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Right Center,,,Sengun,A. Sengun,245.0,7.0,3.0,4.0,,,,,,,,,,,,,,,
247,PT06M36.00S,2024-01-21T01:51:03.2Z,2,REGULAR,foul,personal,[],203482,,,1610612745,49,35,2024-01-21T01:51:20Z,2430000,False,,,0,,K. Olynyk personal FOUL (1 PF),"[203482, 1630578]",1610612762.0,UTA,,,,,,,Restricted Area,0-8 Center,,,Olynyk,K. Olynyk,,,,,,,,,,,,1627962.0,1.0,0.0,Sengun,1630578.0,,,
249,PT06M36.00S,2024-01-21T01:51:16.3Z,2,REGULAR,substitution,out,[],1641718,,,1610612745,49,35,2024-01-21T01:51:39Z,2450000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,,,,,,,,George,K. George,,,,,,,,,,,,,,,,,,,
250,PT06M36.00S,2024-01-21T01:51:16.3Z,2,REGULAR,substitution,out,[],203482,,,1610612745,49,35,2024-01-21T01:51:39Z,2460000,False,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,,,,,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,
251,PT06M36.00S,2024-01-21T01:51:16.3Z,2,REGULAR,substitution,in,[],1631323,,,1610612745,49,35,2024-01-21T01:51:39Z,2470000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,
252,PT06M36.00S,2024-01-21T01:51:16.3Z,2,REGULAR,substitution,in,[],1629012,,,1610612745,49,35,2024-01-21T01:51:39Z,2480000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,,,,,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,
253,PT06M29.00S,2024-01-21T01:51:44.5Z,2,REGULAR,3pt,Jump Shot,[],201145,28.465834428383708,17.892156862745097,1610612745,49,35,2024-01-21T01:51:51Z,2490000,False,161.0,215.0,1,left,MISS J. Green 26' 3PT,[201145],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,26.84,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,
254,PT06M27.00S,2024-01-21T01:51:46.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,49,35,2024-01-21T01:51:51Z,2500000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Right Center,,,,,253.0,,,,,,,,,,,,,,,,,,
256,PT06M14.00S,2024-01-21T01:52:07.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,83.78777923784494,59.55882352941176,1610612762,49,37,2024-01-21T01:52:12Z,2520000,False,48.0,100.0,1,right,J. Clarkson 11' driving floating Jump Shot (12 PTS),[203903],1610612762.0,UTA,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,11.07,Made,Clarkson,J. Clarkson,,,,,12.0,,,,,,,,,,,,,,
257,PT05M55.00S,2024-01-21T01:52:26.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,9.280551905387648,51.71568627450981,1610612745,51,37,2024-01-21T01:52:40Z,2530000,False,-9.0,35.0,1,left,A. Thompson bank Jump Shot (2 PTS) (A. Sengun 3 AST),"[1641708, 1630578]",1610612745.0,HOU,bank,,,,,,Restricted Area,0-8 Center,3.57,Made,Thompson,A. Thompson,,,,,2.0,A. Sengun,1630578.0,3.0,,,,,,,,,,,
258,PT05M42.00S,2024-01-21T01:52:39.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,91.01511169513797,43.872549019607845,1610612762,51,39,2024-01-21T01:52:45Z,2540000,False,-31.0,32.0,1,right,C. Sexton driving finger roll Layup (8 PTS),[1629012],1610612762.0,UTA,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,4.43,Made,Sexton,C. Sexton,,,,,8.0,,,,,,,,,,,,,,
259,PT05M29.00S,2024-01-21T01:52:52.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,12.040078843626807,49.754901960784316,1610612745,53,39,2024-01-21T01:52:57Z,2550000,False,1.0,61.0,1,left,A. Sengun 6' turnaround Hook (11 PTS) (J. Green 2 AST),"[1630578, 1630224]",1610612745.0,HOU,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.07,Made,Sengun,A. Sengun,,,,,11.0,J. Green,1630224.0,2.0,,,,,,,,,,,
262,PT05M20.00S,2024-01-21T01:53:04.2Z,2,REGULAR,foul,personal,['2freethrow'],1641708,,,1610612762,53,39,2024-01-21T01:53:18Z,2570000,False,,,0,,A. Thompson shooting personal FOUL (1 PF) (Markkanen 2 FT),"[1641708, 1628374]",1610612745.0,HOU,shooting,,,,,,Restricted Area,0-8 Center,,,Thompson,A. Thompson,,,,,,,,,,,,1627962.0,1.0,0.0,Markkanen,1628374.0,,,
264,PT05M20.00S,2024-01-21T01:53:25.2Z,2,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,53,39,2024-01-21T01:53:25Z,2590000,False,,,0,,MISS L. Markkanen Free Throw 1 of 2,[1628374],1610612762.0,UTA,,,,,,,,,,Missed,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
265,PT05M20.00S,2024-01-21T01:53:25.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,53,39,2024-01-21T01:53:25Z,2600000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,264.0,,,,,,,,,,,,,,,,,,
266,PT05M20.00S,2024-01-21T01:53:26.1Z,2,REGULAR,substitution,out,[],1628988,,,1610612762,53,39,2024-01-21T01:53:36Z,2610000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,,,,,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,
267,PT05M20.00S,2024-01-21T01:53:26.1Z,2,REGULAR,substitution,out,[],1641708,,,1610612762,53,39,2024-01-21T01:53:36Z,2620000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,
268,PT05M20.00S,2024-01-21T01:53:26.1Z,2,REGULAR,substitution,in,[],1627832,,,1610612762,53,39,2024-01-21T01:53:36Z,2630000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,
269,PT05M20.00S,2024-01-21T01:53:26.1Z,2,REGULAR,substitution,in,[],1628415,,,1610612762,53,39,2024-01-21T01:53:36Z,2640000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,
270,PT05M20.00S,2024-01-21T01:53:47.7Z,2,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,53,40,2024-01-21T01:53:47Z,2650000,False,,,0,,L. Markkanen Free Throw 2 of 2 (7 PTS),[1628374],1610612762.0,UTA,,,,,,,,,,Made,Markkanen,L. Markkanen,,,,,7.0,,,,,,,,,,,,,,
271,PT05M07.00S,2024-01-21T01:54:03.0Z,2,REGULAR,3pt,Jump Shot,[],1630224,27.020367936925098,86.51960784313727,1610612745,53,40,2024-01-21T02:03:13Z,2660000,False,-183.0,201.0,1,left,MISS J. Green 27' step back 3PT,[1630224],1610612745.0,HOU,step back,,,,,,Above the Break 3,24+ Left Center,27.19,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,
272,PT05M03.00S,2024-01-21T01:54:07.0Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,53,40,2024-01-21T01:54:14Z,2670000,False,,,0,,A. Sengun REBOUND (Off:5 Def:3),[1630578],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,Sengun,A. Sengun,271.0,8.0,3.0,5.0,,,,,,,,,,,,,,,
274,PT05M03.00S,2024-01-21T01:54:15.4Z,2,REGULAR,substitution,out,[],201145,,,1610612745,53,40,2024-01-21T01:54:21Z,2690000,False,,,0,,SUB out: J. Green,[201145],1610612745.0,HOU,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
275,PT05M03.00S,2024-01-21T01:54:15.4Z,2,REGULAR,substitution,in,[],1631095,,,1610612745,53,40,2024-01-21T01:54:21Z,2700000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,
276,PT04M54.00S,2024-01-21T01:54:37.0Z,2,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612745,53,40,2024-01-21T01:54:47Z,2710000,False,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Sengun 2 FT),"[1628374, 1630578]",1610612762.0,UTA,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Markkanen,L. Markkanen,,,,,,,,,,,,1627962.0,1.0,0.0,Sengun,1630578.0,,,
278,PT04M54.00S,2024-01-21T01:55:02.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630578,,,1610612745,54,40,2024-01-21T01:55:02Z,2730000,False,,,0,,A. Sengun Free Throw 1 of 2 (12 PTS),[1630578],1610612745.0,HOU,,,,,,,,,,Made,Sengun,A. Sengun,,,,,12.0,,,,,,,,,,,,,,
279,PT04M54.00S,2024-01-21T01:55:23.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630578,,,1610612745,55,40,2024-01-21T01:55:23Z,2740000,False,,,0,,A. Sengun Free Throw 2 of 2 (13 PTS),[1630578],1610612745.0,HOU,,,,,,,,,,Made,Sengun,A. Sengun,,,,,13.0,,,,,,,,,,,,,,
280,PT04M39.00S,2024-01-21T01:55:41.3Z,2,REGULAR,3pt,Jump Shot,[],203903,65.78515111695138,51.9607843137255,1610612762,55,40,2024-01-21T01:55:48Z,2750000,False,10.0,269.0,1,right,MISS J. Clarkson 26' 3PT,[203903],1610612762.0,UTA,,,,,,,Above the Break 3,24+ Center,26.93,Missed,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,
281,PT04M36.00S,2024-01-21T01:55:44.3Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,55,40,2024-01-21T01:55:48Z,2760000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Center,,,Smith Jr.,J. Smith Jr.,280.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
