actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
432,PT00M39.70S,2021-12-11T02:11:30.0Z,3,REGULAR,block,,[],1630567,,,1610612752,69,65,2021-12-11T02:11:32Z,4310000,,,0,,S. Barnes BLOCK (2 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT00M36.60S,2021-12-11T02:11:33.1Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,69,65,2021-12-11T02:11:37Z,4320000,,,0,,S. Barnes REBOUND (Off:3 Def:9),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,431.0,12.0,9.0,3.0,,,,,,,,,,,,,,,
434,PT00M35.30S,2021-12-11T02:11:38.1Z,3,REGULAR,foul,offensive,['inpenalty'],1630567,,,1610612761,69,65,2021-12-11T02:11:48Z,4330000,,,0,,S. Barnes charge offensive FOUL (4 PF),"[1630567, 201565]",1610612761.0,TOR,charge,,,Barnes,S. Barnes,,,,,,,,,,,,1627964.0,,,,,,,4.0,0.0,Rose,201565.0,,,
436,PT00M35.30S,2021-12-11T02:11:38.1Z,3,REGULAR,turnover,offensive foul,[],1630567,,,1610612761,69,65,2021-12-11T02:11:38Z,4350000,,,0,,S. Barnes offensive foul TURNOVER (1 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,1627964.0,,,,1.0,,,,,,,,,
437,PT00M21.10S,2021-12-11T02:12:07.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629628,89.70105124835742,94.85294117647058,1610612752,69,65,2021-12-11T02:12:12Z,4360000,224.0,44.0,1,right,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,22.86,Missed,,,,,,,,,,,,,,,,,,,
438,PT00M18.40S,2021-12-11T02:12:10.6Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,69,65,2021-12-11T02:12:10Z,4370000,,,0,,F. VanVleet REBOUND (Off:2 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,437.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
439,PT00M00.50S,2021-12-11T02:12:28.5Z,3,REGULAR,3pt,Jump Shot,[],1627832,31.09395532194481,28.921568627450984,1610612761,69,65,2021-12-11T02:12:43Z,4380000,105.0,240.0,1,left,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
440,PT00M00.10S,2021-12-11T02:12:28.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,69,65,2021-12-11T02:12:43Z,4390000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,439.0,,,,,,,,,,,,,,,,,,
441,PT00M00.00S,2021-12-11T02:12:33.8Z,3,REGULAR,period,end,[],0,,,1610612761,69,65,2021-12-11T02:12:33Z,4400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT12M00.00S,2021-12-11T02:12:47.8Z,4,REGULAR,substitution,out,['startperiod'],1630551,,,1610612761,69,65,2021-12-11T02:14:57Z,4410000,,,0,,SUB out: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT12M00.00S,2021-12-11T02:12:47.8Z,4,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,69,65,2021-12-11T02:14:57Z,4420000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT12M00.00S,2021-12-11T02:12:47.8Z,4,REGULAR,substitution,out,['startperiod'],1629628,,,1610612761,69,65,2021-12-11T02:14:57Z,4430000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT12M00.00S,2021-12-11T02:12:47.8Z,4,REGULAR,substitution,in,['startperiod'],1629018,,,1610612761,69,65,2021-12-11T02:14:57Z,4440000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT12M00.00S,2021-12-11T02:12:47.8Z,4,REGULAR,substitution,in,['startperiod'],1630201,,,1610612761,69,65,2021-12-11T02:14:57Z,4450000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT12M00.00S,2021-12-11T02:12:47.8Z,4,REGULAR,substitution,in,['startperiod'],202692,,,1610612761,69,65,2021-12-11T02:14:57Z,4460000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT12M00.00S,2021-12-11T02:15:11.8Z,4,REGULAR,period,start,[],0,,,1610612761,69,65,2021-12-11T02:15:11Z,4470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT11M37.00S,2021-12-11T02:15:33.9Z,4,REGULAR,3pt,Jump Shot,[],1629018,8.754927726675426,1.9607843137254901,1610612761,72,65,2021-12-11T02:15:41Z,4480000,240.0,30.0,1,left,G. Trent Jr. 24' 3PT step back (18 PTS) (M. Flynn 1 AST),"[1629018, 1630201]",1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,24.2,Made,,,,,18.0,,M. Flynn,1630201.0,1.0,,,,,,,,,,
451,PT11M11.00S,2021-12-11T02:16:03.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,72,65,2021-12-11T02:16:03Z,4500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT11M08.00S,2021-12-11T02:16:21.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629011,92.59198423127464,52.69607843137255,1610612752,72,65,2021-12-11T02:16:27Z,4510000,13.0,17.0,1,right,MISS M. Robinson cutting DUNK - blocked,"[1629011, 1629004]",1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,2.18,Missed,,,,,,,,,,,,,,,,,Mykhailiuk,1629004.0,
453,PT11M08.00S,2021-12-11T02:16:21.2Z,4,REGULAR,block,,[],1629004,,,1610612752,72,65,2021-12-11T02:16:23Z,4520000,,,0,,S. Mykhailiuk BLOCK (1 BLK),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT11M08.00S,2021-12-11T02:16:21.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,72,65,2021-12-11T02:26:54Z,4530000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,452.0,,,,,,,,,,,,,,,,,,
455,PT11M08.00S,2021-12-11T02:16:25.7Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612752,72,65,2021-12-11T02:16:37Z,4540000,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,2004.0,,,,,,,,,,,,,
456,PT10M55.00S,2021-12-11T02:16:48.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629018,20.45006570302234,72.79411764705883,1610612761,72,65,2021-12-11T02:16:52Z,4550000,-114.0,140.0,1,left,MISS G. Trent Jr. 18' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,18.03,Missed,,,,,,,,,,,,,,,,,,,
457,PT10M52.00S,2021-12-11T02:16:51.0Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612752,72,65,2021-12-11T02:16:52Z,4560000,,,0,,O. Toppin REBOUND (Off:1 Def:5),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,456.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
458,PT10M41.00S,2021-12-11T02:17:01.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201565,88.91261498028909,54.90196078431373,1610612752,72,65,2021-12-11T02:17:22Z,4570000,25.0,52.0,1,right,MISS D. Rose driving Hook,[201565],1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,5.72,Missed,,,,,,,,,,,,,,,,,,,
459,PT10M36.00S,2021-12-11T02:17:06.7Z,4,REGULAR,rebound,offensive,[],1630167,,,1610612752,72,65,2021-12-11T02:17:11Z,4580000,,,0,,O. Toppin REBOUND (Off:2 Def:5),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,458.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
460,PT10M36.00S,2021-12-11T02:17:06.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630167,94.40999984741211,50.0,1610612752,72,67,2021-12-11T02:17:06Z,4590000,0.0,0.0,1,right,O. Toppin tip DUNK (12 PTS),[1630167],1610612752.0,NYK,tip,,,Toppin,O. Toppin,,,,,0.0,Made,,,,,12.0,,,,,,,,,,,,,,
461,PT10M24.00S,2021-12-11T02:17:19.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630201,11.514454664914586,42.15686274509804,1610612761,72,67,2021-12-11T02:17:25Z,4600000,39.0,56.0,1,left,MISS M. Flynn 6' driving finger roll Layup,[1630201],1610612761.0,TOR,driving finger roll,,,Flynn,M. Flynn,,,,,6.81,Missed,,,,,,,,,,,,,,,,,,,
462,PT10M22.00S,2021-12-11T02:17:21.8Z,4,REGULAR,rebound,defensive,[],201565,,,1610612752,72,67,2021-12-11T02:17:25Z,4610000,,,0,,D. Rose REBOUND (Off:0 Def:2),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,461.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
464,PT10M16.00S,2021-12-11T02:17:29.7Z,4,REGULAR,foul,offensive,[],1629011,,,1610612752,72,67,2021-12-11T02:17:38Z,4630000,,,0,,M. Robinson off-the-ball offensive FOUL (3 PF),"[1629011, 1629004]",1610612752.0,NYK,off-the-ball,,,Robinson,M. Robinson,,,,,,,,,,,,2004.0,,,,,,,3.0,0.0,Mykhailiuk,1629004.0,,,
466,PT10M16.00S,2021-12-11T02:17:29.7Z,4,REGULAR,turnover,offensive foul,[],1629011,,,1610612752,72,67,2021-12-11T02:17:29Z,4650000,,,0,,M. Robinson offensive foul TURNOVER (1 TO),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,2004.0,,,,1.0,,,,,,,,,
467,PT10M00.00S,2021-12-11T02:17:58.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629139,32.276609724047304,39.46078431372549,1610612761,72,67,2021-12-11T02:18:03Z,4660000,53.0,251.0,1,left,MISS Y. Watanabe 25' 3PT,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
468,PT09M56.00S,2021-12-11T02:18:02.5Z,4,REGULAR,rebound,defensive,[],202692,,,1610612752,72,67,2021-12-11T02:18:03Z,4670000,,,0,,A. Burks REBOUND (Off:0 Def:5),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,467.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
469,PT09M49.00S,2021-12-11T02:18:09.5Z,4,REGULAR,foul,personal,['2freethrow'],1630201,,,1610612752,72,67,2021-12-11T02:18:17Z,4680000,,,0,,M. Flynn shooting personal FOUL (1 PF) (Burks 2 FT),"[1630201, 202692]",1610612761.0,TOR,shooting,,,Flynn,M. Flynn,,,,,,,,,,,,202026.0,,,,,,,1.0,0.0,Burks,202692.0,,,
471,PT09M49.00S,2021-12-11T02:18:34.8Z,4,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,72,68,2021-12-11T02:18:54Z,4700000,,,0,,A. Burks Free Throw 1 of 2 (1 PTS),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
472,PT09M49.00S,2021-12-11T02:18:34.8Z,4,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,72,68,2021-12-11T02:18:54Z,4710000,,,0,,MISS A. Burks Free Throw 2 of 2,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,Missed,,,,,,,,,,,,,,,,,,,
473,PT09M47.00S,2021-12-11T02:18:36.8Z,4,REGULAR,rebound,offensive,[],1629011,,,1610612752,72,68,2021-12-11T02:18:54Z,4720000,,,0,,M. Robinson REBOUND (Off:1 Def:6),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,472.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
474,PT09M42.00S,2021-12-11T02:18:58.9Z,4,REGULAR,foul,offensive,[],1630167,,,1610612752,72,68,2021-12-11T02:19:09Z,4730000,,,0,,O. Toppin offensive FOUL (3 PF),"[1630167, 1629139]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,1627964.0,,,,,,,3.0,0.0,Watanabe,1629139.0,,,
476,PT09M42.00S,2021-12-11T02:18:58.9Z,4,REGULAR,turnover,offensive foul,[],1630167,,,1610612752,72,68,2021-12-11T02:18:58Z,4750000,,,0,,O. Toppin offensive foul TURNOVER (2 TO),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,1627964.0,,,,2.0,,,,,,,,,
477,PT09M26.00S,2021-12-11T02:19:30.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629018,21.107095926412615,24.264705882352942,1610612761,72,68,2021-12-11T02:19:39Z,4760000,129.0,146.0,1,left,MISS G. Trent Jr. 19' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,19.46,Missed,,,,,,,,,,,,,,,,,,,
478,PT09M25.00S,2021-12-11T02:19:31.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,72,68,2021-12-11T02:19:39Z,4770000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,477.0,,,,,,,,,,,,,,,,,,
479,PT09M25.00S,2021-12-11T02:19:36.6Z,4,REGULAR,foul,personal,[],202692,,,1610612761,72,68,2021-12-11T02:20:14Z,4780000,,,0,,A. Burks loose ball personal FOUL (3 PF),"[202692, 1630567]",1610612752.0,NYK,loose ball,,,Burks,A. Burks,,,,,,,,,,,,202026.0,,,,,,,3.0,0.0,Barnes,1630567.0,,,
481,PT09M18.00S,2021-12-11T02:20:00.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629139,32.276609724047304,62.99019607843137,1610612761,72,68,2021-12-11T02:20:05Z,4800000,-65.0,251.0,1,left,MISS Y. Watanabe 25' 3PT,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
482,PT09M14.00S,2021-12-11T02:20:04.1Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612752,72,68,2021-12-11T02:20:05Z,4810000,,,0,,O. Toppin REBOUND (Off:2 Def:6),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,481.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
483,PT09M04.00S,2021-12-11T02:20:13.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,89.56964520367937,64.70588235294117,1610612752,72,68,2021-12-11T02:20:26Z,4820000,74.0,46.0,1,right,MISS O. Toppin 8' driving Layup - blocked,"[1630167, 1629139]",1610612752.0,NYK,driving,,,Toppin,O. Toppin,,,,,8.64,Missed,,,,,,,,,,,,,,,,,Watanabe,1629139.0,
484,PT09M04.00S,2021-12-11T02:20:13.9Z,4,REGULAR,block,,[],1629139,,,1610612752,72,68,2021-12-11T02:21:56Z,4830000,,,0,,Y. Watanabe BLOCK (1 BLK),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT09M03.00S,2021-12-11T02:20:14.9Z,4,REGULAR,rebound,offensive,[],1629011,,,1610612752,72,68,2021-12-11T02:20:26Z,4840000,,,0,,M. Robinson REBOUND (Off:2 Def:6),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,483.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
486,PT09M03.00S,2021-12-11T02:20:18.2Z,4,REGULAR,foul,personal,['2freethrow'],1630201,,,1610612752,72,68,2021-12-11T02:20:24Z,4850000,,,0,,M. Flynn shooting personal FOUL (2 PF) (Robinson 2 FT),"[1630201, 1629011]",1610612761.0,TOR,shooting,,,Flynn,M. Flynn,,,,,,,,,,,,202026.0,,,,,,,2.0,0.0,Robinson,1629011.0,,,
488,PT09M03.00S,2021-12-11T02:20:43.4Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629011,,,1610612752,72,69,2021-12-11T02:20:43Z,4870000,,,0,,M. Robinson Free Throw 1 of 2 (3 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
489,PT09M03.00S,2021-12-11T02:20:44.4Z,4,REGULAR,substitution,out,[],1629139,,,1610612752,72,69,2021-12-11T02:20:52Z,4880000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT09M03.00S,2021-12-11T02:20:44.4Z,4,REGULAR,substitution,in,[],1627783,,,1610612752,72,69,2021-12-11T02:20:52Z,4890000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT09M03.00S,2021-12-11T02:21:06.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629011,,,1610612752,72,70,2021-12-11T02:21:06Z,4900000,,,0,,M. Robinson Free Throw 2 of 2 (4 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
492,PT09M01.00S,2021-12-11T02:21:13.0Z,4,REGULAR,foul,personal,[],1630193,,,1610612761,72,70,2021-12-11T02:21:19Z,4910000,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1630201]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,1627964.0,,,,,,,1.0,0.0,Flynn,1630201.0,,,
494,PT09M01.00S,2021-12-11T02:21:18.0Z,4,REGULAR,substitution,out,[],1629011,,,1610612761,72,70,2021-12-11T02:21:21Z,4930000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT09M01.00S,2021-12-11T02:21:18.0Z,4,REGULAR,substitution,in,[],203944,,,1610612761,72,70,2021-12-11T02:21:21Z,4940000,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT08M46.00S,2021-12-11T02:21:42.2Z,4,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612761,72,70,2021-12-11T02:21:47Z,4950000,,,0,,I. Quickley shooting personal FOUL (2 PF) (Flynn 2 FT),"[1630193, 1630201]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,,,,,,,,202026.0,,,,,,,2.0,0.0,Flynn,1630201.0,,,
498,PT08M46.00S,2021-12-11T02:22:04.6Z,4,REGULAR,freethrow,1 of 2,[],1630201,,,1610612761,72,70,2021-12-11T02:22:04Z,4970000,,,0,,MISS M. Flynn Free Throw 1 of 2,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,Missed,,,,,,,,,,,,,,,,,,,
499,PT08M46.00S,2021-12-11T02:22:04.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,72,70,2021-12-11T02:22:04Z,4980000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,498.0,,,,,,,,,,,,,,,,,,
500,PT08M46.00S,2021-12-11T02:22:17.7Z,4,REGULAR,freethrow,2 of 2,[],1630201,,,1610612761,73,70,2021-12-11T02:22:17Z,4990000,,,0,,M. Flynn Free Throw 2 of 2 (1 PTS),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
501,PT08M27.00S,2021-12-11T02:22:38.8Z,4,REGULAR,3pt,Jump Shot,[],1630167,94.56307490144546,5.392156862745098,1610612752,73,70,2021-12-11T02:22:44Z,5000000,-223.0,-1.0,1,right,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,22.3,Missed,,,,,,,,,,,,,,,,,,,
502,PT08M23.00S,2021-12-11T02:22:42.8Z,4,REGULAR,rebound,defensive,[],1629004,,,1610612761,73,70,2021-12-11T02:22:44Z,5010000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:2),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,501.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
503,PT08M14.00S,2021-12-11T02:22:50.3Z,4,REGULAR,3pt,Jump Shot,[],1629004,33.196452036793694,50.73529411764706,1610612761,73,70,2021-12-11T02:22:55Z,5020000,-4.0,260.0,1,left,MISS S. Mykhailiuk 25' pullup 3PT,[1629004],1610612761.0,TOR,pullup,,,Mykhailiuk,S. Mykhailiuk,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,,
504,PT08M11.00S,2021-12-11T02:22:53.3Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612752,73,70,2021-12-11T02:22:55Z,5030000,,,0,,O. Toppin REBOUND (Off:2 Def:7),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,503.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
505,PT07M49.00S,2021-12-11T02:23:16.0Z,4,REGULAR,3pt,Jump Shot,[],1630167,92.06636005256242,3.6764705882352944,1610612752,73,73,2021-12-11T02:23:20Z,5040000,-232.0,22.0,1,right,O. Toppin 3PT  (15 PTS) (I. Quickley 1 AST),"[1630167, 1630193]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,23.27,Made,,,,,15.0,,I. Quickley,1630193.0,1.0,,,,,,,,,,
507,PT07M27.00S,2021-12-11T02:23:37.8Z,4,REGULAR,2pt,Jump Shot,[],1629018,7.703679369250986,68.87254901960785,1610612761,75,73,2021-12-11T02:23:50Z,5060000,-94.0,20.0,1,left,G. Trent Jr. 9' driving floating Jump Shot (20 PTS),[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,9.65,Made,,,,,20.0,,,,,,,,,,,,,,
509,PT07M05.00S,2021-12-11T02:23:59.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,82.34231274638634,39.705882352941174,1610612752,75,73,2021-12-11T02:24:03Z,5080000,-51.0,113.0,1,right,MISS D. Rose 12' pullup Shot,[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,12.46,Missed,,,,,,,,,,,,,,,,,,,
510,PT07M03.00S,2021-12-11T02:24:01.3Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,75,73,2021-12-11T02:24:03Z,5090000,,,0,,S. Barnes REBOUND (Off:3 Def:10),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,509.0,13.0,10.0,3.0,,,,,,,,,,,,,,,
511,PT06M53.00S,2021-12-11T02:24:12.2Z,4,REGULAR,3pt,Jump Shot,[],1630201,32.40801576872536,33.088235294117645,1610612761,75,73,2021-12-11T02:24:19Z,5100000,85.0,252.0,1,left,MISS M. Flynn 26' step back 3PT,[1630201],1610612761.0,TOR,step back,,,Flynn,M. Flynn,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,,
512,PT06M52.00S,2021-12-11T02:24:13.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,75,73,2021-12-11T02:24:19Z,5110000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,511.0,,,,,,,,,,,,,,,,,,
513,PT06M52.00S,2021-12-11T02:24:18.9Z,4,REGULAR,foul,personal,[],1630193,,,1610612761,75,73,2021-12-11T02:24:56Z,5120000,,,0,,I. Quickley loose ball personal FOUL (3 PF),"[1630193, 1630567]",1610612752.0,NYK,loose ball,,,Quickley,I. Quickley,,,,,,,,,,,,2004.0,,,,,,,3.0,0.0,Barnes,1630567.0,,,
515,PT06M52.00S,2021-12-11T02:24:29.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,75,73,2021-12-11T02:24:29Z,5140000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT06M52.00S,2021-12-11T02:25:35.5Z,4,REGULAR,substitution,out,[],1630201,,,1610612761,75,73,2021-12-11T02:26:33Z,5150000,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT06M52.00S,2021-12-11T02:25:35.5Z,4,REGULAR,substitution,in,[],1627832,,,1610612761,75,73,2021-12-11T02:26:33Z,5160000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT06M39.00S,2021-12-11T02:27:24.1Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630567,9.017739816031538,60.29411764705882,1610612761,77,73,2021-12-11T02:27:28Z,5170000,-51.0,32.0,1,left,S. Barnes 6' turnaround Hook (8 PTS) (F. VanVleet 10 AST),"[1630567, 1627832]",1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,6.08,Made,,,,,8.0,,F. VanVleet,1627832.0,10.0,,,,,,,,,,
520,PT06M25.00S,2021-12-11T02:27:38.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,93.9060446780552,50.0,1610612752,77,75,2021-12-11T02:27:42Z,5190000,0.0,5.0,1,right,O. Toppin alley-oop DUNK (17 PTS) (I. Quickley 2 AST),"[1630167, 1630193]",1610612752.0,NYK,alley-oop,,,Toppin,O. Toppin,,,,,0.48,Made,,,,,17.0,,I. Quickley,1630193.0,2.0,,,,,,,,,,
522,PT06M07.00S,2021-12-11T02:27:55.7Z,4,REGULAR,2pt,Jump Shot,[],1627783,22.946780551905388,43.872549019607845,1610612761,77,75,2021-12-11T02:28:02Z,5210000,31.0,163.0,1,left,MISS P. Siakam 16' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,16.6,Missed,,,,,,,,,,,,,,,,,,,
