actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
90,PT05M09.00S,2022-02-04T00:53:47.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",202696,94.40999984741211,50.0,1610612741,15,14,2022-02-04T00:53:47Z,860000,0.0,0.0,1,right,N. Vucevic putback DUNK (5 PTS),[202696],1610612741.0,CHI,putback,,,Vucevic,N. Vucevic,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,,
91,PT04M54.00S,2022-02-04T00:54:02.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,7.703679369250986,48.28431372549019,1610612761,17,14,2022-02-04T00:54:08Z,870000,9.0,20.0,1,left,O. Anunoby cutting DUNK (2 PTS) (P. Siakam 1 AST),"[1628384, 1627783]",1610612761.0,TOR,cutting,,,Anunoby,O. Anunoby,,,,,2.17,Made,2.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,,
93,PT04M32.00S,2022-02-04T00:54:24.0Z,1,REGULAR,3pt,Jump Shot,[],1630245,67.23061760840999,41.42156862745098,1610612741,17,14,2022-02-04T00:54:28Z,890000,-43.0,256.0,1,right,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M29.00S,2022-02-04T00:54:27.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,17,14,2022-02-04T00:54:28Z,900000,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,93.0,4.0,4.0,0.0,,,
95,PT04M23.00S,2022-02-04T00:54:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,5.338370565045992,46.32352941176471,1610612761,19,14,2022-02-04T00:54:37Z,910000,18.0,-2.0,1,left,P. Achiuwa Layup (2 PTS) (P. Siakam 2 AST),"[1630173, 1627783]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,1.85,Made,2.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,,,,,
97,PT04M13.00S,2022-02-04T00:54:43.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,94.03745072273325,49.01960784313725,1610612741,19,16,2022-02-04T00:54:48Z,930000,-5.0,4.0,1,right,Z. LaVine driving Layup (5 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,0.6,Made,5.0,,,,,,,,,,,,,,,,,,
98,PT03M48.00S,2022-02-04T00:55:08.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,13.091327201051248,47.30392156862745,1610612761,19,16,2022-02-04T00:55:14Z,940000,13.0,71.0,1,left,MISS P. Achiuwa 7' pullup Shot,[1630173],1610612761.0,TOR,pullup,,,Achiuwa,P. Achiuwa,,,,,7.19,Missed,,,,,,,,,,,,,,,,,,,
99,PT03M46.00S,2022-02-04T00:55:10.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,19,16,2022-02-04T00:55:14Z,950000,,,0,,N. Vucevic REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,98.0,5.0,4.0,1.0,,,
100,PT03M36.00S,2022-02-04T00:55:22.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,19,16,2022-02-04T00:55:22Z,960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M36.00S,2022-02-04T00:55:25.1Z,1,REGULAR,substitution,out,[],1628384,,,1610612741,19,16,2022-02-04T00:55:28Z,970000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M36.00S,2022-02-04T00:55:25.1Z,1,REGULAR,substitution,in,[],1628449,,,1610612741,19,16,2022-02-04T00:55:28Z,980000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M36.00S,2022-02-04T00:55:34.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,19,16,2022-02-04T00:55:34Z,990000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M34.00S,2022-02-04T00:58:31.4Z,1,REGULAR,3pt,Jump Shot,[],1629632,67.62483574244416,63.970588235294116,1610612741,19,19,2022-02-04T00:58:36Z,1000000,70.0,252.0,1,right,C. White 26' 3PT  (3 PTS) (A. Dosunmu 1 AST),"[1629632, 1630245]",1610612741.0,CHI,,,,White,C. White,,,,,26.13,Made,3.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,,,
106,PT03M19.00S,2022-02-04T00:58:45.5Z,1,REGULAR,2pt,Jump Shot,[],1629018,22.026938239159,48.77450980392157,1610612761,19,19,2022-02-04T00:58:51Z,1020000,6.0,155.0,1,left,MISS G. Trent Jr. 15' fadeaway Shot,[1629018],1610612761.0,TOR,fadeaway,,,Trent Jr.,G. Trent Jr.,,,,,15.47,Missed,,,,,,,,,,,,,,,,,,,
107,PT03M15.00S,2022-02-04T00:58:49.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,19,19,2022-02-04T00:58:51Z,1030000,,,0,,N. Vucevic REBOUND (Off:1 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,106.0,6.0,5.0,1.0,,,
108,PT03M06.00S,2022-02-04T00:58:58.3Z,1,REGULAR,3pt,Jump Shot,[],1629632,66.17936925098554,56.372549019607845,1610612741,19,19,2022-02-04T00:59:02Z,1040000,32.0,265.0,1,right,MISS C. White 26' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,,
109,PT03M03.00S,2022-02-04T00:59:01.3Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,19,19,2022-02-04T00:59:02Z,1050000,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,108.0,3.0,2.0,1.0,,,
110,PT02M53.00S,2022-02-04T00:59:14.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,19,19,2022-02-04T00:59:14Z,1060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M53.00S,2022-02-04T00:59:15.6Z,1,REGULAR,substitution,out,[],203897,,,1610612761,19,19,2022-02-04T00:59:22Z,1070000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M53.00S,2022-02-04T00:59:15.6Z,1,REGULAR,substitution,out,[],202696,,,1610612761,19,19,2022-02-04T00:59:22Z,1080000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M53.00S,2022-02-04T00:59:15.6Z,1,REGULAR,substitution,in,[],201942,,,1610612761,19,19,2022-02-04T00:59:22Z,1090000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M53.00S,2022-02-04T00:59:15.6Z,1,REGULAR,substitution,in,[],1629744,,,1610612761,19,19,2022-02-04T00:59:22Z,1100000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M53.00S,2022-02-04T00:59:15.6Z,1,REGULAR,substitution,out,[],1630245,,,1610612761,19,19,2022-02-04T00:59:35Z,1110000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M53.00S,2022-02-04T00:59:15.6Z,1,REGULAR,substitution,in,[],1628396,,,1610612761,19,19,2022-02-04T00:59:35Z,1120000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M41.00S,2022-02-04T00:59:44.6Z,1,REGULAR,2pt,Jump Shot,[],1627783,6.915243101182654,75.73529411764706,1610612761,21,19,2022-02-04T00:59:49Z,1130000,-129.0,13.0,1,left,P. Siakam 12' fadeaway Jump Shot (6 PTS),[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,12.93,Made,6.0,,,,,,,,,,,,,,,,,,
118,PT02M26.00S,2022-02-04T00:59:59.3Z,1,REGULAR,3pt,Jump Shot,[],1628972,92.06636005256242,96.56862745098039,1610612741,21,19,2022-02-04T01:00:05Z,1140000,233.0,22.0,1,right,MISS T. Brown Jr. 3PT,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,23.38,Missed,,,,,,,,,,,,,,,,,,,
119,PT02M23.00S,2022-02-04T01:00:02.3Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,21,19,2022-02-04T01:00:05Z,1150000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,118.0,1.0,1.0,0.0,,,
120,PT02M16.00S,2022-02-04T01:00:09.3Z,1,REGULAR,2pt,Jump Shot,[],1627832,19.92444152431012,25.0,1610612761,21,19,2022-02-04T01:00:24Z,1160000,125.0,135.0,1,left,MISS F. VanVleet 18' running pullup Shot,[1627832],1610612761.0,TOR,running pullup,,,VanVleet,F. VanVleet,,,,,18.38,Missed,,,,,,,,,,,,,,,,,,,
121,PT02M14.00S,2022-02-04T01:00:11.3Z,1,REGULAR,rebound,defensive,[],1629744,,,1610612741,21,19,2022-02-04T01:00:17Z,1170000,,,0,,M. Thomas REBOUND (Off:0 Def:1),[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,120.0,1.0,1.0,0.0,,,
122,PT02M02.00S,2022-02-04T01:00:29.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612741,21,19,2022-02-04T01:00:29Z,1180000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M02.00S,2022-02-04T01:01:33.8Z,1,REGULAR,substitution,out,[],1629018,,,1610612741,21,19,2022-02-04T01:01:46Z,1190000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M02.00S,2022-02-04T01:01:33.8Z,1,REGULAR,substitution,out,[],1627783,,,1610612741,21,19,2022-02-04T01:01:46Z,1200000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M02.00S,2022-02-04T01:01:33.8Z,1,REGULAR,substitution,in,[],1628384,,,1610612741,21,19,2022-02-04T01:01:46Z,1210000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M02.00S,2022-02-04T01:01:33.8Z,1,REGULAR,substitution,in,[],1630567,,,1610612741,21,19,2022-02-04T01:01:46Z,1220000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M55.00S,2022-02-04T01:02:09.4Z,1,REGULAR,3pt,Jump Shot,[],1628972,88.51839684625493,3.1862745098039214,1610612741,21,19,2022-02-04T01:02:13Z,1230000,-234.0,55.0,1,right,MISS T. Brown Jr. 24' 3PT,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,24.06,Missed,,,,,,,,,,,,,,,,,,,
128,PT01M51.00S,2022-02-04T01:02:13.4Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,21,19,2022-02-04T01:02:13Z,1240000,,,0,,P. Achiuwa REBOUND (Off:1 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,127.0,4.0,3.0,1.0,,,
129,PT01M39.00S,2022-02-04T01:02:24.4Z,1,REGULAR,2pt,Jump Shot,[],1628384,9.411957950065702,77.69607843137256,1610612761,21,19,2022-02-04T01:02:30Z,1250000,-138.0,36.0,1,left,MISS O. Anunoby 14' step back Shot,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,14.31,Missed,,,,,,,,,,,,,,,,,,,
130,PT01M35.00S,2022-02-04T01:02:28.4Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,21,19,2022-02-04T01:02:30Z,1260000,,,0,,P. Achiuwa REBOUND (Off:2 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,129.0,5.0,3.0,2.0,,,
131,PT01M35.00S,2022-02-04T01:02:29.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630173,5.590000152587891,50.0,1610612761,21,19,2022-02-04T01:02:33Z,1270000,0.0,0.0,1,left,MISS P. Achiuwa tip Layup,[1630173],1610612761.0,TOR,tip,,,Achiuwa,P. Achiuwa,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M35.00S,2022-02-04T01:02:29.0Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612761,21,19,2022-02-04T01:02:33Z,1280000,,,0,,P. Achiuwa REBOUND (Off:3 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,131.0,6.0,3.0,3.0,,,
133,PT01M33.00S,2022-02-04T01:02:30.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630173,5.590000152587891,50.0,1610612761,21,19,2022-02-04T01:02:30Z,1290000,0.0,0.0,1,left,MISS P. Achiuwa putback DUNK - blocked,"[1630173, 1628396]",1610612761.0,TOR,putback,,,Achiuwa,P. Achiuwa,,,,,0.0,Missed,,,,,,,,,,,,,,,,,Bradley,1628396.0,
134,PT01M33.00S,2022-02-04T01:02:30.8Z,1,REGULAR,block,,[],1628396,,,1610612761,21,19,2022-02-04T01:02:32Z,1300000,,,0,,T. Bradley BLOCK (1 BLK),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M31.00S,2022-02-04T01:02:33.0Z,1,REGULAR,rebound,defensive,[],1628396,,,1610612741,21,19,2022-02-04T01:02:33Z,1310000,,,0,,T. Bradley REBOUND (Off:0 Def:1),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,133.0,1.0,1.0,0.0,,,
136,PT01M27.00S,2022-02-04T01:02:36.9Z,1,REGULAR,turnover,lost ball,[],201942,,,1610612741,21,19,2022-02-04T01:02:46Z,1320000,,,0,,D. DeRozan lost ball TURNOVER (2 TO),"[201942, 1627832]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,2.0,VanVleet,1627832.0,,,,,,,,,,,,
137,PT01M27.00S,2022-02-04T01:02:36.9Z,1,REGULAR,steal,,[],1627832,,,1610612761,21,19,2022-02-04T01:02:38Z,1330000,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M16.00S,2022-02-04T01:02:48.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630567,11.777266754270697,42.64705882352941,1610612761,21,19,2022-02-04T01:02:56Z,1340000,37.0,58.0,1,left,MISS S. Barnes 6' driving finger roll Layup,[1630567],1610612761.0,TOR,driving finger roll,,,Barnes,S. Barnes,,,,,6.89,Missed,,,,,,,,,,,,,,,,,,,
139,PT01M12.00S,2022-02-04T01:02:52.3Z,1,REGULAR,rebound,defensive,[],1629744,,,1610612741,21,19,2022-02-04T01:02:56Z,1350000,,,0,,M. Thomas REBOUND (Off:0 Def:2),[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,138.0,2.0,2.0,0.0,,,
140,PT01M06.00S,2022-02-04T01:02:57.6Z,1,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612741,21,19,2022-02-04T01:03:07Z,1360000,,,0,,C. Boucher shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1628449, 201942]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,,,1628954.0,1.0,0.0,DeRozan,201942.0,,,,,,,
142,PT01M06.00S,2022-02-04T01:03:21.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201942,,,1610612741,21,20,2022-02-04T01:03:21Z,1380000,,,0,,D. DeRozan Free Throw 1 of 2 (1 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
143,PT01M06.00S,2022-02-04T01:03:41.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201942,,,1610612741,21,21,2022-02-04T01:03:41Z,1390000,,,0,,D. DeRozan Free Throw 2 of 2 (2 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
144,PT00M55.50S,2022-02-04T01:03:58.6Z,1,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612761,21,21,2022-02-04T01:04:04Z,1400000,,,0,,C. White shooting personal FOUL (1 PF) (VanVleet 2 FT),"[1629632, 1627832]",1610612741.0,CHI,shooting,,,White,C. White,,,,,,,,,,,,,,1155.0,1.0,0.0,VanVleet,1627832.0,,,,,,,
146,PT00M55.50S,2022-02-04T01:04:19.5Z,1,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,22,21,2022-02-04T01:04:19Z,1420000,,,0,,F. VanVleet Free Throw 1 of 2 (6 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
147,PT00M55.50S,2022-02-04T01:04:32.1Z,1,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,23,21,2022-02-04T01:04:32Z,1430000,,,0,,F. VanVleet Free Throw 2 of 2 (7 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
148,PT00M43.20S,2022-02-04T01:04:46.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,81.68528252299606,47.05882352941176,1610612741,23,21,2022-02-04T01:06:37Z,1440000,-15.0,120.0,1,right,MISS D. DeRozan 12' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,12.06,Missed,,,,,,,,,,,,,,,,,,,
149,PT00M40.00S,2022-02-04T01:04:50.0Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,23,21,2022-02-04T01:04:55Z,1450000,,,0,,P. Achiuwa REBOUND (Off:3 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,148.0,7.0,4.0,3.0,,,
150,PT00M26.90S,2022-02-04T01:05:03.0Z,1,REGULAR,3pt,Jump Shot,[],1628384,10.463206307490145,95.83333333333334,1610612761,26,21,2022-02-04T01:05:07Z,1460000,-229.0,46.0,1,left,O. Anunoby 3PT  (5 PTS) (F. VanVleet 2 AST),"[1628384, 1627832]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,23.38,Made,5.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,,,,,,
152,PT00M15.00S,2022-02-04T01:05:20.1Z,1,REGULAR,violation,kicked ball,[],1630567,,,1610612741,26,21,2022-02-04T01:05:24Z,1480000,,,0,,S. Barnes kicked ball VIOLATION,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,201640.0,,,,,,,,,,,
153,PT00M05.30S,2022-02-04T01:05:43.8Z,1,REGULAR,3pt,Jump Shot,[],1628972,68.01905387647832,23.03921568627451,1610612741,26,24,2022-02-04T01:05:53Z,1490000,-135.0,248.0,1,right,T. Brown Jr. 28' 3PT  (3 PTS) (C. White 1 AST),"[1628972, 1629632]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,28.24,Made,3.0,C. White,1629632.0,1.0,,,,,,,,,,,,,,,
155,PT00M00.20S,2022-02-04T01:06:01.2Z,1,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,26,24,2022-02-04T01:06:07Z,1510000,,,0,,F. VanVleet bad pass out-of-bounds TURNOVER (1 TO),[1627832],1610612761.0,TOR,bad pass,,,VanVleet,F. VanVleet,,,,,,,,,,,1.0,,,201640.0,,,,,,,,,,,
156,PT00M00.00S,2022-02-04T01:06:11.7Z,1,REGULAR,period,end,[],0,,,1610612741,26,24,2022-02-04T01:06:11Z,1520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-02-04T01:06:22.7Z,2,REGULAR,substitution,out,['startperiod'],1630173,,,1610612741,26,24,2022-02-04T01:08:33Z,1530000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-02-04T01:06:22.7Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612741,26,24,2022-02-04T01:08:33Z,1540000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-02-04T01:06:22.7Z,2,REGULAR,substitution,in,['startperiod'],1630625,,,1610612741,26,24,2022-02-04T01:08:33Z,1550000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-02-04T01:06:22.7Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612741,26,24,2022-02-04T01:08:33Z,1560000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-02-04T01:08:50.0Z,2,REGULAR,period,start,[],0,,,1610612741,26,24,2022-02-04T01:08:50Z,1570000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M50.00S,2022-02-04T01:08:59.7Z,2,REGULAR,3pt,Jump Shot,[],1629632,68.15045992115637,67.8921568627451,1610612741,26,27,2022-02-04T01:09:04Z,1580000,89.0,247.0,1,right,C. White 26' 3PT  (6 PTS) (D. DeRozan 1 AST),"[1629632, 201942]",1610612741.0,CHI,,,,White,C. White,,,,,26.26,Made,6.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,,
164,PT11M24.00S,2022-02-04T01:09:24.8Z,2,REGULAR,3pt,Jump Shot,[],1628449,29.38567674113009,21.323529411764707,1610612761,26,27,2022-02-04T01:09:29Z,1600000,143.0,224.0,1,left,MISS C. Boucher 26' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
165,PT11M21.00S,2022-02-04T01:09:27.8Z,2,REGULAR,rebound,offensive,[],1630625,,,1610612761,26,27,2022-02-04T01:09:29Z,1610000,,,0,,D. Banton REBOUND (Off:1 Def:0),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,164.0,1.0,0.0,1.0,,,
166,PT11M19.00S,2022-02-04T01:09:30.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,34.11629434954008,45.34313725490196,1610612761,26,27,2022-02-04T01:09:36Z,1620000,23.0,268.0,1,left,MISS O. Anunoby 26' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,26.92,Missed,,,,,,,,,,,,,,,,,,,
167,PT11M14.00S,2022-02-04T01:09:34.8Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,26,27,2022-02-04T01:09:34Z,1630000,,,0,,C. Boucher REBOUND (Off:1 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,166.0,2.0,1.0,1.0,,,
168,PT11M14.00S,2022-02-04T01:09:34.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628449,5.590000152587891,50.0,1610612761,28,27,2022-02-04T01:09:34Z,1640000,0.0,0.0,1,left,C. Boucher tip DUNK (2 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
169,PT11M05.00S,2022-02-04T01:09:43.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629632,90.75229960578186,38.48039215686275,1610612741,28,27,2022-02-04T01:09:50Z,1650000,-58.0,34.0,1,right,MISS C. White 6' driving bank Hook,[1629632],1610612741.0,CHI,driving bank,,,White,C. White,,,,,6.71,Missed,,,,,,,,,,,,,,,,,,,
170,PT11M03.00S,2022-02-04T01:09:45.4Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,28,27,2022-02-04T01:09:50Z,1660000,,,0,,C. Boucher REBOUND (Off:1 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,169.0,3.0,2.0,1.0,,,
171,PT10M50.00S,2022-02-04T01:09:59.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,13.091327201051248,44.36274509803921,1610612761,28,27,2022-02-04T01:10:06Z,1670000,28.0,71.0,1,left,MISS P. Siakam 7' fadeaway Shot,[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,7.6,Missed,,,,,,,,,,,,,,,,,,,
172,PT10M48.00S,2022-02-04T01:10:01.0Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,28,27,2022-02-04T01:10:01Z,1680000,,,0,,C. Boucher REBOUND (Off:2 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,171.0,4.0,2.0,2.0,,,
173,PT10M46.00S,2022-02-04T01:10:02.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628449,7.966491458607096,50.0,1610612761,28,27,2022-02-04T01:10:12Z,1690000,0.0,22.0,1,left,MISS C. Boucher Hook,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,2.24,Missed,,,,,,,,,,,,,,,,,,,
