actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
437,PT04M19.00S,2021-12-01T02:05:09.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630583,16.507884362680684,49.26470588235294,1610612763,60,63,2021-12-01T02:05:27Z,4350000,4.0,103.0,1,left,S. Aldama 10' floating Jump Shot (2 PTS) (D. Melton 2 AST),"[1630583, 1629001]",1610612763.0,MEM,floating,,,Aldama,S. Aldama,,,,,10.28,Made,2.0,,,,,,,,,,,,,D. Melton,1629001.0,2.0,,,
439,PT04M07.00S,2021-12-01T02:05:25.2Z,3,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,60,63,2021-12-01T02:05:34Z,4370000,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (2 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,,,,,,,,2.0,1199.0,,,,,,,,,,,,
440,PT04M07.00S,2021-12-01T02:05:28.7Z,3,REGULAR,substitution,out,[],203500,,,1610612763,60,63,2021-12-01T02:05:36Z,4380000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M07.00S,2021-12-01T02:05:28.7Z,3,REGULAR,substitution,in,[],1629634,,,1610612763,60,63,2021-12-01T02:05:36Z,4390000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M07.00S,2021-12-01T02:05:28.7Z,3,REGULAR,substitution,out,[],1630173,,,1610612763,60,63,2021-12-01T02:06:06Z,4395000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M07.00S,2021-12-01T02:05:28.7Z,3,REGULAR,substitution,in,[],1629067,,,1610612763,60,63,2021-12-01T02:06:06Z,4397500,,,0,,SUB in: I. Bonga,[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M50.00S,2021-12-01T02:05:55.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629001,26.757555847568987,14.950980392156863,1610612763,60,63,2021-12-01T02:06:10Z,4400000,175.0,199.0,1,left,MISS D. Melton 26' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,,
443,PT03M46.00S,2021-12-01T02:05:59.2Z,3,REGULAR,rebound,defensive,[],1629139,,,1610612761,60,63,2021-12-01T02:05:59Z,4410000,,,0,,Y. Watanabe REBOUND (Off:0 Def:2),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,442.0,2.0,2.0,0.0,,,,,,,,,,,,,,
446,PT03M40.00S,2021-12-01T02:06:08.3Z,3,REGULAR,turnover,traveling,[],1630625,,,1610612761,60,63,2021-12-01T02:06:52Z,4420000,,,0,,D. Banton traveling TURNOVER (2 TO),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,2.0,1179.0,,,,,,,,,,,,
447,PT03M25.00S,2021-12-01T02:06:33.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629001,15.588042049934298,50.245098039215684,1610612763,60,65,2021-12-01T02:06:39Z,4430000,-1.0,94.0,1,left,D. Melton 9' driving floating Jump Shot (6 PTS),[1629001],1610612763.0,MEM,driving floating,,,Melton,D. Melton,,,,,9.4,Made,6.0,,,,,,,,,,,,,,,,,,
448,PT03M05.00S,2021-12-01T02:06:52.8Z,3,REGULAR,2pt,Jump Shot,[],1629067,83.36070959264126,13.725490196078425,1610612761,60,65,2021-12-01T02:39:08Z,4440000,-181.0,104.0,1,right,MISS I. Bonga 20' Jump Shot,[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,20.9,Missed,,,,,,,,,,,,,,,,,,,
449,PT03M02.00S,2021-12-01T02:06:55.8Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612763,60,65,2021-12-01T02:07:02Z,4450000,,,0,,D. Melton REBOUND (Off:2 Def:5),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,448.0,7.0,5.0,2.0,,,,,,,,,,,,,,
450,PT02M54.00S,2021-12-01T02:07:03.5Z,3,REGULAR,3pt,Jump Shot,[],1630583,33.196452036793694,47.549019607843135,1610612763,60,65,2021-12-01T02:07:10Z,4460000,12.0,260.0,1,left,MISS S. Aldama 25' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,25.98,Missed,,,,,,,,,,,,,,,,,,,
451,PT02M49.00S,2021-12-01T02:07:08.5Z,3,REGULAR,rebound,defensive,[],1630625,,,1610612761,60,65,2021-12-01T02:07:10Z,4470000,,,0,,D. Banton REBOUND (Off:3 Def:2),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,450.0,5.0,2.0,3.0,,,,,,,,,,,,,,
452,PT02M40.00S,2021-12-01T02:07:19.1Z,3,REGULAR,foul,personal,['2freethrow'],1630583,,,1610612761,60,65,2021-12-01T02:07:31Z,4480000,,,0,,S. Aldama shooting personal FOUL (1 PF) (Bonga 2 FT),"[1630583, 1629067]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,,,,,,,,,1199.0,1.0,0.0,Bonga,1629067.0,,,,,,,,
454,PT02M40.00S,2021-12-01T02:07:35.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,60,65,2021-12-01T02:07:35Z,4500000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M40.00S,2021-12-01T02:07:37.4Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,60,65,2021-12-01T02:10:22Z,4510000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M40.00S,2021-12-01T02:07:37.4Z,3,REGULAR,substitution,out,[],1627832,,,1610612761,60,65,2021-12-01T02:10:22Z,4520000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT02M40.00S,2021-12-01T02:07:37.4Z,3,REGULAR,substitution,out,[],1626145,,,1610612761,60,65,2021-12-01T02:10:22Z,4530000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M40.00S,2021-12-01T02:07:37.4Z,3,REGULAR,substitution,in,[],1630201,,,1610612761,60,65,2021-12-01T02:10:22Z,4540000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M40.00S,2021-12-01T02:07:37.4Z,3,REGULAR,substitution,in,[],1627783,,,1610612761,60,65,2021-12-01T02:10:22Z,4550000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M40.00S,2021-12-01T02:07:37.4Z,3,REGULAR,substitution,in,[],1630217,,,1610612761,60,65,2021-12-01T02:10:22Z,4560000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M40.00S,2021-12-01T02:10:35.0Z,3,REGULAR,freethrow,1 of 2,[],1629067,,,1610612761,60,65,2021-12-01T02:10:35Z,4570000,,,0,,MISS I. Bonga Free Throw 1 of 2,[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,Missed,,,,,,,,,,,,,,,,,,,
462,PT02M40.00S,2021-12-01T02:10:35.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,60,65,2021-12-01T02:10:35Z,4580000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,461.0,,,,,,,,,,,,,,,,,
463,PT02M40.00S,2021-12-01T02:10:48.3Z,3,REGULAR,freethrow,2 of 2,[],1629067,,,1610612761,61,65,2021-12-01T02:10:48Z,4590000,,,0,,I. Bonga Free Throw 2 of 2 (1 PTS),[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
464,PT02M28.00S,2021-12-01T02:11:03.1Z,3,REGULAR,turnover,bad pass,[],1630217,,,1610612763,61,65,2021-12-01T02:11:08Z,4600000,,,0,,D. Bane bad pass TURNOVER (3 TO),"[1630217, 1629067]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,3.0,,,,,,Bonga,1629067.0,,,,,,
465,PT02M28.00S,2021-12-01T02:11:03.1Z,3,REGULAR,steal,,[],1629067,,,1610612761,61,65,2021-12-01T02:11:05Z,4610000,,,0,,I. Bonga STEAL (2 STL),[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M24.00S,2021-12-01T02:11:07.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629067,93.51182654402102,50.0,1610612761,61,65,2021-12-01T02:11:21Z,4620000,0.0,8.0,1,right,MISS I. Bonga running Layup - blocked,"[1629067, 1630217]",1610612761.0,TOR,running,,,Bonga,I. Bonga,,,,,0.85,Missed,,,,,,,,,,,,,,,,,Bane,1630217.0,
467,PT02M24.00S,2021-12-01T02:11:07.6Z,3,REGULAR,block,,[],1630217,,,1610612761,61,65,2021-12-01T02:11:12Z,4630000,,,0,,D. Bane BLOCK (1 BLK),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M18.00S,2021-12-01T02:11:13.6Z,3,REGULAR,rebound,offensive,[],1629139,,,1610612761,61,65,2021-12-01T02:11:13Z,4640000,,,0,,Y. Watanabe REBOUND (Off:1 Def:2),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,466.0,3.0,2.0,1.0,,,,,,,,,,,,,,
469,PT02M17.00S,2021-12-01T02:11:14.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629139,93.51182654402102,49.26470588235294,1610612761,63,65,2021-12-01T02:17:45Z,4650000,-4.0,8.0,1,right,Y. Watanabe putback Layup (11 PTS),[1629139],1610612761.0,TOR,putback,,,Watanabe,Y. Watanabe,,,,,0.93,Made,11.0,,,,,,,,,,,,,,,,,,
470,PT02M02.00S,2021-12-01T02:11:29.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203937,14.4053876478318,47.05882352941176,1610612763,63,65,2021-12-01T02:11:36Z,4660000,15.0,83.0,1,left,MISS K. Anderson 8' turnaround Hook,[203937],1610612763.0,MEM,turnaround,,,Anderson,K. Anderson,,,,,8.42,Missed,,,,,,,,,,,,,,,,,,,
471,PT01M59.00S,2021-12-01T02:11:32.1Z,3,REGULAR,rebound,defensive,[],1629139,,,1610612761,63,65,2021-12-01T02:11:32Z,4670000,,,0,,Y. Watanabe REBOUND (Off:1 Def:3),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,470.0,4.0,3.0,1.0,,,,,,,,,,,,,,
472,PT01M46.00S,2021-12-01T02:11:44.9Z,3,REGULAR,3pt,Jump Shot,[],1629139,68.15045992115637,60.78431372549019,1610612761,63,65,2021-12-01T02:11:50Z,4680000,54.0,247.0,1,right,MISS Y. Watanabe 25' 3PT,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
473,PT01M43.00S,2021-12-01T02:11:47.9Z,3,REGULAR,rebound,defensive,[],1630583,,,1610612763,63,65,2021-12-01T02:11:50Z,4690000,,,0,,S. Aldama REBOUND (Off:2 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,472.0,4.0,2.0,2.0,,,,,,,,,,,,,,
474,PT01M35.00S,2021-12-01T02:11:55.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,11.514454664914586,50.73529411764706,1610612763,63,65,2021-12-01T02:12:09Z,4700000,-4.0,56.0,1,left,MISS D. Melton driving floating Shot - blocked,"[1629001, 1627783]",1610612763.0,MEM,driving floating,,,Melton,D. Melton,,,,,5.58,Missed,,,,,,,,,,,,,,,,,Siakam,1627783.0,
475,PT01M35.00S,2021-12-01T02:11:55.9Z,3,REGULAR,block,,[],1627783,,,1610612763,63,65,2021-12-01T02:11:59Z,4710000,,,0,,P. Siakam BLOCK (2 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT01M31.00S,2021-12-01T02:11:59.9Z,3,REGULAR,rebound,offensive,[],1629001,,,1610612763,63,65,2021-12-01T02:12:03Z,4720000,,,0,,D. Melton REBOUND (Off:3 Def:5),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,474.0,8.0,5.0,3.0,,,,,,,,,,,,,,
477,PT01M31.00S,2021-12-01T02:12:02.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612763,63,65,2021-12-01T02:12:19Z,4730000,,,0,,P. Siakam personal FOUL (5 PF) (Melton 2 FT),"[1627783, 1629001]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,1627519.0,5.0,0.0,Melton,1629001.0,,,,,,,,
479,PT01M31.00S,2021-12-01T02:12:33.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629001,,,1610612763,63,66,2021-12-01T02:17:52Z,4750000,,,0,,D. Melton Free Throw 1 of 2 (7 PTS),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
485,PT01M31.00S,2021-12-01T02:13:16.0Z,3,REGULAR,substitution,in,[],1628415,,,1610612763,63,66,2021-12-01T02:22:27Z,4777500,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT01M31.00S,2021-12-01T02:13:16.0Z,3,REGULAR,substitution,out,[],1630583,,,1610612763,63,66,2021-12-01T02:27:33Z,4778750,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
716,PT01M31.00S,2021-12-01T02:13:16.0Z,3,REGULAR,substitution,out,[],1627783,,,1610612763,63,66,2021-12-01T04:05:34Z,4779375,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
717,PT01M31.00S,2021-12-01T02:13:16.0Z,3,REGULAR,substitution,in,[],1628449,,,1610612763,63,66,2021-12-01T04:05:34Z,4779687,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT01M31.00S,2021-12-01T02:12:33.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629001,,,1610612763,63,66,2021-12-01T02:17:52Z,4780000,,,0,,MISS D. Melton Free Throw 2 of 2,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
483,PT01M30.00S,2021-12-01T02:12:34.8Z,3,REGULAR,rebound,defensive,[],1629067,,,1610612761,63,66,2021-12-01T02:37:11Z,4790000,,,0,,I. Bonga REBOUND (Off:0 Def:1),[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,,,482.0,1.0,1.0,0.0,,,,,,,,,,,,,,
584,PT01M30.00S,2021-12-01T02:12:34.2Z,3,REGULAR,turnover,lost ball,[],1629067,,,1610612761,63,66,2021-12-01T02:30:21Z,4805000,,,0,,I. Bonga lost ball TURNOVER (1 TO),"[1629067, 1629001]",1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,,,,,,,1.0,,,,,,Melton,1629001.0,,,,,,
585,PT01M30.00S,2021-12-01T02:12:34.2Z,3,REGULAR,steal,,[],1629001,,,1610612763,63,66,2021-12-01T02:30:21Z,4812500,,,0,,D. Melton STEAL (1 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT01M28.00S,2021-12-01T02:13:07.3Z,3,REGULAR,turnover,traveling,[],1629001,,,1610612763,63,66,2021-12-01T02:31:57Z,4813437,,,0,,D. Melton traveling TURNOVER (1 TO),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,1.0,1179.0,,,,,,,,,,,,
598,PT01M28.00S,2021-12-01T02:13:38.7Z,3,REGULAR,substitution,out,[],1629001,,,1610612761,63,66,2021-12-01T02:31:57Z,4814375,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT01M28.00S,2021-12-01T02:13:38.7Z,3,REGULAR,substitution,in,[],1630583,,,1610612761,63,66,2021-12-01T02:31:57Z,4815312,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT01M17.00S,2021-12-01T02:13:40.4Z,3,REGULAR,foul,personal,[],1630217,,,1610612761,63,66,2021-12-01T02:31:13Z,4820000,,,0,,D. Bane personal FOUL (1 PF),"[1630217, 1629139]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,1627519.0,1.0,0.0,Watanabe,1629139.0,,,,,,,,
488,PT01M04.00S,2021-12-01T02:14:06.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630201,84.83902759526939,29.901960784313726,1610612761,65,66,2021-12-01T02:13:40Z,4840000,-100.0,90.0,1,right,M. Flynn 13' pullup Jump Shot (2 PTS),[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,13.49,Made,2.0,,,,,,,,,,,,,,,,,,
489,PT00M49.20S,2021-12-01T02:14:22.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203937,13.222733245729303,46.568627450980394,1610612763,65,68,2021-12-01T02:14:28Z,4850000,17.0,72.0,1,left,K. Anderson 7' driving Hook (6 PTS),[203937],1610612763.0,MEM,driving,,,Anderson,K. Anderson,,,,,7.38,Made,6.0,,,,,,,,,,,,,,,,,,
490,PT00M34.40S,2021-12-01T02:14:40.8Z,3,REGULAR,3pt,Jump Shot,[],1630201,66.44218134034165,49.754901960784316,1610612761,65,68,2021-12-01T02:14:48Z,4860000,-1.0,263.0,1,right,MISS M. Flynn 26' step back 3PT,[1630201],1610612761.0,TOR,step back,,,Flynn,M. Flynn,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
491,PT00M31.30S,2021-12-01T02:14:43.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,65,68,2021-12-01T02:14:48Z,4870000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,490.0,,,,,,,,,,,,,,,,,
492,PT00M31.30S,2021-12-01T02:14:45.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,65,68,2021-12-01T02:14:45Z,4880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M15.20S,2021-12-01T02:15:10.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,7.5722733245729295,52.20588235294118,1610612763,65,68,2021-12-01T02:15:17Z,4890000,-11.0,19.0,1,left,MISS D. Brooks driving reverse Layup,[1628415],1610612763.0,MEM,driving reverse,,,Brooks,D. Brooks,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,,
494,PT00M14.20S,2021-12-01T02:15:13.7Z,3,REGULAR,rebound,offensive,[],1629634,,,1610612763,65,68,2021-12-01T02:15:13Z,4900000,,,0,,B. Clarke REBOUND (Off:1 Def:0),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,493.0,1.0,0.0,1.0,,,,,,,,,,,,,,
495,PT00M14.20S,2021-12-01T02:15:13.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,5.590000152587891,50.0,1610612763,65,70,2021-12-01T02:15:13Z,4910000,0.0,0.0,1,left,B. Clarke tip Layup (2 PTS),[1629634],1610612763.0,MEM,tip,,,Clarke,B. Clarke,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
496,PT00M03.20S,2021-12-01T02:15:24.7Z,3,REGULAR,2pt,Jump Shot,[],1630625,74.58935611038108,50.0,1610612761,65,70,2021-12-01T02:15:31Z,4920000,0.0,186.0,1,right,MISS D. Banton 18' pullup Shot,[1630625],1610612761.0,TOR,pullup,,,Banton,D. Banton,,,,,18.64,Missed,,,,,,,,,,,,,,,,,,,
497,PT00M01.00S,2021-12-01T02:15:27.5Z,3,REGULAR,rebound,offensive,[],1628449,,,1610612761,65,70,2021-12-01T02:15:27Z,4930000,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,496.0,1.0,0.0,1.0,,,,,,,,,,,,,,
498,PT00M01.00S,2021-12-01T02:15:30.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,92.72339027595268,54.41176470588235,1610612761,65,70,2021-12-01T02:26:20Z,4940000,22.0,16.0,1,right,MISS C. Boucher putback Layup - blocked,"[1628449, 203937]",1610612761.0,TOR,putback,,,Boucher,C. Boucher,,,,,2.72,Missed,,,,,,,,,,,,,,,,,Anderson,203937.0,
499,PT00M01.00S,2021-12-01T02:15:30.5Z,3,REGULAR,block,,[],203937,,,1610612761,65,70,2021-12-01T02:15:34Z,4950000,,,0,,K. Anderson BLOCK (2 BLK),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT00M01.00S,2021-12-01T02:15:30.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,65,70,2021-12-01T02:15:37Z,4960000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,498.0,,,,,,,,,,,,,,,,,
501,PT00M01.00S,2021-12-01T02:15:36.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,65,70,2021-12-01T02:15:36Z,4970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT00M00.00S,2021-12-01T02:15:43.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628449,93.77463863337714,50.0,1610612761,67,70,2021-12-01T02:15:55Z,4980000,0.0,6.0,1,right,C. Boucher cutting DUNK (2 PTS) (D. Banton 2 AST),"[1628449, 1630625]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,0.6,Made,2.0,,,,,,,,,,,,,D. Banton,1630625.0,2.0,,,
504,PT00M00.00S,2021-12-01T02:16:06.9Z,3,REGULAR,instantreplay,request,[],0,,,1610612763,67,70,2021-12-01T02:16:47Z,5000000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,1179.0,,,,,,,,,,,,End Period - Good Basket
505,PT00M00.00S,2021-12-01T02:16:40.0Z,3,REGULAR,period,end,[],0,,,1610612763,67,70,2021-12-01T02:16:40Z,5010000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2021-12-01T02:17:11.2Z,4,REGULAR,substitution,out,['startperiod'],1629067,,,1610612763,67,70,2021-12-01T02:18:16Z,5020000,,,0,,SUB out: I. Bonga,[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2021-12-01T02:17:11.2Z,4,REGULAR,substitution,out,['startperiod'],203937,,,1610612763,67,70,2021-12-01T02:18:16Z,5030000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2021-12-01T02:17:11.2Z,4,REGULAR,substitution,out,['startperiod'],1630583,,,1610612763,67,70,2021-12-01T02:18:16Z,5040000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2021-12-01T02:17:11.2Z,4,REGULAR,substitution,in,['startperiod'],1630567,,,1610612763,67,70,2021-12-01T02:18:16Z,5050000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2021-12-01T02:17:11.2Z,4,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,67,70,2021-12-01T02:18:16Z,5060000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2021-12-01T02:17:11.2Z,4,REGULAR,substitution,in,['startperiod'],1629723,,,1610612763,67,70,2021-12-01T02:18:16Z,5070000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2021-12-01T02:18:26.5Z,4,REGULAR,period,start,[],0,,,1610612763,67,70,2021-12-01T02:18:26Z,5080000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT11M45.00S,2021-12-01T02:18:40.5Z,4,REGULAR,3pt,Jump Shot,[],1628415,27.808804204993432,82.1078431372549,1610612763,67,70,2021-12-01T02:18:46Z,5090000,-161.0,209.0,1,left,MISS D. Brooks 26' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,,
514,PT11M43.00S,2021-12-01T02:18:42.5Z,4,REGULAR,rebound,defensive,[],1630625,,,1610612761,67,70,2021-12-01T02:18:46Z,5100000,,,0,,D. Banton REBOUND (Off:3 Def:3),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,513.0,6.0,3.0,3.0,,,,,,,,,,,,,,
515,PT11M29.00S,2021-12-01T02:18:57.3Z,4,REGULAR,turnover,bad pass,[],1630201,,,1610612761,67,70,2021-12-01T02:19:04Z,5110000,,,0,,M. Flynn bad pass TURNOVER (2 TO),"[1630201, 1628415]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,2.0,,,,,,Brooks,1628415.0,,,,,,
