actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
88,PT03M49.00S,2022-01-12T00:55:09.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,16.376478318002626,49.01960784313725,1610612761,23,16,2022-01-12T00:55:15Z,880000,5.0,101.0,1,left,P. Achiuwa 10' floating Jump Shot (2 PTS) (P. Siakam 4 AST),"[1630173, 1627783]",1610612761.0,TOR,floating,,,Achiuwa,P. Achiuwa,,,,,,,,,10.15,Made,2.0,P. Siakam,1627783.0,4.0,,,,,,,,,,,
91,PT03M40.00S,2022-01-12T00:55:21.0Z,1,REGULAR,foul,offensive,[],201580,,,1610612756,23,16,2022-01-12T00:56:08Z,910000,,,0,,J. McGee off-the-ball offensive FOUL (1 PF),"[201580, 1629004]",1610612756.0,PHX,off-the-ball,,,McGee,J. McGee,,,,,,,,1626302.0,,,,,,,,,,,1.0,0.0,Mykhailiuk,1629004.0,,,
93,PT03M40.00S,2022-01-12T00:55:21.0Z,1,REGULAR,turnover,offensive foul,[],201580,,,1610612756,23,16,2022-01-12T00:55:21Z,930000,,,0,,J. McGee offensive foul TURNOVER (1 TO),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,1.0,,,1626302.0,,,,,,,,,,,,,,,,,
94,PT03M40.00S,2022-01-12T00:55:37.3Z,1,REGULAR,substitution,out,[],203109,,,1610612761,23,16,2022-01-12T00:55:47Z,940000,,,0,,SUB out: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M40.00S,2022-01-12T00:55:37.3Z,1,REGULAR,substitution,in,[],1630188,,,1610612761,23,16,2022-01-12T00:55:47Z,950000,,,0,,SUB in: J. Smith,[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M28.00S,2022-01-12T00:55:58.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627783,24.129434954007884,51.225490196078425,1610612761,25,16,2022-01-12T00:56:03Z,960000,-6.0,174.0,1,left,P. Siakam 17' pullup Jump Shot (4 PTS),[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,,,,,17.44,Made,4.0,,,,,,,,,,,,,,
97,PT02M59.00S,2022-01-12T00:56:27.0Z,1,REGULAR,turnover,bad pass,[],1626166,,,1610612756,25,16,2022-01-12T00:56:32Z,970000,,,0,,C. Payne bad pass TURNOVER (1 TO),"[1626166, 1630173]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,1.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,,,,
98,PT02M59.00S,2022-01-12T00:56:27.0Z,1,REGULAR,steal,,[],1630173,,,1610612761,25,16,2022-01-12T00:57:35Z,980000,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M54.00S,2022-01-12T00:56:31.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,7.703679369250986,51.71568627450981,1610612761,27,16,2022-01-12T00:56:38Z,990000,-9.0,20.0,1,left,P. Siakam running finger roll Layup (6 PTS) (F. VanVleet 1 AST),"[1627783, 1627832]",1610612761.0,TOR,running finger roll,,,Siakam,P. Siakam,,,,,,,,,2.17,Made,6.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,
101,PT02M54.00S,2022-01-12T00:56:38.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,27,16,2022-01-12T00:56:38Z,1010000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M54.00S,2022-01-12T00:58:07.0Z,1,REGULAR,substitution,out,[],1627783,,,1610612756,27,16,2022-01-12T00:58:46Z,1020000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M54.00S,2022-01-12T00:58:07.0Z,1,REGULAR,substitution,in,[],1628384,,,1610612756,27,16,2022-01-12T00:58:46Z,1030000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M45.00S,2022-01-12T00:59:35.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201580,94.1688567674113,58.333333333333336,1610612756,27,18,2022-01-12T00:59:41Z,1040000,42.0,2.0,1,right,J. McGee turnaround Hook (2 PTS) (C. Payne 1 AST),"[201580, 1626166]",1610612756.0,PHX,turnaround,,,McGee,J. McGee,,,,,,,,,4.18,Made,2.0,C. Payne,1626166.0,1.0,,,,,,,,,,,
106,PT02M25.00S,2022-01-12T00:59:55.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,7.703679369250986,52.20588235294118,1610612761,29,18,2022-01-12T01:00:00Z,1060000,-11.0,20.0,1,left,P. Achiuwa driving Layup (4 PTS),[1630173],1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,,,,,2.27,Made,4.0,,,,,,,,,,,,,,
107,PT02M13.00S,2022-01-12T01:00:07.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,81.8166885676741,49.50980392156863,1610612756,29,18,2022-01-12T01:00:12Z,1070000,-2.0,118.0,1,right,MISS D. Booker 11' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,,,,,11.84,Missed,,,,,,,,,,,,,,,
108,PT02M10.00S,2022-01-12T01:00:10.0Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,29,18,2022-01-12T01:00:12Z,1080000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,
109,PT01M53.00S,2022-01-12T01:00:26.5Z,1,REGULAR,3pt,Jump Shot,[],1630173,8.360709592641262,95.34313725490196,1610612761,29,18,2022-01-12T01:00:31Z,1090000,-227.0,26.0,1,left,MISS P. Achiuwa 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,22.82,Missed,,,,,,,,,,,,,,,
110,PT01M50.00S,2022-01-12T01:00:29.5Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,29,18,2022-01-12T01:00:31Z,1100000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,
111,PT01M40.00S,2022-01-12T01:00:39.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201580,84.44480946123521,59.31372549019608,1610612756,29,18,2022-01-12T01:00:45Z,1110000,47.0,94.0,1,right,MISS J. McGee 10' floating Shot,[201580],1610612756.0,PHX,floating,,,McGee,J. McGee,,,,,,,,,10.46,Missed,,,,,,,,,,,,,,,
112,PT01M37.00S,2022-01-12T01:00:43.0Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612756,29,18,2022-01-12T01:00:43Z,1120000,,,0,,J. Smith REBOUND (Off:1 Def:0),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,111.0,1.0,0.0,1.0,,,,,,,
113,PT01M37.00S,2022-01-12T01:00:43.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,94.40999984741211,50.0,1610612756,29,20,2022-01-12T01:00:43Z,1130000,0.0,0.0,1,right,J. Smith tip Layup (2 PTS),[1630188],1610612756.0,PHX,tip,,,Smith,J. Smith,,,,,,,,,0.0,Made,2.0,,,,,,,,,,,,,,
114,PT01M16.00S,2022-01-12T01:01:04.1Z,1,REGULAR,3pt,Jump Shot,[],1628449,33.590670170827856,27.941176470588236,1610612761,29,20,2022-01-12T01:01:08Z,1140000,110.0,263.0,1,left,MISS C. Boucher 28' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,28.55,Missed,,,,,,,,,,,,,,,
115,PT01M13.00S,2022-01-12T01:01:07.1Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,29,20,2022-01-12T01:01:08Z,1150000,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,
116,PT01M05.00S,2022-01-12T01:01:15.7Z,1,REGULAR,3pt,Jump Shot,[],1630188,79.188567674113,7.598039215686274,1610612756,29,23,2022-01-12T01:01:20Z,1160000,-212.0,143.0,1,right,J. Smith 25' 3PT  (5 PTS) (D. Booker 3 AST),"[1630188, 1626164]",1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,25.58,Made,5.0,D. Booker,1626164.0,3.0,,,,,,,,,,,
118,PT00M37.70S,2022-01-12T01:01:44.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627832,13.61695137976347,56.372549019607845,1610612761,31,23,2022-01-12T01:01:48Z,1180000,-32.0,75.0,1,left,F. VanVleet 8' turnaround bank Hook (10 PTS),[1627832],1610612761.0,TOR,turnaround bank,,,VanVleet,F. VanVleet,,,,,,,,,8.2,Made,10.0,,,,,,,,,,,,,,
119,PT00M30.70S,2022-01-12T01:01:53.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,91.80354796320631,42.8921568627451,1610612756,31,23,2022-01-12T01:01:58Z,1190000,-36.0,25.0,1,right,MISS C. Payne driving reverse Layup - blocked,"[1626166, 1628449]",1610612756.0,PHX,driving reverse,,,Payne,C. Payne,,,,,,,,,4.31,Missed,,,,,,,,,,,,,,Boucher,1628449.0
144,PT00M30.70S,2022-01-12T01:01:53.5Z,1,REGULAR,block,,[],1628449,,,1610612756,31,23,2022-01-12T01:06:17Z,1195000,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT00M28.70S,2022-01-12T01:01:55.5Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,31,23,2022-01-12T01:01:58Z,1200000,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,119.0,2.0,2.0,0.0,,,,,,,
121,PT00M20.60S,2022-01-12T01:02:06.5Z,1,REGULAR,foul,personal,[],1630188,,,1610612761,31,23,2022-01-12T01:02:13Z,1210000,,,0,,J. Smith personal FOUL (1 PF),"[1630188, 1627832]",1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,1179.0,,,,,,,,,,,1.0,0.0,VanVleet,1627832.0,,,
123,PT00M20.60S,2022-01-12T01:02:12.7Z,1,REGULAR,substitution,out,[],1628969,,,1610612761,31,23,2022-01-12T01:02:17Z,1230000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT00M20.60S,2022-01-12T01:02:12.7Z,1,REGULAR,substitution,in,[],1629013,,,1610612761,31,23,2022-01-12T01:02:17Z,1240000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT00M11.60S,2022-01-12T01:02:39.6Z,1,REGULAR,3pt,Jump Shot,[],1627832,32.14520367936925,72.79411764705883,1610612761,31,23,2022-01-12T01:02:47Z,1250000,-114.0,250.0,1,left,MISS F. VanVleet 27' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,,,27.45,Missed,,,,,,,,,,,,,,,
126,PT00M06.90S,2022-01-12T01:02:44.3Z,1,REGULAR,rebound,offensive,[],1629004,,,1610612761,31,23,2022-01-12T01:02:44Z,1260000,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:0),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,125.0,1.0,0.0,1.0,,,,,,,
127,PT00M06.90S,2022-01-12T01:02:44.3Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629004,5.590000152587891,50.0,1610612761,31,23,2022-01-12T01:03:21Z,1270000,0.0,0.0,1,left,MISS S. Mykhailiuk tip DUNK,[1629004],1610612761.0,TOR,tip,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
128,PT00M05.50S,2022-01-12T01:02:45.7Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612761,31,23,2022-01-12T01:03:21Z,1280000,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,127.0,2.0,1.0,1.0,,,,,,,
129,PT00M01.90S,2022-01-12T01:02:49.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630173,13.222733245729303,58.57843137254902,1610612761,31,23,2022-01-12T01:02:59Z,1290000,-43.0,72.0,1,left,MISS P. Achiuwa 8' pullup Shot,[1630173],1610612761.0,TOR,pullup,,,Achiuwa,P. Achiuwa,,,,,,,,,8.36,Missed,,,,,,,,,,,,,,,
130,PT00M01.90S,2022-01-12T01:02:49.3Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,31,23,2022-01-12T01:02:59Z,1300000,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,129.0,1.0,0.0,1.0,,,,,,,
131,PT00M00.30S,2022-01-12T01:02:54.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628449,5.590000152587891,50.0,1610612761,31,23,2022-01-12T01:03:26Z,1310000,0.0,0.0,1,left,MISS C. Boucher tip Layup,[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
132,PT00M00.10S,2022-01-12T01:02:54.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,31,23,2022-01-12T01:03:26Z,1320000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,,,
133,PT00M00.00S,2022-01-12T01:03:04.5Z,1,REGULAR,period,end,[],0,,,1610612761,31,23,2022-01-12T01:03:04Z,1330000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2022-01-12T01:05:03.2Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612761,31,23,2022-01-12T01:05:29Z,1340000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2022-01-12T01:05:03.2Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612761,31,23,2022-01-12T01:05:29Z,1350000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2022-01-12T01:05:03.2Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,31,23,2022-01-12T01:05:29Z,1360000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2022-01-12T01:05:03.2Z,2,REGULAR,substitution,in,['startperiod'],203109,,,1610612761,31,23,2022-01-12T01:05:29Z,1370000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2022-01-12T01:05:35.8Z,2,REGULAR,period,start,[],0,,,1610612761,31,23,2022-01-12T01:05:35Z,1380000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT11M40.00S,2022-01-12T01:05:55.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,11.514454664914586,61.274509803921575,1610612761,31,23,2022-01-12T01:08:04Z,1390000,-56.0,56.0,1,left,MISS O. Anunoby 7' fadeaway Shot - blocked,"[1628384, 1630188]",1610612761.0,TOR,fadeaway,,,Anunoby,O. Anunoby,,,,,,,,,7.93,Missed,,,,,,,,,,,,,,Smith,1630188.0
140,PT11M40.00S,2022-01-12T01:05:55.5Z,2,REGULAR,block,,[],1630188,,,1610612761,31,23,2022-01-12T01:05:58Z,1400000,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT11M39.00S,2022-01-12T01:05:56.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,31,23,2022-01-12T01:06:03Z,1410000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,139.0,,,,,,,,,,
142,PT11M39.00S,2022-01-12T01:06:01.3Z,2,REGULAR,foul,personal,[],1628384,,,1610612756,31,23,2022-01-12T01:06:11Z,1420000,,,0,,O. Anunoby loose ball personal FOUL (1 PF),"[1628384, 1630188]",1610612761.0,TOR,loose ball,,,Anunoby,O. Anunoby,,,,,,,,1626302.0,,,,,,,,,,,1.0,0.0,Smith,1630188.0,,,
145,PT11M15.00S,2022-01-12T01:06:38.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201580,92.06636005256242,63.23529411764706,1610612756,31,25,2022-01-12T01:06:48Z,1440000,66.0,22.0,1,right,J. McGee 6' turnaround Hook (4 PTS) (J. Crowder 1 AST),"[201580, 203109]",1610612756.0,PHX,turnaround,,,McGee,J. McGee,,,,,,,,,6.98,Made,4.0,J. Crowder,203109.0,1.0,,,,,,,,,,,
147,PT10M54.00S,2022-01-12T01:06:59.0Z,2,REGULAR,3pt,Jump Shot,[],1628384,33.722076215505915,42.64705882352941,1610612761,34,25,2022-01-12T01:07:04Z,1460000,37.0,264.0,1,left,O. Anunoby 26' 3PT  (8 PTS) (P. Siakam 5 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,26.7,Made,8.0,P. Siakam,1627783.0,5.0,,,,,,,,,,,
149,PT10M37.00S,2022-01-12T01:07:16.8Z,2,REGULAR,3pt,Jump Shot,[],203109,72.48685939553219,17.647058823529413,1610612756,34,25,2022-01-12T01:07:21Z,1480000,-162.0,206.0,1,right,MISS J. Crowder 26' step back 3PT,[203109],1610612756.0,PHX,step back,,,Crowder,J. Crowder,,,,,,,,,26.2,Missed,,,,,,,,,,,,,,,
150,PT10M34.00S,2022-01-12T01:07:19.8Z,2,REGULAR,rebound,defensive,[],1629004,,,1610612761,34,25,2022-01-12T01:07:21Z,1490000,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:1),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,149.0,2.0,1.0,1.0,,,,,,,
151,PT10M16.00S,2022-01-12T01:07:38.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,9.017739816031538,57.59803921568627,1610612761,36,25,2022-01-12T01:12:01Z,1500000,-38.0,32.0,1,left,P. Siakam driving Layup (8 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,,,,,4.99,Made,8.0,,,,,,,,,,,,,,
152,PT09M59.00S,2022-01-12T01:07:57.5Z,2,REGULAR,foul,personal,[],1630173,,,1610612756,36,25,2022-01-12T01:08:04Z,1510000,,,0,,P. Achiuwa personal FOUL (1 PF),"[1630173, 201580]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,1626302.0,,,,,,,,,,,1.0,0.0,McGee,201580.0,,,
154,PT09M49.00S,2022-01-12T01:08:27.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630188,87.59855453350855,38.23529411764706,1610612756,36,25,2022-01-12T01:13:50Z,1530000,-59.0,64.0,1,right,MISS J. Smith 8' driving floating Shot - blocked,"[1630188, 1628449]",1610612756.0,PHX,driving floating,,,Smith,J. Smith,,,,,,,,,8.7,Missed,,,,,,,,,,,,,,Boucher,1628449.0
198,PT09M49.00S,2022-01-12T01:08:27.0Z,2,REGULAR,block,,[],1628449,,,1610612756,36,25,2022-01-12T01:12:56Z,1535000,,,0,,C. Boucher BLOCK (2 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT09M48.00S,2022-01-12T01:08:28.0Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612756,36,25,2022-01-12T01:13:50Z,1540000,,,0,,J. Smith REBOUND (Off:2 Def:0),[1630188],1610612756.0,PHX,,,,Smith,J. Smith,,,,,,,,,,,,,,,154.0,2.0,0.0,2.0,,,,,,,
156,PT09M47.00S,2022-01-12T01:08:31.6Z,2,REGULAR,turnover,bad pass,[],1630188,,,1610612756,36,25,2022-01-12T01:13:57Z,1550000,,,0,,J. Smith bad pass TURNOVER (1 TO),"[1630188, 1627783]",1610612756.0,PHX,,,,Smith,J. Smith,,,,,1.0,Siakam,1627783.0,,,,,,,,,,,,,,,,,,
157,PT09M47.00S,2022-01-12T01:08:31.6Z,2,REGULAR,steal,,[],1627783,,,1610612761,36,25,2022-01-12T01:08:33Z,1560000,,,0,,P. Siakam STEAL (2 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT09M38.00S,2022-01-12T01:08:36.3Z,2,REGULAR,turnover,lost ball,[],1629004,,,1610612761,36,25,2022-01-12T01:08:41Z,1570000,,,0,,S. Mykhailiuk lost ball TURNOVER (1 TO),"[1629004, 203109]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,1.0,Crowder,203109.0,,,,,,,,,,,,,,,,,,
159,PT09M38.00S,2022-01-12T01:08:36.3Z,2,REGULAR,steal,,[],203109,,,1610612756,36,25,2022-01-12T01:08:39Z,1580000,,,0,,J. Crowder STEAL (1 STL),[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT09M34.00S,2022-01-12T01:08:40.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203109,94.30026281208936,52.94117647058824,1610612756,36,27,2022-01-12T01:08:45Z,1590000,15.0,1.0,1,right,J. Crowder running Layup (5 PTS),[203109],1610612756.0,PHX,running,,,Crowder,J. Crowder,,,,,,,,,1.47,Made,5.0,,,,,,,,,,,,,,
161,PT09M21.00S,2022-01-12T01:08:52.6Z,2,REGULAR,3pt,Jump Shot,[],1628449,33.98488830486202,65.44117647058823,1610612761,36,27,2022-01-12T01:09:00Z,1600000,-77.0,267.0,1,left,MISS C. Boucher 27' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,27.79,Missed,,,,,,,,,,,,,,,
162,PT09M18.00S,2022-01-12T01:08:55.6Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612756,36,27,2022-01-12T01:09:00Z,1610000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,
163,PT09M11.00S,2022-01-12T01:09:02.3Z,2,REGULAR,3pt,Jump Shot,[],1629013,73.01248357424441,18.137254901960784,1610612756,36,27,2022-01-12T01:09:07Z,1620000,-159.0,201.0,1,right,MISS L. Shamet 25' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,25.66,Missed,,,,,,,,,,,,,,,
164,PT09M08.00S,2022-01-12T01:09:05.3Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,36,27,2022-01-12T01:09:07Z,1630000,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,163.0,2.0,2.0,0.0,,,,,,,
165,PT09M03.00S,2022-01-12T01:09:10.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,26.888961892247043,18.627450980392158,1610612761,36,27,2022-01-12T01:15:30Z,1640000,157.0,200.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,25.44,Missed,,,,,,,,,,,,,,,
166,PT08M59.00S,2022-01-12T01:09:14.1Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612761,36,27,2022-01-12T01:49:20Z,1650000,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,165.0,3.0,2.0,1.0,,,,,,,
169,PT08M58.00S,2022-01-12T01:09:19.3Z,2,REGULAR,foul,personal,['2freethrow'],1626166,,,1610612761,36,27,2022-01-12T01:09:38Z,1680000,,,0,,C. Payne shooting personal FOUL (1 PF) (Siakam 2 FT),"[1626166, 1627783]",1610612756.0,PHX,shooting,,,Payne,C. Payne,,,,,,,,1626302.0,,,,,,,,,,,1.0,0.0,Siakam,1627783.0,,,
171,PT08M58.00S,2022-01-12T01:10:04.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627783,,,1610612761,36,27,2022-01-12T01:10:33Z,1700000,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,,,,,,,,,,,,,
172,PT08M58.00S,2022-01-12T01:10:04.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,36,27,2022-01-12T01:10:33Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,171.0,,,,,,,,,,
173,PT08M58.00S,2022-01-12T01:10:05.5Z,2,REGULAR,substitution,out,[],1628384,,,1610612761,36,27,2022-01-12T01:10:20Z,1720000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT08M58.00S,2022-01-12T01:10:05.5Z,2,REGULAR,substitution,out,[],1629004,,,1610612761,36,27,2022-01-12T01:10:20Z,1730000,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT08M58.00S,2022-01-12T01:10:05.5Z,2,REGULAR,substitution,out,[],201580,,,1610612761,36,27,2022-01-12T01:10:20Z,1740000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
