actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
91,PT04M39.00S,2021-12-14T00:23:34.4Z,1,REGULAR,2pt,Jump Shot,[],1628368,19.398817345597898,76.47058823529412,1610612758,16,10,2021-12-14T00:23:39Z,880000,-132.0,130.0,1,left,MISS D. Fox 18' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,18.54,Missed,,,,,,,,,,,,,,,,,,
92,PT04M37.00S,2021-12-14T00:23:36.4Z,1,REGULAR,rebound,offensive,[],203458,,,1610612758,16,10,2021-12-14T00:23:39Z,890000,,,0,,A. Len REBOUND (Off:4 Def:0),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,91.0,4.0,0.0,4.0,,,,,,,,,,,,,,
93,PT04M34.00S,2021-12-14T00:23:39.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627741,28.991458607095925,20.588235294117645,1610612758,16,10,2021-12-14T00:23:45Z,900000,147.0,220.0,1,left,MISS B. Hield 26' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,
94,PT04M31.00S,2021-12-14T00:23:42.4Z,1,REGULAR,rebound,offensive,[],203458,,,1610612758,16,10,2021-12-14T00:23:45Z,910000,,,0,,A. Len REBOUND (Off:5 Def:0),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,93.0,5.0,0.0,5.0,,,,,,,,,,,,,,
95,PT04M31.00S,2021-12-14T00:23:46.2Z,1,REGULAR,turnover,out-of-bounds,[],203458,,,1610612758,16,10,2021-12-14T00:23:54Z,920000,,,0,,A. Len lost ball out-of-bounds TURNOVER (1 TO),[203458],1610612758.0,SAC,lost ball,,,Len,A. Len,,,,,,,,,,,,,,1.0,,,,,,203177.0,,,,
96,PT04M31.00S,2021-12-14T00:23:51.5Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,16,10,2021-12-14T00:24:03Z,930000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M31.00S,2021-12-14T00:23:51.5Z,1,REGULAR,substitution,out,[],203458,,,1610612761,16,10,2021-12-14T00:24:03Z,940000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M31.00S,2021-12-14T00:23:51.5Z,1,REGULAR,substitution,in,[],1629139,,,1610612761,16,10,2021-12-14T00:24:03Z,950000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M31.00S,2021-12-14T00:23:51.5Z,1,REGULAR,substitution,in,[],1627745,,,1610612761,16,10,2021-12-14T00:24:03Z,960000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M09.00S,2021-12-14T00:24:30.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627783,92.32917214191852,3.1862745098039214,1610612761,16,10,2021-12-14T00:24:35Z,970000,-234.0,20.0,1,right,MISS P. Siakam 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,23.49,Missed,,,,,,,,,,,,,,,,,,
101,PT04M06.00S,2021-12-14T00:24:33.0Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,16,10,2021-12-14T00:24:35Z,980000,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,100.0,3.0,3.0,0.0,,,,,,,,,,,,,,
102,PT03M55.00S,2021-12-14T00:24:44.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,11.645860709592641,42.40196078431372,1610612758,16,12,2021-12-14T00:24:54Z,990000,38.0,57.0,1,left,M. Bagley III 6' driving floating Jump Shot (2 PTS) (H. Barnes 1 AST),"[1628963, 203084]",1610612758.0,SAC,driving floating,,,Bagley III,M. Bagley III,,,,,6.85,Made,,,,,,,2.0,,,,H. Barnes,203084.0,1.0,,,,,
104,PT03M45.00S,2021-12-14T00:24:58.2Z,1,REGULAR,foul,personal,[],1627741,,,1610612761,16,12,2021-12-14T00:25:31Z,1010000,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 1629018]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Trent Jr.,1629018.0
106,PT03M45.00S,2021-12-14T00:25:04.7Z,1,REGULAR,substitution,out,[],1628449,,,1610612761,16,12,2021-12-14T00:25:10Z,1030000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M45.00S,2021-12-14T00:25:04.7Z,1,REGULAR,substitution,out,[],203084,,,1610612761,16,12,2021-12-14T00:25:10Z,1040000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M45.00S,2021-12-14T00:25:04.7Z,1,REGULAR,substitution,in,[],1630625,,,1610612761,16,12,2021-12-14T00:25:10Z,1050000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M45.00S,2021-12-14T00:25:04.7Z,1,REGULAR,substitution,in,[],1630558,,,1610612761,16,12,2021-12-14T00:25:10Z,1060000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M41.00S,2021-12-14T00:25:28.6Z,1,REGULAR,3pt,Jump Shot,[],1627832,92.32917214191852,2.450980392156863,1610612761,16,12,2021-12-14T00:25:34Z,1070000,-238.0,20.0,1,right,MISS F. VanVleet 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,23.85,Missed,,,,,,,,,,,,,,,,,,
111,PT03M37.00S,2021-12-14T00:25:31.4Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612758,16,12,2021-12-14T00:25:31Z,1080000,,,0,,M. Bagley III REBOUND (Off:0 Def:3),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,110.0,3.0,3.0,0.0,,,,,,,,,,,,,,
112,PT03M23.00S,2021-12-14T00:25:45.7Z,1,REGULAR,3pt,Jump Shot,[],1628963,33.98488830486202,60.29411764705882,1610612758,16,12,2021-12-14T00:25:54Z,1090000,-51.0,267.0,1,left,MISS M. Bagley III 27' step back 3PT,[1628963],1610612758.0,SAC,step back,,,Bagley III,M. Bagley III,,,,,27.19,Missed,,,,,,,,,,,,,,,,,,
113,PT03M19.00S,2021-12-14T00:25:49.7Z,1,REGULAR,rebound,defensive,[],1629139,,,1610612761,16,12,2021-12-14T00:25:54Z,1100000,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT03M15.00S,2021-12-14T00:25:55.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,92.46057818659659,54.41176470588235,1610612761,16,12,2021-12-14T00:26:01Z,1110000,22.0,18.0,1,right,MISS F. VanVleet running Layup,[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,2.88,Missed,,,,,,,,,,,,,,,,,,
115,PT03M12.00S,2021-12-14T00:25:58.0Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612758,16,12,2021-12-14T00:26:01Z,1120000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,,
116,PT03M08.00S,2021-12-14T00:26:00.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,5.338370565045992,51.9607843137255,1610612758,16,14,2021-12-14T00:26:06Z,1130000,-10.0,-2.0,1,left,D. Fox running alley-oop Layup (6 PTS) (D. Mitchell 1 AST),"[1628368, 1630558]",1610612758.0,SAC,running alley-oop,,,Fox,D. Fox,,,,,1.01,Made,,,,,,,6.0,,,,D. Mitchell,1630558.0,1.0,,,,,
118,PT02M55.00S,2021-12-14T00:26:13.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,84.83902759526939,51.71568627450981,1610612761,18,14,2021-12-14T00:26:23Z,1150000,9.0,90.0,1,right,G. Trent Jr. 9' driving floating Jump Shot (4 PTS),[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,9.04,Made,,,,,,,4.0,,,,,,,,,,,
119,PT02M41.00S,2021-12-14T00:26:27.5Z,1,REGULAR,3pt,Jump Shot,[],1628963,7.30946123521682,95.34313725490196,1610612758,18,14,2021-12-14T00:26:31Z,1160000,-227.0,16.0,1,left,MISS M. Bagley III 3PT,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,22.73,Missed,,,,,,,,,,,,,,,,,,
120,PT02M39.00S,2021-12-14T00:26:29.5Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,18,14,2021-12-14T00:26:31Z,1170000,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,119.0,2.0,2.0,0.0,,,,,,,,,,,,,,
121,PT02M31.00S,2021-12-14T00:26:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629139,90.75229960578186,44.11764705882353,1610612761,18,14,2021-12-14T00:26:42Z,1180000,-29.0,34.0,1,right,MISS Y. Watanabe driving Layup,[1629139],1610612761.0,TOR,driving,,,Watanabe,Y. Watanabe,,,,,4.53,Missed,,,,,,,,,,,,,,,,,,
122,PT02M29.00S,2021-12-14T00:26:40.2Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612758,18,14,2021-12-14T00:26:42Z,1190000,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,121.0,2.0,2.0,0.0,,,,,,,,,,,,,,
123,PT02M26.00S,2021-12-14T00:26:45.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,10.200394218134035,46.32352941176471,1610612758,18,16,2021-12-14T00:26:57Z,1200000,18.0,43.0,1,left,D. Fox running finger roll Layup (8 PTS),[1628368],1610612758.0,SAC,running finger roll,,,Fox,D. Fox,,,,,4.71,Made,,,,,,,8.0,,,,,,,,,,,
124,PT02M26.00S,2021-12-14T00:26:50.4Z,1,REGULAR,foul,personal,['1freethrow'],1630625,,,1610612758,18,16,2021-12-14T00:29:43Z,1210000,,,0,,D. Banton shooting personal FOUL (1 PF) (Fox 1 FT),"[1630625, 1628368]",1610612761.0,TOR,shooting,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Fox,1628368.0
126,PT02M26.00S,2021-12-14T00:27:00.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,18,16,2021-12-14T00:27:24Z,1230000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M26.00S,2021-12-14T00:27:45.9Z,1,REGULAR,substitution,out,[],1627832,,,1610612758,18,16,2021-12-14T00:29:41Z,1240000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M26.00S,2021-12-14T00:27:45.9Z,1,REGULAR,substitution,out,[],1627783,,,1610612758,18,16,2021-12-14T00:29:41Z,1250000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M26.00S,2021-12-14T00:27:45.9Z,1,REGULAR,substitution,in,[],1629004,,,1610612758,18,16,2021-12-14T00:29:41Z,1260000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M26.00S,2021-12-14T00:27:45.9Z,1,REGULAR,substitution,in,[],1630567,,,1610612758,18,16,2021-12-14T00:29:41Z,1270000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M26.00S,2021-12-14T00:30:03.7Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1628368,,,1610612758,18,16,2021-12-14T00:30:07Z,1280000,,,0,,MISS D. Fox Free Throw 1 of 1,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Missed,,,,,,,,,,,,,,,,,,
132,PT02M24.00S,2021-12-14T00:30:05.7Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612761,18,16,2021-12-14T00:30:07Z,1290000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,,
133,PT02M04.00S,2021-12-14T00:30:25.4Z,1,REGULAR,3pt,Jump Shot,[],1629004,91.5407358738502,95.34313725490196,1610612761,21,16,2021-12-14T00:30:30Z,1300000,227.0,27.0,1,right,S. Mykhailiuk 3PT  (3 PTS) (D. Banton 1 AST),"[1629004, 1630625]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,22.83,Made,,,,,,,3.0,,,,D. Banton,1630625.0,1.0,,,,,
135,PT01M43.00S,2021-12-14T00:30:48.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629004,,,1610612758,21,16,2021-12-14T00:37:02Z,1320000,,,0,,S. Mykhailiuk personal FOUL (1 PF) (Bagley III 2 FT),"[1629004, 1628963]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Bagley III,1628963.0
137,PT01M43.00S,2021-12-14T00:31:25.8Z,1,REGULAR,freethrow,1 of 2,[],1628963,,,1610612758,21,17,2021-12-14T00:31:45Z,1340000,,,0,,M. Bagley III Free Throw 1 of 2 (3 PTS),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
138,PT01M43.00S,2021-12-14T00:31:25.8Z,1,REGULAR,freethrow,2 of 2,[],1628963,,,1610612758,21,17,2021-12-14T00:31:45Z,1350000,,,0,,MISS M. Bagley III Free Throw 2 of 2,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,Missed,,,,,,,,,,,,,,,,,,
139,PT01M41.00S,2021-12-14T00:31:27.8Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612761,21,17,2021-12-14T00:31:45Z,1360000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:2),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,138.0,2.0,2.0,0.0,,,,,,,,,,,,,,
140,PT01M35.00S,2021-12-14T00:31:49.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,90.62089356110381,58.333333333333336,1610612761,23,17,2021-12-14T00:31:58Z,1370000,42.0,36.0,1,right,S. Barnes running Layup (4 PTS) (D. Banton 2 AST),"[1630567, 1630625]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,5.49,Made,,,,,,,4.0,,,,D. Banton,1630625.0,2.0,,,,,
142,PT01M23.00S,2021-12-14T00:32:01.1Z,1,REGULAR,3pt,Jump Shot,[],1628368,26.10052562417871,16.176470588235293,1610612758,23,17,2021-12-14T00:32:08Z,1390000,169.0,193.0,1,left,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,
143,PT01M20.00S,2021-12-14T00:32:04.1Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612761,23,17,2021-12-14T00:32:08Z,1400000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:3),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,142.0,3.0,3.0,0.0,,,,,,,,,,,,,,
145,PT01M11.00S,2021-12-14T00:32:22.5Z,1,REGULAR,foul,personal,['2freethrow'],1627745,,,1610612761,23,17,2021-12-14T00:32:29Z,1420000,,,0,,D. Jones shooting personal FOUL (1 PF) (Barnes 2 FT),"[1627745, 1630567]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,1201.0,1.0,0.0,Barnes,1630567.0
147,PT01M11.00S,2021-12-14T00:32:42.5Z,1,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,24,17,2021-12-14T00:32:42Z,1440000,,,0,,S. Barnes Free Throw 1 of 2 (5 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
148,PT01M11.00S,2021-12-14T00:32:44.9Z,1,REGULAR,substitution,out,[],1629018,,,1610612761,24,17,2021-12-14T00:32:50Z,1450000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M11.00S,2021-12-14T00:32:44.9Z,1,REGULAR,substitution,in,[],1630551,,,1610612761,24,17,2021-12-14T00:32:50Z,1460000,,,0,,SUB in: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M11.00S,2021-12-14T00:32:44.9Z,1,REGULAR,substitution,out,[],1628368,,,1610612761,24,17,2021-12-14T00:33:03Z,1470000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M11.00S,2021-12-14T00:32:44.9Z,1,REGULAR,substitution,in,[],1630169,,,1610612761,24,17,2021-12-14T00:33:03Z,1480000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M11.00S,2021-12-14T00:32:42.5Z,1,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,24,17,2021-12-14T00:33:21Z,1490000,,,0,,MISS S. Barnes Free Throw 2 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,
153,PT01M09.00S,2021-12-14T00:32:44.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,24,17,2021-12-14T00:33:21Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,
154,PT01M09.00S,2021-12-14T00:33:20.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,24,17,2021-12-14T00:33:20Z,1510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M00.00S,2021-12-14T00:33:38.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630625,92.32917214191852,44.11764705882353,1610612761,26,17,2021-12-14T00:33:43Z,1520000,-29.0,20.0,1,right,D. Banton driving Layup (2 PTS),[1630625],1610612761.0,TOR,driving,,,Banton,D. Banton,,,,,3.53,Made,,,,,,,2.0,,,,,,,,,,,
156,PT00M42.30S,2021-12-14T00:34:00.0Z,1,REGULAR,turnover,lost ball,[],1630558,,,1610612758,26,17,2021-12-14T00:34:06Z,1530000,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1630558, 1629139]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,1.0,Watanabe,1629139.0,,,,,,,,
157,PT00M42.30S,2021-12-14T00:34:00.0Z,1,REGULAR,steal,,[],1629139,,,1610612761,26,17,2021-12-14T00:34:01Z,1540000,,,0,,Y. Watanabe STEAL (1 STL),[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M38.60S,2021-12-14T00:34:03.6Z,1,REGULAR,turnover,bad pass,[],1629004,,,1610612761,26,17,2021-12-14T00:36:12Z,1550000,,,0,,S. Mykhailiuk bad pass TURNOVER (1 TO),"[1629004, 1630169]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,1.0,Haliburton,1630169.0,,,,,,,,
159,PT00M38.60S,2021-12-14T00:34:03.6Z,1,REGULAR,steal,,[],1630169,,,1610612758,26,17,2021-12-14T00:34:06Z,1560000,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M34.90S,2021-12-14T00:34:08.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,22.815374507227332,12.009803921568627,1610612758,26,20,2021-12-14T00:34:19Z,1570000,190.0,162.0,1,left,B. Hield 24' 3PT  (3 PTS) (T. Haliburton 3 AST),"[1627741, 1630169]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,24.97,Made,,,,,,,3.0,,,,T. Haliburton,1630169.0,3.0,,,,,
162,PT00M27.30S,2021-12-14T00:34:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,89.56964520367937,42.40196078431372,1610612761,28,20,2021-12-14T00:34:23Z,1590000,-38.0,46.0,1,right,S. Mykhailiuk driving finger roll Layup (5 PTS) (D. Banton 3 AST),"[1629004, 1630625]",1610612761.0,TOR,driving finger roll,,,Mykhailiuk,S. Mykhailiuk,,,,,5.93,Made,,,,,,,5.0,,,,D. Banton,1630625.0,3.0,,,,,
163,PT00M06.80S,2021-12-14T00:34:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,9.280551905387648,53.92156862745098,1610612758,28,22,2021-12-14T00:34:45Z,1600000,-20.0,35.0,1,left,D. Mitchell driving finger roll Layup (2 PTS),[1630558],1610612758.0,SAC,driving finger roll,,,Mitchell,D. Mitchell,,,,,3.99,Made,,,,,,,2.0,,,,,,,,,,,
164,PT00M01.70S,2021-12-14T00:34:49.0Z,1,REGULAR,2pt,Jump Shot,[],1630567,79.71419185282524,16.176470588235293,1610612761,30,22,2021-12-14T00:35:02Z,1610000,-169.0,138.0,1,right,S. Barnes 21' step back Jump Shot (7 PTS),[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,21.84,Made,,,,,,,7.0,,,,,,,,,,,
165,PT00M00.00S,2021-12-14T00:34:57.0Z,1,REGULAR,period,end,[],0,,,1610612758,30,22,2021-12-14T00:34:57Z,1620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-12-14T00:37:34.2Z,2,REGULAR,period,start,[],0,,,1610612761,30,22,2021-12-14T00:37:34Z,1630000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M45.00S,2021-12-14T00:37:48.4Z,2,REGULAR,2pt,Jump Shot,[],1630567,78.53153745072274,65.44117647058823,1610612761,30,22,2021-12-14T00:37:54Z,1640000,77.0,149.0,1,right,MISS S. Barnes 16' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,16.81,Missed,,,,,,,,,,,,,,,,,,
168,PT11M42.00S,2021-12-14T00:37:51.4Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612758,30,22,2021-12-14T00:37:54Z,1650000,,,0,,M. Bagley III REBOUND (Off:0 Def:4),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,167.0,4.0,4.0,0.0,,,,,,,,,,,,,,
169,PT11M36.00S,2021-12-14T00:37:57.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.652431011826544,54.166666666666664,1610612758,30,22,2021-12-14T00:38:39Z,1660000,-21.0,10.0,1,left,MISS D. Mitchell driving Layup,[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,2.31,Missed,,,,,,,,,,,,,,,,,,
170,PT11M34.00S,2021-12-14T00:37:59.6Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612761,30,22,2021-12-14T00:38:11Z,1670000,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,,,,,,
171,PT11M28.00S,2021-12-14T00:38:05.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630551,91.93495400788436,54.90196078431373,1610612761,32,22,2021-12-14T00:38:18Z,1680000,25.0,23.0,1,right,J. Champagnie running Layup (2 PTS) (D. Banton 4 AST),"[1630551, 1630625]",1610612761.0,TOR,running,,,Champagnie,J. Champagnie,,,,,3.38,Made,,,,,,,2.0,,,,D. Banton,1630625.0,4.0,,,,,
173,PT11M05.00S,2021-12-14T00:38:29.9Z,2,REGULAR,foul,personal,[],1629004,,,1610612758,32,22,2021-12-14T00:38:34Z,1700000,,,0,,S. Mykhailiuk personal FOUL (2 PF),"[1629004, 1627741]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Hield,1627741.0
175,PT10M54.00S,2021-12-14T00:39:00.9Z,2,REGULAR,3pt,Jump Shot,[],1627741,19.267411300919843,6.862745098039216,1610612758,32,25,2021-12-14T00:39:05Z,1720000,216.0,129.0,1,left,B. Hield 25' 3PT pullup (6 PTS),[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,25.11,Made,,,,,,,6.0,,,,,,,,,,,
176,PT10M43.00S,2021-12-14T00:39:12.0Z,2,REGULAR,3pt,Jump Shot,[],1629139,94.1688567674113,95.83333333333334,1610612761,35,25,2021-12-14T00:39:17Z,1730000,229.0,2.0,1,right,Y. Watanabe 3PT  (3 PTS) (D. Banton 5 AST),"[1629139, 1630625]",1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,22.92,Made,,,,,,,3.0,,,,D. Banton,1630625.0,5.0,,,,,
178,PT10M29.00S,2021-12-14T00:39:26.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,7.966491458607096,41.42156862745098,1610612758,35,25,2021-12-14T00:39:30Z,1750000,43.0,22.0,1,left,MISS D. Jones Layup - blocked,"[1627745, 1630567]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,4.84,Missed,,,,,Barnes,1630567.0,,,,,,,,,,,,
