actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
268,PT04M35.00S,2021-12-14T00:54:19.3Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,56,33,2021-12-14T00:54:23Z,2640000,,,0,,P. Siakam REBOUND (Off:2 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,267.0,5.0,3.0,2.0,,,,,,,,,,,,,,
269,PT04M32.00S,2021-12-14T00:54:24.4Z,2,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612761,56,33,2021-12-14T00:54:31Z,2650000,,,0,,P. Siakam bad pass out-of-bounds TURNOVER (1 TO),[1627783],1610612761.0,TOR,bad pass,,,Siakam,P. Siakam,,,,,,,,,,,,,,1.0,,,,,,1201.0,,,,
270,PT04M32.00S,2021-12-14T00:54:28.1Z,2,REGULAR,substitution,out,[],1630551,,,1610612758,56,33,2021-12-14T00:54:40Z,2660000,,,0,,SUB out: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M32.00S,2021-12-14T00:54:28.1Z,2,REGULAR,substitution,out,[],1629002,,,1610612758,56,33,2021-12-14T00:54:40Z,2670000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M32.00S,2021-12-14T00:54:28.1Z,2,REGULAR,substitution,in,[],1630567,,,1610612758,56,33,2021-12-14T00:54:40Z,2680000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M32.00S,2021-12-14T00:54:28.1Z,2,REGULAR,substitution,in,[],1628963,,,1610612758,56,33,2021-12-14T00:54:40Z,2690000,,,0,,SUB in: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M23.00S,2021-12-14T00:54:56.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628963,6.783837056504599,51.225490196078425,1610612758,56,35,2021-12-14T00:55:01Z,2700000,-6.0,11.0,1,left,M. Bagley III reverse Layup (5 PTS) (D. Fox 1 AST),"[1628963, 1628368]",1610612758.0,SAC,reverse,,,Bagley III,M. Bagley III,,,,,1.28,Made,,,,,,,5.0,,,,D. Fox,1628368.0,1.0,,,,,
276,PT04M02.00S,2021-12-14T00:55:17.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,91.14651773981603,44.36274509803921,1610612761,56,35,2021-12-14T00:55:21Z,2720000,-28.0,31.0,1,right,MISS S. Barnes Hook,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,4.17,Missed,,,,,,,,,,,,,,,,,,
277,PT04M00.00S,2021-12-14T00:55:19.7Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612758,56,35,2021-12-14T00:55:21Z,2730000,,,0,,M. Bagley III REBOUND (Off:0 Def:6),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,276.0,6.0,6.0,0.0,,,,,,,,,,,,,,
278,PT03M52.00S,2021-12-14T00:55:29.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,9.280551905387648,38.970588235294116,1610612758,56,37,2021-12-14T00:55:37Z,2740000,55.0,35.0,1,left,D. Fox 6' driving floating bank Jump Shot (12 PTS),[1628368],1610612758.0,SAC,driving floating bank,,,Fox,D. Fox,,,,,6.51,Made,,,,,,,12.0,,,,,,,,,,,
279,PT03M52.00S,2021-12-14T00:55:33.3Z,2,REGULAR,foul,personal,['1freethrow'],1630567,,,1610612758,56,37,2021-12-14T00:56:00Z,2750000,,,0,,S. Barnes shooting personal FOUL (2 PF) (Fox 1 FT),"[1630567, 1628368]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,1201.0,2.0,0.0,Fox,1628368.0
281,PT03M52.00S,2021-12-14T00:55:58.8Z,2,REGULAR,freethrow,1 of 1,[],1628368,,,1610612758,56,38,2021-12-14T00:55:58Z,2770000,,,0,,D. Fox Free Throw 1 of 1 (13 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
282,PT03M35.00S,2021-12-14T00:56:17.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,90.62089356110381,40.931372549019606,1610612761,58,38,2021-12-14T00:58:39Z,2780000,-45.0,36.0,1,right,S. Barnes Layup (11 PTS) (G. Trent Jr. 2 AST),"[1630567, 1629018]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,5.77,Made,,,,,,,11.0,,,,G. Trent Jr.,1629018.0,2.0,,,,,
284,PT03M16.00S,2021-12-14T00:56:35.1Z,2,REGULAR,3pt,Jump Shot,[],1628368,7.440867279894875,96.07843137254902,1610612758,58,38,2021-12-14T00:56:41Z,2800000,-230.0,17.0,1,left,MISS D. Fox 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,23.11,Missed,,,,,,,,,,,,,,,,,,
285,PT03M13.00S,2021-12-14T00:56:38.1Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,58,38,2021-12-14T00:56:41Z,2810000,,,0,,F. VanVleet REBOUND (Off:0 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,284.0,3.0,3.0,0.0,,,,,,,,,,,,,,
286,PT03M07.00S,2021-12-14T00:56:44.5Z,2,REGULAR,3pt,Jump Shot,[],1630567,95.22010512483574,95.09803921568627,1610612761,61,38,2021-12-14T00:56:50Z,2820000,225.0,-8.0,1,right,S. Barnes 3PT  (14 PTS) (P. Siakam 2 AST),"[1630567, 1627783]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,22.56,Made,,,,,,,14.0,,,,P. Siakam,1627783.0,2.0,,,,,
288,PT02M49.00S,2021-12-14T00:57:03.3Z,2,REGULAR,3pt,Jump Shot,[],203084,36.21879106438896,54.90196078431373,1610612758,61,38,2021-12-14T00:57:08Z,2840000,-25.0,288.0,1,left,MISS H. Barnes 28' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,28.9,Missed,,,,,,,,,,,,,,,,,,
289,PT02M46.00S,2021-12-14T00:57:06.3Z,2,REGULAR,rebound,offensive,[],203458,,,1610612758,61,38,2021-12-14T00:57:08Z,2850000,,,0,,A. Len REBOUND (Off:6 Def:0),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,288.0,6.0,0.0,6.0,,,,,,,,,,,,,,
290,PT02M39.00S,2021-12-14T00:57:12.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,8.09789750328515,54.90196078431373,1610612758,61,38,2021-12-14T01:00:14Z,2860000,-25.0,24.0,1,left,MISS M. Bagley III Layup - blocked,"[1628963, 1628449]",1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,3.4,Missed,,,,,Boucher,1628449.0,,,,,,,,,,,,
291,PT02M39.00S,2021-12-14T00:57:12.9Z,2,REGULAR,block,,[],1628449,,,1610612758,61,38,2021-12-14T00:57:15Z,2870000,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M35.00S,2021-12-14T00:57:16.9Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,61,38,2021-12-14T01:01:46Z,2880000,,,0,,C. Boucher REBOUND (Off:0 Def:4),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,290.0,4.0,4.0,0.0,,,,,,,,,,,,,,
295,PT02M32.00S,2021-12-14T00:57:20.1Z,2,REGULAR,turnover,bad pass,[],1628449,,,1610612761,61,38,2021-12-14T00:57:30Z,2910000,,,0,,C. Boucher bad pass TURNOVER (2 TO),"[1628449, 1628368]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,2.0,Fox,1628368.0,,,,,,,,
296,PT02M32.00S,2021-12-14T00:57:20.1Z,2,REGULAR,steal,,[],1628368,,,1610612758,61,38,2021-12-14T00:57:23Z,2920000,,,0,,D. Fox STEAL (2 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M17.00S,2021-12-14T00:57:34.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628963,9.937582128777924,56.61764705882353,1610612758,61,38,2021-12-14T01:02:34Z,2930000,-33.0,41.0,1,left,MISS M. Bagley III driving Layup,[1628963],1610612758.0,SAC,driving,,,Bagley III,M. Bagley III,,,,,5.26,Missed,,,,,,,,,,,,,,,,,,
298,PT02M17.00S,2021-12-14T00:57:34.6Z,2,REGULAR,rebound,offensive,[],203458,,,1610612758,61,38,2021-12-14T00:58:18Z,2940000,,,0,,A. Len REBOUND (Off:7 Def:0),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,297.0,7.0,0.0,7.0,,,,,,,,,,,,,,
299,PT02M17.00S,2021-12-14T00:57:40.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203458,5.590000152587891,50.0,1610612758,61,40,2021-12-14T00:57:40Z,2950000,0.0,0.0,1,left,A. Len putback Layup (9 PTS),[203458],1610612758.0,SAC,putback,,,Len,A. Len,,,,,0.0,Made,,,,,,,9.0,,,,,,,,,,,
300,PT02M17.00S,2021-12-14T00:57:41.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628449,,,1610612758,61,40,2021-12-14T00:57:56Z,2960000,,,0,,C. Boucher shooting personal FOUL (2 PF) (Len 1 FT),"[1628449, 203458]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,203177.0,2.0,0.0,Len,203458.0
302,PT02M17.00S,2021-12-14T00:57:48.5Z,2,REGULAR,substitution,out,[],1630169,,,1610612758,61,40,2021-12-14T00:57:56Z,2980000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M17.00S,2021-12-14T00:57:48.5Z,2,REGULAR,substitution,in,[],1630558,,,1610612758,61,40,2021-12-14T00:57:56Z,2990000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M17.00S,2021-12-14T00:58:07.2Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",203458,,,1610612758,61,41,2021-12-14T00:58:07Z,3000000,,,0,,A. Len Free Throw 1 of 1 (10 PTS),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
305,PT01M55.00S,2021-12-14T00:58:32.0Z,2,REGULAR,2pt,Jump Shot,[],1630567,92.72339027595268,21.323529411764707,1610612761,61,41,2021-12-14T00:58:39Z,3010000,-143.0,16.0,1,right,MISS S. Barnes 14' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,14.43,Missed,,,,,,,,,,,,,,,,,,
306,PT01M54.00S,2021-12-14T00:58:33.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,61,41,2021-12-14T00:58:41Z,3020000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,
307,PT01M54.00S,2021-12-14T00:58:42.2Z,2,REGULAR,foul,personal,[],1628963,,,1610612761,61,41,2021-12-14T00:58:55Z,3030000,,,0,,M. Bagley III loose ball personal FOUL (1 PF),"[1628963, 1630567]",1610612758.0,SAC,loose ball,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Barnes,1630567.0
309,PT01M54.00S,2021-12-14T00:58:49.1Z,2,REGULAR,substitution,out,[],203458,,,1610612761,61,41,2021-12-14T00:58:52Z,3050000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M54.00S,2021-12-14T00:58:49.1Z,2,REGULAR,substitution,in,[],1627745,,,1610612761,61,41,2021-12-14T00:58:52Z,3060000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
311,PT01M42.00S,2021-12-14T00:59:15.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628449,94.56307490144546,49.754901960784316,1610612761,63,41,2021-12-14T00:59:19Z,3070000,-1.0,-1.0,1,right,C. Boucher cutting DUNK (7 PTS) (P. Siakam 3 AST),"[1628449, 1627783]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,0.18,Made,,,,,,,7.0,,,,P. Siakam,1627783.0,3.0,,,,,
313,PT01M29.00S,2021-12-14T00:59:27.6Z,2,REGULAR,turnover,bad pass,[],1627745,,,1610612758,63,41,2021-12-14T00:59:32Z,3090000,,,0,,D. Jones bad pass TURNOVER (1 TO),"[1627745, 1627783]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,1.0,Siakam,1627783.0,,,,,,,,
314,PT01M29.00S,2021-12-14T00:59:27.6Z,2,REGULAR,steal,,[],1627783,,,1610612761,63,41,2021-12-14T00:59:29Z,3100000,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M26.00S,2021-12-14T00:59:31.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628449,94.03745072273325,49.50980392156863,1610612761,65,41,2021-12-14T00:59:37Z,3110000,-2.0,4.0,1,right,C. Boucher running DUNK (9 PTS) (P. Siakam 4 AST),"[1628449, 1627783]",1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,0.43,Made,,,,,,,9.0,,,,P. Siakam,1627783.0,4.0,,,,,
317,PT01M14.00S,2021-12-14T00:59:42.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,13.222733245729303,49.01960784313725,1610612758,65,43,2021-12-14T00:59:49Z,3130000,5.0,72.0,1,left,M. Bagley III 7' driving Hook (7 PTS) (D. Fox 2 AST),"[1628963, 1628368]",1610612758.0,SAC,driving,,,Bagley III,M. Bagley III,,,,,7.2,Made,,,,,,,7.0,,,,D. Fox,1628368.0,2.0,,,,,
319,PT00M59.40S,2021-12-14T00:59:58.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,93.11760840998686,52.69607843137255,1610612761,67,43,2021-12-14T01:00:03Z,3150000,13.0,12.0,1,right,C. Boucher cutting Layup (11 PTS) (F. VanVleet 3 AST),"[1628449, 1627832]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,1.82,Made,,,,,,,11.0,,,,F. VanVleet,1627832.0,3.0,,,,,
321,PT00M46.70S,2021-12-14T01:00:14.0Z,2,REGULAR,3pt,Jump Shot,[],203084,32.670827858081466,46.568627450980394,1610612758,67,43,2021-12-14T01:09:13Z,3170000,17.0,255.0,1,left,MISS H. Barnes 25' step back 3PT,[203084],1610612758.0,SAC,step back,,,Barnes,H. Barnes,,,,,25.52,Missed,,,,,,,,,,,,,,,,,,
322,PT00M41.60S,2021-12-14T01:00:19.1Z,2,REGULAR,rebound,defensive,[],1629018,,,1610612761,67,43,2021-12-14T01:00:20Z,3180000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,321.0,1.0,1.0,0.0,,,,,,,,,,,,,,
323,PT00M37.50S,2021-12-14T01:00:25.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,67,43,2021-12-14T01:00:25Z,3190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M33.80S,2021-12-14T01:00:44.6Z,2,REGULAR,3pt,Jump Shot,[],1627832,88.12417871222075,96.32352941176471,1610612761,70,43,2021-12-14T01:00:49Z,3200000,232.0,59.0,1,right,F. VanVleet 3PT  (8 PTS) (G. Trent Jr. 3 AST),"[1627832, 1629018]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,23.9,Made,,,,,,,8.0,,,,G. Trent Jr.,1629018.0,3.0,,,,,
326,PT00M14.60S,2021-12-14T01:01:06.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,11.777266754270697,54.166666666666664,1610612758,70,45,2021-12-14T01:01:12Z,3220000,-21.0,58.0,1,left,D. Fox 6' pullup Jump Shot (15 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,6.18,Made,,,,,,,15.0,,,,,,,,,,,
327,PT00M01.40S,2021-12-14T01:01:24.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.06636005256242,57.59803921568627,1610612761,70,45,2021-12-14T01:01:30Z,3230000,38.0,22.0,1,right,MISS P. Siakam driving reverse Layup,[1627783],1610612761.0,TOR,driving reverse,,,Siakam,P. Siakam,,,,,4.4,Missed,,,,,,,,,,,,,,,,,,
328,PT00M01.40S,2021-12-14T01:01:24.2Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612758,70,45,2021-12-14T01:01:30Z,3240000,,,0,,M. Bagley III REBOUND (Off:0 Def:7),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,327.0,7.0,7.0,0.0,,,,,,,,,,,,,,
329,PT00M00.30S,2021-12-14T01:01:30.3Z,2,REGULAR,3pt,Jump Shot,[],1628963,75.50919842312747,45.83333333333333,1610612758,70,45,2021-12-14T01:02:07Z,3250000,21.0,657.0,1,left,MISS M. Bagley III 65' driving floating 3PT,[1628963],1610612758.0,SAC,driving floating,,,Bagley III,M. Bagley III,,,,,65.76,Missed,,,,,,,,,,,,,,,,,,
330,PT00M00.10S,2021-12-14T01:01:30.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,70,45,2021-12-14T01:02:07Z,3260000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,
331,PT00M00.00S,2021-12-14T01:01:41.6Z,2,REGULAR,period,end,[],0,,,1610612758,70,45,2021-12-14T01:01:41Z,3270000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2021-12-14T01:12:53.6Z,3,REGULAR,substitution,out,['startperiod'],1630558,,,1610612758,70,45,2021-12-14T01:16:24Z,3280000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2021-12-14T01:12:53.6Z,3,REGULAR,substitution,out,['startperiod'],1628963,,,1610612758,70,45,2021-12-14T01:16:24Z,3290000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2021-12-14T01:12:53.6Z,3,REGULAR,substitution,out,['startperiod'],1627745,,,1610612758,70,45,2021-12-14T01:16:24Z,3300000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2021-12-14T01:12:53.6Z,3,REGULAR,substitution,in,['startperiod'],203458,,,1610612758,70,45,2021-12-14T01:16:24Z,3310000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2021-12-14T01:12:53.6Z,3,REGULAR,substitution,in,['startperiod'],1629002,,,1610612758,70,45,2021-12-14T01:16:24Z,3320000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2021-12-14T01:12:53.6Z,3,REGULAR,substitution,in,['startperiod'],1630169,,,1610612758,70,45,2021-12-14T01:16:24Z,3330000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2021-12-14T01:16:42.4Z,3,REGULAR,period,start,[],0,,,1610612761,70,45,2021-12-14T01:16:42Z,3340000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT11M42.00S,2021-12-14T01:17:02.1Z,3,REGULAR,foul,personal,[],203458,,,1610612761,70,45,2021-12-14T01:17:11Z,3350000,,,0,,A. Len personal FOUL (2 PF),"[203458, 1627832]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,1201.0,2.0,0.0,VanVleet,1627832.0
341,PT11M34.00S,2021-12-14T01:17:24.9Z,3,REGULAR,3pt,Jump Shot,[],1627832,33.722076215505915,75.73529411764706,1610612761,70,45,2021-12-14T01:17:31Z,3370000,-129.0,264.0,1,left,MISS F. VanVleet 29' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,29.41,Missed,,,,,,,,,,,,,,,,,,
342,PT11M31.00S,2021-12-14T01:17:27.9Z,3,REGULAR,rebound,defensive,[],1629002,,,1610612758,70,45,2021-12-14T01:17:31Z,3380000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,341.0,1.0,1.0,0.0,,,,,,,,,,,,,,
343,PT11M24.00S,2021-12-14T01:17:34.9Z,3,REGULAR,3pt,Jump Shot,[],1628368,67.88764783180025,64.95098039215686,1610612758,70,48,2021-12-14T01:17:40Z,3390000,75.0,249.0,1,right,D. Fox 26' 3PT pullup (18 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,26.04,Made,,,,,,,18.0,,,,,,,,,,,
344,PT11M03.00S,2021-12-14T01:17:55.6Z,3,REGULAR,3pt,Jump Shot,[],1628449,18.873193166885677,95.34313725490196,1610612761,70,48,2021-12-14T01:18:01Z,3400000,-227.0,125.0,1,left,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,
345,PT11M00.00S,2021-12-14T01:17:58.6Z,3,REGULAR,rebound,defensive,[],203084,,,1610612758,70,48,2021-12-14T01:18:01Z,3410000,,,0,,H. Barnes REBOUND (Off:0 Def:4),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,344.0,4.0,4.0,0.0,,,,,,,,,,,,,,
346,PT10M54.00S,2021-12-14T01:18:04.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203084,92.9862023653088,46.07843137254902,1610612758,70,48,2021-12-14T01:18:21Z,3420000,-20.0,13.0,1,right,MISS H. Barnes running reverse Layup,[203084],1610612758.0,SAC,running reverse,,,Barnes,H. Barnes,,,,,2.37,Missed,,,,,,,,,,,,,,,,,,
347,PT10M53.00S,2021-12-14T01:18:05.9Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,70,48,2021-12-14T01:18:21Z,3430000,,,0,,P. Siakam REBOUND (Off:2 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,346.0,6.0,4.0,2.0,,,,,,,,,,,,,,
348,PT10M47.00S,2021-12-14T01:18:11.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,12.828515111695138,42.40196078431372,1610612761,72,48,2021-12-14T01:18:30Z,3440000,38.0,68.0,1,left,P. Siakam 7' running Jump Shot (12 PTS),[1627783],1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,7.8,Made,,,,,,,12.0,,,,,,,,,,,
349,PT10M31.00S,2021-12-14T01:18:29.7Z,3,REGULAR,turnover,out-of-bounds,[],203458,,,1610612758,72,48,2021-12-14T01:18:37Z,3450000,,,0,,A. Len bad pass out-of-bounds TURNOVER (3 TO),[203458],1610612758.0,SAC,bad pass,,,Len,A. Len,,,,,,,,,,,,,,3.0,,,,,,101284.0,,,,
350,PT10M19.00S,2021-12-14T01:18:48.2Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630567,12.565703022339028,55.392156862745104,1610612761,72,48,2021-12-14T01:18:55Z,3460000,-27.0,66.0,1,left,MISS S. Barnes 7' turnaround Hook,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,7.09,Missed,,,,,,,,,,,,,,,,,,
351,PT10M16.00S,2021-12-14T01:18:51.2Z,3,REGULAR,rebound,defensive,[],1629002,,,1610612758,72,48,2021-12-14T01:18:55Z,3470000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,350.0,2.0,2.0,0.0,,,,,,,,,,,,,,
352,PT10M07.00S,2021-12-14T01:18:59.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,93.11760840998686,47.549019607843135,1610612758,72,50,2021-12-14T01:19:06Z,3480000,-12.0,12.0,1,right,D. Fox driving finger roll Layup (20 PTS),[1628368],1610612758.0,SAC,driving finger roll,,,Fox,D. Fox,,,,,1.73,Made,,,,,,,20.0,,,,,,,,,,,
353,PT09M51.00S,2021-12-14T01:19:14.5Z,3,REGULAR,3pt,Jump Shot,[],1630567,32.53942181340342,47.30392156862745,1610612761,72,50,2021-12-14T01:19:19Z,3490000,13.0,253.0,1,left,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,25.38,Missed,,,,,,,,,,,,,,,,,,
354,PT09M48.00S,2021-12-14T01:19:17.5Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612758,72,50,2021-12-14T01:19:19Z,3500000,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,353.0,1.0,1.0,0.0,,,,,,,,,,,,,,
355,PT09M41.00S,2021-12-14T01:19:25.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,81.94809461235218,48.28431372549019,1610612758,72,50,2021-12-14T01:19:31Z,3510000,-9.0,117.0,1,right,MISS D. Fox 11' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,11.75,Missed,,,,,,,,,,,,,,,,,,
356,PT09M37.00S,2021-12-14T01:19:28.8Z,3,REGULAR,rebound,offensive,[],1628368,,,1610612758,72,50,2021-12-14T01:19:28Z,3520000,,,0,,D. Fox REBOUND (Off:1 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,355.0,2.0,1.0,1.0,,,,,,,,,,,,,,
