actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
88,PT02M58.00S,2024-02-25T01:58:24.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630173,69.72733245729303,31.127450980392158,1610612752,24,23,2024-02-25T01:58:28Z,880000,False,-94.0,232.0,1,right,MISS P. Achiuwa 25' 3PT,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,25.06,Missed,,,,,,,,,,,,,,,,,,
89,PT02M54.00S,2024-02-25T01:58:28.5Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,24,23,2024-02-25T01:58:28Z,890000,False,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,
90,PT02M49.00S,2024-02-25T01:58:32.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630573,26.10052562417871,18.38235294117647,1610612738,24,26,2024-02-25T01:58:55Z,900000,False,158.0,193.0,1,left,S. Hauser 24' 3PT running (3 PTS) (D. White 2 AST),"[1630573, 1628401]",1610612738.0,BOS,running,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,24.93,Made,3.0,,,,,D. White,1628401.0,2.0,,,,,,,,,,
92,PT02M34.00S,2024-02-25T01:58:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,94.30026281208936,46.07843137254902,1610612752,26,26,2024-02-25T01:58:50Z,920000,False,-20.0,1.0,1,right,J. Brunson driving Layup (13 PTS),[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.96,Made,13.0,,,,,,,,,,,,,,,,,
93,PT02M25.00S,2024-02-25T01:58:56.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.09789750328515,49.01960784313725,1610612738,26,28,2024-02-25T01:59:32Z,930000,False,5.0,24.0,1,left,J. Brown driving Layup (10 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.41,Made,10.0,,,,,,,,,,,,,,,,,
94,PT02M17.00S,2024-02-25T01:59:08.9Z,1,REGULAR,foul,personal,[],1628401,,,1610612752,26,28,2024-02-25T01:59:22Z,940000,False,,,0,,D. White personal FOUL (1 PF),"[1628401, 1628973]",1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1162.0,,1.0,0.0,,,Brunson,1628973.0,,
96,PT02M17.00S,2024-02-25T01:59:24.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,26,28,2024-02-25T01:59:24Z,960000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M17.00S,2024-02-25T01:59:46.1Z,1,REGULAR,substitution,out,[],1630173,,,1610612752,26,28,2024-02-25T02:01:59Z,965000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M17.00S,2024-02-25T01:59:46.1Z,1,REGULAR,substitution,out,[],1627759,,,1610612752,26,28,2024-02-25T02:01:59Z,967500,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M17.00S,2024-02-25T01:59:46.1Z,1,REGULAR,substitution,out,[],1628401,,,1610612752,26,28,2024-02-25T02:01:59Z,968750,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M17.00S,2024-02-25T01:59:46.1Z,1,REGULAR,substitution,in,[],202711,,,1610612752,26,28,2024-02-25T02:01:59Z,969375,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M17.00S,2024-02-25T01:59:46.1Z,1,REGULAR,substitution,in,[],1628369,,,1610612752,26,28,2024-02-25T02:01:59Z,969687,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M17.00S,2024-02-25T01:59:46.1Z,1,REGULAR,substitution,in,[],201950,,,1610612752,26,28,2024-02-25T02:01:59Z,969843,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M17.00S,2024-02-25T01:59:46.1Z,1,REGULAR,substitution,out,[],204001,,,1610612752,26,28,2024-02-25T02:02:33Z,969921,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M17.00S,2024-02-25T01:59:46.1Z,1,REGULAR,substitution,in,[],1630202,,,1610612752,26,28,2024-02-25T02:02:33Z,969960,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M09.00S,2024-02-25T02:02:42.3Z,1,REGULAR,turnover,lost ball,[],1628973,,,1610612752,26,28,2024-02-25T02:02:45Z,980000,False,,,0,,J. Brunson lost ball TURNOVER (1 TO),"[1628973, 1628369]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,Tatum,1628369.0,,,,
108,PT02M09.00S,2024-02-25T02:02:42.3Z,1,REGULAR,steal,,[],1628369,,,1610612738,26,28,2024-02-25T02:02:44Z,990000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
109,PT01M55.00S,2024-02-25T02:02:56.0Z,1,REGULAR,turnover,lost ball,[],1628369,,,1610612738,26,28,2024-02-25T02:02:58Z,1000000,False,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1628973]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,,,Brunson,1628973.0,,,,
110,PT01M55.00S,2024-02-25T02:02:56.0Z,1,REGULAR,steal,,[],1628973,,,1610612752,26,28,2024-02-25T02:02:57Z,1010000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
111,PT01M52.00S,2024-02-25T02:03:00.1Z,1,REGULAR,turnover,bad pass,[],1628973,,,1610612752,26,28,2024-02-25T02:03:03Z,1020000,False,,,0,,J. Brunson bad pass TURNOVER (2 TO),"[1628973, 201950]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,2.0,,,Holiday,201950.0,,,,
112,PT01M52.00S,2024-02-25T02:03:00.1Z,1,REGULAR,steal,,[],201950,,,1610612738,26,28,2024-02-25T02:08:28Z,1030000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
113,PT01M35.00S,2024-02-25T02:03:17.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201950,32.276609724047304,50.245098039215684,1610612738,26,28,2024-02-25T02:03:22Z,1040000,False,-1.0,251.0,1,left,MISS J. Holiday 25' pullup 3PT,[201950],1610612738.0,BOS,pullup,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,25.09,Missed,,,,,,,,,,,,,,,,,,
114,PT01M32.00S,2024-02-25T02:03:20.2Z,1,REGULAR,rebound,offensive,[],1630573,,,1610612738,26,28,2024-02-25T02:03:22Z,1050000,False,,,0,,S. Hauser REBOUND (Off:1 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,,,,113.0,2.0,1.0,1.0,,,,,,,,,,,,,
115,PT01M25.00S,2024-02-25T02:03:26.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628369,28.465834428383708,17.15686274509804,1610612738,26,28,2024-02-25T02:03:30Z,1060000,False,164.0,215.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,27.06,Missed,,,,,,,,,,,,,,,,,,
116,PT01M21.00S,2024-02-25T02:03:30.7Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,26,28,2024-02-25T02:03:30Z,1070000,False,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,
117,PT01M09.00S,2024-02-25T02:03:42.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,85.89027595269383,52.94117647058824,1610612752,26,28,2024-02-25T02:03:47Z,1080000,False,15.0,80.0,1,right,MISS B. Bogdanovic 8' driving floating Shot,[202711],1610612752.0,NYK,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,8.14,Missed,,,,,,,,,,,,,,,,,,
118,PT01M06.00S,2024-02-25T02:03:45.5Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,26,28,2024-02-25T02:03:47Z,1090000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,
119,PT00M54.10S,2024-02-25T02:03:58.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,6.389618922470433,50.49019607843137,1610612738,26,30,2024-02-25T02:04:02Z,1100000,False,-2.0,8.0,1,left,A. Horford Layup (2 PTS) (P. Pritchard 1 AST),"[201143, 1630202]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,0.8,Made,2.0,,,,,P. Pritchard,1630202.0,1.0,,,,,,,,,,
122,PT00M32.30S,2024-02-25T02:04:48.2Z,1,REGULAR,3pt,Jump Shot,[],202692,93.11760840998686,95.58823529411765,1610612752,26,30,2024-02-25T02:04:52Z,1130000,False,228.0,12.0,1,right,MISS A. Burks 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,Right Corner 3,24+ Right,22.82,Missed,,,,,,,,,,,,,,,,,,
123,PT00M28.60S,2024-02-25T02:04:51.9Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,26,30,2024-02-25T02:04:52Z,1140000,False,,,0,,S. Hauser REBOUND (Off:1 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Right Corner 3,24+ Right,,,,122.0,3.0,2.0,1.0,,,,,,,,,,,,,
124,PT00M08.10S,2024-02-25T02:05:15.9Z,1,REGULAR,foul,offensive,[],1628369,,,1610612738,26,30,2024-02-25T02:52:09Z,1150000,False,,,0,,J. Tatum offensive FOUL (1 PF),"[1628369, 1628973]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,,1.0,0.0,,,Brunson,1628973.0,,
126,PT00M08.10S,2024-02-25T02:05:15.9Z,1,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,26,30,2024-02-25T02:05:15Z,1170000,False,,,0,,J. Tatum offensive foul TURNOVER (3 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,3.0,,,,,,,,
127,PT00M03.50S,2024-02-25T02:05:48.2Z,1,REGULAR,foul,personal,[],1630202,,,1610612752,26,30,2024-02-25T03:00:06Z,1180000,False,,,0,,P. Pritchard take personal FOUL (1 PF),"[1630202, 1628973]",1610612738.0,BOS,take,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202053.0,,1.0,0.0,,,Brunson,1628973.0,,
129,PT00M00.50S,2024-02-25T02:06:18.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202711,93.9060446780552,46.568627450980394,1610612752,26,30,2024-02-25T02:06:27Z,1200000,False,-17.0,5.0,1,right,MISS B. Bogdanovic driving Layup,[202711],1610612752.0,NYK,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,1.79,Missed,,,,,,,,,,,,,,,,,,
130,PT00M00.10S,2024-02-25T02:06:19.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,26,30,2024-02-25T02:06:27Z,1210000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,129.0,,,,,,,,,,,,,,,,
131,PT00M00.00S,2024-02-25T02:06:21.5Z,1,REGULAR,period,end,[],0,,,1610612752,26,30,2024-02-25T02:06:21Z,1220000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT12M00.00S,2024-02-25T02:08:31.3Z,2,REGULAR,substitution,out,['startperiod'],1630573,,,1610612752,26,30,2024-02-25T02:09:47Z,1230000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2024-02-25T02:08:31.3Z,2,REGULAR,substitution,in,['startperiod'],1628436,,,1610612752,26,30,2024-02-25T02:09:47Z,1240000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2024-02-25T02:10:04.0Z,2,REGULAR,period,start,[],0,,,1610612752,26,30,2024-02-25T02:10:04Z,1250000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT11M41.00S,2024-02-25T02:10:22.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,87.33574244415243,46.568627450980394,1610612752,26,30,2024-02-25T02:10:28Z,1260000,False,-17.0,67.0,1,right,MISS J. Brunson 6' driving floating Shot,[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,6.87,Missed,,,,,,,,,,,,,,,,,,
137,PT11M37.00S,2024-02-25T02:10:26.9Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,26,30,2024-02-25T02:10:28Z,1270000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,136.0,2.0,2.0,0.0,,,,,,,,,,,,,
138,PT11M31.00S,2024-02-25T02:10:32.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,6.389618922470433,49.754901960784316,1610612738,26,32,2024-02-25T02:10:36Z,1280000,False,1.0,8.0,1,left,L. Kornet cutting Layup (2 PTS) (P. Pritchard 2 AST),"[1628436, 1630202]",1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,,,,,P. Pritchard,1630202.0,2.0,,,,,,,,,,
140,PT11M11.00S,2024-02-25T02:10:52.8Z,2,REGULAR,foul,personal,['2freethrow'],201143,,,1610612752,26,32,2024-02-25T02:11:01Z,1300000,False,,,0,,A. Horford shooting personal FOUL (1 PF) (Bogdanovic 2 FT),"[201143, 202711]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,201246.0,,1.0,0.0,,,Bogdanovic,202711.0,,
143,PT11M11.00S,2024-02-25T02:11:09.1Z,2,REGULAR,substitution,out,[],1628973,,,1610612752,26,32,2024-02-25T02:11:30Z,1315000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT11M11.00S,2024-02-25T02:11:09.1Z,2,REGULAR,substitution,in,[],1630540,,,1610612752,26,32,2024-02-25T02:11:30Z,1317500,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT11M11.00S,2024-02-25T02:11:25.4Z,2,REGULAR,freethrow,1 of 2,[],202711,,,1610612752,27,32,2024-02-25T02:11:25Z,1320000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (1 PTS),[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
145,PT11M11.00S,2024-02-25T02:11:48.6Z,2,REGULAR,freethrow,2 of 2,[],202711,,,1610612752,28,32,2024-02-25T02:11:48Z,1330000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (2 PTS),[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
146,PT10M56.00S,2024-02-25T02:12:08.9Z,2,REGULAR,foul,personal,[],202711,,,1610612738,28,32,2024-02-25T02:12:15Z,1340000,False,,,0,,B. Bogdanovic personal FOUL (1 PF),"[202711, 1628369]",1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,201246.0,,1.0,0.0,,,Tatum,1628369.0,,
148,PT10M45.00S,2024-02-25T02:12:32.6Z,2,REGULAR,2pt,Jump Shot,[],1628369,8.623521681997373,77.94117647058823,1610612738,28,34,2024-02-25T02:12:37Z,1360000,False,-140.0,29.0,1,left,J. Tatum 14' fadeaway Jump Shot (5 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Left,14.26,Made,5.0,,,,,,,,,,,,,,,,,
149,PT10M30.00S,2024-02-25T02:12:47.7Z,2,REGULAR,2pt,Jump Shot,[],1630540,87.86136662286465,28.186274509803923,1610612752,30,34,2024-02-25T02:12:51Z,1370000,False,-109.0,62.0,1,right,M. McBride 12' pullup Jump Shot (2 PTS),[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Mid-Range,8-16 Left,12.53,Made,2.0,,,,,,,,,,,,,,,,,
150,PT10M16.00S,2024-02-25T02:13:01.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201143,5.601182654402102,50.49019607843137,1610612738,30,36,2024-02-25T02:13:05Z,1380000,False,-2.0,0.0,1,left,A. Horford cutting Layup (4 PTS) (J. Tatum 1 AST),"[201143, 1628369]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,0.25,Made,4.0,,,,,J. Tatum,1628369.0,1.0,,,,,,,,,,
152,PT09M53.00S,2024-02-25T02:13:25.1Z,2,REGULAR,turnover,lost ball,[],202711,,,1610612752,30,36,2024-02-25T02:13:31Z,1400000,False,,,0,,B. Bogdanovic lost ball TURNOVER (1 TO),"[202711, 1630202]",1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,,,Pritchard,1630202.0,,,,
153,PT09M53.00S,2024-02-25T02:13:25.1Z,2,REGULAR,steal,,[],1630202,,,1610612738,30,36,2024-02-25T02:13:28Z,1410000,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
154,PT09M48.00S,2024-02-25T02:13:29.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630202,6.389618922470433,52.69607843137255,1610612738,30,38,2024-02-25T02:13:35Z,1420000,False,-13.0,8.0,1,left,P. Pritchard running Layup (2 PTS),[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,1.55,Made,2.0,,,,,,,,,,,,,,,,,
155,PT09M41.00S,2024-02-25T02:13:39.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,30,38,2024-02-25T02:13:39Z,1430000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT09M41.00S,2024-02-25T02:13:39.5Z,2,REGULAR,substitution,out,[],1630579,,,1610612752,30,38,2024-02-25T02:16:54Z,1440000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT09M41.00S,2024-02-25T02:13:39.5Z,2,REGULAR,substitution,in,[],1628392,,,1610612752,30,38,2024-02-25T02:16:54Z,1450000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT09M36.00S,2024-02-25T02:17:12.9Z,2,REGULAR,3pt,Jump Shot,[],202711,70.90998685939553,18.137254901960784,1610612752,33,38,2024-02-25T02:17:17Z,1460000,False,-159.0,221.0,1,right,B. Bogdanovic 27' 3PT  (5 PTS) (I. Hartenstein 2 AST),"[202711, 1628392]",1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,27.23,Made,5.0,,,,,I. Hartenstein,1628392.0,2.0,,,,,,,,,,
160,PT09M18.00S,2024-02-25T02:17:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.389618922470433,45.34313725490196,1610612738,33,40,2024-02-25T02:17:33Z,1480000,False,23.0,8.0,1,left,J. Tatum driving Layup (7 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.45,Made,7.0,,,,,,,,,,,,,,,,,
161,PT09M08.00S,2024-02-25T02:17:41.5Z,2,REGULAR,3pt,Jump Shot,[],1628404,78.13731931668858,88.23529411764706,1610612752,33,40,2024-02-25T02:20:58Z,1490000,False,191.0,153.0,1,right,MISS J. Hart 24' pullup 3PT,[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,24.49,Missed,,,,,,,,,,,,,,,,,,
162,PT09M04.00S,2024-02-25T02:17:45.5Z,2,REGULAR,rebound,offensive,[],1630540,,,1610612752,33,40,2024-02-25T02:17:46Z,1500000,False,,,0,,M. McBride REBOUND (Off:1 Def:0),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,,,,161.0,1.0,0.0,1.0,,,,,,,,,,,,,
163,PT09M03.00S,2024-02-25T02:17:46.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630540,92.19776609724047,49.26470588235294,1610612752,35,40,2024-02-25T02:17:49Z,1510000,False,-4.0,21.0,1,right,M. McBride putback Layup (4 PTS),[1630540],1610612752.0,NYK,putback,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,2.11,Made,4.0,,,,,,,,,,,,,,,,,
164,PT08M45.00S,2024-02-25T02:18:03.4Z,2,REGULAR,3pt,Jump Shot,[],1628369,30.962549277266753,65.19607843137256,1610612738,35,40,2024-02-25T02:18:08Z,1520000,False,-76.0,239.0,1,left,MISS J. Tatum 25' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.03,Missed,,,,,,,,,,,,,,,,,,
165,PT08M43.00S,2024-02-25T02:18:05.4Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,35,40,2024-02-25T02:18:08Z,1530000,False,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,,,,164.0,2.0,2.0,0.0,,,,,,,,,,,,,
166,PT08M35.00S,2024-02-25T02:18:14.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,92.32917214191852,56.61764705882353,1610612752,37,40,2024-02-25T02:18:18Z,1540000,False,33.0,20.0,1,right,A. Burks driving floating bank Jump Shot (5 PTS),[202692],1610612752.0,NYK,driving floating bank,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,3.85,Made,5.0,,,,,,,,,,,,,,,,,
167,PT08M20.00S,2024-02-25T02:18:29.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,8.360709592641262,55.63725490196079,1610612738,37,40,2024-02-25T02:18:32Z,1550000,False,-28.0,26.0,1,left,MISS P. Pritchard driving floating bank Shot,[1630202],1610612738.0,BOS,driving floating bank,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,3.84,Missed,,,,,,,,,,,,,,,,,,
168,PT08M16.00S,2024-02-25T02:18:33.7Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,37,40,2024-02-25T02:18:32Z,1560000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,167.0,3.0,3.0,0.0,,,,,,,,,,,,,
169,PT08M06.00S,2024-02-25T02:18:42.6Z,2,REGULAR,3pt,Jump Shot,[],202711,66.96780551905388,52.450980392156865,1610612752,37,40,2024-02-25T02:18:47Z,1570000,False,12.0,258.0,1,right,MISS B. Bogdanovic 25' pullup 3PT,[202711],1610612752.0,NYK,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
170,PT08M03.00S,2024-02-25T02:18:45.6Z,2,REGULAR,rebound,defensive,[],1628436,,,1610612738,37,40,2024-02-25T02:18:47Z,1580000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Center,,,,169.0,1.0,1.0,0.0,,,,,,,,,,,,,
171,PT07M45.00S,2024-02-25T02:19:04.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,6.915243101182654,46.32352941176471,1610612738,37,42,2024-02-25T02:19:07Z,1590000,False,18.0,13.0,1,left,J. Holiday driving Layup (7 PTS) (J. Tatum 2 AST),"[201950, 1628369]",1610612738.0,BOS,driving,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.22,Made,7.0,,,,,J. Tatum,1628369.0,2.0,,,,,,,,,,
173,PT07M27.00S,2024-02-25T02:19:24.6Z,2,REGULAR,turnover,traveling,[],1630540,,,1610612752,37,42,2024-02-25T02:19:31Z,1610000,False,,,0,,M. McBride traveling TURNOVER (1 TO),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1162.0,1.0,,,,,,,,
