actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
87,PT04M17.00S,2024-03-23T17:23:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,94.03745072273325,50.98039215686274,1610612752,20,17,2024-03-23T17:23:47Z,810000,False,5.0,4.0,1,right,MISS J. Brunson driving Layup,[1628973],1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,0.6,Missed,,,,,,,,,,,,,,,
88,PT04M16.00S,2024-03-23T17:23:44.7Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612752,20,17,2024-03-23T17:23:44Z,820000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:0),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,87.0,2.0,0.0,2.0,,,,,,,,,
89,PT04M16.00S,2024-03-23T17:23:46.1Z,1,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612752,20,17,2024-03-23T17:23:57Z,830000,False,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1627827, 1630173]",1610612751.0,BKN,shooting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627524.0,1.0,0.0,Achiuwa,1630173.0,,,,
91,PT04M16.00S,2024-03-23T17:24:12.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630173,,,1610612752,20,17,2024-03-23T17:24:33Z,850000,False,,,0,,MISS P. Achiuwa Free Throw 1 of 2,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
92,PT04M16.00S,2024-03-23T17:24:12.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,20,17,2024-03-23T17:24:33Z,860000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,
93,PT04M16.00S,2024-03-23T17:24:12.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630173,,,1610612752,20,17,2024-03-23T17:24:33Z,870000,False,,,0,,MISS P. Achiuwa Free Throw 2 of 2,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
94,PT04M13.00S,2024-03-23T17:24:15.6Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,20,17,2024-03-23T17:24:33Z,880000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,
95,PT03M56.00S,2024-03-23T17:24:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,7.703679369250986,53.18627450980392,1610612751,20,19,2024-03-23T17:24:53Z,890000,False,-16.0,20.0,1,left,L. Walker IV driving reverse Layup (2 PTS) (M. Bridges 3 AST),"[1629022, 1628969]",1610612751.0,BKN,driving reverse,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,2.55,Made,,,,,,,,,,,,2.0,M. Bridges,1628969.0,3.0
97,PT03M29.00S,2024-03-23T17:25:16.4Z,1,REGULAR,3pt,Jump Shot,[],1628404,83.13074901445466,95.09803921568627,1610612752,20,19,2024-03-23T17:25:20Z,910000,False,225.0,106.0,1,right,MISS J. Hart 24' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,24.92,Missed,,,,,,,,,,,,,,,
98,PT03M26.00S,2024-03-23T17:25:19.4Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612751,20,19,2024-03-23T17:25:20Z,920000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,
99,PT03M19.00S,2024-03-23T17:25:27.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,6.1268068331143235,50.0,1610612751,20,21,2024-03-23T17:25:32Z,930000,False,0.0,5.0,1,left,N. Claxton cutting DUNK (2 PTS) (D. Finney-Smith 1 AST),"[1629651, 1627827]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,0.51,Made,,,,,,,,,,,,2.0,D. Finney-Smith,1627827.0,1.0
101,PT03M09.00S,2024-03-23T17:25:39.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,20,21,2024-03-23T17:25:39Z,950000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M09.00S,2024-03-23T17:25:39.7Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,20,21,2024-03-23T17:28:17Z,960000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M09.00S,2024-03-23T17:25:39.7Z,1,REGULAR,substitution,out,[],1629651,,,1610612752,20,21,2024-03-23T17:28:17Z,970000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M09.00S,2024-03-23T17:25:39.7Z,1,REGULAR,substitution,out,[],203471,,,1610612752,20,21,2024-03-23T17:28:17Z,980000,False,,,0,,SUB out: D. Schroder,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M09.00S,2024-03-23T17:25:39.7Z,1,REGULAR,substitution,in,[],202692,,,1610612752,20,21,2024-03-23T17:28:17Z,990000,False,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M09.00S,2024-03-23T17:25:39.7Z,1,REGULAR,substitution,in,[],1630549,,,1610612752,20,21,2024-03-23T17:28:17Z,1000000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M09.00S,2024-03-23T17:25:39.7Z,1,REGULAR,substitution,in,[],1628372,,,1610612752,20,21,2024-03-23T17:28:17Z,1010000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M58.00S,2024-03-23T17:28:44.4Z,1,REGULAR,3pt,Jump Shot,[],202692,76.5604467805519,87.25490196078431,1610612752,20,21,2024-03-23T17:28:49Z,1020000,False,186.0,168.0,1,right,MISS A. Burks 25' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,,,,25.07,Missed,,,,,,,,,,,,,,,
109,PT02M56.00S,2024-03-23T17:28:46.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,20,21,2024-03-23T17:28:49Z,1030000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,108.0,,,,,,,,,,,,
111,PT02M39.00S,2024-03-23T17:29:15.4Z,1,REGULAR,3pt,Jump Shot,[],1628372,7.30946123521682,3.9215686274509802,1610612751,20,21,2024-03-23T17:29:19Z,1050000,False,230.0,16.0,1,left,MISS D. Smith Jr. 3PT,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,23.1,Missed,,,,,,,,,,,,,,,
112,PT02M36.00S,2024-03-23T17:29:18.4Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,20,21,2024-03-23T17:29:19Z,1060000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Right Corner 3,24+ Right,,,,,,,,111.0,1.0,0.0,1.0,,,,,,,,,
113,PT02M36.00S,2024-03-23T17:29:18.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630549,7.30946123521682,51.225490196078425,1610612751,20,21,2024-03-23T17:29:22Z,1070000,False,-6.0,16.0,1,left,MISS D. Sharpe Hook,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,1.73,Missed,,,,,,,,,,,,,,,
114,PT02M33.00S,2024-03-23T17:29:21.5Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,20,21,2024-03-23T17:29:21Z,1080000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,113.0,2.0,1.0,1.0,,,,,,,,,
115,PT02M22.00S,2024-03-23T17:29:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202692,95.0886990801577,50.49019607843137,1610612752,22,21,2024-03-23T17:29:38Z,1090000,False,2.0,-6.0,1,right,A. Burks driving Layup (2 PTS) (M. McBride 1 AST),"[202692, 1630540]",1610612752.0,NYK,driving,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,,0.68,Made,,,,,,,,,,,,2.0,M. McBride,1630540.0,1.0
117,PT02M22.00S,2024-03-23T17:29:37.5Z,1,REGULAR,foul,personal,['1freethrow'],1630549,,,1610612752,22,21,2024-03-23T17:29:52Z,1110000,False,,,0,,D. Sharpe shooting personal FOUL (1 PF) (Burks 1 FT),"[1630549, 202692]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627524.0,1.0,0.0,Burks,202692.0,,,,
119,PT02M22.00S,2024-03-23T17:29:37.6Z,1,REGULAR,substitution,out,[],1628978,,,1610612752,22,21,2024-03-23T17:29:49Z,1130000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M22.00S,2024-03-23T17:29:37.6Z,1,REGULAR,substitution,in,[],202711,,,1610612752,22,21,2024-03-23T17:29:49Z,1140000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M22.00S,2024-03-23T17:29:37.6Z,1,REGULAR,substitution,out,[],1628969,,,1610612752,22,21,2024-03-23T17:29:58Z,1150000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M22.00S,2024-03-23T17:29:37.6Z,1,REGULAR,substitution,in,[],1630560,,,1610612752,22,21,2024-03-23T17:29:58Z,1160000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M22.00S,2024-03-23T17:30:18.4Z,1,REGULAR,freethrow,1 of 1,[],202692,,,1610612752,22,21,2024-03-23T17:30:19Z,1170000,False,,,0,,MISS A. Burks Free Throw 1 of 1,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
124,PT02M20.00S,2024-03-23T17:30:20.4Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,22,21,2024-03-23T17:30:19Z,1180000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,,
125,PT02M05.00S,2024-03-23T17:30:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,6.783837056504599,50.245098039215684,1610612751,22,23,2024-03-23T17:33:33Z,1190000,False,-1.0,11.0,1,left,D. Sharpe cutting Layup (2 PTS) (L. Walker IV 1 AST),"[1630549, 1629022]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,1.14,Made,,,,,,,,,,,,2.0,L. Walker IV,1629022.0,1.0
127,PT02M05.00S,2024-03-23T17:30:39.6Z,1,REGULAR,foul,personal,['1freethrow'],1630540,,,1610612751,22,23,2024-03-23T17:30:47Z,1210000,False,,,0,,M. McBride shooting personal FOUL (1 PF) (Sharpe 1 FT),"[1630540, 1630549]",1610612752.0,NYK,shooting,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627524.0,1.0,0.0,Sharpe,1630549.0,,,,
129,PT02M05.00S,2024-03-23T17:31:04.8Z,1,REGULAR,freethrow,1 of 1,[],1630549,,,1610612751,22,24,2024-03-23T17:31:04Z,1230000,False,,,0,,D. Sharpe Free Throw 1 of 1 (3 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,Made,,,,,,,,,,,,3.0,,,
130,PT01M48.00S,2024-03-23T17:31:22.9Z,1,REGULAR,3pt,Jump Shot,[],202692,68.15045992115637,35.78431372549019,1610612752,22,24,2024-03-23T17:31:36Z,1240000,False,-71.0,247.0,1,right,MISS A. Burks 25' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,,,,25.69,Missed,,,,,,,,,,,,,,,
131,PT01M44.00S,2024-03-23T17:31:26.9Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,22,24,2024-03-23T17:31:36Z,1250000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,,,,,,130.0,2.0,1.0,1.0,,,,,,,,,
132,PT01M32.00S,2024-03-23T17:31:39.9Z,1,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612751,22,24,2024-03-23T17:31:48Z,1260000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[1628404, 1628372]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,201639.0,1.0,0.0,Smith Jr.,1628372.0,,,,
135,PT01M32.00S,2024-03-23T17:31:53.4Z,1,REGULAR,substitution,out,[],1628404,,,1610612751,22,24,2024-03-23T17:32:10Z,1275000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M32.00S,2024-03-23T17:31:53.4Z,1,REGULAR,substitution,in,[],1630579,,,1610612751,22,24,2024-03-23T17:32:10Z,1277500,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M32.00S,2024-03-23T17:32:07.0Z,1,REGULAR,freethrow,1 of 2,[],1628372,,,1610612751,22,25,2024-03-23T17:32:07Z,1280000,False,,,0,,D. Smith Jr. Free Throw 1 of 2 (1 PTS),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,Made,,,,,,,,,,,,1.0,,,
137,PT01M32.00S,2024-03-23T17:32:07.0Z,1,REGULAR,freethrow,2 of 2,[],1628372,,,1610612751,22,25,2024-03-23T17:32:30Z,1290000,False,,,0,,MISS D. Smith Jr. Free Throw 2 of 2,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
138,PT01M30.00S,2024-03-23T17:32:09.0Z,1,REGULAR,rebound,defensive,[],202711,,,1610612752,22,25,2024-03-23T17:32:30Z,1300000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,
139,PT01M19.00S,2024-03-23T17:32:37.6Z,1,REGULAR,3pt,Jump Shot,[],1630540,72.35545335085413,76.7156862745098,1610612752,25,25,2024-03-23T17:32:41Z,1310000,False,134.0,207.0,1,right,M. McBride 24' 3PT pullup (8 PTS) (A. Burks 1 AST),"[1630540, 202692]",1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,,,,24.67,Made,,,,,,,,,,,,8.0,A. Burks,202692.0,1.0
141,PT01M08.00S,2024-03-23T17:32:49.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,7.835085413929041,50.49019607843137,1610612751,25,25,2024-03-23T17:32:52Z,1330000,False,-2.0,21.0,1,left,MISS C. Thomas driving Layup,[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,2.12,Missed,,,,,,,,,,,,,,,
142,PT01M07.00S,2024-03-23T17:32:50.0Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,25,25,2024-03-23T17:36:54Z,1340000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,141.0,3.0,1.0,2.0,,,,,,,,,
143,PT01M07.00S,2024-03-23T17:32:52.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630549,5.590000152587891,50.0,1610612751,25,27,2024-03-23T17:36:59Z,1350000,False,0.0,0.0,1,left,D. Sharpe tip Layup (5 PTS),[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,,,,,,,,5.0,,,
144,PT00M51.70S,2024-03-23T17:33:07.7Z,1,REGULAR,foul,offensive,[],1630579,,,1610612752,25,27,2024-03-23T17:33:19Z,1360000,False,,,0,,J. Sims offensive FOUL (1 PF),"[1630579, 1630560]",1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,201639.0,1.0,0.0,Thomas,1630560.0,,,,
146,PT00M51.70S,2024-03-23T17:33:07.7Z,1,REGULAR,turnover,offensive foul,[],1630579,,,1610612752,25,27,2024-03-23T17:33:07Z,1380000,False,,,0,,J. Sims offensive foul TURNOVER (1 TO),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,,,,,,201639.0,,,,,,,,
147,PT00M38.40S,2024-03-23T17:33:38.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629022,30.831143232588698,14.460784313725492,1610612751,25,30,2024-03-23T17:33:42Z,1390000,False,178.0,237.0,1,left,L. Walker IV 29' 3PT  (5 PTS) (C. Thomas 2 AST),"[1629022, 1630560]",1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Right Center,,,,29.65,Made,,,,,,,,,,,,5.0,C. Thomas,1630560.0,2.0
149,PT00M27.90S,2024-03-23T17:33:52.6Z,1,REGULAR,3pt,Jump Shot,[],1630540,69.20170827858082,67.15686274509804,1610612752,28,30,2024-03-23T17:33:56Z,1410000,False,86.0,237.0,1,right,M. McBride 25' 3PT step back (11 PTS) (P. Achiuwa 1 AST),"[1630540, 1630173]",1610612752.0,NYK,step back,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,,,,25.21,Made,,,,,,,,,,,,11.0,P. Achiuwa,1630173.0,1.0
151,PT00M03.70S,2024-03-23T17:34:19.3Z,1,REGULAR,3pt,Jump Shot,[],1630560,23.866622864651774,85.29411764705883,1610612751,28,30,2024-03-23T17:34:23Z,1430000,False,-176.0,172.0,1,left,MISS C. Thomas 24' pullup 3PT,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,,,,24.63,Missed,,,,,,,,,,,,,,,
152,PT00M03.70S,2024-03-23T17:34:19.3Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,28,30,2024-03-23T17:34:23Z,1440000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:1),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,,,,151.0,3.0,1.0,2.0,,,,,,,,,
153,PT00M00.00S,2024-03-23T17:34:24.6Z,1,REGULAR,period,end,[],0,,,1610612752,28,30,2024-03-23T17:34:24Z,1450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-03-23T17:37:13.0Z,2,REGULAR,period,start,[],0,,,1610612752,28,30,2024-03-23T17:37:13Z,1460000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M44.00S,2024-03-23T17:37:28.0Z,2,REGULAR,turnover,bad pass,[],202711,,,1610612752,28,30,2024-03-23T17:37:32Z,1470000,False,,,0,,B. Bogdanovic bad pass TURNOVER (1 TO),"[202711, 1628372]",1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,1.0,Smith Jr.,1628372.0,,,,,,,,,,,,,,,,,
156,PT11M44.00S,2024-03-23T17:37:28.0Z,2,REGULAR,steal,,[],1628372,,,1610612751,28,30,2024-03-23T17:37:29Z,1480000,False,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
157,PT11M34.00S,2024-03-23T17:37:37.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630560,30.305519053876477,22.794117647058822,1610612751,28,30,2024-03-23T17:37:41Z,1490000,False,136.0,232.0,1,left,MISS C. Thomas 26' 3PT,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,,,,26.93,Missed,,,,,,,,,,,,,,,
158,PT11M31.00S,2024-03-23T17:37:40.9Z,2,REGULAR,rebound,defensive,[],202692,,,1610612752,28,30,2024-03-23T17:37:41Z,1500000,False,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,
159,PT11M18.00S,2024-03-23T17:37:54.1Z,2,REGULAR,2pt,Jump Shot,[],202692,89.70105124835742,32.84313725490196,1610612752,28,30,2024-03-23T17:37:59Z,1510000,False,-86.0,44.0,1,right,MISS A. Burks 9' turnaround fadeaway Shot,[202692],1610612752.0,NYK,turnaround fadeaway,,,Burks,A. Burks,,,,,Mid-Range,8-16 Left,,,,9.66,Missed,,,,,,,,,,,,,,,
160,PT11M16.00S,2024-03-23T17:37:56.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,28,30,2024-03-23T17:37:59Z,1520000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,159.0,,,,,,,,,,,,
162,PT11M04.00S,2024-03-23T17:38:13.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,6.521024967148489,50.73529411764706,1610612751,28,32,2024-03-23T17:38:18Z,1540000,False,-4.0,9.0,1,left,L. Walker IV cutting Layup (7 PTS) (D. Sharpe 1 AST),"[1629022, 1630549]",1610612751.0,BKN,cutting,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,0.95,Made,,,,,,,,,,,,7.0,D. Sharpe,1630549.0,1.0
164,PT10M50.00S,2024-03-23T17:38:29.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202692,94.03745072273325,51.9607843137255,1610612752,28,32,2024-03-23T17:39:22Z,1560000,False,10.0,4.0,1,right,MISS A. Burks driving Layup - blocked,"[202692, 1630549]",1610612752.0,NYK,driving,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,,1.04,Missed,Sharpe,1630549.0,,,,,,,,,,,,,
177,PT10M50.00S,2024-03-23T17:38:29.8Z,2,REGULAR,block,,[],1630549,,,1610612752,28,32,2024-03-23T17:39:34Z,1570000,False,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
166,PT10M49.00S,2024-03-23T17:38:30.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,28,32,2024-03-23T17:39:22Z,1580000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,164.0,,,,,,,,,,,,
168,PT10M47.00S,2024-03-23T17:38:47.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202711,94.43166885676742,95.34313725490196,1610612752,28,32,2024-03-23T17:40:38Z,1600000,False,227.0,0.0,1,right,MISS B. Bogdanovic 3PT,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,,,,22.67,Missed,,,,,,,,,,,,,,,
169,PT10M43.00S,2024-03-23T17:38:51.6Z,2,REGULAR,rebound,defensive,[],1627827,,,1610612751,28,32,2024-03-23T17:38:52Z,1610000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:3),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,,,,,,168.0,3.0,3.0,0.0,,,,,,,,,
170,PT10M38.00S,2024-03-23T17:38:56.2Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630560,15.850854139290407,42.15686274509804,1610612751,28,32,2024-03-23T17:41:27Z,1620000,False,39.0,96.0,1,left,MISS C. Thomas 10' running pullup Shot,[1630560],1610612751.0,BKN,running pullup,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,,,,10.42,Missed,,,,,,,,,,,,,,,
171,PT10M35.00S,2024-03-23T17:38:59.2Z,2,REGULAR,rebound,offensive,[],1630549,,,1610612751,28,32,2024-03-23T17:41:27Z,1630000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,170.0,4.0,1.0,3.0,,,,,,,,,
172,PT10M35.00S,2024-03-23T17:39:00.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,5.590000152587891,50.0,1610612751,28,32,2024-03-23T17:39:00Z,1640000,False,0.0,0.0,1,left,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
