actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT04M38.00S,2024-03-09T00:58:03.1Z,1,REGULAR,block,,[],1628976,,,1610612752,21,12,2024-03-09T00:58:05Z,850000,False,,,0,,W. Carter Jr. BLOCK (2 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT04M36.00S,2024-03-09T00:58:05.1Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,21,12,2024-03-09T00:58:07Z,860000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,85.0,,,,,1.0,1.0,0.0,,,,,,,,
88,PT04M32.00S,2024-03-09T00:58:09.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631094,28.465834428383708,74.01960784313727,1610612753,21,15,2024-03-09T00:58:15Z,870000,False,-120.0,215.0,1,left,P. Banchero 24' 3PT running (8 PTS) (G. Harris 1 AST),"[1631094, 203914]",1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,24.64,Made,,,,,,,,,,,8.0,G. Harris,203914.0,1.0,,,,
90,PT04M20.00S,2024-03-09T00:58:24.8Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,21,15,2024-03-09T00:58:24Z,890000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M20.00S,2024-03-09T00:58:24.9Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,21,15,2024-03-09T01:01:22Z,900000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M20.00S,2024-03-09T00:58:24.9Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,21,15,2024-03-09T01:01:22Z,910000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M05.00S,2024-03-09T01:01:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,94.03745072273325,49.754901960784316,1610612752,23,15,2024-03-09T01:01:47Z,920000,False,-1.0,4.0,1,right,P. Achiuwa Layup (2 PTS) (J. Sims 1 AST),"[1630173, 1630579]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,,,,,,,2.0,J. Sims,1630579.0,1.0,,,,
95,PT03M43.00S,2024-03-09T01:02:06.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,5.601182654402102,65.19607843137256,1610612753,23,15,2024-03-09T01:02:13Z,940000,False,-76.0,0.0,1,left,MISS W. Carter Jr. 7' turnaround Shot,[1628976],1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.6,Missed,,,,,,,,,,,,,,,,,,
96,PT03M41.00S,2024-03-09T01:02:08.4Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,23,15,2024-03-09T01:02:13Z,950000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,95.0,,,,,1.0,1.0,0.0,,,,,,,,
97,PT03M35.00S,2024-03-09T01:02:13.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,72.09264126149803,84.31372549019608,1610612752,23,15,2024-03-09T01:02:21Z,960000,False,172.0,210.0,1,right,MISS D. DiVincenzo 27' running pullup 3PT,[1628978],1610612752.0,NYK,running pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,27.1,Missed,,,,,,,,,,,,,,,,,,
98,PT03M33.00S,2024-03-09T01:02:15.9Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,23,15,2024-03-09T01:02:21Z,970000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,97.0,,,,,1.0,1.0,0.0,,,,,,,,
99,PT03M15.00S,2024-03-09T01:02:34.1Z,1,REGULAR,2pt,Jump Shot,[],1631094,25.969119579500656,41.911764705882355,1610612753,23,17,2024-03-09T01:02:38Z,980000,False,40.0,192.0,1,left,P. Banchero 19' pullup Jump Shot (10 PTS),[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,19.58,Made,,,,,,,,,,,10.0,,,,,,,
100,PT02M47.00S,2024-03-09T01:03:01.9Z,1,REGULAR,3pt,Jump Shot,[],1630540,73.9323258869908,18.137254901960784,1610612752,26,17,2024-03-09T01:03:06Z,990000,False,-159.0,193.0,1,right,M. McBride 24' 3PT pullup (3 PTS) (J. Hart 2 AST),"[1630540, 1628404]",1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,24.99,Made,,,,,,,,,,,3.0,J. Hart,1628404.0,2.0,,,,
102,PT02M30.00S,2024-03-09T01:03:25.0Z,1,REGULAR,foul,technical,['1freethrow'],1630579,,,1610612753,26,17,2024-03-09T01:03:40Z,1010000,False,,,0,,J. Sims defensive-3-second technical FOUL (1 Tech),[1630579],1610612752.0,NYK,defensive-3-second,,,Sims,J. Sims,,,,,,,,,,,,1830.0,,,,,,,,,,,0.0,1.0,,
103,PT02M30.00S,2024-03-09T01:03:47.1Z,1,REGULAR,freethrow,1 of 1,[],204060,,,1610612753,26,17,2024-03-09T01:03:51Z,1020000,False,,,0,,MISS J. Ingles technical Free Throw 1 of 1,[204060],1610612753.0,ORL,technical,,,Ingles,J. Ingles,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
104,PT02M30.00S,2024-03-09T01:03:47.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,26,17,2024-03-09T01:03:51Z,1030000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,
105,PT02M30.00S,2024-03-09T01:03:47.2Z,1,REGULAR,substitution,out,[],1628404,,,1610612753,26,17,2024-03-09T01:04:01Z,1040000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M30.00S,2024-03-09T01:03:47.2Z,1,REGULAR,substitution,out,[],1641710,,,1610612753,26,17,2024-03-09T01:04:01Z,1050000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M30.00S,2024-03-09T01:03:47.2Z,1,REGULAR,substitution,in,[],202711,,,1610612753,26,17,2024-03-09T01:04:01Z,1060000,False,,,0,,SUB in: B. Bogdanovic,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M30.00S,2024-03-09T01:03:47.2Z,1,REGULAR,substitution,in,[],1630175,,,1610612753,26,17,2024-03-09T01:04:01Z,1070000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M22.00S,2024-03-09T01:04:13.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,15.982260183968464,50.49019607843137,1610612753,26,17,2024-03-09T01:04:21Z,1080000,False,-2.0,98.0,1,left,MISS P. Banchero 9' turnaround Shot,[1631094],1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,9.77,Missed,,,,,,,,,,,,,,,,,,
110,PT02M20.00S,2024-03-09T01:04:15.3Z,1,REGULAR,rebound,defensive,[],1630540,,,1610612752,26,17,2024-03-09T01:04:21Z,1090000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,In The Paint (Non-RA),8-16 Center,,,,,109.0,,,,,1.0,1.0,0.0,,,,,,,,
111,PT02M10.00S,2024-03-09T01:04:25.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,83.65637319316689,43.872549019607845,1610612752,26,17,2024-03-09T01:04:32Z,1100000,False,-31.0,101.0,1,right,MISS P. Achiuwa 10' pullup Shot,[1630173],1610612752.0,NYK,pullup,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,10.56,Missed,,,,,,,,,,,,,,,,,,
112,PT02M08.00S,2024-03-09T01:04:27.8Z,1,REGULAR,rebound,offensive,[],1630579,,,1610612752,26,17,2024-03-09T01:04:27Z,1110000,False,,,0,,J. Sims REBOUND (Off:1 Def:0),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,111.0,,,,,1.0,0.0,1.0,,,,,,,,
113,PT02M01.00S,2024-03-09T01:04:33.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,92.32917214191852,44.6078431372549,1610612752,26,17,2024-03-09T01:04:38Z,1120000,False,-27.0,20.0,1,right,MISS P. Achiuwa Layup,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
114,PT02M00.00S,2024-03-09T01:04:34.8Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,26,17,2024-03-09T01:04:38Z,1130000,False,,,0,,W. Carter Jr. REBOUND (Off:2 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,113.0,,,,,4.0,2.0,2.0,,,,,,,,
115,PT01M49.00S,2024-03-09T01:04:46.1Z,1,REGULAR,2pt,Jump Shot,[],1631094,6.258212877792378,22.794117647058822,1610612753,26,19,2024-03-09T01:06:23Z,1140000,False,136.0,6.0,1,left,P. Banchero 13' turnaround Jump Shot (12 PTS),[1631094],1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,13.61,Made,,,,,,,,,,,12.0,,,,,,,
116,PT01M32.00S,2024-03-09T01:05:05.7Z,1,REGULAR,turnover,traveling,[],202711,,,1610612752,26,19,2024-03-09T01:05:09Z,1150000,False,,,0,,B. Bogdanovic traveling TURNOVER (1 TO),[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1830.0,1.0,,,,,,,,,,,,,
117,PT01M32.00S,2024-03-09T01:05:05.8Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,26,19,2024-03-09T01:05:33Z,1160000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M32.00S,2024-03-09T01:05:05.8Z,1,REGULAR,substitution,out,[],203914,,,1610612753,26,19,2024-03-09T01:05:33Z,1170000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M32.00S,2024-03-09T01:05:05.8Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,26,19,2024-03-09T01:05:33Z,1180000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M32.00S,2024-03-09T01:05:05.8Z,1,REGULAR,substitution,in,[],1628365,,,1610612753,26,19,2024-03-09T01:05:33Z,1190000,False,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M32.00S,2024-03-09T01:05:05.8Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,26,19,2024-03-09T01:05:33Z,1200000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M32.00S,2024-03-09T01:05:05.8Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,26,19,2024-03-09T01:05:33Z,1210000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M20.00S,2024-03-09T01:05:45.3Z,1,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612753,26,19,2024-03-09T01:05:57Z,1220000,False,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Isaac 2 FT),"[1630173, 1628371]",1610612752.0,NYK,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,1830.0,,,,,,,,,,,1.0,0.0,Isaac,1628371.0
125,PT01M20.00S,2024-03-09T01:06:18.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628371,,,1610612753,26,20,2024-03-09T01:06:18Z,1240000,False,,,0,,J. Isaac Free Throw 1 of 2 (1 PTS),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
126,PT01M20.00S,2024-03-09T01:06:38.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628371,,,1610612753,26,21,2024-03-09T01:06:38Z,1250000,False,,,0,,J. Isaac Free Throw 2 of 2 (2 PTS),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
127,PT01M06.00S,2024-03-09T01:06:52.9Z,1,REGULAR,3pt,Jump Shot,[],1630540,94.56307490144546,4.166666666666666,1610612752,29,21,2024-03-09T01:06:57Z,1260000,False,-229.0,-1.0,1,right,M. McBride 3PT  (6 PTS) (D. DiVincenzo 1 AST),"[1630540, 1628978]",1610612752.0,NYK,,,,McBride,M. McBride,,,,,Left Corner 3,24+ Left,22.92,Made,,,,,,,,,,,6.0,D. DiVincenzo,1628978.0,1.0,,,,
130,PT00M41.20S,2024-03-09T01:07:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628371,9.017739816031538,46.81372549019608,1610612753,29,21,2024-03-09T01:07:38Z,1290000,False,16.0,32.0,1,left,MISS J. Isaac driving Layup - blocked,"[1628371, 1630173]",1610612753.0,ORL,driving,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,3.6,Missed,Achiuwa,1630173.0,,,,,,,,,,,,,,,,
143,PT00M41.20S,2024-03-09T01:07:33.2Z,1,REGULAR,block,,[],1630173,,,1610612753,29,21,2024-03-09T01:10:32Z,1295000,False,,,0,,P. Achiuwa BLOCK (2 BLK),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
131,PT00M40.10S,2024-03-09T01:07:34.3Z,1,REGULAR,rebound,offensive,[],1628371,,,1610612753,29,21,2024-03-09T01:07:38Z,1300000,False,,,0,,J. Isaac REBOUND (Off:1 Def:0),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,130.0,,,,,1.0,0.0,1.0,,,,,,,,
132,PT00M40.10S,2024-03-09T01:07:36.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628371,7.5722733245729295,47.30392156862745,1610612753,29,23,2024-03-09T01:07:40Z,1310000,False,13.0,19.0,1,left,J. Isaac putback Layup (4 PTS),[1628371],1610612753.0,ORL,putback,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,2.31,Made,,,,,,,,,,,4.0,,,,,,,
133,PT00M23.80S,2024-03-09T01:07:53.7Z,1,REGULAR,turnover,lost ball,[],1630173,,,1610612752,29,23,2024-03-09T01:07:56Z,1320000,False,,,0,,P. Achiuwa lost ball TURNOVER (2 TO),"[1630173, 1628371]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,2.0,Isaac,1628371.0,,,,,,,,,,,
134,PT00M23.80S,2024-03-09T01:07:53.7Z,1,REGULAR,steal,,[],1628371,,,1610612753,29,23,2024-03-09T01:07:55Z,1330000,False,,,0,,J. Isaac STEAL (1 STL),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
135,PT00M12.40S,2024-03-09T01:08:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629021,8.229303547963205,45.34313725490196,1610612753,29,23,2024-03-09T01:08:10Z,1340000,False,23.0,25.0,1,left,MISS M. Wagner Layup - blocked,"[1629021, 1630579]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,3.41,Missed,Sims,1630579.0,,,,,,,,,,,,,,,,
136,PT00M12.40S,2024-03-09T01:08:05.1Z,1,REGULAR,block,,[],1630579,,,1610612753,29,23,2024-03-09T01:08:07Z,1350000,False,,,0,,J. Sims BLOCK (1 BLK),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
137,PT00M10.30S,2024-03-09T01:08:07.2Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612752,29,23,2024-03-09T01:08:43Z,1360000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:4),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,135.0,,,,,4.0,4.0,0.0,,,,,,,,
138,PT00M07.30S,2024-03-09T01:08:10.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202711,94.95729303547962,49.26470588235294,1610612752,31,23,2024-03-09T01:08:15Z,1370000,False,-4.0,-5.0,1,right,B. Bogdanovic running Layup (2 PTS) (D. DiVincenzo 2 AST),"[202711, 1628978]",1610612752.0,NYK,running,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,,,,,2.0,D. DiVincenzo,1628978.0,2.0,,,,
140,PT00M00.60S,2024-03-09T01:08:19.2Z,1,REGULAR,3pt,Jump Shot,[],1628365,28.465834428383708,74.75490196078431,1610612753,31,23,2024-03-09T01:08:23Z,1390000,False,-124.0,215.0,1,left,MISS M. Fultz 24' pullup 3PT,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Left Center,24.82,Missed,,,,,,,,,,,,,,,,,,
141,PT00M00.60S,2024-03-09T01:08:19.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,31,23,2024-03-09T01:08:23Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,140.0,,,,,,,,,,,,,,,
142,PT00M00.00S,2024-03-09T01:08:22.1Z,1,REGULAR,period,end,[],0,,,1610612753,31,23,2024-03-09T01:08:22Z,1410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2024-03-09T01:10:40.3Z,2,REGULAR,substitution,out,['startperiod'],1630173,,,1610612753,31,23,2024-03-09T01:11:03Z,1420000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-03-09T01:10:40.3Z,2,REGULAR,substitution,in,['startperiod'],1628404,,,1610612753,31,23,2024-03-09T01:11:03Z,1430000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-03-09T01:11:05.0Z,2,REGULAR,period,start,[],0,,,1610612752,31,23,2024-03-09T01:11:05Z,1440000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M45.00S,2024-03-09T01:11:19.1Z,2,REGULAR,3pt,Jump Shot,[],1628978,92.46057818659659,3.431372549019608,1610612752,34,23,2024-03-09T01:11:23Z,1450000,False,-233.0,18.0,1,right,D. DiVincenzo 3PT  (6 PTS) (M. McBride 1 AST),"[1628978, 1630540]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,23.35,Made,,,,,,,,,,,6.0,M. McBride,1630540.0,1.0,,,,
149,PT11M17.00S,2024-03-09T01:11:46.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,15.588042049934298,54.65686274509803,1610612753,34,23,2024-03-09T01:11:52Z,1470000,False,-23.0,94.0,1,left,MISS C. Anthony 9' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,9.68,Missed,,,,,,,,,,,,,,,,,,
150,PT11M15.00S,2024-03-09T01:11:48.7Z,2,REGULAR,rebound,defensive,[],1630579,,,1610612752,34,23,2024-03-09T01:11:52Z,1480000,False,,,0,,J. Sims REBOUND (Off:1 Def:1),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,149.0,,,,,2.0,1.0,1.0,,,,,,,,
151,PT10M56.00S,2024-03-09T01:12:08.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,81.94809461235218,48.529411764705884,1610612752,36,23,2024-03-09T01:12:12Z,1490000,False,-7.0,117.0,1,right,J. Hart 11' step back Jump Shot (7 PTS),[1628404],1610612752.0,NYK,step back,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,11.74,Made,,,,,,,,,,,7.0,,,,,,,
153,PT10M36.00S,2024-03-09T01:12:43.7Z,2,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612753,36,23,2024-03-09T01:12:53Z,1510000,False,,,0,,J. Sims shooting personal FOUL (1 PF) (Wagner 2 FT),"[1630579, 1629021]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,1830.0,,,,,,,,,,,1.0,1.0,Wagner,1629021.0
155,PT10M36.00S,2024-03-09T01:13:09.5Z,2,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,36,24,2024-03-09T01:13:09Z,1530000,False,,,0,,M. Wagner Free Throw 1 of 2 (1 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
156,PT10M36.00S,2024-03-09T01:13:09.6Z,2,REGULAR,substitution,out,[],1630579,,,1610612753,36,24,2024-03-09T01:13:13Z,1540000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT10M36.00S,2024-03-09T01:13:09.6Z,2,REGULAR,substitution,in,[],1628392,,,1610612753,36,24,2024-03-09T01:13:13Z,1550000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT10M36.00S,2024-03-09T01:13:31.0Z,2,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,36,25,2024-03-09T01:13:31Z,1560000,False,,,0,,M. Wagner Free Throw 2 of 2 (2 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,,,,,,,,,,,2.0,,,,,,,
159,PT10M24.00S,2024-03-09T01:13:44.2Z,2,REGULAR,3pt,Jump Shot,[],202711,73.80091984231275,17.401960784313726,1610612752,39,25,2024-03-09T01:13:48Z,1570000,False,-163.0,194.0,1,right,B. Bogdanovic 25' 3PT  (5 PTS) (D. DiVincenzo 3 AST),"[202711, 1628978]",1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.32,Made,,,,,,,,,,,5.0,D. DiVincenzo,1628978.0,3.0,,,,
161,PT10M05.00S,2024-03-09T01:14:02.6Z,2,REGULAR,2pt,Jump Shot,[],1628371,22.158344283837057,25.0,1610612753,39,27,2024-03-09T01:14:06Z,1590000,False,125.0,156.0,1,left,J. Isaac 19' pullup Jump Shot (6 PTS) (M. Wagner 1 AST),"[1628371, 1629021]",1610612753.0,ORL,pullup,,,Isaac,J. Isaac,,,,,Mid-Range,16-24 Right Center,19.97,Made,,,,,,,,,,,6.0,M. Wagner,1629021.0,1.0,,,,
163,PT09M54.00S,2024-03-09T01:14:14.1Z,2,REGULAR,3pt,Jump Shot,[],1628978,76.82325886990802,10.53921568627451,1610612752,39,27,2024-03-09T01:14:20Z,1610000,False,-197.0,165.0,1,right,MISS D. DiVincenzo 25' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
164,PT09M52.00S,2024-03-09T01:14:16.1Z,2,REGULAR,rebound,defensive,[],1628371,,,1610612753,39,27,2024-03-09T01:14:20Z,1620000,False,,,0,,J. Isaac REBOUND (Off:1 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,,,,,163.0,,,,,2.0,1.0,1.0,,,,,,,,
165,PT09M44.00S,2024-03-09T01:14:25.3Z,2,REGULAR,foul,personal,['2freethrow'],1630540,,,1610612753,39,27,2024-03-09T01:14:37Z,1630000,False,,,0,,M. McBride shooting personal FOUL (1 PF) (Anthony 2 FT),"[1630540, 1630175]",1610612752.0,NYK,shooting,,,McBride,M. McBride,,,,,In The Paint (Non-RA),8-16 Center,,,,,,1830.0,,,,,,,,,,,1.0,0.0,Anthony,1630175.0
167,PT09M44.00S,2024-03-09T01:14:50.7Z,2,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,39,27,2024-03-09T01:14:50Z,1650000,False,,,0,,MISS C. Anthony Free Throw 1 of 2,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
168,PT09M44.00S,2024-03-09T01:14:50.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,39,27,2024-03-09T01:14:50Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,
169,PT09M44.00S,2024-03-09T01:14:50.8Z,2,REGULAR,substitution,out,[],1628978,,,1610612753,39,27,2024-03-09T01:14:56Z,1670000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
