actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
412,PT00M46.50S,2024-03-09T02:13:08.7Z,3,REGULAR,rebound,defensive,[],204060,,,1610612753,78,54,2024-03-09T02:13:11Z,4070000,False,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,In The Paint (Non-RA),0-8 Center,,,,,411.0,,,,,1.0,1.0,0.0,,,,,,,,
414,PT00M23.70S,2024-03-09T02:13:49.9Z,3,REGULAR,2pt,Jump Shot,[],1630532,94.82588699080158,89.95098039215686,1610612753,78,54,2024-03-09T02:13:56Z,4090000,False,200.0,-4.0,1,right,MISS F. Wagner 19' Jump Shot,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Right,19.98,Missed,,,,,,,,,,,,,,,,,,
415,PT00M22.10S,2024-03-09T02:13:51.5Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612752,78,54,2024-03-09T02:13:56Z,4100000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:3),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Right,,,,,414.0,,,,,3.0,3.0,0.0,,,,,,,,
416,PT00M07.70S,2024-03-09T02:14:08.2Z,3,REGULAR,foul,personal,[],1630175,,,1610612752,78,54,2024-03-09T02:14:13Z,4110000,False,,,0,,C. Anthony personal FOUL (1 PF),"[1630175, 1630540]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,,,,,,1627524.0,,,,,,,,,,,1.0,0.0,McBride,1630540.0
418,PT00M07.70S,2024-03-09T02:14:08.3Z,3,REGULAR,substitution,out,[],1630540,,,1610612752,78,54,2024-03-09T02:14:46Z,4130000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT00M07.70S,2024-03-09T02:14:08.3Z,3,REGULAR,substitution,out,[],1631094,,,1610612752,78,54,2024-03-09T02:14:46Z,4140000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT00M07.70S,2024-03-09T02:14:08.3Z,3,REGULAR,substitution,out,[],204060,,,1610612752,78,54,2024-03-09T02:14:46Z,4150000,False,,,0,,SUB out: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT00M07.70S,2024-03-09T02:14:08.3Z,3,REGULAR,substitution,in,[],1628973,,,1610612752,78,54,2024-03-09T02:14:46Z,4160000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT00M07.70S,2024-03-09T02:14:08.3Z,3,REGULAR,substitution,in,[],1628371,,,1610612752,78,54,2024-03-09T02:14:46Z,4170000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT00M07.70S,2024-03-09T02:14:08.3Z,3,REGULAR,substitution,in,[],1628365,,,1610612752,78,54,2024-03-09T02:14:46Z,4180000,False,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT00M06.60S,2024-03-09T02:14:51.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629021,,,1610612752,78,54,2024-03-09T02:16:28Z,4190000,False,,,0,,M. Wagner personal FOUL (1 PF) (DiVincenzo 2 FT),"[1629021, 1628978]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Right,,,,,,1627962.0,,,,,,,,,,,1.0,0.0,DiVincenzo,1628978.0
426,PT00M06.60S,2024-03-09T02:15:16.5Z,3,REGULAR,freethrow,1 of 2,[],1628978,,,1610612752,79,54,2024-03-09T02:15:16Z,4210000,False,,,0,,D. DiVincenzo Free Throw 1 of 2 (10 PTS),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
427,PT00M06.60S,2024-03-09T02:15:16.6Z,3,REGULAR,substitution,out,[],1628973,,,1610612752,79,54,2024-03-09T02:15:21Z,4220000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT00M06.60S,2024-03-09T02:15:16.6Z,3,REGULAR,substitution,in,[],1630540,,,1610612752,79,54,2024-03-09T02:15:21Z,4230000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT00M06.60S,2024-03-09T02:15:43.2Z,3,REGULAR,freethrow,2 of 2,[],1628978,,,1610612752,80,54,2024-03-09T02:15:43Z,4240000,False,,,0,,D. DiVincenzo Free Throw 2 of 2 (11 PTS),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
430,PT00M01.00S,2024-03-09T02:15:52.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,92.72339027595268,46.32352941176471,1610612753,80,54,2024-03-09T02:16:05Z,4250000,False,-18.0,16.0,1,right,MISS M. Fultz driving floating Shot,[1628365],1610612753.0,ORL,driving floating,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
431,PT00M01.00S,2024-03-09T02:15:52.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,80,54,2024-03-09T02:21:07Z,4260000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,,430.0,,,,,,,,,,,,,,,
434,PT00M00.00S,2024-03-09T02:16:12.6Z,3,REGULAR,period,end,[],0,,,1610612753,80,54,2024-03-09T02:16:12Z,4290000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT12M00.00S,2024-03-09T02:18:00.4Z,4,REGULAR,substitution,out,['startperiod'],1630173,,,1610612753,80,54,2024-03-09T02:18:30Z,4300000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT12M00.00S,2024-03-09T02:18:00.4Z,4,REGULAR,substitution,out,['startperiod'],1630532,,,1610612753,80,54,2024-03-09T02:18:30Z,4310000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT12M00.00S,2024-03-09T02:18:00.4Z,4,REGULAR,substitution,in,['startperiod'],1628404,,,1610612753,80,54,2024-03-09T02:18:30Z,4320000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT12M00.00S,2024-03-09T02:18:00.4Z,4,REGULAR,substitution,in,['startperiod'],204060,,,1610612753,80,54,2024-03-09T02:18:30Z,4330000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT12M00.00S,2024-03-09T02:18:33.3Z,4,REGULAR,period,start,[],0,,,1610612753,80,54,2024-03-09T02:18:33Z,4340000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT11M47.00S,2024-03-09T02:18:45.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,94.30026281208936,51.470588235294116,1610612753,80,54,2024-03-09T02:18:53Z,4350000,False,7.0,1.0,1,right,MISS M. Fultz driving reverse Layup,[1628365],1610612753.0,ORL,driving reverse,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,0.75,Missed,,,,,,,,,,,,,,,,,,
441,PT11M45.00S,2024-03-09T02:18:47.6Z,4,REGULAR,rebound,defensive,[],1628978,,,1610612752,80,54,2024-03-09T02:18:53Z,4360000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:4),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,440.0,,,,,4.0,4.0,0.0,,,,,,,,
442,PT11M27.00S,2024-03-09T02:19:04.4Z,4,REGULAR,2pt,Jump Shot,[],202711,24.917871222076215,57.59803921568627,1610612752,80,54,2024-03-09T02:19:10Z,4370000,False,-38.0,182.0,1,left,MISS B. Bogdanovic 18' step back Shot,[202711],1610612752.0,NYK,step back,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Center,18.56,Missed,,,,,,,,,,,,,,,,,,
443,PT11M26.00S,2024-03-09T02:19:05.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612752,80,54,2024-03-09T02:19:10Z,4380000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Mid-Range,16-24 Center,,,,,442.0,,,,,,,,,,,,,,,
445,PT11M16.00S,2024-03-09T02:19:35.0Z,4,REGULAR,turnover,backcourt,[],1630540,,,1610612752,80,54,2024-03-09T02:19:45Z,4400000,False,,,0,,M. McBride backcourt TURNOVER (1 TO),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Mid-Range,16-24 Left Center,,,,,,1627524.0,1.0,,,,,,,,,,,,,
446,PT11M08.00S,2024-03-09T02:20:03.3Z,4,REGULAR,turnover,lost ball,[],1629021,,,1610612753,80,54,2024-03-09T02:20:07Z,4410000,False,,,0,,M. Wagner lost ball TURNOVER (1 TO),"[1629021, 1630540]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,1.0,McBride,1630540.0,,,,,,,,,,,
447,PT11M08.00S,2024-03-09T02:20:03.3Z,4,REGULAR,steal,,[],1630540,,,1610612752,80,54,2024-03-09T02:25:47Z,4420000,False,,,0,,M. McBride STEAL (2 STL),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
448,PT11M00.00S,2024-03-09T02:20:11.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202711,21.76412614980289,9.803921568627452,1610612752,80,54,2024-03-09T02:20:16Z,4430000,False,201.0,152.0,1,left,MISS B. Bogdanovic 25' 3PT,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,25.21,Missed,,,,,,,,,,,,,,,,,,
449,PT10M58.00S,2024-03-09T02:20:13.3Z,4,REGULAR,rebound,defensive,[],1628365,,,1610612753,80,54,2024-03-09T02:20:16Z,4440000,False,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Right Center,,,,,448.0,,,,,1.0,1.0,0.0,,,,,,,,
450,PT10M52.00S,2024-03-09T02:20:22.2Z,4,REGULAR,turnover,out-of-bounds,[],1628365,,,1610612753,80,54,2024-03-09T02:20:27Z,4450000,False,,,0,,M. Fultz lost ball out-of-bounds TURNOVER (1 TO),[1628365],1610612753.0,ORL,lost ball,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,,,1830.0,1.0,,,,,,,,,,,,,
451,PT10M52.00S,2024-03-09T02:20:33.9Z,4,REGULAR,foul,technical,['1freethrow'],1628404,,,1610612752,80,54,2024-03-09T02:20:42Z,4460000,False,,,0,,J. Hart technical FOUL (1 Tech),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,1830.0,,,,,,,,,,,2.0,1.0,,
452,PT10M52.00S,2024-03-09T02:20:52.0Z,4,REGULAR,freethrow,1 of 1,[],204060,,,1610612752,80,55,2024-03-09T02:20:52Z,4470000,False,,,0,,J. Ingles technical Free Throw 1 of 1 (1 PTS),[204060],1610612753.0,ORL,technical,,,Ingles,J. Ingles,,,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
453,PT10M34.00S,2024-03-09T02:21:23.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,13.354139290407357,97.05882352941177,1610612752,80,55,2024-03-09T02:21:28Z,4480000,False,-235.0,73.0,1,left,MISS D. DiVincenzo 24' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,24.64,Missed,,,,,,,,,,,,,,,,,,
454,PT10M32.00S,2024-03-09T02:21:25.3Z,4,REGULAR,rebound,defensive,[],1628371,,,1610612753,80,55,2024-03-09T02:21:28Z,4490000,False,,,0,,J. Isaac REBOUND (Off:2 Def:3),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Left Corner 3,24+ Left,,,,,453.0,,,,,5.0,3.0,2.0,,,,,,,,
455,PT10M16.00S,2024-03-09T02:21:40.7Z,4,REGULAR,3pt,Jump Shot,[],1628371,72.48685939553219,20.098039215686274,1610612753,80,58,2024-03-09T02:21:44Z,4500000,False,-150.0,206.0,1,right,J. Isaac 25' 3PT  (11 PTS) (C. Anthony 5 AST),"[1628371, 1630175]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,25.46,Made,,,,,,,,,,,11.0,C. Anthony,1630175.0,5.0,,,,
457,PT09M55.00S,2024-03-09T02:22:02.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,6.1268068331143235,44.85294117647059,1610612752,80,58,2024-03-09T02:22:07Z,4520000,False,26.0,5.0,1,left,MISS D. DiVincenzo driving finger roll Layup,[1628978],1610612752.0,NYK,driving finger roll,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,,
458,PT09M53.00S,2024-03-09T02:22:04.6Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612753,80,58,2024-03-09T02:22:07Z,4530000,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,457.0,,,,,1.0,1.0,0.0,,,,,,,,
460,PT09M39.00S,2024-03-09T02:22:30.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,80,58,2024-03-09T02:22:30Z,4550000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT09M34.00S,2024-03-09T02:25:30.6Z,4,REGULAR,2pt,Jump Shot,[],1628365,84.1819973718791,29.166666666666668,1610612753,80,60,2024-03-09T02:25:34Z,4560000,False,-104.0,96.0,1,right,M. Fultz 14' pullup Jump Shot (2 PTS) (J. Ingles 1 AST),"[1628365, 204060]",1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,14.18,Made,,,,,,,,,,,2.0,J. Ingles,204060.0,1.0,,,,
462,PT09M11.00S,2024-03-09T02:25:53.7Z,4,REGULAR,2pt,Jump Shot,[],1630540,11.383048620236531,67.40196078431373,1610612752,82,60,2024-03-09T02:25:59Z,4570000,False,-87.0,55.0,1,left,M. McBride 10' pullup Jump Shot (12 PTS) (D. DiVincenzo 6 AST),"[1630540, 1628978]",1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Mid-Range,8-16 Left,10.27,Made,,,,,,,,,,,12.0,D. DiVincenzo,1628978.0,6.0,,,,
464,PT09M04.00S,2024-03-09T02:26:06.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,82,60,2024-03-09T02:26:06Z,4590000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT09M04.00S,2024-03-09T02:26:06.8Z,4,REGULAR,substitution,out,[],202711,,,1610612753,82,60,2024-03-09T02:28:56Z,4600000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612752.0,NYK,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT09M04.00S,2024-03-09T02:26:06.8Z,4,REGULAR,substitution,out,[],1628365,,,1610612753,82,60,2024-03-09T02:28:56Z,4610000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT09M04.00S,2024-03-09T02:26:06.8Z,4,REGULAR,substitution,out,[],1629021,,,1610612753,82,60,2024-03-09T02:28:56Z,4620000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT09M04.00S,2024-03-09T02:26:06.8Z,4,REGULAR,substitution,in,[],1630173,,,1610612753,82,60,2024-03-09T02:28:56Z,4630000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT09M04.00S,2024-03-09T02:26:06.8Z,4,REGULAR,substitution,in,[],1630532,,,1610612753,82,60,2024-03-09T02:28:56Z,4640000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT09M04.00S,2024-03-09T02:26:06.8Z,4,REGULAR,substitution,in,[],1631094,,,1610612753,82,60,2024-03-09T02:28:56Z,4650000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT08M52.00S,2024-03-09T02:29:14.4Z,4,REGULAR,2pt,Jump Shot,[],1630175,86.15308804204993,26.47058823529412,1610612753,82,62,2024-03-09T02:29:18Z,4660000,False,-118.0,78.0,1,right,C. Anthony 14' pullup Jump Shot (4 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,14.1,Made,,,,,,,,,,,4.0,,,,,,,
473,PT08M34.00S,2024-03-09T02:29:31.9Z,4,REGULAR,3pt,Jump Shot,[],1630173,4.28712220762155,95.58823529411765,1610612752,82,62,2024-03-09T02:29:41Z,4670000,False,-228.0,-12.0,1,left,MISS P. Achiuwa 3PT,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,22.82,Missed,,,,,,,,,,,,,,,,,,
474,PT08M32.00S,2024-03-09T02:29:33.9Z,4,REGULAR,rebound,offensive,[],1628404,,,1610612752,82,62,2024-03-09T02:29:41Z,4680000,False,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,,,,,473.0,,,,,4.0,3.0,1.0,,,,,,,,
475,PT08M27.00S,2024-03-09T02:29:42.2Z,4,REGULAR,turnover,bad pass,[],1628978,,,1610612752,82,62,2024-03-09T02:29:46Z,4690000,False,,,0,,D. DiVincenzo bad pass TURNOVER (5 TO),"[1628978, 204060]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,,5.0,Ingles,204060.0,,,,,,,,,,,
476,PT08M27.00S,2024-03-09T02:29:42.2Z,4,REGULAR,steal,,[],204060,,,1610612753,82,62,2024-03-09T02:29:44Z,4700000,False,,,0,,J. Ingles STEAL (1 STL),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
477,PT08M26.00S,2024-03-09T02:29:46.1Z,4,REGULAR,foul,personal,[],1628978,,,1610612753,82,62,2024-03-09T02:29:50Z,4710000,False,,,0,,D. DiVincenzo personal FOUL (1 PF),"[1628978, 204060]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,1627524.0,,,,,,,,,,,1.0,0.0,Ingles,204060.0
479,PT08M08.00S,2024-03-09T02:30:14.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630532,68.28186596583443,76.7156862745098,1610612753,82,62,2024-03-09T02:30:21Z,4730000,False,134.0,246.0,1,right,MISS F. Wagner 27' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,27.97,Missed,,,,,,,,,,,,,,,,,,
480,PT08M06.00S,2024-03-09T02:30:16.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612752,82,62,2024-03-09T02:30:21Z,4740000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,479.0,,,,,,,,,,,,,,,
482,PT07M49.00S,2024-03-09T02:30:47.5Z,4,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612752,82,62,2024-03-09T02:31:00Z,4760000,False,,,0,,P. Banchero shooting personal FOUL (3 PF) (Achiuwa 2 FT),"[1631094, 1630173]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,1830.0,,,,,,,,,,,3.0,0.0,Achiuwa,1630173.0
484,PT07M49.00S,2024-03-09T02:31:11.9Z,4,REGULAR,freethrow,1 of 2,[],1630173,,,1610612752,83,62,2024-03-09T02:31:40Z,4780000,False,,,0,,P. Achiuwa Free Throw 1 of 2 (12 PTS),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,,,,,,,,,,,12.0,,,,,,,
485,PT07M49.00S,2024-03-09T02:31:12.0Z,4,REGULAR,substitution,out,[],1630540,,,1610612752,83,62,2024-03-09T02:31:19Z,4790000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT07M49.00S,2024-03-09T02:31:12.0Z,4,REGULAR,substitution,in,[],1628973,,,1610612752,83,62,2024-03-09T02:31:19Z,4800000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT07M49.00S,2024-03-09T02:31:11.9Z,4,REGULAR,freethrow,2 of 2,[],1630173,,,1610612752,83,62,2024-03-09T02:31:40Z,4810000,False,,,0,,MISS P. Achiuwa Free Throw 2 of 2,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
488,PT07M47.00S,2024-03-09T02:31:13.9Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,83,62,2024-03-09T02:31:40Z,4820000,False,,,0,,P. Banchero REBOUND (Off:1 Def:7),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,487.0,,,,,8.0,7.0,1.0,,,,,,,,
489,PT07M38.00S,2024-03-09T02:31:45.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,94.43166885676742,49.50980392156863,1610612753,83,62,2024-03-09T02:31:49Z,4830000,False,-2.0,0.0,1,right,MISS P. Banchero driving Layup - blocked,"[1631094, 1630173]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.25,Missed,Achiuwa,1630173.0,,,,,,,,,,,,,,,,
490,PT07M38.00S,2024-03-09T02:31:45.4Z,4,REGULAR,block,,[],1630173,,,1610612753,83,62,2024-03-09T02:31:47Z,4840000,False,,,0,,P. Achiuwa BLOCK (5 BLK),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
491,PT07M36.00S,2024-03-09T02:31:47.4Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612752,83,62,2024-03-09T02:31:49Z,4850000,False,,,0,,J. Hart REBOUND (Off:1 Def:4),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,489.0,,,,,5.0,4.0,1.0,,,,,,,,
492,PT07M34.00S,2024-03-09T02:31:52.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628404,6.915243101182654,46.32352941176471,1610612752,83,62,2024-03-09T02:32:09Z,4860000,False,18.0,13.0,1,left,MISS J. Hart running Layup - blocked,"[1628404, 1630175]",1610612752.0,NYK,running,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.22,Missed,Anthony,1630175.0,,,,,,,,,,,,,,,,
493,PT07M34.00S,2024-03-09T02:31:52.8Z,4,REGULAR,block,,[],1630175,,,1610612752,83,62,2024-03-09T02:49:57Z,4870000,False,,,0,,C. Anthony BLOCK (1 BLK),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
494,PT07M33.00S,2024-03-09T02:31:53.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,83,62,2024-03-09T02:32:09Z,4880000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,,492.0,,,,,,,,,,,,,,,
496,PT07M28.00S,2024-03-09T02:32:06.4Z,4,REGULAR,3pt,Jump Shot,[],1630175,75.24638633377135,84.31372549019608,1610612753,83,62,2024-03-09T02:32:16Z,4900000,False,172.0,180.0,1,right,MISS C. Anthony 24' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,24.88,Missed,,,,,,,,,,,,,,,,,,
497,PT07M27.00S,2024-03-09T02:32:07.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612752,83,62,2024-03-09T02:32:21Z,4910000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,496.0,,,,,,,,,,,,,,,
499,PT07M07.00S,2024-03-09T02:32:36.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,10.33180026281209,52.94117647058824,1610612752,83,62,2024-03-09T02:32:53Z,4930000,False,-15.0,45.0,1,left,MISS J. Brunson driving Layup - blocked,"[1628973, 1630175]",1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,4.7,Missed,Anthony,1630175.0,,,,,,,,,,,,,,,,
500,PT07M07.00S,2024-03-09T02:32:36.3Z,4,REGULAR,block,,[],1630175,,,1610612752,83,62,2024-03-09T02:33:07Z,4940000,False,,,0,,C. Anthony BLOCK (2 BLK),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
