actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
85,PT05M28.00S,2023-12-01T00:54:36.6Z,1,REGULAR,substitution,out,[],1630165,,,1610612752,15,10,2023-12-01T00:54:45Z,830000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M28.00S,2023-12-01T00:54:36.6Z,1,REGULAR,substitution,in,[],1631204,,,1610612752,15,10,2023-12-01T00:54:45Z,840000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M28.00S,2023-12-01T00:54:36.5Z,1,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,15,10,2023-12-01T00:55:02Z,850000,False,,,0,,MISS R. Barrett Free Throw 2 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
88,PT05M26.00S,2023-12-01T00:54:38.5Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,15,10,2023-12-01T00:55:02Z,860000,False,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,87.0,2.0,2.0,0.0,,,,,,,,,,,,,,
90,PT05M13.00S,2023-12-01T00:55:16.5Z,1,REGULAR,substitution,out,[],1629628,,,1610612765,15,10,2023-12-01T00:55:22Z,880000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M13.00S,2023-12-01T00:55:16.5Z,1,REGULAR,substitution,in,[],1628404,,,1610612765,15,10,2023-12-01T00:55:22Z,890000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M05.00S,2023-12-01T00:55:34.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.9060446780552,50.98039215686274,1610612765,15,12,2023-12-01T00:55:37Z,900000,False,5.0,5.0,1,right,C. Cunningham driving Layup (9 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,0.69,Made,,,,,,,,9.0,,,,,,,,,,
93,PT04M55.00S,2023-12-01T00:55:47.0Z,1,REGULAR,foul,personal,[],1631204,,,1610612752,15,12,2023-12-01T00:55:56Z,910000,False,,,0,,M. Sasser personal FOUL (1 PF),"[1631204, 1628973]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,203593.0,1.0,0.0,Brunson,1628973.0,,,,,
95,PT04M55.00S,2023-12-01T00:55:47.1Z,1,REGULAR,substitution,out,[],1630587,,,1610612752,15,12,2023-12-01T00:56:00Z,930000,False,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M55.00S,2023-12-01T00:55:47.1Z,1,REGULAR,substitution,in,[],1641709,,,1610612752,15,12,2023-12-01T00:56:00Z,940000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M55.00S,2023-12-01T00:55:47.1Z,1,REGULAR,substitution,out,[],1629656,,,1610612752,15,12,2023-12-01T00:56:08Z,950000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M55.00S,2023-12-01T00:55:47.1Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,15,12,2023-12-01T00:56:08Z,960000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M50.00S,2023-12-01T00:56:27.4Z,1,REGULAR,3pt,Jump Shot,[],1628973,31.225361366622867,33.088235294117645,1610612752,18,12,2023-12-01T00:56:34Z,970000,False,85.0,241.0,1,left,J. Brunson 25' 3PT pullup (12 PTS) (J. Randle 2 AST),"[1628973, 203944]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.54,Made,,,,,,,,12.0,,,,,,,,J. Randle,203944.0,2.0
100,PT04M37.00S,2023-12-01T00:56:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,93.11760840998686,54.41176470588235,1610612765,18,12,2023-12-01T00:56:48Z,980000,False,22.0,12.0,1,right,MISS J. Duren driving Layup,[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
101,PT04M35.00S,2023-12-01T00:56:42.1Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,18,12,2023-12-01T00:56:48Z,990000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,,,
102,PT04M30.00S,2023-12-01T00:56:49.3Z,1,REGULAR,turnover,out-of-bounds,[],1628404,,,1610612752,18,12,2023-12-01T00:56:56Z,1000000,False,,,0,,J. Hart bad pass out-of-bounds TURNOVER (1 TO),[1628404],1610612752.0,NYK,bad pass,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,203593.0,,,,,,,,,
103,PT04M30.00S,2023-12-01T00:56:49.4Z,1,REGULAR,substitution,out,[],1631105,,,1610612765,18,12,2023-12-01T00:57:03Z,1010000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M30.00S,2023-12-01T00:56:49.4Z,1,REGULAR,substitution,in,[],1628963,,,1610612765,18,12,2023-12-01T00:57:03Z,1020000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M20.00S,2023-12-01T00:57:11.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630191,91.80354796320631,3.1862745098039214,1610612765,18,15,2023-12-01T00:57:17Z,1030000,False,-234.0,25.0,1,right,I. Stewart 3PT  (3 PTS) (M. Sasser 1 AST),"[1630191, 1631204]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Left Corner 3,24+ Left,23.54,Made,,,,,,,,3.0,,,,,,,,M. Sasser,1631204.0,1.0
107,PT03M57.00S,2023-12-01T00:57:33.2Z,1,REGULAR,3pt,Jump Shot,[],203944,25.04927726675427,15.441176470588236,1610612752,18,15,2023-12-01T00:57:40Z,1050000,False,173.0,183.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
108,PT03M55.00S,2023-12-01T00:57:35.2Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,18,15,2023-12-01T00:57:40Z,1060000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,
109,PT03M48.00S,2023-12-01T00:57:42.5Z,1,REGULAR,3pt,Jump Shot,[],1630595,76.03482260183968,12.254901960784313,1610612765,18,15,2023-12-01T00:57:48Z,1070000,False,-189.0,173.0,1,right,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
110,PT03M46.00S,2023-12-01T00:57:44.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,18,15,2023-12-01T00:57:48Z,1080000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Left Center,,,109.0,,,,,,,,,,,,,,,,,
112,PT03M46.00S,2023-12-01T00:57:47.2Z,1,REGULAR,substitution,out,[],1630191,,,1610612752,18,15,2023-12-01T00:57:57Z,1100000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M46.00S,2023-12-01T00:57:47.2Z,1,REGULAR,substitution,in,[],1628995,,,1610612752,18,15,2023-12-01T00:57:57Z,1110000,False,,,0,,SUB in: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M32.00S,2023-12-01T00:58:13.8Z,1,REGULAR,3pt,Jump Shot,[],1628973,28.07161629434954,21.07843137254902,1610612752,21,15,2023-12-01T00:58:18Z,1120000,False,145.0,211.0,1,left,J. Brunson 25' 3PT pullup (15 PTS) (I. Quickley 1 AST),"[1628973, 1630193]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.61,Made,,,,,,,,15.0,,,,,,,,I. Quickley,1630193.0,1.0
115,PT03M24.00S,2023-12-01T00:58:28.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612765,21,15,2023-12-01T00:58:28Z,1130000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M24.00S,2023-12-01T00:58:28.2Z,1,REGULAR,substitution,out,[],1629011,,,1610612765,21,15,2023-12-01T01:01:10Z,1140000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M24.00S,2023-12-01T00:58:28.2Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,21,15,2023-12-01T01:01:10Z,1150000,False,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M24.00S,2023-12-01T00:58:28.2Z,1,REGULAR,substitution,in,[],1628392,,,1610612765,21,15,2023-12-01T01:01:10Z,1160000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M24.00S,2023-12-01T00:58:28.2Z,1,REGULAR,substitution,in,[],202692,,,1610612765,21,15,2023-12-01T01:01:10Z,1170000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M16.00S,2023-12-01T01:01:37.8Z,1,REGULAR,turnover,bad pass,[],1628995,,,1610612765,21,15,2023-12-01T01:01:41Z,1180000,False,,,0,,K. Knox II bad pass TURNOVER (1 TO),"[1628995, 1628392]",1610612765.0,DET,,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Hartenstein,1628392.0,,,,,,,,,,,
121,PT03M16.00S,2023-12-01T01:01:37.8Z,1,REGULAR,steal,,[],1628392,,,1610612752,21,15,2023-12-01T01:01:39Z,1190000,False,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
122,PT03M16.00S,2023-12-01T01:01:42.3Z,1,REGULAR,foul,personal,['1freethrow'],1641709,,,1610612752,21,15,2023-12-01T01:02:02Z,1200000,False,,,0,,A. Thompson transition take personal FOUL (1 PF) (Brunson 1 FT),"[1641709, 1628973]",1610612765.0,DET,transition take,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627962.0,1.0,0.0,Brunson,1628973.0,,,,,
124,PT03M16.00S,2023-12-01T01:02:04.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1628973,,,1610612752,22,15,2023-12-01T01:02:04Z,1220000,False,,,0,,J. Brunson transition take Free Throw 1 of 1 (16 PTS),[1628973],1610612752.0,NYK,transition take,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,16.0,,,,,,,,,,
125,PT02M58.00S,2023-12-01T01:02:32.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630193,9.937582128777924,95.58823529411765,1610612752,22,15,2023-12-01T01:02:40Z,1230000,False,-228.0,41.0,1,left,MISS I. Quickley 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Left Corner 3,24+ Left,23.15,Missed,,,,,,,,,,,,,,,,,,
126,PT02M56.00S,2023-12-01T01:02:34.5Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,22,15,2023-12-01T01:02:40Z,1240000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,,,125.0,2.0,2.0,0.0,,,,,,,,,,,,,,
127,PT02M50.00S,2023-12-01T01:02:40.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641709,91.80354796320631,48.529411764705884,1610612765,22,15,2023-12-01T01:02:46Z,1250000,False,-7.0,25.0,1,right,MISS A. Thompson running Layup,[1641709],1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,,,,,,,,,,
128,PT02M48.00S,2023-12-01T01:02:42.5Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,22,15,2023-12-01T01:02:46Z,1260000,False,,,0,,A. Thompson REBOUND (Off:1 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,127.0,3.0,2.0,1.0,,,,,,,,,,,,,,
129,PT02M47.00S,2023-12-01T01:02:43.5Z,1,REGULAR,turnover,lost ball,[],1641709,,,1610612765,22,15,2023-12-01T01:02:52Z,1270000,False,,,0,,A. Thompson lost ball TURNOVER (1 TO),"[1641709, 1628392]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Hartenstein,1628392.0,,,,,,,,,,,
130,PT02M47.00S,2023-12-01T01:02:43.5Z,1,REGULAR,steal,,[],1628392,,,1610612752,22,15,2023-12-01T01:03:11Z,1280000,False,,,0,,I. Hartenstein STEAL (2 STL),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
131,PT02M44.00S,2023-12-01T01:02:47.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', 'defensivegoaltending']",203944,6.521024967148489,52.69607843137255,1610612752,24,15,2023-12-01T01:10:02Z,1290000,False,-13.0,9.0,1,left,J. Randle running Layup (5 PTS) (J. Brunson 2 AST),"[203944, 1628973]",1610612752.0,NYK,running,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,,,,5.0,,,,,,,,J. Brunson,1628973.0,2.0
133,PT02M44.00S,2023-12-01T01:02:55.3Z,1,REGULAR,violation,defensive goaltending,[],1628995,,,1610612752,24,15,2023-12-01T01:03:26Z,1310000,False,,,0,,K. Knox II defensive goaltending VIOLATION,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,203593.0,,,,,,,,,
134,PT02M29.00S,2023-12-01T01:03:09.2Z,1,REGULAR,3pt,Jump Shot,[],1628995,78.53153745072274,87.99019607843137,1610612765,24,15,2023-12-01T01:03:16Z,1320000,False,190.0,149.0,1,right,MISS K. Knox II 24' 3PT,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Right Center,24.16,Missed,,,,,,,,,,,,,,,,,,
135,PT02M27.00S,2023-12-01T01:03:11.2Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,24,15,2023-12-01T01:03:16Z,1330000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,134.0,2.0,2.0,0.0,,,,,,,,,,,,,,
136,PT02M24.00S,2023-12-01T01:03:16.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631204,,,1610612752,24,15,2023-12-01T01:03:28Z,1340000,False,,,0,,M. Sasser shooting personal FOUL (2 PF) (Randle 2 FT),"[1631204, 203944]",1610612765.0,DET,shooting,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627962.0,2.0,0.0,Randle,203944.0,,,,,
138,PT02M24.00S,2023-12-01T01:03:47.6Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,24,15,2023-12-01T01:03:47Z,1360000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
139,PT02M24.00S,2023-12-01T01:03:47.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,24,15,2023-12-01T01:03:47Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,,,
140,PT02M24.00S,2023-12-01T01:04:06.6Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,25,15,2023-12-01T01:04:06Z,1380000,False,,,0,,J. Randle Free Throw 2 of 2 (6 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
141,PT02M15.00S,2023-12-01T01:04:17.6Z,1,REGULAR,3pt,Jump Shot,[],1631204,69.59592641261499,69.85294117647058,1610612765,25,15,2023-12-01T01:04:25Z,1390000,False,99.0,233.0,1,right,MISS M. Sasser 25' pullup 3PT,[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,25.36,Missed,,,,,,,,,,,,,,,,,,
142,PT02M13.00S,2023-12-01T01:04:19.6Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612765,25,15,2023-12-01T01:24:58Z,1400000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:0),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Right Center,,,141.0,1.0,0.0,1.0,,,,,,,,,,,,,,
143,PT02M04.00S,2023-12-01T01:04:28.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202692,73.14388961892247,81.86274509803921,1610612765,25,15,2023-12-01T01:04:33Z,1410000,False,159.0,200.0,1,right,MISS A. Burks 25' 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
144,PT02M02.00S,2023-12-01T01:04:30.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,25,15,2023-12-01T01:04:33Z,1420000,False,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,143.0,4.0,3.0,1.0,,,,,,,,,,,,,,
145,PT01M54.00S,2023-12-01T01:04:38.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.389618922470433,50.245098039215684,1610612752,27,15,2023-12-01T01:04:42Z,1430000,False,-1.0,8.0,1,left,J. Randle driving Layup (8 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,,8.0,,,,,,,,,,
146,PT01M35.00S,2023-12-01T01:04:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,93.9060446780552,50.49019607843137,1610612765,27,17,2023-12-01T01:05:00Z,1440000,False,2.0,5.0,1,right,M. Bagley III driving Layup (2 PTS),[1628963],1610612765.0,DET,driving,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,,2.0,,,,,,,,,,
147,PT01M20.00S,2023-12-01T01:05:12.1Z,1,REGULAR,3pt,Jump Shot,[],1628973,29.517082785808146,25.98039215686275,1610612752,27,17,2023-12-01T01:14:46Z,1450000,False,120.0,225.0,1,left,MISS J. Brunson 25' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
148,PT01M18.00S,2023-12-01T01:05:14.1Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,27,17,2023-12-01T01:05:17Z,1460000,False,,,0,,A. Thompson REBOUND (Off:1 Def:3),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,147.0,4.0,3.0,1.0,,,,,,,,,,,,,,
149,PT01M04.00S,2023-12-01T01:05:28.0Z,1,REGULAR,2pt,Jump Shot,[],1628963,79.188567674113,45.588235294117645,1610612765,27,17,2023-12-01T01:05:32Z,1470000,False,-22.0,143.0,1,right,MISS M. Bagley III 14' Jump Shot,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Mid-Range,8-16 Center,14.48,Missed,,,,,,,,,,,,,,,,,,
150,PT01M02.00S,2023-12-01T01:05:30.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,27,17,2023-12-01T01:05:32Z,1480000,False,,,0,,J. Randle REBOUND (Off:1 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,8-16 Center,,,149.0,5.0,4.0,1.0,,,,,,,,,,,,,,
151,PT00M50.60S,2023-12-01T01:05:42.5Z,1,REGULAR,3pt,Jump Shot,[],1630193,31.09395532194481,21.323529411764707,1610612752,30,17,2023-12-01T01:05:46Z,1490000,False,143.0,240.0,1,left,I. Quickley 27' 3PT  (3 PTS) (J. Randle 3 AST),"[1630193, 203944]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,27.94,Made,,,,,,,,3.0,,,,,,,,J. Randle,203944.0,3.0
153,PT00M29.20S,2023-12-01T01:06:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,85.3646517739816,48.529411764705884,1610612765,30,17,2023-12-01T01:06:14Z,1510000,False,-7.0,85.0,1,right,MISS M. Sasser 8' pullup Shot,[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,8.54,Missed,,,,,,,,,,,,,,,,,,
154,PT00M26.70S,2023-12-01T01:06:09.7Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,30,17,2023-12-01T01:06:14Z,1520000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,153.0,1.0,1.0,0.0,,,,,,,,,,,,,,
155,PT00M03.80S,2023-12-01T01:06:32.7Z,1,REGULAR,3pt,Jump Shot,[],1628404,31.750985545335087,28.676470588235293,1610612752,30,17,2023-12-01T01:16:19Z,1530000,False,107.0,246.0,1,left,MISS J. Hart 26' pullup 3PT,[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,26.81,Missed,,,,,,,,,,,,,,,,,,
156,PT00M02.40S,2023-12-01T01:06:34.1Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,30,17,2023-12-01T01:06:39Z,1540000,False,,,0,,J. Randle REBOUND (Off:2 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,155.0,6.0,4.0,2.0,,,,,,,,,,,,,,
157,PT00M01.40S,2023-12-01T01:06:37.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628995,,,1610612752,30,17,2023-12-01T01:06:49Z,1550000,False,,,0,,K. Knox II shooting personal FOUL (1 PF) (Randle 2 FT),"[1628995, 203944]",1610612765.0,DET,shooting,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627962.0,1.0,0.0,Randle,203944.0,,,,,
159,PT00M01.40S,2023-12-01T01:07:08.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203944,,,1610612752,30,17,2023-12-01T01:07:08Z,1570000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
160,PT00M01.40S,2023-12-01T01:07:08.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,30,17,2023-12-01T01:07:08Z,1580000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,159.0,,,,,,,,,,,,,,,,,
161,PT00M01.40S,2023-12-01T01:07:08.8Z,1,REGULAR,substitution,out,[],1628973,,,1610612752,30,17,2023-12-01T01:07:14Z,1590000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M01.40S,2023-12-01T01:07:08.8Z,1,REGULAR,substitution,in,[],1628978,,,1610612752,30,17,2023-12-01T01:07:14Z,1600000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M01.40S,2023-12-01T01:07:30.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203944,,,1610612752,31,17,2023-12-01T01:07:30Z,1610000,False,,,0,,J. Randle Free Throw 2 of 2 (9 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
164,PT00M00.00S,2023-12-01T01:07:47.6Z,1,REGULAR,period,end,[],0,,,1610612765,31,17,2023-12-01T01:07:47Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-12-01T01:09:57.4Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612765,31,17,2023-12-01T01:10:22Z,1630000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-12-01T01:09:57.4Z,2,REGULAR,substitution,out,['startperiod'],1631204,,,1610612765,31,17,2023-12-01T01:10:22Z,1640000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
