actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
263,PT06M43.00S,2023-12-01T01:26:45.3Z,2,REGULAR,3pt,Jump Shot,[],1630595,74.06373193166885,82.1078431372549,1610612765,37,34,2023-12-01T01:26:52Z,2560000,False,161.0,191.0,1,right,MISS C. Cunningham 24' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,,
264,PT06M41.00S,2023-12-01T01:26:47.3Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,37,34,2023-12-01T01:26:52Z,2570000,False,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,263.0,3.0,3.0,0.0,,,,,,,,,,,,,,
265,PT06M30.00S,2023-12-01T01:26:58.3Z,2,REGULAR,3pt,Jump Shot,[],1628973,25.443495400788436,82.35294117647058,1610612752,40,34,2023-12-01T01:27:03Z,2580000,False,-162.0,187.0,1,left,J. Brunson 24' 3PT  (19 PTS) (J. Randle 4 AST),"[1628973, 203944]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,24.71,Made,,,,,,,,19.0,,,,,,,,J. Randle,203944.0,4.0
267,PT06M00.00S,2023-12-01T01:27:27.9Z,2,REGULAR,turnover,lost ball,[],1630191,,,1610612765,40,34,2023-12-01T01:27:31Z,2600000,False,,,0,,I. Stewart lost ball TURNOVER (2 TO),"[1630191, 1629011]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,,,,,,,2.0,Robinson,1629011.0,,,,,,,,,,,
268,PT06M00.00S,2023-12-01T01:27:27.9Z,2,REGULAR,steal,,[],1629011,,,1610612752,40,34,2023-12-01T01:27:29Z,2610000,False,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
269,PT05M54.00S,2023-12-01T01:27:33.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,25.443495400788436,14.215686274509803,1610612752,43,34,2023-12-01T01:27:38Z,2620000,False,179.0,187.0,1,left,D. DiVincenzo 25' 3PT  (3 PTS) (J. Randle 5 AST),"[1628978, 203944]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,25.86,Made,,,,,,,,3.0,,,,,,,,J. Randle,203944.0,5.0
271,PT05M52.00S,2023-12-01T01:27:43.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612765,43,34,2023-12-01T01:27:43Z,2640000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M41.00S,2023-12-01T01:29:37.3Z,2,REGULAR,foul,offensive,[],1630595,,,1610612765,43,34,2023-12-01T01:29:47Z,2650000,False,,,0,,C. Cunningham charge offensive FOUL (1 PF),"[1630595, 1628973]",1610612765.0,DET,charge,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,,,,,,,,,,,203593.0,1.0,0.0,Brunson,1628973.0,,,,,
274,PT05M41.00S,2023-12-01T01:29:37.3Z,2,REGULAR,turnover,offensive foul,[],1630595,,,1610612765,43,34,2023-12-01T01:29:37Z,2670000,False,,,0,,C. Cunningham offensive foul TURNOVER (3 TO),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Left,,,,,,,3.0,,,,203593.0,,,,,,,,,
275,PT05M41.00S,2023-12-01T01:29:37.4Z,2,REGULAR,substitution,out,[],1630165,,,1610612752,43,34,2023-12-01T01:30:14Z,2680000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M41.00S,2023-12-01T01:29:37.4Z,2,REGULAR,substitution,out,[],1631105,,,1610612752,43,34,2023-12-01T01:30:14Z,2690000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M41.00S,2023-12-01T01:29:37.4Z,2,REGULAR,substitution,out,[],1630587,,,1610612752,43,34,2023-12-01T01:30:14Z,2700000,False,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M41.00S,2023-12-01T01:29:37.4Z,2,REGULAR,substitution,in,[],1631093,,,1610612752,43,34,2023-12-01T01:30:14Z,2710000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M41.00S,2023-12-01T01:29:37.4Z,2,REGULAR,substitution,in,[],1628963,,,1610612752,43,34,2023-12-01T01:30:14Z,2720000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M41.00S,2023-12-01T01:29:37.4Z,2,REGULAR,substitution,in,[],1631204,,,1610612752,43,34,2023-12-01T01:30:14Z,2730000,False,,,0,,SUB in: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M29.00S,2023-12-01T01:30:16.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,29.911300919842315,24.754901960784316,1610612752,46,34,2023-12-01T01:30:22Z,2740000,False,126.0,229.0,1,left,J. Brunson 26' 3PT  (22 PTS) (D. DiVincenzo 2 AST),"[1628973, 1628978]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,26.12,Made,,,,,,,,22.0,,,,,,,,D. DiVincenzo,1628978.0,2.0
282,PT05M29.00S,2023-12-01T01:30:20.8Z,2,REGULAR,foul,personal,['1freethrow'],1631093,,,1610612752,46,34,2023-12-01T01:30:30Z,2750000,False,,,0,,J. Ivey shooting personal FOUL (3 PF) (Brunson 1 FT),"[1631093, 1628973]",1610612765.0,DET,shooting,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627962.0,3.0,0.0,Brunson,1628973.0,,,,,
284,PT05M29.00S,2023-12-01T01:30:20.8Z,2,REGULAR,substitution,out,[],1631093,,,1610612752,46,34,2023-12-01T01:31:03Z,2770000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT05M29.00S,2023-12-01T01:30:20.8Z,2,REGULAR,substitution,in,[],202692,,,1610612752,46,34,2023-12-01T01:31:03Z,2780000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT05M29.00S,2023-12-01T01:31:13.2Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628973,,,1610612752,47,34,2023-12-01T01:31:13Z,2790000,False,,,0,,J. Brunson Free Throw 1 of 1 (23 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,23.0,,,,,,,,,,
287,PT05M05.00S,2023-12-01T01:31:38.1Z,2,REGULAR,3pt,Jump Shot,[],1631204,67.49342969776609,49.01960784313725,1610612765,47,37,2023-12-01T01:31:42Z,2800000,False,-5.0,253.0,1,right,M. Sasser 25' 3PT  (3 PTS) (A. Burks 1 AST),"[1631204, 202692]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Center,25.31,Made,,,,,,,,3.0,,,,,,,,A. Burks,202692.0,1.0
289,PT04M44.00S,2023-12-01T01:31:58.8Z,2,REGULAR,3pt,Jump Shot,[],1628973,31.882391590013142,63.48039215686274,1610612752,47,37,2023-12-01T01:48:04Z,2820000,False,-67.0,247.0,1,left,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,25.62,Missed,,,,,,,,,,,,,,,,,,
290,PT04M42.00S,2023-12-01T01:32:00.8Z,2,REGULAR,rebound,offensive,[],1629011,,,1610612752,47,37,2023-12-01T01:32:03Z,2830000,False,,,0,,M. Robinson REBOUND (Off:2 Def:0),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,289.0,2.0,0.0,2.0,,,,,,,,,,,,,,
291,PT04M41.00S,2023-12-01T01:32:03.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629011,8.492115637319317,46.32352941176471,1610612752,47,37,2023-12-01T01:32:07Z,2840000,False,18.0,27.0,1,left,MISS M. Robinson Layup - blocked,"[1629011, 1628963]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,Bagley III,1628963.0,,,
292,PT04M41.00S,2023-12-01T01:32:03.0Z,2,REGULAR,block,,[],1628963,,,1610612752,47,37,2023-12-01T01:32:05Z,2850000,False,,,0,,M. Bagley III BLOCK (1 BLK),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
293,PT04M39.00S,2023-12-01T01:32:05.0Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,47,37,2023-12-01T01:32:07Z,2860000,False,,,0,,I. Stewart REBOUND (Off:0 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,291.0,3.0,3.0,0.0,,,,,,,,,,,,,,
294,PT04M31.00S,2023-12-01T01:32:12.8Z,2,REGULAR,3pt,Jump Shot,[],1631204,73.01248357424441,15.931372549019606,1610612765,47,37,2023-12-01T01:32:20Z,2870000,False,-170.0,201.0,1,right,MISS M. Sasser 26' 3PT,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,,
295,PT04M29.00S,2023-12-01T01:32:14.8Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,47,37,2023-12-01T01:32:20Z,2880000,False,,,0,,M. Robinson REBOUND (Off:2 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,294.0,3.0,1.0,2.0,,,,,,,,,,,,,,
296,PT04M17.00S,2023-12-01T01:32:25.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,17.821944809461236,50.73529411764706,1610612752,47,37,2023-12-01T01:32:32Z,2890000,False,-4.0,115.0,1,left,MISS J. Randle 11' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,11.51,Missed,,,,,,,,,,,,,,,,,,
297,PT04M15.00S,2023-12-01T01:32:27.9Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,47,37,2023-12-01T01:32:32Z,2900000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,296.0,1.0,1.0,0.0,,,,,,,,,,,,,,
298,PT04M09.00S,2023-12-01T01:32:35.2Z,2,REGULAR,3pt,Jump Shot,[],202692,94.82588699080158,2.450980392156863,1610612765,47,37,2023-12-01T01:32:43Z,2910000,False,-238.0,-4.0,1,right,MISS A. Burks 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
299,PT04M07.00S,2023-12-01T01:32:37.2Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,47,37,2023-12-01T01:32:43Z,2920000,False,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Left Corner 3,24+ Left,,,298.0,4.0,4.0,0.0,,,,,,,,,,,,,,
300,PT04M00.00S,2023-12-01T01:32:43.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203944,5.863994743758213,47.549019607843135,1610612752,49,37,2023-12-01T01:32:50Z,2930000,False,12.0,3.0,1,left,J. Randle running Layup (11 PTS) (J. Hart 2 AST),"[203944, 1628404]",1610612752.0,NYK,running,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,,,,11.0,,,,,,,,J. Hart,1628404.0,2.0
302,PT03M41.00S,2023-12-01T01:33:02.2Z,2,REGULAR,3pt,Jump Shot,[],1631204,67.62483574244416,60.5392156862745,1610612765,49,40,2023-12-01T01:52:41Z,2950000,False,53.0,252.0,1,right,M. Sasser 25' 3PT pullup (6 PTS) (M. Bagley III 1 AST),"[1631204, 1628963]",1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Center,25.73,Made,,,,,,,,6.0,,,,,,,,M. Bagley III,1628963.0,1.0
304,PT03M17.00S,2023-12-01T01:33:27.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,8.229303547963205,55.392156862745104,1610612752,51,40,2023-12-01T01:33:32Z,2970000,False,-27.0,25.0,1,left,J. Randle driving floating bank Jump Shot (13 PTS),[203944],1610612752.0,NYK,driving floating bank,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,3.67,Made,,,,,,,,13.0,,,,,,,,,,
305,PT03M04.00S,2023-12-01T01:33:38.8Z,2,REGULAR,3pt,Jump Shot,[],1631204,72.09264126149803,19.852941176470587,1610612765,51,43,2023-12-01T01:53:14Z,2980000,False,-151.0,210.0,1,right,M. Sasser 25' 3PT pullup (9 PTS),[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,25.83,Made,,,,,,,,9.0,,,,,,,,,,
306,PT02M42.00S,2023-12-01T01:34:01.6Z,2,REGULAR,3pt,Jump Shot,[],1628978,9.149145860709593,2.941176470588235,1610612752,51,43,2023-12-01T01:34:08Z,2990000,False,235.0,34.0,1,left,MISS D. DiVincenzo 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,23.77,Missed,,,,,,,,,,,,,,,,,,
307,PT02M40.00S,2023-12-01T01:34:03.6Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,51,43,2023-12-01T01:34:08Z,3000000,False,,,0,,I. Stewart REBOUND (Off:0 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Right Corner 3,24+ Right,,,306.0,4.0,4.0,0.0,,,,,,,,,,,,,,
308,PT02M27.00S,2023-12-01T01:34:16.7Z,2,REGULAR,3pt,Jump Shot,[],1630191,66.3107752956636,46.81372549019608,1610612765,51,43,2023-12-01T01:34:22Z,3010000,False,-16.0,264.0,1,right,MISS I. Stewart 26' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,26.47,Missed,,,,,,,,,,,,,,,,,,
309,PT02M25.00S,2023-12-01T01:34:18.7Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,51,43,2023-12-01T01:34:22Z,3020000,False,,,0,,J. Hart REBOUND (Off:0 Def:5),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,308.0,5.0,5.0,0.0,,,,,,,,,,,,,,
310,PT02M20.00S,2023-12-01T01:34:23.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203944,14.931011826544022,96.81372549019608,1610612752,51,43,2023-12-01T01:53:49Z,3030000,False,-234.0,88.0,1,left,MISS J. Randle 25' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,25.01,Missed,,,,,,,,,,,,,,,,,,
311,PT02M18.00S,2023-12-01T01:34:25.2Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,51,43,2023-12-01T01:34:29Z,3040000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,,,310.0,2.0,2.0,0.0,,,,,,,,,,,,,,
312,PT02M11.00S,2023-12-01T01:34:32.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,85.89027595269383,49.26470588235294,1610612765,51,43,2023-12-01T01:34:42Z,3050000,False,-4.0,80.0,1,right,MISS M. Sasser 8' driving floating Shot,[1631204],1610612765.0,DET,driving floating,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),8-16 Center,8.02,Missed,,,,,,,,,,,,,,,,,,
313,PT02M10.00S,2023-12-01T01:34:33.8Z,2,REGULAR,rebound,offensive,[],1628963,,,1610612765,51,43,2023-12-01T01:34:42Z,3060000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:0),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,,,312.0,2.0,0.0,2.0,,,,,,,,,,,,,,
314,PT02M10.00S,2023-12-01T01:34:37.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628963,94.40999984741211,50.0,1610612765,51,43,2023-12-01T01:55:04Z,3070000,False,0.0,0.0,1,right,MISS M. Bagley III tip Layup,[1628963],1610612765.0,DET,tip,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
315,PT02M09.00S,2023-12-01T01:34:38.2Z,2,REGULAR,rebound,offensive,[],1628963,,,1610612765,51,43,2023-12-01T01:34:54Z,3080000,False,,,0,,M. Bagley III REBOUND (Off:3 Def:0),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,314.0,3.0,0.0,3.0,,,,,,,,,,,,,,
316,PT02M08.00S,2023-12-01T01:34:38.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,94.30026281208936,49.50980392156863,1610612765,51,45,2023-12-01T01:34:45Z,3090000,False,-2.0,1.0,1,right,M. Bagley III Layup (4 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,0.27,Made,,,,,,,,4.0,,,,,,,,,,
317,PT02M08.00S,2023-12-01T01:34:46.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,51,45,2023-12-01T01:34:49Z,3100000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M08.00S,2023-12-01T01:34:46.2Z,2,REGULAR,substitution,out,[],1628978,,,1610612752,51,45,2023-12-01T01:36:32Z,3110000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M08.00S,2023-12-01T01:34:46.2Z,2,REGULAR,substitution,out,[],1628404,,,1610612752,51,45,2023-12-01T01:36:32Z,3120000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M08.00S,2023-12-01T01:34:46.2Z,2,REGULAR,substitution,out,[],1628963,,,1610612752,51,45,2023-12-01T01:36:32Z,3130000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT02M08.00S,2023-12-01T01:34:46.2Z,2,REGULAR,substitution,out,[],202692,,,1610612752,51,45,2023-12-01T01:36:32Z,3140000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT02M08.00S,2023-12-01T01:34:46.2Z,2,REGULAR,substitution,in,[],1629656,,,1610612752,51,45,2023-12-01T01:36:32Z,3150000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT02M08.00S,2023-12-01T01:34:46.2Z,2,REGULAR,substitution,in,[],1629628,,,1610612752,51,45,2023-12-01T01:36:32Z,3160000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M08.00S,2023-12-01T01:34:46.2Z,2,REGULAR,substitution,in,[],1631105,,,1610612752,51,45,2023-12-01T01:36:32Z,3170000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M08.00S,2023-12-01T01:34:46.2Z,2,REGULAR,substitution,in,[],1630587,,,1610612752,51,45,2023-12-01T01:36:32Z,3180000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M56.00S,2023-12-01T01:36:38.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630595,,,1610612752,51,45,2023-12-01T01:36:48Z,3190000,False,,,0,,C. Cunningham personal FOUL (2 PF) (Randle 2 FT),"[1630595, 203944]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,16-24 Center,,,,,,,,,,,203593.0,2.0,0.0,Randle,203944.0,,,,,
328,PT01M56.00S,2023-12-01T01:37:07.5Z,2,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,52,45,2023-12-01T01:37:30Z,3210000,False,,,0,,J. Randle Free Throw 1 of 2 (14 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,,14.0,,,,,,,,,,
329,PT01M56.00S,2023-12-01T01:37:07.5Z,2,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,52,45,2023-12-01T01:37:30Z,3220000,False,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
330,PT01M54.00S,2023-12-01T01:37:09.5Z,2,REGULAR,rebound,defensive,[],1630587,,,1610612765,52,45,2023-12-01T01:37:30Z,3230000,False,,,0,,I. Livers REBOUND (Off:2 Def:2),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,329.0,4.0,2.0,2.0,,,,,,,,,,,,,,
331,PT01M35.00S,2023-12-01T01:37:47.8Z,2,REGULAR,3pt,Jump Shot,[],1631204,71.43561103810775,75.73529411764706,1610612765,52,48,2023-12-01T01:37:52Z,3240000,False,129.0,216.0,1,right,M. Sasser 25' 3PT step back (12 PTS),[1631204],1610612765.0,DET,step back,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,25.14,Made,,,,,,,,12.0,,,,,,,,,,
332,PT01M14.00S,2023-12-01T01:38:07.4Z,2,REGULAR,2pt,Jump Shot,[],1629628,26.10052562417871,45.09803921568628,1610612752,54,48,2023-12-01T01:38:27Z,3250000,False,25.0,193.0,1,left,R. Barrett 19' pullup Jump Shot (9 PTS) (J. Randle 6 AST),"[1629628, 203944]",1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Center,19.44,Made,,,,,,,,9.0,,,,,,,,J. Randle,203944.0,6.0
334,PT01M07.00S,2023-12-01T01:38:19.5Z,2,REGULAR,foul,personal,[],1629628,,,1610612765,54,48,2023-12-01T01:38:32Z,3270000,False,,,0,,R. Barrett personal FOUL (2 PF),"[1629628, 1631105]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627961.0,2.0,0.0,Duren,1631105.0,,,,,
336,PT01M01.00S,2023-12-01T01:38:42.0Z,2,REGULAR,turnover,lost ball,[],1630595,,,1610612765,54,48,2023-12-01T01:38:45Z,3290000,False,,,0,,C. Cunningham lost ball TURNOVER (4 TO),"[1630595, 1629656]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,4.0,Grimes,1629656.0,,,,,,,,,,,
337,PT01M01.00S,2023-12-01T01:38:42.0Z,2,REGULAR,steal,,[],1629656,,,1610612752,54,48,2023-12-01T01:38:43Z,3300000,False,,,0,,Q. Grimes STEAL (2 STL),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
338,PT00M54.90S,2023-12-01T01:38:48.4Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629656,7.703679369250986,49.754901960784316,1610612752,54,48,2023-12-01T02:00:45Z,3310000,False,1.0,20.0,1,left,MISS Q. Grimes running DUNK,[1629656],1610612752.0,NYK,running,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.99,Missed,,,,,,,,,,,,,,,,,,
340,PT00M52.90S,2023-12-01T01:38:50.4Z,2,REGULAR,rebound,offensive,[],1628973,,,1610612752,54,48,2023-12-01T01:38:59Z,3330000,False,,,0,,J. Brunson REBOUND (Off:1 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,338.0,3.0,2.0,1.0,,,,,,,,,,,,,,
341,PT00M50.30S,2023-12-01T01:38:53.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629628,30.042706964520367,23.284313725490197,1610612752,54,48,2023-12-01T01:39:02Z,3340000,False,134.0,230.0,1,left,MISS R. Barrett 26' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,26.59,Missed,,,,,,,,,,,,,,,,,,
342,PT00M48.00S,2023-12-01T01:38:55.4Z,2,REGULAR,rebound,defensive,[],1631204,,,1610612765,54,48,2023-12-01T01:39:02Z,3350000,False,,,0,,M. Sasser REBOUND (Off:0 Def:1),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,341.0,1.0,1.0,0.0,,,,,,,,,,,,,,
343,PT00M46.10S,2023-12-01T01:38:57.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630595,93.9060446780552,3.9215686274509802,1610612765,54,51,2023-12-01T01:39:07Z,3360000,False,-230.0,5.0,1,right,C. Cunningham 3PT  (15 PTS) (M. Sasser 2 AST),"[1630595, 1631204]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,23.04,Made,,,,,,,,15.0,,,,,,,,M. Sasser,1631204.0,2.0
