actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
85,PT05M11.00S,2022-12-28T00:23:43.4Z,1,REGULAR,3pt,Jump Shot,[],1629001,21.76412614980289,93.38235294117648,1610612755,14,15,2022-12-28T00:27:20Z,830000,False,-217.0,152.0,1,left,MISS D. Melton 26' 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,26.49,Missed,,,,,,,,,,,,,,,,,,
86,PT05M09.00S,2022-12-28T00:23:45.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612764,14,15,2022-12-28T00:23:51Z,840000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,85.0,,,,,,,,,,,,,,,
88,PT04M57.00S,2022-12-28T00:24:07.1Z,1,REGULAR,2pt,Jump Shot,[],203078,77.61169513797634,62.745098039215684,1610612764,16,15,2022-12-28T00:27:56Z,860000,False,64.0,158.0,1,right,B. Beal 17' Jump Shot (8 PTS) (M. Morris 4 AST),"[203078, 1628420]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right Center,17.04,Made,,,,,,,,,8.0,,,,,M. Morris,1628420.0,4.0,,
90,PT04M34.00S,2022-12-28T00:24:31.5Z,1,REGULAR,foul,personal,['2freethrow'],201959,,,1610612755,16,15,2022-12-28T00:24:45Z,880000,False,,,0,,T. Gibson shooting personal FOUL (1 PF) (Embiid 2 FT),"[201959, 203954]",1610612764.0,WAS,shooting,,,Gibson,T. Gibson,,,,,Mid-Range,8-16 Right,,,,,,,,,1628480.0,,,1.0,0.0,Embiid,203954.0,,,,,
92,PT04M34.00S,2022-12-28T00:24:55.7Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,16,16,2022-12-28T00:24:55Z,900000,False,,,0,,J. Embiid Free Throw 1 of 2 (9 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,9.0,,,,,,,,,
93,PT04M34.00S,2022-12-28T00:24:56.7Z,1,REGULAR,substitution,out,[],201935,,,1610612755,16,16,2022-12-28T00:25:03Z,910000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M34.00S,2022-12-28T00:24:56.7Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,16,16,2022-12-28T00:25:03Z,920000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M34.00S,2022-12-28T00:25:15.7Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,16,17,2022-12-28T00:25:15Z,930000,False,,,0,,J. Embiid Free Throw 2 of 2 (10 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,10.0,,,,,,,,,
96,PT04M15.00S,2022-12-28T00:25:39.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,89.30683311432325,56.127450980392155,1610612764,18,17,2022-12-28T00:25:50Z,940000,False,31.0,48.0,1,right,K. Porzingis fadeaway Jump Shot (4 PTS),[204001],1610612764.0,WAS,fadeaway,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,5.69,Made,,,,,,,,,4.0,,,,,,,,,
97,PT04M15.00S,2022-12-28T00:25:41.6Z,1,REGULAR,foul,personal,['1freethrow'],200782,,,1610612764,18,17,2022-12-28T00:25:50Z,950000,False,,,0,,P. Tucker shooting personal FOUL (1 PF) (Porzingis 1 FT),"[200782, 204001]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1628480.0,,,1.0,0.0,Porzingis,204001.0,,,,,
99,PT04M15.00S,2022-12-28T00:26:08.0Z,1,REGULAR,freethrow,1 of 1,[],204001,,,1610612764,19,17,2022-12-28T00:26:08Z,970000,False,,,0,,K. Porzingis Free Throw 1 of 1 (5 PTS),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
100,PT03M57.00S,2022-12-28T00:26:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,11.251642575558476,53.67647058823529,1610612755,19,17,2022-12-28T00:26:30Z,980000,False,-18.0,53.0,1,left,MISS J. Embiid Layup - blocked,"[203954, 204001]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,5.64,Missed,Porzingis,204001.0,,,,,,,,,,,,,,,,
101,PT03M57.00S,2022-12-28T00:26:26.9Z,1,REGULAR,block,,[],204001,,,1610612755,19,17,2022-12-28T00:26:29Z,990000,False,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
102,PT03M55.00S,2022-12-28T00:26:28.9Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,19,17,2022-12-28T00:26:30Z,1000000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:3),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,100.0,4.0,3.0,1.0,,,,,,,,,,,,
103,PT03M50.00S,2022-12-28T00:26:33.8Z,1,REGULAR,3pt,Jump Shot,[],203078,75.24638633377135,92.8921568627451,1610612764,22,17,2022-12-28T00:26:41Z,1010000,False,214.0,180.0,1,right,B. Beal 28' 3PT pullup (11 PTS),[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,28.01,Made,,,,,,,,,11.0,,,,,,,,,
104,PT03M35.00S,2022-12-28T00:26:51.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201959,,,1610612755,22,17,2022-12-28T00:27:02Z,1020000,False,,,0,,T. Gibson shooting personal FOUL (2 PF) (Embiid 2 FT),"[201959, 203954]",1610612764.0,WAS,shooting,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,203177.0,,,2.0,0.0,Embiid,203954.0,,,,,
106,PT03M35.00S,2022-12-28T00:27:20.3Z,1,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,22,18,2022-12-28T00:27:20Z,1040000,False,,,0,,J. Embiid Free Throw 1 of 2 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,11.0,,,,,,,,,
107,PT03M35.00S,2022-12-28T00:27:21.1Z,1,REGULAR,substitution,out,[],1628420,,,1610612755,22,18,2022-12-28T00:27:32Z,1050000,False,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M35.00S,2022-12-28T00:27:21.1Z,1,REGULAR,substitution,out,[],201959,,,1610612755,22,18,2022-12-28T00:27:32Z,1060000,False,,,0,,SUB out: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M35.00S,2022-12-28T00:27:21.1Z,1,REGULAR,substitution,out,[],200782,,,1610612755,22,18,2022-12-28T00:27:32Z,1070000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M35.00S,2022-12-28T00:27:21.1Z,1,REGULAR,substitution,in,[],1626153,,,1610612755,22,18,2022-12-28T00:27:32Z,1080000,False,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M35.00S,2022-12-28T00:27:21.1Z,1,REGULAR,substitution,in,[],1629060,,,1610612755,22,18,2022-12-28T00:27:32Z,1090000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M35.00S,2022-12-28T00:27:21.1Z,1,REGULAR,substitution,in,[],1629680,,,1610612755,22,18,2022-12-28T00:27:32Z,1100000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M35.00S,2022-12-28T00:27:49.4Z,1,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,22,19,2022-12-28T00:27:49Z,1110000,False,,,0,,J. Embiid Free Throw 2 of 2 (12 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,,
114,PT03M26.00S,2022-12-28T00:27:59.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.32917214191852,51.225490196078425,1610612764,24,19,2022-12-28T00:28:07Z,1120000,False,6.0,20.0,1,right,D. Avdija driving reverse Layup (5 PTS) (B. Beal 1 AST),"[1630166, 203078]",1610612764.0,WAS,driving reverse,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.05,Made,,,,,,,,,5.0,,,,,B. Beal,203078.0,1.0,,
116,PT03M13.00S,2022-12-28T00:28:13.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,7.966491458607096,57.35294117647059,1610612755,24,21,2022-12-28T00:28:20Z,1140000,False,-37.0,22.0,1,left,J. Embiid Layup (14 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,4.31,Made,,,,,,,,,14.0,,,,,,,,,
117,PT02M59.00S,2022-12-28T00:28:29.9Z,1,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612764,24,21,2022-12-28T00:28:35Z,1150000,False,,,0,,D. Avdija lost ball out-of-bounds TURNOVER (1 TO),[1630166],1610612764.0,WAS,lost ball,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,,,,,,,,,203177.0,1.0,,,,,,,,,,
118,PT02M59.00S,2022-12-28T00:28:37.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,24,21,2022-12-28T00:28:37Z,1160000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M59.00S,2022-12-28T00:30:48.5Z,1,REGULAR,substitution,out,[],203078,,,1610612755,24,21,2022-12-28T00:31:12Z,1170000,False,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M59.00S,2022-12-28T00:30:48.5Z,1,REGULAR,substitution,out,[],204001,,,1610612755,24,21,2022-12-28T00:31:12Z,1180000,False,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M59.00S,2022-12-28T00:30:48.5Z,1,REGULAR,substitution,out,[],1630166,,,1610612755,24,21,2022-12-28T00:31:12Z,1190000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M59.00S,2022-12-28T00:30:48.5Z,1,REGULAR,substitution,out,[],1629001,,,1610612755,24,21,2022-12-28T00:31:12Z,1200000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M59.00S,2022-12-28T00:30:48.5Z,1,REGULAR,substitution,out,[],202699,,,1610612755,24,21,2022-12-28T00:31:12Z,1210000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M59.00S,2022-12-28T00:30:48.5Z,1,REGULAR,substitution,in,[],1629655,,,1610612755,24,21,2022-12-28T00:31:12Z,1220000,False,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M59.00S,2022-12-28T00:30:48.5Z,1,REGULAR,substitution,in,[],1628398,,,1610612755,24,21,2022-12-28T00:31:12Z,1230000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M59.00S,2022-12-28T00:30:48.5Z,1,REGULAR,substitution,in,[],1630557,,,1610612755,24,21,2022-12-28T00:31:12Z,1240000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M59.00S,2022-12-28T00:30:48.5Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,24,21,2022-12-28T00:31:12Z,1250000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M59.00S,2022-12-28T00:30:48.5Z,1,REGULAR,substitution,in,[],1627863,,,1610612755,24,21,2022-12-28T00:31:12Z,1260000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M43.00S,2022-12-28T00:31:41.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,19.530223390275953,61.76470588235294,1610612755,24,23,2022-12-28T00:31:45Z,1270000,False,-59.0,131.0,1,left,J. Embiid 14' fadeaway Jump Shot (16 PTS) (D. House Jr. 1 AST),"[203954, 1627863]",1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,14.37,Made,,,,,,,,,16.0,,,,,D. House Jr.,1627863.0,1.0,,
131,PT02M25.00S,2022-12-28T00:31:58.5Z,1,REGULAR,turnover,bad pass,[],1628398,,,1610612764,24,23,2022-12-28T00:32:05Z,1290000,False,,,0,,K. Kuzma bad pass TURNOVER (4 TO),"[1628398, 203954]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,4.0,,,,,,,,,Embiid,203954.0
132,PT02M25.00S,2022-12-28T00:31:58.5Z,1,REGULAR,steal,,[],203954,,,1610612755,24,23,2022-12-28T00:32:00Z,1300000,False,,,0,,J. Embiid STEAL (2 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT02M24.00S,2022-12-28T00:32:02.7Z,1,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,24,23,2022-12-28T00:32:10Z,1310000,False,,,0,,J. Embiid lost ball out-of-bounds TURNOVER (1 TO),[203954],1610612755.0,PHI,lost ball,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,,,,,203177.0,1.0,,,,,,,,,,
134,PT02M24.00S,2022-12-28T00:32:10.9Z,1,REGULAR,substitution,out,[],203954,,,1610612764,24,23,2022-12-28T00:32:17Z,1320000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M24.00S,2022-12-28T00:32:10.9Z,1,REGULAR,substitution,in,[],1626149,,,1610612764,24,23,2022-12-28T00:32:17Z,1330000,False,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M12.00S,2022-12-28T00:32:37.8Z,1,REGULAR,foul,personal,[],1627777,,,1610612764,24,23,2022-12-28T00:32:48Z,1340000,False,,,0,,G. Niang personal FOUL (1 PF),"[1627777, 1629060]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Mid-Range,8-16 Right,,,,,,,,,1628480.0,,,1.0,0.0,Hachimura,1629060.0,,,,,
138,PT02M07.00S,2022-12-28T00:33:04.1Z,1,REGULAR,foul,personal,['2freethrow'],1626149,,,1610612764,24,23,2022-12-28T00:33:13Z,1360000,False,,,0,,M. Harrell shooting personal FOUL (1 PF) (Wright 2 FT),"[1626149, 1626153]",1610612755.0,PHI,shooting,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101284.0,,,1.0,0.0,Wright,1626153.0,,,,,
140,PT02M07.00S,2022-12-28T00:33:26.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626153,,,1610612764,25,23,2022-12-28T00:33:26Z,1380000,False,,,0,,D. Wright Free Throw 1 of 2 (1 PTS),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
141,PT02M07.00S,2022-12-28T00:33:40.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626153,,,1610612764,26,23,2022-12-28T00:33:40Z,1390000,False,,,0,,D. Wright Free Throw 2 of 2 (2 PTS),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
142,PT01M59.00S,2022-12-28T00:33:50.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,6.915243101182654,59.068627450980394,1610612755,26,23,2022-12-28T00:33:57Z,1400000,False,-45.0,13.0,1,left,MISS S. Milton driving Layup - blocked,"[1629003, 1629655]",1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,In The Paint (Non-RA),0-8 Center,4.7,Missed,Gafford,1629655.0,,,,,,,,,,,,,,,,
143,PT01M59.00S,2022-12-28T00:33:50.1Z,1,REGULAR,block,,[],1629655,,,1610612755,26,23,2022-12-28T00:33:55Z,1410000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
144,PT01M53.00S,2022-12-28T00:33:56.1Z,1,REGULAR,rebound,defensive,[],1630557,,,1610612764,26,23,2022-12-28T00:33:57Z,1420000,False,,,0,,C. Kispert REBOUND (Off:0 Def:1),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,
145,PT01M53.00S,2022-12-28T00:33:58.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629680,,,1610612764,26,23,2022-12-28T00:34:05Z,1430000,False,,,0,,M. Thybulle shooting personal FOUL (1 PF) (Hachimura 2 FT),"[1629680, 1629060]",1610612755.0,PHI,shooting,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,203177.0,,,1.0,0.0,Hachimura,1629060.0,,,,,
147,PT01M53.00S,2022-12-28T00:34:24.8Z,1,REGULAR,freethrow,1 of 2,[],1629060,,,1610612764,27,23,2022-12-28T00:34:24Z,1450000,False,,,0,,R. Hachimura Free Throw 1 of 2 (1 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
148,PT01M53.00S,2022-12-28T00:34:42.0Z,1,REGULAR,freethrow,2 of 2,[],1629060,,,1610612764,28,23,2022-12-28T00:34:42Z,1460000,False,,,0,,R. Hachimura Free Throw 2 of 2 (2 PTS),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
149,PT01M43.00S,2022-12-28T00:34:53.7Z,1,REGULAR,turnover,lost ball,[],1629003,,,1610612755,28,23,2022-12-28T00:34:58Z,1470000,False,,,0,,S. Milton lost ball TURNOVER (1 TO),"[1629003, 1626153]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1.0,,,,,,,,,Wright,1626153.0
150,PT01M43.00S,2022-12-28T00:34:53.7Z,1,REGULAR,steal,,[],1626153,,,1610612764,28,23,2022-12-28T00:34:55Z,1480000,False,,,0,,D. Wright STEAL (1 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
151,PT01M38.00S,2022-12-28T00:34:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629060,91.27792378449409,51.470588235294116,1610612764,28,23,2022-12-28T00:35:29Z,1490000,False,7.0,29.0,1,right,MISS R. Hachimura running Layup - blocked,"[1629060, 1627863]",1610612764.0,WAS,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,3.04,Missed,House Jr.,1627863.0,,,,,,,,,,,,,,,,
152,PT01M38.00S,2022-12-28T00:34:58.0Z,1,REGULAR,block,,[],1627863,,,1610612764,28,23,2022-12-28T00:35:00Z,1500000,False,,,0,,D. House Jr. BLOCK (1 BLK),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
153,PT01M35.00S,2022-12-28T00:35:01.0Z,1,REGULAR,rebound,defensive,[],1629680,,,1610612755,28,23,2022-12-28T00:35:04Z,1510000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:1),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,
154,PT01M32.00S,2022-12-28T00:35:06.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628398,,,1610612755,28,23,2022-12-28T00:35:17Z,1520000,False,,,0,,K. Kuzma shooting personal FOUL (1 PF) (House Jr. 2 FT),"[1628398, 1627863]",1610612764.0,WAS,shooting,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,203177.0,,,1.0,0.0,House Jr.,1627863.0,,,,,
156,PT01M32.00S,2022-12-28T00:35:33.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627863,,,1610612755,28,23,2022-12-28T00:36:20Z,1540000,False,,,0,,MISS D. House Jr. Free Throw 1 of 2,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
157,PT01M32.00S,2022-12-28T00:35:33.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,28,23,2022-12-28T00:36:20Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,
158,PT01M32.00S,2022-12-28T00:35:33.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627863,,,1610612755,28,24,2022-12-28T00:36:20Z,1560000,False,,,0,,D. House Jr. Free Throw 2 of 2 (1 PTS),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
159,PT01M18.00S,2022-12-28T00:36:02.1Z,1,REGULAR,3pt,Jump Shot,[],1628398,68.28186596583443,22.30392156862745,1610612764,28,24,2022-12-28T00:36:09Z,1570000,False,-138.0,246.0,1,right,MISS K. Kuzma 28' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,28.2,Missed,,,,,,,,,,,,,,,,,,
160,PT01M14.00S,2022-12-28T00:36:06.1Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612755,28,24,2022-12-28T00:36:09Z,1580000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Left Center,,,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,
161,PT01M07.00S,2022-12-28T00:36:14.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629655,,,1610612755,28,24,2022-12-28T00:36:24Z,1590000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Harrell 2 FT),"[1629655, 1626149]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101284.0,,,2.0,0.0,Harrell,1626149.0,,,,,
163,PT01M07.00S,2022-12-28T00:36:43.7Z,1,REGULAR,freethrow,1 of 2,[],1626149,,,1610612755,28,24,2022-12-28T00:36:43Z,1610000,False,,,0,,MISS M. Harrell Free Throw 1 of 2,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
164,PT01M07.00S,2022-12-28T00:36:43.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,28,24,2022-12-28T00:36:43Z,1620000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,,
165,PT01M07.00S,2022-12-28T00:37:03.9Z,1,REGULAR,freethrow,2 of 2,[],1626149,,,1610612755,28,25,2022-12-28T00:37:03Z,1630000,False,,,0,,M. Harrell Free Throw 2 of 2 (1 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
166,PT00M59.40S,2022-12-28T00:37:14.6Z,1,REGULAR,turnover,out-of-bounds,[],1629655,,,1610612764,28,25,2022-12-28T00:39:06Z,1640000,False,,,0,,D. Gafford bad pass out-of-bounds TURNOVER (1 TO),[1629655],1610612764.0,WAS,bad pass,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Center,,,,,,,,,1628480.0,1.0,,,,,,,,,,
167,PT00M50.10S,2022-12-28T00:37:35.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626149,8.623521681997373,52.69607843137255,1610612755,28,27,2022-12-28T00:37:42Z,1650000,False,-13.0,29.0,1,left,M. Harrell DUNK (3 PTS) (S. Milton 1 AST),"[1626149, 1629003]",1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,3.16,Made,,,,,,,,,3.0,,,,,S. Milton,1629003.0,1.0,,
169,PT00M37.60S,2022-12-28T00:37:52.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626149,,,1610612764,28,27,2022-12-28T00:37:57Z,1670000,False,,,0,,M. Harrell shooting personal FOUL (2 PF) (Gafford 2 FT),"[1626149, 1629655]",1610612755.0,PHI,shooting,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,101284.0,,,2.0,0.0,Gafford,1629655.0,,,,,
