actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
83,PT05M21.00S,2023-03-28T23:22:34.5Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1626153,,,1610612764,16,13,2023-03-28T23:22:38Z,830000,False,,,0,,MISS D. Wright Free Throw 1 of 1,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
84,PT05M18.00S,2023-03-28T23:22:37.5Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,16,13,2023-03-28T23:22:38Z,840000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,83.0,1.0,1.0,0.0,,
85,PT05M09.00S,2023-03-28T23:22:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,6.521024967148489,56.61764705882353,1610612738,16,15,2023-03-28T23:22:49Z,850000,False,-33.0,9.0,1,left,M. Brogdon driving Layup (2 PTS),[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,3.42,Made,2.0,,,,,,,,,,,,,,
86,PT04M56.00S,2023-03-28T23:22:58.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,88.25558475689881,49.50980392156863,1610612764,18,15,2023-03-28T23:23:02Z,860000,False,-2.0,58.0,1,right,K. Porzingis turnaround Jump Shot (8 PTS) (A. Gill 1 AST),"[204001, 1630264]",1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,5.8,Made,8.0,,,,,,A. Gill,1630264.0,1.0,,,,,,
88,PT04M43.00S,2023-03-28T23:23:10.5Z,1,REGULAR,2pt,Jump Shot,[],1627763,25.706307490144546,54.65686274509803,1610612738,18,15,2023-03-28T23:23:20Z,880000,False,-23.0,189.0,1,left,MISS M. Brogdon 19' pullup Shot,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,,,,19.05,Missed,,,,,,,,,,,,,,,
89,PT04M38.00S,2023-03-28T23:23:15.5Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,18,15,2023-03-28T23:27:17Z,890000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:5),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,88.0,5.0,5.0,0.0,,
90,PT04M31.00S,2023-03-28T23:23:21.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204001,88.91261498028909,52.69607843137255,1610612764,20,15,2023-03-28T23:23:26Z,900000,False,13.0,52.0,1,right,K. Porzingis driving finger roll Layup (10 PTS) (M. Morris 3 AST),"[204001, 1628420]",1610612764.0,WAS,driving finger roll,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,5.34,Made,10.0,,,,,,M. Morris,1628420.0,3.0,,,,,,
93,PT04M17.00S,2023-03-28T23:23:36.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.783837056504599,48.77450980392157,1610612738,20,15,2023-03-28T23:23:41Z,920000,False,6.0,11.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,1.28,Missed,,,,,,,,,,,,,,,
94,PT04M14.00S,2023-03-28T23:23:39.5Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612764,20,15,2023-03-28T23:23:41Z,930000,False,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,93.0,2.0,2.0,0.0,,
95,PT04M08.00S,2023-03-28T23:23:44.8Z,1,REGULAR,3pt,Jump Shot,[],1631098,77.21747700394218,8.57843137254902,1610612764,23,15,2023-03-28T23:23:49Z,940000,False,-207.0,162.0,1,right,J. Davis 26' 3PT  (3 PTS) (M. Morris 4 AST),"[1631098, 1628420]",1610612764.0,WAS,,,,Davis,J. Davis,,,,,Above the Break 3,24+ Left Center,,,,26.27,Made,3.0,,,,,,M. Morris,1628420.0,4.0,,,,,,
97,PT04M07.00S,2023-03-28T23:23:51.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,23,15,2023-03-28T23:23:51Z,960000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M07.00S,2023-03-28T23:25:47.2Z,1,REGULAR,substitution,out,[],1628420,,,1610612738,23,15,2023-03-28T23:26:20Z,970000,False,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M07.00S,2023-03-28T23:25:47.2Z,1,REGULAR,substitution,in,[],1629134,,,1610612738,23,15,2023-03-28T23:26:20Z,980000,False,,,0,,SUB in: K. Nunn,[1629134],1610612764.0,WAS,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M50.00S,2023-03-28T23:27:00.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,13.091327201051248,43.13725490196079,1610612738,23,15,2023-03-28T23:29:19Z,990000,False,34.0,71.0,1,left,MISS D. White 7' driving floating Shot - blocked,"[1628401, 204001]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,7.85,Missed,,,,,,,,,,,,,,Porzingis,204001.0
102,PT03M50.00S,2023-03-28T23:27:00.2Z,1,REGULAR,block,,[],204001,,,1610612738,23,15,2023-03-28T23:27:02Z,1000000,False,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
103,PT03M50.00S,2023-03-28T23:27:00.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,23,15,2023-03-28T23:27:09Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,101.0,,,,,
105,PT03M48.00S,2023-03-28T23:27:17.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,14.14257555847569,28.676470588235293,1610612738,23,15,2023-03-28T23:29:42Z,1030000,False,107.0,80.0,1,left,MISS J. Brown 13' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,13.35,Missed,,,,,,,,,,,,,,,
106,PT03M46.00S,2023-03-28T23:27:19.3Z,1,REGULAR,rebound,defensive,[],1626153,,,1610612764,23,15,2023-03-28T23:27:22Z,1040000,False,,,0,,D. Wright REBOUND (Off:0 Def:3),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,105.0,3.0,3.0,0.0,,
107,PT03M25.00S,2023-03-28T23:27:40.0Z,1,REGULAR,3pt,Jump Shot,[],1629134,64.60249671484888,28.431372549019606,1610612764,23,15,2023-03-28T23:27:47Z,1050000,False,-108.0,280.0,1,right,MISS K. Nunn 30' pullup 3PT - blocked,"[1629134, 1629057]",1610612764.0,WAS,pullup,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Left Center,,,,30.02,Missed,,,,,,,,,,,,,,Williams III,1629057.0
108,PT03M25.00S,2023-03-28T23:27:40.0Z,1,REGULAR,block,,[],1629057,,,1610612764,23,15,2023-03-28T23:27:43Z,1060000,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
109,PT03M23.00S,2023-03-28T23:27:42.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,23,15,2023-03-28T23:27:53Z,1070000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,107.0,,,,,
110,PT03M23.00S,2023-03-28T23:27:45.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612764,23,15,2023-03-28T23:27:53Z,1080000,False,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,1830.0,,,,,,,,,,,,,
111,PT03M23.00S,2023-03-28T23:27:54.0Z,1,REGULAR,substitution,out,[],1627759,,,1610612738,23,15,2023-03-28T23:27:57Z,1090000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M23.00S,2023-03-28T23:27:54.0Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,23,15,2023-03-28T23:27:57Z,1100000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M23.00S,2023-03-28T23:27:54.0Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,23,15,2023-03-28T23:27:57Z,1110000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M23.00S,2023-03-28T23:27:54.0Z,1,REGULAR,substitution,in,[],203935,,,1610612738,23,15,2023-03-28T23:27:57Z,1120000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M13.00S,2023-03-28T23:28:15.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627763,30.17411300919842,22.54901960784314,1610612738,23,18,2023-03-28T23:28:20Z,1130000,False,137.0,231.0,1,left,M. Brogdon 26' 3PT pullup (5 PTS),[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,26.88,Made,5.0,,,,,,,,,,,,,,
116,PT02M58.00S,2023-03-28T23:28:30.9Z,1,REGULAR,turnover,bad pass,[],1630264,,,1610612764,23,18,2023-03-28T23:28:35Z,1140000,False,,,0,,A. Gill bad pass TURNOVER (1 TO),"[1630264, 1629057]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,Mid-Range,16-24 Right,1.0,Williams III,1629057.0,,,,,,,,,,,,,,,,,
117,PT02M58.00S,2023-03-28T23:28:30.9Z,1,REGULAR,steal,,[],1629057,,,1610612738,23,18,2023-03-28T23:34:43Z,1150000,False,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
118,PT02M53.00S,2023-03-28T23:28:36.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629684,17.0335085413929,95.83333333333334,1610612738,23,18,2023-03-28T23:31:57Z,1160000,False,-229.0,108.0,1,left,MISS G. Williams 25' running 3PT,[1629684],1610612738.0,BOS,running,,,Williams,G. Williams,,,,,Above the Break 3,24+ Left Center,,,,25.32,Missed,,,,,,,,,,,,,,,
119,PT02M49.00S,2023-03-28T23:28:40.0Z,1,REGULAR,rebound,defensive,[],1629134,,,1610612764,23,18,2023-03-28T23:28:42Z,1170000,False,,,0,,K. Nunn REBOUND (Off:0 Def:1),[1629134],1610612764.0,WAS,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,118.0,1.0,1.0,0.0,,
120,PT02M45.00S,2023-03-28T23:28:43.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629134,66.17936925098554,36.76470588235294,1610612764,23,18,2023-03-28T23:32:10Z,1180000,False,-66.0,265.0,1,right,MISS K. Nunn 27' running pullup 3PT,[1629134],1610612764.0,WAS,running pullup,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Center,,,,27.35,Missed,,,,,,,,,,,,,,,
121,PT02M42.00S,2023-03-28T23:28:46.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,23,18,2023-03-28T23:32:10Z,1190000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,120.0,,,,,
123,PT02M37.00S,2023-03-28T23:29:13.7Z,1,REGULAR,foul,personal,[],1629057,,,1610612764,23,18,2023-03-28T23:29:21Z,1210000,False,,,0,,R. Williams III personal FOUL (1 PF),"[1629057, 1626153]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1830.0,1.0,0.0,Wright,1626153.0,,,,,,,,,
125,PT02M21.00S,2023-03-28T23:29:45.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],204001,87.20433639947439,33.57843137254902,1610612764,23,18,2023-03-28T23:29:50Z,1230000,False,-82.0,68.0,1,right,MISS K. Porzingis 10' pullup Shot,[204001],1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,,,,10.65,Missed,,,,,,,,,,,,,,,
126,PT02M21.00S,2023-03-28T23:29:46.9Z,1,REGULAR,rebound,offensive,[],1631098,,,1610612764,23,18,2023-03-28T23:29:46Z,1240000,False,,,0,,J. Davis REBOUND (Off:1 Def:0),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,125.0,1.0,0.0,1.0,,
127,PT02M21.00S,2023-03-28T23:29:48.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631098,93.24901445466492,48.28431372549019,1610612764,23,18,2023-03-28T23:33:45Z,1250000,False,-9.0,11.0,1,right,MISS J. Davis putback Layup - blocked,"[1631098, 1629684]",1610612764.0,WAS,putback,,,Davis,J. Davis,,,,,Restricted Area,0-8 Center,,,,1.4,Missed,,,,,,,,,,,,,,Williams,1629684.0
128,PT02M21.00S,2023-03-28T23:29:48.1Z,1,REGULAR,block,,[],1629684,,,1610612764,23,18,2023-03-28T23:29:50Z,1260000,False,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
129,PT02M21.00S,2023-03-28T23:29:48.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,23,18,2023-03-28T23:29:54Z,1270000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,127.0,,,,,
131,PT02M18.00S,2023-03-28T23:30:05.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629134,95.87713534822602,97.54901960784314,1610612764,23,18,2023-03-28T23:30:10Z,1290000,False,238.0,-14.0,1,right,MISS K. Nunn 3PT,[1629134],1610612764.0,WAS,,,,Nunn,K. Nunn,,,,,Right Corner 3,24+ Right,,,,23.81,Missed,,,,,,,,,,,,,,,
132,PT02M16.00S,2023-03-28T23:30:07.7Z,1,REGULAR,rebound,offensive,[],1631098,,,1610612764,23,18,2023-03-28T23:30:10Z,1300000,False,,,0,,J. Davis REBOUND (Off:2 Def:0),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,131.0,2.0,0.0,2.0,,
133,PT02M10.00S,2023-03-28T23:30:13.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629134,90.3580814717477,42.64705882352941,1610612764,25,18,2023-03-28T23:34:56Z,1310000,False,-37.0,38.0,1,right,K. Nunn driving floating Jump Shot (2 PTS) (J. Davis 1 AST),"[1629134, 1631098]",1610612764.0,WAS,driving floating,,,Nunn,K. Nunn,,,,,In The Paint (Non-RA),0-8 Center,,,,5.3,Made,2.0,,,,,,J. Davis,1631098.0,1.0,,,,,,
135,PT01M55.00S,2023-03-28T23:30:28.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.09789750328515,60.29411764705882,1610612738,25,20,2023-03-28T23:30:32Z,1330000,False,-51.0,24.0,1,left,J. Tatum driving Layup (11 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,5.66,Made,11.0,,,,,,,,,,,,,,
137,PT01M36.00S,2023-03-28T23:30:47.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631098,86.41590013140605,64.95098039215686,1610612764,27,20,2023-03-28T23:30:52Z,1350000,False,75.0,75.0,1,right,J. Davis 10' driving floating Jump Shot (5 PTS),[1631098],1610612764.0,WAS,driving floating,,,Davis,J. Davis,,,,,In The Paint (Non-RA),8-16 Right,,,,10.61,Made,5.0,,,,,,,,,,,,,,
138,PT01M20.00S,2023-03-28T23:31:03.6Z,1,REGULAR,3pt,Jump Shot,[],1628369,30.17411300919842,75.0,1610612738,27,20,2023-03-28T23:31:09Z,1360000,False,-125.0,231.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,26.27,Missed,,,,,,,,,,,,,,,
139,PT01M17.00S,2023-03-28T23:31:06.6Z,1,REGULAR,rebound,defensive,[],204001,,,1610612764,27,20,2023-03-28T23:31:09Z,1370000,False,,,0,,K. Porzingis REBOUND (Off:0 Def:6),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,138.0,6.0,6.0,0.0,,
140,PT01M09.00S,2023-03-28T23:31:14.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630264,87.33574244415243,49.754901960784316,1610612764,27,20,2023-03-28T23:36:33Z,1380000,False,-1.0,67.0,1,right,MISS A. Gill 6' driving Hook,[1630264],1610612764.0,WAS,driving,,,Gill,A. Gill,,,,,In The Paint (Non-RA),0-8 Center,,,,6.65,Missed,,,,,,,,,,,,,,,
141,PT01M09.00S,2023-03-28T23:31:17.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,27,20,2023-03-28T23:31:17Z,1390000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,140.0,,,,,
143,PT01M09.00S,2023-03-28T23:31:19.0Z,1,REGULAR,substitution,out,[],204001,,,1610612764,27,20,2023-03-28T23:31:23Z,1410000,False,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M09.00S,2023-03-28T23:31:19.0Z,1,REGULAR,substitution,in,[],201959,,,1610612764,27,20,2023-03-28T23:31:23Z,1420000,False,,,0,,SUB in: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M09.00S,2023-03-28T23:31:30.5Z,1,REGULAR,substitution,out,[],1629057,,,1610612764,27,20,2023-03-28T23:31:35Z,1430000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M09.00S,2023-03-28T23:31:30.5Z,1,REGULAR,substitution,in,[],201143,,,1610612764,27,20,2023-03-28T23:31:35Z,1440000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M02.00S,2023-03-28T23:31:55.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630264,91.67214191852825,51.225490196078425,1610612764,29,20,2023-03-28T23:32:00Z,1450000,False,6.0,26.0,1,right,A. Gill cutting finger roll Layup (2 PTS) (K. Nunn 1 AST),"[1630264, 1629134]",1610612764.0,WAS,cutting finger roll,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,,2.65,Made,2.0,,,,,,K. Nunn,1629134.0,1.0,,,,,,
149,PT00M42.50S,2023-03-28T23:32:14.8Z,1,REGULAR,3pt,Jump Shot,[],203935,32.670827858081466,29.411764705882355,1610612738,29,23,2023-03-28T23:32:20Z,1470000,False,103.0,255.0,1,left,M. Smart 27' 3PT  (3 PTS) (G. Williams 1 AST),"[203935, 1629684]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,,,,27.46,Made,3.0,,,,,,G. Williams,1629684.0,1.0,,,,,,
151,PT00M27.70S,2023-03-28T23:32:35.5Z,1,REGULAR,3pt,Jump Shot,[],1626153,69.33311432325887,26.225490196078432,1610612764,29,23,2023-03-28T23:32:40Z,1490000,False,-119.0,236.0,1,right,MISS D. Wright 26' pullup 3PT,[1626153],1610612764.0,WAS,pullup,,,Wright,D. Wright,,,,,Above the Break 3,24+ Left Center,,,,26.41,Missed,,,,,,,,,,,,,,,
152,PT00M25.30S,2023-03-28T23:32:37.9Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,29,23,2023-03-28T23:32:40Z,1500000,False,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,151.0,2.0,2.0,0.0,,
153,PT00M05.40S,2023-03-28T23:32:59.3Z,1,REGULAR,foul,personal,[],1631098,,,1610612738,29,23,2023-03-28T23:33:07Z,1510000,False,,,0,,J. Davis personal FOUL (1 PF),"[1631098, 1628369]",1610612764.0,WAS,,,,Davis,J. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1830.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,
155,PT00M05.40S,2023-03-28T23:33:14.2Z,1,REGULAR,substitution,out,[],201959,,,1610612738,29,23,2023-03-28T23:33:21Z,1530000,False,,,0,,SUB out: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M05.40S,2023-03-28T23:33:14.2Z,1,REGULAR,substitution,in,[],1630166,,,1610612738,29,23,2023-03-28T23:33:21Z,1540000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M00.10S,2023-03-28T23:33:34.8Z,1,REGULAR,3pt,Jump Shot,[],203935,32.670827858081466,54.166666666666664,1610612738,29,23,2023-03-28T23:38:01Z,1550000,False,-21.0,255.0,1,left,MISS M. Smart 25' pullup 3PT,[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,25.54,Missed,,,,,,,,,,,,,,,
158,PT00M00.10S,2023-03-28T23:33:34.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,29,23,2023-03-28T23:33:42Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,157.0,,,,,
159,PT00M00.00S,2023-03-28T23:33:43.0Z,1,REGULAR,period,end,[],0,,,1610612738,29,23,2023-03-28T23:33:43Z,1570000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-03-28T23:33:46.1Z,2,REGULAR,substitution,out,['startperiod'],1630264,,,1610612738,29,23,2023-03-28T23:36:11Z,1580000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-03-28T23:33:46.1Z,2,REGULAR,substitution,out,['startperiod'],1626153,,,1610612738,29,23,2023-03-28T23:36:11Z,1590000,False,,,0,,SUB out: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-03-28T23:33:46.1Z,2,REGULAR,substitution,in,['startperiod'],1630692,,,1610612738,29,23,2023-03-28T23:36:11Z,1600000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-03-28T23:33:46.1Z,2,REGULAR,substitution,in,['startperiod'],201959,,,1610612738,29,23,2023-03-28T23:36:11Z,1610000,False,,,0,,SUB in: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-03-28T23:36:14.1Z,2,REGULAR,period,start,[],0,,,1610612738,29,23,2023-03-28T23:36:14Z,1620000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M48.00S,2023-03-28T23:36:25.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.046649145860711,60.5392156862745,1610612738,29,25,2023-03-28T23:36:31Z,1630000,False,-53.0,14.0,1,left,J. Tatum alley-oop Layup (13 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,alley-oop,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,5.45,Made,13.0,,,,,,M. Smart,203935.0,2.0,,,,,,
167,PT11M28.00S,2023-03-28T23:36:45.1Z,2,REGULAR,3pt,Jump Shot,[],1630166,95.6143232588699,3.6764705882352944,1610612764,29,25,2023-03-28T23:36:49Z,1650000,False,-232.0,-11.0,1,right,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,,,,23.19,Missed,,,,,,,,,,,,,,,
168,PT11M24.00S,2023-03-28T23:36:49.1Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,29,25,2023-03-28T23:36:49Z,1660000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,167.0,1.0,1.0,0.0,,
169,PT11M15.00S,2023-03-28T23:36:58.3Z,2,REGULAR,3pt,Jump Shot,[],201143,11.514454664914586,4.901960784313726,1610612738,29,25,2023-03-28T23:37:03Z,1670000,False,225.0,56.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,,23.23,Missed,,,,,,,,,,,,,,,
170,PT11M12.00S,2023-03-28T23:37:01.3Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,29,25,2023-03-28T23:37:03Z,1680000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,169.0,2.0,2.0,0.0,,
