actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
87,PT04M51.00S,2022-11-04T23:29:00.4Z,1,REGULAR,substitution,in,[],202693,,,1610612764,22,21,2022-11-04T23:29:05Z,860000,,,0,,SUB in: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M45.00S,2022-11-04T23:29:20.0Z,1,REGULAR,2pt,Jump Shot,[],203078,78.13731931668858,57.35294117647059,1610612764,22,21,2022-11-04T23:31:44Z,870000,37.0,153.0,1,right,MISS B. Beal 15' Jump Shot,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,8-16 Center,15.74,Missed,,,,,,,,,,,,,,,,,,
89,PT04M39.00S,2022-11-04T23:29:26.0Z,1,REGULAR,rebound,offensive,[],204001,,,1610612764,22,21,2022-11-04T23:29:27Z,880000,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Center,,,88.0,3.0,2.0,1.0,,,,,,,,,,,,,,
90,PT04M39.00S,2022-11-04T23:29:26.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,94.40999984741211,50.0,1610612764,24,21,2022-11-04T23:29:26Z,890000,0.0,0.0,1,right,K. Porzingis tip Layup (10 PTS),[204001],1610612764.0,WAS,tip,,,Porzingis,K. Porzingis,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,10.0,,,,,,,,,,,,,
91,PT04M32.00S,2022-11-04T23:29:32.7Z,1,REGULAR,2pt,Jump Shot,[],1630560,11.383048620236531,20.833333333333336,1610612751,24,21,2022-11-04T23:29:38Z,900000,146.0,55.0,1,left,MISS C. Thomas 15' turnaround Shot,[1630560],1610612751.0,BKN,turnaround,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,15.57,Missed,,,,,,,,,,,,,,,,,,
92,PT04M29.00S,2022-11-04T23:29:35.7Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612764,24,21,2022-11-04T23:29:38Z,910000,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Mid-Range,8-16 Right,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,
93,PT04M16.00S,2022-11-04T23:29:48.9Z,1,REGULAR,3pt,Jump Shot,[],203115,86.81011826544021,95.34313725490196,1610612764,24,21,2022-11-04T23:29:54Z,920000,227.0,71.0,1,right,MISS W. Barton step back 3PT,[203115],1610612764.0,WAS,step back,,,Barton,W. Barton,,,,,Right Corner 3,24+ Right,23.77,Missed,,,,,,,,,,,,,,,,,,
94,PT04M13.00S,2022-11-04T23:29:51.9Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,24,21,2022-11-04T23:29:54Z,930000,,,0,,N. Claxton REBOUND (Off:1 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Right Corner 3,24+ Right,,,93.0,3.0,2.0,1.0,,,,,,,,,,,,,,
95,PT04M01.00S,2022-11-04T23:30:04.3Z,1,REGULAR,2pt,Jump Shot,[],201142,22.421156373193167,31.127450980392158,1610612751,24,21,2022-11-04T23:30:12Z,940000,94.0,158.0,1,left,MISS K. Durant 18' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,18.43,Missed,,,,,,,,,,,,,,,,,,
96,PT03M59.00S,2022-11-04T23:30:06.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,24,21,2022-11-04T23:30:12Z,950000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Mid-Range,16-24 Right Center,,,95.0,,,,,,,,,,,,,,,,,
98,PT03M57.00S,2022-11-04T23:30:29.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629651,6.521024967148489,51.470588235294116,1610612751,24,23,2022-11-04T23:30:34Z,970000,-7.0,9.0,1,left,N. Claxton cutting DUNK (6 PTS) (K. Durant 2 AST),"[1629651, 201142]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.15,Made,,,,,6.0,K. Durant,201142.0,2.0,,,,,,,,,,
100,PT03M39.00S,2022-11-04T23:30:46.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,92.32917214191852,48.77450980392157,1610612764,26,23,2022-11-04T23:30:53Z,990000,-6.0,20.0,1,right,R. Hachimura driving Layup (2 PTS) (B. Beal 1 AST),"[1629060, 203078]",1610612764.0,WAS,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,2.05,Made,,,,,2.0,B. Beal,203078.0,1.0,,,,,,,,,,
102,PT03M25.00S,2022-11-04T23:31:01.1Z,1,REGULAR,2pt,Jump Shot,[],201142,15.062417871222076,67.64705882352942,1610612751,26,25,2022-11-04T23:31:09Z,1010000,-88.0,89.0,1,left,K. Durant 12' pullup Jump Shot (7 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,12.54,Made,,,,,7.0,,,,,,,,,,,,,
103,PT03M12.00S,2022-11-04T23:31:14.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203115,93.24901445466492,48.529411764705884,1610612764,26,25,2022-11-04T23:31:34Z,1020000,-7.0,11.0,1,right,MISS W. Barton driving Layup - blocked,"[203115, 1629651]",1610612764.0,WAS,driving,,,Barton,W. Barton,,,,,Restricted Area,0-8 Center,1.33,Missed,,,,,,,,,,,,,,Claxton,1629651.0,,,
104,PT03M12.00S,2022-11-04T23:31:14.4Z,1,REGULAR,block,,[],1629651,,,1610612764,26,25,2022-11-04T23:31:17Z,1030000,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
105,PT03M12.00S,2022-11-04T23:31:14.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612764,26,25,2022-11-04T23:31:34Z,1040000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,103.0,,,,,,,,,,,,,,,,,
108,PT03M05.00S,2022-11-04T23:31:39.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630166,83.26215505913272,97.05882352941177,1610612764,26,25,2022-11-04T23:31:44Z,1060000,235.0,105.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
109,PT03M01.00S,2022-11-04T23:31:43.3Z,1,REGULAR,rebound,defensive,[],202693,,,1610612751,26,25,2022-11-04T23:31:44Z,1070000,,,0,,M. Morris REBOUND (Off:0 Def:1),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT02M55.00S,2022-11-04T23:31:48.6Z,1,REGULAR,3pt,Jump Shot,[],202693,25.312089356110377,89.95098039215686,1610612751,26,28,2022-11-04T23:31:53Z,1080000,-200.0,185.0,1,left,M. Morris 27' 3PT  (3 PTS) (K. Durant 3 AST),"[202693, 201142]",1610612751.0,BKN,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,27.26,Made,,,,,3.0,K. Durant,201142.0,3.0,,,,,,,,,,
112,PT02M40.00S,2022-11-04T23:32:06.4Z,1,REGULAR,turnover,traveling,[],203115,,,1610612764,26,28,2022-11-04T23:32:21Z,1100000,,,0,,W. Barton traveling TURNOVER (1 TO),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202901.0,,,,,,,1.0,,
113,PT02M40.00S,2022-11-04T23:32:15.9Z,1,REGULAR,substitution,out,[],203078,,,1610612751,26,28,2022-11-04T23:32:22Z,1110000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M40.00S,2022-11-04T23:32:15.9Z,1,REGULAR,substitution,out,[],204001,,,1610612751,26,28,2022-11-04T23:32:22Z,1120000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M40.00S,2022-11-04T23:32:15.9Z,1,REGULAR,substitution,in,[],1629655,,,1610612751,26,28,2022-11-04T23:32:22Z,1130000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M40.00S,2022-11-04T23:32:15.9Z,1,REGULAR,substitution,in,[],1628420,,,1610612751,26,28,2022-11-04T23:32:22Z,1140000,,,0,,SUB in: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M21.00S,2022-11-04T23:32:47.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630560,7.30946123521682,57.107843137254896,1610612751,26,30,2022-11-04T23:32:53Z,1150000,-36.0,16.0,1,left,C. Thomas driving Layup (2 PTS) (K. Durant 4 AST),"[1630560, 201142]",1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,3.9,Made,,,,,2.0,K. Durant,201142.0,4.0,,,,,,,,,,
119,PT02M11.00S,2022-11-04T23:32:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,92.59198423127464,60.5392156862745,1610612764,26,30,2022-11-04T23:33:37Z,1170000,53.0,17.0,1,right,MISS R. Hachimura driving Layup - blocked,"[1629060, 1629651]",1610612764.0,WAS,driving,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,5.54,Missed,,,,,,,,,,,,,,Claxton,1629651.0,,,
120,PT02M11.00S,2022-11-04T23:32:58.0Z,1,REGULAR,block,,[],1629651,,,1610612764,26,30,2022-11-04T23:33:00Z,1180000,,,0,,N. Claxton BLOCK (2 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
121,PT02M11.00S,2022-11-04T23:32:58.0Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,26,30,2022-11-04T23:40:03Z,1190000,,,0,,N. Claxton REBOUND (Off:1 Def:3),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,119.0,4.0,3.0,1.0,,,,,,,,,,,,,,
122,PT02M11.00S,2022-11-04T23:33:12.6Z,1,REGULAR,substitution,out,[],1626220,,,1610612751,26,30,2022-11-04T23:33:21Z,1200000,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M11.00S,2022-11-04T23:33:12.6Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,26,30,2022-11-04T23:33:21Z,1210000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M11.00S,2022-11-04T23:33:12.6Z,1,REGULAR,substitution,in,[],201988,,,1610612751,26,30,2022-11-04T23:33:21Z,1220000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M11.00S,2022-11-04T23:33:12.6Z,1,REGULAR,substitution,in,[],1629139,,,1610612751,26,30,2022-11-04T23:33:21Z,1230000,,,0,,SUB in: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M57.00S,2022-11-04T23:33:41.2Z,1,REGULAR,2pt,Jump Shot,[],201142,25.04927726675427,65.44117647058823,1610612751,26,30,2022-11-04T23:37:52Z,1240000,-77.0,183.0,1,left,MISS K. Durant 19' Jump Shot,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,19.86,Missed,,,,,,,,,,,,,,,,,,
127,PT01M54.00S,2022-11-04T23:33:44.2Z,1,REGULAR,rebound,defensive,[],203115,,,1610612764,26,30,2022-11-04T23:33:45Z,1250000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,Mid-Range,16-24 Left Center,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,,
128,PT01M44.00S,2022-11-04T23:33:54.9Z,1,REGULAR,2pt,Jump Shot,[],1629060,77.34888304862024,57.59803921568627,1610612764,26,30,2022-11-04T23:34:00Z,1260000,38.0,160.0,1,right,MISS R. Hachimura 16' Jump Shot,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Center,16.48,Missed,,,,,,,,,,,,,,,,,,
129,PT01M39.00S,2022-11-04T23:33:59.9Z,1,REGULAR,rebound,defensive,[],201142,,,1610612751,26,30,2022-11-04T23:34:00Z,1270000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,,,128.0,1.0,1.0,0.0,,,,,,,,,,,,,,
130,PT01M30.00S,2022-11-04T23:34:09.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202693,8.229303547963205,61.274509803921575,1610612751,26,30,2022-11-04T23:34:14Z,1280000,-56.0,25.0,1,left,MISS M. Morris 6' driving Layup,[202693],1610612751.0,BKN,driving,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,6.17,Missed,,,,,,,,,,,,,,,,,,
131,PT01M26.00S,2022-11-04T23:34:13.3Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612764,26,30,2022-11-04T23:34:14Z,1290000,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,130.0,2.0,2.0,0.0,,,,,,,,,,,,,,
133,PT01M22.00S,2022-11-04T23:34:32.5Z,1,REGULAR,3pt,Jump Shot,[],1630166,95.3515111695138,97.05882352941177,1610612764,26,30,2022-11-04T23:35:01Z,1310000,235.0,-9.0,1,right,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,23.55,Missed,,,,,,,,,,,,,,,,,,
134,PT01M18.00S,2022-11-04T23:34:36.5Z,1,REGULAR,rebound,defensive,[],1629139,,,1610612751,26,30,2022-11-04T23:35:01Z,1320000,,,0,,Y. Watanabe REBOUND (Off:0 Def:1),[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Right Corner 3,24+ Right,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT01M08.00S,2022-11-04T23:34:49.0Z,1,REGULAR,foul,personal,['3freethrow'],1630166,,,1610612751,26,30,2022-11-04T23:35:04Z,1330000,,,0,,D. Avdija shooting personal FOUL (1 PF) (Durant 3 FT),"[1630166, 201142]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,202901.0,1.0,0.0,Durant,201142.0,,,,,
137,PT01M08.00S,2022-11-04T23:35:15.8Z,1,REGULAR,freethrow,1 of 3,[],201142,,,1610612751,26,31,2022-11-04T23:35:15Z,1350000,,,0,,K. Durant Free Throw 1 of 3 (8 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
138,PT01M08.00S,2022-11-04T23:35:31.9Z,1,REGULAR,freethrow,2 of 3,[],201142,,,1610612751,26,32,2022-11-04T23:35:31Z,1360000,,,0,,K. Durant Free Throw 2 of 3 (9 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
139,PT01M08.00S,2022-11-04T23:35:50.0Z,1,REGULAR,freethrow,3 of 3,[],201142,,,1610612751,26,33,2022-11-04T23:35:50Z,1370000,,,0,,K. Durant Free Throw 3 of 3 (10 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
140,PT01M02.00S,2022-11-04T23:36:00.4Z,1,REGULAR,foul,offensive,[],1629060,,,1610612764,26,33,2022-11-04T23:36:10Z,1380000,,,0,,R. Hachimura offensive FOUL (1 PF),"[1629060, 1630560]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1193.0,1.0,0.0,Thomas,1630560.0,,,,,
142,PT01M02.00S,2022-11-04T23:36:00.4Z,1,REGULAR,turnover,offensive foul,[],1629060,,,1610612764,26,33,2022-11-04T23:36:00Z,1400000,,,0,,R. Hachimura offensive foul TURNOVER (1 TO),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1193.0,,,,,,,1.0,,
143,PT01M02.00S,2022-11-04T23:36:10.7Z,1,REGULAR,substitution,out,[],202693,,,1610612751,26,33,2022-11-04T23:36:15Z,1410000,,,0,,SUB out: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M02.00S,2022-11-04T23:36:10.7Z,1,REGULAR,substitution,in,[],203925,,,1610612751,26,33,2022-11-04T23:36:15Z,1420000,,,0,,SUB in: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M52.50S,2022-11-04T23:36:36.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629139,6.258212877792378,98.2843137254902,1610612751,26,36,2022-11-04T23:36:41Z,1430000,-241.0,6.0,1,left,Y. Watanabe 24' 3PT  (3 PTS) (K. Durant 5 AST),"[1629139, 201142]",1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Left Corner 3,24+ Left,24.15,Made,,,,,3.0,K. Durant,201142.0,5.0,,,,,,,,,,
147,PT00M37.20S,2022-11-04T23:36:54.9Z,1,REGULAR,3pt,Jump Shot,[],1628420,76.16622864651774,89.2156862745098,1610612764,26,36,2022-11-04T23:36:59Z,1450000,196.0,172.0,1,right,MISS M. Morris 26' 3PT,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,26.05,Missed,,,,,,,,,,,,,,,,,,
148,PT00M35.40S,2022-11-04T23:36:56.7Z,1,REGULAR,rebound,defensive,[],201988,,,1610612751,26,36,2022-11-04T23:36:59Z,1460000,,,0,,P. Mills REBOUND (Off:0 Def:1),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Right Center,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,,
149,PT00M27.20S,2022-11-04T23:37:04.9Z,1,REGULAR,2pt,Jump Shot,[],201142,21.76412614980289,43.872549019607845,1610612751,26,38,2022-11-04T23:37:13Z,1470000,31.0,152.0,1,left,K. Durant 15' pullup Jump Shot (12 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,15.51,Made,,,,,12.0,,,,,,,,,,,,,
150,PT00M04.70S,2022-11-04T23:37:32.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,93.51182654402102,58.82352941176471,1610612764,28,38,2022-11-04T23:37:39Z,1480000,44.0,8.0,1,right,D. Gafford cutting Layup (2 PTS) (W. Barton 1 AST),"[1629655, 203115]",1610612764.0,WAS,cutting,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,4.49,Made,,,,,2.0,W. Barton,203115.0,1.0,,,,,,,,,,
152,PT00M00.00S,2022-11-04T23:37:46.4Z,1,REGULAR,period,end,[],0,,,1610612751,28,38,2022-11-04T23:37:46Z,1500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-11-04T23:37:50.6Z,2,REGULAR,substitution,out,['startperiod'],203115,,,1610612751,28,38,2022-11-04T23:40:08Z,1510000,,,0,,SUB out: W. Barton,[203115],1610612764.0,WAS,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-11-04T23:37:50.6Z,2,REGULAR,substitution,out,['startperiod'],1630166,,,1610612751,28,38,2022-11-04T23:40:08Z,1520000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-11-04T23:37:50.6Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,28,38,2022-11-04T23:40:08Z,1530000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-11-04T23:37:50.6Z,2,REGULAR,substitution,out,['startperiod'],1630560,,,1610612751,28,38,2022-11-04T23:40:08Z,1540000,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-11-04T23:37:50.6Z,2,REGULAR,substitution,in,['startperiod'],1628398,,,1610612751,28,38,2022-11-04T23:40:08Z,1550000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-11-04T23:37:50.6Z,2,REGULAR,substitution,in,['startperiod'],1630557,,,1610612751,28,38,2022-11-04T23:40:08Z,1560000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-11-04T23:37:50.6Z,2,REGULAR,substitution,in,['startperiod'],1630561,,,1610612751,28,38,2022-11-04T23:40:08Z,1570000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-11-04T23:37:50.6Z,2,REGULAR,substitution,in,['startperiod'],202693,,,1610612751,28,38,2022-11-04T23:40:08Z,1580000,,,0,,SUB in: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-11-04T23:40:24.0Z,2,REGULAR,period,start,[],0,,,1610612764,28,38,2022-11-04T23:40:24Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M40.00S,2022-11-04T23:40:42.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,91.80354796320631,57.35294117647059,1610612764,28,38,2022-11-04T23:40:52Z,1600000,37.0,25.0,1,right,MISS R. Hachimura reverse Layup,[1629060],1610612764.0,WAS,reverse,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,4.42,Missed,,,,,,,,,,,,,,,,,,
164,PT11M37.00S,2022-11-04T23:40:45.6Z,2,REGULAR,rebound,defensive,[],202693,,,1610612751,28,38,2022-11-04T23:40:52Z,1610000,,,0,,M. Morris REBOUND (Off:0 Def:2),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,163.0,2.0,2.0,0.0,,,,,,,,,,,,,,
165,PT11M26.00S,2022-11-04T23:40:56.7Z,2,REGULAR,3pt,Jump Shot,[],201988,24.655059132720105,12.745098039215685,1610612751,28,38,2022-11-04T23:41:01Z,1620000,186.0,179.0,1,left,MISS P. Mills 25' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
166,PT11M23.00S,2022-11-04T23:40:59.7Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,28,38,2022-11-04T23:41:01Z,1630000,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,165.0,1.0,1.0,0.0,,,,,,,,,,,,,,
167,PT11M15.00S,2022-11-04T23:41:07.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,92.59198423127464,60.5392156862745,1610612764,30,38,2022-11-04T23:41:13Z,1640000,53.0,17.0,1,right,K. Kuzma driving floating bank Jump Shot (10 PTS),[1628398],1610612764.0,WAS,driving floating bank,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,5.54,Made,,,,,10.0,,,,,,,,,,,,,
168,PT10M56.00S,2022-11-04T23:41:26.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630561,8.229303547963205,50.0,1610612751,30,40,2022-11-04T23:41:30Z,1650000,0.0,25.0,1,left,D. Duke Jr. driving finger roll Layup (2 PTS) (J. Harris 1 AST),"[1630561, 203925]",1610612751.0,BKN,driving finger roll,,,Duke Jr.,D. Duke Jr.,,,,,Restricted Area,0-8 Center,2.49,Made,,,,,2.0,J. Harris,203925.0,1.0,,,,,,,,,,
169,PT10M48.00S,2022-11-04T23:41:35.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,91.93495400788436,50.73529411764706,1610612764,32,40,2022-11-04T23:41:40Z,1660000,4.0,23.0,1,right,D. Gafford Layup (4 PTS) (K. Kuzma 1 AST),"[1629655, 1628398]",1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,4.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,
171,PT10M28.00S,2022-11-04T23:41:54.2Z,2,REGULAR,3pt,Jump Shot,[],202693,5.075558475689881,5.88235294117647,1610612751,32,40,2022-11-04T23:41:58Z,1680000,221.0,-5.0,1,left,MISS M. Morris 3PT,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Right Corner 3,24+ Right,22.07,Missed,,,,,,,,,,,,,,,,,,
172,PT10M27.00S,2022-11-04T23:41:55.2Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,32,40,2022-11-04T23:41:58Z,1690000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,171.0,2.0,2.0,0.0,,,,,,,,,,,,,,
