actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
613,PT03M18.00S,2022-10-26T01:17:34.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,94.56307490144546,62.00980392156863,1610612765,112,92,2022-10-26T01:17:50Z,5990000,60.0,-1.0,1,right,MISS J. Duren 6' Layup - blocked,"[1631105, 1628398]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,Duren,J. Duren,,,,,,,,,,,,,,,,,Kuzma,1628398.0
614,PT03M18.00S,2022-10-26T01:17:34.7Z,4,REGULAR,block,,[],1628398,,,1610612765,112,92,2022-10-26T01:17:52Z,6000000,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
615,PT03M13.00S,2022-10-26T01:17:39.7Z,4,REGULAR,rebound,defensive,[],204001,,,1610612764,112,92,2022-10-26T01:38:31Z,6010000,,,0,,K. Porzingis REBOUND (Off:4 Def:3),[204001],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Porzingis,K. Porzingis,613.0,7.0,3.0,4.0,,,,,,,,,,,,,,
616,PT03M11.00S,2022-10-26T01:17:41.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628398,7.440867279894875,54.65686274509803,1610612764,114,92,2022-10-26T01:24:29Z,6020000,-23.0,17.0,1,left,K. Kuzma driving Layup (23 PTS),[1628398],1610612764.0,WAS,driving,,,,,,Restricted Area,0-8 Center,2.91,Made,Kuzma,K. Kuzma,,,,,,,,,,23.0,,,,,,,,
617,PT02M54.00S,2022-10-26T01:18:02.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628398,,,1610612765,114,92,2022-10-26T01:18:10Z,6030000,,,0,,K. Kuzma shooting personal FOUL (3 PF) (Cunningham 2 FT),"[1628398, 1630595]",1610612764.0,WAS,shooting,,,,,,In The Paint (Non-RA),8-16 Left,,,Kuzma,K. Kuzma,,,,,204059.0,3.0,0.0,Cunningham,1630595.0,,,,,,,,,
619,PT02M54.00S,2022-10-26T01:18:23.9Z,4,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,114,93,2022-10-26T01:27:25Z,6050000,,,0,,C. Cunningham Free Throw 1 of 2 (18 PTS),[1630595],1610612765.0,DET,,,,,,,,,,Made,Cunningham,C. Cunningham,,,,,,,,,,18.0,,,,,,,,
620,PT02M54.00S,2022-10-26T01:18:26.4Z,4,REGULAR,substitution,out,[],203078,,,1610612765,114,93,2022-10-26T01:18:50Z,6060000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,,,,,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,
621,PT02M54.00S,2022-10-26T01:18:26.4Z,4,REGULAR,substitution,out,[],204001,,,1610612765,114,93,2022-10-26T01:18:50Z,6070000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
622,PT02M54.00S,2022-10-26T01:18:26.4Z,4,REGULAR,substitution,out,[],1630166,,,1610612765,114,93,2022-10-26T01:18:50Z,6080000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
623,PT02M54.00S,2022-10-26T01:18:26.4Z,4,REGULAR,substitution,out,[],1631093,,,1610612765,114,93,2022-10-26T01:18:50Z,6090000,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
624,PT02M54.00S,2022-10-26T01:18:26.4Z,4,REGULAR,substitution,in,[],1630264,,,1610612765,114,93,2022-10-26T01:18:50Z,6100000,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,,,,,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,
625,PT02M54.00S,2022-10-26T01:18:26.4Z,4,REGULAR,substitution,in,[],1631098,,,1610612765,114,93,2022-10-26T01:18:50Z,6110000,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,,,,,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,
626,PT02M54.00S,2022-10-26T01:18:26.4Z,4,REGULAR,substitution,in,[],201959,,,1610612765,114,93,2022-10-26T01:18:50Z,6120000,,,0,,SUB in: T. Gibson,[201959],1610612764.0,WAS,,,,,,,,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,
627,PT02M54.00S,2022-10-26T01:18:26.4Z,4,REGULAR,substitution,in,[],202709,,,1610612765,114,93,2022-10-26T01:18:50Z,6130000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,,,,,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,
628,PT02M54.00S,2022-10-26T01:18:23.9Z,4,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,114,94,2022-10-26T01:20:41Z,6140000,,,0,,C. Cunningham Free Throw 2 of 2 (19 PTS),[1630595],1610612765.0,DET,,,,,,,,,,Made,Cunningham,C. Cunningham,,,,,,,,,,19.0,,,,,,,,
629,PT02M41.00S,2022-10-26T01:19:16.6Z,4,REGULAR,2pt,Jump Shot,[],1628398,12.697109067017081,33.33333333333333,1610612764,116,94,2022-10-26T01:19:21Z,6150000,83.0,67.0,1,left,K. Kuzma 10' floating Jump Shot (25 PTS),[1628398],1610612764.0,WAS,floating,,,,,,Mid-Range,8-16 Right,10.68,Made,Kuzma,K. Kuzma,,,,,,,,,,25.0,,,,,,,,
630,PT02M34.00S,2022-10-26T01:19:26.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,90.62089356110381,41.911764705882355,1610612765,116,96,2022-10-26T01:32:47Z,6160000,-40.0,36.0,1,right,S. Bey driving Layup (5 PTS),[1630180],1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.39,Made,Bey,S. Bey,,,,,,,,,,5.0,,,,,,,,
631,PT02M34.00S,2022-10-26T01:19:30.0Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628398,,,1610612765,116,96,2022-10-26T01:19:36Z,6170000,,,0,,K. Kuzma shooting personal FOUL (4 PF) (Bey 1 FT),"[1628398, 1630180]",1610612764.0,WAS,shooting,,,,,,Restricted Area,0-8 Center,,,Kuzma,K. Kuzma,,,,,202007.0,4.0,0.0,Bey,1630180.0,,,,,,,,,
633,PT02M34.00S,2022-10-26T01:19:37.4Z,4,REGULAR,substitution,out,[],1628398,,,1610612765,116,96,2022-10-26T01:20:29Z,6190000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
634,PT02M34.00S,2022-10-26T01:19:37.4Z,4,REGULAR,substitution,out,[],1630595,,,1610612765,116,96,2022-10-26T01:20:29Z,6200000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
635,PT02M34.00S,2022-10-26T01:19:37.4Z,4,REGULAR,substitution,in,[],1630225,,,1610612765,116,96,2022-10-26T01:20:29Z,6210000,,,0,,SUB in: I. Todd,[1630225],1610612764.0,WAS,,,,,,,,,,,Todd,I. Todd,,,,,,,,,,,,,,,,,,
636,PT02M34.00S,2022-10-26T01:19:37.4Z,4,REGULAR,substitution,in,[],1630165,,,1610612765,116,96,2022-10-26T01:20:29Z,6220000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
637,PT02M34.00S,2022-10-26T01:19:55.7Z,4,REGULAR,freethrow,1 of 1,[],1630180,,,1610612765,116,97,2022-10-26T01:19:55Z,6230000,,,0,,S. Bey Free Throw 1 of 1 (6 PTS),[1630180],1610612765.0,DET,,,,,,,,,,Made,Bey,S. Bey,,,,,,,,,,6.0,,,,,,,,
638,PT02M18.00S,2022-10-26T01:20:14.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631105,,,1610612764,116,97,2022-10-26T01:20:33Z,6240000,,,0,,J. Duren shooting personal FOUL (2 PF) (Gill 2 FT),"[1631105, 1630264]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,Duren,J. Duren,,,,,204059.0,2.0,0.0,Gill,1630264.0,,,,,,,,,
641,PT02M18.00S,2022-10-26T01:20:46.3Z,4,REGULAR,substitution,out,[],1628420,,,1610612764,116,97,2022-10-26T01:21:01Z,6260000,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,,,,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,
642,PT02M18.00S,2022-10-26T01:20:46.3Z,4,REGULAR,substitution,out,[],1630191,,,1610612764,116,97,2022-10-26T01:21:01Z,6270000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
643,PT02M18.00S,2022-10-26T01:20:46.3Z,4,REGULAR,substitution,out,[],1630180,,,1610612764,116,97,2022-10-26T01:21:01Z,6280000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,
644,PT02M18.00S,2022-10-26T01:20:46.3Z,4,REGULAR,substitution,in,[],1630692,,,1610612764,116,97,2022-10-26T01:21:01Z,6290000,,,0,,SUB in: J. Goodwin,[1630692],1610612764.0,WAS,,,,,,,,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,
645,PT02M18.00S,2022-10-26T01:20:46.3Z,4,REGULAR,substitution,in,[],1628977,,,1610612764,116,97,2022-10-26T01:21:01Z,6300000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,
646,PT02M18.00S,2022-10-26T01:20:46.3Z,4,REGULAR,substitution,in,[],1630587,,,1610612764,116,97,2022-10-26T01:21:01Z,6310000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,,,,,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,
647,PT02M18.00S,2022-10-26T01:21:09.2Z,4,REGULAR,freethrow,1 of 2,[],1630264,,,1610612764,117,97,2022-10-26T01:28:44Z,6320000,,,0,,A. Gill Free Throw 1 of 2 (1 PTS),[1630264],1610612764.0,WAS,,,,,,,,,,Made,Gill,A. Gill,,,,,,,,,,1.0,,,,,,,,
649,PT02M18.00S,2022-10-26T01:21:09.2Z,4,REGULAR,freethrow,2 of 2,[],1630264,,,1610612764,118,97,2022-10-26T01:25:14Z,6340000,,,0,,A. Gill Free Throw 2 of 2 (2 PTS),[1630264],1610612764.0,WAS,,,,,,,,,,Made,Gill,A. Gill,,,,,,,,,,2.0,,,,,,,,
650,PT02M07.00S,2022-10-26T01:21:25.2Z,4,REGULAR,turnover,out-of-bounds,[],1630587,,,1610612765,118,97,2022-10-26T01:35:44Z,6350000,,,0,,I. Livers step out-of-bounds TURNOVER (1 TO),[1630587],1610612765.0,DET,step,,,,,,In The Paint (Non-RA),0-8 Center,,,Livers,I. Livers,,,,,202007.0,,,,,,,,,1.0,,,,
651,PT01M47.00S,2022-10-26T01:21:40.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201959,30.17411300919842,83.82352941176471,1610612764,118,97,2022-10-26T01:21:47Z,6360000,-169.0,231.0,1,left,MISS T. Gibson 28' 3PT,[201959],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,28.64,Missed,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,
652,PT01M44.00S,2022-10-26T01:21:43.4Z,4,REGULAR,rebound,offensive,[],1630692,,,1610612764,118,97,2022-10-26T01:21:47Z,6370000,,,0,,J. Goodwin REBOUND (Off:1 Def:0),[1630692],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,Goodwin,J. Goodwin,651.0,1.0,0.0,1.0,,,,,,,,,,,,,,
653,PT01M44.00S,2022-10-26T01:21:46.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630692,7.835085413929041,60.5392156862745,1610612764,120,97,2022-10-26T01:21:50Z,6380000,-53.0,21.0,1,left,J. Goodwin Layup (2 PTS),[1630692],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,5.68,Made,Goodwin,J. Goodwin,,,,,,,,,,2.0,,,,,,,,
654,PT01M32.00S,2022-10-26T01:22:00.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,91.67214191852825,64.4607843137255,1610612765,120,99,2022-10-26T01:22:05Z,6390000,72.0,26.0,1,right,J. Duren 7' DUNK (6 PTS) (C. Joseph 1 AST),"[1631105, 202709]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,7.68,Made,Duren,J. Duren,,,,,,,,,,6.0,C. Joseph,202709.0,1.0,,,,,
656,PT01M20.00S,2022-10-26T01:22:13.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631098,17.69053876478318,51.225490196078425,1610612764,120,99,2022-10-26T01:22:18Z,6410000,-6.0,114.0,1,left,MISS J. Davis 11' pullup Shot,[1631098],1610612764.0,WAS,pullup,,,,,,In The Paint (Non-RA),8-16 Center,11.4,Missed,Davis,J. Davis,,,,,,,,,,,,,,,,,,
657,PT01M16.00S,2022-10-26T01:22:17.5Z,4,REGULAR,rebound,defensive,[],1630165,,,1610612765,120,99,2022-10-26T01:22:18Z,6420000,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,,,,In The Paint (Non-RA),8-16 Center,,,Hayes,K. Hayes,656.0,2.0,2.0,0.0,,,,,,,,,,,,,,
658,PT01M03.00S,2022-10-26T01:22:30.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,91.01511169513797,38.48039215686275,1610612765,120,99,2022-10-26T01:22:36Z,6430000,-58.0,32.0,1,right,MISS K. Hayes 6' driving Layup,[1630165],1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.59,Missed,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
659,PT01M00.00S,2022-10-26T01:22:33.9Z,4,REGULAR,rebound,defensive,[],1630692,,,1610612764,120,99,2022-10-26T01:22:36Z,6440000,,,0,,J. Goodwin REBOUND (Off:1 Def:1),[1630692],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Goodwin,J. Goodwin,658.0,2.0,1.0,1.0,,,,,,,,,,,,,,
660,PT00M50.00S,2022-10-26T01:22:44.3Z,4,REGULAR,turnover,bad pass,[],1630692,,,1610612764,120,99,2022-10-26T01:22:49Z,6450000,,,0,,J. Goodwin bad pass TURNOVER (1 TO),"[1630692, 202709]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,1.0,Joseph,202709.0,,
661,PT00M50.00S,2022-10-26T01:22:44.3Z,4,REGULAR,steal,,[],202709,,,1610612765,120,99,2022-10-26T01:22:46Z,6460000,,,0,,C. Joseph STEAL (2 STL),[202709],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,
662,PT00M41.70S,2022-10-26T01:22:52.7Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630587,68.54467805519053,67.64705882352942,1610612765,120,99,2022-10-26T01:22:57Z,6470000,88.0,243.0,1,right,MISS I. Livers 25' 3PT,[1630587],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,25.87,Missed,Livers,I. Livers,,,,,,,,,,,,,,,,,,
663,PT00M38.50S,2022-10-26T01:22:55.9Z,4,REGULAR,rebound,defensive,[],1631098,,,1610612764,120,99,2022-10-26T01:22:57Z,6480000,,,0,,J. Davis REBOUND (Off:0 Def:1),[1631098],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Right Center,,,Davis,J. Davis,662.0,1.0,1.0,0.0,,,,,,,,,,,,,,
664,PT00M34.70S,2022-10-26T01:22:59.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631098,9.674770039421814,98.2843137254902,1610612764,120,99,2022-10-26T01:23:06Z,6490000,-241.0,38.0,1,left,MISS J. Davis 24' step back 3PT,[1631098],1610612764.0,WAS,step back,,,,,,Left Corner 3,24+ Left,24.44,Missed,Davis,J. Davis,,,,,,,,,,,,,,,,,,
665,PT00M31.30S,2022-10-26T01:23:03.1Z,4,REGULAR,rebound,defensive,[],1631105,,,1610612765,120,99,2022-10-26T01:23:06Z,6500000,,,0,,J. Duren REBOUND (Off:4 Def:4),[1631105],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,Duren,J. Duren,664.0,8.0,4.0,4.0,,,,,,,,,,,,,,
666,PT00M27.10S,2022-10-26T01:23:07.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630587,83.919185282523,99.50980392156863,1610612765,120,99,2022-10-26T01:23:12Z,6510000,248.0,99.0,1,right,MISS I. Livers 26' 3PT,[1630587],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,26.65,Missed,Livers,I. Livers,,,,,,,,,,,,,,,,,,
667,PT00M24.40S,2022-10-26T01:23:10.0Z,4,REGULAR,rebound,defensive,[],1630692,,,1610612764,120,99,2022-10-26T01:23:12Z,6520000,,,0,,J. Goodwin REBOUND (Off:1 Def:2),[1630692],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Right Center,,,Goodwin,J. Goodwin,666.0,3.0,2.0,1.0,,,,,,,,,,,,,,
669,PT00M01.50S,2022-10-26T01:23:36.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612764,120,99,2022-10-26T01:23:53Z,6530000,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,,,,,,,,,202007.0,,,,,,,,,,,,,
670,PT00M00.00S,2022-10-26T01:24:00.6Z,4,REGULAR,period,end,[],0,,,1610612765,120,99,2022-10-26T01:24:00Z,6540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M00.00S,2022-10-26T01:37:32.4Z,4,REGULAR,game,end,[],0,,,0,120,99,2022-10-26T01:37:32Z,6550000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
