actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
85,PT05M01.00S,2026-01-11T20:52:28.5Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,22,11,2026-01-11T20:52:31Z,850000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,,,84.0,,,,,1.0,1.0,0.0,,,,,,,,,,
86,PT04M57.00S,2026-01-11T20:52:36.4Z,1,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612763,22,11,2026-01-11T20:52:44Z,860000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1629611, 1628991]",1610612751.0,BKN,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1628951.0,1.0,0.0,Jackson Jr.,1628991.0,,
88,PT04M57.00S,2026-01-11T20:52:58.7Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,23,11,2026-01-11T20:52:58Z,880000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (1 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
89,PT04M57.00S,2026-01-11T20:53:11.8Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,24,11,2026-01-11T20:53:11Z,890000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (2 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
90,PT04M41.00S,2026-01-11T20:53:29.3Z,1,REGULAR,3pt,Jump Shot,[],1641730,75.50919842312747,85.29411764705883,1610612751,24,11,2026-01-11T20:53:36Z,900000,False,176.0,178.0,1,right,MISS N. Clowney 25' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,25.05,Missed,,,,,,,,,,,,,,,,,,
91,PT04M36.00S,2026-01-11T20:53:34.3Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612763,24,11,2026-01-11T20:53:36Z,910000,False,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Right Center,,,90.0,,,,,1.0,1.0,0.0,,,,,,,,,,
92,PT04M24.00S,2026-01-11T20:53:46.4Z,1,REGULAR,3pt,Jump Shot,[],1630583,4.418528252299605,4.411764705882353,1610612763,27,11,2026-01-11T20:53:50Z,920000,False,228.0,-11.0,1,left,S. Aldama 3PT  (5 PTS) (J. Jackson Jr. 1 AST),"[1630583, 1628991]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,22.82,Made,,5.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,,,,
94,PT04M01.00S,2026-01-11T20:54:09.3Z,1,REGULAR,3pt,Jump Shot,[],1642856,66.04796320630749,51.71568627450981,1610612751,27,14,2026-01-11T20:54:13Z,940000,False,9.0,267.0,1,right,E. Dëmin 26' 3PT  (3 PTS) (C. Thomas 1 AST),"[1642856, 1630560]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,26.67,Made,,3.0,C. Thomas,1630560.0,1.0,,,,,,,,,,,,,
96,PT03M47.00S,2026-01-11T20:54:23.0Z,1,REGULAR,2pt,Jump Shot,[],203484,27.414586070959263,31.61764705882353,1610612763,27,14,2026-01-11T20:54:27Z,960000,False,92.0,205.0,1,left,MISS K. Caldwell-Pope 22' pullup Shot,[203484],1610612763.0,MEM,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,22.48,Missed,,,,,,,,,,,,,,,,,,
97,PT03M45.00S,2026-01-11T20:54:25.0Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,27,14,2026-01-11T20:54:27Z,970000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Mid-Range,16-24 Right Center,,,96.0,,,,,1.0,1.0,0.0,,,,,,,,,,
98,PT03M38.00S,2026-01-11T20:54:32.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,88.91261498028909,44.36274509803921,1610612751,27,14,2026-01-11T20:54:37Z,980000,False,-28.0,52.0,1,right,MISS C. Thomas driving floating bank Shot,[1630560],1610612751.0,BKN,driving floating bank,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,5.89,Missed,,,,,,,,,,,,,,,,,,
99,PT03M35.00S,2026-01-11T20:54:35.6Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,27,14,2026-01-11T20:54:37Z,990000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,98.0,,,,,2.0,2.0,0.0,,,,,,,,,,
100,PT03M32.00S,2026-01-11T20:54:42.0Z,1,REGULAR,foul,personal,[],1641730,,,1610612763,27,14,2026-01-11T20:54:47Z,1000000,False,,,0,,N. Clowney personal FOUL (1 PF),"[1641730, 1628991]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2530.0,1.0,0.0,Jackson Jr.,1628991.0,,
102,PT03M32.00S,2026-01-11T20:54:49.8Z,1,REGULAR,substitution,out,[],1642856,,,1610612763,27,14,2026-01-11T20:55:00Z,1020000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M32.00S,2026-01-11T20:54:49.8Z,1,REGULAR,substitution,out,[],1629611,,,1610612763,27,14,2026-01-11T20:55:00Z,1030000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M32.00S,2026-01-11T20:54:49.8Z,1,REGULAR,substitution,out,[],1629651,,,1610612763,27,14,2026-01-11T20:55:00Z,1040000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M32.00S,2026-01-11T20:54:49.8Z,1,REGULAR,substitution,in,[],1630549,,,1610612763,27,14,2026-01-11T20:55:00Z,1050000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M32.00S,2026-01-11T20:54:49.8Z,1,REGULAR,substitution,in,[],1642849,,,1610612763,27,14,2026-01-11T20:55:00Z,1060000,False,,,0,,SUB in: N. Traore,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M32.00S,2026-01-11T20:54:49.8Z,1,REGULAR,substitution,in,[],1631213,,,1610612763,27,14,2026-01-11T20:55:00Z,1070000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M23.00S,2026-01-11T20:55:21.0Z,1,REGULAR,3pt,Jump Shot,[],1631246,31.35676741130092,34.068627450980394,1610612763,27,14,2026-01-11T20:55:28Z,1080000,False,80.0,242.0,1,left,MISS V. Williams Jr. 25' 3PT,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Center,25.51,Missed,,,,,,,,,,,,,,,,,,
109,PT03M16.00S,2026-01-11T20:55:28.0Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,27,14,2026-01-11T20:55:28Z,1090000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,108.0,,,,,1.0,1.0,0.0,,,,,,,,,,
110,PT03M11.00S,2026-01-11T20:55:33.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641730,90.3580814717477,54.166666666666664,1610612751,27,14,2026-01-11T20:55:38Z,1100000,False,21.0,38.0,1,right,MISS N. Clowney driving finger roll Layup,[1641730],1610612751.0,BKN,driving finger roll,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,4.34,Missed,,,,,,,,,,,,,,,,,,
111,PT03M09.00S,2026-01-11T20:55:34.7Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,27,14,2026-01-11T20:55:34Z,1110000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,110.0,,,,,2.0,1.0,1.0,,,,,,,,,,
112,PT03M04.00S,2026-01-11T20:55:39.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642849,70.90998685939553,81.12745098039215,1610612751,27,14,2026-01-11T20:55:43Z,1120000,False,156.0,221.0,1,right,MISS N. Traore 27' 3PT,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Above the Break 3,24+ Right Center,27.02,Missed,,,,,,,,,,,,,,,,,,
113,PT03M01.00S,2026-01-11T20:55:42.6Z,1,REGULAR,rebound,defensive,[],1631246,,,1610612763,27,14,2026-01-11T20:55:43Z,1130000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:1),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,,,112.0,,,,,1.0,1.0,0.0,,,,,,,,,,
114,PT02M50.00S,2026-01-11T20:55:53.5Z,1,REGULAR,3pt,Jump Shot,[],203484,26.62614980289093,79.90196078431373,1610612763,30,14,2026-01-11T20:55:58Z,1140000,False,-150.0,198.0,1,left,K. Caldwell-Pope 24' 3PT  (3 PTS) (J. Jackson Jr. 2 AST),"[203484, 1628991]",1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,24.79,Made,,3.0,J. Jackson Jr.,1628991.0,2.0,,,,,,,,,,,,,
116,PT02M34.00S,2026-01-11T20:56:09.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,90.75229960578186,53.92156862745098,1610612751,30,14,2026-01-11T20:56:14Z,1160000,False,20.0,34.0,1,right,MISS C. Thomas cutting Layup - blocked,"[1630560, 1628991]",1610612751.0,BKN,cutting,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,3.96,Missed,,,,,,,,,,,,,,,,,Jackson Jr.,1628991.0
117,PT02M34.00S,2026-01-11T20:56:09.6Z,1,REGULAR,block,,[],1628991,,,1610612751,30,14,2026-01-11T20:56:12Z,1170000,False,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
118,PT02M31.00S,2026-01-11T20:56:12.6Z,1,REGULAR,rebound,defensive,[],203484,,,1610612763,30,14,2026-01-11T20:56:14Z,1180000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,116.0,,,,,1.0,1.0,0.0,,,,,,,,,,
120,PT02M27.00S,2026-01-11T20:56:23.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,30,14,2026-01-11T20:56:23Z,1200000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M27.00S,2026-01-11T20:58:10.1Z,1,REGULAR,substitution,out,[],1641730,,,1610612763,30,14,2026-01-11T20:58:56Z,1210000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M27.00S,2026-01-11T20:58:10.1Z,1,REGULAR,substitution,in,[],1630592,,,1610612763,30,14,2026-01-11T20:58:56Z,1220000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M16.00S,2026-01-11T20:59:28.8Z,1,REGULAR,3pt,Jump Shot,[],203484,32.276609724047304,36.27450980392157,1610612763,30,14,2026-01-11T20:59:34Z,1230000,False,69.0,251.0,1,left,MISS K. Caldwell-Pope 26' pullup 3PT,[203484],1610612763.0,MEM,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,26.01,Missed,,,,,,,,,,,,,,,,,,
124,PT02M14.00S,2026-01-11T20:59:31.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,30,14,2026-01-11T20:59:31Z,1240000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,123.0,,,,,,,,,,,,,,,,,
126,PT02M10.00S,2026-01-11T20:59:51.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631132,5.732588699080158,51.225490196078425,1610612763,30,14,2026-01-11T20:59:57Z,1260000,False,-6.0,1.0,1,left,MISS C. Koloko reverse Layup - blocked,"[1631132, 1630549]",1610612763.0,MEM,reverse,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,0.63,Missed,,,,,,,,,,,,,,,,,Sharpe,1630549.0
127,PT02M10.00S,2026-01-11T20:59:51.1Z,1,REGULAR,block,,[],1630549,,,1610612763,30,14,2026-01-11T20:59:53Z,1270000,False,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
128,PT02M10.00S,2026-01-11T20:59:51.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,30,14,2026-01-11T20:59:57Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,126.0,,,,,,,,,,,,,,,,,
129,PT02M10.00S,2026-01-11T20:59:57.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612763,30,14,2026-01-11T21:00:02Z,1290000,False,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2530.0,,,,,,
130,PT02M00.00S,2026-01-11T21:00:19.3Z,1,REGULAR,foul,personal,[],1631246,,,1610612751,30,14,2026-01-11T21:00:23Z,1300000,False,,,0,,V. Williams Jr. personal FOUL (1 PF),"[1631246, 1630560]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,2530.0,1.0,0.0,Thomas,1630560.0,,
132,PT01M51.00S,2026-01-11T21:00:42.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630549,92.59198423127464,52.20588235294118,1610612751,30,16,2026-01-11T21:00:46Z,1320000,False,11.0,17.0,1,right,D. Sharpe Layup (2 PTS) (C. Thomas 2 AST),"[1630549, 1630560]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,2.03,Made,,2.0,C. Thomas,1630560.0,2.0,,,,,,,,,,,,,
134,PT01M40.00S,2026-01-11T21:00:58.3Z,1,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612763,30,16,2026-01-11T21:01:13Z,1340000,False,,,0,,D. Sharpe shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1630549, 1628991]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1628951.0,1.0,0.0,Jackson Jr.,1628991.0,,
136,PT01M40.00S,2026-01-11T21:01:15.9Z,1,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,31,16,2026-01-11T21:01:15Z,1360000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (3 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
137,PT01M40.00S,2026-01-11T21:01:27.4Z,1,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,32,16,2026-01-11T21:01:27Z,1370000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (4 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
138,PT01M28.00S,2026-01-11T21:01:42.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630549,93.64323258869908,50.245098039215684,1610612751,32,18,2026-01-11T21:01:47Z,1380000,False,1.0,7.0,1,right,D. Sharpe cutting DUNK (4 PTS) (N. Traore 1 AST),"[1630549, 1642849]",1610612751.0,BKN,cutting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,0.74,Made,,4.0,N. Traore,1642849.0,1.0,,,,,,,,,,,,,
140,PT01M09.00S,2026-01-11T21:02:01.5Z,1,REGULAR,3pt,Jump Shot,[],1628991,31.882391590013142,38.48039215686275,1610612763,32,18,2026-01-11T21:02:19Z,1400000,False,58.0,247.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
141,PT01M06.00S,2026-01-11T21:02:04.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,32,18,2026-01-11T21:02:19Z,1410000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,140.0,,,,,,,,,,,,,,,,,
142,PT01M06.00S,2026-01-11T21:02:09.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631213,,,1610612763,32,18,2026-01-11T21:02:30Z,1420000,False,,,0,,T. Martin loose ball personal FOUL (1 PF) (Caldwell-Pope 2 FT),"[1631213, 203484]",1610612751.0,BKN,loose ball,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1628951.0,1.0,0.0,Caldwell-Pope,203484.0,,
144,PT01M06.00S,2026-01-11T21:02:35.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203484,,,1610612763,33,18,2026-01-11T21:02:35Z,1440000,False,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (4 PTS),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
145,PT01M06.00S,2026-01-11T21:02:48.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203484,,,1610612763,34,18,2026-01-11T21:02:48Z,1450000,False,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (5 PTS),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
146,PT00M51.60S,2026-01-11T21:03:06.0Z,1,REGULAR,3pt,Jump Shot,[],1642849,69.20170827858082,75.0,1610612751,34,18,2026-01-11T21:03:12Z,1460000,False,125.0,237.0,1,right,MISS N. Traore 26' 3PT,[1642849],1610612751.0,BKN,,,,Traore,N. Traore,,,,,Above the Break 3,24+ Right Center,26.79,Missed,,,,,,,,,,,,,,,,,,
147,PT00M47.50S,2026-01-11T21:03:10.1Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,34,18,2026-01-11T21:03:12Z,1470000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,146.0,,,,,3.0,1.0,2.0,,,,,,,,,,
148,PT00M47.50S,2026-01-11T21:03:11.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,94.40999984741211,50.0,1610612751,34,18,2026-01-11T21:03:11Z,1480000,False,0.0,0.0,1,right,MISS D. Sharpe tip Layup,[1630549],1610612751.0,BKN,tip,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
149,PT00M47.00S,2026-01-11T21:03:11.5Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,34,18,2026-01-11T21:03:11Z,1490000,False,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Left,,,148.0,,,,,3.0,1.0,2.0,,,,,,,,,,
150,PT00M44.40S,2026-01-11T21:03:14.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203484,28.465834428383708,76.47058823529412,1610612763,34,18,2026-01-11T21:03:18Z,1500000,False,-132.0,215.0,1,left,MISS K. Caldwell-Pope 25' running 3PT,[203484],1610612763.0,MEM,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,,
151,PT00M42.50S,2026-01-11T21:03:16.1Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,34,18,2026-01-11T21:03:18Z,1510000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,150.0,,,,,4.0,2.0,2.0,,,,,,,,,,
152,PT00M32.40S,2026-01-11T21:03:26.1Z,1,REGULAR,3pt,Jump Shot,[],1631213,74.06373193166885,15.196078431372548,1610612751,34,21,2026-01-11T21:03:29Z,1520000,False,-174.0,191.0,1,right,T. Martin 25' 3PT  (3 PTS) (N. Traore 2 AST),"[1631213, 1642849]",1610612751.0,BKN,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Left Center,25.86,Made,,3.0,N. Traore,1642849.0,2.0,,,,,,,,,,,,,
154,PT00M19.90S,2026-01-11T21:03:41.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631246,13.87976346911958,56.61764705882353,1610612763,34,21,2026-01-11T21:03:48Z,1540000,False,-33.0,78.0,1,left,MISS V. Williams Jr. 8' floating Shot,[1631246],1610612763.0,MEM,floating,,,Williams Jr.,V. Williams Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.47,Missed,,,,,,,,,,,,,,,,,,
155,PT00M16.30S,2026-01-11T21:03:44.6Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,34,21,2026-01-11T21:03:44Z,1550000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,154.0,,,,,5.0,3.0,2.0,,,,,,,,,,
156,PT00M00.00S,2026-01-11T21:04:01.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642849,87.59855453350855,61.76470588235294,1610612751,34,23,2026-01-11T21:04:06Z,1560000,False,59.0,64.0,1,right,N. Traore 8' driving floating bank Jump Shot (2 PTS),[1642849],1610612751.0,BKN,driving floating bank,,,Traore,N. Traore,,,,,In The Paint (Non-RA),8-16 Right,8.7,Made,,2.0,,,,,,,,,,,,,,,,
158,PT00M00.00S,2026-01-11T21:04:21.0Z,1,REGULAR,period,end,[],0,,,1610612763,34,23,2026-01-11T21:04:21Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2026-01-11T21:05:37.1Z,2,REGULAR,substitution,out,['startperiod'],203484,,,1610612763,34,23,2026-01-11T21:06:33Z,1590000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-01-11T21:05:37.1Z,2,REGULAR,substitution,out,['startperiod'],1631246,,,1610612763,34,23,2026-01-11T21:06:33Z,1600000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-01-11T21:05:37.1Z,2,REGULAR,substitution,out,['startperiod'],1630583,,,1610612763,34,23,2026-01-11T21:06:33Z,1610000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-01-11T21:05:37.1Z,2,REGULAR,substitution,out,['startperiod'],1631132,,,1610612763,34,23,2026-01-11T21:06:33Z,1620000,False,,,0,,SUB out: C. Koloko,[1631132],1610612763.0,MEM,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-01-11T21:05:37.1Z,2,REGULAR,substitution,in,['startperiod'],1642907,,,1610612763,34,23,2026-01-11T21:06:33Z,1630000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-01-11T21:05:37.1Z,2,REGULAR,substitution,in,['startperiod'],1642285,,,1610612763,34,23,2026-01-11T21:06:33Z,1640000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-01-11T21:05:37.1Z,2,REGULAR,substitution,in,['startperiod'],1629111,,,1610612763,34,23,2026-01-11T21:06:33Z,1650000,False,,,0,,SUB in: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-01-11T21:05:37.1Z,2,REGULAR,substitution,in,['startperiod'],1641713,,,1610612763,34,23,2026-01-11T21:06:33Z,1660000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-01-11T21:06:49.3Z,2,REGULAR,period,start,[],0,,,1610612763,34,23,2026-01-11T21:06:49Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M44.00S,2026-01-11T21:07:04.9Z,2,REGULAR,turnover,bad pass,[],1642285,,,1610612763,34,23,2026-01-11T21:07:08Z,1680000,False,,,0,,C. Spencer bad pass TURNOVER (1 TO),"[1642285, 1631213]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1.0,Martin,1631213.0,,,,,,,
