actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
272,PT06M36.00S,2025-10-25T00:51:39.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641765,11.12023653088042,50.245098039215684,1610612763,36,67,2025-10-25T00:51:44Z,2700000,False,-1.0,52.0,1,left,O. Prosper driving floating Jump Shot (4 PTS) (J. Small 4 AST),"[1641765, 1642914]",1610612763.0,MEM,driving floating,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),0-8 Center,5.2,Made,4.0,J. Small,1642914.0,4.0,,,,,,,,,,,,,,
274,PT06M22.00S,2025-10-25T00:51:52.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,91.93495400788436,41.911764705882355,1610612748,36,67,2025-10-25T00:51:57Z,2720000,False,-40.0,23.0,1,right,MISS B. Adebayo driving Layup - blocked,"[1628389, 1629111]",1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,4.66,Missed,,,,,,,,,,,,,,,,,Landale,1629111.0
275,PT06M22.00S,2025-10-25T00:51:52.6Z,2,REGULAR,block,,[],1629111,,,1610612748,36,67,2025-10-25T00:51:55Z,2730000,False,,,0,,J. Landale BLOCK (1 BLK),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
276,PT06M18.00S,2025-10-25T00:51:56.6Z,2,REGULAR,rebound,defensive,[],1641765,,,1610612763,36,67,2025-10-25T00:51:57Z,2740000,False,,,0,,O. Prosper REBOUND (Off:0 Def:1),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,274.0,1.0,1.0,0.0,,,,,,,,,
277,PT06M18.00S,2025-10-25T00:51:58.6Z,2,REGULAR,foul,personal,['2freethrow'],1631107,,,1610612763,36,67,2025-10-25T00:52:19Z,2750000,False,,,0,,N. Jović shooting personal FOUL (1 PF) (Prosper 2 FT),"[1631107, 1641765]",1610612748.0,MIA,shooting,,,Jović,N. Jović,,,,,Restricted Area,0-8 Center,,,,,,,1830.0,,,,,1.0,0.0,Prosper,1641765.0,,,,,
279,PT06M18.00S,2025-10-25T00:52:33.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1641765,,,1610612763,37,67,2025-10-25T00:52:33Z,2770000,False,,,0,,O. Prosper Free Throw 1 of 2 (5 PTS),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
280,PT06M18.00S,2025-10-25T00:52:35.2Z,2,REGULAR,substitution,out,[],1628389,,,1610612763,37,67,2025-10-25T00:52:38Z,2780000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT06M18.00S,2025-10-25T00:52:35.2Z,2,REGULAR,substitution,in,[],1642276,,,1610612763,37,67,2025-10-25T00:52:38Z,2790000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT06M18.00S,2025-10-25T00:52:52.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1641765,,,1610612763,38,67,2025-10-25T00:52:52Z,2800000,False,,,0,,O. Prosper Free Throw 2 of 2 (6 PTS),[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
283,PT06M03.00S,2025-10-25T00:53:07.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203952,89.83245729303549,50.98039215686274,1610612748,38,69,2025-10-25T00:53:12Z,2810000,False,5.0,43.0,1,right,A. Wiggins cutting finger roll Layup (5 PTS) (D. Mitchell 5 AST),"[203952, 1630558]",1610612748.0,MIA,cutting finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,4.34,Made,5.0,D. Mitchell,1630558.0,5.0,,,,,,,,,,,,,,
285,PT05M44.00S,2025-10-25T00:53:27.0Z,2,REGULAR,turnover,bad pass,[],1641765,,,1610612763,38,69,2025-10-25T00:53:31Z,2830000,False,,,0,,O. Prosper bad pass TURNOVER (1 TO),"[1641765, 1631107]",1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,1.0,Jović,1631107.0,,
286,PT05M44.00S,2025-10-25T00:53:27.0Z,2,REGULAR,steal,,[],1631107,,,1610612748,38,69,2025-10-25T00:53:28Z,2840000,False,,,0,,N. Jović STEAL (1 STL),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
287,PT05M42.00S,2025-10-25T00:53:30.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631107,93.11760840998686,55.14705882352941,1610612748,38,71,2025-10-25T00:53:46Z,2850000,False,26.0,12.0,1,right,N. Jović running finger roll Layup (8 PTS),[1631107],1610612748.0,MIA,running finger roll,,,Jović,N. Jović,,,,,Restricted Area,0-8 Center,2.84,Made,8.0,,,,,,,,,,,,,,,,,
288,PT05M42.00S,2025-10-25T00:53:34.0Z,2,REGULAR,foul,personal,['1freethrow'],1642914,,,1610612748,38,71,2025-10-25T00:53:40Z,2860000,False,,,0,,J. Small shooting personal FOUL (1 PF) (Jović 1 FT),"[1642914, 1631107]",1610612763.0,MEM,shooting,,,Small,J. Small,,,,,Restricted Area,0-8 Center,,,,,,,1830.0,,,,,1.0,0.0,Jović,1631107.0,,,,,
290,PT05M42.00S,2025-10-25T00:53:43.3Z,2,REGULAR,substitution,out,[],1641765,,,1610612748,38,71,2025-10-25T00:54:26Z,2880000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT05M42.00S,2025-10-25T00:53:43.3Z,2,REGULAR,substitution,out,[],1631323,,,1610612748,38,71,2025-10-25T00:54:26Z,2890000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT05M42.00S,2025-10-25T00:53:43.3Z,2,REGULAR,substitution,in,[],1630583,,,1610612748,38,71,2025-10-25T00:54:26Z,2900000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT05M42.00S,2025-10-25T00:53:43.3Z,2,REGULAR,substitution,in,[],1626181,,,1610612748,38,71,2025-10-25T00:54:26Z,2910000,False,,,0,,SUB in: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT05M42.00S,2025-10-25T00:54:05.1Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1631107,,,1610612748,38,72,2025-10-25T00:54:05Z,2920000,False,,,0,,N. Jović Free Throw 1 of 1 (9 PTS),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
295,PT05M25.00S,2025-10-25T00:54:23.8Z,2,REGULAR,3pt,Jump Shot,[],203484,32.14520367936925,38.23529411764706,1610612763,38,72,2025-10-25T00:54:28Z,2930000,False,59.0,250.0,1,left,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,25.65,Missed,,,,,,,,,,,,,,,,,,
296,PT05M24.00S,2025-10-25T00:54:24.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,38,72,2025-10-25T00:54:28Z,2940000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,295.0,,,,,,,,,,,,
298,PT05M09.00S,2025-10-25T00:54:46.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,83.78777923784494,49.50980392156863,1610612748,38,74,2025-10-25T00:54:54Z,2960000,False,-2.0,100.0,1,right,N. Powell 9' pullup Jump Shot (7 PTS),[1626181],1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,9.99,Made,7.0,,,,,,,,,,,,,,,,,
299,PT05M00.00S,2025-10-25T00:54:55.9Z,2,REGULAR,3pt,Jump Shot,[],1642914,27.677398160315374,76.9607843137255,1610612763,38,74,2025-10-25T00:55:01Z,2970000,False,-135.0,208.0,1,left,MISS J. Small 24' pullup 3PT,[1642914],1610612763.0,MEM,pullup,,,Small,J. Small,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
300,PT04M56.00S,2025-10-25T00:54:59.9Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612748,38,74,2025-10-25T00:55:01Z,2980000,False,,,0,,N. Powell REBOUND (Off:0 Def:3),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,,299.0,3.0,3.0,0.0,,,,,,,,,
301,PT04M48.00S,2025-10-25T00:55:07.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642276,84.05059132720105,55.392156862745104,1610612748,38,74,2025-10-25T00:55:12Z,2990000,False,27.0,97.0,1,right,MISS K. Ware 10' turnaround fadeaway Shot,[1642276],1610612748.0,MIA,turnaround fadeaway,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,10.11,Missed,,,,,,,,,,,,,,,,,,
302,PT04M45.00S,2025-10-25T00:55:10.3Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,38,74,2025-10-25T00:55:12Z,3000000,False,,,0,,S. Aldama REBOUND (Off:1 Def:2),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,301.0,3.0,2.0,1.0,,,,,,,,,
303,PT04M31.00S,2025-10-25T00:55:25.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629111,17.69053876478318,49.754901960784316,1610612763,40,74,2025-10-25T00:55:29Z,3010000,False,1.0,114.0,1,left,J. Landale 11' Jump Shot (4 PTS) (C. Coward 1 AST),"[1629111, 1642907]",1610612763.0,MEM,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,11.38,Made,4.0,C. Coward,1642907.0,1.0,,,,,,,,,,,,,,
305,PT04M20.00S,2025-10-25T00:55:41.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,40,74,2025-10-25T00:55:41Z,3030000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT04M20.00S,2025-10-25T00:58:05.9Z,2,REGULAR,substitution,out,[],1642914,,,1610612748,40,74,2025-10-25T00:58:32Z,3040000,False,,,0,,SUB out: J. Small,[1642914],1610612763.0,MEM,,,,Small,J. Small,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT04M20.00S,2025-10-25T00:58:05.9Z,2,REGULAR,substitution,out,[],1629111,,,1610612748,40,74,2025-10-25T00:58:32Z,3050000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT04M20.00S,2025-10-25T00:58:05.9Z,2,REGULAR,substitution,out,[],1631107,,,1610612748,40,74,2025-10-25T00:58:32Z,3060000,False,,,0,,SUB out: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT04M20.00S,2025-10-25T00:58:05.9Z,2,REGULAR,substitution,in,[],1629630,,,1610612748,40,74,2025-10-25T00:58:32Z,3070000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT04M20.00S,2025-10-25T00:58:05.9Z,2,REGULAR,substitution,in,[],1628991,,,1610612748,40,74,2025-10-25T00:58:32Z,3080000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT04M20.00S,2025-10-25T00:58:05.9Z,2,REGULAR,substitution,in,[],1631170,,,1610612748,40,74,2025-10-25T00:58:32Z,3090000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT04M08.00S,2025-10-25T00:58:49.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,86.67871222076215,51.470588235294116,1610612748,40,76,2025-10-25T00:58:54Z,3100000,False,7.0,73.0,1,right,D. Mitchell 7' driving floating Jump Shot (2 PTS),[1630558],1610612748.0,MIA,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,7.31,Made,2.0,,,,,,,,,,,,,,,,,
314,PT03M59.00S,2025-10-25T00:58:58.2Z,2,REGULAR,3pt,Jump Shot,[],1628991,32.53942181340342,49.50980392156863,1610612763,40,76,2025-10-25T00:59:02Z,3120000,False,2.0,253.0,1,left,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
315,PT03M56.00S,2025-10-25T00:59:01.2Z,2,REGULAR,rebound,defensive,[],203952,,,1610612748,40,76,2025-10-25T00:59:02Z,3130000,False,,,0,,A. Wiggins REBOUND (Off:3 Def:1),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,,,,,,314.0,4.0,1.0,3.0,,,,,,,,,
316,PT03M49.00S,2025-10-25T00:59:07.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203952,87.33574244415243,47.05882352941176,1610612748,40,76,2025-10-25T00:59:13Z,3140000,False,-15.0,67.0,1,right,MISS A. Wiggins 6' driving floating Shot,[203952],1610612748.0,MIA,driving floating,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,6.81,Missed,,,,,,,,,,,,,,,,,,
317,PT03M46.00S,2025-10-25T00:59:10.8Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,40,76,2025-10-25T00:59:13Z,3150000,False,,,0,,J. Morant REBOUND (Off:1 Def:1),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,316.0,2.0,1.0,1.0,,,,,,,,,
318,PT03M44.00S,2025-10-25T00:59:14.2Z,2,REGULAR,turnover,lost ball,[],203484,,,1610612763,40,76,2025-10-25T00:59:18Z,3160000,False,,,0,,K. Caldwell-Pope lost ball TURNOVER (1 TO),"[203484, 1631170]",1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Jaquez Jr.,1631170.0,,
319,PT03M44.00S,2025-10-25T00:59:14.2Z,2,REGULAR,steal,,[],1631170,,,1610612748,40,76,2025-10-25T00:59:15Z,3170000,False,,,0,,J. Jaquez Jr. STEAL (1 STL),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
320,PT03M44.00S,2025-10-25T00:59:23.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629630,,,1610612748,40,76,2025-10-25T00:59:34Z,3180000,False,,,0,,J. Morant transition take personal FOUL (2 PF) (Jaquez Jr. 1 FT),"[1629630, 1631170]",1610612763.0,MEM,transition take,,,Morant,J. Morant,,,,,Mid-Range,16-24 Left Center,,,,,,,1830.0,,,,,2.0,0.0,Jaquez Jr.,1631170.0,,,,,
322,PT03M44.00S,2025-10-25T00:59:41.0Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1626181,,,1610612748,40,77,2025-10-25T00:59:41Z,3200000,False,,,0,,N. Powell transition take Free Throw 1 of 1 (8 PTS),[1626181],1610612748.0,MIA,transition take,,,Powell,N. Powell,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
323,PT03M29.00S,2025-10-25T01:00:09.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626181,87.20433639947439,50.49019607843137,1610612748,40,77,2025-10-25T01:00:14Z,3210000,False,2.0,68.0,1,right,MISS N. Powell 6' driving floating Shot,[1626181],1610612748.0,MIA,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,6.78,Missed,,,,,,,,,,,,,,,,,,
324,PT03M24.00S,2025-10-25T01:00:14.5Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,40,77,2025-10-25T01:00:14Z,3220000,False,,,0,,K. Ware REBOUND (Off:3 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,323.0,4.0,1.0,3.0,,,,,,,,,
325,PT03M24.00S,2025-10-25T01:00:14.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1642276,94.40999984741211,50.0,1610612748,40,77,2025-10-25T01:00:17Z,3230000,False,0.0,0.0,1,right,MISS K. Ware putback Layup,[1642276],1610612748.0,MIA,putback,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
326,PT03M24.00S,2025-10-25T01:00:14.4Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,40,77,2025-10-25T01:00:17Z,3240000,False,,,0,,K. Ware REBOUND (Off:4 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,325.0,5.0,1.0,4.0,,,,,,,,,
327,PT03M22.00S,2025-10-25T01:00:16.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1642276,94.40999984741211,50.0,1610612748,40,77,2025-10-25T01:00:19Z,3250000,False,0.0,0.0,1,right,MISS K. Ware putback Layup,[1642276],1610612748.0,MIA,putback,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
328,PT03M22.00S,2025-10-25T01:00:16.2Z,2,REGULAR,rebound,defensive,[],203484,,,1610612763,40,77,2025-10-25T01:00:19Z,3260000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:3),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,,327.0,3.0,3.0,0.0,,,,,,,,,
329,PT03M14.00S,2025-10-25T01:00:26.3Z,2,REGULAR,foul,offensive,['inpenalty'],1628991,,,1610612763,40,77,2025-10-25T01:00:42Z,3270000,False,,,0,,J. Jackson Jr. offensive FOUL (3 PF),"[1628991, 1642276]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1830.0,,,,,3.0,0.0,Ware,1642276.0,,,,,
331,PT03M14.00S,2025-10-25T01:00:26.3Z,2,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,40,77,2025-10-25T01:00:26Z,3290000,False,,,0,,J. Jackson Jr. offensive foul TURNOVER (1 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1830.0,,,,,,,,,1.0,,,,
332,PT03M14.00S,2025-10-25T01:00:42.2Z,2,REGULAR,substitution,out,[],1642907,,,1610612748,40,77,2025-10-25T01:00:52Z,3300000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT03M14.00S,2025-10-25T01:00:42.2Z,2,REGULAR,substitution,out,[],1642276,,,1610612748,40,77,2025-10-25T01:00:52Z,3310000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT03M14.00S,2025-10-25T01:00:42.2Z,2,REGULAR,substitution,in,[],1642377,,,1610612748,40,77,2025-10-25T01:00:52Z,3320000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT03M14.00S,2025-10-25T01:00:42.2Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,40,77,2025-10-25T01:00:52Z,3330000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT03M02.00S,2025-10-25T01:01:06.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628389,94.43166885676742,5.147058823529411,1610612748,40,77,2025-10-25T01:01:09Z,3340000,False,-224.0,0.0,1,right,MISS B. Adebayo 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,22.43,Missed,,,,,,,,,,,,,,,,,,
337,PT02M59.00S,2025-10-25T01:01:09.0Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,40,77,2025-10-25T01:01:09Z,3350000,False,,,0,,S. Aldama REBOUND (Off:1 Def:3),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Left Corner 3,24+ Left,,,,,,,,336.0,4.0,3.0,1.0,,,,,,,,,
338,PT02M57.00S,2025-10-25T01:01:11.1Z,2,REGULAR,turnover,bad pass,[],1630583,,,1610612763,40,77,2025-10-25T01:01:15Z,3360000,False,,,0,,S. Aldama bad pass TURNOVER (1 TO),"[1630583, 1626181]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,Powell,1626181.0,,
339,PT02M57.00S,2025-10-25T01:01:11.1Z,2,REGULAR,steal,,[],1626181,,,1610612748,40,77,2025-10-25T01:01:12Z,3370000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
340,PT02M51.00S,2025-10-25T01:01:17.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628389,87.72996057818659,49.50980392156863,1610612748,40,77,2025-10-25T01:01:21Z,3380000,False,-2.0,63.0,1,right,MISS B. Adebayo 6' driving floating Shot,[1628389],1610612748.0,MIA,driving floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,,,,,,
341,PT02M47.00S,2025-10-25T01:01:21.0Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,40,77,2025-10-25T01:01:21Z,3390000,False,,,0,,S. Aldama REBOUND (Off:1 Def:4),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,340.0,5.0,4.0,1.0,,,,,,,,,
342,PT02M42.00S,2025-10-25T01:01:26.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629630,7.966491458607096,44.36274509803921,1610612763,42,77,2025-10-25T01:01:32Z,3400000,False,28.0,22.0,1,left,J. Morant running Layup (12 PTS),[1629630],1610612763.0,MEM,running,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,3.6,Made,12.0,,,,,,,,,,,,,,,,,
343,PT02M30.00S,2025-10-25T01:01:37.0Z,2,REGULAR,2pt,Jump Shot,[],1631170,92.9862023653088,30.88235294117647,1610612748,42,77,2025-10-25T01:01:45Z,3410000,False,-96.0,13.0,1,right,MISS J. Jaquez Jr. 9' fadeaway Shot,[1631170],1610612748.0,MIA,fadeaway,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Left,9.65,Missed,,,,,,,,,,,,,,,,,,
344,PT02M29.00S,2025-10-25T01:01:38.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612763,42,77,2025-10-25T01:01:45Z,3420000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,343.0,,,,,,,,,,,,
345,PT02M29.00S,2025-10-25T01:01:42.7Z,2,REGULAR,foul,personal,[],203952,,,1610612763,42,77,2025-10-25T01:01:56Z,3430000,False,,,0,,A. Wiggins loose ball personal FOUL (1 PF),"[203952, 1642377]",1610612748.0,MIA,loose ball,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,1830.0,,,,,1.0,0.0,Wells,1642377.0,,,,,
347,PT02M17.00S,2025-10-25T01:02:10.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,5.732588699080158,54.65686274509803,1610612763,44,77,2025-10-25T01:02:18Z,3450000,False,-23.0,1.0,1,left,S. Aldama reverse Layup (9 PTS) (J. Morant 4 AST),"[1630583, 1629630]",1610612763.0,MEM,reverse,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,2.33,Made,9.0,J. Morant,1629630.0,4.0,,,,,,,,,,,,,,
349,PT02M17.00S,2025-10-25T01:02:13.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631170,,,1610612763,44,77,2025-10-25T01:02:29Z,3470000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (2 PF) (Aldama 1 FT),"[1631170, 1630583]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,101283.0,,,,,2.0,0.0,Aldama,1630583.0,,,,,
351,PT02M17.00S,2025-10-25T01:02:50.7Z,2,REGULAR,freethrow,1 of 1,[],1630583,,,1610612763,44,77,2025-10-25T01:02:52Z,3490000,False,,,0,,MISS S. Aldama Free Throw 1 of 1,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
352,PT02M15.00S,2025-10-25T01:02:52.7Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,44,77,2025-10-25T01:02:52Z,3500000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,351.0,4.0,4.0,0.0,,,,,,,,,
