actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
198,PT09M56.00S,2026-01-22T01:41:49.0Z,2,REGULAR,rebound,defensive,[],1642907,,,1610612763,34,34,2026-01-22T01:41:50Z,1960000,False,,,0,,C. Coward REBOUND (Off:0 Def:3),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Right Corner 3,24+ Right,,,197.0,3.0,3.0,0.0,,,,,,,,,,,,,,
199,PT09M48.00S,2026-01-22T01:41:56.4Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642907,12.434296977660972,64.2156862745098,1610612763,34,34,2026-01-22T02:03:48Z,1970000,False,-71.0,64.0,1,left,MISS C. Coward 9' running pullup Shot,[1642907],1610612763.0,MEM,running pullup,,,Coward,C. Coward,,,,,In The Paint (Non-RA),8-16 Left,9.59,Missed,,,,,,,,,,,,,,,,,,
200,PT09M46.00S,2026-01-22T01:41:58.4Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612737,34,34,2026-01-22T01:42:00Z,1980000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Left,,,199.0,1.0,1.0,0.0,,,,,,,,,,,,,,
201,PT09M41.00S,2026-01-22T01:42:04.1Z,2,REGULAR,3pt,Jump Shot,[],1628379,72.09264126149803,21.07843137254902,1610612737,34,37,2026-01-22T01:42:08Z,1990000,False,-145.0,210.0,1,right,L. Kennard 25' 3PT  (13 PTS) (V. Krejčí 1 AST),"[1628379, 1630249]",1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,25.48,Made,,,,,13.0,,,,,,,V. Krejčí,1630249.0,1.0,,,,
203,PT09M39.00S,2026-01-22T01:42:08.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,34,37,2026-01-22T01:42:08Z,2010000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M39.00S,2026-01-22T01:44:47.5Z,2,REGULAR,substitution,out,[],1629723,,,1610612763,34,37,2026-01-22T01:45:05Z,2020000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M39.00S,2026-01-22T01:44:47.5Z,2,REGULAR,substitution,in,[],1629111,,,1610612763,34,37,2026-01-22T01:45:05Z,2030000,False,,,0,,SUB in: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M26.00S,2026-01-22T01:45:20.2Z,2,REGULAR,foul,personal,['2freethrow'],1630249,,,1610612763,34,37,2026-01-22T01:45:43Z,2040000,False,,,0,,V. Krejčí shooting personal FOUL (1 PF) (Morant 2 FT),"[1630249, 1629630]",1610612737.0,ATL,shooting,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,,,,,,1.0,0.0,Morant,1629630.0
208,PT09M26.00S,2026-01-22T01:45:45.4Z,2,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,35,37,2026-01-22T01:45:45Z,2060000,False,,,0,,J. Morant Free Throw 1 of 2 (5 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
209,PT09M26.00S,2026-01-22T01:46:02.0Z,2,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,36,37,2026-01-22T01:46:02Z,2070000,False,,,0,,J. Morant Free Throw 2 of 2 (6 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
211,PT09M09.00S,2026-01-22T01:46:22.4Z,2,REGULAR,2pt,Jump Shot,[],1630552,90.75229960578186,67.8921568627451,1610612737,36,37,2026-01-22T01:46:27Z,2080000,False,89.0,34.0,1,right,MISS J. Johnson 9' driving floating Shot - blocked,"[1630552, 1641713]",1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,9.59,Missed,,,,,,,,,,Jackson,1641713.0,,,,,,,
212,PT09M09.00S,2026-01-22T01:46:22.4Z,2,REGULAR,block,,[],1641713,,,1610612737,36,37,2026-01-22T01:46:24Z,2090000,False,,,0,,G. Jackson BLOCK (1 BLK),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
213,PT09M08.00S,2026-01-22T01:46:23.4Z,2,REGULAR,rebound,offensive,[],1630552,,,1610612737,36,37,2026-01-22T01:46:27Z,2100000,False,,,0,,J. Johnson REBOUND (Off:1 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Right,,,211.0,4.0,3.0,1.0,,,,,,,,,,,,,,
214,PT09M08.00S,2026-01-22T01:46:28.2Z,2,REGULAR,foul,personal,['2freethrow'],1641713,,,1610612737,36,37,2026-01-22T01:46:48Z,2110000,False,,,0,,G. Jackson shooting personal FOUL (1 PF) (Johnson 2 FT),"[1641713, 1630552]",1610612763.0,MEM,shooting,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,,,,,,1.0,0.0,Johnson,1630552.0
216,PT09M08.00S,2026-01-22T01:46:52.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630552,,,1610612737,36,38,2026-01-22T01:46:52Z,2130000,False,,,0,,J. Johnson Free Throw 1 of 2 (8 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
217,PT09M08.00S,2026-01-22T01:47:06.9Z,2,REGULAR,substitution,out,[],1628991,,,1610612737,36,38,2026-01-22T01:47:15Z,2140000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M08.00S,2026-01-22T01:47:06.9Z,2,REGULAR,substitution,in,[],203484,,,1610612737,36,38,2026-01-22T01:47:15Z,2150000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M08.00S,2026-01-22T01:47:27.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630552,,,1610612737,36,39,2026-01-22T01:47:27Z,2160000,False,,,0,,J. Johnson Free Throw 2 of 2 (9 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
220,PT08M52.00S,2026-01-22T01:47:46.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641713,6.258212877792378,49.50980392156863,1610612763,38,39,2026-01-22T01:47:50Z,2170000,False,2.0,6.0,1,left,G. Jackson driving DUNK (2 PTS),[1641713],1610612763.0,MEM,driving,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,2.0,,,,,,,,,,,,,
221,PT08M36.00S,2026-01-22T01:48:01.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630700,87.99277266754271,40.44117647058824,1610612737,38,39,2026-01-22T01:48:05Z,2180000,False,-48.0,60.0,1,right,MISS D. Daniels 7' turnaround Hook,[1630700],1610612737.0,ATL,turnaround,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,7.7,Missed,,,,,,,,,,,,,,,,,,
222,PT08M34.00S,2026-01-22T01:48:03.5Z,2,REGULAR,rebound,defensive,[],1629111,,,1610612763,38,39,2026-01-22T01:48:05Z,2190000,False,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,221.0,2.0,1.0,1.0,,,,,,,,,,,,,,
223,PT08M28.00S,2026-01-22T01:48:09.3Z,2,REGULAR,3pt,Jump Shot,[],1629111,32.013797634691194,52.94117647058824,1610612763,41,39,2026-01-22T01:48:13Z,2200000,False,-15.0,248.0,1,left,J. Landale 24' 3PT  (3 PTS) (J. Morant 4 AST),"[1629111, 1629630]",1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Center,24.88,Made,,,,,3.0,,,,,,,J. Morant,1629630.0,4.0,,,,
225,PT08M15.00S,2026-01-22T01:48:23.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,89.04402102496715,52.20588235294118,1610612737,41,39,2026-01-22T01:48:28Z,2220000,False,11.0,50.0,1,right,MISS J. Johnson driving floating Shot,[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,,,,,,,,,
226,PT08M11.00S,2026-01-22T01:48:28.0Z,2,REGULAR,rebound,offensive,[],1630249,,,1610612737,41,39,2026-01-22T01:48:28Z,2230000,False,,,0,,V. Krejčí REBOUND (Off:1 Def:0),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,In The Paint (Non-RA),0-8 Center,,,225.0,1.0,0.0,1.0,,,,,,,,,,,,,,
227,PT08M11.00S,2026-01-22T01:48:28.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630249,94.40999984741211,50.0,1610612737,41,39,2026-01-22T04:06:10Z,2240000,False,0.0,0.0,1,right,MISS V. Krejčí putback Layup,[1630249],1610612737.0,ATL,putback,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
228,PT08M11.00S,2026-01-22T01:48:28.0Z,2,REGULAR,rebound,offensive,[],1628379,,,1610612737,41,39,2026-01-22T01:48:30Z,2250000,False,,,0,,L. Kennard REBOUND (Off:1 Def:1),[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,,,227.0,2.0,1.0,1.0,,,,,,,,,,,,,,
229,PT08M08.00S,2026-01-22T01:48:30.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631243,74.45795006570303,85.29411764705883,1610612737,41,39,2026-01-22T01:53:40Z,2260000,False,176.0,188.0,1,right,MISS M. Gueye 25' 3PT,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
230,PT08M03.00S,2026-01-22T01:48:35.8Z,2,REGULAR,rebound,offensive,[],1630700,,,1610612737,41,39,2026-01-22T01:58:03Z,2270000,False,,,0,,D. Daniels REBOUND (Off:2 Def:1),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,,,229.0,3.0,1.0,2.0,,,,,,,,,,,,,,
233,PT08M01.00S,2026-01-22T01:48:37.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630700,94.40999984741211,50.0,1610612737,41,41,2026-01-22T01:57:58Z,2300000,False,0.0,0.0,1,right,D. Daniels putback Layup (2 PTS),[1630700],1610612737.0,ATL,putback,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
234,PT07M51.00S,2026-01-22T01:48:46.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.783837056504599,40.44117647058824,1610612763,41,41,2026-01-22T01:48:50Z,2310000,False,48.0,11.0,1,left,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,4.91,Missed,,,,,,,,,,,,,,,,,,
235,PT07M50.00S,2026-01-22T01:48:49.0Z,2,REGULAR,rebound,offensive,[],1629630,,,1610612763,41,41,2026-01-22T01:48:49Z,2320000,False,,,0,,J. Morant REBOUND (Off:1 Def:0),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,234.0,1.0,0.0,1.0,,,,,,,,,,,,,,
237,PT07M50.00S,2026-01-22T01:51:33.8Z,2,REGULAR,foul,technical,[],1629630,,,1610612763,41,41,2026-01-22T01:51:50Z,2340000,False,,,0,,J. Morant double technical FOUL (1 Tech),[1629630],1610612763.0,MEM,double,,,Morant,J. Morant,,,,,,,,,,,,,,,,,203591.0,,,,,,1.0,1.0,,
238,PT07M50.00S,2026-01-22T01:51:33.8Z,2,REGULAR,foul,technical,[],1631243,,,1610612763,41,41,2026-01-22T01:51:41Z,2350000,False,,,0,,M. Gueye double technical FOUL (1 Tech),[1631243],1610612737.0,ATL,double,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,203591.0,,,,,,2.0,1.0,,
239,PT07M50.00S,2026-01-22T01:52:02.4Z,2,REGULAR,substitution,out,[],1642907,,,1610612763,41,41,2026-01-22T01:52:20Z,2360000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M50.00S,2026-01-22T01:52:02.4Z,2,REGULAR,substitution,out,[],1630700,,,1610612763,41,41,2026-01-22T01:52:20Z,2370000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M50.00S,2026-01-22T01:52:02.4Z,2,REGULAR,substitution,in,[],1642285,,,1610612763,41,41,2026-01-22T01:52:20Z,2380000,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M50.00S,2026-01-22T01:52:02.4Z,2,REGULAR,substitution,in,[],1629638,,,1610612763,41,41,2026-01-22T01:52:20Z,2390000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M46.00S,2026-01-22T01:52:34.0Z,2,REGULAR,jumpball,recovered,[],203484,,,1610612763,41,41,2026-01-22T01:52:34Z,2400000,False,,,0,,Jump Ball J. Morant vs. M. Gueye: Tip to K. Caldwell-Pope,"[203484, 1629630, 1631243]",1610612763.0,MEM,heldball,K. Caldwell-Pope,203484.0,Caldwell-Pope,K. Caldwell-Pope,Morant,1629630.0,Gueye,1631243.0,,,,,,,,,,,,,,,,,,,,,,
248,PT07M41.00S,2026-01-22T01:52:42.4Z,2,REGULAR,foul,personal,['2freethrow'],1631243,,,1610612763,41,41,2026-01-22T01:53:07Z,2430000,False,,,0,,M. Gueye shooting personal FOUL (3 PF) (Morant 2 FT),"[1631243, 1629630]",1610612737.0,ATL,shooting,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627526.0,,,,,,3.0,1.0,Morant,1629630.0
250,PT07M41.00S,2026-01-22T01:53:08.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629630,,,1610612763,42,41,2026-01-22T01:53:08Z,2450000,False,,,0,,J. Morant Free Throw 1 of 2 (7 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
251,PT07M41.00S,2026-01-22T01:53:09.6Z,2,REGULAR,substitution,out,[],1631243,,,1610612763,42,41,2026-01-22T01:53:13Z,2460000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M41.00S,2026-01-22T01:53:09.6Z,2,REGULAR,substitution,in,[],1631132,,,1610612763,42,41,2026-01-22T01:53:13Z,2470000,False,,,0,,SUB in: C. Koloko,[1631132],1610612737.0,ATL,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M41.00S,2026-01-22T01:53:28.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629630,,,1610612763,43,41,2026-01-22T01:53:28Z,2480000,False,,,0,,J. Morant Free Throw 2 of 2 (8 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
254,PT07M25.00S,2026-01-22T01:53:45.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631132,93.51182654402102,49.754901960784316,1610612737,43,43,2026-01-22T01:53:50Z,2490000,False,-1.0,8.0,1,right,C. Koloko cutting DUNK (2 PTS) (L. Kennard 1 AST),"[1631132, 1628379]",1610612737.0,ATL,cutting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,2.0,,,,,,,L. Kennard,1628379.0,1.0,,,,
257,PT07M12.00S,2026-01-22T01:54:18.0Z,2,REGULAR,2pt,Jump Shot,[],1642285,6.915243101182654,17.647058823529413,1610612763,43,43,2026-01-22T01:54:22Z,2520000,False,162.0,13.0,1,left,MISS C. Spencer 16' Jump Shot,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Right,16.23,Missed,,,,,,,,,,,,,,,,,,
258,PT07M08.00S,2026-01-22T01:54:22.0Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,43,43,2026-01-22T01:54:22Z,2530000,False,,,0,,J. Johnson REBOUND (Off:1 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right,,,257.0,5.0,4.0,1.0,,,,,,,,,,,,,,
259,PT07M05.00S,2026-01-22T01:54:25.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630249,92.59198423127464,54.166666666666664,1610612737,43,45,2026-01-22T01:54:30Z,2540000,False,21.0,17.0,1,right,V. Krejčí running finger roll Layup (2 PTS) (J. Johnson 4 AST),"[1630249, 1630552]",1610612737.0,ATL,running finger roll,,,Krejčí,V. Krejčí,,,,,Restricted Area,0-8 Center,2.69,Made,,,,,2.0,,,,,,,J. Johnson,1630552.0,4.0,,,,
261,PT06M42.00S,2026-01-22T01:54:47.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641713,9.543363994743759,49.50980392156863,1610612763,45,45,2026-01-22T01:54:51Z,2560000,False,2.0,37.0,1,left,G. Jackson turnaround fadeaway Jump Shot (4 PTS),[1641713],1610612763.0,MEM,turnaround fadeaway,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,3.73,Made,,,,,4.0,,,,,,,,,,,,,
262,PT06M34.00S,2026-01-22T01:54:55.2Z,2,REGULAR,3pt,Jump Shot,[],1628379,82.86793692509855,4.901960784313726,1610612737,45,48,2026-01-22T01:55:00Z,2570000,False,-225.0,109.0,1,right,L. Kennard 25' 3PT pullup (16 PTS) (N. Alexander-Walker 3 AST),"[1628379, 1629638]",1610612737.0,ATL,pullup,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,25.02,Made,,,,,16.0,,,,,,,N. Alexander-Walker,1629638.0,3.0,,,,
264,PT06M26.00S,2026-01-22T01:55:06.8Z,2,REGULAR,foul,offensive,[],203484,,,1610612763,45,48,2026-01-22T01:55:13Z,2590000,False,,,0,,K. Caldwell-Pope offensive FOUL (1 PF),"[203484, 1629638]",1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,,,,,203591.0,,,,,,1.0,0.0,Alexander-Walker,1629638.0
266,PT06M26.00S,2026-01-22T01:55:06.8Z,2,REGULAR,turnover,offensive foul,[],203484,,,1610612763,45,48,2026-01-22T01:55:06Z,2610000,False,,,0,,K. Caldwell-Pope offensive foul TURNOVER (1 TO),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,203591.0,,,,,,,,,
267,PT06M26.00S,2026-01-22T01:55:14.4Z,2,REGULAR,substitution,out,[],1629630,,,1610612737,45,48,2026-01-22T01:55:28Z,2620000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M26.00S,2026-01-22T01:55:14.4Z,2,REGULAR,substitution,out,[],1630249,,,1610612737,45,48,2026-01-22T01:55:28Z,2630000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M26.00S,2026-01-22T01:55:14.4Z,2,REGULAR,substitution,in,[],1631246,,,1610612737,45,48,2026-01-22T01:55:28Z,2640000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M26.00S,2026-01-22T01:55:14.4Z,2,REGULAR,substitution,in,[],203468,,,1610612737,45,48,2026-01-22T01:55:28Z,2650000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M17.00S,2026-01-22T01:55:33.0Z,2,REGULAR,foul,offensive,[],1631132,,,1610612737,45,48,2026-01-22T01:57:00Z,2660000,False,,,0,,C. Koloko offensive FOUL (1 PF),"[1631132, 1641713]",1610612737.0,ATL,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627524.0,,,,,,1.0,0.0,Jackson,1641713.0
273,PT06M17.00S,2026-01-22T01:55:33.0Z,2,REGULAR,turnover,offensive foul,[],1631132,,,1610612737,45,48,2026-01-22T01:55:33Z,2680000,False,,,0,,C. Koloko offensive foul TURNOVER (1 TO),[1631132],1610612737.0,ATL,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,1627524.0,,,,,,,,,
274,PT06M01.00S,2026-01-22T01:55:57.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629111,5.601182654402102,52.20588235294118,1610612763,47,48,2026-01-22T01:56:01Z,2690000,False,-11.0,0.0,1,left,J. Landale driving finger roll Layup (5 PTS),[1629111],1610612763.0,MEM,driving finger roll,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,5.0,,,,,,,,,,,,,
275,PT05M47.00S,2026-01-22T01:56:12.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,85.75886990801577,54.65686274509803,1610612737,47,50,2026-01-22T01:56:29Z,2700000,False,23.0,81.0,1,right,J. Johnson 8' pullup Jump Shot (11 PTS),[1630552],1610612737.0,ATL,pullup,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,8.47,Made,,,,,11.0,,,,,,,,,,,,,
276,PT05M47.00S,2026-01-22T01:56:15.7Z,2,REGULAR,foul,personal,['1freethrow'],1641713,,,1610612737,47,50,2026-01-22T01:56:45Z,2710000,False,,,0,,G. Jackson shooting personal FOUL (2 PF) (Johnson 1 FT),"[1641713, 1630552]",1610612763.0,MEM,shooting,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627526.0,,,,,,2.0,0.0,Johnson,1630552.0
278,PT05M47.00S,2026-01-22T01:56:45.6Z,2,REGULAR,freethrow,1 of 1,[],1630552,,,1610612737,47,51,2026-01-22T01:56:45Z,2730000,False,,,0,,J. Johnson Free Throw 1 of 1 (12 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
279,PT05M34.00S,2026-01-22T01:56:58.6Z,2,REGULAR,2pt,Jump Shot,[],1629111,7.5722733245729295,78.43137254901961,1610612763,47,51,2026-01-22T01:57:04Z,2740000,False,-142.0,19.0,1,left,MISS J. Landale 14' Jump Shot,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Mid-Range,8-16 Left,14.34,Missed,,,,,,,,,,,,,,,,,,
280,PT05M31.00S,2026-01-22T01:57:01.6Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,47,51,2026-01-22T01:57:04Z,2750000,False,,,0,,J. Johnson REBOUND (Off:1 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Left,,,279.0,6.0,5.0,1.0,,,,,,,,,,,,,,
281,PT05M24.00S,2026-01-22T01:57:09.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,86.15308804204993,49.26470588235294,1610612737,47,53,2026-01-22T01:57:13Z,2760000,False,-4.0,78.0,1,right,J. Johnson 7' driving floating Jump Shot (14 PTS),[1630552],1610612737.0,ATL,driving floating,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.78,Made,,,,,14.0,,,,,,,,,,,,,
282,PT05M23.00S,2026-01-22T01:57:15.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,47,53,2026-01-22T01:57:15Z,2770000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M23.00S,2026-01-22T01:59:37.5Z,2,REGULAR,substitution,out,[],1641713,,,1610612763,47,53,2026-01-22T01:59:59Z,2780000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT05M23.00S,2026-01-22T01:59:37.5Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,47,53,2026-01-22T01:59:59Z,2790000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT05M10.00S,2026-01-22T02:00:21.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,17.0335085413929,42.8921568627451,1610612763,47,53,2026-01-22T02:00:26Z,2800000,False,36.0,108.0,1,left,MISS J. Jackson Jr. 11' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.33,Missed,,,,,,,,,,,,,,,,,,
286,PT05M06.00S,2026-01-22T02:00:25.7Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612763,47,53,2026-01-22T02:00:26Z,2810000,False,,,0,,J. Landale REBOUND (Off:2 Def:1),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,,,285.0,3.0,1.0,2.0,,,,,,,,,,,,,,
