actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT06M28.00S,2026-01-22T01:23:39.7Z,1,REGULAR,substitution,out,[],1629638,,,1610612737,14,11,2026-01-22T01:23:54Z,850000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M28.00S,2026-01-22T01:23:39.7Z,1,REGULAR,substitution,out,[],1630168,,,1610612737,14,11,2026-01-22T01:23:54Z,860000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT06M28.00S,2026-01-22T01:23:39.7Z,1,REGULAR,substitution,in,[],1631246,,,1610612737,14,11,2026-01-22T01:23:54Z,870000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT06M28.00S,2026-01-22T01:23:39.7Z,1,REGULAR,substitution,in,[],1631243,,,1610612737,14,11,2026-01-22T01:23:54Z,880000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M28.00S,2026-01-22T01:23:39.7Z,1,REGULAR,substitution,in,[],203468,,,1610612737,14,11,2026-01-22T01:23:54Z,890000,False,,,0,,SUB in: C. McCollum,[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M28.00S,2026-01-22T01:24:00.0Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630552,,,1610612737,14,12,2026-01-22T01:24:00Z,900000,False,,,0,,J. Johnson Free Throw 1 of 1 (4 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
92,PT06M11.00S,2026-01-22T01:24:17.5Z,1,REGULAR,3pt,Jump Shot,[],1642377,29.911300919842315,70.09803921568627,1610612763,14,12,2026-01-22T01:24:21Z,910000,False,-100.0,229.0,1,left,MISS J. Wells 24' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,24.98,Missed,,,,,,,,,,,,,,,,,,
93,PT06M08.00S,2026-01-22T01:24:20.5Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,14,12,2026-01-22T01:24:21Z,920000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,92.0,2.0,2.0,0.0,,,,,,,,,,,,,,
94,PT05M58.00S,2026-01-22T01:24:29.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,83.13074901445466,37.99019607843137,1610612737,14,12,2026-01-22T01:24:32Z,930000,False,-60.0,106.0,1,right,MISS J. Johnson 12' step back Shot,[1630552],1610612737.0,ATL,step back,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,12.19,Missed,,,,,,,,,,,,,,,,,,
95,PT05M56.00S,2026-01-22T01:24:31.1Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,14,12,2026-01-22T01:24:32Z,940000,False,,,0,,J. Wells REBOUND (Off:2 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,In The Paint (Non-RA),8-16 Center,,,94.0,3.0,1.0,2.0,,,,,,,,,,,,,,
96,PT05M51.00S,2026-01-22T01:24:36.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642377,9.017739816031538,50.98039215686274,1610612763,16,12,2026-01-22T02:01:27Z,950000,False,-5.0,32.0,1,left,J. Wells running pullup Jump Shot (4 PTS),[1642377],1610612763.0,MEM,running pullup,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,3.27,Made,,,,,4.0,,,,,,,,,,,,,
97,PT05M39.00S,2026-01-22T01:24:48.8Z,1,REGULAR,3pt,Jump Shot,[],1630552,68.15045992115637,64.2156862745098,1610612737,16,15,2026-01-22T01:24:52Z,960000,False,71.0,247.0,1,right,J. Johnson 25' 3PT  (7 PTS) (C. Kispert 2 AST),"[1630552, 1630557]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,25.69,Made,,,,,7.0,,,,,,,C. Kispert,1630557.0,2.0,,,,
99,PT05M24.00S,2026-01-22T01:25:02.9Z,1,REGULAR,3pt,Jump Shot,[],1642285,27.808804204993432,22.30392156862745,1610612763,19,15,2026-01-22T01:25:07Z,980000,False,138.0,209.0,1,left,C. Spencer 25' 3PT pullup (3 PTS) (J. Landale 1 AST),"[1642285, 1629111]",1610612763.0,MEM,pullup,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Right Center,25.06,Made,,,,,3.0,,,,,,,J. Landale,1629111.0,1.0,,,,
101,PT05M11.00S,2026-01-22T01:25:15.9Z,1,REGULAR,3pt,Jump Shot,[],1630557,66.5735873850197,57.84313725490197,1610612737,19,18,2026-01-22T01:25:19Z,1000000,False,39.0,262.0,1,right,C. Kispert 26' 3PT  (3 PTS) (J. Johnson 3 AST),"[1630557, 1630552]",1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,26.46,Made,,,,,3.0,,,,,,,J. Johnson,1630552.0,3.0,,,,
103,PT04M45.00S,2026-01-22T01:25:45.2Z,1,REGULAR,turnover,out-of-bounds,[],1642285,,,1610612763,19,18,2026-01-22T01:25:49Z,1020000,False,,,0,,C. Spencer bad pass out-of-bounds TURNOVER (1 TO),[1642285],1610612763.0,MEM,bad pass,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,203591.0,,,,,,,,,
104,PT04M45.00S,2026-01-22T01:25:48.4Z,1,REGULAR,substitution,out,[],1642377,,,1610612737,19,18,2026-01-22T01:25:59Z,1030000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M45.00S,2026-01-22T01:25:48.4Z,1,REGULAR,substitution,out,[],1630557,,,1610612737,19,18,2026-01-22T01:25:59Z,1040000,False,,,0,,SUB out: C. Kispert,[1630557],1610612737.0,ATL,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M45.00S,2026-01-22T01:25:48.4Z,1,REGULAR,substitution,in,[],203484,,,1610612737,19,18,2026-01-22T01:25:59Z,1050000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M45.00S,2026-01-22T01:25:48.4Z,1,REGULAR,substitution,in,[],1628379,,,1610612737,19,18,2026-01-22T01:25:59Z,1060000,False,,,0,,SUB in: L. Kennard,[1628379],1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M34.00S,2026-01-22T01:26:11.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631243,93.24901445466492,4.166666666666666,1610612737,19,21,2026-01-22T01:26:14Z,1070000,False,-229.0,11.0,1,right,M. Gueye 3PT  (3 PTS) (C. McCollum 1 AST),"[1631243, 203468]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Left Corner 3,24+ Left,22.95,Made,,,,,3.0,,,,,,,C. McCollum,203468.0,1.0,,,,
110,PT04M13.00S,2026-01-22T01:26:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,5.732588699080158,44.11764705882353,1610612763,19,21,2026-01-22T01:26:36Z,1090000,False,29.0,1.0,1,left,MISS J. Landale driving Layup,[1629111],1610612763.0,MEM,driving,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,2.94,Missed,,,,,,,,,,,,,,,,,,
111,PT04M11.00S,2026-01-22T01:26:34.9Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,19,21,2026-01-22T01:26:36Z,1100000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,110.0,3.0,3.0,0.0,,,,,,,,,,,,,,
112,PT03M59.00S,2026-01-22T01:26:46.2Z,1,REGULAR,3pt,Jump Shot,[],1630552,67.36202365308804,45.588235294117645,1610612737,19,21,2026-01-22T01:26:49Z,1110000,False,-22.0,254.0,1,right,MISS J. Johnson 25' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Center,25.53,Missed,,,,,,,,,,,,,,,,,,
113,PT03M56.00S,2026-01-22T01:26:49.2Z,1,REGULAR,rebound,defensive,[],203484,,,1610612763,19,21,2026-01-22T01:26:49Z,1120000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT03M51.00S,2026-01-22T01:26:56.4Z,1,REGULAR,turnover,out-of-bounds,[],1642285,,,1610612763,19,21,2026-01-22T01:27:01Z,1130000,False,,,0,,C. Spencer bad pass out-of-bounds TURNOVER (2 TO),[1642285],1610612763.0,MEM,bad pass,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,203591.0,,,,,,,,,
115,PT03M51.00S,2026-01-22T01:26:58.8Z,1,REGULAR,substitution,out,[],1641713,,,1610612737,19,21,2026-01-22T01:27:09Z,1140000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M51.00S,2026-01-22T01:26:58.8Z,1,REGULAR,substitution,out,[],1630552,,,1610612737,19,21,2026-01-22T01:27:09Z,1150000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M51.00S,2026-01-22T01:26:58.8Z,1,REGULAR,substitution,out,[],1630700,,,1610612737,19,21,2026-01-22T01:27:09Z,1160000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M51.00S,2026-01-22T01:26:58.8Z,1,REGULAR,substitution,in,[],1628991,,,1610612737,19,21,2026-01-22T01:27:09Z,1170000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M51.00S,2026-01-22T01:26:58.8Z,1,REGULAR,substitution,in,[],1629638,,,1610612737,19,21,2026-01-22T01:27:09Z,1180000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M51.00S,2026-01-22T01:26:58.8Z,1,REGULAR,substitution,in,[],1630168,,,1610612737,19,21,2026-01-22T01:27:09Z,1190000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M37.00S,2026-01-22T01:27:29.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,81.8166885676741,94.6078431372549,1610612737,19,21,2026-01-22T01:27:34Z,1200000,False,223.0,118.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
122,PT03M32.00S,2026-01-22T01:27:34.0Z,1,REGULAR,rebound,defensive,[],203484,,,1610612763,19,21,2026-01-22T01:27:34Z,1210000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,121.0,2.0,2.0,0.0,,,,,,,,,,,,,,
123,PT03M27.00S,2026-01-22T01:27:43.1Z,1,REGULAR,foul,personal,[],1631243,,,1610612763,19,21,2026-01-22T01:27:47Z,1220000,False,,,0,,M. Gueye personal FOUL (1 PF),"[1631243, 1628991]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203591.0,,,,,,1.0,0.0,Jackson Jr.,1628991.0
125,PT03M22.00S,2026-01-22T01:28:08.8Z,1,REGULAR,3pt,Jump Shot,[],1631246,30.042706964520367,27.205882352941174,1610612763,19,21,2026-01-22T01:28:11Z,1240000,False,114.0,230.0,1,left,MISS V. Williams Jr. 25' pullup 3PT - blocked,"[1631246, 203468]",1610612763.0,MEM,pullup,,,Williams Jr.,V. Williams Jr.,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,McCollum,203468.0,,,,,,,
126,PT03M22.00S,2026-01-22T01:28:08.8Z,1,REGULAR,block,,[],203468,,,1610612763,19,21,2026-01-22T01:28:10Z,1250000,False,,,0,,C. McCollum BLOCK (1 BLK),[203468],1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
127,PT03M21.00S,2026-01-22T01:28:09.8Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612737,19,21,2026-01-22T01:28:11Z,1260000,False,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:1),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,125.0,2.0,1.0,1.0,,,,,,,,,,,,,,
128,PT03M11.00S,2026-01-22T01:28:20.6Z,1,REGULAR,3pt,Jump Shot,[],1630168,69.99014454664915,26.715686274509803,1610612737,19,21,2026-01-22T01:28:25Z,1270000,False,-116.0,230.0,1,right,MISS O. Okongwu 25' 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
129,PT03M06.00S,2026-01-22T01:28:25.6Z,1,REGULAR,rebound,defensive,[],203484,,,1610612763,19,21,2026-01-22T01:28:25Z,1280000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:3),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,128.0,3.0,3.0,0.0,,,,,,,,,,,,,,
130,PT02M59.00S,2026-01-22T01:28:31.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629111,6.258212877792378,53.431372549019606,1610612763,19,21,2026-01-22T04:09:53Z,1290000,False,-17.0,6.0,1,left,MISS J. Landale running Layup,[1629111],1610612763.0,MEM,running,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.83,Missed,,,,,,,,,,,,,,,,,,
131,PT02M58.00S,2026-01-22T01:28:32.9Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612763,19,21,2026-01-22T01:28:32Z,1300000,False,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,130.0,1.0,0.0,1.0,,,,,,,,,,,,,,
132,PT02M56.00S,2026-01-22T01:28:34.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642285,10.463206307490145,3.431372549019608,1610612763,22,21,2026-01-22T01:28:39Z,1310000,False,233.0,46.0,1,left,C. Spencer 3PT  (6 PTS) (K. Caldwell-Pope 1 AST),"[1642285, 203484]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Right Corner 3,24+ Right,23.73,Made,,,,,6.0,,,,,,,K. Caldwell-Pope,203484.0,1.0,,,,
134,PT02M42.00S,2026-01-22T01:28:50.1Z,1,REGULAR,2pt,Jump Shot,[],1628379,92.19776609724047,21.568627450980394,1610612737,22,23,2026-01-22T01:28:54Z,1330000,False,-142.0,21.0,1,right,L. Kennard 14' pullup Jump Shot (2 PTS) (N. Alexander-Walker 1 AST),"[1628379, 1629638]",1610612737.0,ATL,pullup,,,Kennard,L. Kennard,,,,,Mid-Range,8-16 Left,14.37,Made,,,,,2.0,,,,,,,N. Alexander-Walker,1629638.0,1.0,,,,
135,PT02M27.00S,2026-01-22T01:29:03.7Z,1,REGULAR,3pt,Jump Shot,[],203484,25.04927726675427,13.23529411764706,1610612763,25,23,2026-01-22T01:29:11Z,1340000,False,184.0,183.0,1,left,K. Caldwell-Pope 25' 3PT pullup (3 PTS) (J. Jackson Jr. 1 AST),"[203484, 1628991]",1610612763.0,MEM,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,25.94,Made,,,,,3.0,,,,,,,J. Jackson Jr.,1628991.0,1.0,,,,
137,PT02M10.00S,2026-01-22T01:29:21.2Z,1,REGULAR,3pt,Jump Shot,[],203468,73.14388961892247,16.176470588235293,1610612737,25,23,2026-01-22T01:29:25Z,1360000,False,-169.0,200.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612737.0,ATL,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
138,PT02M07.00S,2026-01-22T01:29:24.2Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,25,23,2026-01-22T01:29:25Z,1370000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:0),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,137.0,1.0,0.0,1.0,,,,,,,,,,,,,,
139,PT02M02.00S,2026-01-22T01:29:29.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628379,80.76544021024968,45.588235294117645,1610612737,25,25,2026-01-22T01:29:33Z,1380000,False,-22.0,128.0,1,right,L. Kennard 13' pullup Jump Shot (4 PTS),[1628379],1610612737.0,ATL,pullup,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,13.02,Made,,,,,4.0,,,,,,,,,,,,,
140,PT01M45.00S,2026-01-22T01:29:46.4Z,1,REGULAR,2pt,Jump Shot,[],1628991,6.1268068331143235,69.85294117647058,1610612763,27,25,2026-01-22T01:29:51Z,1390000,False,-99.0,5.0,1,left,J. Jackson Jr. 9' turnaround Jump Shot (7 PTS) (K. Caldwell-Pope 2 AST),"[1628991, 203484]",1610612763.0,MEM,turnaround,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Left,9.94,Made,,,,,7.0,,,,,,,K. Caldwell-Pope,203484.0,2.0,,,,
142,PT01M34.00S,2026-01-22T01:29:57.0Z,1,REGULAR,3pt,Jump Shot,[],203468,93.24901445466492,3.9215686274509802,1610612737,27,28,2026-01-22T01:30:01Z,1410000,False,-230.0,11.0,1,right,C. McCollum 3PT  (3 PTS) (N. Alexander-Walker 2 AST),"[203468, 1629638]",1610612737.0,ATL,,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,23.07,Made,,,,,3.0,,,,,,,N. Alexander-Walker,1629638.0,2.0,,,,
144,PT01M33.00S,2026-01-22T01:30:02.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,27,28,2026-01-22T01:30:02Z,1430000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M33.00S,2026-01-22T01:32:21.9Z,1,REGULAR,substitution,out,[],1642285,,,1610612763,27,28,2026-01-22T01:32:44Z,1440000,False,,,0,,SUB out: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M33.00S,2026-01-22T01:32:21.9Z,1,REGULAR,substitution,out,[],1629111,,,1610612763,27,28,2026-01-22T01:32:44Z,1450000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M33.00S,2026-01-22T01:32:21.9Z,1,REGULAR,substitution,in,[],1642907,,,1610612763,27,28,2026-01-22T01:32:44Z,1460000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M33.00S,2026-01-22T01:32:21.9Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,27,28,2026-01-22T01:32:44Z,1470000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M27.00S,2026-01-22T01:33:09.5Z,1,REGULAR,foul,personal,[],1631243,,,1610612763,27,28,2026-01-22T01:33:14Z,1480000,False,,,0,,M. Gueye personal FOUL (2 PF),"[1631243, 1631246]",1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,203591.0,,,,,,2.0,0.0,Williams Jr.,1631246.0
153,PT01M17.00S,2026-01-22T01:33:49.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642907,15.588042049934298,42.64705882352941,1610612763,27,28,2026-01-22T01:33:53Z,1510000,False,37.0,94.0,1,left,MISS C. Coward 10' turnaround fadeaway Shot,[1642907],1610612763.0,MEM,turnaround fadeaway,,,Coward,C. Coward,,,,,In The Paint (Non-RA),8-16 Center,10.09,Missed,,,,,,,,,,,,,,,,,,
154,PT01M15.00S,2026-01-22T01:33:51.2Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,27,28,2026-01-22T01:33:53Z,1520000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,153.0,2.0,1.0,1.0,,,,,,,,,,,,,,
155,PT01M07.00S,2026-01-22T01:34:00.2Z,1,REGULAR,3pt,Jump Shot,[],1628379,76.03482260183968,12.009803921568627,1610612737,27,31,2026-01-22T01:34:04Z,1530000,False,-190.0,173.0,1,right,L. Kennard 25' 3PT  (7 PTS) (C. McCollum 2 AST),"[1628379, 203468]",1610612737.0,ATL,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,25.68,Made,,,,,7.0,,,,,,,C. McCollum,203468.0,2.0,,,,
157,PT00M41.40S,2026-01-22T01:34:25.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,16.770696452036795,46.568627450980394,1610612763,29,31,2026-01-22T01:34:30Z,1550000,False,17.0,105.0,1,left,J. Jackson Jr. 10' driving floating Jump Shot (9 PTS) (K. Caldwell-Pope 3 AST),"[1628991, 203484]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.65,Made,,,,,9.0,,,,,,,K. Caldwell-Pope,203484.0,3.0,,,,
246,PT00M27.30S,2026-01-22T01:34:34.2Z,1,REGULAR,turnover,lost ball,[],1630168,,,1610612737,29,31,2026-01-22T01:52:41Z,1565000,False,,,0,,O. Okongwu lost ball TURNOVER (1 TO),"[1630168, 1642907]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Coward,1642907.0,,,,,,,,,,
247,PT00M27.30S,2026-01-22T01:34:34.2Z,1,REGULAR,steal,,[],1642907,,,1610612763,29,31,2026-01-22T01:52:41Z,1567500,False,,,0,,C. Coward STEAL (1 STL),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
161,PT00M24.30S,2026-01-22T01:34:45.6Z,1,REGULAR,turnover,lost ball,[],1642907,,,1610612763,29,31,2026-01-22T01:34:51Z,1590000,False,,,0,,C. Coward lost ball TURNOVER (2 TO),"[1642907, 1629638]",1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,Alexander-Walker,1629638.0,,,,,,,,,,
162,PT00M24.30S,2026-01-22T01:34:45.6Z,1,REGULAR,steal,,[],1629638,,,1610612737,29,31,2026-01-22T01:37:09Z,1600000,False,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
163,PT00M21.00S,2026-01-22T01:34:48.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,72.88107752956637,83.57843137254902,1610612737,29,31,2026-01-22T01:34:53Z,1610000,False,168.0,202.0,1,right,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
164,PT00M19.20S,2026-01-22T01:34:50.7Z,1,REGULAR,rebound,defensive,[],1642907,,,1610612763,29,31,2026-01-22T01:34:50Z,1620000,False,,,0,,C. Coward REBOUND (Off:0 Def:2),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Right Center,,,163.0,2.0,2.0,0.0,,,,,,,,,,,,,,
165,PT00M14.00S,2026-01-22T01:34:55.8Z,1,REGULAR,3pt,Jump Shot,[],1628991,32.013797634691194,45.588235294117645,1610612763,32,31,2026-01-22T01:35:01Z,1630000,False,22.0,248.0,1,left,J. Jackson Jr. 24' 3PT  (12 PTS) (V. Williams Jr. 1 AST),"[1628991, 1631246]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,24.94,Made,,,,,12.0,,,,,,,V. Williams Jr.,1631246.0,1.0,,,,
167,PT00M00.90S,2026-01-22T01:35:16.3Z,1,REGULAR,3pt,Jump Shot,[],203468,64.73390275952694,73.0392156862745,1610612737,32,31,2026-01-22T01:35:22Z,1650000,False,115.0,279.0,1,right,MISS C. McCollum 30' pullup 3PT,[203468],1610612737.0,ATL,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,30.18,Missed,,,,,,,,,,,,,,,,,,
168,PT00M00.90S,2026-01-22T01:35:16.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,32,31,2026-01-22T01:35:22Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,167.0,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2026-01-22T01:35:21.5Z,1,REGULAR,period,end,[],0,,,1610612737,32,31,2026-01-22T01:35:21Z,1670000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
