actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
87,PT04M57.00S,2024-02-01T00:55:42.3Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,14,12,2024-02-01T00:55:45Z,870000,False,,,0,,J. Butler REBOUND (Off:1 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,,,,86.0,5.0,4.0,1.0,,,,,,,,,,,
88,PT04M45.00S,2024-02-01T00:55:54.8Z,1,REGULAR,3pt,Jump Shot,[],201567,31.882391590013142,26.715686274509803,1610612748,17,12,2024-02-01T00:55:59Z,880000,False,116.0,247.0,1,left,K. Love 27' 3PT  (3 PTS) (J. Butler 2 AST),"[201567, 202710]",1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,27.32,Made,3.0,,,,,,,J. Butler,202710.0,2.0,,,,,,,,
90,PT04M32.00S,2024-02-01T00:56:08.0Z,1,REGULAR,3pt,Jump Shot,[],1631099,94.69448094612353,3.431372549019608,1610612758,17,15,2024-02-01T00:56:12Z,900000,False,-233.0,-3.0,1,right,K. Murray 3PT  (8 PTS) (D. Sabonis 3 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,23.28,Made,8.0,,,,,,,D. Sabonis,1627734.0,3.0,,,,,,,,
92,PT04M13.00S,2024-02-01T00:56:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,12.302890932982917,41.911764705882355,1610612748,17,15,2024-02-01T00:56:30Z,920000,False,40.0,63.0,1,left,MISS J. Jaquez Jr. 7' cutting Layup,[1631170],1610612748.0,MIA,cutting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.49,Missed,,,,,,,,,,,,,,,,,,
93,PT04M11.00S,2024-02-01T00:56:28.9Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,17,15,2024-02-01T00:56:30Z,930000,False,,,0,,D. Fox REBOUND (Off:0 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,92.0,3.0,3.0,0.0,,,,,,,,,,,
94,PT04M08.00S,2024-02-01T00:56:32.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,75.1149802890933,7.8431372549019605,1610612758,17,18,2024-02-01T00:56:37Z,940000,False,-211.0,181.0,1,right,K. Huerter 27' 3PT running pullup (7 PTS) (D. Fox 1 AST),"[1628989, 1628368]",1610612758.0,SAC,running pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,27.81,Made,7.0,,,,,,,D. Fox,1628368.0,1.0,,,,,,,,
96,PT03M42.00S,2024-02-01T00:56:57.7Z,1,REGULAR,turnover,lost ball,[],202710,,,1610612748,17,18,2024-02-01T00:57:02Z,960000,False,,,0,,J. Butler lost ball TURNOVER (1 TO),"[202710, 1628368]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,1.0,,,,,,,,,,,,Fox,1628368.0,,
97,PT03M42.00S,2024-02-01T00:56:57.7Z,1,REGULAR,steal,,[],1628368,,,1610612758,17,18,2024-02-01T00:56:59Z,970000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
98,PT03M32.00S,2024-02-01T00:57:08.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627734,91.67214191852825,56.372549019607845,1610612758,17,18,2024-02-01T00:57:18Z,980000,False,32.0,26.0,1,right,MISS D. Sabonis driving reverse Layup,[1627734],1610612758.0,SAC,driving reverse,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,4.1,Missed,,,,,,,,,,,,,,,,,,
99,PT03M29.00S,2024-02-01T00:57:11.7Z,1,REGULAR,rebound,defensive,[],1629312,,,1610612748,17,18,2024-02-01T00:57:14Z,990000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:1),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,,,98.0,2.0,1.0,1.0,,,,,,,,,,,
100,PT03M22.00S,2024-02-01T00:57:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,11.645860709592641,40.68627450980392,1610612748,19,18,2024-02-01T01:06:26Z,1000000,False,47.0,57.0,1,left,J. Butler 7' driving Layup (7 PTS) (K. Love 2 AST),"[202710, 201567]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,7.36,Made,7.0,,,,,,,K. Love,201567.0,2.0,,,,,,,,
102,PT03M22.00S,2024-02-01T00:57:24.1Z,1,REGULAR,foul,personal,['1freethrow'],1628368,,,1610612748,19,18,2024-02-01T00:57:59Z,1020000,False,,,0,,D. Fox shooting personal FOUL (1 PF) (Butler 1 FT),"[1628368, 202710]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,2530.0,,,,,,,,,1.0,0.0,Butler,202710.0,,,,
104,PT03M22.00S,2024-02-01T00:57:36.0Z,1,REGULAR,substitution,out,[],1626179,,,1610612748,19,18,2024-02-01T00:57:59Z,1040000,False,,,0,,SUB out: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M22.00S,2024-02-01T00:57:36.0Z,1,REGULAR,substitution,out,[],1629312,,,1610612748,19,18,2024-02-01T00:57:59Z,1050000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M22.00S,2024-02-01T00:57:36.0Z,1,REGULAR,substitution,out,[],1628368,,,1610612748,19,18,2024-02-01T00:57:59Z,1060000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M22.00S,2024-02-01T00:57:36.0Z,1,REGULAR,substitution,out,[],1628989,,,1610612748,19,18,2024-02-01T00:57:59Z,1070000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M22.00S,2024-02-01T00:57:36.0Z,1,REGULAR,substitution,out,[],203084,,,1610612748,19,18,2024-02-01T00:57:59Z,1080000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M22.00S,2024-02-01T00:57:36.0Z,1,REGULAR,substitution,in,[],1626196,,,1610612748,19,18,2024-02-01T00:57:59Z,1090000,False,,,0,,SUB in: J. Richardson,[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M22.00S,2024-02-01T00:57:36.0Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,19,18,2024-02-01T00:57:59Z,1100000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M22.00S,2024-02-01T00:57:36.0Z,1,REGULAR,substitution,in,[],1628370,,,1610612748,19,18,2024-02-01T00:57:59Z,1110000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M22.00S,2024-02-01T00:57:36.0Z,1,REGULAR,substitution,in,[],1626168,,,1610612748,19,18,2024-02-01T00:57:59Z,1120000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M22.00S,2024-02-01T00:57:36.0Z,1,REGULAR,substitution,in,[],1630558,,,1610612748,19,18,2024-02-01T00:57:59Z,1130000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M22.00S,2024-02-01T00:58:03.3Z,1,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,20,18,2024-02-01T00:58:03Z,1140000,False,,,0,,J. Butler Free Throw 1 of 1 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
115,PT02M58.00S,2024-02-01T00:58:29.2Z,1,REGULAR,3pt,Jump Shot,[],1626168,73.01248357424441,81.86274509803921,1610612758,20,18,2024-02-01T00:58:34Z,1150000,False,159.0,201.0,1,right,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
116,PT02M55.00S,2024-02-01T00:58:32.2Z,1,REGULAR,rebound,defensive,[],1631170,,,1610612748,20,18,2024-02-01T00:58:34Z,1160000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,
117,PT02M45.00S,2024-02-01T00:58:44.1Z,1,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612748,20,18,2024-02-01T00:58:51Z,1170000,False,,,0,,K. Murray shooting personal FOUL (2 PF) (Butler 2 FT),"[1631099, 202710]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,203592.0,,,,,,,,,2.0,0.0,Butler,202710.0,,,,
119,PT02M45.00S,2024-02-01T00:58:55.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,20,18,2024-02-01T00:58:55Z,1190000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M45.00S,2024-02-01T01:00:59.6Z,1,REGULAR,substitution,out,[],1631099,,,1610612748,20,18,2024-02-01T01:01:42Z,1200000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M45.00S,2024-02-01T01:00:59.6Z,1,REGULAR,substitution,in,[],1628989,,,1610612748,20,18,2024-02-01T01:01:42Z,1210000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M45.00S,2024-02-01T01:02:01.6Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,20,18,2024-02-01T01:02:01Z,1220000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
123,PT02M45.00S,2024-02-01T01:02:01.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,20,18,2024-02-01T01:02:01Z,1230000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,,,
124,PT02M45.00S,2024-02-01T01:02:18.5Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,21,18,2024-02-01T01:02:18Z,1240000,False,,,0,,J. Butler Free Throw 2 of 2 (9 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
125,PT02M34.00S,2024-02-01T01:02:32.8Z,1,REGULAR,turnover,lost ball,[],1628370,,,1610612758,21,18,2024-02-01T01:02:42Z,1250000,False,,,0,,M. Monk lost ball TURNOVER (1 TO),"[1628370, 202710]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,8-16 Right,,,,,1.0,,,,,,,,,,,,Butler,202710.0,,
126,PT02M34.00S,2024-02-01T01:02:32.8Z,1,REGULAR,steal,,[],202710,,,1610612748,21,18,2024-02-01T01:02:59Z,1260000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
127,PT02M28.00S,2024-02-01T01:02:38.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631170,12.434296977660972,41.911764705882355,1610612748,23,18,2024-02-01T01:08:53Z,1270000,False,40.0,64.0,1,left,J. Jaquez Jr. 7' running Layup (4 PTS) (J. Richardson 1 AST),"[1631170, 1626196]",1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.6,Made,4.0,,,,,,,J. Richardson,1626196.0,1.0,,,,,,,,
129,PT02M13.00S,2024-02-01T01:02:55.6Z,1,REGULAR,turnover,traveling,[],1630558,,,1610612758,23,18,2024-02-01T01:03:10Z,1290000,False,,,0,,D. Mitchell traveling TURNOVER (1 TO),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,203592.0,1.0,,,,,,,,,,,,,,,
130,PT02M00.00S,2024-02-01T01:03:21.2Z,1,REGULAR,turnover,bad pass,[],1631170,,,1610612748,23,18,2024-02-01T01:03:25Z,1300000,False,,,0,,J. Jaquez Jr. bad pass TURNOVER (1 TO),"[1631170, 1626168]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,16-24 Left Center,,,,,1.0,,,,,,,,,,,,Lyles,1626168.0,,
131,PT02M00.00S,2024-02-01T01:03:21.2Z,1,REGULAR,steal,,[],1626168,,,1610612758,23,18,2024-02-01T01:03:23Z,1310000,False,,,0,,T. Lyles STEAL (1 STL),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
132,PT01M55.00S,2024-02-01T01:03:28.1Z,1,REGULAR,turnover,out-of-bounds,[],1628370,,,1610612758,23,18,2024-02-01T01:03:35Z,1320000,False,,,0,,M. Monk bad pass out-of-bounds TURNOVER (2 TO),[1628370],1610612758.0,SAC,bad pass,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,2530.0,2.0,,,,,,,,,,,,,,,
133,PT01M55.00S,2024-02-01T01:03:32.6Z,1,REGULAR,substitution,out,[],202710,,,1610612748,23,18,2024-02-01T01:03:49Z,1330000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M55.00S,2024-02-01T01:03:32.6Z,1,REGULAR,substitution,out,[],1627734,,,1610612748,23,18,2024-02-01T01:03:49Z,1340000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M55.00S,2024-02-01T01:03:32.6Z,1,REGULAR,substitution,out,[],1630558,,,1610612748,23,18,2024-02-01T01:03:49Z,1350000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M55.00S,2024-02-01T01:03:32.6Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,23,18,2024-02-01T01:03:49Z,1360000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M55.00S,2024-02-01T01:03:32.6Z,1,REGULAR,substitution,in,[],1628368,,,1610612748,23,18,2024-02-01T01:03:49Z,1370000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M55.00S,2024-02-01T01:03:32.6Z,1,REGULAR,substitution,in,[],203084,,,1610612748,23,18,2024-02-01T01:03:49Z,1380000,False,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M43.00S,2024-02-01T01:04:04.9Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,23,18,2024-02-01T01:04:08Z,1390000,False,,,0,,T. Herro bad pass TURNOVER (2 TO),"[1629639, 1628368]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,2.0,,,,,,,,,,,,Fox,1628368.0,,
140,PT01M43.00S,2024-02-01T01:04:04.9Z,1,REGULAR,steal,,[],1628368,,,1610612758,23,18,2024-02-01T01:04:06Z,1400000,False,,,0,,D. Fox STEAL (2 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
141,PT01M34.00S,2024-02-01T01:04:13.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203084,92.46057818659659,3.1862745098039214,1610612758,23,18,2024-02-01T01:04:18Z,1410000,False,-234.0,18.0,1,right,MISS H. Barnes 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,23.48,Missed,,,,,,,,,,,,,,,,,,
142,PT01M30.00S,2024-02-01T01:04:17.2Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,23,18,2024-02-01T01:04:18Z,1420000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Left Corner 3,24+ Left,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,,
143,PT01M24.00S,2024-02-01T01:04:23.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,13.87976346911958,53.18627450980392,1610612748,23,18,2024-02-01T01:12:01Z,1430000,False,-16.0,78.0,1,left,MISS K. Love 7' driving bank Shot,[201567],1610612748.0,MIA,driving bank,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,7.96,Missed,,,,,,,,,,,,,,,,,,
144,PT01M23.00S,2024-02-01T01:04:24.5Z,1,REGULAR,rebound,offensive,[],201567,,,1610612748,23,18,2024-02-01T01:05:12Z,1440000,False,,,0,,K. Love REBOUND (Off:1 Def:0),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,143.0,1.0,0.0,1.0,,,,,,,,,,,
145,PT01M23.00S,2024-02-01T01:04:28.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626168,,,1610612748,23,18,2024-02-01T01:04:36Z,1450000,False,,,0,,T. Lyles shooting personal FOUL (1 PF) (Love 2 FT),"[1626168, 201567]",1610612758.0,SAC,shooting,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,,,,2530.0,,,,,,,,,1.0,0.0,Love,201567.0,,,,
147,PT01M23.00S,2024-02-01T01:04:58.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201567,,,1610612748,24,18,2024-02-01T01:04:58Z,1470000,False,,,0,,K. Love Free Throw 1 of 2 (4 PTS),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
148,PT01M23.00S,2024-02-01T01:05:14.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201567,,,1610612748,25,18,2024-02-01T01:05:14Z,1480000,False,,,0,,K. Love Free Throw 2 of 2 (5 PTS),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
149,PT01M03.00S,2024-02-01T01:05:35.3Z,1,REGULAR,3pt,Jump Shot,[],1626168,66.96780551905388,45.588235294117645,1610612758,25,18,2024-02-01T01:05:43Z,1490000,False,-22.0,258.0,1,right,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Center,25.89,Missed,,,,,,,,,,,,,,,,,,
150,PT01M01.00S,2024-02-01T01:05:37.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,25,18,2024-02-01T01:05:43Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,149.0,,,,,,,,,,,,,,
152,PT00M48.60S,2024-02-01T01:06:05.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628989,89.04402102496715,47.30392156862745,1610612758,25,20,2024-02-01T01:06:08Z,1520000,False,-13.0,50.0,1,right,K. Huerter Layup (9 PTS) (T. Lyles 1 AST),"[1628989, 1626168]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,5.23,Made,9.0,,,,,,,T. Lyles,1626168.0,1.0,,,,,,,,
154,PT00M35.30S,2024-02-01T01:06:20.1Z,1,REGULAR,3pt,Jump Shot,[],1626196,28.728646517739815,78.18627450980392,1610612748,25,20,2024-02-01T01:06:23Z,1540000,False,-141.0,218.0,1,left,MISS J. Richardson 25' pullup 3PT,[1626196],1610612748.0,MIA,pullup,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,25.92,Missed,,,,,,,,,,,,,,,,,,
155,PT00M32.50S,2024-02-01T01:06:22.9Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,25,20,2024-02-01T01:06:23Z,1550000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,
156,PT00M29.00S,2024-02-01T01:06:26.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,72.09264126149803,79.65686274509804,1610612758,25,20,2024-02-01T01:06:32Z,1560000,False,148.0,210.0,1,right,MISS K. Huerter 25' running pullup 3PT,[1628989],1610612758.0,SAC,running pullup,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
157,PT00M24.70S,2024-02-01T01:06:30.6Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,25,20,2024-02-01T01:06:32Z,1570000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,
158,PT00M20.40S,2024-02-01T01:06:36.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626196,9.149145860709593,94.85294117647058,1610612748,28,20,2024-02-01T01:06:42Z,1580000,False,-224.0,34.0,1,left,J. Richardson 3PT running (3 PTS) (C. Martin 1 AST),"[1626196, 1628997]",1610612748.0,MIA,running,,,Richardson,J. Richardson,,,,,Left Corner 3,24+ Left,22.68,Made,3.0,,,,,,,C. Martin,1628997.0,1.0,,,,,,,,
160,PT00M00.20S,2024-02-01T01:06:58.3Z,1,REGULAR,2pt,Jump Shot,[],1628370,92.72339027595268,75.0,1610612758,28,22,2024-02-01T01:07:03Z,1600000,False,125.0,16.0,1,right,M. Monk 12' fadeaway Jump Shot (2 PTS),[1628370],1610612758.0,SAC,fadeaway,,,Monk,M. Monk,,,,,Mid-Range,8-16 Right,12.6,Made,2.0,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2024-02-01T01:07:08.5Z,1,REGULAR,period,end,[],0,,,1610612748,28,22,2024-02-01T01:07:08Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-02-01T01:09:07.2Z,2,REGULAR,substitution,out,['startperiod'],201567,,,1610612748,28,22,2024-02-01T01:09:51Z,1630000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-02-01T01:09:07.2Z,2,REGULAR,substitution,out,['startperiod'],1628989,,,1610612748,28,22,2024-02-01T01:09:51Z,1640000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-02-01T01:09:07.2Z,2,REGULAR,substitution,in,['startperiod'],1628389,,,1610612748,28,22,2024-02-01T01:09:51Z,1650000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-02-01T01:09:07.2Z,2,REGULAR,substitution,in,['startperiod'],201580,,,1610612748,28,22,2024-02-01T01:09:51Z,1660000,False,,,0,,SUB in: J. McGee,[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-02-01T01:10:05.3Z,2,REGULAR,period,start,[],0,,,1610612758,28,22,2024-02-01T01:10:05Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M42.00S,2024-02-01T01:10:21.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,86.5473061760841,51.225490196078425,1610612758,28,22,2024-02-01T01:10:30Z,1680000,False,6.0,74.0,1,right,MISS D. Fox 7' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,7.43,Missed,,,,,,,,,,,,,,,,,,
169,PT11M35.00S,2024-02-01T01:10:28.9Z,2,REGULAR,rebound,offensive,[],201580,,,1610612758,28,22,2024-02-01T01:10:30Z,1690000,False,,,0,,J. McGee REBOUND (Off:1 Def:0),[201580],1610612758.0,SAC,,,,McGee,J. McGee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,168.0,1.0,0.0,1.0,,,,,,,,,,,
170,PT11M35.00S,2024-02-01T01:10:28.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,94.40999984741211,50.0,1610612758,28,24,2024-02-01T01:10:28Z,1700000,False,0.0,0.0,1,right,J. McGee tip Layup (2 PTS),[201580],1610612758.0,SAC,tip,,,McGee,J. McGee,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
171,PT11M26.00S,2024-02-01T01:10:38.1Z,2,REGULAR,2pt,Jump Shot,[],1628389,20.97568988173456,50.245098039215684,1610612748,28,24,2024-02-01T01:15:30Z,1710000,False,-1.0,145.0,1,left,MISS B. Adebayo 14' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Center,14.47,Missed,,,,,,,,,,,,,,,,,,
