actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
339,PT10M27.00S,2024-02-01T01:52:40.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,85.23324572930355,54.65686274509803,1610612748,61,60,2024-02-01T01:56:15Z,3400000,False,23.0,86.0,1,right,T. Herro 8' floating Jump Shot (9 PTS) (B. Adebayo 3 AST),"[1629639, 1628389]",1610612748.0,MIA,floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,8.94,Made,9.0,,,,,,,B. Adebayo,1628389.0,3.0,,,,,,,,
340,PT10M14.00S,2024-02-01T01:52:54.9Z,3,REGULAR,2pt,Jump Shot,[],1631099,22.026938239159,22.30392156862745,1610612758,61,62,2024-02-01T01:57:14Z,3410000,False,138.0,155.0,1,left,K. Murray 20' pullup Jump Shot (23 PTS) (D. Sabonis 8 AST),"[1631099, 1627734]",1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right Center,20.76,Made,23.0,,,,,,,D. Sabonis,1627734.0,8.0,,,,,,,,
342,PT09M54.00S,2024-02-01T01:53:14.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,89.04402102496715,41.911764705882355,1610612748,63,62,2024-02-01T01:53:24Z,3430000,False,-40.0,50.0,1,right,B. Adebayo 6' Hook (10 PTS) (H. Highsmith 1 AST),"[1628389, 1629312]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,6.47,Made,10.0,,,,,,,H. Highsmith,1629312.0,1.0,,,,,,,,
344,PT09M42.00S,2024-02-01T01:53:26.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,14.536793692509855,56.86274509803921,1610612758,63,62,2024-02-01T01:53:51Z,3450000,False,-34.0,84.0,1,left,MISS K. Murray 9' driving floating Shot,[1631099],1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,9.08,Missed,,,,,,,,,,,,,,,,,,
345,PT09M39.00S,2024-02-01T01:53:29.6Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,63,62,2024-02-01T01:53:29Z,3460000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,344.0,8.0,7.0,1.0,,,,,,,,,,,
346,PT09M36.00S,2024-02-01T01:53:31.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627734,10.988830486202366,51.71568627450981,1610612758,63,62,2024-02-01T01:54:06Z,3470000,False,-9.0,51.0,1,left,MISS D. Sabonis DUNK,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,,,,,
347,PT09M34.00S,2024-02-01T01:53:33.9Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,63,62,2024-02-01T01:53:35Z,3480000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,346.0,9.0,7.0,2.0,,,,,,,,,,,
348,PT09M34.00S,2024-02-01T01:53:34.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,10.726018396846255,53.18627450980392,1610612758,63,64,2024-02-01T01:53:39Z,3490000,False,-16.0,48.0,1,left,D. Sabonis putback Layup (11 PTS),[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,5.08,Made,11.0,,,,,,,,,,,,,,,,,
349,PT09M21.00S,2024-02-01T01:53:50.4Z,3,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612748,63,64,2024-02-01T01:53:58Z,3500000,False,,,0,,K. Murray shooting personal FOUL (3 PF) (Butler 2 FT),"[1631099, 202710]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,203592.0,,,,,,,,,3.0,0.0,Butler,202710.0,,,,
352,PT09M21.00S,2024-02-01T01:54:18.2Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,64,64,2024-02-01T01:54:18Z,3520000,False,,,0,,J. Butler Free Throw 1 of 2 (12 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
353,PT09M21.00S,2024-02-01T01:54:33.6Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,65,64,2024-02-01T01:54:33Z,3530000,False,,,0,,J. Butler Free Throw 2 of 2 (13 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
354,PT09M07.00S,2024-02-01T01:54:48.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203084,11.12023653088042,56.86274509803921,1610612758,65,64,2024-02-01T01:54:52Z,3540000,False,-34.0,52.0,1,left,MISS H. Barnes 6' Layup - blocked,"[203084, 1626179]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.23,Missed,,,,,,,,,,,,,,,,,Rozier,1626179.0
355,PT09M07.00S,2024-02-01T01:54:48.5Z,3,REGULAR,block,,[],1626179,,,1610612758,65,64,2024-02-01T01:54:51Z,3550000,False,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
356,PT09M03.00S,2024-02-01T01:54:52.5Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,65,64,2024-02-01T01:54:52Z,3560000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:7),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,354.0,10.0,7.0,3.0,,,,,,,,,,,
357,PT09M03.00S,2024-02-01T01:54:53.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203084,9.806176084099869,40.931372549019606,1610612758,65,66,2024-02-01T01:55:03Z,3570000,False,45.0,40.0,1,left,H. Barnes 6' Layup (4 PTS) (D. Sabonis 9 AST),"[203084, 1627734]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.02,Made,4.0,,,,,,,D. Sabonis,1627734.0,9.0,,,,,,,,
359,PT08M51.00S,2024-02-01T01:55:06.5Z,3,REGULAR,turnover,out-of-bounds,[],1626179,,,1610612748,65,66,2024-02-01T01:55:13Z,3590000,False,,,0,,T. Rozier lost ball out-of-bounds TURNOVER (1 TO),[1626179],1610612748.0,MIA,lost ball,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,,,,2530.0,1.0,,,,,,,,,,,,,,,
360,PT08M35.00S,2024-02-01T01:55:26.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631099,32.14520367936925,28.921568627450984,1610612758,65,66,2024-02-01T02:00:36Z,3600000,False,105.0,250.0,1,left,MISS K. Murray 27' turnaround 3PT,[1631099],1610612758.0,SAC,turnaround,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,27.1,Missed,,,,,,,,,,,,,,,,,,
361,PT08M31.00S,2024-02-01T01:55:30.1Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,65,66,2024-02-01T01:55:31Z,3610000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,360.0,3.0,3.0,0.0,,,,,,,,,,,
362,PT08M20.00S,2024-02-01T01:55:40.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,91.27792378449409,43.13725490196079,1610612748,67,66,2024-02-01T01:55:45Z,3620000,False,-34.0,29.0,1,right,B. Adebayo alley-oop DUNK (12 PTS) (T. Herro 4 AST),"[1628389, 1629639]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,4.52,Made,12.0,,,,,,,T. Herro,1629639.0,4.0,,,,,,,,
364,PT08M14.00S,2024-02-01T01:55:49.6Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612758,67,66,2024-02-01T01:56:02Z,3640000,False,,,0,,B. Adebayo shooting personal FOUL (3 PF) (Barnes 2 FT),"[1628389, 203084]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,203592.0,,,,,,,,,3.0,0.0,Barnes,203084.0,,,,
366,PT08M14.00S,2024-02-01T01:56:14.9Z,3,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,67,66,2024-02-01T01:56:14Z,3660000,False,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
367,PT08M14.00S,2024-02-01T01:56:14.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,67,66,2024-02-01T01:56:14Z,3670000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,366.0,,,,,,,,,,,,,,
368,PT08M14.00S,2024-02-01T01:56:28.3Z,3,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,67,67,2024-02-01T01:56:28Z,3680000,False,,,0,,H. Barnes Free Throw 2 of 2 (5 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
369,PT08M06.00S,2024-02-01T01:56:36.3Z,3,REGULAR,2pt,Jump Shot,[],202710,96.66557161629436,74.75490196078431,1610612748,67,67,2024-02-01T01:56:40Z,3690000,False,124.0,-21.0,1,right,MISS J. Butler 12' turnaround fadeaway Shot,[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,12.56,Missed,,,,,,,,,,,,,,,,,,
370,PT08M04.00S,2024-02-01T01:56:38.3Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,67,67,2024-02-01T01:56:40Z,3700000,False,,,0,,D. Sabonis REBOUND (Off:3 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Right,,,,,,369.0,11.0,8.0,3.0,,,,,,,,,,,
371,PT07M49.00S,2024-02-01T01:56:53.0Z,3,REGULAR,3pt,Jump Shot,[],1627734,36.08738501971091,46.568627450980394,1610612758,67,70,2024-02-01T01:56:58Z,3710000,False,17.0,287.0,1,left,D. Sabonis 28' 3PT  (14 PTS) (H. Barnes 1 AST),"[1627734, 203084]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,28.72,Made,14.0,,,,,,,H. Barnes,203084.0,1.0,,,,,,,,
373,PT07M38.00S,2024-02-01T01:57:04.6Z,3,REGULAR,3pt,Jump Shot,[],1629639,65.91655716162943,41.911764705882355,1610612748,70,70,2024-02-01T01:57:29Z,3730000,False,-40.0,268.0,1,right,T. Herro 27' 3PT  (12 PTS) (B. Adebayo 4 AST),"[1629639, 1628389]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,27.09,Made,12.0,,,,,,,B. Adebayo,1628389.0,4.0,,,,,,,,
375,PT07M28.00S,2024-02-01T01:57:14.6Z,3,REGULAR,3pt,Jump Shot,[],1628368,32.40801576872536,37.745098039215684,1610612758,70,70,2024-02-01T01:57:24Z,3750000,False,61.0,252.0,1,left,MISS D. Fox 25' pullup 3PT,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,25.94,Missed,,,,,,,,,,,,,,,,,,
376,PT07M28.00S,2024-02-01T01:57:14.6Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,70,70,2024-02-01T01:57:24Z,3760000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,,,,375.0,4.0,4.0,0.0,,,,,,,,,,,
377,PT07M09.00S,2024-02-01T01:57:32.9Z,3,REGULAR,3pt,Jump Shot,[],202710,81.68528252299606,92.40196078431373,1610612748,73,70,2024-02-01T01:57:36Z,3770000,False,212.0,120.0,1,right,J. Butler 24' 3PT  (16 PTS) (T. Herro 5 AST),"[202710, 1629639]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,24.35,Made,16.0,,,,,,,T. Herro,1629639.0,5.0,,,,,,,,
379,PT07M00.00S,2024-02-01T01:57:44.8Z,3,REGULAR,foul,personal,['2freethrow'],202710,,,1610612758,73,70,2024-02-01T01:57:52Z,3790000,False,,,0,,J. Butler shooting personal FOUL (2 PF) (Murray 2 FT),"[202710, 1631099]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,2530.0,,,,,,,,,2.0,0.0,Murray,1631099.0,,,,
381,PT07M00.00S,2024-02-01T01:58:09.7Z,3,REGULAR,freethrow,1 of 2,[],1631099,,,1610612758,73,71,2024-02-01T01:58:09Z,3810000,False,,,0,,K. Murray Free Throw 1 of 2 (24 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
382,PT07M00.00S,2024-02-01T01:58:26.3Z,3,REGULAR,freethrow,2 of 2,[],1631099,,,1610612758,73,72,2024-02-01T01:58:26Z,3820000,False,,,0,,K. Murray Free Throw 2 of 2 (25 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
383,PT06M48.00S,2024-02-01T01:58:39.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,86.41590013140605,48.529411764705884,1610612748,75,72,2024-02-01T01:58:47Z,3830000,False,-7.0,75.0,1,right,J. Butler 7' driving floating Jump Shot (18 PTS) (T. Rozier 5 AST),"[202710, 1626179]",1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,7.56,Made,18.0,,,,,,,T. Rozier,1626179.0,5.0,,,,,,,,
402,PT06M26.00S,2024-02-01T01:58:49.8Z,3,REGULAR,turnover,lost ball,[],203084,,,1610612758,75,72,2024-02-01T02:01:56Z,3845000,False,,,0,,H. Barnes lost ball TURNOVER (1 TO),"[203084, 1626179]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,1.0,,,,,,,,,,,,Rozier,1626179.0,,
403,PT06M26.00S,2024-02-01T01:58:49.8Z,3,REGULAR,steal,,[],1626179,,,1610612748,75,72,2024-02-01T02:01:29Z,3847500,False,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
388,PT06M20.00S,2024-02-01T01:59:07.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak', 'fromturnover']",202710,92.06636005256242,42.8921568627451,1610612748,77,72,2024-02-01T02:01:35Z,3880000,False,-36.0,22.0,1,right,J. Butler running DUNK (20 PTS) (T. Rozier 6 AST),"[202710, 1626179]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,4.18,Made,20.0,,,,,,,T. Rozier,1626179.0,6.0,,,,,,,,
390,PT06M07.00S,2024-02-01T01:59:20.0Z,3,REGULAR,3pt,Jump Shot,[],1628989,31.35676741130092,26.715686274509803,1610612758,77,75,2024-02-01T01:59:26Z,3900000,False,116.0,242.0,1,left,K. Huerter 26' 3PT  (14 PTS) (D. Fox 3 AST),"[1628989, 1628368]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,26.88,Made,14.0,,,,,,,D. Fox,1628368.0,3.0,,,,,,,,
392,PT05M53.00S,2024-02-01T01:59:35.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,90.88370565045992,55.392156862745104,1610612748,79,75,2024-02-01T01:59:45Z,3920000,False,27.0,33.0,1,right,J. Butler cutting Layup (22 PTS) (T. Herro 6 AST),"[202710, 1629639]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,4.28,Made,22.0,,,,,,,T. Herro,1629639.0,6.0,,,,,,,,
394,PT05M38.00S,2024-02-01T01:59:48.8Z,3,REGULAR,2pt,Jump Shot,[],1628368,22.552562417871222,53.67647058823529,1610612758,79,75,2024-02-01T02:05:26Z,3940000,False,-18.0,159.0,1,left,MISS D. Fox 16' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,Mid-Range,16-24 Center,16.06,Missed,,,,,,,,,,,,,,,,,,
395,PT05M35.00S,2024-02-01T01:59:52.0Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612748,79,75,2024-02-01T01:59:52Z,3950000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Center,,,,,,394.0,2.0,2.0,0.0,,,,,,,,,,,
396,PT05M25.00S,2024-02-01T02:00:02.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,89.30683311432325,43.627450980392155,1610612748,79,75,2024-02-01T02:06:46Z,3960000,False,-32.0,48.0,1,right,MISS B. Adebayo cutting Layup,[1628389],1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.76,Missed,,,,,,,,,,,,,,,,,,
397,PT05M22.00S,2024-02-01T02:00:04.8Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,79,75,2024-02-01T02:00:04Z,3970000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,396.0,5.0,4.0,1.0,,,,,,,,,,,
398,PT05M22.00S,2024-02-01T02:00:05.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,90.75229960578186,42.8921568627451,1610612748,79,75,2024-02-01T02:00:09Z,3980000,False,-36.0,34.0,1,right,MISS B. Adebayo Layup,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,4.94,Missed,,,,,,,,,,,,,,,,,,
399,PT05M22.00S,2024-02-01T02:00:05.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612758,79,75,2024-02-01T02:00:09Z,3990000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,398.0,,,,,,,,,,,,,,
401,PT05M22.00S,2024-02-01T02:00:13.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,79,75,2024-02-01T02:00:13Z,4010000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M22.00S,2024-02-01T02:02:24.4Z,3,REGULAR,substitution,out,[],1629639,,,1610612758,79,75,2024-02-01T02:03:08Z,4020000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M22.00S,2024-02-01T02:02:24.4Z,3,REGULAR,substitution,out,[],1628389,,,1610612758,79,75,2024-02-01T02:03:08Z,4030000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M22.00S,2024-02-01T02:02:24.4Z,3,REGULAR,substitution,out,[],1628368,,,1610612758,79,75,2024-02-01T02:03:08Z,4040000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M22.00S,2024-02-01T02:02:24.4Z,3,REGULAR,substitution,in,[],1631170,,,1610612758,79,75,2024-02-01T02:03:08Z,4050000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M22.00S,2024-02-01T02:02:24.4Z,3,REGULAR,substitution,in,[],201567,,,1610612758,79,75,2024-02-01T02:03:08Z,4060000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M22.00S,2024-02-01T02:02:24.4Z,3,REGULAR,substitution,in,[],1630558,,,1610612758,79,75,2024-02-01T02:03:08Z,4070000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M58.00S,2024-02-01T02:03:34.1Z,3,REGULAR,3pt,Jump Shot,[],203084,33.196452036793694,33.57843137254902,1610612758,79,75,2024-02-01T02:03:38Z,4080000,False,82.0,260.0,1,left,MISS H. Barnes 27' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,27.22,Missed,,,,,,,,,,,,,,,,,,
411,PT04M54.00S,2024-02-01T02:03:38.1Z,3,REGULAR,rebound,defensive,[],1631170,,,1610612748,79,75,2024-02-01T02:03:38Z,4090000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:3),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,,,,,,410.0,3.0,3.0,0.0,,,,,,,,,,,
412,PT04M47.00S,2024-02-01T02:03:46.5Z,3,REGULAR,foul,personal,['2freethrow'],203084,,,1610612748,79,75,2024-02-01T02:03:53Z,4100000,False,,,0,,H. Barnes shooting personal FOUL (1 PF) (Butler 2 FT),"[203084, 202710]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,203592.0,,,,,,,,,1.0,0.0,Butler,202710.0,,,,
414,PT04M47.00S,2024-02-01T02:04:13.2Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,79,75,2024-02-01T02:04:13Z,4120000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
415,PT04M47.00S,2024-02-01T02:04:13.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,79,75,2024-02-01T02:04:13Z,4130000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,414.0,,,,,,,,,,,,,,
416,PT04M47.00S,2024-02-01T02:04:33.2Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,80,75,2024-02-01T02:04:33Z,4140000,False,,,0,,J. Butler Free Throw 2 of 2 (23 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
417,PT04M31.00S,2024-02-01T02:04:51.5Z,3,REGULAR,3pt,Jump Shot,[],203084,24.78646517739816,86.27450980392157,1610612758,80,75,2024-02-01T02:04:55Z,4150000,False,-181.0,180.0,1,left,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
418,PT04M28.00S,2024-02-01T02:04:54.5Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612748,80,75,2024-02-01T02:04:55Z,4160000,False,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,,417.0,3.0,3.0,0.0,,,,,,,,,,,
419,PT04M25.00S,2024-02-01T02:04:57.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629312,90.62089356110381,54.41176470588235,1610612748,82,75,2024-02-01T02:05:02Z,4170000,False,22.0,36.0,1,right,H. Highsmith running finger roll Layup (4 PTS) (T. Rozier 7 AST),"[1629312, 1626179]",1610612748.0,MIA,running finger roll,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,4.2,Made,4.0,,,,,,,T. Rozier,1626179.0,7.0,,,,,,,,
421,PT04M18.00S,2024-02-01T02:05:07.1Z,3,REGULAR,foul,personal,[],1629312,,,1610612758,82,75,2024-02-01T02:05:53Z,4190000,False,,,0,,H. Highsmith personal FOUL (1 PF),"[1629312, 1627734]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,,,,2530.0,,,,,,,,,1.0,0.0,Sabonis,1627734.0,,,,
423,PT04M18.00S,2024-02-01T02:05:13.5Z,3,REGULAR,substitution,out,[],203084,,,1610612758,82,75,2024-02-01T02:05:17Z,4210000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M18.00S,2024-02-01T02:05:13.5Z,3,REGULAR,substitution,in,[],1626168,,,1610612758,82,75,2024-02-01T02:05:17Z,4220000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M18.00S,2024-02-01T02:05:24.7Z,3,REGULAR,substitution,out,[],1629312,,,1610612758,82,75,2024-02-01T02:05:34Z,4230000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M18.00S,2024-02-01T02:05:24.7Z,3,REGULAR,substitution,out,[],1628989,,,1610612758,82,75,2024-02-01T02:05:34Z,4240000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M18.00S,2024-02-01T02:05:24.7Z,3,REGULAR,substitution,in,[],1628997,,,1610612758,82,75,2024-02-01T02:05:34Z,4250000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M18.00S,2024-02-01T02:05:24.7Z,3,REGULAR,substitution,in,[],1628370,,,1610612758,82,75,2024-02-01T02:05:34Z,4260000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
