actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
444,PT12M00.00S,2024-04-13T01:52:18.4Z,4,REGULAR,substitution,out,['startperiod'],1629639,,,1610612748,92,75,2024-04-13T01:52:42Z,4320000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT12M00.00S,2024-04-13T01:52:18.4Z,4,REGULAR,substitution,out,['startperiod'],1628997,,,1610612748,92,75,2024-04-13T01:52:42Z,4330000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT12M00.00S,2024-04-13T01:52:18.4Z,4,REGULAR,substitution,out,['startperiod'],1631241,,,1610612748,92,75,2024-04-13T01:52:42Z,4340000,False,,,0,,SUB out: J. Freeman-Liberty,[1631241],1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT12M00.00S,2024-04-13T01:52:18.4Z,4,REGULAR,substitution,in,['startperiod'],1626153,,,1610612748,92,75,2024-04-13T01:52:42Z,4350000,False,,,0,,SUB in: D. Wright,[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT12M00.00S,2024-04-13T01:52:18.4Z,4,REGULAR,substitution,in,['startperiod'],202710,,,1610612748,92,75,2024-04-13T01:52:42Z,4360000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT12M00.00S,2024-04-13T01:52:18.4Z,4,REGULAR,substitution,in,['startperiod'],1629628,,,1610612748,92,75,2024-04-13T01:52:42Z,4370000,False,,,0,,SUB in: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT12M00.00S,2024-04-13T01:52:55.7Z,4,REGULAR,period,start,[],0,,,1610612748,92,75,2024-04-13T01:52:55Z,4380000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT11M47.00S,2024-04-13T01:53:07.1Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201567,10.463206307490145,62.5,1610612748,94,75,2024-04-13T01:53:14Z,4390000,False,-62.0,46.0,1,left,K. Love 7' turnaround Hook (9 PTS) (J. Jaquez Jr. 6 AST),"[201567, 1631170]",1610612748.0,MIA,turnaround,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,7.75,Made,9.0,,,,,,,J. Jaquez Jr.,1631170.0,6.0,,,,,,,,
454,PT11M25.00S,2024-04-13T01:53:32.9Z,4,REGULAR,foul,personal,['2freethrow'],1631170,,,1610612761,94,75,2024-04-13T01:53:57Z,4410000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (3 PF) (Barrett 2 FT),"[1631170, 1629628]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Right,,,,1155.0,,,,,,,,,3.0,0.0,Barrett,1629628.0,,,,
456,PT11M25.00S,2024-04-13T01:54:00.2Z,4,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,94,76,2024-04-13T01:54:00Z,4430000,False,,,0,,R. Barrett Free Throw 1 of 2 (25 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
457,PT11M25.00S,2024-04-13T01:54:01.7Z,4,REGULAR,substitution,out,[],1642013,,,1610612761,94,76,2024-04-13T01:54:05Z,4440000,False,,,0,,SUB out: M. Williams,[1642013],1610612761.0,TOR,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT11M25.00S,2024-04-13T01:54:01.7Z,4,REGULAR,substitution,in,[],202066,,,1610612761,94,76,2024-04-13T01:54:05Z,4450000,False,,,0,,SUB in: G. Temple,[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT11M25.00S,2024-04-13T01:54:24.9Z,4,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,94,77,2024-04-13T01:54:24Z,4460000,False,,,0,,R. Barrett Free Throw 2 of 2 (26 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
460,PT11M09.00S,2024-04-13T01:54:41.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,7.835085413929041,59.55882352941176,1610612748,94,77,2024-04-13T01:55:32Z,4470000,False,-48.0,21.0,1,left,MISS J. Jaquez Jr. turnaround Shot,[1631170],1610612748.0,MIA,turnaround,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.22,Missed,,,,,,,,,,,,,,,,,,
461,PT11M06.00S,2024-04-13T01:54:44.3Z,4,REGULAR,rebound,offensive,[],201567,,,1610612748,94,77,2024-04-13T01:55:52Z,4480000,False,,,0,,K. Love REBOUND (Off:1 Def:4),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,460.0,5.0,4.0,1.0,,,,,,,,,,,
462,PT11M02.00S,2024-04-13T01:54:47.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201567,5.590000152587891,50.0,1610612748,94,77,2024-04-13T01:54:47Z,4490000,False,0.0,0.0,1,left,MISS K. Love tip Layup,[201567],1610612748.0,MIA,tip,,,Love,K. Love,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
463,PT11M02.00S,2024-04-13T01:54:48.5Z,4,REGULAR,rebound,defensive,[],1630534,,,1610612761,94,77,2024-04-13T01:54:48Z,4500000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Left,,,,,,462.0,1.0,1.0,0.0,,,,,,,,,,,
464,PT10M53.00S,2024-04-13T01:54:57.1Z,4,REGULAR,3pt,Jump Shot,[],1641711,94.1688567674113,1.715686274509804,1610612761,94,77,2024-04-13T01:55:03Z,4510000,False,-241.0,2.0,1,right,MISS G. Dick 24' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Left Corner 3,24+ Left,24.14,Missed,,,,,,,,,,,,,,,,,,
465,PT10M53.00S,2024-04-13T01:54:57.1Z,4,REGULAR,rebound,offensive,[],202066,,,1610612761,94,77,2024-04-13T01:55:03Z,4520000,False,,,0,,G. Temple REBOUND (Off:1 Def:0),[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,Left Corner 3,24+ Left,,,,,,464.0,1.0,0.0,1.0,,,,,,,,,,,
466,PT10M46.00S,2024-04-13T01:55:04.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629628,94.03745072273325,51.470588235294116,1610612761,94,79,2024-04-13T01:55:08Z,4530000,False,7.0,4.0,1,right,R. Barrett driving Layup (28 PTS) (B. Brown 4 AST),"[1629628, 1628971]",1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.82,Made,28.0,,,,,,,B. Brown,1628971.0,4.0,,,,,,,,
467,PT10M30.00S,2024-04-13T01:55:25.0Z,4,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612748,94,79,2024-04-13T01:55:48Z,4540000,False,,,0,,B. Brown shooting personal FOUL (3 PF) (Jaquez Jr. 2 FT),"[1628971, 1631170]",1610612761.0,TOR,shooting,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,1155.0,,,,,,,,,3.0,0.0,Jaquez Jr.,1631170.0,,,,
469,PT10M30.00S,2024-04-13T01:55:48.7Z,4,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,95,79,2024-04-13T01:55:48Z,4560000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (10 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
470,PT10M30.00S,2024-04-13T01:56:01.4Z,4,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,96,79,2024-04-13T01:56:01Z,4570000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (11 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
471,PT10M14.00S,2024-04-13T01:56:19.5Z,4,REGULAR,3pt,Jump Shot,[],202066,87.86136662286465,95.58823529411765,1610612761,96,79,2024-04-13T01:57:10Z,4580000,False,228.0,62.0,1,right,MISS G. Temple pullup 3PT,[202066],1610612761.0,TOR,pullup,,,Temple,G. Temple,,,,,Right Corner 3,24+ Right,23.61,Missed,,,,,,,,,,,,,,,,,,
472,PT10M10.00S,2024-04-13T01:56:23.5Z,4,REGULAR,rebound,defensive,[],1626153,,,1610612748,96,79,2024-04-13T01:56:24Z,4590000,False,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,Right Corner 3,24+ Right,,,,,,471.0,1.0,1.0,0.0,,,,,,,,,,,
473,PT10M00.00S,2024-04-13T01:56:33.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201567,6.1268068331143235,51.225490196078425,1610612748,98,79,2024-04-13T01:56:37Z,4600000,False,-6.0,5.0,1,left,K. Love turnaround Hook (11 PTS) (D. Wright 2 AST),"[201567, 1626153]",1610612748.0,MIA,turnaround,,,Love,K. Love,,,,,Restricted Area,0-8 Center,0.8,Made,11.0,,,,,,,D. Wright,1626153.0,2.0,,,,,,,,
476,PT09M41.00S,2024-04-13T01:56:52.2Z,4,REGULAR,3pt,Jump Shot,[],1629628,94.1688567674113,95.34313725490196,1610612761,98,82,2024-04-13T01:56:56Z,4620000,False,227.0,2.0,1,right,R. Barrett 3PT  (31 PTS) (O. Agbaji 2 AST),"[1629628, 1630534]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,22.67,Made,31.0,,,,,,,O. Agbaji,1630534.0,2.0,,,,,,,,
478,PT09M27.00S,2024-04-13T01:57:15.8Z,4,REGULAR,foul,personal,['2freethrow'],202066,,,1610612748,98,82,2024-04-13T01:57:22Z,4640000,False,,,0,,G. Temple shooting personal FOUL (1 PF) (Wright 2 FT),"[202066, 1626153]",1610612761.0,TOR,shooting,,,Temple,G. Temple,,,,,In The Paint (Non-RA),0-8 Center,,,,201639.0,,,,,,,,,1.0,0.0,Wright,1626153.0,,,,
480,PT09M27.00S,2024-04-13T01:57:36.7Z,4,REGULAR,freethrow,1 of 2,[],1626153,,,1610612748,99,82,2024-04-13T01:57:36Z,4660000,False,,,0,,D. Wright Free Throw 1 of 2 (1 PTS),[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
481,PT09M27.00S,2024-04-13T01:57:40.3Z,4,REGULAR,substitution,out,[],1641711,,,1610612748,99,82,2024-04-13T01:57:43Z,4670000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT09M27.00S,2024-04-13T01:57:40.3Z,4,REGULAR,substitution,in,[],1630193,,,1610612748,99,82,2024-04-13T01:57:43Z,4680000,False,,,0,,SUB in: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT09M27.00S,2024-04-13T01:57:56.6Z,4,REGULAR,freethrow,2 of 2,[],1626153,,,1610612748,100,82,2024-04-13T01:57:56Z,4690000,False,,,0,,D. Wright Free Throw 2 of 2 (2 PTS),[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
484,PT09M11.00S,2024-04-13T01:58:15.5Z,4,REGULAR,3pt,Jump Shot,[],1630193,94.82588699080158,96.32352941176471,1610612761,100,82,2024-04-13T01:58:19Z,4700000,False,232.0,-4.0,1,right,MISS I. Quickley 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
485,PT09M09.00S,2024-04-13T01:58:17.5Z,4,REGULAR,rebound,defensive,[],1631170,,,1610612748,100,82,2024-04-13T01:58:19Z,4710000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:3),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,,,,,,484.0,3.0,3.0,0.0,,,,,,,,,,,
486,PT09M03.00S,2024-04-13T01:58:24.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626153,27.54599211563732,15.686274509803921,1610612748,103,82,2024-04-13T01:58:44Z,4720000,False,172.0,206.0,1,left,D. Wright 26' 3PT running (5 PTS) (J. Jaquez Jr. 7 AST),"[1626153, 1631170]",1610612748.0,MIA,running,,,Wright,D. Wright,,,,,Above the Break 3,24+ Right Center,26.84,Made,5.0,,,,,,,J. Jaquez Jr.,1631170.0,7.0,,,,,,,,
488,PT08M50.00S,2024-04-13T01:58:36.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,93.64323258869908,49.01960784313725,1610612761,103,84,2024-04-13T01:58:41Z,4740000,False,-5.0,7.0,1,right,B. Brown floating Jump Shot (14 PTS),[1628971],1610612761.0,TOR,floating,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,0.88,Made,14.0,,,,,,,,,,,,,,,,,
489,PT08M34.00S,2024-04-13T01:58:52.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629312,6.783837056504599,50.49019607843137,1610612748,105,84,2024-04-13T01:58:56Z,4750000,False,-2.0,11.0,1,left,H. Highsmith turnaround Hook (9 PTS) (J. Jaquez Jr. 8 AST),"[1629312, 1631170]",1610612748.0,MIA,turnaround,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,1.16,Made,9.0,,,,,,,J. Jaquez Jr.,1631170.0,8.0,,,,,,,,
491,PT08M23.00S,2024-04-13T01:59:03.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,87.99277266754271,53.92156862745098,1610612761,105,84,2024-04-13T01:59:10Z,4770000,False,20.0,60.0,1,right,MISS I. Quickley 6' fadeaway Shot,[1630193],1610612761.0,TOR,fadeaway,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,6.35,Missed,,,,,,,,,,,,,,,,,,
492,PT08M20.00S,2024-04-13T01:59:06.4Z,4,REGULAR,rebound,defensive,[],201567,,,1610612748,105,84,2024-04-13T01:59:10Z,4780000,False,,,0,,K. Love REBOUND (Off:1 Def:5),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,,,,,,491.0,6.0,5.0,1.0,,,,,,,,,,,
493,PT08M07.00S,2024-04-13T01:59:19.3Z,4,REGULAR,3pt,Jump Shot,[],1626153,27.54599211563732,81.37254901960785,1610612748,105,84,2024-04-13T01:59:23Z,4790000,False,-157.0,206.0,1,left,MISS D. Wright 25' 3PT,[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Left Center,25.93,Missed,,,,,,,,,,,,,,,,,,
494,PT08M05.00S,2024-04-13T01:59:21.3Z,4,REGULAR,rebound,defensive,[],1629628,,,1610612761,105,84,2024-04-13T01:59:23Z,4800000,False,,,0,,R. Barrett REBOUND (Off:1 Def:10),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,493.0,11.0,10.0,1.0,,,,,,,,,,,
495,PT08M01.00S,2024-04-13T01:59:27.7Z,4,REGULAR,foul,personal,['2freethrow'],1631170,,,1610612761,105,84,2024-04-13T01:59:54Z,4810000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (4 PF) (Temple 2 FT),"[1631170, 202066]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,201639.0,,,,,,,,,4.0,0.0,Temple,202066.0,,,,
497,PT08M01.00S,2024-04-13T01:59:52.1Z,4,REGULAR,freethrow,1 of 2,[],202066,,,1610612761,105,84,2024-04-13T01:59:52Z,4830000,False,,,0,,MISS G. Temple Free Throw 1 of 2,[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
498,PT08M01.00S,2024-04-13T01:59:52.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,105,84,2024-04-13T01:59:52Z,4840000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,497.0,,,,,,,,,,,,,,
499,PT08M01.00S,2024-04-13T02:00:07.8Z,4,REGULAR,freethrow,2 of 2,[],202066,,,1610612761,105,85,2024-04-13T02:00:07Z,4850000,False,,,0,,G. Temple Free Throw 2 of 2 (1 PTS),[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
500,PT07M48.00S,2024-04-13T02:00:31.7Z,4,REGULAR,3pt,Jump Shot,[],201567,25.969119579500656,14.215686274509803,1610612748,105,85,2024-04-13T02:00:37Z,4860000,False,179.0,192.0,1,left,MISS K. Love 26' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,26.21,Missed,,,,,,,,,,,,,,,,,,
501,PT07M44.00S,2024-04-13T02:00:35.7Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612761,105,85,2024-04-13T02:00:37Z,4870000,False,,,0,,B. Brown REBOUND (Off:0 Def:4),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,500.0,4.0,4.0,0.0,,,,,,,,,,,
502,PT07M37.00S,2024-04-13T02:00:42.4Z,4,REGULAR,turnover,bad pass,[],1630193,,,1610612761,105,85,2024-04-13T02:00:47Z,4880000,False,,,0,,I. Quickley bad pass TURNOVER (3 TO),"[1630193, 201567]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,3.0,,,,,,,,,,,,Love,201567.0,,
503,PT07M37.00S,2024-04-13T02:00:42.4Z,4,REGULAR,steal,,[],201567,,,1610612748,105,85,2024-04-13T02:00:44Z,4890000,False,,,0,,K. Love STEAL (1 STL),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
504,PT07M30.00S,2024-04-13T02:00:50.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202710,11.777266754270697,3.1862745098039214,1610612748,108,85,2024-04-13T02:01:54Z,4900000,False,234.0,58.0,1,left,J. Butler 24' 3PT pullup (14 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,24.12,Made,14.0,,,,,,,,,,,,,,,,,
505,PT07M30.00S,2024-04-13T02:01:04.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,108,85,2024-04-13T02:01:04Z,4910000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT07M30.00S,2024-04-13T02:03:19.1Z,4,REGULAR,substitution,out,[],1628971,,,1610612761,108,85,2024-04-13T02:03:36Z,4920000,False,,,0,,SUB out: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT07M30.00S,2024-04-13T02:03:19.1Z,4,REGULAR,substitution,out,[],202066,,,1610612761,108,85,2024-04-13T02:03:36Z,4930000,False,,,0,,SUB out: G. Temple,[202066],1610612761.0,TOR,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT07M30.00S,2024-04-13T02:03:19.1Z,4,REGULAR,substitution,out,[],1630534,,,1610612761,108,85,2024-04-13T02:03:36Z,4940000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT07M30.00S,2024-04-13T02:03:19.1Z,4,REGULAR,substitution,in,[],1641711,,,1610612761,108,85,2024-04-13T02:03:36Z,4950000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT07M30.00S,2024-04-13T02:03:19.1Z,4,REGULAR,substitution,in,[],1629018,,,1610612761,108,85,2024-04-13T02:03:36Z,4960000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT07M30.00S,2024-04-13T02:03:19.1Z,4,REGULAR,substitution,in,[],203482,,,1610612761,108,85,2024-04-13T02:03:36Z,4970000,False,,,0,,SUB in: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT07M16.00S,2024-04-13T02:04:05.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.24901445466492,48.28431372549019,1610612761,108,87,2024-04-13T02:04:11Z,4980000,False,-9.0,11.0,1,right,R. Barrett reverse Layup (33 PTS) (K. Olynyk 5 AST),"[1629628, 203482]",1610612761.0,TOR,reverse,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.4,Made,33.0,,,,,,,K. Olynyk,203482.0,5.0,,,,,,,,
515,PT07M16.00S,2024-04-13T02:04:10.0Z,4,REGULAR,foul,personal,['1freethrow'],1631170,,,1610612761,108,87,2024-04-13T02:04:32Z,5000000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (5 PF) (Barrett 1 FT),"[1631170, 1629628]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,1193.0,,,,,,,,,5.0,0.0,Barrett,1629628.0,,,,
517,PT07M16.00S,2024-04-13T02:04:33.3Z,4,REGULAR,freethrow,1 of 1,[],1629628,,,1610612761,108,87,2024-04-13T02:04:45Z,5020000,False,,,0,,MISS R. Barrett Free Throw 1 of 1,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
518,PT07M13.00S,2024-04-13T02:04:36.3Z,4,REGULAR,rebound,defensive,[],1631170,,,1610612748,108,87,2024-04-13T02:05:04Z,5030000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:4),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,517.0,4.0,4.0,0.0,,,,,,,,,,,
519,PT07M08.00S,2024-04-13T02:04:40.0Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631170,5.995400788436268,50.245098039215684,1610612748,108,87,2024-04-13T02:05:47Z,5040000,False,-1.0,4.0,1,left,MISS J. Jaquez Jr. driving DUNK,[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,0.41,Missed,,,,,,,,,,,,,,,,,,
520,PT07M06.00S,2024-04-13T02:04:42.0Z,4,REGULAR,rebound,defensive,[],203482,,,1610612761,108,87,2024-04-13T02:05:47Z,5050000,False,,,0,,K. Olynyk REBOUND (Off:3 Def:6),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,519.0,9.0,6.0,3.0,,,,,,,,,,,
521,PT07M01.00S,2024-04-13T02:04:46.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629628,94.03745072273325,48.03921568627451,1610612761,108,87,2024-04-13T02:07:58Z,5060000,False,-10.0,4.0,1,right,MISS R. Barrett running Layup,[1629628],1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.04,Missed,,,,,,,,,,,,,,,,,,
523,PT06M59.00S,2024-04-13T02:04:48.5Z,4,REGULAR,rebound,defensive,[],1626153,,,1610612748,108,87,2024-04-13T02:07:58Z,5080000,False,,,0,,D. Wright REBOUND (Off:0 Def:2),[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,,,,,,521.0,2.0,2.0,0.0,,,,,,,,,,,
524,PT06M51.00S,2024-04-13T02:04:54.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631170,7.046649145860711,48.03921568627451,1610612748,110,87,2024-04-13T02:05:01Z,5090000,False,10.0,14.0,1,left,J. Jaquez Jr. running DUNK (13 PTS) (D. Wright 3 AST),"[1631170, 1626153]",1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,1.68,Made,13.0,,,,,,,D. Wright,1626153.0,3.0,,,,,,,,
526,PT06M45.00S,2024-04-13T02:05:06.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203482,81.8166885676741,46.568627450980394,1610612761,110,87,2024-04-13T02:08:46Z,5110000,False,-17.0,118.0,1,right,MISS K. Olynyk 11' turnaround fadeaway Shot,[203482],1610612761.0,TOR,turnaround fadeaway,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),8-16 Center,11.96,Missed,,,,,,,,,,,,,,,,,,
527,PT06M44.00S,2024-04-13T02:05:07.2Z,4,REGULAR,rebound,defensive,[],201567,,,1610612748,110,87,2024-04-13T02:08:46Z,5120000,False,,,0,,K. Love REBOUND (Off:1 Def:6),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Center,,,,,,526.0,7.0,6.0,1.0,,,,,,,,,,,
528,PT06M31.00S,2024-04-13T02:05:14.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,12.302890932982917,51.71568627450981,1610612748,110,87,2024-04-13T02:09:11Z,5130000,False,-9.0,63.0,1,left,MISS K. Love 6' driving floating Shot,[201567],1610612748.0,MIA,driving floating,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,6.37,Missed,,,,,,,,,,,,,,,,,,
529,PT06M30.00S,2024-04-13T02:05:15.6Z,4,REGULAR,rebound,defensive,[],203482,,,1610612761,110,87,2024-04-13T02:05:24Z,5140000,False,,,0,,K. Olynyk REBOUND (Off:3 Def:7),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,528.0,10.0,7.0,3.0,,,,,,,,,,,
