actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
81,PT04M40.00S,2023-03-28T23:46:50.1Z,1,REGULAR,2pt,Jump Shot,[],1628389,7.5722733245729295,72.05882352941177,1610612748,12,16,2023-03-28T23:46:57Z,800000,False,-110.0,19.0,1,left,MISS B. Adebayo 11' step back Shot,[1628389],1610612748.0,MIA,step back,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,11.19,Missed,,,,,,,,,,,,,,,,,,
82,PT04M37.00S,2023-03-28T23:46:53.1Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,12,16,2023-03-28T23:46:57Z,810000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,,,81.0,2.0,2.0,0.0,,,,,,,,,,,
83,PT04M27.00S,2023-03-28T23:47:03.4Z,1,REGULAR,3pt,Jump Shot,[],1627783,67.88764783180025,64.70588235294117,1610612761,12,16,2023-03-28T23:47:10Z,820000,False,74.0,249.0,1,right,MISS P. Siakam 26' pullup 3PT,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,26.0,Missed,,,,,,,,,,,,,,,,,,
84,PT04M23.00S,2023-03-28T23:47:07.4Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,12,16,2023-03-28T23:47:10Z,830000,False,,,0,,K. Love REBOUND (Off:0 Def:5),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Center,,,,,,83.0,5.0,5.0,0.0,,,,,,,,,,,
85,PT04M08.00S,2023-03-28T23:47:21.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,15.325229960578188,40.68627450980392,1610612748,12,16,2023-03-28T23:47:28Z,840000,False,47.0,92.0,1,left,MISS B. Adebayo 10' turnaround Shot,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,10.28,Missed,,,,,,,,,,,,,,,,,,
86,PT04M06.00S,2023-03-28T23:47:23.1Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,12,16,2023-03-28T23:47:28Z,850000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,85.0,2.0,1.0,1.0,,,,,,,,,,,
87,PT03M53.00S,2023-03-28T23:47:39.8Z,1,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612761,12,16,2023-03-28T23:47:47Z,860000,False,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Siakam 2 FT),"[1628389, 1627783]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Siakam,1627783.0
89,PT03M53.00S,2023-03-28T23:48:29.3Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,13,16,2023-03-28T23:48:29Z,880000,False,,,0,,P. Siakam Free Throw 1 of 2 (3 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
90,PT03M53.00S,2023-03-28T23:48:30.3Z,1,REGULAR,substitution,out,[],1628384,,,1610612761,13,16,2023-03-28T23:48:34Z,890000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M53.00S,2023-03-28T23:48:30.3Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,13,16,2023-03-28T23:48:34Z,900000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M53.00S,2023-03-28T23:48:30.3Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,13,16,2023-03-28T23:48:34Z,910000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M53.00S,2023-03-28T23:48:30.3Z,1,REGULAR,substitution,in,[],1630173,,,1610612761,13,16,2023-03-28T23:48:34Z,920000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M53.00S,2023-03-28T23:48:50.5Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,14,16,2023-03-28T23:48:50Z,930000,False,,,0,,P. Siakam Free Throw 2 of 2 (4 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
95,PT03M50.00S,2023-03-28T23:48:58.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,14,16,2023-03-28T23:48:58Z,940000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M50.00S,2023-03-28T23:48:59.5Z,1,REGULAR,substitution,out,[],201567,,,1610612748,14,16,2023-03-28T23:51:51Z,950000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M50.00S,2023-03-28T23:48:59.5Z,1,REGULAR,substitution,in,[],1628997,,,1610612748,14,16,2023-03-28T23:51:51Z,960000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M34.00S,2023-03-28T23:52:37.1Z,1,REGULAR,3pt,Jump Shot,[],203506,27.151773981603156,82.84313725490196,1610612748,14,19,2023-03-28T23:52:44Z,970000,False,-164.0,203.0,1,left,V. Oladipo 26' 3PT pullup (5 PTS),[203506],1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Left Center,26.09,Made,5.0,,,,,,,,,,,,,,,,,
99,PT03M09.00S,2023-03-28T23:53:01.8Z,1,REGULAR,3pt,Jump Shot,[],1630173,94.1688567674113,2.450980392156863,1610612761,14,19,2023-03-28T23:53:06Z,980000,False,-238.0,2.0,1,right,MISS P. Achiuwa 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
100,PT03M06.00S,2023-03-28T23:53:04.8Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,14,19,2023-03-28T23:53:06Z,990000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,,,,,,99.0,3.0,3.0,0.0,,,,,,,,,,,
101,PT02M51.00S,2023-03-28T23:53:19.7Z,1,REGULAR,3pt,Jump Shot,[],1629622,19.530223390275953,7.598039215686274,1610612748,14,19,2023-03-28T23:53:27Z,1000000,False,212.0,131.0,1,left,MISS M. Strus 24' 3PT - blocked,"[1629622, 1628449]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,Boucher,1628449.0,,,,,,,,,,,,,,,
213,PT02M51.00S,2023-03-28T23:53:19.7Z,1,REGULAR,block,,[],1628449,,,1610612748,14,19,2023-03-29T00:10:05Z,1005000,False,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
102,PT02M49.00S,2023-03-28T23:53:21.7Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,14,19,2023-03-28T23:53:27Z,1010000,False,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,101.0,3.0,3.0,0.0,,,,,,,,,,,
103,PT02M42.00S,2023-03-28T23:53:29.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,87.07293035479631,50.245098039215684,1610612761,16,19,2023-03-28T23:55:58Z,1020000,False,1.0,69.0,1,right,P. Siakam 6' driving floating Jump Shot (6 PTS),[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.9,Made,6.0,,,,,,,,,,,,,,,,,
104,PT02M31.00S,2023-03-28T23:53:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,7.046649145860711,49.754901960784316,1610612748,16,21,2023-03-28T23:53:45Z,1030000,False,1.0,14.0,1,left,G. Vincent driving Layup (2 PTS),[1629216],1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,1.38,Made,2.0,,,,,,,,,,,,,,,,,
105,PT02M08.00S,2023-03-28T23:54:02.1Z,1,REGULAR,3pt,Jump Shot,[],1630567,68.01905387647832,69.11764705882352,1610612761,16,21,2023-03-28T23:54:06Z,1040000,False,96.0,248.0,1,right,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,26.59,Missed,,,,,,,,,,,,,,,,,,
106,PT02M05.00S,2023-03-28T23:54:05.1Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,16,21,2023-03-28T23:54:06Z,1050000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,
107,PT01M42.00S,2023-03-28T23:54:28.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,5.995400788436268,44.6078431372549,1610612748,16,21,2023-03-28T23:54:34Z,1060000,False,27.0,4.0,1,left,MISS B. Adebayo driving Layup,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,2.73,Missed,,,,,,,,,,,,,,,,,,
108,PT01M40.00S,2023-03-28T23:54:30.6Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,16,21,2023-03-28T23:54:30Z,1070000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,107.0,4.0,3.0,1.0,,,,,,,,,,,
109,PT01M40.00S,2023-03-28T23:54:30.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,5.590000152587891,50.0,1610612748,16,21,2023-03-28T23:54:30Z,1080000,False,0.0,0.0,1,left,MISS B. Adebayo tip Layup,[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
110,PT01M40.00S,2023-03-28T23:54:31.0Z,1,REGULAR,rebound,offensive,[],1628997,,,1610612748,16,21,2023-03-28T23:54:31Z,1090000,False,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Left,,,,,,109.0,2.0,1.0,1.0,,,,,,,,,,,
111,PT01M32.00S,2023-03-28T23:54:38.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628997,18.610381077529567,46.07843137254902,1610612748,16,23,2023-03-28T23:54:49Z,1100000,False,20.0,122.0,1,left,C. Martin 12' driving floating Jump Shot (2 PTS) (V. Oladipo 1 AST),"[1628997, 203506]",1610612748.0,MIA,driving floating,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,12.4,Made,2.0,,,,,,,V. Oladipo,203506.0,1.0,,,,,,,,
112,PT01M15.00S,2023-03-28T23:54:55.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,82.21090670170827,42.64705882352941,1610612761,18,23,2023-03-28T23:55:03Z,1110000,False,-37.0,115.0,1,right,S. Barnes 12' turnaround Jump Shot (8 PTS) (P. Siakam 2 AST),"[1630567, 1627783]",1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,12.05,Made,8.0,,,,,,,P. Siakam,1627783.0,2.0,,,,,,,,
114,PT01M04.00S,2023-03-28T23:55:06.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629216,10.726018396846255,52.20588235294118,1610612748,18,23,2023-03-28T23:55:18Z,1130000,False,-11.0,48.0,1,left,MISS G. Vincent driving Layup - blocked,"[1629216, 1627783]",1610612748.0,MIA,driving,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,4.95,Missed,,Siakam,1627783.0,,,,,,,,,,,,,,,
115,PT01M04.00S,2023-03-28T23:55:06.8Z,1,REGULAR,block,,[],1627783,,,1610612748,18,23,2023-03-28T23:55:09Z,1140000,False,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
116,PT01M01.00S,2023-03-28T23:55:09.8Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,18,23,2023-03-28T23:55:18Z,1150000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,
117,PT00M45.90S,2023-03-28T23:55:26.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,92.46057818659659,49.26470588235294,1610612761,20,23,2023-03-28T23:55:31Z,1160000,False,-4.0,18.0,1,right,S. Barnes cutting DUNK (10 PTS) (P. Achiuwa 1 AST),"[1630567, 1630173]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.88,Made,10.0,,,,,,,P. Achiuwa,1630173.0,1.0,,,,,,,,
119,PT00M32.70S,2023-03-28T23:55:41.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203506,7.30946123521682,41.17647058823529,1610612748,20,23,2023-03-28T23:55:48Z,1180000,False,44.0,16.0,1,left,MISS V. Oladipo driving Layup - blocked,"[203506, 1630173]",1610612748.0,MIA,driving,,,Oladipo,V. Oladipo,,,,,In The Paint (Non-RA),0-8 Center,4.7,Missed,,Achiuwa,1630173.0,,,,,,,,,,,,,,,
120,PT00M32.70S,2023-03-28T23:55:41.2Z,1,REGULAR,block,,[],1630173,,,1610612748,20,23,2023-03-28T23:55:45Z,1190000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
121,PT00M28.10S,2023-03-28T23:55:45.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,20,23,2023-03-28T23:55:48Z,1200000,False,,,0,,P. Siakam REBOUND (Off:0 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,119.0,4.0,4.0,0.0,,,,,,,,,,,
122,PT00M25.70S,2023-03-28T23:55:48.2Z,1,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",1628449,90.3580814717477,40.44117647058824,1610612761,22,23,2023-03-28T23:56:01Z,1210000,False,-48.0,38.0,1,right,C. Boucher 6' driving Hook (2 PTS) (P. Siakam 3 AST),"[1628449, 1627783]",1610612761.0,TOR,driving,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,6.11,Made,2.0,,,,,,,P. Siakam,1627783.0,3.0,,,,,,,,
124,PT00M06.00S,2023-03-28T23:56:12.5Z,1,REGULAR,turnover,lost ball,[],203506,,,1610612748,22,23,2023-03-29T00:28:42Z,1230000,False,,,0,,V. Oladipo lost ball TURNOVER (2 TO),"[203506, 1630567]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Barnes,1630567.0,,,,,
125,PT00M06.00S,2023-03-28T23:56:12.5Z,1,REGULAR,steal,,[],1630567,,,1610612761,22,23,2023-03-28T23:56:14Z,1240000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
126,PT00M01.90S,2023-03-28T23:56:16.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,93.51182654402102,49.26470588235294,1610612761,24,23,2023-03-28T23:56:24Z,1250000,False,-4.0,8.0,1,right,S. Barnes running DUNK (12 PTS),[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.93,Made,12.0,,,,,,,,,,,,,,,,,
127,PT00M00.20S,2023-03-28T23:56:20.2Z,1,REGULAR,3pt,Jump Shot,[],203506,51.724704336399476,29.411764705882355,1610612748,24,23,2023-03-29T00:02:43Z,1260000,False,103.0,434.0,1,left,MISS V. Oladipo 44' running pullup 3PT,[203506],1610612748.0,MIA,running pullup,,,Oladipo,V. Oladipo,,,,,Above the Break 3,24+ Center,44.57,Missed,,,,,,,,,,,,,,,,,,
128,PT00M00.10S,2023-03-28T23:56:20.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,24,23,2023-03-28T23:56:39Z,1270000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,127.0,,,,,,,,,,,,,,
129,PT00M00.00S,2023-03-28T23:56:27.4Z,1,REGULAR,period,end,[],0,,,1610612748,24,23,2023-03-28T23:56:27Z,1280000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT12M00.00S,2023-03-28T23:58:35.1Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612748,24,23,2023-03-28T23:59:49Z,1290000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT12M00.00S,2023-03-28T23:58:35.1Z,2,REGULAR,substitution,out,['startperiod'],1627783,,,1610612748,24,23,2023-03-28T23:59:49Z,1300000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2023-03-28T23:58:35.1Z,2,REGULAR,substitution,out,['startperiod'],1629216,,,1610612748,24,23,2023-03-28T23:59:49Z,1310000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2023-03-28T23:58:35.1Z,2,REGULAR,substitution,out,['startperiod'],203506,,,1610612748,24,23,2023-03-28T23:59:49Z,1320000,False,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2023-03-28T23:58:35.1Z,2,REGULAR,substitution,out,['startperiod'],1628389,,,1610612748,24,23,2023-03-28T23:59:49Z,1330000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2023-03-28T23:58:35.1Z,2,REGULAR,substitution,in,['startperiod'],1628384,,,1610612748,24,23,2023-03-28T23:59:49Z,1340000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2023-03-28T23:58:35.1Z,2,REGULAR,substitution,in,['startperiod'],1630288,,,1610612748,24,23,2023-03-28T23:59:49Z,1350000,False,,,0,,SUB in: J. Dowtin Jr.,[1630288],1610612761.0,TOR,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2023-03-28T23:58:35.1Z,2,REGULAR,substitution,in,['startperiod'],1629639,,,1610612748,24,23,2023-03-28T23:59:49Z,1360000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2023-03-28T23:58:35.1Z,2,REGULAR,substitution,in,['startperiod'],200768,,,1610612748,24,23,2023-03-28T23:59:49Z,1370000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2023-03-28T23:58:35.1Z,2,REGULAR,substitution,in,['startperiod'],203469,,,1610612748,24,23,2023-03-28T23:59:49Z,1380000,False,,,0,,SUB in: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2023-03-29T00:00:02.5Z,2,REGULAR,period,start,[],0,,,1610612761,24,23,2023-03-29T00:00:02Z,1390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT11M48.00S,2023-03-29T00:00:13.8Z,2,REGULAR,2pt,Jump Shot,[],1628449,91.80354796320631,78.67647058823529,1610612761,26,23,2023-03-29T00:00:20Z,1400000,False,143.0,25.0,1,right,C. Boucher 14' Jump Shot (4 PTS) (S. Barnes 1 AST),"[1628449, 1630567]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Right,14.55,Made,4.0,,,,,,,S. Barnes,1630567.0,1.0,,,,,,,,
144,PT11M27.00S,2023-03-29T00:00:38.6Z,2,REGULAR,turnover,out-of-bounds,[],1628997,,,1610612748,26,23,2023-03-29T00:00:44Z,1420000,False,,,0,,C. Martin bad pass out-of-bounds TURNOVER (1 TO),[1628997],1610612748.0,MIA,bad pass,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,,,1162.0,,,,
145,PT11M15.00S,2023-03-29T00:01:00.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628449,92.32917214191852,74.75490196078431,1610612761,28,23,2023-03-29T00:01:05Z,1430000,False,124.0,20.0,1,right,C. Boucher 12' Jump Shot (6 PTS) (S. Barnes 2 AST),"[1628449, 1630567]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Right,12.53,Made,6.0,,,,,,,S. Barnes,1630567.0,2.0,,,,,,,,
147,PT11M02.00S,2023-03-29T00:01:15.4Z,2,REGULAR,foul,personal,[],1630567,,,1610612748,28,23,2023-03-29T00:01:27Z,1450000,False,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 1628997]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,1162.0,1.0,0.0,Martin,1628997.0
149,PT10M48.00S,2023-03-29T00:01:48.3Z,2,REGULAR,3pt,Jump Shot,[],200768,34.641918528252305,63.970588235294116,1610612748,28,23,2023-03-29T00:02:00Z,1470000,False,-70.0,273.0,1,left,MISS K. Lowry 28' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,28.19,Missed,,,,,,,,,,,,,,,,,,
150,PT10M45.00S,2023-03-29T00:01:51.3Z,2,REGULAR,rebound,offensive,[],203469,,,1610612748,28,23,2023-03-29T00:02:00Z,1480000,False,,,0,,C. Zeller REBOUND (Off:1 Def:0),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Above the Break 3,24+ Center,,,,,,149.0,1.0,0.0,1.0,,,,,,,,,,,
151,PT10M37.00S,2023-03-29T00:02:01.4Z,2,REGULAR,turnover,traveling,[],203469,,,1610612748,28,23,2023-03-29T00:02:09Z,1490000,False,,,0,,C. Zeller traveling TURNOVER (1 TO),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,,,200833.0,,,,
152,PT10M17.00S,2023-03-29T00:02:37.5Z,2,REGULAR,turnover,bad pass,[],1628449,,,1610612761,28,23,2023-03-29T00:02:41Z,1500000,False,,,0,,C. Boucher bad pass TURNOVER (1 TO),"[1628449, 200768]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,Lowry,200768.0,,,,,
153,PT10M17.00S,2023-03-29T00:02:37.5Z,2,REGULAR,steal,,[],200768,,,1610612748,28,23,2023-03-29T00:02:39Z,1510000,False,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
154,PT10M12.00S,2023-03-29T00:02:43.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203469,13.748357424441524,44.6078431372549,1610612748,28,23,2023-03-29T00:02:50Z,1520000,False,27.0,77.0,1,left,MISS C. Zeller 8' running Layup,[203469],1610612748.0,MIA,running,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),8-16 Center,8.13,Missed,,,,,,,,,,,,,,,,,,
155,PT10M10.00S,2023-03-29T00:02:45.2Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,28,23,2023-03-29T00:02:50Z,1530000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,154.0,2.0,1.0,1.0,,,,,,,,,,,
156,PT10M06.00S,2023-03-29T00:02:48.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630288,90.62089356110381,40.44117647058824,1610612761,30,23,2023-03-29T00:06:46Z,1540000,False,-48.0,36.0,1,right,J. Dowtin Jr. running finger roll Layup (2 PTS) (S. Barnes 3 AST),"[1630288, 1630567]",1610612761.0,TOR,running finger roll,,,Dowtin Jr.,J. Dowtin Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.97,Made,2.0,,,,,,,S. Barnes,1630567.0,3.0,,,,,,,,
158,PT09M50.00S,2023-03-29T00:03:04.3Z,2,REGULAR,3pt,Jump Shot,[],1629639,31.09395532194481,63.970588235294116,1610612748,30,26,2023-03-29T00:03:10Z,1560000,False,-70.0,240.0,1,left,T. Herro 24' 3PT pullup (6 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,24.98,Made,6.0,,,,,,,,,,,,,,,,,
