actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
508,PT12M00.00S,2023-02-09T02:16:02.6Z,4,REGULAR,substitution,in,['startperiod'],1628966,,,1610612761,88,75,2023-02-09T02:17:20Z,4960000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2023-02-09T02:17:24.7Z,4,REGULAR,period,start,[],0,,,1610612759,88,75,2023-02-09T02:17:24Z,4970000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT11M42.00S,2023-02-09T02:17:41.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,92.46057818659659,58.57843137254902,1610612759,88,77,2023-02-09T02:22:12Z,4980000,False,43.0,18.0,1,right,K. Bates-Diop reverse Layup (10 PTS) (J. Poeltl 3 AST),"[1628966, 1627751]",1610612759.0,SAS,reverse,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,4.67,Made,,,,,,,10.0,J. Poeltl,1627751.0,3.0,,,,,,,,
512,PT11M24.00S,2023-02-09T02:17:59.7Z,4,REGULAR,2pt,Jump Shot,[],1629018,16.90210249671485,21.323529411764707,1610612761,88,77,2023-02-09T02:18:11Z,5000000,False,143.0,106.0,1,left,MISS G. Trent Jr. 17' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right Center,17.86,Missed,,,,,,,,,,,,,,,,,,
513,PT11M21.00S,2023-02-09T02:18:02.7Z,4,REGULAR,rebound,defensive,[],1631103,,,1610612759,88,77,2023-02-09T02:18:11Z,5010000,False,,,0,,M. Branham REBOUND (Off:1 Def:2),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,16-24 Right Center,,,512.0,3.0,2.0,1.0,,,,,,,,,,,,,,
514,PT11M16.00S,2023-02-09T02:18:07.9Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1629640,89.04402102496715,25.735294117647058,1610612759,88,77,2023-02-09T02:18:22Z,5020000,False,-121.0,50.0,1,right,MISS K. Johnson 13' running Shot,[1629640],1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,13.14,Missed,,,,,,,,,,,,,,,,,,
515,PT11M13.00S,2023-02-09T02:18:10.9Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,88,77,2023-02-09T02:18:22Z,5030000,False,,,0,,C. Boucher REBOUND (Off:4 Def:4),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Left,,,514.0,8.0,4.0,4.0,,,,,,,,,,,,,,
516,PT11M08.00S,2023-02-09T02:18:16.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201152,7.5722733245729295,49.50980392156863,1610612761,90,77,2023-02-09T02:18:28Z,5040000,False,2.0,19.0,1,left,T. Young running finger roll Layup (2 PTS) (P. Siakam 5 AST),"[201152, 1627783]",1610612761.0,TOR,running finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.89,Made,,,,,,,2.0,P. Siakam,1627783.0,5.0,,,,,,,,
518,PT10M47.00S,2023-02-09T02:18:36.8Z,4,REGULAR,3pt,Jump Shot,[],203926,73.53810775295663,14.705882352941178,1610612759,90,77,2023-02-09T02:18:49Z,5060000,False,-176.0,196.0,1,right,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,26.39,Missed,,,,,,,,,,,,,,,,,,
519,PT10M44.00S,2023-02-09T02:18:39.8Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,90,77,2023-02-09T02:18:49Z,5070000,False,,,0,,S. Barnes REBOUND (Off:1 Def:8),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,518.0,9.0,8.0,1.0,,,,,,,,,,,,,,
520,PT10M38.00S,2023-02-09T02:18:46.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201152,12.302890932982917,50.73529411764706,1610612761,92,77,2023-02-09T02:23:57Z,5080000,False,-4.0,63.0,1,left,T. Young 6' driving Hook (4 PTS) (S. Barnes 4 AST),"[201152, 1630567]",1610612761.0,TOR,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,6.32,Made,,,,,,,4.0,S. Barnes,1630567.0,4.0,,,,,,,,
522,PT10M37.00S,2023-02-09T02:18:52.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,92,77,2023-02-09T02:18:52Z,5100000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT10M13.00S,2023-02-09T02:22:05.7Z,4,REGULAR,3pt,Jump Shot,[],203926,93.38042049934296,96.56862745098039,1610612759,92,80,2023-02-09T02:22:12Z,5110000,False,233.0,10.0,1,right,D. McDermott 3PT  (13 PTS) (M. Branham 3 AST),"[203926, 1631103]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Right Corner 3,24+ Right,23.3,Made,,,,,,,13.0,M. Branham,1631103.0,3.0,,,,,,,,
525,PT09M53.00S,2023-02-09T02:22:26.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,14.668199737187912,41.66666666666667,1610612761,92,80,2023-02-09T02:22:32Z,5130000,False,42.0,85.0,1,left,MISS G. Trent Jr. 9' driving floating Shot,[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.5,Missed,,,,,,,,,,,,,,,,,,
526,PT09M51.00S,2023-02-09T02:22:28.0Z,4,REGULAR,rebound,defensive,[],1631103,,,1610612759,92,80,2023-02-09T02:22:32Z,5140000,False,,,0,,M. Branham REBOUND (Off:1 Def:3),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,,525.0,4.0,3.0,1.0,,,,,,,,,,,,,,
527,PT09M48.00S,2023-02-09T02:22:31.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203926,74.19513797634691,15.196078431372548,1610612759,92,80,2023-02-09T02:24:50Z,5150000,False,-174.0,190.0,1,right,MISS D. McDermott 25' running 3PT,[203926],1610612759.0,SAS,running,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
528,PT09M44.00S,2023-02-09T02:22:35.1Z,4,REGULAR,rebound,defensive,[],1629018,,,1610612761,92,80,2023-02-09T02:22:42Z,5160000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:4),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,527.0,4.0,4.0,0.0,,,,,,,,,,,,,,
529,PT09M30.00S,2023-02-09T02:22:48.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],201152,11.251642575558476,52.20588235294118,1610612761,92,80,2023-02-09T02:23:14Z,5170000,False,-11.0,53.0,1,left,MISS T. Young turnaround Hook,[201152],1610612761.0,TOR,turnaround,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.44,Missed,,,,,,,,,,,,,,,,,,
530,PT09M28.00S,2023-02-09T02:22:50.4Z,4,REGULAR,rebound,defensive,[],1629640,,,1610612759,92,80,2023-02-09T02:23:02Z,5180000,False,,,0,,K. Johnson REBOUND (Off:0 Def:6),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,529.0,6.0,6.0,0.0,,,,,,,,,,,,,,
531,PT09M21.00S,2023-02-09T02:22:58.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,94.03745072273325,50.0,1610612759,92,82,2023-02-09T02:23:09Z,5190000,False,0.0,4.0,1,right,K. Johnson driving Layup (14 PTS),[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.35,Made,,,,,,,14.0,,,,,,,,,,,
532,PT09M03.00S,2023-02-09T02:23:15.4Z,4,REGULAR,2pt,Jump Shot,[],1627783,20.844283837056505,47.30392156862745,1610612761,94,82,2023-02-09T02:23:23Z,5200000,False,13.0,143.0,1,left,P. Siakam 14' step back Jump Shot (31 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Center,14.4,Made,,,,,,,31.0,,,,,,,,,,,
533,PT08M50.00S,2023-02-09T02:23:33.1Z,4,REGULAR,foul,personal,[],201152,,,1610612759,94,82,2023-02-09T02:23:41Z,5210000,False,,,0,,T. Young personal FOUL (3 PF),"[201152, 1627751]",1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,200834.0,,,,3.0,0.0,Poeltl,1627751.0
535,PT08M50.00S,2023-02-09T02:23:38.9Z,4,REGULAR,substitution,out,[],201152,,,1610612759,94,82,2023-02-09T02:23:50Z,5230000,False,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M50.00S,2023-02-09T02:23:38.9Z,4,REGULAR,substitution,out,[],203926,,,1610612759,94,82,2023-02-09T02:23:50Z,5240000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M50.00S,2023-02-09T02:23:38.9Z,4,REGULAR,substitution,in,[],1630173,,,1610612759,94,82,2023-02-09T02:23:50Z,5250000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M50.00S,2023-02-09T02:23:38.9Z,4,REGULAR,substitution,in,[],1626196,,,1610612759,94,82,2023-02-09T02:23:50Z,5260000,False,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT08M46.00S,2023-02-09T02:24:04.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,93.9060446780552,47.05882352941176,1610612759,94,82,2023-02-09T02:24:11Z,5270000,False,-15.0,5.0,1,right,MISS K. Bates-Diop driving Layup - blocked,"[1628966, 1628449]",1610612759.0,SAS,driving,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,1.55,Missed,,,,,Boucher,1628449.0,,,,,,,,,,,,
540,PT08M46.00S,2023-02-09T02:24:04.3Z,4,REGULAR,block,,[],1628449,,,1610612759,94,82,2023-02-09T02:24:06Z,5280000,False,,,0,,C. Boucher BLOCK (3 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
541,PT08M43.00S,2023-02-09T02:24:07.3Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,94,82,2023-02-09T02:24:11Z,5290000,False,,,0,,C. Boucher REBOUND (Off:4 Def:5),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,539.0,9.0,5.0,4.0,,,,,,,,,,,,,,
542,PT08M29.00S,2023-02-09T02:24:21.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,7.440867279894875,44.6078431372549,1610612761,96,82,2023-02-09T02:26:43Z,5300000,False,27.0,17.0,1,left,P. Achiuwa cutting Layup (7 PTS) (P. Siakam 6 AST),"[1630173, 1627783]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,3.21,Made,,,,,,,7.0,P. Siakam,1627783.0,6.0,,,,,,,,
544,PT08M18.00S,2023-02-09T02:24:32.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,91.14651773981603,51.470588235294116,1610612759,96,84,2023-02-09T02:24:38Z,5320000,False,7.0,31.0,1,right,K. Johnson driving finger roll Layup (16 PTS),[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.16,Made,,,,,,,16.0,,,,,,,,,,,
545,PT08M01.00S,2023-02-09T02:24:49.1Z,4,REGULAR,turnover,bad pass,[],1627783,,,1610612761,96,84,2023-02-09T02:24:53Z,5330000,False,,,0,,P. Siakam bad pass TURNOVER (2 TO),"[1627783, 1627751]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,2.0,Poeltl,1627751.0,,,,
546,PT08M01.00S,2023-02-09T02:24:49.1Z,4,REGULAR,steal,,[],1627751,,,1610612759,96,84,2023-02-09T02:24:51Z,5340000,False,,,0,,J. Poeltl STEAL (2 STL),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
547,PT07M44.00S,2023-02-09T02:25:06.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627751,94.1688567674113,39.950980392156865,1610612759,96,84,2023-02-09T02:25:11Z,5350000,False,-50.0,2.0,1,right,MISS J. Poeltl turnaround Shot,[1627751],1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,5.03,Missed,,,,,,,,,,,,,,,,,,
548,PT07M42.00S,2023-02-09T02:25:08.0Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,96,84,2023-02-09T02:25:11Z,5360000,False,,,0,,C. Boucher REBOUND (Off:4 Def:6),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,547.0,10.0,6.0,4.0,,,,,,,,,,,,,,
549,PT07M34.00S,2023-02-09T02:25:18.7Z,4,REGULAR,turnover,out-of-bounds,[],1628449,,,1610612761,96,84,2023-02-09T02:25:30Z,5370000,False,,,0,,C. Boucher lost ball out-of-bounds TURNOVER (1 TO),[1628449],1610612761.0,TOR,lost ball,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200834.0,1.0,,,,,,
550,PT07M18.00S,2023-02-09T02:25:42.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626196,84.44480946123521,38.72549019607843,1610612759,96,84,2023-02-09T02:27:55Z,5380000,False,-56.0,94.0,1,right,MISS J. Richardson 10' driving floating Shot,[1626196],1610612759.0,SAS,driving floating,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,10.94,Missed,,,,,,,,,,,,,,,,,,
551,PT07M15.00S,2023-02-09T02:25:45.0Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,96,84,2023-02-09T02:25:48Z,5390000,False,,,0,,C. Boucher REBOUND (Off:4 Def:7),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),8-16 Center,,,550.0,11.0,7.0,4.0,,,,,,,,,,,,,,
552,PT07M08.00S,2023-02-09T02:25:52.4Z,4,REGULAR,3pt,Jump Shot,[],1630173,25.04927726675427,12.009803921568627,1610612761,99,84,2023-02-09T02:25:57Z,5400000,False,190.0,183.0,1,left,P. Achiuwa 26' 3PT  (10 PTS) (P. Siakam 7 AST),"[1630173, 1627783]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,26.38,Made,,,,,,,10.0,P. Siakam,1627783.0,7.0,,,,,,,,
554,PT06M54.00S,2023-02-09T02:26:06.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,94.1688567674113,49.754901960784316,1610612759,99,86,2023-02-09T02:28:38Z,5420000,False,-1.0,2.0,1,right,K. Johnson driving reverse Layup (18 PTS),[1629640],1610612759.0,SAS,driving reverse,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,0.26,Made,,,,,,,18.0,,,,,,,,,,,
555,PT06M49.00S,2023-02-09T02:26:13.5Z,4,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,99,86,2023-02-09T02:26:21Z,5430000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (2 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,200834.0,2.0,,,,,,
556,PT06M32.00S,2023-02-09T02:26:43.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629640,92.59198423127464,45.83333333333333,1610612759,99,86,2023-02-09T02:26:52Z,5440000,False,-21.0,17.0,1,right,MISS K. Johnson driving Layup - blocked,"[1629640, 1630173]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.69,Missed,,,,,Achiuwa,1630173.0,,,,,,,,,,,,
557,PT06M32.00S,2023-02-09T02:26:43.7Z,4,REGULAR,block,,[],1630173,,,1610612759,99,86,2023-02-09T02:26:46Z,5450000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
558,PT06M29.00S,2023-02-09T02:26:46.7Z,4,REGULAR,rebound,defensive,[],1629018,,,1610612761,99,86,2023-02-09T02:26:52Z,5460000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:5),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,556.0,5.0,5.0,0.0,,,,,,,,,,,,,,
559,PT06M26.00S,2023-02-09T02:26:50.2Z,4,REGULAR,3pt,Jump Shot,[],1629018,32.013797634691194,66.42156862745098,1610612761,99,86,2023-02-09T02:26:57Z,5470000,False,-82.0,248.0,1,left,MISS G. Trent Jr. 26' step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
560,PT06M26.00S,2023-02-09T02:26:50.2Z,4,REGULAR,rebound,defensive,[],1631103,,,1610612759,99,86,2023-02-09T02:26:57Z,5480000,False,,,0,,M. Branham REBOUND (Off:1 Def:4),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,,,559.0,5.0,4.0,1.0,,,,,,,,,,,,,,
562,PT06M18.00S,2023-02-09T02:27:01.2Z,4,REGULAR,substitution,out,[],1629018,,,1610612759,99,86,2023-02-09T02:27:10Z,5500000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT06M18.00S,2023-02-09T02:27:01.2Z,4,REGULAR,substitution,out,[],1628966,,,1610612759,99,86,2023-02-09T02:27:10Z,5510000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT06M18.00S,2023-02-09T02:27:01.2Z,4,REGULAR,substitution,in,[],1627832,,,1610612759,99,86,2023-02-09T02:27:10Z,5520000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M18.00S,2023-02-09T02:27:01.2Z,4,REGULAR,substitution,in,[],1629676,,,1610612759,99,86,2023-02-09T02:27:10Z,5530000,False,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M18.00S,2023-02-09T02:27:01.2Z,4,REGULAR,substitution,out,[],1631103,,,1610612759,99,86,2023-02-09T02:27:17Z,5540000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT06M18.00S,2023-02-09T02:27:01.2Z,4,REGULAR,substitution,in,[],203926,,,1610612759,99,86,2023-02-09T02:27:17Z,5550000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M04.00S,2023-02-09T02:27:41.9Z,4,REGULAR,turnover,bad pass,[],1629640,,,1610612759,99,86,2023-02-09T02:30:20Z,5560000,False,,,0,,K. Johnson bad pass TURNOVER (2 TO),"[1629640, 1628449]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,2.0,Boucher,1628449.0,,,,
569,PT06M04.00S,2023-02-09T02:27:41.9Z,4,REGULAR,steal,,[],1628449,,,1610612761,99,86,2023-02-09T02:27:44Z,5570000,False,,,0,,C. Boucher STEAL (2 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
570,PT06M00.00S,2023-02-09T02:27:47.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628449,11.645860709592641,38.72549019607843,1610612761,101,86,2023-02-09T02:30:40Z,5580000,False,56.0,57.0,1,left,C. Boucher 8' running Layup (13 PTS),[1628449],1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,8.02,Made,,,,,,,13.0,,,,,,,,,,,
571,PT06M00.00S,2023-02-09T02:27:54.5Z,4,REGULAR,foul,personal,['1freethrow'],1629676,,,1610612761,101,86,2023-02-09T02:28:00Z,5590000,False,,,0,,I. Roby shooting personal FOUL (3 PF) (Boucher 1 FT),"[1629676, 1628449]",1610612759.0,SAS,shooting,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200834.0,,,,3.0,0.0,Boucher,1628449.0
573,PT06M00.00S,2023-02-09T02:28:11.7Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628449,,,1610612761,101,86,2023-02-09T02:28:15Z,5610000,False,,,0,,MISS C. Boucher Free Throw 1 of 1,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
574,PT05M56.00S,2023-02-09T02:28:15.7Z,4,REGULAR,rebound,defensive,[],1629640,,,1610612759,101,86,2023-02-09T02:28:15Z,5620000,False,,,0,,K. Johnson REBOUND (Off:0 Def:7),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,573.0,7.0,7.0,0.0,,,,,,,,,,,,,,
575,PT05M50.00S,2023-02-09T02:28:22.9Z,4,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612759,101,86,2023-02-09T02:28:34Z,5630000,False,,,0,,P. Achiuwa shooting personal FOUL (4 PF) (Johnson 2 FT),"[1630173, 1629640]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628171.0,,,,4.0,0.0,Johnson,1629640.0
577,PT05M50.00S,2023-02-09T02:28:49.1Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629640,,,1610612759,101,87,2023-02-09T02:28:49Z,5650000,False,,,0,,K. Johnson Free Throw 1 of 2 (19 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,19.0,,,,,,,,,,,
578,PT05M50.00S,2023-02-09T02:29:03.7Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629640,,,1610612759,101,88,2023-02-09T02:29:03Z,5660000,False,,,0,,K. Johnson Free Throw 2 of 2 (20 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,20.0,,,,,,,,,,,
579,PT05M38.00S,2023-02-09T02:29:24.2Z,4,REGULAR,turnover,lost ball,[],1630173,,,1610612761,101,88,2023-02-09T02:29:28Z,5670000,False,,,0,,P. Achiuwa lost ball TURNOVER (1 TO),"[1630173, 1626196]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,Richardson,1626196.0,,,,
580,PT05M38.00S,2023-02-09T02:29:24.2Z,4,REGULAR,steal,,[],1626196,,,1610612759,101,88,2023-02-09T02:41:55Z,5680000,False,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
581,PT05M34.00S,2023-02-09T02:29:28.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629676,94.03745072273325,54.166666666666664,1610612759,101,88,2023-02-09T02:29:38Z,5690000,False,21.0,4.0,1,right,MISS I. Roby running Layup,[1629676],1610612759.0,SAS,running,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,2.11,Missed,,,,,,,,,,,,,,,,,,
582,PT05M34.00S,2023-02-09T02:29:28.6Z,4,REGULAR,rebound,offensive,[],1627751,,,1610612759,101,88,2023-02-09T02:29:38Z,5700000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,581.0,6.0,3.0,3.0,,,,,,,,,,,,,,
583,PT05M34.00S,2023-02-09T02:29:34.0Z,4,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612759,101,88,2023-02-09T02:29:42Z,5710000,False,,,0,,P. Siakam shooting personal FOUL (2 PF) (Poeltl 2 FT),"[1627783, 1627751]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,,,,2.0,0.0,Poeltl,1627751.0
585,PT05M34.00S,2023-02-09T02:29:52.8Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",1627751,,,1610612759,101,89,2023-02-09T02:29:52Z,5730000,False,,,0,,J. Poeltl Free Throw 1 of 2 (11 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
586,PT05M34.00S,2023-02-09T02:30:09.7Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover', '2ndchance']",1627751,,,1610612759,101,90,2023-02-09T02:30:09Z,5740000,False,,,0,,J. Poeltl Free Throw 2 of 2 (12 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
