actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
88,PT04M09.00S,2022-11-17T00:55:01.8Z,1,REGULAR,substitution,in,[],203473,,,1610612761,15,22,2022-11-17T00:55:07Z,850000,False,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M01.00S,2022-11-17T00:55:25.7Z,1,REGULAR,foul,offensive,[],1627832,,,1610612761,15,22,2022-11-17T00:55:40Z,860000,False,,,0,,F. VanVleet charge offensive FOUL (1 PF),"[1627832, 1629216]",1610612761.0,TOR,charge,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1193.0,,1.0,1.0,,,,,Vincent,1629216.0
91,PT04M01.00S,2022-11-17T00:55:25.7Z,1,REGULAR,turnover,offensive foul,[],1627832,,,1610612761,15,22,2022-11-17T00:55:40Z,880000,False,,,0,,F. VanVleet offensive foul TURNOVER (1 TO),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,,,,,,,,,,,202901.0,1.0,,,,,,,,
92,PT04M01.00S,2022-11-17T00:55:39.5Z,1,REGULAR,substitution,out,[],1628384,,,1610612748,15,22,2022-11-17T00:55:46Z,890000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M01.00S,2022-11-17T00:55:39.5Z,1,REGULAR,substitution,in,[],1627823,,,1610612748,15,22,2022-11-17T00:55:46Z,900000,False,,,0,,SUB in: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M36.00S,2022-11-17T00:56:18.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],200768,22.946780551905388,64.70588235294117,1610612748,15,24,2022-11-17T00:56:24Z,910000,False,-74.0,163.0,1,left,K. Lowry 17' fadeaway Jump Shot (5 PTS),[200768],1610612748.0,MIA,fadeaway,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left Center,17.9,Made,,,,,5.0,,,,,,,,,,,,,
95,PT03M26.00S,2022-11-17T00:56:29.0Z,1,REGULAR,3pt,Jump Shot,[],1627832,74.06373193166885,82.1078431372549,1610612761,15,24,2022-11-17T00:56:33Z,920000,False,161.0,191.0,1,right,MISS F. VanVleet 24' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,,
96,PT03M23.00S,2022-11-17T00:56:31.9Z,1,REGULAR,rebound,offensive,[],1631132,,,1610612761,15,24,2022-11-17T00:56:31Z,930000,False,,,0,,C. Koloko REBOUND (Off:1 Def:0),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Right Center,,,95.0,1.0,0.0,1.0,,,,,,,,,,,,,,
97,PT03M11.00S,2022-11-17T00:56:43.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627832,85.62746386333771,34.80392156862745,1610612761,15,24,2022-11-17T00:56:47Z,940000,False,-76.0,83.0,1,right,MISS F. VanVleet 11' driving floating Shot - blocked,"[1627832, 200768]",1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Left,11.22,Missed,,,,,,,,,,,,,,,Lowry,200768.0,,
98,PT03M11.00S,2022-11-17T00:56:43.8Z,1,REGULAR,block,,[],200768,,,1610612761,15,24,2022-11-17T00:56:46Z,950000,False,,,0,,K. Lowry BLOCK (1 BLK),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
99,PT03M08.00S,2022-11-17T00:56:46.8Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,15,24,2022-11-17T00:56:47Z,960000,False,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Left,,,97.0,1.0,0.0,1.0,,,,,,,,,,,,,,
100,PT03M07.00S,2022-11-17T00:56:47.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630567,92.19776609724047,4.411764705882353,1610612761,18,24,2022-11-17T00:56:52Z,970000,False,-228.0,21.0,1,right,S. Barnes 3PT  (9 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,22.88,Made,,,,,9.0,,,,,,,,,,,,,
101,PT03M02.00S,2022-11-17T00:56:53.2Z,1,REGULAR,3pt,Jump Shot,[],1629216,25.443495400788436,87.99019607843137,1610612748,18,27,2022-11-17T00:57:37Z,980000,False,-190.0,187.0,1,left,G. Vincent 26' 3PT pullup (3 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,26.64,Made,,,,,3.0,,,,,,,,,,,,,
102,PT02M50.00S,2022-11-17T00:57:14.4Z,1,REGULAR,foul,technical,['1freethrow'],203473,,,1610612761,18,27,2022-11-17T01:00:11Z,990000,False,,,0,,D. Dedmon defensive-3-second technical FOUL (1 Tech),[203473],1610612748.0,MIA,defensive-3-second,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,1193.0,,0.0,1.0,,,,,,
103,PT02M50.00S,2022-11-17T00:57:22.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,18,27,2022-11-17T00:57:22Z,1000000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M50.00S,2022-11-17T00:57:27.9Z,1,REGULAR,substitution,out,[],200768,,,1610612761,18,27,2022-11-17T01:00:01Z,1010000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M50.00S,2022-11-17T00:57:27.9Z,1,REGULAR,substitution,out,[],1631288,,,1610612761,18,27,2022-11-17T01:00:01Z,1020000,False,,,0,,SUB out: J. Cain,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M50.00S,2022-11-17T00:57:27.9Z,1,REGULAR,substitution,in,[],1629130,,,1610612761,18,27,2022-11-17T01:00:01Z,1030000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M50.00S,2022-11-17T00:57:27.9Z,1,REGULAR,substitution,in,[],1628997,,,1610612761,18,27,2022-11-17T01:00:01Z,1040000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M50.00S,2022-11-17T01:00:12.0Z,1,REGULAR,freethrow,1 of 1,[],1627832,,,1610612761,19,27,2022-11-17T01:00:12Z,1050000,False,,,0,,F. VanVleet technical Free Throw 1 of 1 (1 PTS),[1627832],1610612761.0,TOR,technical,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
109,PT02M39.00S,2022-11-17T01:00:38.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631132,93.77463863337714,48.77450980392157,1610612761,21,27,2022-11-17T01:00:42Z,1060000,False,-6.0,6.0,1,right,C. Koloko alley-oop DUNK (4 PTS) (F. VanVleet 2 AST),"[1631132, 1627832]",1610612761.0,TOR,alley-oop,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,4.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,
111,PT02M23.00S,2022-11-17T01:00:57.1Z,1,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,21,27,2022-11-17T01:01:03Z,1080000,False,,,0,,J. Butler lost ball out-of-bounds TURNOVER (2 TO),[202710],1610612748.0,MIA,lost ball,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1193.0,2.0,,,,,,,,
112,PT01M59.00S,2022-11-17T01:01:25.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627832,92.85479632063075,54.65686274509803,1610612761,23,27,2022-11-17T01:01:30Z,1090000,False,23.0,15.0,1,right,F. VanVleet driving finger roll Layup (3 PTS),[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,2.75,Made,,,,,3.0,,,,,,,,,,,,,
113,PT01M46.00S,2022-11-17T01:01:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629216,14.536793692509855,49.50980392156863,1610612748,23,29,2022-11-17T01:01:44Z,1100000,False,2.0,84.0,1,left,G. Vincent 8' driving floating Jump Shot (5 PTS) (D. Robinson 1 AST),"[1629216, 1629130]",1610612748.0,MIA,driving floating,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),8-16 Center,8.41,Made,,,,,5.0,D. Robinson,1629130.0,1.0,,,,,,,,,,
114,PT01M31.00S,2022-11-17T01:01:56.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627823,94.03745072273325,52.69607843137255,1610612761,23,29,2022-11-17T01:10:43Z,1110000,False,13.0,4.0,1,right,MISS J. Hernangomez cutting finger roll Layup,[1627823],1610612761.0,TOR,cutting finger roll,,,Hernangomez,J. Hernangomez,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
115,PT01M30.00S,2022-11-17T01:01:57.5Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,23,29,2022-11-17T01:10:43Z,1120000,False,,,0,,C. Boucher REBOUND (Off:2 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,114.0,2.0,0.0,2.0,,,,,,,,,,,,,,
116,PT01M30.00S,2022-11-17T01:02:01.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628449,94.40999984741211,50.0,1610612761,25,29,2022-11-17T01:10:54Z,1130000,False,0.0,0.0,1,right,C. Boucher tip DUNK (2 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
117,PT01M15.00S,2022-11-17T01:02:09.1Z,1,REGULAR,3pt,Jump Shot,[],1629216,33.327858081471746,64.4607843137255,1610612748,25,29,2022-11-17T01:02:12Z,1140000,False,-72.0,261.0,1,left,MISS G. Vincent 27' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,27.06,Missed,,,,,,,,,,,,,,,,,,
118,PT01M14.00S,2022-11-17T01:02:10.1Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,25,29,2022-11-17T01:02:12Z,1150000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,117.0,2.0,1.0,1.0,,,,,,,,,,,,,,
119,PT01M09.00S,2022-11-17T01:02:15.7Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630567,97.45400788436268,78.43137254901961,1610612761,25,29,2022-11-17T01:02:25Z,1160000,False,142.0,-29.0,1,right,MISS S. Barnes 14' running pullup Shot,[1630567],1610612761.0,TOR,running pullup,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,14.5,Missed,,,,,,,,,,,,,,,,,,
120,PT01M06.00S,2022-11-17T01:02:18.7Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,25,29,2022-11-17T01:02:25Z,1170000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Right,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
121,PT00M54.30S,2022-11-17T01:02:31.2Z,1,REGULAR,3pt,Jump Shot,[],1629130,33.722076215505915,69.85294117647058,1610612748,25,29,2022-11-17T01:02:38Z,1180000,False,-99.0,264.0,1,left,MISS D. Robinson 28' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,28.25,Missed,,,,,,,,,,,,,,,,,,
122,PT00M51.20S,2022-11-17T01:02:34.3Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,25,29,2022-11-17T01:02:38Z,1190000,False,,,0,,C. Boucher REBOUND (Off:2 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,121.0,3.0,1.0,2.0,,,,,,,,,,,,,,
123,PT00M44.50S,2022-11-17T01:02:41.0Z,1,REGULAR,3pt,Jump Shot,[],1628449,74.98357424441524,87.00980392156863,1610612761,25,29,2022-11-17T01:02:47Z,1200000,False,185.0,183.0,1,right,MISS C. Boucher 26' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,26.0,Missed,,,,,,,,,,,,,,,,,,
124,PT00M40.70S,2022-11-17T01:02:44.8Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612748,25,29,2022-11-17T01:02:47Z,1210000,False,,,0,,G. Vincent REBOUND (Off:0 Def:2),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,,,
125,PT00M28.90S,2022-11-17T01:02:57.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,7.5722733245729295,48.03921568627451,1610612748,25,31,2022-11-17T01:03:01Z,1220000,False,10.0,19.0,1,left,C. Martin Layup (7 PTS) (D. Robinson 2 AST),"[1628997, 1629130]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,7.0,D. Robinson,1629130.0,2.0,,,,,,,,,,
127,PT00M09.10S,2022-11-17T01:03:22.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,87.99277266754271,38.23529411764706,1610612761,27,31,2022-11-17T01:03:27Z,1240000,False,-59.0,60.0,1,right,F. VanVleet 8' driving floating Jump Shot (5 PTS) (S. Barnes 2 AST),"[1627832, 1630567]",1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Left,8.43,Made,,,,,5.0,S. Barnes,1630567.0,2.0,,,,,,,,,,
129,PT00M05.70S,2022-11-17T01:03:34.3Z,1,REGULAR,foul,personal,[],1627832,,,1610612748,27,31,2022-11-17T01:03:42Z,1260000,False,,,0,,F. VanVleet personal FOUL (2 PF),"[1627832, 202710]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1193.0,,2.0,1.0,,,,,Butler,202710.0
131,PT00M05.70S,2022-11-17T01:03:42.2Z,1,REGULAR,substitution,out,[],1630567,,,1610612748,27,31,2022-11-17T01:03:55Z,1280000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M05.70S,2022-11-17T01:03:42.2Z,1,REGULAR,substitution,out,[],1627832,,,1610612748,27,31,2022-11-17T01:03:55Z,1290000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M05.70S,2022-11-17T01:03:42.2Z,1,REGULAR,substitution,out,[],203473,,,1610612748,27,31,2022-11-17T01:03:55Z,1300000,False,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M05.70S,2022-11-17T01:03:42.2Z,1,REGULAR,substitution,in,[],1628384,,,1610612748,27,31,2022-11-17T01:03:55Z,1310000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M05.70S,2022-11-17T01:03:42.2Z,1,REGULAR,substitution,in,[],1630625,,,1610612748,27,31,2022-11-17T01:03:55Z,1320000,False,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M05.70S,2022-11-17T01:03:42.2Z,1,REGULAR,substitution,in,[],1631107,,,1610612748,27,31,2022-11-17T01:03:55Z,1330000,False,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M02.30S,2022-11-17T01:04:09.0Z,1,REGULAR,2pt,Jump Shot,[],1629130,6.915243101182654,18.872549019607842,1610612748,27,31,2022-11-17T01:04:15Z,1340000,False,156.0,13.0,1,left,MISS D. Robinson 15' turnaround fadeaway Shot - blocked,"[1629130, 1631132]",1610612748.0,MIA,turnaround fadeaway,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Right,15.61,Missed,,,,,,,,,,,,,,,Koloko,1631132.0,,
138,PT00M02.30S,2022-11-17T01:04:09.0Z,1,REGULAR,block,,[],1631132,,,1610612748,27,31,2022-11-17T01:04:11Z,1350000,False,,,0,,C. Koloko BLOCK (1 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
139,PT00M02.30S,2022-11-17T01:04:09.0Z,1,REGULAR,rebound,offensive,[],1629130,,,1610612748,27,31,2022-11-17T01:04:15Z,1360000,False,,,0,,D. Robinson REBOUND (Off:1 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Right,,,137.0,2.0,1.0,1.0,,,,,,,,,,,,,,
140,PT00M00.30S,2022-11-17T01:04:14.3Z,1,REGULAR,turnover,bad pass,[],1629130,,,1610612748,27,31,2022-11-17T01:04:29Z,1370000,False,,,0,,D. Robinson bad pass TURNOVER (1 TO),"[1629130, 1628449]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,1.0,,,Boucher,1628449.0,,,,
141,PT00M00.30S,2022-11-17T01:04:14.3Z,1,REGULAR,steal,,[],1628449,,,1610612761,27,31,2022-11-17T01:04:16Z,1380000,False,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
142,PT00M00.00S,2022-11-17T01:04:19.4Z,1,REGULAR,period,end,[],0,,,1610612761,27,31,2022-11-17T01:04:19Z,1390000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-11-17T01:04:38.9Z,2,REGULAR,substitution,out,['startperiod'],202710,,,1610612761,27,31,2022-11-17T01:07:00Z,1400000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-11-17T01:04:38.9Z,2,REGULAR,substitution,out,['startperiod'],1631107,,,1610612761,27,31,2022-11-17T01:07:00Z,1410000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-11-17T01:04:38.9Z,2,REGULAR,substitution,in,['startperiod'],203473,,,1610612761,27,31,2022-11-17T01:07:00Z,1420000,False,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-11-17T01:04:38.9Z,2,REGULAR,substitution,in,['startperiod'],1629622,,,1610612761,27,31,2022-11-17T01:07:00Z,1430000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-11-17T01:06:59.6Z,2,REGULAR,period,start,[],0,,,1610612748,27,31,2022-11-17T01:07:00Z,1440000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M49.00S,2022-11-17T01:07:12.3Z,2,REGULAR,turnover,traveling,[],1629622,,,1610612748,27,31,2022-11-17T01:07:33Z,1450000,False,,,0,,M. Strus traveling TURNOVER (1 TO),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,,,,,,,,
149,PT11M34.00S,2022-11-17T01:07:39.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628449,95.6143232588699,72.05882352941177,1610612761,27,31,2022-11-17T01:07:47Z,1460000,False,110.0,-11.0,1,right,MISS C. Boucher 11' turnaround Shot,[1628449],1610612761.0,TOR,turnaround,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Right,11.09,Missed,,,,,,,,,,,,,,,,,,
150,PT11M33.00S,2022-11-17T01:07:40.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,27,31,2022-11-17T01:07:47Z,1470000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,8-16 Right,,,149.0,,,,,,,,,,,,,,,,,
151,PT11M33.00S,2022-11-17T01:07:46.2Z,2,REGULAR,foul,personal,[],1629130,,,1610612761,27,31,2022-11-17T01:08:40Z,1480000,False,,,0,,D. Robinson loose ball personal FOUL (1 PF),"[1629130, 1631132]",1610612748.0,MIA,loose ball,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202901.0,,1.0,0.0,,,,,Koloko,1631132.0
153,PT11M26.00S,2022-11-17T01:08:11.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628384,94.43166885676742,52.450980392156865,1610612761,29,31,2022-11-17T01:08:21Z,1500000,False,12.0,0.0,1,right,O. Anunoby cutting DUNK (4 PTS) (D. Banton 1 AST),"[1628384, 1630625]",1610612761.0,TOR,cutting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,4.0,D. Banton,1630625.0,1.0,,,,,,,,,,
155,PT11M06.00S,2022-11-17T01:08:31.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,8.09789750328515,45.83333333333333,1610612748,29,33,2022-11-17T01:08:38Z,1520000,False,21.0,24.0,1,left,C. Martin driving reverse Layup (9 PTS),[1628997],1610612748.0,MIA,driving reverse,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,3.15,Made,,,,,9.0,,,,,,,,,,,,,
156,PT10M47.00S,2022-11-17T01:08:52.9Z,2,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612761,29,33,2022-11-17T01:09:16Z,1530000,False,,,0,,C. Martin shooting personal FOUL (1 PF) (Boucher 2 FT),"[1628997, 1628449]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202901.0,,1.0,0.0,,,,,Boucher,1628449.0
158,PT10M47.00S,2022-11-17T01:09:17.2Z,2,REGULAR,freethrow,1 of 2,[],1628449,,,1610612761,29,33,2022-11-17T01:09:17Z,1550000,False,,,0,,MISS C. Boucher Free Throw 1 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
159,PT10M47.00S,2022-11-17T01:09:17.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,29,33,2022-11-17T01:09:17Z,1560000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,,
160,PT10M47.00S,2022-11-17T01:09:35.7Z,2,REGULAR,freethrow,2 of 2,[],1628449,,,1610612761,30,33,2022-11-17T01:09:35Z,1570000,False,,,0,,C. Boucher Free Throw 2 of 2 (3 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
161,PT10M40.00S,2022-11-17T01:09:45.4Z,2,REGULAR,3pt,Jump Shot,[],1629216,30.699737187910642,77.69607843137256,1610612748,30,33,2022-11-17T01:09:49Z,1580000,False,-138.0,236.0,1,left,MISS G. Vincent 27' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,27.37,Missed,,,,,,,,,,,,,,,,,,
162,PT10M38.00S,2022-11-17T01:09:47.4Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,30,33,2022-11-17T01:10:47Z,1590000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,161.0,3.0,3.0,0.0,,,,,,,,,,,,,,
163,PT10M32.00S,2022-11-17T01:09:54.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628384,92.72339027595268,44.11764705882353,1610612761,32,33,2022-11-17T01:10:00Z,1600000,False,-29.0,16.0,1,right,O. Anunoby running Layup (6 PTS),[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,3.34,Made,,,,,6.0,,,,,,,,,,,,,
164,PT10M10.00S,2022-11-17T01:10:16.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203473,9.280551905387648,45.34313725490196,1610612748,32,35,2022-11-17T01:10:21Z,1610000,False,23.0,35.0,1,left,D. Dedmon bank Hook (2 PTS) (G. Vincent 2 AST),"[203473, 1629216]",1610612748.0,MIA,bank,,,Dedmon,D. Dedmon,,,,,Restricted Area,0-8 Center,4.18,Made,,,,,2.0,G. Vincent,1629216.0,2.0,,,,,,,,,,
166,PT10M10.00S,2022-11-17T01:10:18.7Z,2,REGULAR,foul,personal,['1freethrow'],1628449,,,1610612748,32,35,2022-11-17T01:10:35Z,1630000,False,,,0,,C. Boucher shooting personal FOUL (1 PF) (Dedmon 1 FT),"[1628449, 203473]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202901.0,,1.0,0.0,,,,,Dedmon,203473.0
168,PT10M10.00S,2022-11-17T01:10:45.6Z,2,REGULAR,freethrow,1 of 1,[],203473,,,1610612748,32,35,2022-11-17T01:10:49Z,1650000,False,,,0,,MISS D. Dedmon Free Throw 1 of 1,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
