actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
340,PT08M19.00S,2022-11-17T01:57:48.9Z,3,REGULAR,turnover,out-of-bounds,[],1631107,,,1610612748,61,70,2022-11-17T01:57:54Z,3360000,False,,,0,,N. Jovic bad pass out-of-bounds TURNOVER (1 TO),[1631107],1610612748.0,MIA,bad pass,,,Jovic,N. Jovic,,,,,Left Corner 3,24+ Left,,,,,,,,,,,202901.0,1.0,,,,,,,,
341,PT08M19.00S,2022-11-17T01:57:55.9Z,3,REGULAR,substitution,out,[],1630625,,,1610612761,61,70,2022-11-17T01:57:59Z,3370000,False,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT08M19.00S,2022-11-17T01:57:55.9Z,3,REGULAR,substitution,in,[],1627823,,,1610612761,61,70,2022-11-17T01:57:59Z,3380000,False,,,0,,SUB in: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT08M02.00S,2022-11-17T01:58:13.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201152,10.5946123521682,59.068627450980394,1610612761,61,70,2022-11-17T02:02:04Z,3390000,False,-45.0,47.0,1,left,MISS T. Young 6' driving finger roll Layup,[201152],1610612761.0,TOR,driving finger roll,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
344,PT07M59.00S,2022-11-17T01:58:16.5Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,61,70,2022-11-17T01:58:16Z,3400000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,343.0,1.0,1.0,0.0,,,,,,,,,,,,,,
345,PT07M45.00S,2022-11-17T01:58:31.2Z,3,REGULAR,2pt,Jump Shot,[],1631107,91.5407358738502,26.225490196078432,1610612748,61,70,2022-11-17T01:58:35Z,3410000,False,-119.0,27.0,1,right,MISS N. Jovic 12' driving floating Shot,[1631107],1610612748.0,MIA,driving floating,,,Jovic,N. Jovic,,,,,Mid-Range,8-16 Left,12.19,Missed,,,,,,,,,,,,,,,,,,
346,PT07M44.00S,2022-11-17T01:58:32.2Z,3,REGULAR,rebound,offensive,[],1631107,,,1610612748,61,70,2022-11-17T01:58:35Z,3420000,False,,,0,,N. Jovic REBOUND (Off:1 Def:1),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Mid-Range,8-16 Left,,,345.0,2.0,1.0,1.0,,,,,,,,,,,,,,
347,PT07M35.00S,2022-11-17T01:58:42.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628997,70.64717477003943,18.38235294117647,1610612748,61,70,2022-11-17T01:58:48Z,3430000,False,-158.0,223.0,1,right,MISS C. Martin 27' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,27.37,Missed,,,,,,,,,,,,,,,,,,
348,PT07M32.00S,2022-11-17T01:58:45.0Z,3,REGULAR,rebound,defensive,[],1627823,,,1610612761,61,70,2022-11-17T01:58:48Z,3440000,False,,,0,,J. Hernangomez REBOUND (Off:0 Def:2),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Left Center,,,347.0,2.0,2.0,0.0,,,,,,,,,,,,,,
349,PT07M16.00S,2022-11-17T01:59:03.5Z,3,REGULAR,foul,personal,['2freethrow'],200768,,,1610612761,61,70,2022-11-17T01:59:23Z,3450000,False,,,0,,K. Lowry shooting personal FOUL (1 PF) (VanVleet 2 FT),"[200768, 1627832]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,202901.0,,1.0,0.0,,,,,VanVleet,1627832.0
351,PT07M16.00S,2022-11-17T01:59:26.8Z,3,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,62,70,2022-11-17T01:59:26Z,3470000,False,,,0,,F. VanVleet Free Throw 1 of 2 (14 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
352,PT07M16.00S,2022-11-17T01:59:43.6Z,3,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,63,70,2022-11-17T01:59:43Z,3480000,False,,,0,,F. VanVleet Free Throw 2 of 2 (15 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
353,PT07M03.00S,2022-11-17T01:59:58.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628997,91.40932982917214,62.254901960784316,1610612748,63,70,2022-11-17T02:00:02Z,3490000,False,61.0,28.0,1,right,MISS C. Martin 6' driving Hook,[1628997],1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,In The Paint (Non-RA),0-8 Center,6.75,Missed,,,,,,,,,,,,,,,,,,
354,PT07M00.00S,2022-11-17T02:00:01.4Z,3,REGULAR,rebound,defensive,[],201152,,,1610612761,63,70,2022-11-17T02:00:02Z,3500000,False,,,0,,T. Young REBOUND (Off:0 Def:3),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,353.0,3.0,3.0,0.0,,,,,,,,,,,,,,
355,PT06M57.00S,2022-11-17T02:00:04.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,9.411957950065702,95.34313725490196,1610612761,63,70,2022-11-17T02:00:16Z,3510000,False,-227.0,36.0,1,left,MISS O. Anunoby running 3PT,[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,22.95,Missed,,,,,,,,,,,,,,,,,,
356,PT06M54.00S,2022-11-17T02:00:09.1Z,3,REGULAR,rebound,offensive,[],201152,,,1610612761,63,70,2022-11-17T02:00:09Z,3520000,False,,,0,,T. Young REBOUND (Off:1 Def:3),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Left Corner 3,24+ Left,,,355.0,4.0,3.0,1.0,,,,,,,,,,,,,,
358,PT06M54.00S,2022-11-17T02:00:27.7Z,3,REGULAR,foul,personal,[],200768,,,1610612761,63,70,2022-11-17T02:00:39Z,3540000,False,,,0,,K. Lowry personal FOUL (2 PF),"[200768, 201152]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,,2.0,0.0,,,,,Young,201152.0
361,PT06M54.00S,2022-11-17T02:00:36.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,63,70,2022-11-17T02:00:36Z,3570000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT06M49.00S,2022-11-17T02:03:22.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630567,26.757555847568987,16.176470588235293,1610612761,63,70,2022-11-17T02:03:29Z,3580000,False,169.0,199.0,1,left,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,26.11,Missed,,,,,,,,,,,,,,,,,,
363,PT06M44.00S,2022-11-17T02:03:27.6Z,3,REGULAR,rebound,offensive,[],201152,,,1610612761,63,70,2022-11-17T02:03:29Z,3590000,False,,,0,,T. Young REBOUND (Off:2 Def:3),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,362.0,5.0,3.0,2.0,,,,,,,,,,,,,,
364,PT06M43.00S,2022-11-17T02:03:28.1Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201152,9.149145860709593,44.85294117647059,1610612761,65,70,2022-11-17T02:03:32Z,3600000,False,26.0,34.0,1,left,T. Young Hook (8 PTS),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,4.22,Made,,,,,8.0,,,,,,,,,,,,,
365,PT06M30.00S,2022-11-17T02:03:43.5Z,3,REGULAR,turnover,traveling,[],1631107,,,1610612748,65,70,2022-11-17T02:03:56Z,3610000,False,,,0,,N. Jovic traveling TURNOVER (2 TO),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1193.0,2.0,,,,,,,,
366,PT06M23.00S,2022-11-17T02:03:57.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,34.247700394218136,58.57843137254902,1610612761,65,70,2022-11-17T02:04:04Z,3620000,False,-43.0,269.0,1,left,MISS F. VanVleet 27' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,27.28,Missed,,,,,,,,,,,,,,,,,,
367,PT06M20.00S,2022-11-17T02:04:00.9Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,65,70,2022-11-17T02:04:00Z,3630000,False,,,0,,S. Barnes REBOUND (Off:3 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,366.0,6.0,3.0,3.0,,,,,,,,,,,,,,
368,PT06M18.00S,2022-11-17T02:04:02.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628384,8.886333771353483,96.07843137254902,1610612761,68,70,2022-11-17T02:04:13Z,3640000,False,-230.0,31.0,1,left,O. Anunoby 3PT step back (17 PTS) (S. Barnes 5 AST),"[1628384, 1630567]",1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.25,Made,,,,,17.0,S. Barnes,1630567.0,5.0,,,,,,,,,,
370,PT05M57.00S,2022-11-17T02:04:22.9Z,3,REGULAR,3pt,Jump Shot,[],1629622,95.22010512483574,95.83333333333334,1610612748,68,70,2022-11-17T02:04:27Z,3660000,False,229.0,-8.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
371,PT05M55.00S,2022-11-17T02:04:24.9Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,68,70,2022-11-17T02:04:27Z,3670000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:6),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,370.0,7.0,6.0,1.0,,,,,,,,,,,,,,
372,PT05M44.00S,2022-11-17T02:04:37.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201152,11.645860709592641,58.08823529411765,1610612761,68,70,2022-11-17T02:11:45Z,3680000,False,-40.0,57.0,1,left,MISS T. Young 6' floating Shot,[201152],1610612761.0,TOR,floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,6.99,Missed,,,,,,,,,,,,,,,,,,
373,PT05M43.00S,2022-11-17T02:04:38.2Z,3,REGULAR,rebound,defensive,[],1631107,,,1610612748,68,70,2022-11-17T02:04:44Z,3690000,False,,,0,,N. Jovic REBOUND (Off:1 Def:2),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),0-8 Center,,,372.0,3.0,2.0,1.0,,,,,,,,,,,,,,
374,PT05M43.00S,2022-11-17T02:04:42.4Z,3,REGULAR,foul,personal,[],201152,,,1610612748,68,70,2022-11-17T02:05:04Z,3700000,False,,,0,,T. Young personal FOUL (3 PF),"[201152, 1631107]",1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202901.0,,3.0,0.0,,,,,Jovic,1631107.0
376,PT05M25.00S,2022-11-17T02:05:16.7Z,3,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,68,70,2022-11-17T02:05:23Z,3720000,False,,,0,,J. Butler lost ball out-of-bounds TURNOVER (3 TO),[202710],1610612748.0,MIA,lost ball,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,202901.0,3.0,,,,,,,,
378,PT05M09.00S,2022-11-17T02:05:37.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627832,26.123111038107755,55.90533088235294,1610612761,70,70,2022-11-17T02:08:25Z,3730000,False,-30.0,193.0,1,left,F. VanVleet 19' pullup Jump Shot (17 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,19.53,Made,,,,,17.0,,,,,,,,,,,,,
379,PT04M51.00S,2022-11-17T02:05:54.5Z,3,REGULAR,3pt,Jump Shot,[],200768,67.62483574244416,33.088235294117645,1610612748,70,70,2022-11-17T02:05:59Z,3740000,False,-85.0,252.0,1,right,MISS K. Lowry 26' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,26.56,Missed,,,,,,,,,,,,,,,,,,
380,PT04M49.00S,2022-11-17T02:05:56.5Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,70,70,2022-11-17T02:05:59Z,3750000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,379.0,1.0,1.0,0.0,,,,,,,,,,,,,,
381,PT04M46.00S,2022-11-17T02:06:02.5Z,3,REGULAR,foul,personal,['2freethrow'],200768,,,1610612761,70,70,2022-11-17T02:06:23Z,3760000,False,,,0,,K. Lowry shooting personal FOUL (3 PF) (VanVleet 2 FT),"[200768, 1627832]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101284.0,,3.0,0.0,,,,,VanVleet,1627832.0
383,PT04M46.00S,2022-11-17T02:06:28.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627832,,,1610612761,71,70,2022-11-17T02:06:50Z,3780000,False,,,0,,F. VanVleet Free Throw 1 of 2 (18 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
384,PT04M46.00S,2022-11-17T02:06:29.2Z,3,REGULAR,substitution,out,[],200768,,,1610612761,71,70,2022-11-17T02:06:35Z,3790000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT04M46.00S,2022-11-17T02:06:29.2Z,3,REGULAR,substitution,out,[],1628997,,,1610612761,71,70,2022-11-17T02:06:35Z,3800000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT04M46.00S,2022-11-17T02:06:29.2Z,3,REGULAR,substitution,in,[],1631288,,,1610612761,71,70,2022-11-17T02:06:35Z,3810000,False,,,0,,SUB in: J. Cain,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT04M46.00S,2022-11-17T02:06:29.2Z,3,REGULAR,substitution,in,[],1629216,,,1610612761,71,70,2022-11-17T02:06:35Z,3820000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT04M46.00S,2022-11-17T02:06:28.7Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627832,,,1610612761,71,70,2022-11-17T02:06:50Z,3830000,False,,,0,,MISS F. VanVleet Free Throw 2 of 2,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
389,PT04M43.00S,2022-11-17T02:06:31.7Z,3,REGULAR,rebound,defensive,[],1631288,,,1610612748,71,70,2022-11-17T02:06:50Z,3840000,False,,,0,,J. Cain REBOUND (Off:0 Def:1),[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,,388.0,1.0,1.0,0.0,,,,,,,,,,,,,,
390,PT04M40.00S,2022-11-17T02:06:56.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,71,70,2022-11-17T02:06:56Z,3850000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT04M34.00S,2022-11-17T02:10:05.7Z,3,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,71,70,2022-11-17T02:10:11Z,3860000,False,,,0,,J. Butler bad pass out-of-bounds TURNOVER (4 TO),[202710],1610612748.0,MIA,bad pass,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,4.0,,,,,,,,
392,PT04M21.00S,2022-11-17T02:10:23.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627832,24.129434954007884,37.5,1610612761,71,70,2022-11-17T02:10:28Z,3870000,False,62.0,174.0,1,left,MISS F. VanVleet 18' pullup Shot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,18.52,Missed,,,,,,,,,,,,,,,,,,
393,PT04M19.00S,2022-11-17T02:10:26.1Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612761,71,70,2022-11-17T02:10:26Z,3880000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:6),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right Center,,,392.0,8.0,6.0,2.0,,,,,,,,,,,,,,
394,PT04M15.00S,2022-11-17T02:11:17.2Z,3,REGULAR,jumpball,recovered,[],1630567,,,1610612761,71,70,2022-11-17T02:11:17Z,3890000,False,,,0,,Jump Ball O. Anunoby vs. J. Cain: Tip to S. Barnes,"[1630567, 1628384, 1631288]",1610612761.0,TOR,heldball,S. Barnes,1630567.0,Barnes,S. Barnes,Anunoby,1628384.0,Cain,1631288.0,,,,,,,,,,,,,,,,,,,,,,
397,PT04M07.00S,2022-11-17T02:11:25.3Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627832,35.29894875164258,24.019607843137255,1610612761,71,70,2022-11-17T02:11:32Z,3920000,False,130.0,279.0,1,left,MISS F. VanVleet 30' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,30.8,Missed,,,,,,,,,,,,,,,,,,
398,PT04M05.00S,2022-11-17T02:11:27.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,71,70,2022-11-17T02:12:13Z,3930000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,397.0,,,,,,,,,,,,,,,,,
401,PT03M53.00S,2022-11-17T02:12:11.6Z,3,REGULAR,foul,offensive,[],202710,,,1610612748,71,70,2022-11-17T02:14:17Z,3960000,False,,,0,,J. Butler off-the-ball offensive FOUL (1 PF),"[202710, 1627823]",1610612748.0,MIA,off-the-ball,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1193.0,,1.0,0.0,,,,,Hernangomez,1627823.0
403,PT03M53.00S,2022-11-17T02:12:11.6Z,3,REGULAR,turnover,offensive foul,[],202710,,,1610612748,71,70,2022-11-17T02:12:51Z,3980000,False,,,0,,J. Butler offensive foul TURNOVER (5 TO),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1193.0,5.0,,,,,,,,
404,PT03M53.00S,2022-11-17T02:12:26.6Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,71,70,2022-11-17T02:12:55Z,3990000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT03M53.00S,2022-11-17T02:12:26.6Z,3,REGULAR,substitution,out,[],201152,,,1610612761,71,70,2022-11-17T02:12:55Z,4000000,False,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M53.00S,2022-11-17T02:12:26.6Z,3,REGULAR,substitution,out,[],1631107,,,1610612761,71,70,2022-11-17T02:12:55Z,4010000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M53.00S,2022-11-17T02:12:26.6Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,71,70,2022-11-17T02:12:55Z,4020000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M53.00S,2022-11-17T02:12:26.6Z,3,REGULAR,substitution,in,[],1631132,,,1610612761,71,70,2022-11-17T02:12:55Z,4030000,False,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M53.00S,2022-11-17T02:12:26.6Z,3,REGULAR,substitution,in,[],203473,,,1610612761,71,70,2022-11-17T02:12:55Z,4040000,False,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M39.00S,2022-11-17T02:13:03.5Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628384,24.26084099868594,43.872549019607845,1610612761,73,70,2022-11-17T02:13:09Z,4050000,False,31.0,176.0,1,left,O. Anunoby 17' step back Jump Shot (19 PTS) (F. VanVleet 4 AST),"[1628384, 1627832]",1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Center,17.82,Made,,,,,19.0,F. VanVleet,1627832.0,4.0,,,,,,,,,,
412,PT03M21.00S,2022-11-17T02:13:21.1Z,3,REGULAR,3pt,Jump Shot,[],1631288,90.75229960578186,96.32352941176471,1610612748,73,70,2022-11-17T02:13:28Z,4070000,False,232.0,34.0,1,right,MISS J. Cain 3PT,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
413,PT03M17.00S,2022-11-17T02:13:25.1Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,73,70,2022-11-17T02:13:28Z,4080000,False,,,0,,C. Boucher REBOUND (Off:2 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,,,412.0,5.0,3.0,2.0,,,,,,,,,,,,,,
415,PT03M06.00S,2022-11-17T02:13:38.2Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'defensivegoaltending']",1628384,10.200394218134035,47.794117647058826,1610612761,75,70,2022-11-17T02:13:55Z,4100000,False,11.0,43.0,1,left,O. Anunoby driving Hook (21 PTS) (F. VanVleet 5 AST),"[1628384, 1627832]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,4.48,Made,,,,,21.0,F. VanVleet,1627832.0,5.0,,,,,,,,,,
417,PT03M06.00S,2022-11-17T02:13:44.3Z,3,REGULAR,violation,defensive goaltending,[],203473,,,1610612761,75,70,2022-11-17T02:13:55Z,4120000,False,,,0,,D. Dedmon defensive goaltending VIOLATION,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,
418,PT02M54.00S,2022-11-17T02:14:00.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631288,93.51182654402102,54.41176470588235,1610612748,75,70,2022-11-17T02:21:22Z,4130000,False,22.0,8.0,1,right,MISS J. Cain driving Layup,[1631288],1610612748.0,MIA,driving,,,Cain,J. Cain,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,,,
419,PT02M52.00S,2022-11-17T02:14:02.9Z,3,REGULAR,rebound,defensive,[],1627823,,,1610612761,75,70,2022-11-17T02:14:08Z,4140000,False,,,0,,J. Hernangomez REBOUND (Off:0 Def:3),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Restricted Area,0-8 Center,,,418.0,3.0,3.0,0.0,,,,,,,,,,,,,,
420,PT02M38.00S,2022-11-17T02:14:16.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,8.360709592641262,50.245098039215684,1610612761,77,70,2022-11-17T02:22:48Z,4150000,False,-1.0,26.0,1,left,O. Anunoby alley-oop DUNK (23 PTS) (F. VanVleet 6 AST),"[1628384, 1627832]",1610612761.0,TOR,alley-oop,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.61,Made,,,,,23.0,F. VanVleet,1627832.0,6.0,,,,,,,,,,
422,PT02M24.00S,2022-11-17T02:14:30.4Z,3,REGULAR,3pt,Jump Shot,[],1631288,92.85479632063075,3.9215686274509802,1610612748,77,70,2022-11-17T02:14:35Z,4170000,False,-230.0,15.0,1,right,MISS J. Cain 3PT,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,,
423,PT02M21.00S,2022-11-17T02:14:33.4Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,77,70,2022-11-17T02:14:35Z,4180000,False,,,0,,C. Boucher REBOUND (Off:2 Def:4),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Left Corner 3,24+ Left,,,422.0,6.0,4.0,2.0,,,,,,,,,,,,,,
424,PT02M04.00S,2022-11-17T02:14:50.6Z,3,REGULAR,3pt,Jump Shot,[],1627832,32.276609724047304,74.50980392156863,1610612761,80,70,2022-11-17T02:15:01Z,4190000,False,-123.0,251.0,1,left,F. VanVleet 27' 3PT pullup (21 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,27.92,Made,,,,,21.0,,,,,,,,,,,,,
425,PT02M03.00S,2022-11-17T02:14:56.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612748,80,70,2022-11-17T02:14:56Z,4200000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT02M03.00S,2022-11-17T02:15:44.8Z,3,REGULAR,substitution,out,[],1631288,,,1610612748,80,70,2022-11-17T02:16:22Z,4210000,False,,,0,,SUB out: J. Cain,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M03.00S,2022-11-17T02:15:44.8Z,3,REGULAR,substitution,out,[],1629622,,,1610612748,80,70,2022-11-17T02:16:22Z,4220000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
