actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT05M34.00S,2022-11-06T23:24:54.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,12,14,2022-11-06T23:24:57Z,860000,,,0,,N. Vucevic REBOUND (Off:1 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,86.0,5.0,4.0,1.0,,,,,
88,PT05M24.00S,2022-11-06T23:25:04.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,91.5407358738502,44.85294117647059,1610612741,12,14,2022-11-06T23:25:16Z,870000,-26.0,27.0,1,right,MISS P. Williams driving Layup - blocked,"[1630172, 1631132]",1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,Koloko,1631132.0,,,,,,,,,
105,PT05M24.00S,2022-11-06T23:25:04.8Z,1,REGULAR,block,,[],1631132,,,1610612741,12,14,2022-11-06T23:28:16Z,875000,,,0,,C. Koloko BLOCK (4 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
89,PT05M21.00S,2022-11-06T23:25:07.8Z,1,REGULAR,rebound,offensive,[],1630172,,,1610612741,12,14,2022-11-06T23:25:16Z,880000,,,0,,P. Williams REBOUND (Off:2 Def:0),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,88.0,2.0,0.0,2.0,,,,,
90,PT05M21.00S,2022-11-06T23:25:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630172,94.40999984741211,50.0,1610612741,12,14,2022-11-06T23:25:07Z,890000,0.0,0.0,1,right,MISS P. Williams tip Layup,[1630172],1610612741.0,CHI,tip,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
91,PT05M20.00S,2022-11-06T23:25:08.3Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,12,14,2022-11-06T23:25:08Z,900000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,90.0,1.0,1.0,0.0,,,,,
92,PT05M09.00S,2022-11-06T23:25:19.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631132,8.886333771353483,58.82352941176471,1610612761,12,14,2022-11-06T23:29:23Z,910000,-44.0,31.0,1,left,MISS C. Koloko turnaround Hook,[1631132],1610612761.0,TOR,turnaround,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,,,,,,,,,,,
93,PT05M04.00S,2022-11-06T23:25:24.7Z,1,REGULAR,rebound,offensive,[],1628449,,,1610612761,12,14,2022-11-06T23:25:27Z,920000,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,92.0,1.0,0.0,1.0,,,,,
94,PT05M04.00S,2022-11-06T23:25:24.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,5.590000152587891,50.0,1610612761,12,14,2022-11-06T23:25:24Z,930000,0.0,0.0,1,left,MISS C. Boucher tip Layup,[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
95,PT05M03.00S,2022-11-06T23:25:25.0Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,12,14,2022-11-06T23:25:25Z,940000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,94.0,1.0,1.0,0.0,,,,,
97,PT05M00.00S,2022-11-06T23:25:38.3Z,1,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612741,12,14,2022-11-06T23:25:49Z,960000,,,0,,O. Anunoby shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1628384, 201942]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,DeRozan,201942.0
99,PT05M00.00S,2022-11-06T23:26:04.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201942,,,1610612741,12,15,2022-11-06T23:26:04Z,980000,,,0,,D. DeRozan Free Throw 1 of 2 (3 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
100,PT05M00.00S,2022-11-06T23:26:05.3Z,1,REGULAR,substitution,out,[],1631132,,,1610612741,12,15,2022-11-06T23:26:13Z,990000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M00.00S,2022-11-06T23:26:05.3Z,1,REGULAR,substitution,out,[],1630172,,,1610612741,12,15,2022-11-06T23:26:13Z,1000000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M00.00S,2022-11-06T23:26:05.3Z,1,REGULAR,substitution,in,[],1630173,,,1610612741,12,15,2022-11-06T23:26:13Z,1010000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M00.00S,2022-11-06T23:26:05.3Z,1,REGULAR,substitution,in,[],1631207,,,1610612741,12,15,2022-11-06T23:26:13Z,1020000,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M00.00S,2022-11-06T23:26:31.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201942,,,1610612741,12,16,2022-11-06T23:26:31Z,1030000,,,0,,D. DeRozan Free Throw 2 of 2 (4 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
106,PT04M47.00S,2022-11-06T23:26:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,10.726018396846255,43.13725490196079,1610612761,12,16,2022-11-06T23:26:59Z,1040000,34.0,48.0,1,left,MISS O. Anunoby driving Layup - blocked,"[1628384, 1631207]",1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,5.92,Missed,,,,,,,,Terry,1631207.0,,,,,,,,,
107,PT04M47.00S,2022-11-06T23:26:48.2Z,1,REGULAR,block,,[],1631207,,,1610612761,12,16,2022-11-06T23:26:55Z,1050000,,,0,,D. Terry BLOCK (1 BLK),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
108,PT04M47.00S,2022-11-06T23:26:48.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,12,16,2022-11-06T23:26:59Z,1060000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,106.0,,,,,,,,
110,PT04M31.00S,2022-11-06T23:27:16.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631207,92.9862023653088,51.71568627450981,1610612741,12,18,2022-11-06T23:27:21Z,1080000,9.0,13.0,1,right,D. Terry cutting Layup (2 PTS) (J. Green 1 AST),"[1631207, 1629750]",1610612741.0,CHI,cutting,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,J. Green,1629750.0,1.0,,,,,,,,,,,,,,
112,PT04M10.00S,2022-11-06T23:27:40.1Z,1,REGULAR,foul,offensive,[],1628449,,,1610612761,12,18,2022-11-06T23:29:46Z,1100000,,,0,,C. Boucher charge offensive FOUL (1 PF),"[1628449, 1631207]",1610612761.0,TOR,charge,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Terry,1631207.0
114,PT04M10.00S,2022-11-06T23:27:40.1Z,1,REGULAR,turnover,offensive foul,[],1628449,,,1610612761,12,18,2022-11-06T23:27:40Z,1120000,,,0,,C. Boucher offensive foul TURNOVER (1 TO),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,1.0,,,,,,,,,2530.0,,,,
115,PT04M01.00S,2022-11-06T23:28:06.1Z,1,REGULAR,turnover,bad pass,[],201942,,,1610612741,12,18,2022-11-06T23:28:11Z,1130000,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 1630173]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Achiuwa,1630173.0,,,,,,,,,,,
116,PT04M01.00S,2022-11-06T23:28:06.1Z,1,REGULAR,steal,,[],1630173,,,1610612761,12,18,2022-11-06T23:28:08Z,1140000,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
117,PT03M58.00S,2022-11-06T23:28:11.4Z,1,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612761,12,18,2022-11-06T23:28:21Z,1150000,,,0,,J. Green shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1629750, 1630173]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Achiuwa,1630173.0
119,PT03M58.00S,2022-11-06T23:28:45.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630173,,,1610612761,13,18,2022-11-06T23:28:45Z,1170000,,,0,,P. Achiuwa Free Throw 1 of 2 (1 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
120,PT03M58.00S,2022-11-06T23:29:00.9Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630173,,,1610612761,13,18,2022-11-06T23:29:00Z,1180000,,,0,,MISS P. Achiuwa Free Throw 2 of 2,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
121,PT03M55.00S,2022-11-06T23:29:02.5Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,13,18,2022-11-06T23:29:02Z,1190000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,
122,PT03M45.00S,2022-11-06T23:29:13.2Z,1,REGULAR,2pt,Jump Shot,[],201942,74.32654402102497,58.333333333333336,1610612741,13,20,2022-11-06T23:29:20Z,1200000,42.0,189.0,1,right,D. DeRozan 19' pullup Jump Shot (6 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,19.34,Made,6.0,,,,,,,,,,,,,,,,,
123,PT03M30.00S,2022-11-06T23:29:26.8Z,1,REGULAR,3pt,Jump Shot,[],1627832,35.167542706964525,48.77450980392157,1610612761,13,20,2022-11-06T23:29:35Z,1210000,6.0,278.0,1,left,MISS F. VanVleet 27' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,27.82,Missed,,,,,,,,,,,,,,,,,,
124,PT03M26.00S,2022-11-06T23:29:31.3Z,1,REGULAR,rebound,offensive,[],203490,,,1610612761,13,20,2022-11-06T23:29:31Z,1220000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:0),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,123.0,1.0,0.0,1.0,,,,,
125,PT03M24.00S,2022-11-06T23:29:33.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,23.47240473061761,89.95098039215686,1610612761,16,20,2022-11-06T23:29:38Z,1230000,-200.0,168.0,1,left,O. Anunoby 26' 3PT  (5 PTS) (O. Porter Jr. 1 AST),"[1628384, 203490]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,26.11,Made,5.0,O. Porter Jr.,203490.0,1.0,,,,,,,,,,,,,,
127,PT03M03.00S,2022-11-06T23:29:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,89.96386333771353,42.8921568627451,1610612741,16,20,2022-11-06T23:30:02Z,1250000,-36.0,42.0,1,right,MISS J. Green driving Layup,[1629750],1610612741.0,CHI,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,5.48,Missed,,,,,,,,,,,,,,,,,,
128,PT03M00.00S,2022-11-06T23:29:57.2Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,16,20,2022-11-06T23:30:02Z,1260000,,,0,,N. Vucevic REBOUND (Off:2 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,127.0,6.0,4.0,2.0,,,,,
129,PT03M00.00S,2022-11-06T23:29:57.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,94.40999984741211,50.0,1610612741,16,22,2022-11-06T23:29:57Z,1270000,0.0,0.0,1,right,N. Vucevic tip Layup (6 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
130,PT02M38.00S,2022-11-06T23:30:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,8.360709592641262,43.627450980392155,1610612761,18,22,2022-11-06T23:30:29Z,1280000,32.0,26.0,1,left,F. VanVleet driving finger roll Layup (4 PTS) (O. Porter Jr. 2 AST),"[1627832, 203490]",1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,4.12,Made,4.0,O. Porter Jr.,203490.0,2.0,,,,,,,,,,,,,,
133,PT02M17.00S,2022-11-06T23:30:45.0Z,1,REGULAR,substitution,out,[],201942,,,1610612741,18,22,2022-11-06T23:30:51Z,1310000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M17.00S,2022-11-06T23:30:45.0Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,18,22,2022-11-06T23:30:51Z,1320000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M17.00S,2022-11-06T23:30:45.0Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,18,22,2022-11-06T23:30:51Z,1330000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M17.00S,2022-11-06T23:30:45.0Z,1,REGULAR,substitution,in,[],201609,,,1610612741,18,22,2022-11-06T23:30:51Z,1340000,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M17.00S,2022-11-06T23:30:45.0Z,1,REGULAR,substitution,out,[],1628384,,,1610612741,18,22,2022-11-06T23:30:58Z,1350000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M17.00S,2022-11-06T23:30:45.0Z,1,REGULAR,substitution,out,[],1627832,,,1610612741,18,22,2022-11-06T23:30:58Z,1360000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M17.00S,2022-11-06T23:30:45.0Z,1,REGULAR,substitution,in,[],1630567,,,1610612741,18,22,2022-11-06T23:30:58Z,1370000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M17.00S,2022-11-06T23:30:45.0Z,1,REGULAR,substitution,in,[],1629018,,,1610612741,18,22,2022-11-06T23:30:58Z,1380000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M16.00S,2022-11-06T23:31:11.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629750,93.24901445466492,49.26470588235294,1610612741,18,24,2022-11-06T23:31:17Z,1390000,-4.0,11.0,1,right,J. Green alley-oop Layup (2 PTS) (G. Dragic 1 AST),"[1629750, 201609]",1610612741.0,CHI,alley-oop,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.16,Made,2.0,G. Dragic,201609.0,1.0,,,,,,,,,,,,,,
143,PT02M16.00S,2022-11-06T23:31:16.2Z,1,REGULAR,foul,personal,['1freethrow'],1628449,,,1610612741,18,24,2022-11-06T23:31:22Z,1410000,,,0,,C. Boucher shooting personal FOUL (2 PF) (Green 1 FT),"[1628449, 1629750]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2530.0,2.0,0.0,Green,1629750.0
145,PT02M16.00S,2022-11-06T23:31:44.0Z,1,REGULAR,freethrow,1 of 1,[],1629750,,,1610612741,18,25,2022-11-06T23:31:44Z,1430000,,,0,,J. Green Free Throw 1 of 1 (3 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
146,PT01M58.00S,2022-11-06T23:32:05.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201609,,,1610612761,18,25,2022-11-06T23:32:13Z,1440000,,,0,,G. Dragic shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[201609, 1629018]",1610612741.0,CHI,shooting,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Trent Jr.,1629018.0
148,PT01M58.00S,2022-11-06T23:32:31.3Z,1,REGULAR,freethrow,1 of 2,[],1629018,,,1610612761,18,25,2022-11-06T23:32:31Z,1460000,,,0,,MISS G. Trent Jr. Free Throw 1 of 2,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
149,PT01M58.00S,2022-11-06T23:32:31.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,18,25,2022-11-06T23:32:31Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,148.0,,,,,,,,
150,PT01M58.00S,2022-11-06T23:32:42.8Z,1,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,19,25,2022-11-06T23:32:42Z,1480000,,,0,,G. Trent Jr. Free Throw 2 of 2 (4 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
151,PT01M46.00S,2022-11-06T23:32:56.7Z,1,REGULAR,3pt,Jump Shot,[],1627936,93.11760840998686,95.58823529411765,1610612741,19,25,2022-11-06T23:33:01Z,1490000,228.0,12.0,1,right,MISS A. Caruso 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,22.82,Missed,,,,,,,,,,,,,,,,,,
152,PT01M43.00S,2022-11-06T23:32:59.7Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,19,25,2022-11-06T23:33:01Z,1500000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,151.0,1.0,1.0,0.0,,,,,
153,PT01M36.00S,2022-11-06T23:33:06.7Z,1,REGULAR,2pt,Jump Shot,[],1629018,5.863994743758213,26.225490196078432,1610612761,19,25,2022-11-06T23:36:36Z,1510000,119.0,3.0,1,left,MISS G. Trent Jr. 11' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,11.89,Missed,,,,,,,,,,,,,,,,,,
154,PT01M34.00S,2022-11-06T23:33:08.7Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,19,25,2022-11-06T23:33:15Z,1520000,,,0,,A. Caruso REBOUND (Off:1 Def:4),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,153.0,5.0,4.0,1.0,,,,,
155,PT01M26.00S,2022-11-06T23:33:16.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,88.91261498028909,52.450980392156865,1610612741,19,27,2022-11-06T23:33:21Z,1530000,12.0,52.0,1,right,N. Vucevic turnaround Hook (8 PTS) (A. Caruso 2 AST),"[202696, 1627936]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,5.31,Made,8.0,A. Caruso,1627936.0,2.0,,,,,,,,,,,,,,
158,PT01M03.00S,2022-11-06T23:33:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,6.1268068331143235,37.5,1610612761,19,27,2022-11-06T23:34:02Z,1560000,62.0,5.0,1,left,MISS S. Barnes 6' driving Layup - blocked,"[1630567, 1627936]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,Caruso,1627936.0,,,,,,,,,
159,PT01M03.00S,2022-11-06T23:33:55.7Z,1,REGULAR,block,,[],1627936,,,1610612761,19,27,2022-11-06T23:35:23Z,1570000,,,0,,A. Caruso BLOCK (2 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
160,PT00M58.80S,2022-11-06T23:33:59.9Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,19,27,2022-11-06T23:34:02Z,1580000,,,0,,A. Caruso REBOUND (Off:1 Def:5),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,158.0,6.0,5.0,1.0,,,,,
162,PT00M55.40S,2022-11-06T23:34:03.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629750,94.03745072273325,2.2058823529411766,1610612741,19,30,2022-11-06T23:34:12Z,1600000,-239.0,4.0,1,right,J. Green 3PT running (6 PTS) (N. Vucevic 4 AST),"[1629750, 202696]",1610612741.0,CHI,running,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.9,Made,6.0,N. Vucevic,202696.0,4.0,,,,,,,,,,,,,,
164,PT00M42.70S,2022-11-06T23:34:20.6Z,1,REGULAR,2pt,Jump Shot,[],203490,23.73521681997372,43.38235294117647,1610612761,21,30,2022-11-06T23:34:26Z,1620000,33.0,171.0,1,left,O. Porter Jr. 17' pullup Jump Shot (2 PTS) (P. Achiuwa 1 AST),"[203490, 1630173]",1610612761.0,TOR,pullup,,,Porter Jr.,O. Porter Jr.,,,,,Mid-Range,16-24 Center,17.38,Made,2.0,P. Achiuwa,1630173.0,1.0,,,,,,,,,,,,,,
166,PT00M33.50S,2022-11-06T23:34:32.4Z,1,REGULAR,3pt,Jump Shot,[],1629750,70.12155059132719,16.42156862745098,1610612741,21,30,2022-11-06T23:34:40Z,1640000,-168.0,228.0,1,right,MISS J. Green 28' 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,28.35,Missed,,,,,,,,,,,,,,,,,,
167,PT00M29.10S,2022-11-06T23:34:36.8Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,21,30,2022-11-06T23:34:40Z,1650000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,166.0,2.0,2.0,0.0,,,,,
168,PT00M22.90S,2022-11-06T23:34:43.1Z,1,REGULAR,3pt,Jump Shot,[],1628449,6.652431011826544,3.431372549019608,1610612761,21,30,2022-11-06T23:34:50Z,1660000,233.0,10.0,1,left,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,23.3,Missed,,,,,,,,,,,,,,,,,,
169,PT00M19.00S,2022-11-06T23:34:46.9Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612741,21,30,2022-11-06T23:34:46Z,1670000,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,168.0,2.0,2.0,0.0,,,,,
170,PT00M07.10S,2022-11-06T23:35:00.5Z,1,REGULAR,foul,personal,[],1630173,,,1610612741,21,30,2022-11-06T23:35:04Z,1680000,,,0,,P. Achiuwa personal FOUL (1 PF),"[1630173, 201609]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Dragic,201609.0
172,PT00M01.50S,2022-11-06T23:35:22.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201609,85.75886990801577,53.431372549019606,1610612741,21,30,2022-11-06T23:39:29Z,1700000,17.0,81.0,1,right,MISS G. Dragic 8' turnaround fadeaway Shot - blocked,"[201609, 1628449]",1610612741.0,CHI,turnaround fadeaway,,,Dragic,G. Dragic,,,,,In The Paint (Non-RA),8-16 Center,8.32,Missed,,,,,,,,Boucher,1628449.0,,,,,,,,,
173,PT00M01.50S,2022-11-06T23:35:22.4Z,1,REGULAR,block,,[],1628449,,,1610612741,21,30,2022-11-06T23:35:24Z,1710000,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
174,PT00M01.50S,2022-11-06T23:35:22.4Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,21,30,2022-11-06T23:35:39Z,1720000,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,172.0,3.0,3.0,0.0,,,,,
