actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
262,PT06M09.00S,2022-11-06T23:51:33.2Z,2,REGULAR,rebound,offensive,[],1631132,,,1610612761,34,42,2022-11-06T23:51:33Z,2600000,,,0,,C. Koloko REBOUND (Off:2 Def:1),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,261.0,3.0,1.0,2.0,,,,,
263,PT06M04.00S,2022-11-06T23:51:38.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,24.26084099868594,10.784313725490197,1610612761,34,42,2022-11-06T23:51:45Z,2610000,196.0,176.0,1,left,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,26.32,Missed,,,,,,,,,,,,,,,,,,
264,PT06M01.00S,2022-11-06T23:51:41.4Z,2,REGULAR,rebound,offensive,[],201152,,,1610612761,34,42,2022-11-06T23:51:45Z,2620000,,,0,,T. Young REBOUND (Off:1 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,263.0,2.0,1.0,1.0,,,,,
265,PT06M00.00S,2022-11-06T23:51:42.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201152,7.178055190538765,52.69607843137255,1610612761,36,42,2022-11-06T23:51:49Z,2630000,-13.0,15.0,1,left,T. Young putback Layup (2 PTS),[201152],1610612761.0,TOR,putback,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.02,Made,2.0,,,,,,,,,,,,,,,,,
276,PT05M44.00S,2022-11-06T23:51:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,83.919185282523,49.01960784313725,1610612741,36,42,2022-11-06T23:53:51Z,2640000,-5.0,99.0,1,right,MISS D. Jones Jr. 9' driving Layup,[1627884],1610612741.0,CHI,driving,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.88,Missed,,,,,,,,,,,,,,,,,,
277,PT05M44.00S,2022-11-06T23:51:50.6Z,2,REGULAR,rebound,defensive,[],201152,,,1610612761,36,42,2022-11-06T23:53:51Z,2645000,,,0,,T. Young REBOUND (Off:1 Def:2),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,276.0,3.0,2.0,1.0,,,,,
269,PT05M38.00S,2022-11-06T23:52:04.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628384,7.703679369250986,50.0,1610612761,38,42,2022-11-06T23:53:55Z,2670000,0.0,20.0,1,left,O. Anunoby running Layup (7 PTS) (T. Young 1 AST),"[1628384, 201152]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.99,Made,7.0,T. Young,201152.0,1.0,,,,,,,,,,,,,,
271,PT05M21.00S,2022-11-06T23:52:21.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627884,93.77463863337714,47.794117647058826,1610612741,38,42,2022-11-06T23:52:27Z,2690000,-11.0,6.0,1,right,MISS D. Jones Jr. cutting DUNK,[1627884],1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,1.25,Missed,,,,,,,,,,,,,,,,,,
272,PT05M19.00S,2022-11-06T23:52:23.8Z,2,REGULAR,rebound,defensive,[],201152,,,1610612761,38,42,2022-11-06T23:52:27Z,2700000,,,0,,T. Young REBOUND (Off:1 Def:3),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,271.0,4.0,3.0,1.0,,,,,
273,PT05M07.00S,2022-11-06T23:52:35.2Z,2,REGULAR,3pt,Jump Shot,[],1627832,8.754927726675426,95.34313725490196,1610612761,41,42,2022-11-06T23:52:40Z,2710000,-227.0,30.0,1,left,F. VanVleet 3PT  (10 PTS) (O. Anunoby 1 AST),"[1627832, 1628384]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Left Corner 3,24+ Left,22.87,Made,10.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,,,,,
275,PT05M06.00S,2022-11-06T23:52:41.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,41,42,2022-11-06T23:52:41Z,2730000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT05M06.00S,2022-11-06T23:54:42.9Z,2,REGULAR,substitution,out,[],1627884,,,1610612741,41,42,2022-11-06T23:55:21Z,2740000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M06.00S,2022-11-06T23:54:42.9Z,2,REGULAR,substitution,out,[],201609,,,1610612741,41,42,2022-11-06T23:55:21Z,2750000,,,0,,SUB out: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M06.00S,2022-11-06T23:54:42.9Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,41,42,2022-11-06T23:55:21Z,2760000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT05M06.00S,2022-11-06T23:54:42.9Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,41,42,2022-11-06T23:55:21Z,2770000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M54.00S,2022-11-06T23:55:49.2Z,2,REGULAR,foul,personal,[],1627832,,,1610612741,41,42,2022-11-06T23:56:13Z,2780000,,,0,,F. VanVleet personal FOUL (1 PF),"[1627832, 202696]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Vucevic,202696.0
284,PT04M52.00S,2022-11-06T23:56:21.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627936,92.85479632063075,47.30392156862745,1610612741,41,42,2022-11-06T23:56:26Z,2800000,-13.0,15.0,1,right,MISS A. Caruso Layup - blocked,"[1627936, 1631132]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,,Koloko,1631132.0,,,,,,,,,
288,PT04M52.00S,2022-11-06T23:56:21.5Z,2,REGULAR,block,,[],1631132,,,1610612741,41,42,2022-11-06T23:56:48Z,2805000,,,0,,C. Koloko BLOCK (5 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
285,PT04M50.00S,2022-11-06T23:56:23.5Z,2,REGULAR,rebound,defensive,[],1631132,,,1610612761,41,42,2022-11-06T23:56:26Z,2810000,,,0,,C. Koloko REBOUND (Off:2 Def:2),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,284.0,4.0,2.0,2.0,,,,,
286,PT04M42.00S,2022-11-06T23:56:30.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631132,7.046649145860711,48.77450980392157,1610612761,43,42,2022-11-06T23:56:36Z,2820000,6.0,14.0,1,left,C. Koloko cutting DUNK (4 PTS) (O. Anunoby 2 AST),"[1631132, 1628384]",1610612761.0,TOR,cutting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,1.5,Made,4.0,O. Anunoby,1628384.0,2.0,,,,,,,,,,,,,,
290,PT04M23.00S,2022-11-06T23:56:50.2Z,2,REGULAR,3pt,Jump Shot,[],1630172,79.84559789750328,5.88235294117647,1610612741,43,45,2022-11-06T23:56:56Z,2850000,-221.0,137.0,1,right,P. Williams 25' 3PT  (9 PTS) (A. Caruso 3 AST),"[1630172, 1627936]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,25.97,Made,9.0,A. Caruso,1627936.0,3.0,,,,,,,,,,,,,,
292,PT04M02.00S,2022-11-06T23:57:10.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,16.507884362680684,50.49019607843137,1610612761,45,45,2022-11-06T23:57:16Z,2870000,-2.0,103.0,1,left,S. Barnes 10' driving floating Jump Shot (11 PTS),[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,10.27,Made,11.0,,,,,,,,,,,,,,,,,
293,PT03M43.00S,2022-11-06T23:57:30.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629750,92.32917214191852,50.73529411764706,1610612741,45,47,2022-11-06T23:57:34Z,2880000,4.0,20.0,1,right,J. Green Hook (8 PTS) (A. Caruso 4 AST),"[1629750, 1627936]",1610612741.0,CHI,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.99,Made,8.0,A. Caruso,1627936.0,4.0,,,,,,,,,,,,,,
295,PT03M21.00S,2022-11-06T23:57:52.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631132,7.835085413929041,45.588235294117645,1610612761,47,47,2022-11-06T23:57:57Z,2900000,22.0,21.0,1,left,C. Koloko alley-oop Layup (6 PTS) (F. VanVleet 5 AST),"[1631132, 1627832]",1610612761.0,TOR,alley-oop,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,3.06,Made,6.0,F. VanVleet,1627832.0,5.0,,,,,,,,,,,,,,
297,PT02M59.00S,2022-11-06T23:58:14.1Z,2,REGULAR,turnover,lost ball,[],1630245,,,1610612741,47,47,2022-11-06T23:58:22Z,2920000,,,0,,A. Dosunmu lost ball TURNOVER (2 TO),"[1630245, 201152]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left Center,,,,,,,2.0,Young,201152.0,,,,,,,,,,,
298,PT02M59.00S,2022-11-06T23:58:14.1Z,2,REGULAR,steal,,[],201152,,,1610612761,47,47,2022-11-06T23:58:15Z,2930000,,,0,,T. Young STEAL (1 STL),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
299,PT02M53.00S,2022-11-06T23:58:20.3Z,2,REGULAR,turnover,lost ball,[],1627832,,,1610612761,47,47,2022-11-06T23:58:26Z,2940000,,,0,,F. VanVleet lost ball TURNOVER (1 TO),"[1627832, 1627936]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,1.0,Caruso,1627936.0,,,,,,,,,,,
300,PT02M53.00S,2022-11-06T23:58:20.3Z,2,REGULAR,steal,,[],1627936,,,1610612741,47,47,2022-11-06T23:59:58Z,2950000,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
301,PT02M38.00S,2022-11-06T23:58:35.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202696,92.72339027595268,52.20588235294118,1610612741,47,49,2022-11-06T23:58:40Z,2960000,11.0,16.0,1,right,N. Vucevic Layup (10 PTS) (A. Caruso 5 AST),"[202696, 1627936]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,1.93,Made,10.0,A. Caruso,1627936.0,5.0,,,,,,,,,,,,,,
303,PT02M26.00S,2022-11-06T23:58:46.4Z,2,REGULAR,3pt,Jump Shot,[],1630567,28.597240473061763,18.627450980392158,1610612761,47,49,2022-11-06T23:58:57Z,2980000,157.0,216.0,1,left,MISS S. Barnes 26' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
304,PT02M23.00S,2022-11-06T23:58:49.4Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,47,49,2022-11-06T23:58:57Z,2990000,,,0,,N. Vucevic REBOUND (Off:2 Def:5),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,303.0,7.0,5.0,2.0,,,,,
305,PT02M16.00S,2022-11-06T23:58:59.5Z,2,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,47,49,2022-11-06T23:59:06Z,3000000,,,0,,N. Vucevic bad pass out-of-bounds TURNOVER (2 TO),[202696],1610612741.0,CHI,bad pass,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Left Center,,,,,,,2.0,,,,,,,,,2530.0,,,,
306,PT02M16.00S,2022-11-06T23:59:02.8Z,2,REGULAR,substitution,out,[],1629750,,,1610612761,47,49,2022-11-06T23:59:09Z,3010000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M16.00S,2022-11-06T23:59:02.8Z,2,REGULAR,substitution,in,[],201942,,,1610612761,47,49,2022-11-06T23:59:09Z,3020000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M02.00S,2022-11-06T23:59:33.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202696,,,1610612761,47,49,2022-11-06T23:59:45Z,3030000,,,0,,N. Vucevic shooting personal FOUL (1 PF) (VanVleet 2 FT),"[202696, 1627832]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,2530.0,1.0,0.0,VanVleet,1627832.0
310,PT02M02.00S,2022-11-06T23:59:58.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627832,,,1610612761,48,49,2022-11-06T23:59:58Z,3050000,,,0,,F. VanVleet Free Throw 1 of 2 (11 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
311,PT02M02.00S,2022-11-07T00:00:14.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627832,,,1610612761,49,49,2022-11-07T00:00:14Z,3060000,,,0,,F. VanVleet Free Throw 2 of 2 (12 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
312,PT01M51.00S,2022-11-07T00:00:29.1Z,2,REGULAR,turnover,traveling,[],202696,,,1610612741,49,49,2022-11-07T00:00:37Z,3070000,,,0,,N. Vucevic traveling TURNOVER (3 TO),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,3.0,,,,,,,,,1204.0,,,,
313,PT01M40.00S,2022-11-07T00:00:55.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,30.042706964520367,22.54901960784314,1610612761,52,49,2022-11-07T00:02:52Z,3080000,137.0,230.0,1,left,F. VanVleet 26' 3PT  (15 PTS) (O. Anunoby 3 AST),"[1627832, 1628384]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,26.78,Made,15.0,O. Anunoby,1628384.0,3.0,,,,,,,,,,,,,,
315,PT01M27.00S,2022-11-07T00:01:11.0Z,2,REGULAR,turnover,traveling,[],201942,,,1610612741,52,49,2022-11-07T00:01:17Z,3100000,,,0,,D. DeRozan traveling TURNOVER (2 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,,,,,,,2.0,,,,,,,,,2530.0,,,,
316,PT01M13.00S,2022-11-07T00:01:40.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202696,,,1610612761,52,49,2022-11-07T00:02:15Z,3110000,,,0,,N. Vucevic personal FOUL (2 PF) (Koloko 2 FT),"[202696, 1631132]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Koloko,1631132.0
318,PT01M13.00S,2022-11-07T00:02:05.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631132,,,1610612761,52,49,2022-11-07T00:02:05Z,3130000,,,0,,MISS C. Koloko Free Throw 1 of 2,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
319,PT01M13.00S,2022-11-07T00:02:05.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,52,49,2022-11-07T00:02:05Z,3140000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,318.0,,,,,,,,
320,PT01M13.00S,2022-11-07T00:02:25.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631132,,,1610612761,53,49,2022-11-07T00:02:25Z,3150000,,,0,,C. Koloko Free Throw 2 of 2 (7 PTS),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
321,PT01M00.00S,2022-11-07T00:02:39.8Z,2,REGULAR,turnover,lost ball,[],201942,,,1610612741,53,49,2022-11-07T00:02:43Z,3160000,,,0,,D. DeRozan lost ball TURNOVER (3 TO),"[201942, 1628384]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,,,,,3.0,Anunoby,1628384.0,,,,,,,,,,,
322,PT01M00.00S,2022-11-07T00:02:39.8Z,2,REGULAR,steal,,[],1628384,,,1610612761,53,49,2022-11-07T00:02:41Z,3170000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
323,PT00M46.20S,2022-11-07T00:02:53.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628384,21.23850197109067,73.52941176470588,1610612761,53,49,2022-11-07T00:03:01Z,3180000,-118.0,147.0,1,left,MISS O. Anunoby 18' step back Shot,[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,18.83,Missed,,,,,,,,,,,,,,,,,,
324,PT00M43.60S,2022-11-07T00:02:56.4Z,2,REGULAR,rebound,offensive,[],1628384,,,1610612761,53,49,2022-11-07T00:03:01Z,3190000,,,0,,O. Anunoby REBOUND (Off:1 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,323.0,3.0,2.0,1.0,,,,,
325,PT00M42.40S,2022-11-07T00:02:59.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628384,7.835085413929041,49.26470588235294,1610612761,55,49,2022-11-07T00:03:05Z,3200000,4.0,21.0,1,left,O. Anunoby driving DUNK (9 PTS),[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.14,Made,9.0,,,,,,,,,,,,,,,,,
326,PT00M26.40S,2022-11-07T00:03:18.8Z,2,REGULAR,3pt,Jump Shot,[],1627936,83.52496714848883,97.30392156862744,1610612741,55,49,2022-11-07T00:03:24Z,3210000,237.0,102.0,1,right,MISS A. Caruso 25' 3PT,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,25.77,Missed,,,,,,,,,,,,,,,,,,
327,PT00M23.60S,2022-11-07T00:03:21.6Z,2,REGULAR,rebound,defensive,[],1631132,,,1610612761,55,49,2022-11-07T00:03:24Z,3220000,,,0,,C. Koloko REBOUND (Off:2 Def:3),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,326.0,5.0,3.0,2.0,,,,,
328,PT00M04.30S,2022-11-07T00:03:40.8Z,2,REGULAR,3pt,Jump Shot,[],1627832,28.33442838370565,83.57843137254902,1610612761,55,49,2022-11-07T00:03:49Z,3230000,-168.0,214.0,1,left,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,27.18,Missed,,,,,,,,,,,,,,,,,,
329,PT00M01.30S,2022-11-07T00:03:43.8Z,2,REGULAR,rebound,defensive,[],1627936,,,1610612741,55,49,2022-11-07T00:03:43Z,3240000,,,0,,A. Caruso REBOUND (Off:1 Def:6),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,328.0,7.0,6.0,1.0,,,,,
332,PT00M00.00S,2022-11-07T00:03:57.7Z,2,REGULAR,period,end,[],0,,,1610612741,55,49,2022-11-07T00:03:57Z,3270000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-11-07T00:18:55.0Z,3,REGULAR,substitution,out,['startperiod'],201152,,,1610612741,55,49,2022-11-07T00:19:07Z,3280000,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-11-07T00:18:55.0Z,3,REGULAR,substitution,in,['startperiod'],1629018,,,1610612741,55,49,2022-11-07T00:19:07Z,3290000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-11-07T00:19:06.1Z,3,REGULAR,period,start,[],0,,,1610612741,55,49,2022-11-07T00:19:08Z,3300000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT11M41.00S,2022-11-07T00:19:24.1Z,3,REGULAR,2pt,Hook,[],1630245,7.703679369250986,30.392156862745097,1610612741,55,49,2022-11-07T00:19:31Z,3310000,98.0,20.0,1,left,MISS A. Dosunmu 10' driving bank Hook,[1630245],1610612741.0,CHI,driving bank,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Right,10.0,Missed,,,,,,,,,,,,,,,,,,
337,PT11M37.00S,2022-11-07T00:19:28.1Z,3,REGULAR,rebound,offensive,[],1630172,,,1610612741,55,49,2022-11-07T00:19:31Z,3320000,,,0,,P. Williams REBOUND (Off:3 Def:0),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,336.0,3.0,0.0,3.0,,,,,
338,PT11M37.00S,2022-11-07T00:19:27.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630172,5.590000152587891,50.0,1610612741,55,49,2022-11-07T00:19:27Z,3330000,0.0,0.0,1,left,MISS P. Williams tip DUNK,[1630172],1610612741.0,CHI,tip,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
339,PT11M36.00S,2022-11-07T00:19:28.6Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,55,49,2022-11-07T00:19:28Z,3340000,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,338.0,2.0,2.0,0.0,,,,,
340,PT11M34.00S,2022-11-07T00:19:31.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,93.51182654402102,52.20588235294118,1610612761,57,49,2022-11-07T00:19:37Z,3350000,11.0,8.0,1,right,F. VanVleet running finger roll Layup (17 PTS),[1627832],1610612761.0,TOR,running finger roll,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,1.39,Made,17.0,,,,,,,,,,,,,,,,,
341,PT11M26.00S,2022-11-07T00:19:38.8Z,3,REGULAR,3pt,Jump Shot,[],202696,33.459264126149804,63.48039215686274,1610612741,57,52,2022-11-07T00:19:45Z,3360000,-67.0,262.0,1,left,N. Vucevic 27' 3PT  (13 PTS) (A. Caruso 6 AST),"[202696, 1627936]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,27.05,Made,13.0,A. Caruso,1627936.0,6.0,,,,,,,,,,,,,,
343,PT11M07.00S,2022-11-07T00:19:57.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631132,92.9862023653088,50.0,1610612761,59,52,2022-11-07T00:20:10Z,3380000,0.0,13.0,1,right,C. Koloko alley-oop Layup (9 PTS) (F. VanVleet 6 AST),"[1631132, 1627832]",1610612761.0,TOR,alley-oop,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,1.34,Made,9.0,F. VanVleet,1627832.0,6.0,,,,,,,,,,,,,,
345,PT10M40.00S,2022-11-07T00:20:24.6Z,3,REGULAR,3pt,Jump Shot,[],201942,8.492115637319317,93.87254901960785,1610612741,59,52,2022-11-07T00:20:33Z,3400000,-219.0,27.0,1,left,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,22.11,Missed,,,,,,,,,,,,,,,,,,
346,PT10M38.00S,2022-11-07T00:20:26.7Z,3,REGULAR,rebound,offensive,[],201942,,,1610612741,59,52,2022-11-07T00:20:26Z,3410000,,,0,,D. DeRozan REBOUND (Off:1 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,345.0,3.0,2.0,1.0,,,,,
347,PT10M35.00S,2022-11-07T00:20:30.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630172,13.222733245729303,3.9215686274509802,1610612741,59,52,2022-11-07T00:20:36Z,3420000,230.0,72.0,1,left,MISS P. Williams 24' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,24.13,Missed,,,,,,,,,,,,,,,,,,
348,PT10M35.00S,2022-11-07T00:20:30.3Z,3,REGULAR,rebound,offensive,[],1630172,,,1610612741,59,52,2022-11-07T00:21:21Z,3430000,,,0,,P. Williams REBOUND (Off:4 Def:0),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,347.0,4.0,0.0,4.0,,,,,
349,PT10M27.00S,2022-11-07T00:20:37.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630172,7.440867279894875,44.85294117647059,1610612741,59,52,2022-11-07T00:21:21Z,3440000,26.0,17.0,1,left,MISS P. Williams floating Shot,[1630172],1610612741.0,CHI,floating,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
