actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
342,PT12M00.00S,2022-11-01T00:38:32.5Z,3,REGULAR,substitution,out,['startperiod'],203200,,,1610612737,64,53,2022-11-01T00:52:34Z,3390000,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-11-01T00:38:32.5Z,3,REGULAR,substitution,in,['startperiod'],1628381,,,1610612737,64,53,2022-11-01T00:52:34Z,3400000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2022-11-01T00:52:45.0Z,3,REGULAR,period,start,[],0,,,1610612737,64,53,2022-11-01T00:52:45Z,3410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M47.00S,2022-11-01T00:52:58.9Z,3,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612737,64,53,2022-11-01T00:53:05Z,3420000,,,0,,S. Barnes shooting personal FOUL (2 PF) (Young 2 FT),"[1630567, 1629027]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1628485.0,2.0,0.0,Young,1629027.0,,,,,
347,PT11M47.00S,2022-11-01T00:53:19.8Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,64,54,2022-11-01T00:53:19Z,3440000,,,0,,T. Young Free Throw 1 of 2 (9 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
348,PT11M47.00S,2022-11-01T00:53:38.1Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,64,55,2022-11-01T00:53:38Z,3450000,,,0,,T. Young Free Throw 2 of 2 (10 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
349,PT11M34.00S,2022-11-01T00:53:54.9Z,3,REGULAR,3pt,Jump Shot,[],1627783,32.933639947437584,63.970588235294116,1610612761,64,55,2022-11-01T00:54:00Z,3460000,-70.0,257.0,1,left,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,26.64,Missed,,,,,,,,,,,,,,,,,,
350,PT11M28.00S,2022-11-01T00:54:00.9Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,64,55,2022-11-01T00:54:00Z,3470000,,,0,,J. Collins REBOUND (Off:3 Def:7),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,349.0,10.0,7.0,3.0,,,,,,,,,,,,,,
351,PT11M22.00S,2022-11-01T00:54:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,87.72996057818659,47.794117647058826,1610612737,64,55,2022-11-01T00:54:30Z,3480000,-11.0,63.0,1,right,MISS D. Hunter 6' driving Layup - blocked,"[1629631, 1627783]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,6.38,Missed,,,,,,,,,,,,,,,Siakam,1627783.0,,
352,PT11M22.00S,2022-11-01T00:54:07.5Z,3,REGULAR,block,,[],1627783,,,1610612737,64,55,2022-11-01T00:54:10Z,3490000,,,0,,P. Siakam BLOCK (2 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
353,PT11M21.00S,2022-11-01T00:54:08.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,64,55,2022-11-01T00:54:30Z,3500000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,351.0,,,,,,,,,,,,,,,,,
355,PT11M09.00S,2022-11-01T00:54:25.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,17.427726675427067,46.32352941176471,1610612761,66,55,2022-11-01T00:54:48Z,3520000,18.0,111.0,1,left,G. Trent Jr. 11' pullup Jump Shot (9 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,11.28,Made,,,,,9.0,,,,,,,,,,,,,
356,PT10M46.00S,2022-11-01T00:54:49.4Z,3,REGULAR,3pt,Jump Shot,[],1627749,94.1688567674113,3.1862745098039214,1610612737,66,58,2022-11-01T00:55:46Z,3530000,-234.0,2.0,1,right,D. Murray 3PT pullup (12 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Left Corner 3,24+ Left,23.41,Made,,,,,12.0,,,,,,,,,,,,,
357,PT10M46.00S,2022-11-01T00:54:54.7Z,3,REGULAR,foul,personal,['1freethrow'],1628384,,,1610612737,66,58,2022-11-01T00:55:03Z,3540000,,,0,,O. Anunoby shooting personal FOUL (3 PF) (Murray 1 FT),"[1628384, 1627749]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,,,,,,,,2003.0,3.0,0.0,Murray,1627749.0,,,,,
359,PT10M46.00S,2022-11-01T00:55:16.8Z,3,REGULAR,freethrow,1 of 1,[],1627749,,,1610612737,66,59,2022-11-01T00:55:16Z,3560000,,,0,,D. Murray Free Throw 1 of 1 (13 PTS),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
360,PT10M27.00S,2022-11-01T00:55:38.0Z,3,REGULAR,2pt,Jump Shot,[],1627783,23.340998685939553,54.166666666666664,1610612761,66,59,2022-11-01T00:55:43Z,3570000,-21.0,167.0,1,left,MISS P. Siakam 16' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,16.82,Missed,,,,,,,,,,,,,,,,,,
361,PT10M23.00S,2022-11-01T00:55:42.0Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,66,59,2022-11-01T00:55:43Z,3580000,,,0,,D. Murray REBOUND (Off:0 Def:3),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,,,360.0,3.0,3.0,0.0,,,,,,,,,,,,,,
362,PT10M15.00S,2022-11-01T00:55:49.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,91.67214191852825,41.911764705882355,1610612737,66,59,2022-11-01T00:55:56Z,3590000,-40.0,26.0,1,right,MISS T. Young driving Layup - blocked,"[1629027, 1631132]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.79,Missed,,,,,,,,,,,,,,,Koloko,1631132.0,,
381,PT10M15.00S,2022-11-01T00:55:49.5Z,3,REGULAR,block,,[],1631132,,,1610612737,66,59,2022-11-01T00:58:24Z,3595000,,,0,,C. Koloko BLOCK (3 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
363,PT10M13.00S,2022-11-01T00:55:51.5Z,3,REGULAR,rebound,offensive,[],203991,,,1610612737,66,59,2022-11-01T00:58:24Z,3600000,,,0,,C. Capela REBOUND (Off:2 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,362.0,5.0,3.0,2.0,,,,,,,,,,,,,,
364,PT10M04.00S,2022-11-01T00:56:00.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629631,67.49342969776609,32.1078431372549,1610612737,66,62,2022-11-01T00:56:05Z,3610000,-89.0,253.0,1,right,D. Hunter 26' 3PT  (5 PTS) (D. Murray 6 AST),"[1629631, 1627749]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,26.85,Made,,,,,5.0,D. Murray,1627749.0,6.0,,,,,,,,,,
366,PT09M55.00S,2022-11-01T00:56:13.9Z,3,REGULAR,foul,personal,[],1629631,,,1610612761,66,62,2022-11-01T00:56:19Z,3630000,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 1630567]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,101283.0,2.0,0.0,Barnes,1630567.0,,,,,
368,PT09M55.00S,2022-11-01T00:56:24.8Z,3,REGULAR,substitution,out,[],1631132,,,1610612761,66,62,2022-11-01T00:56:28Z,3650000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT09M55.00S,2022-11-01T00:56:24.8Z,3,REGULAR,substitution,in,[],203920,,,1610612761,66,62,2022-11-01T00:56:28Z,3660000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT09M37.00S,2022-11-01T00:56:55.0Z,3,REGULAR,2pt,Hook,[],1630567,9.543363994743759,28.431372549019606,1610612761,68,62,2022-11-01T00:57:00Z,3670000,108.0,37.0,1,left,S. Barnes 11' driving bank Hook (16 PTS),[1630567],1610612761.0,TOR,driving bank,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,11.4,Made,,,,,16.0,,,,,,,,,,,,,
371,PT09M22.00S,2022-11-01T00:57:09.5Z,3,REGULAR,2pt,Jump Shot,[],1628381,87.72996057818659,77.94117647058823,1610612737,68,64,2022-11-01T00:57:15Z,3680000,140.0,63.0,1,right,J. Collins 15' turnaround Jump Shot (9 PTS) (D. Murray 7 AST),"[1628381, 1627749]",1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,Mid-Range,8-16 Right,15.32,Made,,,,,9.0,D. Murray,1627749.0,7.0,,,,,,,,,,
373,PT09M08.00S,2022-11-01T00:57:23.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.046649145860711,49.50980392156863,1610612761,68,64,2022-11-01T00:57:27Z,3700000,2.0,14.0,1,left,MISS P. Siakam driving finger roll Layup,[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
374,PT09M07.00S,2022-11-01T00:57:25.3Z,3,REGULAR,rebound,offensive,[],203920,,,1610612761,68,64,2022-11-01T00:57:25Z,3710000,,,0,,K. Birch REBOUND (Off:2 Def:0),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,Restricted Area,0-8 Center,,,373.0,2.0,0.0,2.0,,,,,,,,,,,,,,
375,PT09M04.00S,2022-11-01T00:57:28.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628384,7.440867279894875,2.696078431372549,1610612761,68,64,2022-11-01T00:57:35Z,3720000,237.0,17.0,1,left,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.71,Missed,,,,,,,,,,,,,,,,,,
376,PT09M02.00S,2022-11-01T00:57:30.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,68,64,2022-11-01T00:57:35Z,3730000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Right Corner 3,24+ Right,,,375.0,,,,,,,,,,,,,,,,,
378,PT08M56.00S,2022-11-01T00:57:46.1Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629027,84.97043363994744,47.794117647058826,1610612737,68,66,2022-11-01T01:00:40Z,3750000,-11.0,89.0,1,right,T. Young 8' driving floating Jump Shot (12 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,8.95,Made,,,,,12.0,,,,,,,,,,,,,
379,PT08M41.00S,2022-11-01T00:58:04.7Z,3,REGULAR,foul,personal,[],1629631,,,1610612761,68,66,2022-11-01T00:58:10Z,3760000,,,0,,D. Hunter personal FOUL (3 PF),"[1629631, 1630567]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1628485.0,3.0,0.0,Barnes,1630567.0,,,,,
383,PT08M29.00S,2022-11-01T00:58:33.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,10.5946123521682,61.274509803921575,1610612761,70,66,2022-11-01T00:58:39Z,3790000,-56.0,47.0,1,left,G. Trent Jr. 7' driving floating Jump Shot (11 PTS) (P. Siakam 3 AST),"[1629018, 1627783]",1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.35,Made,,,,,11.0,P. Siakam,1627783.0,3.0,,,,,,,,,,
385,PT08M13.00S,2022-11-01T00:58:50.1Z,3,REGULAR,3pt,Jump Shot,[],1629631,87.59855453350855,97.54901960784314,1610612737,70,69,2022-11-01T00:58:55Z,3810000,238.0,64.0,1,right,D. Hunter 24' 3PT  (8 PTS) (T. Young 9 AST),"[1629631, 1629027]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,24.62,Made,,,,,8.0,T. Young,1629027.0,9.0,,,,,,,,,,
387,PT08M01.00S,2022-11-01T00:59:02.1Z,3,REGULAR,3pt,Jump Shot,[],203920,8.229303547963205,96.07843137254902,1610612761,73,69,2022-11-01T00:59:06Z,3830000,-230.0,25.0,1,left,K. Birch 3PT  (3 PTS) (S. Barnes 5 AST),"[203920, 1630567]",1610612761.0,TOR,,,,Birch,K. Birch,,,,,Left Corner 3,24+ Left,23.17,Made,,,,,3.0,S. Barnes,1630567.0,5.0,,,,,,,,,,
389,PT07M53.00S,2022-11-01T00:59:11.3Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,73,69,2022-11-01T00:59:14Z,3850000,,,0,,T. Young bad pass TURNOVER (6 TO),"[1629027, 1628384]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,6.0,,,Anunoby,1628384.0
390,PT07M53.00S,2022-11-01T00:59:11.3Z,3,REGULAR,steal,,[],1628384,,,1610612761,73,69,2022-11-01T00:59:13Z,3860000,,,0,,O. Anunoby STEAL (6 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
391,PT07M48.00S,2022-11-01T00:59:18.1Z,3,REGULAR,foul,personal,['2freethrow'],203991,,,1610612761,73,69,2022-11-01T00:59:28Z,3870000,,,0,,C. Capela shooting personal FOUL (1 PF) (Birch 2 FT),"[203991, 203920]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2003.0,1.0,0.0,Birch,203920.0,,,,,
393,PT07M48.00S,2022-11-01T00:59:51.2Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203920,,,1610612761,74,69,2022-11-01T00:59:51Z,3890000,,,0,,K. Birch Free Throw 1 of 2 (4 PTS),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
394,PT07M48.00S,2022-11-01T00:59:52.1Z,3,REGULAR,substitution,out,[],203991,,,1610612761,74,69,2022-11-01T01:00:01Z,3900000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M48.00S,2022-11-01T00:59:52.1Z,3,REGULAR,substitution,in,[],1630168,,,1610612761,74,69,2022-11-01T01:00:01Z,3910000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M48.00S,2022-11-01T01:00:05.8Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203920,,,1610612761,75,69,2022-11-01T01:00:05Z,3920000,,,0,,K. Birch Free Throw 2 of 2 (5 PTS),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
397,PT07M32.00S,2022-11-01T01:00:23.2Z,3,REGULAR,3pt,Jump Shot,[],1629631,72.88107752956637,83.57843137254902,1610612737,75,72,2022-11-01T01:00:27Z,3930000,168.0,202.0,1,right,D. Hunter 26' 3PT  (11 PTS) (J. Collins 1 AST),"[1629631, 1628381]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,26.3,Made,,,,,11.0,J. Collins,1628381.0,1.0,,,,,,,,,,
399,PT07M14.00S,2022-11-01T01:00:40.4Z,3,REGULAR,2pt,Jump Shot,[],1630567,24.392247043363994,29.411764705882355,1610612761,75,72,2022-11-01T01:00:45Z,3950000,103.0,177.0,1,left,MISS S. Barnes 20' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,20.46,Missed,,,,,,,,,,,,,,,,,,
400,PT07M11.00S,2022-11-01T01:00:43.4Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612737,75,72,2022-11-01T01:00:45Z,3960000,,,0,,D. Murray REBOUND (Off:0 Def:4),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,,,399.0,4.0,4.0,0.0,,,,,,,,,,,,,,
401,PT06M59.00S,2022-11-01T01:00:55.2Z,3,REGULAR,turnover,bad pass,[],1627749,,,1610612737,75,72,2022-11-01T01:00:58Z,3970000,,,0,,D. Murray bad pass TURNOVER (4 TO),"[1627749, 203920]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,4.0,,,Birch,203920.0
402,PT06M59.00S,2022-11-01T01:00:55.2Z,3,REGULAR,steal,,[],203920,,,1610612761,75,72,2022-11-01T01:00:57Z,3980000,,,0,,K. Birch STEAL (1 STL),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
403,PT06M57.00S,2022-11-01T01:00:59.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,6.915243101182654,48.28431372549019,1610612761,77,72,2022-11-01T01:01:06Z,3990000,9.0,13.0,1,left,S. Barnes running finger roll Layup (18 PTS) (P. Siakam 4 AST),"[1630567, 1627783]",1610612761.0,TOR,running finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,18.0,P. Siakam,1627783.0,4.0,,,,,,,,,,
406,PT06M57.00S,2022-11-01T01:01:05.5Z,3,REGULAR,foul,personal,['1freethrow'],1629631,,,1610612761,77,72,2022-11-01T01:02:43Z,4005000,,,0,,D. Hunter shooting personal FOUL (4 PF) (Barnes 1 FT),"[1629631, 1630567]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101283.0,4.0,0.0,Barnes,1630567.0,,,,,
405,PT06M57.00S,2022-11-01T01:01:11.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,77,72,2022-11-01T01:02:20Z,4010000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M57.00S,2022-11-01T01:02:44.4Z,3,REGULAR,substitution,out,[],1629018,,,1610612761,77,72,2022-11-01T01:03:38Z,4020000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M57.00S,2022-11-01T01:02:44.4Z,3,REGULAR,substitution,out,[],1629631,,,1610612761,77,72,2022-11-01T01:03:38Z,4030000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M57.00S,2022-11-01T01:02:44.4Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,77,72,2022-11-01T01:03:38Z,4040000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M57.00S,2022-11-01T01:02:44.4Z,3,REGULAR,substitution,in,[],203200,,,1610612761,77,72,2022-11-01T01:03:38Z,4050000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M57.00S,2022-11-01T01:04:02.3Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630567,,,1610612761,77,72,2022-11-01T01:04:04Z,4060000,,,0,,MISS S. Barnes Free Throw 1 of 1,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
413,PT06M55.00S,2022-11-01T01:04:04.3Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,77,72,2022-11-01T01:04:04Z,4070000,,,0,,J. Collins REBOUND (Off:3 Def:8),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,412.0,11.0,8.0,3.0,,,,,,,,,,,,,,
414,PT06M41.00S,2022-11-01T01:04:17.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,89.43823915900131,60.5392156862745,1610612737,77,72,2022-11-01T01:04:23Z,4080000,53.0,47.0,1,right,MISS T. Young 7' driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,7.05,Missed,,,,,,,,,,,,,,,,,,
415,PT06M38.00S,2022-11-01T01:04:20.3Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,77,72,2022-11-01T01:04:23Z,4090000,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,414.0,3.0,2.0,1.0,,,,,,,,,,,,,,
416,PT06M38.00S,2022-11-01T01:04:21.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,94.40999984741211,50.0,1610612737,77,74,2022-11-01T01:04:21Z,4100000,0.0,0.0,1,right,O. Okongwu putback Layup (8 PTS),[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,8.0,,,,,,,,,,,,,
417,PT06M19.00S,2022-11-01T01:04:40.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,9.149145860709593,38.72549019607843,1610612761,77,74,2022-11-01T01:04:47Z,4110000,56.0,34.0,1,left,MISS P. Siakam 6' driving Layup - blocked,"[1627783, 1630168]",1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.56,Missed,,,,,,,,,,,,,,,Okongwu,1630168.0,,
418,PT06M19.00S,2022-11-01T01:04:40.3Z,3,REGULAR,block,,[],1630168,,,1610612761,77,74,2022-11-01T01:04:43Z,4120000,,,0,,O. Okongwu BLOCK (2 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
419,PT06M19.00S,2022-11-01T01:04:40.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,77,74,2022-11-01T01:04:47Z,4130000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,417.0,,,,,,,,,,,,,,,,,
421,PT06M17.00S,2022-11-01T01:05:03.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,18.478975032851512,4.901960784313726,1610612761,80,74,2022-11-01T01:05:08Z,4150000,225.0,121.0,1,left,P. Siakam 25' 3PT  (18 PTS) (S. Barnes 6 AST),"[1627783, 1630567]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,25.6,Made,,,,,18.0,S. Barnes,1630567.0,6.0,,,,,,,,,,
423,PT05M56.00S,2022-11-01T01:05:23.9Z,3,REGULAR,2pt,Jump Shot,[],1627749,77.08607095926413,50.49019607843137,1610612737,80,74,2022-11-01T01:05:28Z,4170000,2.0,163.0,1,right,MISS D. Murray 16' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Center,16.29,Missed,,,,,,,,,,,,,,,,,,
424,PT05M53.00S,2022-11-01T01:05:26.9Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,80,74,2022-11-01T01:05:28Z,4180000,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,16-24 Center,,,423.0,1.0,1.0,0.0,,,,,,,,,,,,,,
425,PT05M44.00S,2022-11-01T01:05:35.1Z,3,REGULAR,3pt,Jump Shot,[],1628449,5.995400788436268,2.941176470588235,1610612761,80,74,2022-11-01T01:05:38Z,4190000,235.0,4.0,1,left,MISS C. Boucher 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,23.53,Missed,,,,,,,,,,,,,,,,,,
426,PT05M42.00S,2022-11-01T01:05:37.1Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,80,74,2022-11-01T01:05:38Z,4200000,,,0,,O. Okongwu REBOUND (Off:1 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,425.0,4.0,3.0,1.0,,,,,,,,,,,,,,
427,PT05M39.00S,2022-11-01T01:05:45.4Z,3,REGULAR,foul,personal,['2freethrow'],203920,,,1610612737,80,74,2022-11-01T01:05:57Z,4210000,,,0,,K. Birch shooting personal FOUL (1 PF) (Young 2 FT),"[203920, 1629027]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,2003.0,1.0,0.0,Young,1629027.0,,,,,
429,PT05M39.00S,2022-11-01T01:06:11.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629027,,,1610612737,80,75,2022-11-01T01:06:11Z,4230000,,,0,,T. Young Free Throw 1 of 2 (13 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
430,PT05M39.00S,2022-11-01T01:06:27.5Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629027,,,1610612737,80,76,2022-11-01T01:06:27Z,4240000,,,0,,T. Young Free Throw 2 of 2 (14 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
