actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
86,PT05M20.00S,2022-10-31T23:53:01.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,6.389618922470433,44.11764705882353,1610612737,20,14,2022-10-31T23:53:07Z,860000,29.0,8.0,1,left,MISS D. Hunter driving Layup - blocked,"[1629631, 1628384]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,Anunoby,1628384.0,,
87,PT05M20.00S,2022-10-31T23:53:01.6Z,1,REGULAR,block,,[],1628384,,,1610612737,20,14,2022-10-31T23:53:04Z,870000,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
88,PT05M20.00S,2022-10-31T23:53:01.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,20,14,2022-10-31T23:53:07Z,880000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,86.0,,,,,,,,,,,,,,,,,
90,PT05M18.00S,2022-10-31T23:53:29.2Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,20,14,2022-10-31T23:53:36Z,900000,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1628384]",1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,,,Anunoby,1628384.0
91,PT05M18.00S,2022-10-31T23:53:29.2Z,1,REGULAR,steal,,[],1628384,,,1610612761,20,14,2022-10-31T23:53:31Z,910000,,,0,,O. Anunoby STEAL (2 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
93,PT05M15.00S,2022-10-31T23:53:38.7Z,1,REGULAR,substitution,out,[],1627749,,,1610612761,20,14,2022-10-31T23:53:44Z,930000,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M15.00S,2022-10-31T23:53:38.7Z,1,REGULAR,substitution,in,[],203200,,,1610612761,20,14,2022-10-31T23:53:44Z,940000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M55.00S,2022-10-31T23:54:30.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612761,20,14,2022-10-31T23:54:46Z,960000,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,,,,,101283.0,,,,,,,,,
97,PT04M47.00S,2022-10-31T23:54:50.1Z,1,REGULAR,foul,personal,[],1628384,,,1610612737,20,14,2022-10-31T23:57:56Z,970000,,,0,,O. Anunoby personal FOUL (1 PF),"[1628384, 1629631]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,101283.0,1.0,0.0,Hunter,1629631.0,,,,,
100,PT04M47.00S,2022-10-31T23:55:12.2Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612737,20,14,2022-10-31T23:55:56Z,1000000,,,0,,TEAM delay-of-game VIOLATION,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,101283.0,,,,,,,,,
101,PT04M47.00S,2022-10-31T23:55:13.8Z,1,REGULAR,substitution,out,[],1628384,,,1610612737,20,14,2022-10-31T23:55:23Z,1010000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M47.00S,2022-10-31T23:55:13.8Z,1,REGULAR,substitution,out,[],203920,,,1610612737,20,14,2022-10-31T23:55:23Z,1020000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M47.00S,2022-10-31T23:55:13.8Z,1,REGULAR,substitution,in,[],1630173,,,1610612737,20,14,2022-10-31T23:55:23Z,1030000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M47.00S,2022-10-31T23:55:13.8Z,1,REGULAR,substitution,in,[],1628449,,,1610612737,20,14,2022-10-31T23:55:23Z,1040000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M40.00S,2022-10-31T23:55:24.3Z,1,REGULAR,turnover,lost ball,[],1630168,,,1610612737,20,14,2022-11-01T00:07:19Z,1050000,,,0,,O. Okongwu lost ball TURNOVER (1 TO),"[1630168, 1629018]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,,,Trent Jr.,1629018.0
106,PT04M40.00S,2022-10-31T23:55:24.3Z,1,REGULAR,steal,,[],1629018,,,1610612761,20,14,2022-10-31T23:55:26Z,1060000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
107,PT04M37.00S,2022-10-31T23:55:27.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,94.43166885676742,49.754901960784316,1610612761,22,14,2022-10-31T23:56:07Z,1070000,-1.0,0.0,1,right,G. Trent Jr. running DUNK (2 PTS),[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,0.12,Made,,,,,2.0,,,,,,,,,,,,,
108,PT04M24.00S,2022-10-31T23:55:43.2Z,1,REGULAR,foul,personal,[],1630567,,,1610612737,22,14,2022-10-31T23:55:47Z,1080000,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 1629027]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1628485.0,1.0,0.0,Young,1629027.0,,,,,
110,PT04M19.00S,2022-10-31T23:56:08.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,6.783837056504599,44.36274509803921,1610612737,22,16,2022-10-31T23:56:29Z,1100000,28.0,11.0,1,left,O. Okongwu driving bank Hook (2 PTS) (D. Hunter 1 AST),"[1630168, 1629631]",1610612737.0,ATL,driving bank,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,2.0,D. Hunter,1629631.0,1.0,,,,,,,,,,
112,PT04M03.00S,2022-10-31T23:56:25.2Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,22,16,2022-10-31T23:56:33Z,1120000,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1629027]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,,,Young,1629027.0
113,PT04M03.00S,2022-10-31T23:56:25.2Z,1,REGULAR,steal,,[],1629027,,,1610612737,22,16,2022-10-31T23:56:27Z,1130000,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
114,PT03M58.00S,2022-10-31T23:56:30.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628381,6.915243101182654,50.0,1610612737,22,18,2022-10-31T23:56:38Z,1140000,0.0,13.0,1,left,J. Collins running alley-oop DUNK (7 PTS) (T. Young 5 AST),"[1628381, 1629027]",1610612737.0,ATL,running alley-oop,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,7.0,T. Young,1629027.0,5.0,,,,,,,,,,
116,PT03M47.00S,2022-10-31T23:56:41.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.11760840998686,44.11764705882353,1610612761,24,18,2022-10-31T23:56:46Z,1160000,-29.0,12.0,1,right,P. Siakam driving Layup (6 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.18,Made,,,,,6.0,,,,,,,,,,,,,
117,PT03M35.00S,2022-10-31T23:56:53.3Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,24,18,2022-10-31T23:56:57Z,1170000,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1630567]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,2.0,,,Barnes,1630567.0
118,PT03M35.00S,2022-10-31T23:56:53.3Z,1,REGULAR,steal,,[],1630567,,,1610612761,24,18,2022-10-31T23:56:55Z,1180000,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
119,PT03M31.00S,2022-10-31T23:56:57.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630173,93.64323258869908,49.26470588235294,1610612761,26,18,2022-10-31T23:57:15Z,1190000,-4.0,7.0,1,right,P. Achiuwa running DUNK (2 PTS) (S. Barnes 3 AST),"[1630173, 1630567]",1610612761.0,TOR,running,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.82,Made,,,,,2.0,S. Barnes,1630567.0,3.0,,,,,,,,,,
121,PT03M30.00S,2022-10-31T23:57:02.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,26,18,2022-10-31T23:57:02Z,1210000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M30.00S,2022-10-31T23:58:35.0Z,1,REGULAR,substitution,out,[],1630567,,,1610612737,26,18,2022-10-31T23:59:31Z,1220000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M30.00S,2022-10-31T23:58:35.0Z,1,REGULAR,substitution,out,[],1629018,,,1610612737,26,18,2022-10-31T23:59:31Z,1230000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M30.00S,2022-10-31T23:58:35.0Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,26,18,2022-10-31T23:59:31Z,1240000,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M30.00S,2022-10-31T23:58:35.0Z,1,REGULAR,substitution,out,[],1630168,,,1610612737,26,18,2022-10-31T23:59:31Z,1250000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M30.00S,2022-10-31T23:58:35.0Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,26,18,2022-10-31T23:59:31Z,1260000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M30.00S,2022-10-31T23:58:35.0Z,1,REGULAR,substitution,in,[],1630201,,,1610612737,26,18,2022-10-31T23:59:31Z,1270000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M30.00S,2022-10-31T23:58:35.0Z,1,REGULAR,substitution,in,[],1628384,,,1610612737,26,18,2022-10-31T23:59:31Z,1280000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M30.00S,2022-10-31T23:58:35.0Z,1,REGULAR,substitution,in,[],1630552,,,1610612737,26,18,2022-10-31T23:59:31Z,1290000,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M30.00S,2022-10-31T23:58:35.0Z,1,REGULAR,substitution,in,[],1631100,,,1610612737,26,18,2022-10-31T23:59:31Z,1300000,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M30.00S,2022-10-31T23:58:35.0Z,1,REGULAR,substitution,in,[],203991,,,1610612737,26,18,2022-10-31T23:59:31Z,1310000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M16.00S,2022-11-01T00:00:08.9Z,1,REGULAR,3pt,Jump Shot,[],1629027,6.915243101182654,3.1862745098039214,1610612737,26,18,2022-11-01T00:09:45Z,1320000,234.0,13.0,1,left,MISS T. Young 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
133,PT03M13.00S,2022-11-01T00:00:11.9Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,26,18,2022-11-01T00:00:13Z,1330000,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,132.0,2.0,2.0,0.0,,,,,,,,,,,,,,
134,PT03M07.00S,2022-11-01T00:00:17.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628449,68.15045992115637,72.54901960784314,1610612761,29,18,2022-11-01T00:00:22Z,1340000,113.0,247.0,1,right,C. Boucher 27' 3PT running (3 PTS) (M. Flynn 1 AST),"[1628449, 1630201]",1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,27.14,Made,,,,,3.0,M. Flynn,1630201.0,1.0,,,,,,,,,,
136,PT02M56.00S,2022-11-01T00:00:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203200,6.652431011826544,47.05882352941176,1610612737,29,20,2022-11-01T00:13:31Z,1360000,15.0,10.0,1,left,J. Holiday cutting Layup (2 PTS) (T. Young 6 AST),"[203200, 1629027]",1610612737.0,ATL,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.78,Made,,,,,2.0,T. Young,1629027.0,6.0,,,,,,,,,,
138,PT02M45.00S,2022-11-01T00:00:42.3Z,1,REGULAR,turnover,out-of-bounds,[],1628384,,,1610612761,29,20,2022-11-01T00:00:48Z,1380000,,,0,,O. Anunoby lost ball out-of-bounds TURNOVER (1 TO),[1628384],1610612761.0,TOR,lost ball,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1628485.0,,,,,1.0,,,,
139,PT02M31.00S,2022-11-01T00:01:04.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203200,7.835085413929041,49.754901960784316,1610612737,29,22,2022-11-01T00:01:08Z,1390000,1.0,21.0,1,left,J. Holiday cutting DUNK (4 PTS) (T. Young 7 AST),"[203200, 1629027]",1610612737.0,ATL,cutting,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,4.0,T. Young,1629027.0,7.0,,,,,,,,,,
141,PT02M21.00S,2022-11-01T00:01:14.7Z,1,REGULAR,2pt,Jump Shot,[],1630201,85.75886990801577,18.38235294117647,1610612761,31,22,2022-11-01T00:01:18Z,1410000,-158.0,81.0,1,right,M. Flynn 17' pullup Jump Shot (2 PTS),[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,Mid-Range,16-24 Left,17.78,Made,,,,,2.0,,,,,,,,,,,,,
142,PT02M06.00S,2022-11-01T00:01:32.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630201,,,1610612737,31,22,2022-11-01T00:01:40Z,1420000,,,0,,M. Flynn shooting personal FOUL (1 PF) (Young 2 FT),"[1630201, 1629027]",1610612761.0,TOR,shooting,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101283.0,1.0,0.0,Young,1629027.0,,,,,
144,PT02M06.00S,2022-11-01T00:01:55.5Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,31,23,2022-11-01T00:01:55Z,1440000,,,0,,T. Young Free Throw 1 of 2 (1 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
145,PT02M06.00S,2022-11-01T00:01:59.5Z,1,REGULAR,substitution,out,[],1628384,,,1610612737,31,23,2022-11-01T00:02:04Z,1450000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M06.00S,2022-11-01T00:01:59.5Z,1,REGULAR,substitution,in,[],1630567,,,1610612737,31,23,2022-11-01T00:02:04Z,1460000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M06.00S,2022-11-01T00:02:17.6Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,31,24,2022-11-01T00:02:17Z,1470000,,,0,,T. Young Free Throw 2 of 2 (2 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
148,PT01M55.00S,2022-11-01T00:02:32.3Z,1,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612761,31,24,2022-11-01T00:02:40Z,1480000,,,0,,J. Johnson shooting personal FOUL (1 PF) (Siakam 2 FT),"[1630552, 1627783]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628485.0,1.0,0.0,Siakam,1627783.0,,,,,
150,PT01M55.00S,2022-11-01T00:02:59.8Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,31,24,2022-11-01T00:02:59Z,1500000,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
151,PT01M55.00S,2022-11-01T00:02:59.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,31,24,2022-11-01T00:02:59Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,
152,PT01M55.00S,2022-11-01T00:03:17.3Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,32,24,2022-11-01T00:03:17Z,1520000,,,0,,P. Siakam Free Throw 2 of 2 (7 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
153,PT01M43.00S,2022-11-01T00:03:32.4Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,32,24,2022-11-01T00:03:36Z,1530000,,,0,,T. Young bad pass TURNOVER (3 TO),"[1629027, 1628449]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,3.0,,,Boucher,1628449.0
154,PT01M43.00S,2022-11-01T00:03:32.4Z,1,REGULAR,steal,,[],1628449,,,1610612761,32,24,2022-11-01T00:03:34Z,1540000,,,0,,C. Boucher STEAL (1 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
155,PT01M40.00S,2022-11-01T00:03:35.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628449,93.77463863337714,49.50980392156863,1610612761,34,24,2022-11-01T00:03:41Z,1550000,-2.0,6.0,1,right,C. Boucher running DUNK (5 PTS),[1628449],1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,5.0,,,,,,,,,,,,,
156,PT01M24.00S,2022-11-01T00:03:50.1Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,34,24,2022-11-01T00:03:55Z,1560000,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 1630201]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,4.0,,,Flynn,1630201.0
157,PT01M24.00S,2022-11-01T00:03:50.1Z,1,REGULAR,steal,,[],1630201,,,1610612761,34,24,2022-11-01T00:03:53Z,1570000,,,0,,M. Flynn STEAL (1 STL),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
158,PT01M19.00S,2022-11-01T00:03:55.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,91.67214191852825,38.970588235294116,1610612761,34,24,2022-11-01T00:04:02Z,1580000,-55.0,26.0,1,right,MISS P. Siakam 6' running Layup - blocked,"[1627783, 203200]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.08,Missed,,,,,,,,,,,,,,,Holiday,203200.0,,
159,PT01M19.00S,2022-11-01T00:03:55.7Z,1,REGULAR,block,,[],203200,,,1610612761,34,24,2022-11-01T00:03:58Z,1590000,,,0,,J. Holiday BLOCK (1 BLK),[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
160,PT01M16.00S,2022-11-01T00:03:58.7Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,34,24,2022-11-01T00:04:02Z,1600000,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
161,PT01M10.00S,2022-11-01T00:04:07.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612737,34,24,2022-11-01T00:04:15Z,1610000,,,0,,C. Boucher personal FOUL (1 PF) (Young 2 FT),"[1628449, 1629027]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2003.0,1.0,0.0,Young,1629027.0,,,,,
163,PT01M10.00S,2022-11-01T00:04:36.3Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,34,24,2022-11-01T00:04:36Z,1630000,,,0,,MISS T. Young Free Throw 1 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
164,PT01M10.00S,2022-11-01T00:04:36.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,34,24,2022-11-01T00:04:36Z,1640000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,
165,PT01M10.00S,2022-11-01T00:05:00.6Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,34,25,2022-11-01T00:05:00Z,1650000,,,0,,T. Young Free Throw 2 of 2 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
166,PT00M58.20S,2022-11-01T00:05:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630201,92.06636005256242,46.07843137254902,1610612761,34,25,2022-11-01T00:05:22Z,1660000,-20.0,22.0,1,right,MISS M. Flynn driving Layup,[1630201],1610612761.0,TOR,driving,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
167,PT00M56.50S,2022-11-01T00:05:19.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,34,25,2022-11-01T00:05:22Z,1670000,,,0,,C. Capela REBOUND (Off:1 Def:1),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,166.0,2.0,1.0,1.0,,,,,,,,,,,,,,
168,PT00M44.20S,2022-11-01T00:05:34.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630201,,,1610612737,34,25,2022-11-01T00:05:40Z,1680000,,,0,,M. Flynn shooting personal FOUL (2 PF) (Johnson 2 FT),"[1630201, 1630552]",1610612761.0,TOR,shooting,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2003.0,2.0,0.0,Johnson,1630552.0,,,,,
170,PT00M44.20S,2022-11-01T00:05:56.0Z,1,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,34,25,2022-11-01T00:05:55Z,1700000,,,0,,MISS J. Johnson Free Throw 1 of 2,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
171,PT00M44.20S,2022-11-01T00:05:56.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,34,25,2022-11-01T00:05:55Z,1710000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,170.0,,,,,,,,,,,,,,,,,
172,PT00M44.20S,2022-11-01T00:06:12.6Z,1,REGULAR,freethrow,2 of 2,[],1630552,,,1610612737,34,26,2022-11-01T00:06:12Z,1720000,,,0,,J. Johnson Free Throw 2 of 2 (1 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
173,PT00M29.00S,2022-11-01T00:06:30.6Z,1,REGULAR,3pt,Jump Shot,[],1630567,94.1688567674113,95.09803921568627,1610612761,34,26,2022-11-01T00:17:52Z,1730000,225.0,2.0,1,right,MISS S. Barnes 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
174,PT00M26.40S,2022-11-01T00:06:33.2Z,1,REGULAR,rebound,defensive,[],203991,,,1610612737,34,26,2022-11-01T00:06:35Z,1740000,,,0,,C. Capela REBOUND (Off:1 Def:2),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Right Corner 3,24+ Right,,,173.0,3.0,2.0,1.0,,,,,,,,,,,,,,
