actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
334,PT09M51.00S,2023-03-19T00:21:19.4Z,3,REGULAR,foul,personal,[],203937,,,1610612761,68,60,2023-03-19T00:21:35Z,3280000,False,,,0,,K. Anderson personal FOUL (3 PF),"[203937, 1627783]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Left,,,,,,,2530.0,,,3.0,0.0,Siakam,1627783.0,,,,,,,
337,PT09M41.00S,2023-03-19T00:22:14.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,15.719448094612352,39.21568627450981,1610612761,68,60,2023-03-19T00:22:20Z,3310000,False,54.0,95.0,1,left,MISS F. VanVleet 10' driving floating Shot - blocked,"[1627832, 1630183]",1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,10.95,Missed,,,,,,,,,,,,,,,,,McDaniels,1630183.0
338,PT09M41.00S,2023-03-19T00:22:14.3Z,3,REGULAR,block,,[],1630183,,,1610612761,68,60,2023-03-19T00:22:16Z,3320000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
339,PT09M38.00S,2023-03-19T00:22:17.3Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,68,60,2023-03-19T00:22:20Z,3330000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,337.0,3.0,3.0,0.0,,,,,,,,,,,,,,
341,PT09M29.00S,2023-03-19T00:22:50.1Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612750,68,60,2023-03-19T00:23:13Z,3350000,False,,,0,,J. Poeltl shooting personal FOUL (4 PF) (Gobert 2 FT),"[1627751, 203497]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,,,4.0,0.0,Gobert,203497.0,,,,,,,
343,PT09M29.00S,2023-03-19T00:23:16.2Z,3,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,68,61,2023-03-19T00:23:16Z,3370000,False,,,0,,R. Gobert Free Throw 1 of 2 (11 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
344,PT09M29.00S,2023-03-19T00:23:33.8Z,3,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,68,62,2023-03-19T00:23:33Z,3380000,False,,,0,,R. Gobert Free Throw 2 of 2 (12 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
345,PT09M18.00S,2023-03-19T00:23:50.6Z,3,REGULAR,foul,offensive,[],1628384,,,1610612761,68,62,2023-03-19T00:24:08Z,3390000,False,,,0,,O. Anunoby offensive FOUL (2 PF),"[1628384, 201144]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2530.0,,,2.0,0.0,Conley,201144.0,,,,,,,
347,PT09M18.00S,2023-03-19T00:23:50.6Z,3,REGULAR,turnover,offensive foul,[],1628384,,,1610612761,68,62,2023-03-19T00:23:50Z,3410000,False,,,0,,O. Anunoby offensive foul TURNOVER (2 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2530.0,2.0,,,,,,,,,,,,
348,PT09M10.00S,2023-03-19T00:24:09.7Z,3,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612750,68,62,2023-03-19T00:24:18Z,3420000,False,,,0,,O. Anunoby shooting personal FOUL (3 PF) (Conley 2 FT),"[1628384, 201144]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,1198.0,,,3.0,0.0,Conley,201144.0,,,,,,,
350,PT09M10.00S,2023-03-19T00:24:35.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201144,,,1610612750,68,63,2023-03-19T00:24:35Z,3440000,False,,,0,,M. Conley Free Throw 1 of 2 (9 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
351,PT09M10.00S,2023-03-19T00:24:50.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201144,,,1610612750,68,64,2023-03-19T00:24:50Z,3450000,False,,,0,,M. Conley Free Throw 2 of 2 (10 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
352,PT08M55.00S,2023-03-19T00:25:08.6Z,3,REGULAR,3pt,Jump Shot,[],1627783,29.38567674113009,29.166666666666668,1610612761,68,64,2023-03-19T00:25:16Z,3460000,False,104.0,224.0,1,left,MISS P. Siakam 24' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,24.68,Missed,,,,,,,,,,,,,,,,,,
353,PT08M51.00S,2023-03-19T00:25:12.6Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,68,64,2023-03-19T00:25:16Z,3470000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:4),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,352.0,4.0,4.0,0.0,,,,,,,,,,,,,,
354,PT08M46.00S,2023-03-19T00:25:17.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627752,71.04139290407359,22.794117647058822,1610612750,68,64,2023-03-19T00:25:24Z,3480000,False,-136.0,220.0,1,right,MISS T. Prince 25' running 3PT,[1627752],1610612750.0,MIN,running,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,25.84,Missed,,,,,,,,,,,,,,,,,,
355,PT08M43.00S,2023-03-19T00:25:20.2Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,68,64,2023-03-19T00:25:24Z,3490000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,354.0,1.0,1.0,0.0,,,,,,,,,,,,,,
356,PT08M43.00S,2023-03-19T00:25:27.7Z,3,REGULAR,foul,personal,[],1627752,,,1610612761,68,64,2023-03-19T00:26:25Z,3500000,False,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 1627783]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Center,,,,,,,1155.0,,,1.0,0.0,Siakam,1627783.0,,,,,,,
358,PT08M31.00S,2023-03-19T00:26:04.1Z,3,REGULAR,3pt,Jump Shot,[],1628384,12.746386333771355,96.79074754901961,1610612761,68,64,2023-03-19T00:27:54Z,3520000,False,-234.0,67.0,1,left,MISS O. Anunoby 24' pullup 3PT,[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,24.35,Missed,,,,,,,,,,,,,,,,,,
359,PT08M29.00S,2023-03-19T00:26:06.1Z,3,REGULAR,rebound,defensive,[],1630183,,,1610612750,68,64,2023-03-19T00:26:09Z,3530000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:5),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,24+ Left,,,358.0,5.0,5.0,0.0,,,,,,,,,,,,,,
360,PT08M16.00S,2023-03-19T00:26:18.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,82.9993429697766,42.8921568627451,1610612750,68,64,2023-03-19T00:26:29Z,3540000,False,-36.0,107.0,1,right,MISS K. Anderson 11' driving floating Shot,[203937],1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,11.3,Missed,,,,,,,,,,,,,,,,,,
361,PT08M13.00S,2023-03-19T00:26:21.6Z,3,REGULAR,rebound,offensive,[],203937,,,1610612750,68,64,2023-03-19T00:26:21Z,3550000,False,,,0,,K. Anderson REBOUND (Off:1 Def:3),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,360.0,4.0,3.0,1.0,,,,,,,,,,,,,,
362,PT08M13.00S,2023-03-19T00:26:21.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203937,94.40999984741211,50.0,1610612750,68,64,2023-03-19T00:26:21Z,3560000,False,0.0,0.0,1,right,MISS K. Anderson tip Layup,[203937],1610612750.0,MIN,tip,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
363,PT08M11.00S,2023-03-19T00:26:23.7Z,3,REGULAR,rebound,offensive,[],203937,,,1610612750,68,64,2023-03-19T00:26:23Z,3570000,False,,,0,,K. Anderson REBOUND (Off:2 Def:3),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Left,,,362.0,5.0,3.0,2.0,,,,,,,,,,,,,,
364,PT08M11.00S,2023-03-19T00:26:23.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203937,94.40999984741211,50.0,1610612750,68,66,2023-03-19T00:26:23Z,3580000,False,0.0,0.0,1,right,K. Anderson putback Layup (8 PTS),[203937],1610612750.0,MIN,putback,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,8.0,,,,,,,,,,,
365,PT08M01.00S,2023-03-19T00:26:35.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627832,8.09789750328515,52.69607843137255,1610612761,70,66,2023-03-19T00:26:41Z,3590000,False,-13.0,24.0,1,left,F. VanVleet driving bank Hook (24 PTS),[1627832],1610612761.0,TOR,driving bank,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,,,24.0,,,,,,,,,,,
366,PT08M01.00S,2023-03-19T00:26:38.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630183,,,1610612761,70,66,2023-03-19T00:26:48Z,3600000,False,,,0,,J. McDaniels shooting personal FOUL (3 PF) (VanVleet 1 FT),"[1630183, 1627832]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,,,3.0,0.0,VanVleet,1627832.0,,,,,,,
368,PT08M01.00S,2023-03-19T00:27:04.8Z,3,REGULAR,freethrow,1 of 1,[],1627832,,,1610612761,70,66,2023-03-19T00:27:04Z,3620000,False,,,0,,MISS F. VanVleet Free Throw 1 of 1,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
369,PT07M59.00S,2023-03-19T00:27:05.9Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,70,66,2023-03-19T00:27:05Z,3630000,False,,,0,,R. Gobert REBOUND (Off:4 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,368.0,10.0,6.0,4.0,,,,,,,,,,,,,,
370,PT07M45.00S,2023-03-19T00:27:19.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,93.9060446780552,53.67647058823529,1610612750,70,68,2023-03-19T00:27:26Z,3640000,False,18.0,5.0,1,right,T. Prince driving finger roll Layup (2 PTS) (K. Anderson 4 AST),"[1627752, 203937]",1610612750.0,MIN,driving finger roll,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,,,2.0,,,,,K. Anderson,203937.0,4.0,,,,
372,PT07M27.00S,2023-03-19T00:27:37.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,15.900131406044679,42.59344362745098,1610612761,70,68,2023-03-19T00:27:43Z,3660000,False,37.0,97.0,1,left,MISS O. Anunoby 10' driving floating bank Shot,[1628384],1610612761.0,TOR,driving floating bank,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,10.38,Missed,,,,,,,,,,,,,,,,,,
373,PT07M25.00S,2023-03-19T00:27:39.0Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612761,70,68,2023-03-19T00:27:39Z,3670000,False,,,0,,J. Poeltl REBOUND (Off:4 Def:4),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,372.0,8.0,4.0,4.0,,,,,,,,,,,,,,
374,PT07M18.00S,2023-03-19T00:27:46.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627832,7.966491458607096,51.71568627450981,1610612761,70,68,2023-03-19T00:27:51Z,3680000,False,-9.0,22.0,1,left,MISS F. VanVleet driving finger roll Layup,[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,2.4,Missed,,,,,,,,,,,,,,,,,,
375,PT07M15.00S,2023-03-19T00:27:49.1Z,3,REGULAR,rebound,defensive,[],203937,,,1610612750,70,68,2023-03-19T00:27:51Z,3690000,False,,,0,,K. Anderson REBOUND (Off:2 Def:4),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,374.0,6.0,4.0,2.0,,,,,,,,,,,,,,
376,PT06M58.00S,2023-03-19T00:28:06.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203497,90.3580814717477,52.450980392156865,1610612750,70,68,2023-03-19T00:28:10Z,3700000,False,12.0,38.0,1,right,MISS R. Gobert turnaround Hook,[203497],1610612750.0,MIN,turnaround,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,4.0,Missed,,,,,,,,,,,,,,,,,,
377,PT06M56.00S,2023-03-19T00:28:08.4Z,3,REGULAR,rebound,offensive,[],203497,,,1610612750,70,68,2023-03-19T00:28:08Z,3710000,False,,,0,,R. Gobert REBOUND (Off:5 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,376.0,11.0,6.0,5.0,,,,,,,,,,,,,,
378,PT06M54.00S,2023-03-19T00:28:12.5Z,3,REGULAR,foul,offensive,['inpenalty'],1627752,,,1610612750,70,68,2023-03-19T00:28:27Z,3720000,False,,,0,,T. Prince charge offensive FOUL (2 PF),"[1627752, 1628384]",1610612750.0,MIN,charge,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,,,2.0,0.0,Anunoby,1628384.0,,,,,,,
380,PT06M54.00S,2023-03-19T00:28:12.5Z,3,REGULAR,turnover,offensive foul,[],1627752,,,1610612750,70,68,2023-03-19T00:28:12Z,3740000,False,,,0,,T. Prince offensive foul TURNOVER (3 TO),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,3.0,,,,,,,,,,,,
381,PT06M54.00S,2023-03-19T00:28:22.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,70,68,2023-03-19T00:28:22Z,3750000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M54.00S,2023-03-19T00:29:50.9Z,3,REGULAR,substitution,out,[],1627751,,,1610612761,70,68,2023-03-19T00:30:59Z,3760000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M54.00S,2023-03-19T00:29:50.9Z,3,REGULAR,substitution,out,[],203937,,,1610612761,70,68,2023-03-19T00:30:59Z,3770000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M54.00S,2023-03-19T00:29:50.9Z,3,REGULAR,substitution,in,[],1629018,,,1610612761,70,68,2023-03-19T00:30:59Z,3780000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M54.00S,2023-03-19T00:29:50.9Z,3,REGULAR,substitution,in,[],1629638,,,1610612761,70,68,2023-03-19T00:30:59Z,3790000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M30.00S,2023-03-19T00:31:31.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629018,21.632720105124836,50.0,1610612761,72,68,2023-03-19T00:31:37Z,3800000,False,0.0,151.0,1,left,G. Trent Jr. 15' turnaround fadeaway Jump Shot (6 PTS),[1629018],1610612761.0,TOR,turnaround fadeaway,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Center,15.08,Made,,,,,,,6.0,,,,,,,,,,,
387,PT06M13.00S,2023-03-19T00:31:50.3Z,3,REGULAR,foul,personal,[],1630567,,,1610612750,72,68,2023-03-19T00:31:58Z,3810000,False,,,0,,S. Barnes personal FOUL (2 PF),"[1630567, 1629638]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,,,,,,,1155.0,,,2.0,0.0,Alexander-Walker,1629638.0,,,,,,,
389,PT06M13.00S,2023-03-19T00:31:58.3Z,3,REGULAR,substitution,out,[],203497,,,1610612750,72,68,2023-03-19T00:32:02Z,3830000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M13.00S,2023-03-19T00:31:58.3Z,3,REGULAR,substitution,in,[],1629675,,,1610612750,72,68,2023-03-19T00:32:02Z,3840000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M13.00S,2023-03-19T00:31:58.3Z,3,REGULAR,substitution,out,[],201144,,,1610612750,72,68,2023-03-19T00:32:15Z,3850000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT06M13.00S,2023-03-19T00:31:58.3Z,3,REGULAR,substitution,in,[],1629162,,,1610612750,72,68,2023-03-19T00:32:15Z,3860000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M00.00S,2023-03-19T00:32:39.0Z,3,REGULAR,3pt,Jump Shot,[],1630183,70.12155059132719,27.696078431372552,1610612750,72,71,2023-03-19T00:32:43Z,3870000,False,-112.0,228.0,1,right,J. McDaniels 25' 3PT  (13 PTS) (N. Reid 1 AST),"[1630183, 1629675]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,25.42,Made,,,,,,,13.0,,,,,N. Reid,1629675.0,1.0,,,,
395,PT05M44.00S,2023-03-19T00:32:54.9Z,3,REGULAR,2pt,Jump Shot,[],1629018,29.765522339027594,41.268382352941174,1610612761,74,71,2023-03-19T00:33:08Z,3890000,False,44.0,227.0,1,left,G. Trent Jr. 23' step back Jump Shot (8 PTS) (F. VanVleet 4 AST),"[1629018, 1627832]",1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,23.15,Made,,,,,,,8.0,,,,,F. VanVleet,1627832.0,4.0,,,,
397,PT05M31.00S,2023-03-19T00:33:08.1Z,3,REGULAR,turnover,lost ball,[],1629675,,,1610612750,74,71,2023-03-19T00:33:51Z,3910000,False,,,0,,N. Reid lost ball TURNOVER (1 TO),"[1629675, 1629018]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Center,,,,,,,,1.0,,,,,,,,,Trent Jr.,1629018.0,,
398,PT05M31.00S,2023-03-19T00:33:08.1Z,3,REGULAR,steal,,[],1629018,,,1610612761,74,71,2023-03-19T00:33:10Z,3920000,False,,,0,,G. Trent Jr. STEAL (4 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
399,PT05M28.00S,2023-03-19T00:33:10.7Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630567,8.754927726675426,50.49019607843137,1610612761,76,71,2023-03-19T00:35:37Z,3921250,False,-2.0,30.0,1,left,S. Barnes running DUNK (6 PTS) (G. Trent Jr. 3 AST),"[1630567, 1629018]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,,,6.0,,,,,G. Trent Jr.,1629018.0,3.0,,,,
401,PT05M28.00S,2023-03-19T00:33:16.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629675,,,1610612761,76,71,2023-03-19T00:36:29Z,3922500,False,,,0,,N. Reid shooting personal FOUL (3 PF) (Barnes 1 FT),"[1629675, 1630567]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Mid-Range,16-24 Right Center,,,,,,,1155.0,,,3.0,0.0,Barnes,1630567.0,,,,,,,
403,PT05M28.00S,2023-03-19T00:33:46.2Z,3,REGULAR,freethrow,1 of 1,"['fastbreak', 'fromturnover']",1630567,,,1610612761,76,71,2023-03-19T00:35:01Z,3925000,False,,,0,,MISS S. Barnes Free Throw 1 of 1,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
404,PT05M28.00S,2023-03-19T00:33:46.2Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,76,71,2023-03-19T00:38:49Z,3927500,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,403.0,2.0,2.0,0.0,,,,,,,,,,,,,,
405,PT05M06.00S,2023-03-19T00:34:03.6Z,3,REGULAR,3pt,Jump Shot,[],1630183,74.45795006570303,15.686274509803921,1610612750,76,74,2023-03-19T00:34:27Z,3990000,False,-172.0,188.0,1,right,J. McDaniels 25' 3PT  (16 PTS) (N. Alexander-Walker 1 AST),"[1630183, 1629638]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,25.42,Made,,,,,,,16.0,,,,,N. Alexander-Walker,1629638.0,1.0,,,,
407,PT04M52.00S,2023-03-19T00:34:21.7Z,3,REGULAR,turnover,traveling,[],1628384,,,1610612761,76,74,2023-03-19T00:34:31Z,4010000,False,,,0,,O. Anunoby traveling TURNOVER (3 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,3.0,,,,,,,,,,,,
408,PT04M39.00S,2023-03-19T00:34:44.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629018,,,1610612750,76,74,2023-03-19T00:36:28Z,4020000,False,,,0,,G. Trent Jr. personal FOUL (1 PF) (McLaughlin 2 FT),"[1629018, 1629162]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,1155.0,,,1.0,0.0,McLaughlin,1629162.0,,,,,,,
410,PT04M39.00S,2023-03-19T00:35:10.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629162,,,1610612750,76,74,2023-03-19T00:35:10Z,4040000,False,,,0,,MISS J. McLaughlin Free Throw 1 of 2,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
411,PT04M39.00S,2023-03-19T00:35:10.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,76,74,2023-03-19T00:35:10Z,4050000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,,,,,
412,PT04M39.00S,2023-03-19T00:35:30.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629162,,,1610612750,76,75,2023-03-19T00:35:30Z,4060000,False,,,0,,J. McLaughlin Free Throw 2 of 2 (9 PTS),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
413,PT04M22.00S,2023-03-19T00:35:48.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,14.4053876478318,50.0,1610612761,76,75,2023-03-19T00:35:54Z,4070000,False,0.0,83.0,1,left,MISS S. Barnes 8' fadeaway Shot,[1630567],1610612761.0,TOR,fadeaway,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,8.29,Missed,,,,,,,,,,,,,,,,,,
414,PT04M20.00S,2023-03-19T00:35:50.8Z,3,REGULAR,rebound,defensive,[],1629675,,,1610612750,76,75,2023-03-19T00:35:54Z,4080000,False,,,0,,N. Reid REBOUND (Off:0 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,413.0,3.0,3.0,0.0,,,,,,,,,,,,,,
415,PT04M16.00S,2023-03-19T00:35:55.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629675,93.64323258869908,52.20588235294118,1610612750,76,77,2023-03-19T00:36:13Z,4090000,False,11.0,7.0,1,right,N. Reid running finger roll Layup (16 PTS),[1629675],1610612750.0,MIN,running finger roll,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,,,16.0,,,,,,,,,,,
416,PT04M16.00S,2023-03-19T00:36:05.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,76,77,2023-03-19T00:36:05Z,4100000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M16.00S,2023-03-19T00:37:45.6Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,76,77,2023-03-19T00:38:39Z,4110000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M16.00S,2023-03-19T00:37:45.6Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,76,77,2023-03-19T00:38:39Z,4120000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
