actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
255,PT04M28.00S,2023-01-11T01:22:46.8Z,2,REGULAR,substitution,out,[],1628372,,,1610612766,57,49,2023-01-11T01:23:53Z,2530000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M28.00S,2023-01-11T01:22:46.8Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,57,49,2023-01-11T01:23:53Z,2540000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M28.00S,2023-01-11T01:22:46.8Z,2,REGULAR,substitution,in,[],1627783,,,1610612766,57,49,2023-01-11T01:23:53Z,2550000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M28.00S,2023-01-11T01:22:46.8Z,2,REGULAR,substitution,in,[],1630550,,,1610612766,57,49,2023-01-11T01:23:53Z,2560000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M28.00S,2023-01-11T01:22:46.8Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,57,49,2023-01-11T01:23:53Z,2570000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M14.00S,2023-01-11T01:24:20.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,7.30946123521682,50.73529411764706,1610612766,57,51,2023-01-11T01:24:24Z,2580000,False,-4.0,16.0,1,left,M. Plumlee driving Layup (9 PTS),[203486],1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,9.0,,,,,,,,,,,,
261,PT03M59.00S,2023-01-11T01:24:35.0Z,2,REGULAR,3pt,Jump Shot,[],1627783,76.5604467805519,8.823529411764707,1610612761,57,51,2023-01-11T01:24:39Z,2590000,False,-206.0,168.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,26.56,Missed,,,,,,,,,,,,,,,,,,
262,PT03M55.00S,2023-01-11T01:24:39.0Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,57,51,2023-01-11T01:24:39Z,2600000,False,,,0,,T. Rozier REBOUND (Off:1 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,261.0,4.0,3.0,1.0,,,,,,,,,,,,,,
263,PT03M50.00S,2023-01-11T01:24:43.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628998,5.338370565045992,3.9215686274509802,1610612766,57,51,2023-01-11T01:24:51Z,2610000,False,230.0,-2.0,1,left,MISS C. Martin running 3PT,[1628998],1610612766.0,CHA,running,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
264,PT03M47.00S,2023-01-11T01:24:46.6Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,57,51,2023-01-11T01:24:46Z,2620000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Right Corner 3,24+ Right,,,263.0,3.0,2.0,1.0,,,,,,,,,,,,,,
265,PT03M43.00S,2023-01-11T01:24:50.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630163,16.90210249671485,50.98039215686274,1610612766,57,53,2023-01-11T01:24:55Z,2630000,False,-5.0,106.0,1,left,L. Ball 10' driving floating Jump Shot (10 PTS) (M. Plumlee 1 AST),"[1630163, 203486]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,10.65,Made,,,,,,10.0,M. Plumlee,203486.0,1.0,,,,,,,,,
267,PT03M22.00S,2023-01-11T01:25:11.8Z,2,REGULAR,3pt,Jump Shot,[],1630173,74.32654402102497,13.480392156862745,1610612761,60,53,2023-01-11T01:25:16Z,2650000,False,-183.0,189.0,1,right,P. Achiuwa 26' 3PT  (11 PTS) (P. Siakam 2 AST),"[1630173, 1627783]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,26.27,Made,,,,,,11.0,P. Siakam,1627783.0,2.0,,,,,,,,,
269,PT03M03.00S,2023-01-11T01:25:30.5Z,2,REGULAR,3pt,Jump Shot,[],1626179,22.815374507227332,89.95098039215686,1610612766,60,56,2023-01-11T01:25:34Z,2670000,False,-200.0,162.0,1,left,T. Rozier 25' 3PT  (12 PTS) (L. Ball 6 AST),"[1626179, 1630163]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,25.72,Made,,,,,,12.0,L. Ball,1630163.0,6.0,,,,,,,,,
271,PT02M53.00S,2023-01-11T01:25:45.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,92.72339027595268,51.71568627450981,1610612761,62,56,2023-01-11T01:25:50Z,2690000,False,9.0,16.0,1,right,C. Boucher cutting Layup (6 PTS) (P. Siakam 3 AST),"[1628449, 1627783]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,1.81,Made,,,,,,6.0,P. Siakam,1627783.0,3.0,,,,,,,,,
273,PT02M53.00S,2023-01-11T01:25:48.4Z,2,REGULAR,foul,personal,['1freethrow'],1626179,,,1610612761,62,56,2023-01-11T01:26:13Z,2710000,False,,,0,,T. Rozier shooting personal FOUL (2 PF) (Boucher 1 FT),"[1626179, 1628449]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,1628482.0,,,,,2.0,0.0,Boucher,1628449.0,,,,,
275,PT02M53.00S,2023-01-11T01:25:56.3Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,62,56,2023-01-11T01:26:11Z,2730000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M53.00S,2023-01-11T01:25:56.3Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,62,56,2023-01-11T01:26:11Z,2740000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M53.00S,2023-01-11T01:26:20.1Z,2,REGULAR,freethrow,1 of 1,[],1628449,,,1610612761,63,56,2023-01-11T01:26:20Z,2750000,False,,,0,,C. Boucher Free Throw 1 of 1 (7 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
278,PT02M32.00S,2023-01-11T01:26:42.7Z,2,REGULAR,3pt,Jump Shot,[],1626179,12.697109067017081,94.85294117647058,1610612766,63,56,2023-01-11T01:26:47Z,2760000,False,-224.0,67.0,1,left,MISS T. Rozier step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
279,PT02M28.00S,2023-01-11T01:26:46.7Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,63,56,2023-01-11T01:26:47Z,2770000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Left Corner 3,24+ Left,,,278.0,3.0,2.0,1.0,,,,,,,,,,,,,,
280,PT02M23.00S,2023-01-11T01:26:51.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,92.9862023653088,46.32352941176471,1610612761,63,56,2023-01-11T01:26:59Z,2780000,False,-18.0,13.0,1,right,MISS F. VanVleet running finger roll Layup,[1627832],1610612761.0,TOR,running finger roll,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
281,PT02M20.00S,2023-01-11T01:26:54.4Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,63,56,2023-01-11T01:26:59Z,2790000,False,,,0,,C. Boucher REBOUND (Off:2 Def:4),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,280.0,6.0,4.0,2.0,,,,,,,,,,,,,,
282,PT02M20.00S,2023-01-11T01:26:54.9Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1628449,94.40999984741211,50.0,1610612761,65,56,2023-01-11T01:27:02Z,2800000,False,0.0,0.0,1,right,C. Boucher tip DUNK (9 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,9.0,,,,,,,,,,,,
283,PT02M13.00S,2023-01-11T01:27:02.0Z,2,REGULAR,3pt,Jump Shot,[],1630163,21.369908015768726,92.40196078431373,1610612766,65,59,2023-01-11T01:27:06Z,2810000,False,-212.0,148.0,1,left,L. Ball 25' 3PT  (13 PTS) (T. Rozier 5 AST),"[1630163, 1626179]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,25.88,Made,,,,,,13.0,T. Rozier,1626179.0,5.0,,,,,,,,,
285,PT01M55.00S,2023-01-11T01:27:21.0Z,2,REGULAR,foul,personal,['2freethrow'],203486,,,1610612761,65,59,2023-01-11T01:27:29Z,2830000,False,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Siakam 2 FT),"[203486, 1627783]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,1628482.0,,,,,1.0,0.0,Siakam,1627783.0,,,,,
287,PT01M55.00S,2023-01-11T01:28:02.6Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,66,59,2023-01-11T01:28:02Z,2850000,False,,,0,,P. Siakam Free Throw 1 of 2 (15 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,15.0,,,,,,,,,,,,
288,PT01M55.00S,2023-01-11T01:28:03.5Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,66,59,2023-01-11T01:28:09Z,2860000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT01M55.00S,2023-01-11T01:28:03.5Z,2,REGULAR,substitution,out,[],1630550,,,1610612761,66,59,2023-01-11T01:28:09Z,2870000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT01M55.00S,2023-01-11T01:28:03.5Z,2,REGULAR,substitution,in,[],1629018,,,1610612761,66,59,2023-01-11T01:28:09Z,2880000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M55.00S,2023-01-11T01:28:03.5Z,2,REGULAR,substitution,in,[],1629023,,,1610612761,66,59,2023-01-11T01:28:09Z,2890000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M55.00S,2023-01-11T01:28:27.7Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,67,59,2023-01-11T01:28:27Z,2900000,False,,,0,,P. Siakam Free Throw 2 of 2 (16 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,16.0,,,,,,,,,,,,
293,PT01M39.00S,2023-01-11T01:28:45.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,7.178055190538765,50.245098039215684,1610612766,67,61,2023-01-11T01:28:49Z,2910000,False,-1.0,15.0,1,left,M. Plumlee cutting Layup (11 PTS) (L. Ball 7 AST),"[203486, 1630163]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,,11.0,L. Ball,1630163.0,7.0,,,,,,,,,
295,PT01M28.00S,2023-01-11T01:28:56.0Z,2,REGULAR,3pt,Jump Shot,[],1627783,73.40670170827858,15.196078431372548,1610612761,67,61,2023-01-11T01:29:01Z,2930000,False,-174.0,197.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,26.32,Missed,,,,,,,,,,,,,,,,,,
296,PT01M25.00S,2023-01-11T01:28:59.0Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,67,61,2023-01-11T01:29:01Z,2940000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,295.0,4.0,3.0,1.0,,,,,,,,,,,,,,
297,PT01M15.00S,2023-01-11T01:29:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,5.732588699080158,49.754901960784316,1610612766,67,61,2023-01-11T01:29:15Z,2950000,False,1.0,1.0,1,left,MISS T. Rozier cutting finger roll Layup,[1626179],1610612766.0,CHA,cutting finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,0.18,Missed,,,,,,,,,,,,,,,,,,
298,PT01M13.00S,2023-01-11T01:29:12.1Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,67,61,2023-01-11T01:29:15Z,2960000,False,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,297.0,4.0,3.0,1.0,,,,,,,,,,,,,,
299,PT01M10.00S,2023-01-11T01:29:14.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,80.89684625492772,93.13725490196079,1610612761,67,61,2023-01-11T01:29:21Z,2970000,False,216.0,127.0,1,right,MISS G. Trent Jr. 25' running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,25.04,Missed,,,,,,,,,,,,,,,,,,
300,PT01M07.00S,2023-01-11T01:29:17.6Z,2,REGULAR,rebound,defensive,[],1628998,,,1610612766,67,61,2023-01-11T01:29:21Z,2980000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,299.0,1.0,1.0,0.0,,,,,,,,,,,,,,
301,PT01M02.00S,2023-01-11T01:29:22.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,27.414586070959263,18.137254901960784,1610612766,67,64,2023-01-11T01:29:28Z,2990000,False,159.0,205.0,1,left,T. Rozier 25' 3PT step back (15 PTS) (C. Martin 1 AST),"[1626179, 1628998]",1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,25.98,Made,,,,,,15.0,C. Martin,1628998.0,1.0,,,,,,,,,
303,PT00M44.50S,2023-01-11T01:29:41.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,81.68528252299606,40.44117647058824,1610612761,69,64,2023-01-11T01:29:46Z,3010000,False,-48.0,120.0,1,right,P. Siakam 12' driving floating Jump Shot (18 PTS),[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,12.89,Made,,,,,,18.0,,,,,,,,,,,,
305,PT00M35.30S,2023-01-11T01:30:06.5Z,2,REGULAR,substitution,out,[],1626179,,,1610612766,69,64,2023-01-11T01:30:14Z,3030000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M35.30S,2023-01-11T01:30:06.5Z,2,REGULAR,substitution,in,[],1628372,,,1610612766,69,64,2023-01-11T01:30:14Z,3040000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M22.50S,2023-01-11T01:30:44.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,10.33180026281209,40.931372549019606,1610612766,69,64,2023-01-11T01:30:49Z,3060000,False,45.0,45.0,1,left,MISS L. Ball 6' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,6.36,Missed,,,,,,,,,,,,,,,,,,
309,PT00M20.70S,2023-01-11T01:30:46.4Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,69,64,2023-01-11T01:30:46Z,3070000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,308.0,4.0,3.0,1.0,,,,,,,,,,,,,,
310,PT00M15.80S,2023-01-11T01:30:51.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,87.20433639947439,95.58823529411765,1610612761,72,64,2023-01-11T01:31:02Z,3080000,False,228.0,68.0,1,right,O. Anunoby 3PT running (11 PTS) (S. Barnes 4 AST),"[1628384, 1630567]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.78,Made,,,,,,11.0,S. Barnes,1630567.0,4.0,,,,,,,,,
312,PT00M04.70S,2023-01-11T01:31:12.0Z,2,REGULAR,foul,personal,[],1628384,,,1610612766,72,64,2023-01-11T01:31:39Z,3100000,False,,,0,,O. Anunoby personal FOUL (2 PF),"[1628384, 203486]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628482.0,,,,,2.0,0.0,Plumlee,203486.0,,,,,
314,PT00M04.70S,2023-01-11T01:31:24.5Z,2,REGULAR,substitution,out,[],1628372,,,1610612766,72,64,2023-01-11T01:31:34Z,3120000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M04.70S,2023-01-11T01:31:24.5Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,72,64,2023-01-11T01:31:34Z,3130000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M03.20S,2023-01-11T01:31:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,7.30946123521682,50.49019607843137,1610612766,72,66,2023-01-11T01:31:47Z,3140000,False,-2.0,16.0,1,left,C. Martin cutting finger roll Layup (5 PTS) (L. Ball 8 AST),"[1628998, 1630163]",1610612766.0,CHA,cutting finger roll,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,,5.0,L. Ball,1630163.0,8.0,,,,,,,,,
318,PT00M00.10S,2023-01-11T01:31:47.7Z,2,REGULAR,3pt,Jump Shot,[],1627832,51.33048620236531,50.49019607843137,1610612761,72,66,2023-01-11T01:32:09Z,3160000,False,2.0,405.0,1,right,MISS F. VanVleet 40' driving floating 3PT,[1627832],1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,40.5,Missed,,,,,,,,,,,,,,,,,,
319,PT00M00.10S,2023-01-11T01:31:47.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,72,66,2023-01-11T01:32:09Z,3170000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,318.0,,,,,,,,,,,,,,,,,
320,PT00M00.00S,2023-01-11T01:32:03.7Z,2,REGULAR,period,end,[],0,,,1610612761,72,66,2023-01-11T01:32:03Z,3180000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2023-01-11T01:46:20.4Z,3,REGULAR,substitution,out,['startperiod'],1628998,,,1610612761,72,66,2023-01-11T01:47:01Z,3190000,False,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2023-01-11T01:46:20.4Z,3,REGULAR,substitution,in,['startperiod'],1629667,,,1610612761,72,66,2023-01-11T01:47:01Z,3200000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2023-01-11T01:47:01.5Z,3,REGULAR,period,start,[],0,,,1610612766,72,66,2023-01-11T01:47:01Z,3210000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M43.00S,2023-01-11T01:47:17.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,83.78777923784494,58.08823529411765,1610612766,72,68,2023-01-11T01:47:23Z,3220000,False,40.0,100.0,1,right,T. Rozier 10' turnaround fadeaway Jump Shot (17 PTS),[1626179],1610612766.0,CHA,turnaround fadeaway,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,10.78,Made,,,,,,17.0,,,,,,,,,,,,
325,PT11M27.00S,2023-01-11T01:47:35.5Z,3,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612761,72,68,2023-01-11T01:47:42Z,3230000,False,,,0,,L. Ball shooting personal FOUL (2 PF) (Trent Jr. 2 FT),"[1630163, 1629018]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628482.0,,,,,2.0,0.0,Trent Jr.,1629018.0,,,,,
327,PT11M27.00S,2023-01-11T01:47:58.1Z,3,REGULAR,freethrow,1 of 2,[],1629018,,,1610612761,73,68,2023-01-11T01:47:58Z,3250000,False,,,0,,G. Trent Jr. Free Throw 1 of 2 (8 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,8.0,,,,,,,,,,,,
328,PT11M27.00S,2023-01-11T01:48:12.0Z,3,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,74,68,2023-01-11T01:48:12Z,3260000,False,,,0,,G. Trent Jr. Free Throw 2 of 2 (9 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,,9.0,,,,,,,,,,,,
329,PT11M04.00S,2023-01-11T01:48:35.3Z,3,REGULAR,2pt,Jump Shot,[],1626179,91.40932982917214,32.35294117647059,1610612766,74,70,2023-01-11T01:48:41Z,3270000,False,-88.0,28.0,1,right,T. Rozier 9' driving floating Jump Shot (19 PTS),[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Left,9.26,Made,,,,,,19.0,,,,,,,,,,,,
330,PT10M42.00S,2023-01-11T01:48:58.1Z,3,REGULAR,3pt,Jump Shot,[],1628384,18.478975032851512,6.61764705882353,1610612761,77,70,2023-01-11T01:49:03Z,3280000,False,217.0,121.0,1,left,O. Anunoby 24' 3PT  (14 PTS) (P. Siakam 4 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,24.85,Made,,,,,,14.0,P. Siakam,1627783.0,4.0,,,,,,,,,
332,PT10M25.00S,2023-01-11T01:49:17.6Z,3,REGULAR,foul,personal,[],1628384,,,1610612766,77,70,2023-01-11T01:49:31Z,3300000,False,,,0,,O. Anunoby personal FOUL (3 PF),"[1628384, 1630163]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628482.0,,,,,3.0,0.0,Ball,1630163.0,,,,,
334,PT10M13.00S,2023-01-11T01:49:49.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630163,90.09526938239159,57.84313725490197,1610612766,77,72,2023-01-11T01:49:53Z,3320000,False,39.0,41.0,1,right,L. Ball driving bank Hook (15 PTS),[1630163],1610612766.0,CHA,driving bank,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,5.64,Made,,,,,,15.0,,,,,,,,,,,,
335,PT09M56.00S,2023-01-11T01:50:05.9Z,3,REGULAR,3pt,Jump Shot,[],1627832,32.14520367936925,28.676470588235293,1610612761,77,72,2023-01-11T01:50:11Z,3330000,False,107.0,250.0,1,left,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,27.15,Missed,,,,,,,,,,,,,,,,,,
336,PT09M52.00S,2023-01-11T01:50:09.9Z,3,REGULAR,rebound,defensive,[],1629667,,,1610612766,77,72,2023-01-11T01:50:11Z,3340000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,335.0,3.0,3.0,0.0,,,,,,,,,,,,,,
337,PT09M45.00S,2023-01-11T01:50:17.9Z,3,REGULAR,2pt,Jump Shot,[],1630163,90.48948751642575,30.14705882352941,1610612766,77,74,2023-01-11T01:50:22Z,3350000,False,-99.0,37.0,1,right,L. Ball 10' driving floating bank Jump Shot (17 PTS),[1630163],1610612766.0,CHA,driving floating bank,,,Ball,L. Ball,,,,,Mid-Range,8-16 Left,10.59,Made,,,,,,17.0,,,,,,,,,,,,
338,PT09M31.00S,2023-01-11T01:50:31.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,13.485545335085414,46.32352941176471,1610612761,77,74,2023-01-11T01:50:36Z,3360000,False,18.0,74.0,1,left,MISS P. Siakam 7' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.65,Missed,,,,,,,,,,,,,,,,,,
339,PT09M30.00S,2023-01-11T01:50:33.0Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612761,77,74,2023-01-11T01:50:33Z,3370000,False,,,0,,P. Siakam REBOUND (Off:2 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,338.0,5.0,3.0,2.0,,,,,,,,,,,,,,
