actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
508,PT09M09.00S,2022-10-29T01:24:17.3Z,4,REGULAR,foul,personal,['2freethrow'],1631132,,,1610612755,74,88,2022-10-29T01:24:23Z,5030000,,,0,,C. Koloko shooting personal FOUL (1 PF) (Maxey 2 FT),"[1631132, 1630178]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,201245.0,1.0,0.0,Maxey,1630178.0,,
510,PT09M09.00S,2022-10-29T01:24:48.3Z,4,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,74,88,2022-10-29T01:24:48Z,5050000,,,0,,MISS T. Maxey Free Throw 1 of 2,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
511,PT09M09.00S,2022-10-29T01:24:48.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,74,88,2022-10-29T01:24:48Z,5060000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,510.0,,,,,,,,,,
512,PT09M09.00S,2022-10-29T01:24:49.5Z,4,REGULAR,substitution,out,[],1629018,,,1610612755,74,88,2022-10-29T01:24:55Z,5070000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT09M09.00S,2022-10-29T01:24:49.5Z,4,REGULAR,substitution,out,[],1627777,,,1610612755,74,88,2022-10-29T01:24:55Z,5080000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT09M09.00S,2022-10-29T01:24:49.5Z,4,REGULAR,substitution,in,[],1627783,,,1610612755,74,88,2022-10-29T01:24:55Z,5090000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT09M09.00S,2022-10-29T01:24:49.5Z,4,REGULAR,substitution,in,[],201935,,,1610612755,74,88,2022-10-29T01:24:55Z,5100000,,,0,,SUB in: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT09M09.00S,2022-10-29T01:25:15.7Z,4,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,74,89,2022-10-29T01:25:15Z,5110000,,,0,,T. Maxey Free Throw 2 of 2 (34 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,34.0,,,,,,,,,,,,,,
517,PT08M51.00S,2022-10-29T01:25:36.1Z,4,REGULAR,3pt,Jump Shot,[],1627832,6.652431011826544,3.6764705882352944,1610612761,74,89,2022-10-29T01:25:40Z,5120000,232.0,10.0,1,left,MISS F. VanVleet 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,,,,23.18,Missed,,,,,,,,,,,,,,,
518,PT08M48.00S,2022-10-29T01:25:39.1Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,74,89,2022-10-29T01:25:40Z,5130000,,,0,,T. Maxey REBOUND (Off:0 Def:7),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,,,,,,,,,,517.0,7.0,7.0,0.0,,,,,,,
519,PT08M34.00S,2022-10-29T01:25:54.7Z,4,REGULAR,foul,personal,[],1628449,,,1610612755,74,89,2022-10-29T01:26:02Z,5140000,,,0,,C. Boucher personal FOUL (2 PF),"[1628449, 1626149]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1629183.0,2.0,0.0,Harrell,1626149.0,,
521,PT08M27.00S,2022-10-29T01:26:23.2Z,4,REGULAR,3pt,Jump Shot,[],1630178,72.22404730617609,16.666666666666664,1610612755,74,89,2022-10-29T01:26:29Z,5160000,-167.0,209.0,1,right,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,26.7,Missed,,,,,,,,,,,,,,,
522,PT08M23.00S,2022-10-29T01:26:27.2Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,74,89,2022-10-29T01:26:29Z,5170000,,,0,,C. Boucher REBOUND (Off:0 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,521.0,2.0,2.0,0.0,,,,,,,
523,PT08M13.00S,2022-10-29T01:26:40.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628449,10.33180026281209,49.01960784313725,1610612761,76,89,2022-10-29T01:31:19Z,5180000,5.0,45.0,1,left,C. Boucher floating Jump Shot (5 PTS) (P. Siakam 5 AST),"[1628449, 1627783]",1610612761.0,TOR,floating,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,4.49,Made,5.0,P. Siakam,1627783.0,5.0,,,,,,,,,,,
525,PT08M13.00S,2022-10-29T01:26:44.8Z,4,REGULAR,foul,personal,['1freethrow'],1626149,,,1610612761,76,89,2022-10-29T01:26:49Z,5200000,,,0,,M. Harrell shooting personal FOUL (1 PF) (Boucher 1 FT),"[1626149, 1628449]",1610612755.0,PHI,shooting,,,Harrell,M. Harrell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1629183.0,1.0,1.0,Boucher,1628449.0,,
527,PT08M13.00S,2022-10-29T01:27:02.0Z,4,REGULAR,substitution,out,[],1629003,,,1610612761,76,89,2022-10-29T01:27:48Z,5220000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT08M13.00S,2022-10-29T01:27:02.0Z,4,REGULAR,substitution,in,[],1629001,,,1610612761,76,89,2022-10-29T01:27:48Z,5230000,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M13.00S,2022-10-29T01:27:19.8Z,4,REGULAR,freethrow,1 of 1,[],1628449,,,1610612761,77,89,2022-10-29T01:27:19Z,5240000,,,0,,C. Boucher Free Throw 1 of 1 (6 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
530,PT07M48.00S,2022-10-29T01:27:46.4Z,4,REGULAR,turnover,lost ball,[],1626149,,,1610612755,77,89,2022-10-29T01:27:50Z,5250000,,,0,,M. Harrell lost ball TURNOVER (1 TO),"[1626149, 1631132]",1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,1.0,Koloko,1631132.0,,,,,,,,,,,,,,,,,
531,PT07M48.00S,2022-10-29T01:27:46.4Z,4,REGULAR,steal,,[],1631132,,,1610612761,77,89,2022-10-29T01:27:48Z,5260000,,,0,,C. Koloko STEAL (1 STL),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
532,PT07M41.00S,2022-10-29T01:27:53.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628384,7.046649145860711,54.41176470588235,1610612761,77,89,2022-10-29T01:28:05Z,5270000,-22.0,14.0,1,left,MISS O. Anunoby driving reverse DUNK - blocked,"[1628384, 1626149]",1610612761.0,TOR,driving reverse,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,2.6,Missed,,,,,,,,,,,,,,Harrell,1626149.0
533,PT07M41.00S,2022-10-29T01:27:53.4Z,4,REGULAR,block,,[],1626149,,,1610612761,77,89,2022-10-29T01:27:56Z,5280000,,,0,,M. Harrell BLOCK (1 BLK),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
534,PT07M37.00S,2022-10-29T01:27:57.4Z,4,REGULAR,rebound,offensive,[],1631132,,,1610612761,77,89,2022-10-29T01:28:05Z,5290000,,,0,,C. Koloko REBOUND (Off:1 Def:0),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,532.0,1.0,0.0,1.0,,,,,,,
535,PT07M37.00S,2022-10-29T01:27:58.1Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1631132,5.590000152587891,50.0,1610612761,79,89,2022-10-29T01:35:12Z,5300000,0.0,0.0,1,left,C. Koloko putback DUNK (2 PTS),[1631132],1610612761.0,TOR,putback,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,0.0,Made,2.0,,,,,,,,,,,,,,
537,PT07M20.00S,2022-10-29T01:28:36.9Z,4,REGULAR,3pt,Jump Shot,[],1629680,76.42904073587385,87.25490196078431,1610612755,79,89,2022-10-29T01:28:40Z,5320000,186.0,169.0,1,right,MISS M. Thybulle 25' 3PT,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,25.16,Missed,,,,,,,,,,,,,,,
538,PT07M16.00S,2022-10-29T01:28:40.9Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,79,89,2022-10-29T01:28:40Z,5330000,,,0,,P. Siakam REBOUND (Off:1 Def:8),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,537.0,9.0,8.0,1.0,,,,,,,
539,PT07M10.00S,2022-10-29T01:28:47.2Z,4,REGULAR,turnover,lost ball,[],1627832,,,1610612761,79,89,2022-10-29T01:28:51Z,5340000,,,0,,F. VanVleet lost ball TURNOVER (1 TO),"[1627832, 1629680]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,1.0,Thybulle,1629680.0,,,,,,,,,,,,,,,,,
540,PT07M10.00S,2022-10-29T01:28:47.2Z,4,REGULAR,steal,,[],1629680,,,1610612755,79,89,2022-10-29T01:28:49Z,5350000,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
541,PT07M05.00S,2022-10-29T01:28:51.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629680,94.69448094612353,54.166666666666664,1610612755,79,89,2022-10-29T01:28:56Z,5360000,21.0,-3.0,1,right,MISS M. Thybulle running Layup,[1629680],1610612755.0,PHI,running,,,Thybulle,M. Thybulle,,,,,Restricted Area,0-8 Center,,,,2.1,Missed,,,,,,,,,,,,,,,
542,PT07M03.00S,2022-10-29T01:28:53.4Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,79,89,2022-10-29T01:28:56Z,5370000,,,0,,C. Boucher REBOUND (Off:0 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,541.0,3.0,3.0,0.0,,,,,,,
543,PT06M56.00S,2022-10-29T01:29:00.3Z,4,REGULAR,turnover,bad pass,[],1627783,,,1610612761,79,89,2022-10-29T01:29:05Z,5380000,,,0,,P. Siakam bad pass TURNOVER (4 TO),"[1627783, 1629001]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,4.0,Melton,1629001.0,,,,,,,,,,,,,,,,,
544,PT06M56.00S,2022-10-29T01:29:00.3Z,4,REGULAR,steal,,[],1629001,,,1610612755,79,89,2022-10-29T01:29:02Z,5390000,,,0,,D. Melton STEAL (5 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
545,PT06M52.00S,2022-10-29T01:29:04.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629001,94.1688567674113,50.49019607843137,1610612755,79,91,2022-10-29T01:29:10Z,5400000,2.0,2.0,1,right,D. Melton running Layup (11 PTS),[1629001],1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,0.34,Made,11.0,,,,,,,,,,,,,,
546,PT06M34.00S,2022-10-29T01:29:21.8Z,4,REGULAR,3pt,Jump Shot,[],1628384,9.674770039421814,96.32352941176471,1610612761,79,91,2022-10-29T01:29:26Z,5410000,-232.0,38.0,1,left,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,23.48,Missed,,,,,,,,,,,,,,,
547,PT06M32.00S,2022-10-29T01:29:23.8Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,79,91,2022-10-29T01:29:26Z,5420000,,,0,,T. Maxey REBOUND (Off:0 Def:8),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,,,,,,,,,,546.0,8.0,8.0,0.0,,,,,,,
548,PT06M20.00S,2022-10-29T01:29:37.4Z,4,REGULAR,turnover,bad pass,[],1630178,,,1610612755,79,91,2022-10-29T01:29:45Z,5430000,,,0,,T. Maxey bad pass TURNOVER (2 TO),"[1630178, 1631132]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,2.0,Koloko,1631132.0,,,,,,,,,,,,,,,,,
549,PT06M20.00S,2022-10-29T01:29:37.4Z,4,REGULAR,steal,,[],1631132,,,1610612761,79,91,2022-10-29T01:29:39Z,5440000,,,0,,C. Koloko STEAL (2 STL),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
550,PT06M12.00S,2022-10-29T01:29:44.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628449,5.338370565045992,50.0,1610612761,81,91,2022-10-29T01:29:49Z,5450000,0.0,-2.0,1,left,C. Boucher running Layup (8 PTS) (O. Anunoby 2 AST),"[1628449, 1628384]",1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,0.23,Made,8.0,O. Anunoby,1628384.0,2.0,,,,,,,,,,,
552,PT06M00.00S,2022-10-29T01:29:59.0Z,4,REGULAR,turnover,bad pass,[],1626149,,,1610612755,81,91,2022-10-29T01:30:31Z,5470000,,,0,,M. Harrell bad pass TURNOVER (2 TO),"[1626149, 1628384]",1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Mid-Range,16-24 Left Center,2.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,,
553,PT06M00.00S,2022-10-29T01:29:59.0Z,4,REGULAR,steal,,[],1628384,,,1610612761,81,91,2022-10-29T01:30:00Z,5480000,,,0,,O. Anunoby STEAL (2 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
554,PT05M58.00S,2022-10-29T01:30:02.7Z,4,REGULAR,foul,personal,[],1630178,,,1610612761,81,91,2022-10-29T01:30:20Z,5490000,,,0,,T. Maxey personal FOUL (3 PF),"[1630178, 1628384]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,2715.0,3.0,0.0,Anunoby,1628384.0,,
556,PT05M58.00S,2022-10-29T01:30:15.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,81,91,2022-10-29T01:30:15Z,5510000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT05M58.00S,2022-10-29T01:31:44.9Z,4,REGULAR,substitution,out,[],1626149,,,1610612761,81,91,2022-10-29T01:32:50Z,5520000,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT05M58.00S,2022-10-29T01:31:44.9Z,4,REGULAR,substitution,out,[],1629680,,,1610612761,81,91,2022-10-29T01:32:50Z,5530000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT05M58.00S,2022-10-29T01:31:44.9Z,4,REGULAR,substitution,in,[],200782,,,1610612761,81,91,2022-10-29T01:32:50Z,5540000,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT05M58.00S,2022-10-29T01:31:44.9Z,4,REGULAR,substitution,in,[],202699,,,1610612761,81,91,2022-10-29T01:32:50Z,5550000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT05M35.00S,2022-10-29T01:33:28.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627783,34.11629434954008,43.13725490196079,1610612761,81,91,2022-10-29T01:33:33Z,5560000,34.0,268.0,1,left,MISS P. Siakam 27' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,27.04,Missed,,,,,,,,,,,,,,,
562,PT05M31.00S,2022-10-29T01:33:32.1Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,81,91,2022-10-29T01:33:33Z,5570000,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,,561.0,4.0,3.0,1.0,,,,,,,
563,PT05M20.00S,2022-10-29T01:33:42.1Z,4,REGULAR,2pt,Jump Shot,[],1630178,90.22667542706965,69.6078431372549,1610612755,81,93,2022-10-29T01:33:46Z,5580000,98.0,39.0,1,right,T. Maxey 10' driving floating bank Jump Shot (36 PTS),[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,,,,10.56,Made,36.0,,,,,,,,,,,,,,
564,PT05M07.00S,2022-10-29T01:33:55.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,8.623521681997373,51.9607843137255,1610612761,81,93,2022-10-29T01:34:01Z,5590000,-10.0,29.0,1,left,MISS C. Boucher cutting Layup,[1628449],1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,3.02,Missed,,,,,,,,,,,,,,,
566,PT05M04.00S,2022-10-29T01:33:58.9Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,81,93,2022-10-29T01:34:01Z,5610000,,,0,,T. Harris REBOUND (Off:1 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,564.0,5.0,4.0,1.0,,,,,,,
567,PT05M03.00S,2022-10-29T01:34:00.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,69.33311432325887,74.26470588235294,1610612755,81,96,2022-10-29T01:34:07Z,5620000,121.0,236.0,1,right,T. Maxey 26' 3PT running (39 PTS) (T. Harris 3 AST),"[1630178, 202699]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,26.52,Made,39.0,T. Harris,202699.0,3.0,,,,,,,,,,,
568,PT04M47.00S,2022-10-29T01:34:19.2Z,4,REGULAR,foul,offensive,[],1628449,,,1610612761,81,96,2022-10-29T01:34:25Z,5630000,,,0,,C. Boucher charge offensive FOUL (3 PF),"[1628449, 200782]",1610612761.0,TOR,charge,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,201245.0,3.0,0.0,Tucker,200782.0,,
570,PT04M47.00S,2022-10-29T01:34:19.2Z,4,REGULAR,turnover,offensive foul,[],1628449,,,1610612761,81,96,2022-10-29T01:34:19Z,5650000,,,0,,C. Boucher offensive foul TURNOVER (1 TO),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,201245.0,,,,,,
571,PT04M47.00S,2022-10-29T01:34:24.9Z,4,REGULAR,substitution,out,[],1628449,,,1610612755,81,96,2022-10-29T01:34:38Z,5660000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M47.00S,2022-10-29T01:34:24.9Z,4,REGULAR,substitution,out,[],1631132,,,1610612755,81,96,2022-10-29T01:34:38Z,5670000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M47.00S,2022-10-29T01:34:24.9Z,4,REGULAR,substitution,in,[],1630567,,,1610612755,81,96,2022-10-29T01:34:38Z,5680000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M47.00S,2022-10-29T01:34:24.9Z,4,REGULAR,substitution,in,[],1629018,,,1610612755,81,96,2022-10-29T01:34:38Z,5690000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT04M36.00S,2022-10-29T01:34:54.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,67.23061760840999,72.30392156862744,1610612755,81,99,2022-10-29T01:34:59Z,5700000,112.0,256.0,1,right,T. Maxey 27' 3PT  (42 PTS) (J. Harden 4 AST),"[1630178, 201935]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,27.88,Made,42.0,J. Harden,201935.0,4.0,,,,,,,,,,,
577,PT04M34.00S,2022-10-29T01:35:03.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,81,99,2022-10-29T01:35:03Z,5720000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT04M22.00S,2022-10-29T01:38:01.8Z,4,REGULAR,turnover,bad pass,[],1627783,,,1610612761,81,99,2022-10-29T01:38:06Z,5730000,,,0,,P. Siakam bad pass TURNOVER (5 TO),"[1627783, 1630178]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,5.0,Maxey,1630178.0,,,,,,,,,,,,,,,,,
580,PT04M22.00S,2022-10-29T01:38:01.8Z,4,REGULAR,steal,,[],1630178,,,1610612755,81,99,2022-10-29T01:38:03Z,5740000,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
581,PT04M20.00S,2022-10-29T01:38:06.7Z,4,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612755,81,99,2022-10-29T01:38:15Z,5750000,,,0,,P. Siakam shooting personal FOUL (3 PF) (Maxey 2 FT),"[1627783, 1630178]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1629183.0,3.0,0.0,Maxey,1630178.0,,
583,PT04M20.00S,2022-10-29T01:38:33.5Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630178,,,1610612755,81,100,2022-10-29T01:38:33Z,5770000,,,0,,T. Maxey Free Throw 1 of 2 (43 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,43.0,,,,,,,,,,,,,,
584,PT04M20.00S,2022-10-29T01:38:47.7Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630178,,,1610612755,81,101,2022-10-29T01:38:47Z,5780000,,,0,,T. Maxey Free Throw 2 of 2 (44 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,Made,44.0,,,,,,,,,,,,,,
585,PT04M12.00S,2022-10-29T01:38:57.2Z,4,REGULAR,2pt,Jump Shot,[],1629018,27.414586070959263,50.0,1610612761,83,101,2022-10-29T01:39:01Z,5790000,0.0,205.0,1,left,G. Trent Jr. 20' pullup Jump Shot (14 PTS) (P. Siakam 6 AST),"[1629018, 1627783]",1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,,,,20.52,Made,14.0,P. Siakam,1627783.0,6.0,,,,,,,,,,,
587,PT03M45.00S,2022-10-29T01:39:23.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,92.9862023653088,47.549019607843135,1610612755,83,101,2022-10-29T01:39:30Z,5810000,-12.0,13.0,1,right,MISS D. Melton driving Layup,[1629001],1610612755.0,PHI,driving,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,1.82,Missed,,,,,,,,,,,,,,,
589,PT03M41.00S,2022-10-29T01:39:27.9Z,4,REGULAR,rebound,defensive,[],1629018,,,1610612761,83,101,2022-10-29T01:39:30Z,5830000,,,0,,G. Trent Jr. REBOUND (Off:1 Def:3),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,587.0,4.0,3.0,1.0,,,,,,,
590,PT03M40.00S,2022-10-29T01:39:29.2Z,4,REGULAR,3pt,Jump Shot,[],1628384,7.440867279894875,97.05882352941177,1610612761,83,101,2022-10-29T01:39:44Z,5840000,-235.0,17.0,1,left,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,23.59,Missed,,,,,,,,,,,,,,,
591,PT03M37.00S,2022-10-29T01:39:32.0Z,4,REGULAR,rebound,offensive,[],1627783,,,1610612761,83,101,2022-10-29T01:39:32Z,5850000,,,0,,P. Siakam REBOUND (Off:2 Def:8),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,,,,,,,,,,590.0,10.0,8.0,2.0,,,,,,,
592,PT03M35.00S,2022-10-29T01:39:33.7Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627783,7.835085413929041,52.69607843137255,1610612761,83,101,2022-10-29T01:39:48Z,5860000,-13.0,21.0,1,left,MISS P. Siakam Hook,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,2.5,Missed,,,,,,,,,,,,,,,
593,PT03M32.00S,2022-10-29T01:39:37.2Z,4,REGULAR,rebound,offensive,[],1630567,,,1610612761,83,101,2022-10-29T01:39:37Z,5870000,,,0,,S. Barnes REBOUND (Off:2 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,592.0,6.0,4.0,2.0,,,,,,,
