actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
84,PT05M21.00S,2022-10-19T23:56:51.6Z,1,REGULAR,substitution,in,[],1629731,,,1610612739,13,13,2022-10-19T23:57:05Z,830000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M21.00S,2022-10-19T23:56:51.6Z,1,REGULAR,substitution,in,[],1631132,,,1610612739,13,13,2022-10-19T23:57:25Z,860000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M08.00S,2022-10-19T23:57:26.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629731,8.09789750328515,53.67647058823529,1610612739,13,15,2022-10-20T02:15:45Z,870000,-18.0,24.0,1,left,D. Wade driving finger roll Layup (2 PTS),[1629731],1610612739.0,CLE,driving finger roll,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,2.0,,,,,,,,,,,,,
89,PT04M50.00S,2022-10-19T23:57:44.2Z,1,REGULAR,3pt,Jump Shot,[],1630173,70.90998685939553,18.137254901960784,1610612761,13,15,2022-10-19T23:57:49Z,880000,-159.0,221.0,1,right,MISS P. Achiuwa 27' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,27.23,Missed,,,,,,,,,,,,,,,,,,
90,PT04M48.00S,2022-10-19T23:57:48.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,13,15,2022-10-19T23:57:48Z,890000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,89.0,,,,,,,,,,,,,,,,,
92,PT04M36.00S,2022-10-19T23:58:06.7Z,1,REGULAR,turnover,lost ball,[],1630171,,,1610612739,13,15,2022-10-19T23:58:11Z,910000,,,0,,I. Okoro lost ball TURNOVER (1 TO),"[1630171, 1627832]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,,,,,,VanVleet,1627832.0,,
93,PT04M36.00S,2022-10-19T23:58:06.7Z,1,REGULAR,steal,,[],1627832,,,1610612761,13,15,2022-10-19T23:58:08Z,920000,,,0,,F. VanVleet STEAL (2 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
94,PT04M33.00S,2022-10-19T23:58:10.5Z,1,REGULAR,foul,personal,['2freethrow'],201567,,,1610612761,13,15,2022-10-19T23:58:20Z,930000,,,0,,K. Love shooting personal FOUL (1 PF) (VanVleet 2 FT),"[201567, 1627832]",1610612739.0,CLE,shooting,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,,,,,1.0,0.0,VanVleet,1627832.0,,,,
96,PT04M33.00S,2022-10-19T23:58:36.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627832,,,1610612761,14,15,2022-10-19T23:58:36Z,950000,,,0,,F. VanVleet Free Throw 1 of 2 (1 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
97,PT04M33.00S,2022-10-19T23:58:50.4Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627832,,,1610612761,15,15,2022-10-19T23:58:50Z,960000,,,0,,F. VanVleet Free Throw 2 of 2 (2 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
98,PT04M23.00S,2022-10-19T23:59:01.2Z,1,REGULAR,3pt,Jump Shot,[],201567,30.831143232588698,19.607843137254903,1610612739,15,15,2022-10-19T23:59:07Z,970000,152.0,237.0,1,left,MISS K. Love 28' turnaround 3PT,[201567],1610612739.0,CLE,turnaround,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,28.18,Missed,,,,,,,,,,,,,,,,,,
99,PT04M21.00S,2022-10-19T23:59:03.2Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,15,15,2022-10-19T23:59:07Z,980000,,,0,,G. Trent Jr. REBOUND (Off:1 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,98.0,2.0,1.0,1.0,,,,,,,,,,,,,,
100,PT04M15.00S,2022-10-19T23:59:11.3Z,1,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612761,15,15,2022-10-19T23:59:21Z,990000,,,0,,I. Okoro shooting personal FOUL (1 PF) (Trent Jr. 2 FT),"[1630171, 1629018]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202026.0,,,,,1.0,0.0,Trent Jr.,1629018.0,,,,
102,PT04M15.00S,2022-10-19T23:59:36.1Z,1,REGULAR,freethrow,1 of 2,[],1629018,,,1610612761,15,15,2022-10-19T23:59:36Z,1010000,,,0,,MISS G. Trent Jr. Free Throw 1 of 2,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
103,PT04M15.00S,2022-10-19T23:59:36.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,15,15,2022-10-19T23:59:36Z,1020000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,
104,PT04M15.00S,2022-10-19T23:59:37.4Z,1,REGULAR,substitution,out,[],1627832,,,1610612761,15,15,2022-10-19T23:59:47Z,1030000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M15.00S,2022-10-19T23:59:37.4Z,1,REGULAR,substitution,out,[],1628386,,,1610612761,15,15,2022-10-19T23:59:47Z,1040000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M15.00S,2022-10-19T23:59:37.4Z,1,REGULAR,substitution,out,[],1628378,,,1610612761,15,15,2022-10-19T23:59:47Z,1050000,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M15.00S,2022-10-19T23:59:37.4Z,1,REGULAR,substitution,in,[],1630625,,,1610612761,15,15,2022-10-19T23:59:47Z,1060000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M15.00S,2022-10-19T23:59:37.4Z,1,REGULAR,substitution,in,[],1629636,,,1610612761,15,15,2022-10-19T23:59:47Z,1070000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M15.00S,2022-10-19T23:59:37.4Z,1,REGULAR,substitution,in,[],1630596,,,1610612761,15,15,2022-10-19T23:59:47Z,1080000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M15.00S,2022-10-19T23:59:58.3Z,1,REGULAR,freethrow,2 of 2,[],1629018,,,1610612761,16,15,2022-10-19T23:59:58Z,1090000,,,0,,G. Trent Jr. Free Throw 2 of 2 (7 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
111,PT04M02.00S,2022-10-20T00:00:10.7Z,1,REGULAR,turnover,bad pass,[],1629636,,,1610612739,16,15,2022-10-20T00:00:14Z,1100000,,,0,,D. Garland bad pass TURNOVER (3 TO),"[1629636, 1627783]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,,,,,,,,,3.0,,,,,,,,Siakam,1627783.0,,
112,PT04M02.00S,2022-10-20T00:00:10.7Z,1,REGULAR,steal,,[],1627783,,,1610612761,16,15,2022-10-20T00:00:12Z,1110000,,,0,,P. Siakam STEAL (2 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT03M59.00S,2022-10-20T00:00:15.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630173,92.06636005256242,51.225490196078425,1610612761,16,15,2022-10-20T00:00:23Z,1120000,6.0,22.0,1,right,MISS P. Achiuwa running Layup - blocked,"[1630173, 1629731]",1610612761.0,TOR,running,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.29,Missed,,,,,,,,,,,,,,,,,Wade,1629731.0
114,PT03M59.00S,2022-10-20T00:00:15.0Z,1,REGULAR,block,,[],1629731,,,1610612761,16,15,2022-10-20T00:00:17Z,1130000,,,0,,D. Wade BLOCK (1 BLK),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
115,PT03M59.00S,2022-10-20T00:00:15.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,16,15,2022-10-20T00:00:23Z,1140000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,113.0,,,,,,,,,,,,,,,,,
117,PT03M56.00S,2022-10-20T00:00:34.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629018,87.86136662286465,95.58823529411765,1610612761,16,15,2022-10-20T00:00:39Z,1160000,228.0,62.0,1,right,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,23.61,Missed,,,,,,,,,,,,,,,,,,
118,PT03M54.00S,2022-10-20T00:00:36.5Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,16,15,2022-10-20T00:00:39Z,1170000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT03M47.00S,2022-10-20T00:00:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,9.411957950065702,45.83333333333333,1610612739,16,15,2022-10-20T00:00:47Z,1180000,21.0,36.0,1,left,MISS D. Garland Layup - blocked,"[1629636, 1631132]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Restricted Area,0-8 Center,4.16,Missed,,,,,,,,,,,,,,,,,Koloko,1631132.0
120,PT03M47.00S,2022-10-20T00:00:42.9Z,1,REGULAR,block,,[],1631132,,,1610612739,16,15,2022-10-20T00:01:09Z,1190000,,,0,,C. Koloko BLOCK (1 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
121,PT03M44.00S,2022-10-20T00:00:45.9Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612761,16,15,2022-10-20T00:00:47Z,1200000,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
122,PT03M42.00S,2022-10-20T00:00:50.5Z,1,REGULAR,foul,personal,['2freethrow'],201567,,,1610612761,16,15,2022-10-20T00:00:57Z,1210000,,,0,,K. Love shooting personal FOUL (2 PF) (Banton 2 FT),"[201567, 1630625]",1610612739.0,CLE,shooting,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,201639.0,,,,,2.0,0.0,Banton,1630625.0,,,,
124,PT03M42.00S,2022-10-20T00:01:15.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630625,,,1610612761,17,15,2022-10-20T00:01:15Z,1230000,,,0,,D. Banton Free Throw 1 of 2 (1 PTS),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
125,PT03M42.00S,2022-10-20T00:01:30.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630625,,,1610612761,18,15,2022-10-20T00:01:30Z,1240000,,,0,,D. Banton Free Throw 2 of 2 (2 PTS),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
126,PT03M22.00S,2022-10-20T00:01:52.4Z,1,REGULAR,3pt,Jump Shot,[],1629636,30.305519053876477,75.0,1610612739,18,15,2022-10-20T00:01:59Z,1250000,-125.0,232.0,1,left,MISS D. Garland 26' pullup bank 3PT,[1629636],1610612739.0,CLE,pullup bank,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,26.39,Missed,,,,,,,,,,,,,,,,,,
127,PT03M19.00S,2022-10-20T00:01:55.4Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612761,18,15,2022-10-20T00:01:59Z,1260000,,,0,,C. Koloko REBOUND (Off:0 Def:2),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Left Center,,,126.0,2.0,2.0,0.0,,,,,,,,,,,,,,
128,PT03M12.00S,2022-10-20T00:02:01.5Z,1,REGULAR,turnover,lost ball,[],1627783,,,1610612761,18,15,2022-10-20T00:02:07Z,1270000,,,0,,P. Siakam lost ball TURNOVER (3 TO),"[1627783, 1630596]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,3.0,,,,,,,,Mobley,1630596.0,,
129,PT03M12.00S,2022-10-20T00:02:01.5Z,1,REGULAR,steal,,[],1630596,,,1610612739,18,15,2022-10-20T00:02:05Z,1280000,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
130,PT03M06.00S,2022-10-20T00:02:10.8Z,1,REGULAR,foul,personal,[],1630625,,,1610612739,18,15,2022-10-20T00:02:21Z,1290000,,,0,,D. Banton personal FOUL (1 PF),"[1630625, 201567]",1610612761.0,TOR,,,,Banton,D. Banton,,,,,Mid-Range,8-16 Left,,,,,,,,201639.0,,,,,1.0,0.0,Love,201567.0,,,,
132,PT03M06.00S,2022-10-20T00:02:22.3Z,1,REGULAR,substitution,out,[],1627783,,,1610612739,18,15,2022-10-20T00:02:25Z,1310000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M06.00S,2022-10-20T00:02:22.3Z,1,REGULAR,substitution,in,[],1628384,,,1610612739,18,15,2022-10-20T00:02:25Z,1320000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M48.00S,2022-10-20T00:02:53.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629636,21.895532194480946,74.01960784313727,1610612739,18,15,2022-10-20T00:02:58Z,1330000,-120.0,153.0,1,left,MISS D. Garland 19' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,19.47,Missed,,,,,,,,,,,,,,,,,,
135,PT02M45.00S,2022-10-20T00:02:56.8Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,18,15,2022-10-20T00:03:23Z,1340000,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Left Center,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,,
136,PT02M45.00S,2022-10-20T00:03:01.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629636,,,1610612761,18,15,2022-10-20T00:03:09Z,1350000,,,0,,D. Garland personal FOUL (1 PF) (Achiuwa 2 FT),"[1629636, 1630173]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,,,,,,201639.0,,,,,1.0,0.0,Achiuwa,1630173.0,,,,
138,PT02M45.00S,2022-10-20T00:03:11.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,18,15,2022-10-20T00:03:11Z,1370000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M45.00S,2022-10-20T00:06:12.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630173,,,1610612761,19,15,2022-10-20T00:06:12Z,1380000,,,0,,P. Achiuwa Free Throw 1 of 2 (1 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
140,PT02M45.00S,2022-10-20T00:06:12.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630173,,,1610612761,19,15,2022-10-20T00:06:32Z,1390000,,,0,,MISS P. Achiuwa Free Throw 2 of 2,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
141,PT02M42.00S,2022-10-20T00:06:15.7Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,19,15,2022-10-20T00:06:32Z,1400000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,,,
142,PT02M28.00S,2022-10-20T00:06:44.5Z,1,REGULAR,3pt,Jump Shot,[],201567,26.10052562417871,17.15686274509804,1610612739,19,18,2022-10-20T00:06:49Z,1410000,164.0,193.0,1,left,K. Love 25' 3PT pullup (3 PTS) (E. Mobley 1 AST),"[201567, 1630596]",1610612739.0,CLE,pullup,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,25.32,Made,,,,,3.0,,,E. Mobley,1630596.0,1.0,,,,,,,,
144,PT02M08.00S,2022-10-20T00:07:07.4Z,1,REGULAR,turnover,lost ball,[],1628384,,,1610612761,19,18,2022-10-20T00:07:13Z,1430000,,,0,,O. Anunoby lost ball TURNOVER (1 TO),"[1628384, 1629636]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,,,,,,,,Garland,1629636.0,,
145,PT02M08.00S,2022-10-20T00:07:07.4Z,1,REGULAR,steal,,[],1629636,,,1610612739,19,18,2022-10-20T00:07:09Z,1440000,,,0,,D. Garland STEAL (2 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
146,PT02M08.00S,2022-10-20T00:07:11.5Z,1,REGULAR,foul,personal,[],1631132,,,1610612739,19,18,2022-10-20T00:07:19Z,1450000,,,0,,C. Koloko personal FOUL (1 PF),"[1631132, 1629636]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,,,,,1.0,0.0,Garland,1629636.0,,,,
148,PT02M08.00S,2022-10-20T00:07:18.4Z,1,REGULAR,substitution,out,[],1629018,,,1610612739,19,18,2022-10-20T00:07:21Z,1470000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M08.00S,2022-10-20T00:07:18.4Z,1,REGULAR,substitution,in,[],1627832,,,1610612739,19,18,2022-10-20T00:07:21Z,1480000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M54.00S,2022-10-20T00:07:42.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630596,8.09789750328515,51.9607843137255,1610612739,19,20,2022-10-20T00:07:46Z,1490000,-10.0,24.0,1,left,E. Mobley DUNK (6 PTS) (D. Garland 2 AST),"[1630596, 1629636]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,2.56,Made,,,,,6.0,,,D. Garland,1629636.0,2.0,,,,,,,,
152,PT01M45.00S,2022-10-20T00:07:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,81.94809461235218,45.588235294117645,1610612761,21,20,2022-10-20T00:07:55Z,1510000,-22.0,117.0,1,right,F. VanVleet 11' driving floating Jump Shot (4 PTS),[1627832],1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,11.93,Made,,,,,4.0,,,,,,,,,,,,,
153,PT01M35.00S,2022-10-20T00:08:04.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630173,,,1610612739,21,20,2022-10-20T00:08:15Z,1520000,,,0,,P. Achiuwa personal FOUL (1 PF) (Mobley 2 FT),"[1630173, 1630596]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626300.0,,,,,1.0,0.0,Mobley,1630596.0,,,,
155,PT01M35.00S,2022-10-20T00:08:32.7Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,21,21,2022-10-20T00:08:32Z,1540000,,,0,,E. Mobley Free Throw 1 of 2 (7 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
156,PT01M35.00S,2022-10-20T00:08:33.7Z,1,REGULAR,substitution,out,[],1630173,,,1610612739,21,21,2022-10-20T00:08:39Z,1550000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M35.00S,2022-10-20T00:08:33.7Z,1,REGULAR,substitution,in,[],1630567,,,1610612739,21,21,2022-10-20T00:08:39Z,1560000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M35.00S,2022-10-20T00:08:55.6Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,21,22,2022-10-20T00:08:55Z,1570000,,,0,,E. Mobley Free Throw 2 of 2 (8 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
159,PT01M15.00S,2022-10-20T00:09:19.1Z,1,REGULAR,3pt,Jump Shot,[],1628384,68.80749014454665,67.8921568627451,1610612761,21,22,2022-10-20T00:09:26Z,1580000,89.0,241.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
160,PT01M13.00S,2022-10-20T00:09:21.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,21,22,2022-10-20T00:09:26Z,1590000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,159.0,,,,,,,,,,,,,,,,,
161,PT01M13.00S,2022-10-20T00:09:26.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629731,,,1610612761,21,22,2022-10-20T00:09:36Z,1600000,,,0,,D. Wade loose ball personal FOUL (1 PF) (Koloko 2 FT),"[1629731, 1631132]",1610612739.0,CLE,loose ball,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,,,,,1.0,0.0,Koloko,1631132.0,,,,
163,PT01M13.00S,2022-10-20T00:09:49.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631132,,,1610612761,22,22,2022-10-20T00:09:49Z,1620000,,,0,,C. Koloko Free Throw 1 of 2 (1 PTS),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
164,PT01M13.00S,2022-10-20T00:09:49.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631132,,,1610612761,22,22,2022-10-20T00:10:11Z,1630000,,,0,,MISS C. Koloko Free Throw 2 of 2,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
165,PT01M11.00S,2022-10-20T00:09:51.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,22,22,2022-10-20T00:10:11Z,1640000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,164.0,,,,,,,,,,,,,,,,,
167,PT00M56.40S,2022-10-20T00:10:36.8Z,1,REGULAR,turnover,bad pass,[],1630596,,,1610612739,22,22,2022-10-20T00:10:40Z,1660000,,,0,,E. Mobley bad pass TURNOVER (1 TO),"[1630596, 1628384]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,,,,1.0,,,,,,,,Anunoby,1628384.0,,
168,PT00M56.40S,2022-10-20T00:10:36.8Z,1,REGULAR,steal,,[],1628384,,,1610612761,22,22,2022-10-20T00:10:38Z,1670000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
169,PT00M45.40S,2022-10-20T00:10:47.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,66.44218134034165,36.27450980392157,1610612761,25,22,2022-10-20T00:10:52Z,1680000,-69.0,263.0,1,right,F. VanVleet 27' 3PT pullup (7 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,27.17,Made,,,,,7.0,,,,,,,,,,,,,
170,PT00M34.20S,2022-10-20T00:11:01.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,14.011169513797633,58.08823529411765,1610612739,25,22,2022-10-20T00:11:05Z,1690000,-40.0,79.0,1,left,MISS D. Garland 8' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,8.89,Missed,,,,,,,,,,,,,,,,,,
171,PT00M31.90S,2022-10-20T00:11:03.6Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612761,25,22,2022-10-20T00:11:05Z,1700000,,,0,,C. Koloko REBOUND (Off:0 Def:3),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,,,170.0,3.0,3.0,0.0,,,,,,,,,,,,,,
