actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
260,PT06M56.00S,2022-10-20T00:25:39.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,6.258212877792378,50.98039215686274,1610612739,39,39,2022-10-20T00:25:43Z,2590000,-5.0,6.0,1,left,C. Osman cutting Layup (8 PTS) (C. LeVert 3 AST),"[1626224, 1627747]",1610612739.0,CLE,cutting,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,8.0,,,C. LeVert,1627747.0,3.0,,,,,,,,
262,PT06M37.00S,2022-10-20T00:25:58.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,90.88370565045992,50.73529411764706,1610612761,39,39,2022-10-20T00:26:03Z,2610000,4.0,33.0,1,right,MISS P. Siakam turnaround Hook,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,,
263,PT06M33.00S,2022-10-20T00:26:02.5Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,39,39,2022-10-20T00:26:03Z,2620000,,,0,,P. Siakam REBOUND (Off:2 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,262.0,5.0,3.0,2.0,,,,,,,,,,,,,,
264,PT06M33.00S,2022-10-20T00:26:01.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,94.40999984741211,50.0,1610612761,41,39,2022-10-20T00:26:01Z,2630000,0.0,0.0,1,right,P. Siakam tip Layup (10 PTS),[1627783],1610612761.0,TOR,tip,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,10.0,,,,,,,,,,,,,
265,PT06M17.00S,2022-10-20T00:26:18.1Z,2,REGULAR,2pt,Jump Shot,[],1628378,22.946780551905388,52.94117647058824,1610612739,41,41,2022-10-20T00:26:24Z,2640000,-15.0,163.0,1,left,D. Mitchell 16' step back Jump Shot (8 PTS),[1628378],1610612739.0,CLE,step back,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,16.39,Made,,,,,8.0,,,,,,,,,,,,,
266,PT06M04.00S,2022-10-20T00:26:31.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,89.96386333771353,50.245098039215684,1610612761,43,41,2022-10-20T00:26:35Z,2650000,1.0,42.0,1,right,P. Siakam driving Hook (12 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,4.18,Made,,,,,12.0,,,,,,,,,,,,,
267,PT05M52.00S,2022-10-20T00:26:43.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,7.046649145860711,50.245098039215684,1610612739,43,43,2022-10-20T00:26:47Z,2660000,-1.0,14.0,1,left,J. Allen alley-oop DUNK (4 PTS) (C. LeVert 4 AST),"[1628386, 1627747]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,4.0,,,C. LeVert,1627747.0,4.0,,,,,,,,
269,PT05M28.00S,2022-10-20T00:27:07.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,82.34231274638634,38.970588235294116,1610612761,45,43,2022-10-20T00:27:12Z,2680000,-55.0,113.0,1,right,P. Siakam 12' turnaround fadeaway Jump Shot (14 PTS),[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,12.62,Made,,,,,14.0,,,,,,,,,,,,,
270,PT05M09.00S,2022-10-20T00:27:26.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,12.171484888304862,47.794117647058826,1610612739,45,45,2022-10-20T00:27:30Z,2690000,11.0,62.0,1,left,J. Allen 6' turnaround Hook (6 PTS) (K. Love 1 AST),"[1628386, 201567]",1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,6.29,Made,,,,,6.0,,,K. Love,201567.0,1.0,,,,,,,,
272,PT04M44.00S,2022-10-20T00:27:50.9Z,2,REGULAR,2pt,Jump Shot,[],1627783,73.27529566360053,64.2156862745098,1610612761,45,45,2022-10-20T00:27:56Z,2710000,71.0,199.0,1,right,MISS P. Siakam 21' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,21.1,Missed,,,,,,,,,,,,,,,,,,
273,PT04M40.00S,2022-10-20T00:27:54.9Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,45,45,2022-10-20T00:27:56Z,2720000,,,0,,K. Love REBOUND (Off:0 Def:4),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Mid-Range,16-24 Right Center,,,272.0,4.0,4.0,0.0,,,,,,,,,,,,,,
274,PT04M33.00S,2022-10-20T00:28:02.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,7.835085413929041,45.588235294117645,1610612739,45,47,2022-10-20T00:28:07Z,2730000,22.0,21.0,1,left,D. Mitchell driving Layup (10 PTS) (C. Osman 1 AST),"[1628378, 1626224]",1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,10.0,,,C. Osman,1626224.0,1.0,,,,,,,,
276,PT04M23.00S,2022-10-20T00:28:16.7Z,2,REGULAR,foul,offensive,[],1630567,,,1610612761,45,47,2022-10-20T00:28:52Z,2750000,,,0,,S. Barnes offensive FOUL (2 PF),"[1630567, 1627747]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,,202026.0,,,,,2.0,0.0,LeVert,1627747.0,,,,
278,PT04M23.00S,2022-10-20T00:28:16.7Z,2,REGULAR,turnover,offensive foul,[],1630567,,,1610612761,45,47,2022-10-20T00:28:16Z,2770000,,,0,,S. Barnes offensive foul TURNOVER (1 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,,202026.0,1.0,,,,,,,,,,,
279,PT04M23.00S,2022-10-20T00:28:24.4Z,2,REGULAR,substitution,out,[],201567,,,1610612739,45,47,2022-10-20T00:28:34Z,2780000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT04M23.00S,2022-10-20T00:28:24.4Z,2,REGULAR,substitution,out,[],1626224,,,1610612739,45,47,2022-10-20T00:28:34Z,2790000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT04M23.00S,2022-10-20T00:28:24.4Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,45,47,2022-10-20T00:28:34Z,2800000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT04M23.00S,2022-10-20T00:28:24.4Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,45,47,2022-10-20T00:28:34Z,2810000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M03.00S,2022-10-20T00:28:57.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628386,12.171484888304862,45.588235294117645,1610612739,45,47,2022-10-20T00:29:02Z,2820000,22.0,62.0,1,left,MISS J. Allen 6' turnaround Hook - blocked,"[1628386, 1630567]",1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,6.57,Missed,,,,,,,,,,,,,,,,,Barnes,1630567.0
699,PT04M03.00S,2022-10-20T00:28:57.4Z,2,REGULAR,block,,[],1630567,,,1610612739,45,47,2022-10-20T02:17:25Z,2830000,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
285,PT04M00.00S,2022-10-20T00:29:00.4Z,2,REGULAR,rebound,defensive,[],1627823,,,1610612761,45,47,2022-10-20T00:29:02Z,2840000,,,0,,J. Hernangomez REBOUND (Off:0 Def:1),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,283.0,1.0,1.0,0.0,,,,,,,,,,,,,,
286,PT03M55.00S,2022-10-20T00:29:05.5Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1630567,73.40670170827858,64.95098039215686,1610612761,47,47,2022-10-20T00:29:15Z,2850000,75.0,197.0,1,right,S. Barnes 21' step back bank Jump Shot (7 PTS),[1630567],1610612761.0,TOR,step back bank,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,21.12,Made,,,,,7.0,,,,,,,,,,,,,
287,PT03M51.00S,2022-10-20T00:29:13.0Z,2,REGULAR,foul,personal,[],1629018,,,1610612739,47,47,2022-10-20T00:32:03Z,2860000,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 1629636]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,202026.0,,,,,1.0,0.0,Garland,1629636.0,,,,
289,PT03M51.00S,2022-10-20T00:29:57.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,47,47,2022-10-20T00:29:57Z,2880000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M51.00S,2022-10-20T00:32:04.4Z,2,REGULAR,substitution,out,[],201152,,,1610612739,47,47,2022-10-20T00:32:54Z,2890000,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M51.00S,2022-10-20T00:32:04.4Z,2,REGULAR,substitution,out,[],1627823,,,1610612739,47,47,2022-10-20T00:32:54Z,2900000,,,0,,SUB out: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M51.00S,2022-10-20T00:32:04.4Z,2,REGULAR,substitution,out,[],1629636,,,1610612739,47,47,2022-10-20T00:32:54Z,2910000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M51.00S,2022-10-20T00:32:04.4Z,2,REGULAR,substitution,in,[],1628384,,,1610612739,47,47,2022-10-20T00:32:54Z,2920000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M51.00S,2022-10-20T00:32:04.4Z,2,REGULAR,substitution,in,[],1627832,,,1610612739,47,47,2022-10-20T00:32:54Z,2930000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M51.00S,2022-10-20T00:32:04.4Z,2,REGULAR,substitution,in,[],1626224,,,1610612739,47,47,2022-10-20T00:32:54Z,2940000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M37.00S,2022-10-20T00:33:13.4Z,2,REGULAR,3pt,Jump Shot,[],1628378,7.30946123521682,2.941176470588235,1610612739,47,47,2022-10-20T00:33:19Z,2950000,235.0,16.0,1,left,MISS D. Mitchell 3PT,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,23.59,Missed,,,,,,,,,,,,,,,,,,
297,PT03M31.00S,2022-10-20T00:33:19.4Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,47,47,2022-10-20T00:33:19Z,2960000,,,0,,P. Siakam REBOUND (Off:2 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,296.0,6.0,4.0,2.0,,,,,,,,,,,,,,
298,PT03M22.00S,2022-10-20T00:33:28.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,89.17542706964521,43.13725490196079,1610612761,47,47,2022-10-20T00:33:32Z,2970000,-34.0,49.0,1,right,MISS S. Barnes 6' turnaround Hook,[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.01,Missed,,,,,,,,,,,,,,,,,,
299,PT03M21.00S,2022-10-20T00:33:29.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,47,47,2022-10-20T00:34:08Z,2980000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,298.0,,,,,,,,,,,,,,,,,
301,PT03M21.00S,2022-10-20T00:33:39.5Z,2,REGULAR,foul,offensive,[],1630567,,,1610612761,47,47,2022-10-20T00:35:44Z,3000000,,,0,,S. Barnes offensive FOUL (3 PF),"[1630567, 1626224]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202026.0,,,,,3.0,0.0,Osman,1626224.0,,,,
303,PT03M21.00S,2022-10-20T00:33:39.5Z,2,REGULAR,turnover,offensive foul,[],1630567,,,1610612761,47,47,2022-10-20T00:33:39Z,3020000,,,0,,S. Barnes offensive foul TURNOVER (2 TO),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202026.0,2.0,,,,,,,,,,,
304,PT03M21.00S,2022-10-20T00:33:48.6Z,2,REGULAR,substitution,out,[],1630567,,,1610612739,47,47,2022-10-20T00:33:51Z,3030000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M21.00S,2022-10-20T00:33:48.6Z,2,REGULAR,substitution,in,[],1631132,,,1610612739,47,47,2022-10-20T00:33:51Z,3040000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M58.00S,2022-10-20T00:34:21.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628378,32.53942181340342,67.64705882352942,1610612739,47,50,2022-10-20T00:34:28Z,3050000,-88.0,253.0,1,left,D. Mitchell 26' 3PT  (13 PTS) (C. LeVert 5 AST),"[1628378, 1627747]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,26.83,Made,,,,,13.0,,,C. LeVert,1627747.0,5.0,,,,,,,,
308,PT02M38.00S,2022-10-20T00:34:40.3Z,2,REGULAR,3pt,Jump Shot,[],1629018,67.7562417871222,62.5,1610612761,47,50,2022-10-20T00:34:44Z,3070000,62.0,251.0,1,right,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
309,PT02M34.00S,2022-10-20T00:34:44.3Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,47,50,2022-10-20T00:34:44Z,3080000,,,0,,P. Siakam REBOUND (Off:3 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,308.0,7.0,4.0,3.0,,,,,,,,,,,,,,
310,PT02M34.00S,2022-10-20T00:34:43.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627783,94.40999984741211,50.0,1610612761,47,50,2022-10-20T00:34:46Z,3090000,0.0,0.0,1,right,MISS P. Siakam tip Layup,[1627783],1610612761.0,TOR,tip,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
311,PT02M34.00S,2022-10-20T00:34:43.9Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,47,50,2022-10-20T00:34:46Z,3100000,,,0,,J. Allen REBOUND (Off:4 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,310.0,6.0,2.0,4.0,,,,,,,,,,,,,,
312,PT02M26.00S,2022-10-20T00:34:52.0Z,2,REGULAR,3pt,Jump Shot,[],1626224,7.178055190538765,3.6764705882352944,1610612739,47,53,2022-10-20T00:34:57Z,3110000,232.0,15.0,1,left,C. Osman 3PT  (11 PTS) (D. Mitchell 3 AST),"[1626224, 1628378]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Right Corner 3,24+ Right,23.21,Made,,,,,11.0,,,D. Mitchell,1628378.0,3.0,,,,,,,,
314,PT02M13.00S,2022-10-20T00:35:10.7Z,2,REGULAR,foul,offensive,[],1631132,,,1610612761,47,53,2022-10-20T00:35:24Z,3130000,,,0,,C. Koloko off-the-ball offensive FOUL (2 PF),"[1631132, 1628386]",1610612761.0,TOR,off-the-ball,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202026.0,,,,,2.0,0.0,Allen,1628386.0,,,,
316,PT02M13.00S,2022-10-20T00:35:10.7Z,2,REGULAR,turnover,offensive foul,[],1631132,,,1610612761,47,53,2022-10-20T00:35:10Z,3150000,,,0,,C. Koloko offensive foul TURNOVER (1 TO),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202026.0,1.0,,,,,,,,,,,
317,PT02M00.00S,2022-10-20T00:35:39.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628378,17.95335085413929,38.72549019607843,1610612739,47,53,2022-10-20T00:36:03Z,3160000,56.0,116.0,1,left,MISS D. Mitchell 12' turnaround fadeaway Shot,[1628378],1610612739.0,CLE,turnaround fadeaway,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,12.93,Missed,,,,,,,,,,,,,,,,,,
318,PT01M57.00S,2022-10-20T00:35:42.6Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,47,53,2022-10-20T00:35:42Z,3170000,,,0,,P. Siakam REBOUND (Off:3 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,317.0,8.0,5.0,3.0,,,,,,,,,,,,,,
319,PT01M54.00S,2022-10-20T00:35:46.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628384,95.0886990801577,50.245098039215684,1610612761,49,53,2022-10-20T00:35:55Z,3180000,1.0,-6.0,1,right,O. Anunoby running Layup (2 PTS) (P. Siakam 1 AST),"[1628384, 1627783]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,2.0,,,P. Siakam,1627783.0,1.0,,,,,,,,
321,PT01M33.00S,2022-10-20T00:36:07.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626224,11.777266754270697,46.32352941176471,1610612739,49,55,2022-10-20T00:36:11Z,3200000,18.0,58.0,1,left,C. Osman 6' driving bank Hook (13 PTS) (D. Mitchell 4 AST),"[1626224, 1628378]",1610612739.0,CLE,driving bank,,,Osman,C. Osman,,,,,In The Paint (Non-RA),0-8 Center,6.1,Made,,,,,13.0,,,D. Mitchell,1628378.0,4.0,,,,,,,,
323,PT01M19.00S,2022-10-20T00:36:20.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631132,92.72339027595268,46.568627450980394,1610612761,49,55,2022-10-20T00:36:24Z,3220000,-17.0,16.0,1,right,MISS C. Koloko cutting DUNK - blocked,"[1631132, 1628386]",1610612761.0,TOR,cutting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,2.34,Missed,,,,,,,,,,,,,,,,,Allen,1628386.0
324,PT01M19.00S,2022-10-20T00:36:20.1Z,2,REGULAR,block,,[],1628386,,,1610612761,49,55,2022-10-20T00:36:22Z,3230000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
325,PT01M16.00S,2022-10-20T00:36:23.1Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,49,55,2022-10-20T00:36:24Z,3240000,,,0,,C. Osman REBOUND (Off:0 Def:2),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,323.0,2.0,2.0,0.0,,,,,,,,,,,,,,
326,PT01M12.00S,2022-10-20T00:36:27.7Z,2,REGULAR,turnover,bad pass,[],1628378,,,1610612739,49,55,2022-10-20T00:36:31Z,3250000,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1628378, 1627783]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,,,,,Siakam,1627783.0,,
327,PT01M12.00S,2022-10-20T00:36:27.7Z,2,REGULAR,steal,,[],1627783,,,1610612761,49,55,2022-10-20T00:36:30Z,3260000,,,0,,P. Siakam STEAL (3 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
328,PT01M07.00S,2022-10-20T00:36:33.8Z,2,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612761,49,55,2022-10-20T00:36:48Z,3270000,,,0,,C. LeVert shooting personal FOUL (2 PF) (Anunoby 2 FT),"[1627747, 1628384]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,,,,,2.0,0.0,Anunoby,1628384.0,,,,
330,PT01M07.00S,2022-10-20T00:37:02.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1628384,,,1610612761,50,55,2022-10-20T00:37:18Z,3290000,,,0,,O. Anunoby Free Throw 1 of 2 (3 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
331,PT01M07.00S,2022-10-20T00:37:02.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1628384,,,1610612761,50,55,2022-10-20T00:37:18Z,3300000,,,0,,MISS O. Anunoby Free Throw 2 of 2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
332,PT01M05.00S,2022-10-20T00:37:04.8Z,2,REGULAR,rebound,defensive,[],1628386,,,1610612739,50,55,2022-10-20T00:37:18Z,3310000,,,0,,J. Allen REBOUND (Off:4 Def:3),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,331.0,7.0,3.0,4.0,,,,,,,,,,,,,,
333,PT00M49.90S,2022-10-20T00:37:33.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,8.09789750328515,52.20588235294118,1610612739,50,55,2022-10-20T00:37:37Z,3320000,-11.0,24.0,1,left,MISS D. Mitchell driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
334,PT00M47.70S,2022-10-20T00:37:35.9Z,2,REGULAR,rebound,defensive,[],1631132,,,1610612761,50,55,2022-10-20T00:37:35Z,3330000,,,0,,C. Koloko REBOUND (Off:0 Def:4),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,333.0,4.0,4.0,0.0,,,,,,,,,,,,,,
335,PT00M40.00S,2022-10-20T00:37:45.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628378,,,1610612761,50,55,2022-10-20T00:37:58Z,3340000,,,0,,D. Mitchell personal FOUL (1 PF) (Siakam 2 FT),"[1628378, 1627783]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,,,,,1.0,0.0,Siakam,1627783.0,,,,
337,PT00M40.00S,2022-10-20T00:38:17.6Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,50,55,2022-10-20T00:38:17Z,3360000,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
338,PT00M40.00S,2022-10-20T00:38:17.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,50,55,2022-10-20T00:38:17Z,3370000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,337.0,,,,,,,,,,,,,,,,,
339,PT00M40.00S,2022-10-20T00:38:33.8Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,51,55,2022-10-20T00:38:33Z,3380000,,,0,,P. Siakam Free Throw 2 of 2 (15 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
340,PT00M31.90S,2022-10-20T00:38:48.5Z,2,REGULAR,3pt,Jump Shot,[],1626224,31.488173455978973,20.833333333333336,1610612739,51,55,2022-10-20T00:38:53Z,3390000,146.0,243.0,1,left,MISS C. Osman 28' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,28.38,Missed,,,,,,,,,,,,,,,,,,
341,PT00M28.10S,2022-10-20T00:38:52.3Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,51,55,2022-10-20T00:38:53Z,3400000,,,0,,P. Siakam REBOUND (Off:3 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,340.0,9.0,6.0,3.0,,,,,,,,,,,,,,
342,PT00M25.50S,2022-10-20T00:38:54.7Z,2,REGULAR,turnover,lost ball,[],1627783,,,1610612761,51,55,2022-10-20T00:38:58Z,3410000,,,0,,P. Siakam lost ball TURNOVER (4 TO),"[1627783, 1628378]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,,,,,,,4.0,,,,,,,,Mitchell,1628378.0,,
343,PT00M25.50S,2022-10-20T00:38:54.7Z,2,REGULAR,steal,,[],1628378,,,1610612739,51,55,2022-10-20T00:39:43Z,3420000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
